   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_99.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
5.98414, 33.4781, 38.5364, 13.9769, 5.95635, -5.05833, 13.9769, 0, 13.9769, 13.9769, 13.977, 13.978, 38.5352, 13.9769, 13.9769, 13.9769, 13.9769, 13.9769, 13.9769, 13.9769, 13.9769, 13.9769, 13.9769, 13.9769, 13.9769, 13.9769
5.99201, 32.0246, 36.9946, 13.9658, 5.83306, -4.96998, 13.9658, 0, 13.9658, 13.9658, 13.9659, 13.967, 36.9933, 13.9658, 13.9658, 13.9658, 13.9658, 13.9658, 13.9658, 13.9658, 13.9658, 13.9658, 13.9658, 13.9658, 13.9658, 13.9658
5.99987, 27.9638, 35.2945, 13.9553, 5.47392, -7.33072, 13.9553, 0, 13.9553, 13.9553, 13.9553, 13.9565, 35.2932, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553, 13.9553
6.00774, 29.9647, 33.4871, 13.9458, 5.65373, -3.52238, 13.9458, 0, 13.9458, 13.9458, 13.9458, 13.9469, 33.4858, 13.9458, 13.9458, 13.9458, 13.9458, 13.9458, 13.9458, 13.9458, 13.9458, 13.9458, 13.9458, 13.9458, 13.9458, 13.9458
6.01561, 30.6528, 31.6225, 13.9376, 5.71426, -0.969688, 13.9376, 0, 13.9376, 13.9376, 13.9376, 13.9388, 31.6212, 13.9376, 13.9376, 13.9376, 13.9376, 13.9376, 13.9376, 13.9376, 13.9376, 13.9376, 13.9376, 13.9376, 13.9376, 13.9376
6.02348, 26.5653, 29.7486, 13.9311, 5.34465, -3.18335, 13.9311, 0, 13.9311, 13.9311, 13.9311, 13.9323, 29.7473, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311, 13.9311
6.03135, 27.6371, 27.9086, 13.9265, 5.444, -0.271488, 13.9265, 0, 13.9265, 13.9266, 13.9266, 13.9277, 27.9073, 13.9265, 13.9265, 13.9265, 13.9265, 13.9265, 13.9265, 13.9265, 13.9265, 13.9265, 13.9265, 13.9265, 13.9265, 13.9265
6.03922, 17.6417, 26.1394, 13.9241, 4.43189, -8.49777, 13.9241, 0, 13.9241, 13.9242, 13.9242, 13.9254, 26.1381, 13.9241, 13.9241, 13.9241, 13.9241, 13.9241, 13.9241, 13.9241, 13.9241, 13.9241, 13.9241, 13.9241, 13.9241, 13.9241
6.04708, 19.9768, 24.4717, 13.924, 4.68794, -4.49494, 13.924, 0, 13.924, 13.9241, 13.9241, 13.9253, 24.4704, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924, 13.924
6.05495, 24.6447, 22.9281, 13.9263, 5.16185, 1.71656, 13.9263, 0, 13.9263, 13.9264, 13.9264, 13.9276, 22.9267, 13.9263, 13.9263, 13.9263, 13.9263, 13.9263, 13.9263, 13.9263, 13.9263, 13.9263, 13.9263, 13.9263, 13.9263, 13.9263
6.06282, 22.6504, 21.5245, 13.931, 4.96492, 1.12596, 13.931, 0, 13.931, 13.9311, 13.9311, 13.9324, 21.523, 13.931, 13.931, 13.931, 13.931, 13.931, 13.931, 13.931, 13.931, 13.931, 13.931, 13.931, 13.931, 13.931
6.07069, 18.9419, 20.2694, 13.9381, 4.57623, -1.32755, 13.9381, 0, 13.9381, 13.9381, 13.9382, 13.9396, 20.2679, 13.9381, 13.9381, 13.9381, 13.9381, 13.9381, 13.9381, 13.9381, 13.9381, 13.9381, 13.9381, 13.9381, 13.9381, 13.9381
6.07856, 21.0141, 19.1655, 13.9475, 4.7973, 1.84855, 13.9475, 0, 13.9475, 13.9475, 13.9475, 13.9491, 19.1638, 13.9475, 13.9475, 13.9475, 13.9475, 13.9475, 13.9475, 13.9475, 13.9475, 13.9475, 13.9475, 13.9475, 13.9475, 13.9475
6.08643, 17.9788, 18.2101, 13.959, 4.46977, -0.231266, 13.959, 0, 13.959, 13.959, 13.959, 13.9607, 18.2082, 13.959, 13.959, 13.959, 13.959, 13.959, 13.959, 13.959, 13.959, 13.959, 13.959, 13.959, 13.959, 13.959
6.09429, 17.9781, 17.3962, 13.9725, 4.46968, 0.581903, 13.9725, 0, 13.9725, 13.9725, 13.9725, 13.9745, 17.394, 13.9725, 13.9725, 13.9725, 13.9725, 13.9725, 13.9725, 13.9725, 13.9725, 13.9725, 13.9725, 13.9725, 13.9725, 13.9725
6.10216, 14.0251, 16.7137, 13.9877, 4.00313, -2.68864, 13.9877, 0, 13.9877, 13.9878, 13.9878, 13.9903, 16.7111, 13.9877, 13.9877, 13.9877, 13.9877, 13.9877, 13.9877, 13.9877, 13.9877, 13.9877, 13.9877, 13.9877, 13.9877, 13.9877
6.11003, 12.6164, 16.1507, 14.0046, 3.82313, -3.53433, 14.0046, 0, 14.0046, 14.0046, 14.0047, 14.0078, 16.1474, 14.0046, 14.0046, 14.0046, 14.0046, 14.0046, 14.0046, 14.0046, 14.0046, 14.0046, 14.0046, 14.0046, 14.0046, 14.0046
6.1179, 11.6683, 15.6938, 14.0228, 3.69706, -4.0255, 14.0228, 0, 14.0228, 14.0229, 14.0229, 14.027, 15.6895, 14.0228, 14.0228, 14.0228, 14.0228, 14.0228, 14.0228, 14.0228, 14.0228, 14.0228, 14.0228, 14.0228, 14.0228, 14.0228
6.12577, 14.6721, 15.3295, 14.0422, 4.08315, -0.657341, 14.0422, 0, 14.0422, 14.0423, 14.0423, 14.0478, 15.3238, 14.0422, 14.0422, 14.0422, 14.0422, 14.0422, 14.0422, 14.0422, 14.0422, 14.0422, 14.0422, 14.0422, 14.0422, 14.0422
6.13364, 10.9096, 15.0445, 14.0626, 3.59299, -4.13493, 14.0626, 0, 14.0626, 14.0626, 14.0626, 14.0702, 15.0368, 14.0626, 14.0626, 14.0626, 14.0626, 14.0626, 14.0626, 14.0626, 14.0626, 14.0626, 14.0626, 14.0626, 14.0626, 14.0626
6.1415, 17.0619, 14.8266, 14.0837, 4.36599, 2.23534, 14.0837, 0, 14.0837, 14.0837, 14.0837, 14.0943, 14.8158, 14.0837, 14.0837, 14.0837, 14.0837, 14.0837, 14.0837, 14.0837, 14.0837, 14.0837, 14.0837, 14.0837, 14.0837, 14.0837
6.14937, 8.77245, 14.6644, 14.1054, 3.28214, -5.8919, 14.1054, 0, 14.1054, 14.1054, 14.1054, 14.1203, 14.6493, 14.1054, 14.1054, 14.1054, 14.1054, 14.1054, 14.1054, 14.1054, 14.1054, 14.1054, 14.1054, 14.1054, 14.1054, 14.1054
6.15724, 7.9952, 14.5481, 14.1275, 3.16152, -6.5529, 14.1275, 0, 14.1275, 14.1275, 14.1276, 14.1484, 14.5271, 14.1275, 14.1275, 14.1275, 14.1275, 14.1275, 14.1275, 14.1275, 14.1275, 14.1275, 14.1275, 14.1275, 14.1275, 14.1275
6.16511, 10.4872, 14.4695, 14.1499, 3.53373, -3.98227, 14.1499, 0, 14.1499, 14.15, 14.15, 14.1792, 14.4401, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499, 14.1499
6.17298, 10.3911, 14.4218, 14.1725, 3.52011, -4.03063, 14.1725, 0, 14.1725, 14.1726, 14.1726, 14.2133, 14.3809, 14.1725, 14.1725, 14.1725, 14.1725, 14.1725, 14.1725, 14.1725, 14.1725, 14.1725, 14.1725, 14.1725, 14.1725, 14.1725
6.18085, 8.69429, 14.3996, 14.1952, 3.27021, -5.70528, 14.1952, 0, 14.1952, 14.1952, 14.1953, 14.2515, 14.3431, 14.1952, 14.1952, 14.1952, 14.1952, 14.1952, 14.1952, 14.1952, 14.1952, 14.1952, 14.1952, 14.1952, 14.1952, 14.1952
6.18871, 15.6993, 14.399, 14.2178, 4.20705, 1.30029, 14.2178, 0, 14.2178, 14.2179, 14.2179, 14.295, 14.3217, 14.2178, 14.2178, 14.2178, 14.2178, 14.2178, 14.2178, 14.2178, 14.2178, 14.2178, 14.2178, 14.2178, 14.2178, 14.2178
6.19658, 6.85892, 14.4173, 14.2404, 2.97639, -7.55839, 14.2404, 0, 14.2404, 14.2405, 14.2405, 14.3451, 14.3125, 14.2404, 14.2404, 14.2404, 14.2404, 14.2404, 14.2404, 14.2404, 14.2404, 14.2404, 14.2404, 14.2404, 14.2404, 14.2404
6.20445, 17.4128, 14.453, 14.2629, 4.406, 2.95978, 14.2629, 0, 14.2629, 14.2629, 14.2629, 14.4034, 14.3123, 14.2629, 14.2629, 14.2629, 14.2629, 14.2629, 14.2629, 14.2629, 14.2629, 14.2629, 14.2629, 14.2629, 14.2629, 14.2629
6.21232, 9.2743, 14.5056, 14.2851, 3.35772, -5.23127, 14.2851, 0, 14.2851, 14.2852, 14.2852, 14.4719, 14.3187, 14.2851, 14.2851, 14.2851, 14.2851, 14.2851, 14.2851, 14.2851, 14.2851, 14.2851, 14.2851, 14.2851, 14.2851, 14.2851
6.22019, 12.2694, 14.5752, 14.3071, 3.77748, -2.30579, 14.3071, 0, 14.3072, 14.3072, 14.3072, 14.5525, 14.3297, 14.3071, 14.3071, 14.3071, 14.3071, 14.3071, 14.3071, 14.3071, 14.3071, 14.3071, 14.3071, 14.3071, 14.3071, 14.3071
6.22806, 6.9855, 14.6628, 14.3289, 2.99758, -7.67731, 14.3289, 0, 14.3289, 14.329, 14.329, 14.6477, 14.3439, 14.3289, 14.3289, 14.3289, 14.3289, 14.3289, 14.3289, 14.3289, 14.3289, 14.3289, 14.3289, 14.3289, 14.3289, 14.3289
6.23592, 14.9858, 14.7699, 14.3505, 4.12138, 0.21589, 14.3505, 0, 14.3505, 14.3505, 14.3505, 14.7599, 14.3603, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505, 14.3505
6.24379, 7.80847, 14.8981, 14.3717, 3.13185, -7.08967, 14.3717, 0, 14.3717, 14.3718, 14.3718, 14.8916, 14.3781, 14.3717, 14.3717, 14.3717, 14.3717, 14.3717, 14.3717, 14.3717, 14.3717, 14.3717, 14.3717, 14.3717, 14.3717, 14.3717
6.25166, 17.3468, 15.0494, 14.3927, 4.3985, 2.2974, 14.3927, 0, 14.3927, 14.3927, 14.3928, 15.0452, 14.3968, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927, 14.3927
6.25953, 11.8012, 15.2256, 14.4133, 3.715, -3.42436, 14.4133, 0, 14.4133, 14.4134, 14.4134, 15.2228, 14.4159, 14.4133, 14.4133, 14.4133, 14.4133, 14.4133, 14.4133, 14.4133, 14.4133, 14.4133, 14.4133, 14.4133, 14.4133, 14.4133
6.2674, 9.9856, 15.428, 14.4337, 3.46202, -5.4424, 14.4337, 0, 14.4337, 14.4337, 14.4338, 15.4262, 14.4353, 14.4337, 14.4337, 14.4337, 14.4337, 14.4337, 14.4337, 14.4337, 14.4337, 14.4337, 14.4337, 14.4337, 14.4337, 14.4337
6.27527, 12.1016, 15.6577, 14.4538, 3.75521, -3.5561, 14.4538, 0, 14.4538, 14.4538, 14.4538, 15.6566, 14.4548, 14.4538, 14.4538, 14.4538, 14.4538, 14.4538, 14.4538, 14.4538, 14.4538, 14.4538, 14.4538, 14.4538, 14.4538, 14.4538
6.28313, 23.1316, 15.9149, 14.4735, 5.01314, 7.21672, 14.4735, 0, 14.4735, 14.4735, 14.4736, 15.9141, 14.4741, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735, 14.4735
6.291, 15.6842, 16.1988, 14.4929, 4.20526, -0.514572, 14.4929, 0, 14.4929, 14.493, 14.493, 16.1983, 14.4933, 14.4929, 14.4929, 14.4929, 14.4929, 14.4929, 14.4929, 14.4929, 14.4929, 14.4929, 14.4929, 14.4929, 14.4929, 14.4929
6.29887, 13.3114, 16.5076, 14.512, 3.91298, -3.19618, 14.512, 0, 14.512, 14.5121, 14.5121, 16.5072, 14.5123, 14.512, 14.512, 14.512, 14.512, 14.512, 14.512, 14.512, 14.512, 14.512, 14.512, 14.512, 14.512, 14.512
6.30674, 20.4833, 16.8382, 14.5308, 4.74166, 3.64509, 14.5308, 0, 14.5308, 14.5309, 14.5309, 16.838, 14.531, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308
6.31461, 16.7063, 17.1863, 14.5493, 4.32507, -0.480005, 14.5493, 0, 14.5493, 14.5494, 14.5494, 17.186, 14.5494, 14.5493, 14.5493, 14.5493, 14.5493, 14.5493, 14.5493, 14.5493, 14.5493, 14.5493, 14.5493, 14.5493, 14.5493, 14.5493
6.32247, 11.9803, 17.546, 14.5675, 3.73902, -5.56571, 14.5675, 0, 14.5675, 14.5675, 14.5676, 17.5458, 14.5676, 14.5675, 14.5675, 14.5675, 14.5675, 14.5675, 14.5675, 14.5675, 14.5675, 14.5675, 14.5675, 14.5675, 14.5675, 14.5675
6.33034, 19.2375, 17.9106, 14.5854, 4.60842, 1.32692, 14.5854, 0, 14.5854, 14.5854, 14.5855, 17.9104, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854, 14.5854
6.33821, 12.4603, 18.2722, 14.6029, 3.80268, -5.81183, 14.6029, 0, 14.603, 14.603, 14.6031, 18.272, 14.603, 14.6029, 14.6029, 14.6029, 14.6029, 14.6029, 14.6029, 14.6029, 14.6029, 14.6029, 14.6029, 14.6029, 14.6029, 14.6029
6.34608, 23.4874, 18.622, 14.6202, 5.04851, 4.86537, 14.6202, 0, 14.6202, 14.6202, 14.6203, 18.6219, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202, 14.6202
6.35395, 15.9778, 18.9512, 14.6371, 4.24003, -2.97338, 14.6371, 0, 14.6371, 14.6372, 14.6373, 18.951, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371, 14.6371
6.36182, 20.4549, 19.2506, 14.6538, 4.73866, 1.20424, 14.6538, 0, 14.6538, 14.6538, 14.6539, 19.2504, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538, 14.6538
6.36969, 17.7379, 19.5117, 14.6701, 4.44274, -1.77376, 14.6701, 0, 14.6701, 14.6702, 14.6703, 19.5115, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701, 14.6701
6.37755, 18.5088, 19.7266, 14.6862, 4.52866, -1.21777, 14.6862, 0, 14.6862, 14.6862, 14.6863, 19.7264, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862, 14.6862
6.38542, 19.828, 19.8889, 14.7019, 4.67205, -0.0608692, 14.7019, 0, 14.7019, 14.702, 14.7021, 19.8887, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019, 14.7019
6.39329, 26.5618, 19.9937, 14.7174, 5.34433, 6.56811, 14.7174, 0, 14.7174, 14.7174, 14.7176, 19.9935, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174, 14.7174
6.40116, 33.3265, 20.0381, 14.7325, 5.94361, 13.2884, 14.7325, 0, 14.7325, 14.7326, 14.7327, 20.0379, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325, 14.7325
6.40903, 20.1012, 20.0212, 14.7474, 4.70119, 0.0799904, 14.7474, 0, 14.7474, 14.7474, 14.7476, 20.0209, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474, 14.7474
6.41689, 22.5202, 19.9441, 14.762, 4.95179, 2.57611, 14.762, 0, 14.762, 14.762, 14.7622, 19.9438, 14.762, 14.762, 14.762, 14.762, 14.762, 14.762, 14.762, 14.762, 14.762, 14.762, 14.762, 14.762, 14.762, 14.762
6.42476, 28.8593, 19.8101, 14.7762, 5.55512, 9.04921, 14.7762, 0, 14.7762, 14.7763, 14.7765, 19.8098, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762, 14.7762
6.43263, 23.9662, 19.6241, 14.7902, 5.0957, 4.34203, 14.7902, 0, 14.7902, 14.7903, 14.7905, 19.6238, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902, 14.7902
6.4405, 20.111, 19.3929, 14.804, 4.70224, 0.718107, 14.804, 0, 14.804, 14.804, 14.8043, 19.3925, 14.804, 14.804, 14.804, 14.804, 14.804, 14.804, 14.804, 14.804, 14.804, 14.804, 14.804, 14.804, 14.804, 14.804
6.44837, 25.399, 19.1242, 14.8174, 5.23441, 6.2748, 14.8174, 0, 14.8174, 14.8174, 14.8177, 19.1238, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174, 14.8174
6.45624, 21.5068, 18.8266, 14.8305, 4.84838, 2.68017, 14.8305, 0, 14.8306, 14.8306, 14.8309, 18.8261, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305, 14.8305
6.46411, 13.815, 18.509, 14.8434, 3.97681, -4.69401, 14.8434, 0, 14.8434, 14.8435, 14.8438, 18.5085, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434, 14.8434
6.47197, 25.7738, 18.1804, 14.856, 5.27009, 7.59344, 14.856, 0, 14.856, 14.8561, 14.8565, 18.1799, 14.856, 14.856, 14.856, 14.856, 14.856, 14.856, 14.856, 14.856, 14.856, 14.856, 14.856, 14.856, 14.856, 14.856
6.47984, 16.9803, 17.8491, 14.8683, 4.35664, -0.868811, 14.8683, 0, 14.8684, 14.8684, 14.8688, 17.8486, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683, 14.8683
6.48771, 20.3802, 17.5229, 14.8804, 4.73077, 2.85732, 14.8804, 0, 14.8804, 14.8804, 14.8809, 17.5223, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804, 14.8804
6.49558, 16.7936, 17.2083, 14.8922, 4.33515, -0.414732, 14.8922, 0, 14.8922, 14.8922, 14.8927, 17.2077, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922, 14.8922
6.50345, 17.9634, 16.9109, 14.9037, 4.46805, 1.05254, 14.9037, 0, 14.9037, 14.9037, 14.9042, 16.9103, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037, 14.9037
6.51131, 15.7864, 16.6349, 14.9149, 4.21739, -0.848488, 14.9149, 0, 14.9149, 14.915, 14.9155, 16.6343, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149, 14.9149
6.51918, 16.4111, 16.3831, 14.9259, 4.29081, 0.0279198, 14.9259, 0, 14.9259, 14.9259, 14.9264, 16.3826, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259, 14.9259
6.52705, 12.3624, 16.1574, 14.9366, 3.78977, -3.79507, 14.9366, 0, 14.9366, 14.9366, 14.9371, 16.1569, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366, 14.9366
6.53492, 21.3532, 15.9584, 14.947, 4.83251, 5.3948, 14.947, 0, 14.947, 14.9471, 14.9476, 15.9578, 14.947, 14.947, 14.947, 14.947, 14.947, 14.947, 14.947, 14.947, 14.947, 14.947, 14.947, 14.947, 14.947, 14.947
6.54279, 13.5176, 15.7856, 14.9572, 3.93924, -2.26804, 14.9572, 0, 14.9572, 14.9572, 14.9577, 15.7851, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572, 14.9572
6.55066, 12.4395, 15.6381, 14.9671, 3.79993, -3.19868, 14.9671, 0, 14.9671, 14.9671, 14.9676, 15.6376, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671, 14.9671
6.55853, 17.0892, 15.5142, 14.9767, 4.36911, 1.57491, 14.9767, 0, 14.9767, 14.9768, 14.9772, 15.5137, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767, 14.9767
6.56639, 11.8678, 15.4119, 14.9861, 3.72395, -3.54408, 14.9861, 0, 14.9861, 14.9861, 14.9865, 15.4114, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861
6.57426, 13.8048, 15.3287, 14.9952, 3.97553, -1.52394, 14.9952, 0, 14.9952, 14.9952, 14.9956, 15.3282, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952, 14.9952
6.58213, 16.6395, 15.2624, 15.004, 4.31734, 1.37702, 15.004, 0, 15.004, 15.004, 15.0044, 15.262, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004, 15.004
6.59, 14.6493, 15.2106, 15.0126, 4.08035, -0.561351, 15.0126, 0, 15.0126, 15.0126, 15.013, 15.2101, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126, 15.0126
6.59787, 9.48755, 15.171, 15.0209, 3.38933, -5.68343, 15.0209, 0, 15.0209, 15.0209, 15.0212, 15.1705, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209, 15.0209
6.60573, 14.8198, 15.1415, 15.0289, 4.10119, -0.321686, 15.0289, 0, 15.0289, 15.0289, 15.0293, 15.141, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289, 15.0289
6.6136, 13.3078, 15.1202, 15.0367, 3.91252, -1.81235, 15.0367, 0, 15.0367, 15.0367, 15.037, 15.1198, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367, 15.0367
6.62147, 14.4569, 15.1055, 15.0442, 4.05671, -0.648566, 15.0442, 0, 15.0442, 15.0442, 15.0445, 15.1051, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442, 15.0442
6.62934, 14.8797, 15.096, 15.0514, 4.10849, -0.21629, 15.0514, 0, 15.0514, 15.0515, 15.0517, 15.0956, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514, 15.0514
6.63721, 10.9128, 15.0905, 15.0584, 3.59344, -4.17766, 15.0584, 0, 15.0584, 15.0585, 15.0587, 15.0901, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584, 15.0584
6.64508, 16.6733, 15.088, 15.0652, 4.32126, 1.58534, 15.0652, 0, 15.0652, 15.0653, 15.0654, 15.0876, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652, 15.0652
6.65295, 15.9802, 15.0878, 15.0716, 4.2403, 0.89239, 15.0716, 0, 15.0716, 15.0717, 15.0719, 15.0874, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716, 15.0716
6.66081, 8.39529, 15.0892, 15.0779, 3.22417, -6.69391, 15.0779, 0, 15.0779, 15.078, 15.0781, 15.0889, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779, 15.0779
6.66868, 7.1347, 15.0918, 15.0838, 3.02237, -7.95707, 15.0838, 0, 15.0838, 15.084, 15.084, 15.0914, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838, 15.0838
6.67655, 12.838, 15.0951, 15.0895, 3.85201, -2.25709, 15.0895, 0, 15.0895, 15.0897, 15.0897, 15.0947, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895
6.68442, 13.416, 15.0989, 15.095, 3.92632, -1.68298, 15.095, 0, 15.095, 15.0952, 15.0952, 15.0985, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095
6.69229, 11.2992, 15.1031, 15.1002, 3.6468, -3.80388, 15.1002, 0, 15.1002, 15.1005, 15.1004, 15.1026, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002, 15.1002
6.70015, 8.66699, 15.1073, 15.1052, 3.26604, -6.44031, 15.1052, 0, 15.1052, 15.1055, 15.1053, 15.1068, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052, 15.1052
