   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_44.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.281189, 0, 2.43431e-13, 0, 1.41421, -2.43431e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7501e-15, 0, 1.86429e-17, 2.50972e-17, 0, 2.37638e-13, 0, 0
0.288818, 0, 4.83477e-13, 0, 1.41421, -4.83477e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14202e-14, 0, 3.81235e-17, 5.18243e-17, 0, 4.71967e-13, 0, 0
0.296447, 0, 9.44542e-13, 0, 1.41421, -9.44542e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23111e-14, 0, 7.68244e-17, 1.05615e-16, 0, 9.22048e-13, 0, 0
0.304076, 0, 1.81252e-12, 0, 1.41421, -1.81252e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2814e-14, 0, 1.52062e-16, 2.11498e-16, 0, 1.76934e-12, 0, 0
0.311705, 0, 3.42115e-12, 0, 1.41421, -3.42115e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08134e-14, 0, 2.96365e-16, 4.17424e-16, 0, 3.33962e-12, 0, 0
0.319334, 0, 6.35432e-12, 0, 1.41421, -6.35432e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50105e-13, 0, 5.69065e-16, 8.12384e-16, 0, 6.20284e-12, 0, 0
0.326963, 0, 1.16183e-11, 0, 1.41421, -1.16183e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74466e-13, 0, 1.07716e-15, 1.55981e-15, 0, 1.13412e-11, 0, 0
0.334592, 0, 2.09257e-11, 0, 1.41421, -2.09257e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94386e-13, 0, 2.01348e-15, 2.96004e-15, 0, 2.04263e-11, 0, 0
0.342221, 0, 3.7117e-11, 0, 1.41421, -3.7117e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.7702e-13, 0, 3.71093e-15, 5.53992e-15, 0, 3.62307e-11, 0, 0
0.349849, 0, 6.48801e-11, 8.40779e-45, 1.41421, -6.48801e-11, 0, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 8.40779e-45, 1.53328e-12, 8.40779e-45, 6.7558e-15, 1.02443e-14, 8.40779e-45, 6.33298e-11, 8.40779e-45, 8.40779e-45
0.357478, 0, 1.11801e-10, 1.69557e-43, 1.41421, -1.11801e-10, 0, 1.69557e-43, 1.69557e-43, 1.69557e-43, 1.69557e-43, 1.69557e-43, 1.69557e-43, 1.69557e-43, 1.69557e-43, 1.69557e-43, 1.69557e-43, 2.64274e-12, 1.69557e-43, 1.21582e-14, 1.87267e-14, 1.69557e-43, 1.09127e-10, 1.69557e-43, 1.69557e-43
0.365107, 0, 1.89982e-10, 2.74374e-42, 1.41421, -1.89982e-10, 0, 2.74374e-42, 2.74374e-42, 2.74374e-42, 2.74374e-42, 2.74374e-42, 2.74374e-42, 2.74374e-42, 2.74374e-42, 2.74374e-42, 2.74374e-42, 4.49221e-12, 2.74374e-42, 2.16489e-14, 3.38586e-14, 2.74374e-42, 1.85434e-10, 2.74374e-42, 2.74374e-42
0.372736, 0, 3.18491e-10, 1.82323e-40, 1.41421, -3.18491e-10, 0, 1.82323e-40, 1.82323e-40, 1.82323e-40, 1.82323e-40, 1.82323e-40, 1.82323e-40, 1.82323e-40, 1.82323e-40, 1.82323e-40, 1.82323e-40, 7.53416e-12, 1.82323e-40, 3.82163e-14, 6.0643e-14, 1.82323e-40, 3.10858e-10, 1.82323e-40, 1.82323e-40
0.380365, 0, 5.268e-10, 2.21877e-39, 1.41421, -5.268e-10, 0, 2.21877e-39, 2.21877e-39, 2.21877e-39, 2.21877e-39, 2.21877e-39, 2.21877e-39, 2.21877e-39, 2.21877e-39, 2.21877e-39, 2.21877e-39, 1.24689e-11, 2.21877e-39, 6.68112e-14, 1.07454e-13, 2.21877e-39, 5.14157e-10, 2.21877e-39, 2.21877e-39
0.387994, 0, 8.60075e-10, 2.44636e-38, 1.41421, -8.60075e-10, 0, 2.44636e-38, 2.44636e-38, 2.44636e-38, 2.44636e-38, 2.44636e-38, 2.44636e-38, 2.44636e-38, 2.44636e-38, 2.44636e-38, 2.44636e-38, 2.03721e-11, 2.44636e-38, 1.15911e-13, 1.88655e-13, 2.44636e-38, 8.39398e-10, 2.44636e-38, 2.44636e-38
0.395623, 0, 1.38643e-09, 2.45597e-37, 1.41421, -1.38643e-09, 0, 2.45597e-37, 2.45597e-37, 2.45597e-37, 2.45597e-37, 2.45597e-37, 2.45597e-37, 2.45597e-37, 2.45597e-37, 2.45597e-37, 2.45597e-37, 3.28705e-11, 2.45597e-37, 1.99776e-13, 3.28397e-13, 2.45597e-37, 1.35303e-09, 2.45597e-37, 2.45597e-37
0.403252, 0, 2.20728e-09, 2.25597e-36, 1.41421, -2.20728e-09, 0, 2.25597e-36, 2.25597e-36, 2.25597e-36, 2.25597e-36, 2.25597e-36, 2.25597e-36, 2.25597e-36, 2.25597e-36, 2.25597e-36, 2.25597e-36, 5.23946e-11, 2.25597e-36, 3.42441e-13, 5.67154e-13, 2.25597e-36, 2.15398e-09, 2.25597e-36, 2.25597e-36
0.41088, 0, 3.47171e-09, 1.90471e-35, 1.41421, -3.47171e-09, 0, 1.90471e-35, 1.90471e-35, 1.90471e-35, 1.90471e-35, 1.90471e-35, 1.90471e-35, 1.90471e-35, 1.90471e-35, 1.90471e-35, 1.90471e-35, 8.25326e-11, 1.90471e-35, 5.84386e-13, 9.72452e-13, 1.90471e-35, 3.38762e-09, 1.90471e-35, 1.90471e-35
0.418509, 0, 5.39619e-09, 3.91018e-34, 1.41421, -5.39619e-09, 0, 3.91018e-34, 3.91018e-34, 3.91018e-34, 3.91018e-34, 3.91018e-34, 3.91018e-34, 3.91018e-34, 3.91018e-34, 3.91018e-34, 3.91018e-34, 1.28526e-10, 3.91018e-34, 9.94842e-13, 1.65778e-12, 3.91018e-34, 5.26501e-09, 3.91018e-34, 3.91018e-34
0.426138, 0, 8.29063e-09, 2.87215e-33, 1.41421, -8.29063e-09, 0, 2.87215e-33, 2.87215e-33, 2.87215e-33, 2.87215e-33, 2.87215e-33, 2.87215e-33, 2.87215e-33, 2.87215e-33, 2.87215e-33, 2.87215e-33, 1.97923e-10, 2.87215e-33, 1.6873e-12, 2.80713e-12, 2.87215e-33, 8.08821e-09, 2.87215e-33, 2.87215e-33
0.433767, 0, 1.25944e-08, 1.99545e-32, 1.41421, -1.25944e-08, 0, 1.99545e-32, 1.99545e-32, 1.99545e-32, 1.99545e-32, 1.99545e-32, 1.99545e-32, 1.99545e-32, 1.99545e-32, 1.99545e-32, 1.99545e-32, 3.01518e-10, 1.99545e-32, 2.85565e-12, 4.72767e-12, 1.99545e-32, 1.22853e-08, 1.99545e-32, 1.99545e-32
0.441396, 0, 1.89225e-08, 1.29891e-31, 1.41421, -1.89225e-08, 0, 1.29891e-31, 1.29891e-31, 1.29891e-31, 1.29891e-31, 1.29891e-31, 1.29891e-31, 1.29891e-31, 1.29891e-31, 1.29891e-31, 1.29891e-31, 4.54565e-10, 1.29891e-31, 4.82434e-12, 7.92283e-12, 1.29891e-31, 1.84552e-08, 1.29891e-31, 1.29891e-31
0.449025, 0, 2.8126e-08, 7.91462e-31, 1.41421, -2.8126e-08, 0, 7.91462e-31, 7.91462e-31, 7.91462e-31, 7.91462e-31, 7.91462e-31, 7.91462e-31, 7.91462e-31, 7.91462e-31, 7.91462e-31, 7.91462e-31, 6.78425e-10, 7.91462e-31, 8.13637e-12, 1.32162e-11, 7.91462e-31, 2.74262e-08, 7.91462e-31, 7.91462e-31
0.456654, 0, 4.13704e-08, 8.9295e-30, 1.41421, -4.13704e-08, 0, 8.9295e-30, 8.9295e-30, 8.9295e-30, 8.9295e-30, 8.9295e-30, 8.9295e-30, 8.9295e-30, 8.9295e-30, 8.9295e-30, 8.9295e-30, 1.00275e-09, 8.9295e-30, 1.3705e-11, 2.19568e-11, 8.9295e-30, 4.0332e-08, 8.9295e-30, 8.9295e-30
0.464283, 0, 6.02323e-08, 4.58218e-29, 1.41421, -6.02323e-08, 0, 4.58218e-29, 4.58218e-29, 4.58218e-29, 4.58218e-29, 4.58218e-29, 4.58218e-29, 4.58218e-29, 4.58218e-29, 4.58218e-29, 4.58218e-29, 1.46827e-09, 4.58218e-29, 2.30175e-11, 3.63024e-11, 4.58218e-29, 5.87047e-08, 4.58218e-29, 4.58218e-29
0.471911, 0, 8.6826e-08, 2.2232e-28, 1.41421, -8.6826e-08, 0, 2.2232e-28, 2.2232e-28, 2.2232e-28, 2.2232e-28, 2.2232e-28, 2.2232e-28, 2.2232e-28, 2.2232e-28, 2.2232e-28, 2.2232e-28, 2.13062e-09, 2.2232e-28, 3.85477e-11, 5.97485e-11, 2.2232e-28, 8.45971e-08, 2.2232e-28, 2.2232e-28
0.47954, 0, 1.23955e-07, 1.02257e-27, 1.41421, -1.23955e-07, 0, 1.02257e-27, 1.02257e-27, 1.02257e-27, 1.02257e-27, 1.02257e-27, 1.02257e-27, 1.02257e-27, 1.02257e-27, 1.02257e-27, 1.02257e-27, 3.06507e-09, 1.02257e-27, 6.43269e-11, 9.78638e-11, 1.02257e-27, 1.20728e-07, 1.02257e-27, 1.02257e-27
0.487169, 0, 1.75302e-07, 4.47035e-27, 1.41421, -1.75302e-07, 0, 4.47035e-27, 4.47035e-27, 4.47035e-27, 4.47035e-27, 4.47035e-27, 4.47035e-27, 4.47035e-27, 4.47035e-27, 4.47035e-27, 4.47035e-27, 4.37275e-09, 4.47035e-27, 1.06881e-10, 1.59456e-10, 4.47035e-27, 1.70663e-07, 4.47035e-27, 4.47035e-27
0.494798, 0, 2.45656e-07, 1.86191e-26, 1.41421, -2.45656e-07, 0, 1.86191e-26, 1.86191e-26, 1.86191e-26, 1.86191e-26, 1.86191e-26, 1.86191e-26, 1.86191e-26, 3.76446e-13, 1.86191e-26, 1.86191e-26, 6.18847e-09, 1.86191e-26, 1.76674e-10, 2.58322e-10, 1.86191e-26, 2.39032e-07, 1.86191e-26, 1.86191e-26
0.502427, 0, 3.41191e-07, 1.09494e-25, 1.41421, -3.41191e-07, 0, 1.09494e-25, 1.09494e-25, 1.09494e-25, 1.09494e-25, 1.09494e-25, 1.09494e-25, 1.09494e-25, 1.62444e-12, 1.09494e-25, 1.09494e-25, 8.69078e-09, 1.09494e-25, 2.90375e-10, 4.1588e-10, 1.09494e-25, 3.31793e-07, 1.09494e-25, 1.09494e-25
0.510056, 0, 4.71064e-07, 4.09512e-25, 1.41421, -4.71064e-07, 0, 4.65975e-14, 1.36718e-13, 2.21576e-14, 3.47416e-14, 2.00368e-13, 1.56606e-12, 3.95612e-13, 1.49513e-11, 9.41043e-12, 1.21316e-09, 1.21143e-08, 7.13811e-14, 4.73963e-10, 6.64828e-10, 1.25014e-15, 4.56561e-07, 4.09512e-25, 9.68154e-12
0.517685, 0, 6.46736e-07, 4.19318e-10, 1.41421, -6.46736e-07, 4.19318e-10, 4.19497e-10, 4.19843e-10, 4.19403e-10, 4.19452e-10, 4.20087e-10, 4.25323e-10, 4.20835e-10, 4.71014e-10, 4.55399e-10, 5.07075e-09, 1.71845e-08, 4.19592e-10, 1.18732e-09, 1.47409e-09, 4.19323e-10, 6.23362e-07, 4.19318e-10, 4.56439e-10
0.525314, 0, 8.84642e-07, 1.59417e-09, 1.41421, -8.84642e-07, 1.59417e-09, 1.59469e-09, 1.59571e-09, 1.59442e-09, 1.59456e-09, 1.59643e-09, 1.61187e-09, 1.59864e-09, 1.7409e-09, 1.70055e-09, 1.53083e-08, 2.46342e-08, 1.59497e-09, 2.82883e-09, 3.25397e-09, 1.59418e-09, 8.44603e-07, 1.59417e-09, 1.70361e-09
0.532943, 0, 1.21004e-06, 4.65826e-09, 1.41421, -1.21004e-06, 4.65826e-09, 4.65966e-09, 4.66236e-09, 4.65892e-09, 4.6593e-09, 4.66427e-09, 4.70528e-09, 4.67013e-09, 5.03958e-09, 4.94082e-09, 4.10851e-08, 3.6107e-08, 4.6604e-09, 6.62654e-09, 7.24738e-09, 4.65829e-09, 1.13658e-06, 4.65826e-09, 4.94896e-09
0.540571, 0, 1.66406e-06, 1.22672e-08, 1.41421, -1.66406e-06, 1.22672e-08, 1.22707e-08, 1.22775e-08, 1.22689e-08, 1.22698e-08, 1.22823e-08, 1.23847e-08, 1.22969e-08, 1.32051e-08, 1.29733e-08, 1.0329e-07, 5.49092e-08, 1.22726e-08, 1.53775e-08, 1.6269e-08, 1.22673e-08, 1.52073e-06, 1.22672e-08, 1.29936e-08
0.5482, 0, 2.32014e-06, 3.07115e-08, 1.41421, -2.32014e-06, 3.07115e-08, 3.07199e-08, 3.07361e-08, 3.07155e-08, 3.07178e-08, 3.07476e-08, 3.09935e-08, 3.07828e-08, 3.30865e-08, 3.24062e-08, 2.49178e-07, 8.81562e-08, 3.07244e-08, 3.55824e-08, 3.68411e-08, 3.07117e-08, 2.02696e-06, 3.07115e-08, 3.2455e-08
0.555829, 0, 3.30637e-06, 7.23929e-08, 1.41421, -3.30637e-06, 7.23929e-08, 7.24121e-08, 7.24494e-08, 7.2402e-08, 7.24072e-08, 7.24756e-08, 7.30396e-08, 7.25563e-08, 7.80146e-08, 7.6279e-08, 5.73378e-07, 1.49286e-07, 7.24224e-08, 7.99496e-08, 8.16856e-08, 7.23934e-08, 2.69711e-06, 7.23929e-08, 7.6391e-08
0.563458, 0, 4.87029e-06, 1.64749e-07, 1.41421, -4.87029e-06, 1.64749e-07, 1.64792e-07, 1.64874e-07, 1.64769e-07, 1.64781e-07, 1.64932e-07, 1.66183e-07, 1.65111e-07, 1.80032e-07, 1.73366e-07, 1.2756e-06, 2.67031e-07, 1.64814e-07, 1.76362e-07, 1.78695e-07, 1.6475e-07, 3.59656e-06, 1.64749e-07, 1.73614e-07
0.571087, 0, 7.46815e-06, 3.62667e-07, 1.41421, -7.46815e-06, 3.62667e-07, 3.62759e-07, 3.62936e-07, 3.62711e-07, 3.62735e-07, 3.63061e-07, 3.65746e-07, 3.63445e-07, 4.00074e-07, 3.81166e-07, 2.74747e-06, 4.97886e-07, 3.62807e-07, 3.80349e-07, 3.83386e-07, 3.6267e-07, 4.82993e-06, 3.62667e-07, 3.81699e-07
0.578716, 0, 1.19432e-05, 7.73233e-07, 1.41421, -1.19432e-05, 7.73233e-07, 7.73423e-07, 7.73792e-07, 7.73323e-07, 7.73375e-07, 7.74052e-07, 7.79638e-07, 7.74851e-07, 8.59754e-07, 8.11723e-07, 5.73526e-06, 9.50921e-07, 7.73525e-07, 7.999e-07, 8.03703e-07, 7.73238e-07, 6.57165e-06, 7.73233e-07, 8.12832e-07
0.586345, 0, 1.98209e-05, 1.59837e-06, 1.41421, -1.98209e-05, 1.59837e-06, 1.59876e-06, 1.5995e-06, 1.59856e-06, 1.59866e-06, 1.60003e-06, 1.6113e-06, 1.60164e-06, 1.79093e-06, 1.67607e-06, 1.1614e-05, 1.83051e-06, 1.59896e-06, 1.63822e-06, 1.64274e-06, 1.59838e-06, 9.11832e-06, 1.59837e-06, 1.6783e-06
0.593974, 0, 3.37903e-05, 3.20655e-06, 1.41421, -3.37903e-05, 3.20655e-06, 3.2073e-06, 3.20876e-06, 3.20691e-06, 3.20711e-06, 3.20979e-06, 3.23189e-06, 3.21295e-06, 3.61863e-06, 3.35881e-06, 2.2835e-05, 3.50809e-06, 3.20771e-06, 3.26554e-06, 3.27053e-06, 3.20657e-06, 1.29762e-05, 3.20655e-06, 3.36319e-06
0.601602, 0, 5.84697e-05, 6.2467e-06, 1.41421, -5.84697e-05, 6.2467e-06, 6.24814e-06, 6.25091e-06, 6.24738e-06, 6.24777e-06, 6.25287e-06, 6.29495e-06, 6.25889e-06, 7.10939e-06, 6.53661e-06, 4.36213e-05, 6.6363e-06, 6.2489e-06, 6.33326e-06, 6.33811e-06, 6.24674e-06, 1.90004e-05, 6.2467e-06, 6.54497e-06
0.609231, 0, 0.000101566, 1.1828e-05, 1.41421, -0.000101566, 1.1828e-05, 1.18307e-05, 1.18358e-05, 1.18293e-05, 1.183e-05, 1.18395e-05, 1.19174e-05, 1.18506e-05, 1.35949e-05, 1.23648e-05, 8.10286e-05, 1.23288e-05, 1.18321e-05, 1.1954e-05, 1.19575e-05, 1.18281e-05, 2.86126e-05, 1.1828e-05, 1.23803e-05
0.61686, 0, 0.000175569, 2.17845e-05, 1.41421, -0.000175569, 2.17845e-05, 2.17893e-05, 2.17985e-05, 2.17868e-05, 2.1788e-05, 2.18051e-05, 2.19454e-05, 2.18251e-05, 2.53243e-05, 2.27516e-05, 0.000146467, 2.24252e-05, 2.17918e-05, 2.19662e-05, 2.19665e-05, 2.17846e-05, 4.41264e-05, 2.17845e-05, 2.27795e-05
0.624489, 0, 0.00030012, 3.90534e-05, 1.41421, -0.00030012, 3.90534e-05, 3.90618e-05, 3.90781e-05, 3.90574e-05, 3.90597e-05, 3.90896e-05, 3.93358e-05, 3.91248e-05, 4.59907e-05, 4.07503e-05, 0.000257812, 3.98695e-05, 3.90663e-05, 3.93137e-05, 3.93075e-05, 3.90537e-05, 6.92045e-05, 3.90534e-05, 4.07992e-05
0.632118, 0, 0.000505225, 6.81956e-05, 1.41421, -0.000505225, 6.81956e-05, 6.82099e-05, 6.82377e-05, 6.82024e-05, 6.82063e-05, 6.82573e-05, 6.86784e-05, 6.83175e-05, 8.14927e-05, 7.10968e-05, 0.000442217, 6.9231e-05, 6.82176e-05, 6.85657e-05, 6.8548e-05, 6.81959e-05, 0.000109499, 6.81956e-05, 7.11804e-05
0.639747, 0, 0.000835392, 0.000116072, 1.41421, -0.000835392, 0.000116072, 0.000116096, 0.000116143, 0.000116084, 0.00011609, 0.000116175, 0.000116877, 0.000116276, 0.000140997, 0.000120909, 0.000739648, 0.000117381, 0.000116109, 0.000116595, 0.000116559, 0.000116073, 0.000173487, 0.000116072, 0.000121049
0.647376, 0, 0.00135474, 0.000192694, 1.41421, -0.00135474, 0.000192694, 0.000192733, 0.000192808, 0.000192712, 0.000192723, 0.000192861, 0.000194003, 0.000193025, 0.00023838, 0.000200563, 0.00120715, 0.000194344, 0.000192754, 0.000193428, 0.000193362, 0.000192695, 0.000273512, 0.000192694, 0.00020079
0.655005, 0, 0.002153, 0.000312214, 1.41421, -0.002153, 0.000312214, 0.000312276, 0.000312395, 0.000312243, 0.00031226, 0.00031248, 0.000314294, 0.000312739, 0.000394093, 0.000324713, 0.00192363, 0.000314287, 0.000312309, 0.000313239, 0.000313129, 0.000312215, 0.000427044, 0.000312214, 0.000325074
0.662633, 0, 0.00335218, 0.000494042, 1.41421, -0.00335218, 0.000494042, 0.000494138, 0.000494323, 0.000494087, 0.000494113, 0.000494455, 0.00049727, 0.000494857, 0.000637524, 0.000513441, 0.00299492, 0.00049664, 0.000494189, 0.000495467, 0.00049529, 0.000494044, 0.000658088, 0.000494042, 0.000514
0.670262, 0, 0.00511339, 0.000763957, 1.41421, -0.00511339, 0.000763957, 0.000764102, 0.000764384, 0.000764026, 0.000764065, 0.000764583, 0.000768855, 0.000765194, 0.0010098, 0.000793391, 0.00455847, 0.000767203, 0.00076418, 0.000765928, 0.000765655, 0.00076396, 0.000998651, 0.000763957, 0.00079424
0.677891, 0, 0.0076434, 0.00115515, 1.41421, -0.0076434, 0.00115515, 0.00115537, 0.00115578, 0.00115525, 0.00115531, 0.00115608, 0.00116242, 0.00115699, 0.00156705, 0.00119884, 0.00678727, 0.0011592, 0.00115548, 0.00115786, 0.00115745, 0.00115516, 0.00149019, 0.00115515, 0.0012001
0.68552, 0, 0.0111998, 0.00170897, 1.41421, -0.0111998, 0.00170897, 0.00170928, 0.00170989, 0.00170911, 0.0017092, 0.00171032, 0.00171953, 0.00171163, 0.00238387, 0.00177244, 0.00989173, 0.00171399, 0.00170945, 0.00171269, 0.00171207, 0.00170897, 0.00218478, 0.00170897, 0.00177427
