   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_29.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.105334, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.113204, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.121073, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.128943, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.136813, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.144683, 0, 6.86496e-30, 0, 1.41421, -6.86496e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06141e-32, 0, 0, 9.01704e-35, 0, 6.85425e-30, 0, 0, 0
0.152553, 0, 7.98297e-29, 0, 1.41421, -7.98297e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23427e-31, 0, 0, 1.04855e-33, 0, 7.97052e-29, 0, 0, 0
0.160423, 0, 5.83172e-28, 0, 1.41421, -5.83172e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.01657e-31, 0, 0, 7.6599e-33, 0, 5.82263e-28, 0, 0, 0
0.168293, 0, 3.4045e-27, 0, 1.41421, -3.4045e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26378e-30, 0, 0, 4.47655e-32, 0, 3.39919e-27, 0, 0, 0
0.176163, 0, 1.7296e-26, 0, 1.41421, -1.7296e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67418e-29, 0, 0, 2.2801e-31, 0, 1.72691e-26, 0, 0, 0
0.184033, 0, 7.96566e-26, 0, 1.41421, -7.96566e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23159e-28, 0, 0, 1.05394e-30, 0, 7.95324e-26, 0, 0, 0
0.191903, 0, 3.40293e-25, 0, 1.41421, -3.40293e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26135e-28, 0, 0, 4.52202e-30, 0, 3.39762e-25, 0, 0, 0
0.199773, 0, 1.3679e-24, 0, 1.41421, -1.3679e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11495e-27, 0, 0, 1.82652e-29, 0, 1.36577e-24, 0, 0, 0
0.207643, 0, 5.22412e-24, 0, 1.41421, -5.22412e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07714e-27, 0, 0, 7.01164e-29, 0, 5.21597e-24, 0, 0, 0
0.215513, 0, 1.90851e-23, 0, 1.41421, -1.90851e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95079e-26, 0, 0, 2.57553e-28, 0, 1.90553e-23, 0, 0, 0
0.223383, 0, 6.70366e-23, 0, 1.41421, -6.70366e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03647e-25, 0, 0, 9.09854e-28, 0, 6.69321e-23, 0, 0, 0
0.231253, 0, 2.27287e-22, 0, 1.41421, -2.27287e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51413e-25, 0, 0, 3.1034e-27, 0, 2.26932e-22, 0, 0, 0
0.239123, 0, 7.4615e-22, 0, 1.41421, -7.4615e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15364e-24, 0, 0, 1.02521e-26, 0, 7.44986e-22, 0, 0, 0
0.246993, 0, 2.38101e-21, 0, 1.41421, -2.38101e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68134e-24, 0, 0, 3.29423e-26, 0, 2.3773e-21, 0, 0, 0
0.254863, 0, 7.38828e-21, 0, 1.41421, -7.38828e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14232e-23, 0, 0, 1.02954e-25, 0, 7.37675e-21, 0, 0, 0
0.262733, 0, 2.23343e-20, 0, 1.41421, -2.23343e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45316e-23, 0, 0, 3.13542e-25, 0, 2.22995e-20, 0, 0, 0
0.270603, 0, 6.58738e-20, 0, 1.41421, -6.58738e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01849e-22, 0, 0, 9.31919e-25, 0, 6.5771e-20, 0, 0, 0
0.278473, 0, 1.89807e-19, 0, 1.41421, -1.89807e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93465e-22, 0, 0, 2.70675e-24, 0, 1.89511e-19, 0, 0, 0
0.286342, 0, 5.34859e-19, 0, 1.41421, -5.34859e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.26958e-22, 0, 0, 7.69093e-24, 0, 5.34025e-19, 0, 0, 0
0.294212, 0, 1.47535e-18, 0, 1.41421, -1.47535e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28106e-21, 0, 0, 2.13983e-23, 0, 1.47304e-18, 0, 0, 0
0.302082, 0, 3.98675e-18, 0, 1.41421, -3.98675e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.16397e-21, 0, 0, 5.83446e-23, 0, 3.98053e-18, 0, 0, 0
0.309952, 0, 1.05612e-17, 0, 1.41421, -1.05612e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63288e-20, 0, 0, 1.5601e-22, 0, 1.05447e-17, 0, 0, 0
0.317822, 0, 2.74438e-17, 0, 1.41421, -2.74438e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24307e-20, 0, 0, 4.09365e-22, 0, 2.7401e-17, 0, 0, 0
0.325692, 0, 6.9992e-17, 0, 1.41421, -6.9992e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08213e-19, 0, 0, 1.05469e-21, 0, 6.98828e-17, 0, 0, 0
0.333562, 0, 1.75281e-16, 0, 1.41421, -1.75281e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70993e-19, 0, 0, 2.66946e-21, 0, 1.75008e-16, 0, 0, 0
0.341432, 0, 4.31215e-16, 0, 1.41421, -4.31215e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66665e-19, 0, 0, 6.64055e-21, 0, 4.30542e-16, 0, 0, 0
0.349302, 0, 1.04255e-15, 0, 1.41421, -1.04255e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61175e-18, 0, 0, 1.62427e-20, 0, 1.04092e-15, 0, 0, 0
0.357172, 0, 2.47798e-15, 0, 1.41421, -2.47798e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83075e-18, 0, 0, 3.90799e-20, 0, 2.47411e-15, 0, 0, 0
0.365042, 0, 5.79203e-15, 0, 1.41421, -5.79203e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.95362e-18, 0, 0, 9.25225e-20, 0, 5.78299e-15, 0, 0, 0
0.372912, 0, 1.33174e-14, 0, 1.41421, -1.33174e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05856e-17, 0, 0, 2.15634e-19, 0, 1.32966e-14, 0, 0, 0
0.380782, 0, 3.01281e-14, 0, 1.41421, -3.01281e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.65684e-17, 0, 0, 4.94891e-19, 0, 3.0081e-14, 0, 0, 0
0.388652, 0, 6.70784e-14, 0, 1.41421, -6.70784e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03675e-16, 0, 0, 1.11885e-18, 0, 6.69736e-14, 0, 0, 0
0.396522, 0, 1.47006e-13, 0, 1.41421, -1.47006e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27193e-16, 0, 0, 2.49265e-18, 0, 1.46776e-13, 0, 0, 0
0.404392, 0, 3.1718e-13, 6.5861e-44, 1.41421, -3.1718e-13, 0, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 4.90153e-16, 6.5861e-44, 6.5861e-44, 5.47458e-18, 6.5861e-44, 3.16684e-13, 6.5861e-44, 6.5861e-44, 6.5861e-44
0.412262, 0, 6.73842e-13, 1.21633e-42, 1.41421, -6.73842e-13, 0, 1.21633e-42, 1.21633e-42, 1.21633e-42, 1.21633e-42, 1.21633e-42, 1.21633e-42, 1.21633e-42, 1.21633e-42, 1.21633e-42, 1.21633e-42, 1.04124e-15, 1.21633e-42, 1.21633e-42, 1.18585e-17, 1.21633e-42, 6.72789e-13, 1.21633e-42, 1.21633e-42, 1.21633e-42
0.420132, 0, 1.40978e-12, 1.81146e-41, 1.41421, -1.40978e-12, 0, 1.81146e-41, 1.81146e-41, 1.81146e-41, 1.81146e-41, 1.81146e-41, 1.81146e-41, 1.81146e-41, 1.81146e-41, 1.81146e-41, 1.81146e-41, 2.17825e-15, 1.81146e-41, 1.81146e-41, 2.5347e-17, 1.81146e-41, 1.40758e-12, 1.81146e-41, 1.81146e-41, 1.81146e-41
0.428002, 0, 2.90494e-12, 2.36758e-40, 1.41421, -2.90494e-12, 0, 2.36758e-40, 2.36758e-40, 2.36758e-40, 2.36758e-40, 2.36758e-40, 2.36758e-40, 2.36758e-40, 2.36758e-40, 2.36758e-40, 2.36758e-40, 4.48812e-15, 2.36758e-40, 2.36758e-40, 5.34939e-17, 2.36758e-40, 2.90039e-12, 2.36758e-40, 2.36758e-40, 2.36758e-40
0.435871, 0, 5.89608e-12, 2.7715e-39, 1.41421, -5.89608e-12, 0, 2.7715e-39, 2.7715e-39, 2.7715e-39, 2.7715e-39, 2.7715e-39, 2.7715e-39, 2.7715e-39, 2.7715e-39, 2.7715e-39, 2.7715e-39, 9.10901e-15, 2.7715e-39, 2.7715e-39, 1.11553e-16, 2.7715e-39, 5.88686e-12, 2.7715e-39, 2.7715e-39, 2.7715e-39
0.443741, 0, 1.1789e-11, 2.93043e-38, 1.41421, -1.1789e-11, 0, 2.93043e-38, 2.93043e-38, 2.93043e-38, 2.93043e-38, 2.93043e-38, 2.93043e-38, 2.93043e-38, 2.93043e-38, 2.93043e-38, 2.93043e-38, 1.82129e-14, 2.93043e-38, 2.93043e-38, 2.3006e-16, 2.93043e-38, 1.17705e-11, 2.93043e-38, 2.93043e-38, 2.93043e-38
0.451611, 0, 2.32228e-11, 2.81506e-37, 1.41421, -2.32228e-11, 0, 2.81506e-37, 2.81506e-37, 2.81506e-37, 2.81506e-37, 2.81506e-37, 2.81506e-37, 2.81506e-37, 2.81506e-37, 2.81506e-37, 2.81506e-37, 3.58784e-14, 2.81506e-37, 2.81506e-37, 4.69701e-16, 2.81506e-37, 2.31865e-11, 2.81506e-37, 2.81506e-37, 2.81506e-37
0.459481, 0, 4.50737e-11, 2.47025e-36, 1.41421, -4.50737e-11, 0, 2.47025e-36, 2.47025e-36, 2.47025e-36, 2.47025e-36, 2.47025e-36, 2.47025e-36, 2.47025e-36, 2.47025e-36, 2.47025e-36, 2.47025e-36, 6.96449e-14, 2.47025e-36, 2.47025e-36, 9.50486e-16, 2.47025e-36, 4.50031e-11, 2.47025e-36, 2.47025e-36, 2.47025e-36
0.467351, 0, 8.62231e-11, 4.42976e-35, 1.41421, -8.62231e-11, 0, 4.42976e-35, 4.42976e-35, 4.42976e-35, 4.42976e-35, 4.42976e-35, 4.42976e-35, 4.42976e-35, 4.42976e-35, 4.42976e-35, 4.42976e-35, 1.33259e-13, 4.42976e-35, 4.42976e-35, 1.91327e-15, 4.42976e-35, 8.60879e-11, 4.42976e-35, 4.42976e-35, 4.42976e-35
0.475221, 0, 1.62504e-10, 3.12697e-34, 1.41421, -1.62504e-10, 0, 3.12697e-34, 3.12697e-34, 3.12697e-34, 3.12697e-34, 3.12697e-34, 3.12697e-34, 3.12697e-34, 3.12697e-34, 3.12697e-34, 3.12697e-34, 2.51242e-13, 3.12697e-34, 3.12697e-34, 3.81913e-15, 3.12697e-34, 1.62249e-10, 3.12697e-34, 3.12697e-34, 3.12697e-34
0.483091, 0, 3.01851e-10, 2.15362e-33, 1.41421, -3.01851e-10, 0, 2.15362e-33, 2.15362e-33, 2.15362e-33, 2.15362e-33, 2.15362e-33, 2.15362e-33, 2.15362e-33, 2.15362e-33, 2.15362e-33, 2.15362e-33, 4.66939e-13, 2.15362e-33, 2.15362e-33, 7.58816e-15, 2.15362e-33, 3.01376e-10, 2.15362e-33, 2.15362e-33, 2.15362e-33
0.490961, 0, 5.52652e-10, 1.40922e-32, 1.41421, -5.52652e-10, 0, 1.40922e-32, 1.40922e-32, 1.40922e-32, 1.40922e-32, 1.40922e-32, 1.40922e-32, 1.40922e-32, 1.40922e-32, 1.40922e-32, 1.40922e-32, 8.55593e-13, 1.40922e-32, 1.40922e-32, 1.5029e-14, 1.40922e-32, 5.51781e-10, 1.40922e-32, 1.40922e-32, 1.40922e-32
0.498831, 0, 9.97419e-10, 8.67784e-32, 1.41421, -9.97419e-10, 0, 8.67784e-32, 8.67784e-32, 8.67784e-32, 8.67784e-32, 8.67784e-32, 8.67784e-32, 8.67784e-32, 8.67784e-32, 8.67784e-32, 8.67784e-32, 1.5459e-12, 8.67784e-32, 8.67784e-32, 2.97091e-14, 8.67784e-32, 9.95844e-10, 8.67784e-32, 8.67784e-32, 8.67784e-32
0.506701, 0, 1.77469e-09, 5.02034e-31, 1.41421, -1.77469e-09, 0, 5.02034e-31, 5.02034e-31, 5.02034e-31, 5.02034e-31, 5.02034e-31, 5.02034e-31, 5.02034e-31, 5.02034e-31, 5.02034e-31, 5.02034e-31, 2.7548e-12, 5.02034e-31, 5.02034e-31, 5.86746e-14, 5.02034e-31, 1.77187e-09, 5.02034e-31, 5.02034e-31, 5.02034e-31
0.514571, 0, 3.11334e-09, 2.73219e-30, 1.41421, -3.11334e-09, 0, 2.73219e-30, 2.73219e-30, 2.73219e-30, 2.73219e-30, 2.73219e-30, 2.73219e-30, 2.73219e-30, 2.73219e-30, 2.73219e-30, 2.73219e-30, 4.84264e-12, 2.73219e-30, 2.73219e-30, 1.15835e-13, 2.73219e-30, 3.10838e-09, 2.73219e-30, 2.73219e-30, 2.73219e-30
0.522441, 0, 5.38569e-09, 1.4023e-29, 1.41421, -5.38569e-09, 0, 1.4023e-29, 1.4023e-29, 1.4023e-29, 1.4023e-29, 1.4023e-29, 1.4023e-29, 1.4023e-29, 1.4023e-29, 1.4023e-29, 1.4023e-29, 8.39962e-12, 1.4023e-29, 1.4023e-29, 2.28592e-13, 1.4023e-29, 5.37706e-09, 1.4023e-29, 1.4023e-29, 1.4023e-29
0.530311, 0, 9.18809e-09, 6.80824e-29, 1.41421, -9.18809e-09, 0, 6.80824e-29, 6.80824e-29, 6.80824e-29, 6.80824e-29, 6.80824e-29, 6.80824e-29, 6.80824e-29, 6.80824e-29, 6.80824e-29, 6.80824e-29, 1.43793e-11, 6.80824e-29, 6.80824e-29, 4.50708e-13, 6.80824e-29, 9.17326e-09, 6.80824e-29, 6.80824e-29, 6.80824e-29
0.538181, 0, 1.54609e-08, 3.13614e-28, 1.41421, -1.54609e-08, 0, 3.13614e-28, 3.13614e-28, 3.13614e-28, 3.13614e-28, 3.13614e-28, 3.13614e-28, 3.13614e-28, 3.13614e-28, 3.13614e-28, 3.13614e-28, 2.43021e-11, 3.13614e-28, 3.13614e-28, 8.86954e-13, 3.13614e-28, 1.54357e-08, 3.13614e-28, 3.13614e-28, 3.13614e-28
0.546051, 0, 2.56646e-08, 1.37471e-27, 1.41421, -2.56646e-08, 0, 1.37471e-27, 1.37471e-27, 1.37471e-27, 1.37471e-27, 1.37471e-27, 1.37471e-27, 1.37471e-27, 1.37471e-27, 1.37471e-27, 1.37471e-27, 4.05614e-11, 1.37471e-27, 1.37471e-27, 1.73971e-12, 1.37471e-27, 2.56223e-08, 1.37471e-27, 1.37471e-27, 1.37471e-27
0.553921, 0, 4.20332e-08, 5.75044e-27, 1.41421, -4.20332e-08, 0, 5.75044e-27, 5.75044e-27, 5.75044e-27, 5.75044e-27, 5.75044e-27, 5.75044e-27, 5.75044e-27, 5.75044e-27, 5.75044e-27, 5.75044e-27, 6.68791e-11, 5.75044e-27, 5.75044e-27, 3.39557e-12, 5.75044e-27, 4.1963e-08, 5.75044e-27, 5.75044e-27, 5.75044e-27
0.561791, 0, 6.79335e-08, 2.30161e-26, 1.41421, -6.79335e-08, 0, 2.30161e-26, 2.30161e-26, 2.30161e-26, 2.30161e-26, 2.30161e-26, 2.30161e-26, 1.63178e-13, 2.30161e-26, 2.30161e-26, 2.30161e-26, 1.08975e-10, 2.30161e-26, 2.30161e-26, 6.58373e-12, 2.30161e-26, 6.78178e-08, 2.30161e-26, 2.30161e-26, 2.30161e-26
0.569661, 0, 1.08364e-07, 8.83668e-26, 1.41421, -1.08364e-07, 0, 8.83668e-26, 8.83668e-26, 8.83668e-26, 8.83668e-26, 8.83668e-26, 8.83668e-26, 7.19005e-13, 8.83668e-26, 8.83668e-26, 8.83668e-26, 1.75542e-10, 8.83668e-26, 8.83668e-26, 1.26599e-11, 8.83668e-26, 1.08175e-07, 8.83668e-26, 8.83668e-26, 8.83668e-26
0.577531, 0, 1.70638e-07, 3.2738e-25, 1.41421, -1.70638e-07, 0, 3.2738e-25, 3.2738e-25, 3.2738e-25, 3.2738e-25, 3.2738e-25, 3.2738e-25, 2.51623e-12, 3.2738e-25, 3.2738e-25, 3.2738e-25, 2.79641e-10, 3.2738e-25, 3.2738e-25, 2.41056e-11, 3.2738e-25, 1.70331e-07, 3.2738e-25, 3.2738e-25, 3.2738e-25
0.585401, 0, 2.67085e-07, 4.48661e-10, 1.41421, -2.67085e-07, 4.48661e-10, 4.48664e-10, 4.48705e-10, 4.48888e-10, 4.48733e-10, 4.49092e-10, 4.49036e-10, 4.64427e-10, 4.57417e-10, 4.54489e-10, 1.7152e-09, 8.89366e-10, 4.49787e-10, 4.4868e-10, 4.94052e-10, 4.48662e-10, 2.65288e-07, 4.48661e-10, 4.48661e-10, 4.61013e-10
0.59327, 0, 4.15154e-07, 1.96094e-09, 1.41421, -4.15154e-07, 1.96094e-09, 1.96096e-09, 1.96114e-09, 1.96194e-09, 1.96126e-09, 1.96283e-09, 1.96258e-09, 2.01909e-09, 1.99929e-09, 1.98647e-09, 7.50736e-09, 2.64825e-09, 1.96587e-09, 1.96103e-09, 2.04539e-09, 1.96095e-09, 4.0865e-07, 1.96094e-09, 1.96094e-09, 2.01503e-09
0.60114, 0, 6.45016e-07, 6.8165e-09, 1.41421, -6.45016e-07, 6.8165e-09, 6.81655e-09, 6.81717e-09, 6.81995e-09, 6.81759e-09, 6.82308e-09, 6.82221e-09, 7.00441e-09, 6.94994e-09, 6.90533e-09, 2.61184e-08, 7.87752e-09, 6.83366e-09, 6.81679e-09, 6.97159e-09, 6.81652e-09, 6.23864e-07, 6.8165e-09, 6.8165e-09, 7.00474e-09
0.60901, 0, 1.01248e-06, 2.17062e-08, 1.41421, -1.01248e-06, 2.17062e-08, 2.17064e-08, 2.17083e-08, 2.17172e-08, 2.17097e-08, 2.17272e-08, 2.17244e-08, 2.22752e-08, 2.21315e-08, 2.19893e-08, 8.3218e-08, 2.33279e-08, 2.17609e-08, 2.17071e-08, 2.19872e-08, 2.17063e-08, 9.47081e-07, 2.17062e-08, 2.17062e-08, 2.23061e-08
0.61688, 0, 1.6322e-06, 6.53653e-08, 1.41421, -1.6322e-06, 6.53653e-08, 6.53657e-08, 6.53717e-08, 6.53984e-08, 6.53758e-08, 6.54284e-08, 6.54201e-08, 6.70077e-08, 6.66465e-08, 6.62181e-08, 2.50693e-07, 6.78199e-08, 6.553e-08, 6.53681e-08, 6.58673e-08, 6.53654e-08, 1.43799e-06, 6.53653e-08, 6.53653e-08, 6.71726e-08
0.62475, 0, 2.75794e-06, 1.87804e-07, 1.41421, -2.75794e-06, 1.87804e-07, 1.87805e-07, 1.87823e-07, 1.879e-07, 1.87834e-07, 1.87986e-07, 1.87962e-07, 1.92429e-07, 1.91487e-07, 1.90256e-07, 7.20492e-07, 1.91484e-07, 1.88278e-07, 1.87812e-07, 1.88689e-07, 1.87805e-07, 2.20377e-06, 1.87804e-07, 1.87804e-07, 1.92999e-07
0.63262, 0, 4.97112e-06, 5.16294e-07, 1.41421, -4.97112e-06, 5.16294e-07, 5.16297e-07, 5.16345e-07, 5.16556e-07, 5.16377e-07, 5.16793e-07, 5.16727e-07, 5.28799e-07, 5.26422e-07, 5.23036e-07, 1.98126e-06, 5.21758e-07, 5.17596e-07, 5.16316e-07, 5.17832e-07, 5.16295e-07, 3.45284e-06, 5.16294e-07, 5.16294e-07, 5.30581e-07
0.64049, 0, 9.60619e-06, 1.35958e-06, 1.41421, -9.60619e-06, 1.35958e-06, 1.35959e-06, 1.35972e-06, 1.36027e-06, 1.3598e-06, 1.3609e-06, 1.36072e-06, 1.39358e-06, 1.38626e-06, 1.37734e-06, 5.21883e-06, 1.36762e-06, 1.36301e-06, 1.35964e-06, 1.36222e-06, 1.35959e-06, 5.61319e-06, 1.35958e-06, 1.35958e-06, 1.39722e-06
0.64836, 0, 1.96556e-05, 3.43143e-06, 1.41421, -1.96556e-05, 3.43143e-06, 3.43145e-06, 3.43176e-06, 3.43317e-06, 3.43198e-06, 3.43475e-06, 3.43431e-06, 3.51912e-06, 3.49879e-06, 3.47627e-06, 1.31757e-05, 3.44315e-06, 3.44009e-06, 3.43157e-06, 3.43589e-06, 3.43144e-06, 9.58258e-06, 3.43143e-06, 3.43143e-06, 3.52646e-06
0.65623, 0, 4.16111e-05, 8.30383e-06, 1.41421, -4.16111e-05, 8.30383e-06, 8.30389e-06, 8.30465e-06, 8.30805e-06, 8.30517e-06, 8.31187e-06, 8.31081e-06, 8.52176e-06, 8.46692e-06, 8.4124e-06, 3.18947e-05, 8.32077e-06, 8.3248e-06, 8.30419e-06, 8.31131e-06, 8.30386e-06, 1.72334e-05, 8.30383e-06, 8.30383e-06, 8.5339e-06
0.6641, 0, 8.89869e-05, 1.9274e-05, 1.41421, -8.89869e-05, 1.9274e-05, 1.92741e-05, 1.92759e-05, 1.92838e-05, 1.92771e-05, 1.92926e-05, 1.92902e-05, 1.9799e-05, 1.96527e-05, 1.95261e-05, 7.4057e-05, 1.92982e-05, 1.93227e-05, 1.92748e-05, 1.92863e-05, 1.9274e-05, 3.23779e-05, 1.9274e-05, 1.9274e-05, 1.98082e-05
0.67197, 0, 0.000188682, 4.29244e-05, 1.41421, -0.000188682, 4.29244e-05, 4.29247e-05, 4.29286e-05, 4.29463e-05, 4.29313e-05, 4.2966e-05, 4.29605e-05, 4.41553e-05, 4.37683e-05, 4.34862e-05, 0.000164994, 4.29589e-05, 4.30329e-05, 4.29263e-05, 4.29447e-05, 4.29245e-05, 6.25093e-05, 4.29244e-05, 4.29244e-05, 4.41149e-05
0.67984, 0, 0.000391764, 9.17556e-05, 1.41421, -0.000391764, 9.17556e-05, 9.17562e-05, 9.17646e-05, 9.18023e-05, 9.17703e-05, 9.18445e-05, 9.18328e-05, 9.45709e-05, 9.35605e-05, 9.29571e-05, 0.000352844, 9.18043e-05, 9.19876e-05, 9.17595e-05, 9.17885e-05, 9.17558e-05, 0.000121752, 9.17556e-05, 9.17556e-05, 9.43018e-05
0.68771, 0, 0.000790556, 0.000188329, 1.41421, -0.000790556, 0.000188329, 0.00018833, 0.000188347, 0.000188424, 0.000188359, 0.000188511, 0.000188487, 0.000194623, 0.000192035, 0.000190796, 0.000724557, 0.000188397, 0.000188805, 0.000188337, 0.000188382, 0.000188329, 0.000235535, 0.000188329, 0.000188329, 0.000193558
0.69558, 0, 0.0015438, 0.000371306, 1.41421, -0.0015438, 0.000371306, 0.000371309, 0.000371343, 0.000371496, 0.000371366, 0.000371667, 0.000371619, 0.00038508, 0.00037862, 0.000376175, 0.00142928, 0.000371402, 0.000372247, 0.000371322, 0.000371391, 0.000371307, 0.000447456, 0.000371306, 0.000371306, 0.000381624
