   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_363.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.320567, 0, 3.28286e-08, 3.11746e-31, 1.41421, -3.28286e-08, 0, 3.11746e-31, 3.11746e-31, 3.11746e-31, 3.11746e-31, 3.11746e-31, 3.11746e-31, 3.11746e-31, 3.11746e-31, 3.11746e-31, 3.11746e-31, 3.11746e-31, 2.84745e-10, 3.11746e-31, 3.11746e-31, 8.42017e-10, 3.11746e-31, 5.43625e-11, 3.16475e-08, 3.11746e-31, 3.11746e-31, 3.11746e-31
0.328412, 0, 4.31672e-08, 1.65256e-30, 1.41421, -4.31672e-08, 0, 1.65256e-30, 1.65256e-30, 1.65256e-30, 1.65256e-30, 1.65256e-30, 1.65256e-30, 1.65256e-30, 1.65256e-30, 1.65256e-30, 1.65256e-30, 1.65256e-30, 3.74569e-10, 1.65256e-30, 1.65256e-30, 1.22367e-09, 1.65256e-30, 7.69524e-11, 4.1492e-08, 1.65256e-30, 1.65256e-30, 1.65256e-30
0.336257, 0, 5.65683e-08, 8.21746e-30, 1.41421, -5.65683e-08, 0, 8.21746e-30, 8.21746e-30, 8.21746e-30, 8.21746e-30, 8.21746e-30, 8.21746e-30, 8.21746e-30, 8.21746e-30, 8.21746e-30, 8.21746e-30, 8.21746e-30, 4.91028e-10, 8.21746e-30, 8.21746e-30, 1.77757e-09, 8.21746e-30, 1.08726e-10, 5.4191e-08, 8.21746e-30, 8.21746e-30, 8.21746e-30
0.344102, 0, 7.38832e-08, 3.84512e-29, 1.41421, -7.38832e-08, 0, 3.84512e-29, 3.84512e-29, 3.84512e-29, 3.84512e-29, 3.84512e-29, 3.84512e-29, 3.84512e-29, 3.84512e-29, 3.84512e-29, 3.84512e-29, 3.84512e-29, 6.41503e-10, 3.84512e-29, 3.84512e-29, 2.58044e-09, 3.84512e-29, 1.53324e-10, 7.05079e-08, 3.84512e-29, 3.84512e-29, 3.84512e-29
0.351947, 0, 9.61853e-08, 1.69943e-28, 1.41421, -9.61853e-08, 0, 1.69943e-28, 1.69943e-28, 1.69943e-28, 1.69943e-28, 1.69943e-28, 1.69943e-28, 1.69943e-28, 1.69943e-28, 1.69943e-28, 1.69943e-28, 1.69943e-28, 8.35279e-10, 1.69943e-28, 1.69943e-28, 3.74235e-09, 1.69943e-28, 2.15786e-10, 9.13919e-08, 1.69943e-28, 1.69943e-28, 1.69943e-28
0.359792, 0, 1.24826e-07, 7.11238e-28, 1.41421, -1.24826e-07, 0, 7.11238e-28, 7.11238e-28, 7.11238e-28, 7.11238e-28, 7.11238e-28, 7.11238e-28, 7.11238e-28, 7.11238e-28, 7.11238e-28, 7.11238e-28, 7.11238e-28, 1.084e-09, 7.11238e-28, 7.11238e-28, 5.4207e-09, 7.11238e-28, 3.03068e-10, 1.18018e-07, 7.11238e-28, 7.11238e-28, 7.11238e-28
0.367637, 0, 1.61501e-07, 2.82608e-27, 1.41421, -1.61501e-07, 0, 2.82608e-27, 2.82608e-27, 2.82608e-27, 2.82608e-27, 2.82608e-27, 2.82608e-27, 2.82608e-27, 2.82608e-27, 2.82608e-27, 2.82608e-27, 2.82608e-27, 1.4022e-09, 2.82608e-27, 2.82608e-27, 7.83966e-09, 2.82608e-27, 4.24731e-10, 1.51834e-07, 2.82608e-27, 2.82608e-27, 2.82608e-27
0.375482, 0, 2.08339e-07, 1.06889e-26, 1.41421, -2.08339e-07, 0, 1.06889e-26, 1.06889e-26, 1.06889e-26, 1.06889e-26, 1.06889e-26, 1.06889e-26, 1.06889e-26, 1.06889e-26, 1.06889e-26, 1.06889e-26, 1.06889e-26, 1.80801e-09, 1.06889e-26, 1.06889e-26, 1.13174e-08, 1.06889e-26, 5.93872e-10, 1.9462e-07, 1.06889e-26, 1.06889e-26, 1.06889e-26
0.383327, 0, 2.68003e-07, 3.85781e-26, 1.41421, -2.68003e-07, 0, 3.85781e-26, 3.85781e-26, 3.85781e-26, 3.85781e-26, 3.85781e-26, 3.85781e-26, 3.85781e-26, 3.91379e-13, 3.85781e-26, 3.85781e-26, 3.85781e-26, 2.32392e-09, 3.85781e-26, 3.85781e-26, 1.63033e-08, 3.85781e-26, 8.28359e-10, 2.48547e-07, 3.85781e-26, 3.85781e-26, 3.85781e-26
0.391172, 0, 3.43824e-07, 1.33176e-25, 1.41421, -3.43824e-07, 0, 1.33176e-25, 1.33176e-25, 1.33176e-25, 1.33176e-25, 1.33176e-25, 1.33176e-25, 1.33176e-25, 1.14301e-12, 1.33176e-25, 1.33176e-25, 1.33176e-25, 2.97777e-09, 1.33176e-25, 1.33176e-25, 2.34302e-08, 1.33176e-25, 1.15247e-09, 3.16262e-07, 1.33176e-25, 1.33176e-25, 1.33176e-25
0.399017, 0, 4.41124e-07, 4.46242e-25, 1.41421, -4.41124e-07, 0, 1.03033e-14, 5.46738e-12, 2.79258e-14, 5.06669e-12, 7.57727e-11, 7.06697e-10, 5.07234e-13, 1.98088e-11, 1.38585e-11, 3.37858e-11, 2.03887e-10, 3.80399e-09, 2.59215e-12, 2.06476e-13, 3.35838e-08, 3.56647e-13, 1.59903e-09, 4.01019e-07, 4.46242e-25, 4.46242e-25, 5.08593e-11
0.406862, 0, 5.65153e-07, 1.49731e-10, 1.41421, -5.65153e-07, 1.49731e-10, 1.49761e-10, 1.65646e-10, 1.49812e-10, 1.6448e-10, 3.70301e-10, 2.20689e-09, 1.51207e-10, 2.05142e-10, 1.90072e-10, 2.48079e-10, 7.43235e-10, 4.99456e-09, 1.57276e-10, 1.50332e-10, 4.81511e-08, 1.53665e-10, 2.36198e-09, 5.06836e-07, 1.49731e-10, 1.49731e-10, 2.9778e-10
0.414706, 0, 7.23297e-07, 4.3339e-10, 1.41421, -7.23297e-07, 4.3339e-10, 4.33457e-10, 4.69001e-10, 4.33572e-10, 4.66391e-10, 9.2692e-10, 5.03631e-09, 4.36694e-10, 5.55792e-10, 5.23655e-10, 6.53447e-10, 1.76137e-09, 6.58552e-09, 4.50273e-10, 4.34735e-10, 6.88317e-08, 4.47451e-10, 3.48468e-09, 6.38403e-07, 4.3339e-10, 4.3339e-10, 7.64651e-10
0.422551, 0, 9.25495e-07, 9.65191e-10, 1.41421, -9.25495e-07, 9.65191e-10, 9.65327e-10, 1.03744e-09, 9.6556e-10, 1.03215e-09, 1.96654e-09, 1.03043e-08, 9.71894e-10, 1.212e-09, 1.14833e-09, 1.41168e-09, 3.65959e-09, 8.75445e-09, 9.99446e-10, 9.67919e-10, 9.81086e-08, 1.00038e-09, 5.1602e-09, 8.01566e-07, 9.65191e-10, 9.65191e-10, 1.6373e-09
0.430396, 0, 1.18497e-06, 1.95111e-09, 1.41421, -1.18497e-06, 1.95111e-09, 1.95137e-09, 2.09065e-09, 1.95182e-09, 2.08042e-09, 3.88505e-09, 1.99881e-08, 1.96405e-09, 2.42599e-09, 2.30482e-09, 2.81342e-09, 7.1549e-09, 1.17846e-08, 2.01727e-09, 1.95638e-09, 1.39444e-07, 2.02795e-09, 7.69907e-09, 1.0033e-06, 1.95111e-09, 1.95111e-09, 3.24919e-09
0.438241, 0, 1.51988e-06, 3.7567e-09, 1.41421, -1.51988e-06, 3.7567e-09, 3.75719e-09, 4.01824e-09, 3.75803e-09, 3.99908e-09, 7.38148e-09, 3.75634e-08, 3.78096e-09, 4.64397e-09, 4.41966e-09, 5.37293e-09, 1.35102e-08, 1.61352e-08, 3.8807e-09, 3.76657e-09, 1.97657e-07, 3.9129e-09, 1.16048e-08, 1.25214e-06, 3.7567e-09, 3.7567e-09, 6.18968e-09
0.446086, 0, 1.95592e-06, 7.02489e-09, 1.41421, -1.95592e-06, 7.02489e-09, 7.02579e-09, 7.50483e-09, 7.02734e-09, 7.46965e-09, 1.36764e-08, 6.906e-08, 7.06941e-09, 8.93965e-09, 8.24142e-09, 9.99067e-09, 2.49224e-08, 2.25627e-08, 7.25243e-09, 7.04301e-09, 2.79455e-07, 7.32865e-09, 1.77102e-08, 1.5586e-06, 7.02489e-09, 7.02489e-09, 1.14894e-08
0.453931, 0, 2.52921e-06, 1.28674e-08, 1.41421, -2.52921e-06, 1.28674e-08, 1.28691e-08, 1.37333e-08, 1.28718e-08, 1.36699e-08, 2.48682e-08, 1.24793e-07, 1.29478e-08, 1.66398e-08, 1.50623e-08, 1.82184e-08, 4.51587e-08, 3.23159e-08, 1.3278e-08, 1.29001e-08, 3.94163e-07, 1.34404e-08, 2.73514e-08, 1.93562e-06, 1.28674e-08, 1.28674e-08, 2.09224e-08
0.461776, 0, 3.29603e-06, 2.31819e-08, 1.41421, -3.29603e-06, 2.31819e-08, 2.31848e-08, 2.47214e-08, 2.31898e-08, 2.46086e-08, 4.45175e-08, 2.22169e-07, 2.33248e-08, 3.3886e-08, 2.70841e-08, 3.26951e-08, 8.05911e-08, 4.74572e-08, 2.39118e-08, 2.32401e-08, 5.54757e-07, 2.42384e-08, 4.27384e-08, 2.39948e-06, 2.31819e-08, 2.31819e-08, 3.75026e-08
0.469621, 0, 4.33372e-06, 4.11629e-08, 1.41421, -4.33372e-06, 4.11629e-08, 4.1168e-08, 4.3863e-08, 4.11767e-08, 4.36651e-08, 7.85831e-08, 3.90163e-07, 4.14134e-08, 6.46548e-08, 4.80069e-08, 5.78479e-08, 1.41852e-07, 7.13786e-08, 4.24431e-08, 4.12649e-08, 7.79432e-07, 4.30752e-08, 6.7463e-08, 2.97092e-06, 4.11629e-08, 4.11629e-08, 6.62796e-08
0.477466, 0, 5.76045e-06, 7.21141e-08, 1.41421, -5.76045e-06, 7.21141e-08, 7.21229e-08, 7.67887e-08, 7.2138e-08, 7.64461e-08, 1.36899e-07, 6.76334e-07, 7.25478e-08, 1.18868e-07, 8.39631e-08, 1.01001e-07, 2.46436e-07, 1.0962e-07, 7.43304e-08, 7.22907e-08, 1.09341e-06, 7.55212e-08, 1.07339e-07, 3.67684e-06, 7.21141e-08, 7.21141e-08, 1.15598e-07
0.485311, 0, 7.75348e-06, 1.24721e-07, 1.41421, -7.75348e-06, 1.24721e-07, 1.24736e-07, 1.32713e-07, 1.24762e-07, 1.32127e-07, 2.35477e-07, 1.15769e-06, 1.25463e-07, 2.1312e-07, 1.44978e-07, 1.74105e-07, 4.2274e-07, 1.71148e-07, 1.2851e-07, 1.25023e-07, 1.53158e-06, 1.30706e-07, 1.71704e-07, 4.55282e-06, 1.24721e-07, 1.24721e-07, 1.99062e-07
0.493156, 0, 1.05778e-05, 2.13007e-07, 1.41421, -1.05778e-05, 2.13007e-07, 2.13032e-07, 2.265e-07, 2.13076e-07, 2.25511e-07, 4.00018e-07, 1.95717e-06, 2.14258e-07, 3.71753e-07, 2.4721e-07, 2.96392e-07, 7.1621e-07, 2.70321e-07, 2.19404e-07, 2.13516e-07, 2.14311e-06, 2.23379e-07, 2.75411e-07, 5.64707e-06, 2.13007e-07, 2.13007e-07, 3.3853e-07
0.501001, 0, 1.4639e-05, 3.59304e-07, 1.41421, -1.4639e-05, 3.59304e-07, 3.59346e-07, 3.8181e-07, 3.59419e-07, 3.8016e-07, 6.71216e-07, 3.26836e-06, 3.61392e-07, 6.41324e-07, 4.16351e-07, 4.9838e-07, 1.19859e-06, 4.29868e-07, 3.69974e-07, 3.60154e-07, 2.9966e-06, 3.77055e-07, 4.41848e-07, 7.026e-06, 3.59304e-07, 3.59304e-07, 5.68662e-07
0.508846, 0, 2.05448e-05, 5.98667e-07, 1.41421, -2.05448e-05, 5.98667e-07, 5.98736e-07, 6.35748e-07, 5.98856e-07, 6.3303e-07, 1.11258e-06, 5.39171e-06, 6.02107e-07, 1.09429e-06, 6.9266e-07, 8.27813e-07, 1.98149e-06, 6.85313e-07, 6.16247e-07, 6.00067e-07, 4.1879e-06, 6.28676e-07, 7.07397e-07, 8.78258e-06, 5.98667e-07, 5.98667e-07, 9.4361e-07
0.51669, 0, 2.92042e-05, 9.85372e-07, 1.41421, -2.92042e-05, 9.85372e-07, 9.85485e-07, 1.04573e-06, 9.8568e-07, 1.04131e-06, 1.82189e-06, 8.78722e-06, 9.90971e-07, 1.84697e-06, 1.13837e-06, 1.35836e-06, 3.23626e-06, 1.09149e-06, 1.01399e-06, 9.87651e-07, 5.85099e-06, 1.03549e-06, 1.12801e-06, 1.10482e-05, 9.85372e-07, 9.85372e-07, 1.54685e-06
0.524535, 0, 4.19702e-05, 1.60223e-06, 1.41421, -4.19702e-05, 1.60223e-06, 1.60241e-06, 1.6993e-06, 1.60273e-06, 1.69219e-06, 2.94749e-06, 1.41489e-05, 1.61124e-06, 3.08374e-06, 1.84828e-06, 2.20206e-06, 5.22202e-06, 1.73187e-06, 1.64825e-06, 1.6059e-06, 8.17274e-06, 1.68496e-06, 1.78862e-06, 1.40125e-05, 1.60223e-06, 1.60223e-06, 2.50518e-06
0.53238, 0, 6.08309e-05, 2.57384e-06, 1.41421, -6.08309e-05, 2.57384e-06, 2.57413e-06, 2.72807e-06, 2.57463e-06, 2.71677e-06, 4.71133e-06, 2.25091e-05, 2.58815e-06, 5.0934e-06, 2.96478e-06, 3.52691e-06, 8.32531e-06, 2.73181e-06, 2.64697e-06, 2.57967e-06, 1.14134e-05, 2.7088e-06, 2.81646e-06, 1.79418e-05, 2.57384e-06, 2.57384e-06, 4.00854e-06
0.540225, 0, 8.86872e-05, 4.08491e-06, 1.41421, -8.86872e-05, 4.08491e-06, 4.08537e-06, 4.32704e-06, 4.08615e-06, 4.30929e-06, 7.44056e-06, 3.53815e-05, 4.10737e-06, 8.32263e-06, 4.69865e-06, 5.58114e-06, 1.31142e-05, 4.27695e-06, 4.19971e-06, 4.09406e-06, 1.59339e-05, 4.30252e-06, 4.39956e-06, 2.32179e-05, 4.08491e-06, 4.08491e-06, 6.33725e-06
