   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_816.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0786903, 0, 4.23551e-13, 0, 1.41421, -4.23551e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75586e-15, 0, 0, 2.44581e-15, 0, 1.40791e-16, 4.19209e-13, 0, 0, 0
0.0865456, 0, 6.38975e-13, 0, 1.41421, -6.38975e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6486e-15, 0, 0, 3.7674e-15, 0, 2.19805e-16, 6.32339e-13, 0, 0, 0
0.0944008, 0, 9.59669e-13, 0, 1.41421, -9.59669e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97744e-15, 0, 0, 5.7797e-15, 0, 3.41834e-16, 9.4957e-13, 0, 0, 0
0.102256, 0, 1.43492e-12, 0, 1.41421, -1.43492e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.94646e-15, 0, 0, 8.83222e-15, 0, 5.29575e-16, 1.41961e-12, 0, 0, 0
0.110111, 0, 2.13604e-12, 0, 1.41421, -2.13604e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.85096e-15, 0, 0, 1.34449e-14, 0, 8.17313e-16, 2.11293e-12, 0, 0, 0
0.117966, 0, 3.16574e-12, 0, 1.41421, -3.16574e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31161e-14, 0, 0, 2.03894e-14, 0, 1.25665e-15, 3.13097e-12, 0, 0, 0
0.125822, 0, 4.67124e-12, 0, 1.41421, -4.67124e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93515e-14, 0, 0, 3.08077e-14, 0, 1.92499e-15, 4.61916e-12, 0, 0, 0
0.133677, 0, 6.86261e-12, 0, 1.41421, -6.86261e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84266e-14, 0, 0, 4.63842e-14, 0, 2.93796e-15, 6.78487e-12, 0, 0, 0
0.141532, 0, 1.00381e-11, 0, 1.41421, -1.00381e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15758e-14, 0, 0, 6.95967e-14, 0, 4.46774e-15, 9.92246e-12, 0, 0, 0
0.149387, 0, 1.46193e-11, 0, 1.41421, -1.46193e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05441e-14, 0, 0, 1.04082e-13, 0, 6.76984e-15, 1.44479e-11, 0, 0, 0
0.157242, 0, 2.11992e-11, 0, 1.41421, -2.11992e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.7786e-14, 0, 0, 1.55169e-13, 0, 1.02221e-14, 2.0946e-11, 0, 0, 0
0.165098, 0, 3.06082e-11, 0, 1.41421, -3.06082e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26738e-13, 0, 0, 2.30643e-13, 0, 1.53816e-14, 3.02354e-11, 0, 0, 0
0.172953, 0, 4.40036e-11, 0, 1.41421, -4.40036e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8219e-13, 0, 0, 3.41875e-13, 0, 2.30666e-14, 4.34565e-11, 0, 0, 0
0.180808, 0, 6.29908e-11, 0, 1.41421, -6.29908e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60787e-13, 0, 0, 5.05445e-13, 0, 3.44764e-14, 6.21901e-11, 0, 0, 0
0.188663, 0, 8.97865e-11, 0, 1.41421, -8.97865e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71706e-13, 0, 0, 7.45514e-13, 0, 5.13625e-14, 8.86179e-11, 0, 0, 0
0.196519, 0, 1.27438e-10, 0, 1.41421, -1.27438e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27559e-13, 0, 0, 1.09727e-12, 0, 7.62762e-14, 1.25736e-10, 0, 0, 0
0.204374, 0, 1.80112e-10, 0, 1.41421, -1.80112e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45608e-13, 0, 0, 1.61197e-12, 0, 1.12924e-13, 1.77642e-10, 0, 0, 0
0.212229, 0, 2.53487e-10, 0, 1.41421, -2.53487e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04936e-12, 0, 0, 2.36429e-12, 0, 1.66677e-13, 2.49907e-10, 0, 0, 0
0.220084, 0, 3.55258e-10, 2.8026e-44, 1.41421, -3.55258e-10, 0, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 1.47071e-12, 2.8026e-44, 2.8026e-44, 3.46306e-12, 2.8026e-44, 2.453e-13, 3.50079e-10, 2.8026e-44, 2.8026e-44, 2.8026e-44
0.227939, 0, 4.9581e-10, 4.87652e-43, 1.41421, -4.9581e-10, 0, 4.87652e-43, 4.87652e-43, 4.87652e-43, 4.87652e-43, 4.87652e-43, 4.87652e-43, 4.87652e-43, 4.87652e-43, 4.87652e-43, 4.87652e-43, 2.05267e-12, 4.87652e-43, 4.87652e-43, 5.06703e-12, 4.87652e-43, 3.5999e-13, 4.88331e-10, 4.87652e-43, 4.87652e-43, 4.87652e-43
0.235795, 0, 6.89098e-10, 7.13962e-42, 1.41421, -6.89098e-10, 0, 7.13962e-42, 7.13962e-42, 7.13962e-42, 7.13962e-42, 7.13962e-42, 7.13962e-42, 7.13962e-42, 7.13962e-42, 7.13962e-42, 7.13962e-42, 2.85312e-12, 7.13962e-42, 7.13962e-42, 7.40803e-12, 7.13962e-42, 5.26863e-13, 6.78309e-10, 7.13962e-42, 7.13962e-42, 7.13962e-42
0.24365, 0, 9.53782e-10, 9.29271e-41, 1.41421, -9.53782e-10, 0, 9.29271e-41, 9.29271e-41, 9.29271e-41, 9.29271e-41, 9.29271e-41, 9.29271e-41, 9.29271e-41, 9.29271e-41, 9.29271e-41, 9.29271e-41, 3.94945e-12, 9.29271e-41, 9.29271e-41, 1.08248e-11, 9.29271e-41, 7.69062e-13, 9.38238e-10, 9.29271e-41, 9.29271e-41, 9.29271e-41
0.251505, 0, 1.31472e-09, 1.08213e-39, 1.41421, -1.31472e-09, 0, 1.08213e-39, 1.08213e-39, 1.08213e-39, 1.08213e-39, 1.08213e-39, 1.08213e-39, 1.08213e-39, 1.08213e-39, 1.08213e-39, 1.08213e-39, 5.44478e-12, 1.08213e-39, 1.08213e-39, 1.5813e-11, 1.08213e-39, 1.11976e-12, 1.29234e-09, 1.08213e-39, 1.08213e-39, 1.08213e-39
0.25936, 0, 1.80486e-09, 1.13585e-38, 1.41421, -1.80486e-09, 0, 1.13585e-38, 1.13585e-38, 1.13585e-38, 1.13585e-38, 1.13585e-38, 1.13585e-38, 1.13585e-38, 1.13585e-38, 1.13585e-38, 1.13585e-38, 7.47593e-12, 1.13585e-38, 1.13585e-38, 2.30985e-11, 1.13585e-38, 1.62643e-12, 1.77265e-09, 1.13585e-38, 1.13585e-38, 1.13585e-38
0.267216, 0, 2.4677e-09, 1.08009e-37, 1.41421, -2.4677e-09, 0, 1.08009e-37, 1.08009e-37, 1.08009e-37, 1.08009e-37, 1.08009e-37, 1.08009e-37, 1.08009e-37, 1.08009e-37, 1.08009e-37, 1.08009e-37, 1.02236e-11, 1.08009e-37, 1.08009e-37, 3.3745e-11, 1.08009e-37, 2.35684e-12, 2.42138e-09, 1.08009e-37, 1.08009e-37, 1.08009e-37
0.275071, 0, 3.36044e-09, 9.34936e-37, 1.41421, -3.36044e-09, 0, 9.34936e-37, 9.34936e-37, 9.34936e-37, 9.34936e-37, 9.34936e-37, 9.34936e-37, 9.34936e-37, 9.34936e-37, 9.34936e-37, 9.34936e-37, 1.39255e-11, 9.34936e-37, 9.34936e-37, 4.93129e-11, 9.34936e-37, 3.40761e-12, 3.2938e-09, 9.34936e-37, 9.34936e-37, 9.34936e-37
0.282926, 0, 4.55797e-09, 7.40725e-36, 1.41421, -4.55797e-09, 0, 7.40725e-36, 7.40725e-36, 7.40725e-36, 7.40725e-36, 7.40725e-36, 7.40725e-36, 7.40725e-36, 7.40725e-36, 7.40725e-36, 7.40725e-36, 1.88931e-11, 7.40725e-36, 7.40725e-36, 7.20914e-11, 7.40725e-36, 4.91627e-12, 4.46207e-09, 7.40725e-36, 7.40725e-36, 7.40725e-36
0.290781, 0, 6.15794e-09, 5.39767e-35, 1.41421, -6.15794e-09, 0, 5.39767e-35, 5.39767e-35, 5.39767e-35, 5.39767e-35, 5.39767e-35, 5.39767e-35, 5.39767e-35, 5.39767e-35, 5.39767e-35, 5.39767e-35, 2.55326e-11, 5.39767e-35, 5.39767e-35, 1.0544e-10, 5.39767e-35, 7.07815e-12, 6.01989e-09, 5.39767e-35, 5.39767e-35, 5.39767e-35
0.298636, 0, 8.2872e-09, 3.5973e-34, 1.41421, -8.2872e-09, 0, 3.5973e-34, 3.5973e-34, 3.5973e-34, 3.5973e-34, 3.5973e-34, 3.5973e-34, 3.5973e-34, 3.5973e-34, 3.5973e-34, 3.5973e-34, 3.43721e-11, 3.5973e-34, 3.5973e-34, 1.54285e-10, 3.5973e-34, 1.01703e-11, 8.08837e-09, 3.5973e-34, 3.5973e-34, 3.5973e-34
0.306492, 0, 1.11099e-08, 2.40395e-33, 1.41421, -1.11099e-08, 0, 2.40395e-33, 2.40395e-33, 2.40395e-33, 2.40395e-33, 2.40395e-33, 2.40395e-33, 2.40395e-33, 2.40395e-33, 2.40395e-33, 2.40395e-33, 4.6095e-11, 2.40395e-33, 2.40395e-33, 2.25853e-10, 2.40395e-33, 1.45848e-11, 1.08234e-08, 2.40395e-33, 2.40395e-33, 2.40395e-33
0.314347, 0, 1.48377e-08, 1.53568e-32, 1.41421, -1.48377e-08, 0, 1.53568e-32, 1.53568e-32, 1.53568e-32, 1.53568e-32, 1.53568e-32, 1.53568e-32, 1.53568e-32, 1.53568e-32, 1.53568e-32, 1.53568e-32, 6.15824e-11, 1.53568e-32, 1.53568e-32, 3.30718e-10, 1.53568e-32, 2.08756e-11, 1.44245e-08, 1.53568e-32, 1.53568e-32, 1.53568e-32
0.322202, 0, 1.97425e-08, 9.1625e-32, 1.41421, -1.97425e-08, 0, 9.1625e-32, 9.1625e-32, 9.1625e-32, 9.1625e-32, 9.1625e-32, 9.1625e-32, 9.1625e-32, 9.1625e-32, 9.1625e-32, 9.1625e-32, 8.19667e-11, 9.1625e-32, 9.1625e-32, 4.84349e-10, 9.1625e-32, 2.98237e-11, 1.91464e-08, 9.1625e-32, 9.1625e-32, 9.1625e-32
0.330057, 0, 2.61728e-08, 5.11217e-31, 1.41421, -2.61728e-08, 0, 5.11217e-31, 5.11217e-31, 5.11217e-31, 5.11217e-31, 5.11217e-31, 5.11217e-31, 5.11217e-31, 5.11217e-31, 5.11217e-31, 5.11217e-31, 1.08697e-10, 5.11217e-31, 5.11217e-31, 7.09318e-10, 5.11217e-31, 4.25275e-11, 2.53122e-08, 5.11217e-31, 5.11217e-31, 5.11217e-31
0.337912, 0, 3.4573e-08, 2.67019e-30, 1.41421, -3.4573e-08, 0, 2.67019e-30, 2.67019e-30, 2.67019e-30, 2.67019e-30, 2.67019e-30, 2.67019e-30, 2.67019e-30, 2.67019e-30, 2.67019e-30, 2.67019e-30, 1.4362e-10, 2.67019e-30, 2.67019e-30, 1.03849e-09, 2.67019e-30, 6.05281e-11, 3.33304e-08, 2.67019e-30, 2.67019e-30, 2.67019e-30
0.345768, 0, 4.55094e-08, 1.30905e-29, 1.41421, -4.55094e-08, 0, 1.30905e-29, 1.30905e-29, 1.30905e-29, 1.30905e-29, 1.30905e-29, 1.30905e-29, 1.30905e-29, 1.30905e-29, 1.30905e-29, 1.30905e-29, 1.89086e-10, 1.30905e-29, 1.30905e-29, 1.51959e-09, 1.30905e-29, 8.59824e-11, 4.37148e-08, 1.30905e-29, 1.30905e-29, 1.30905e-29
0.353623, 0, 5.97008e-08, 6.04586e-29, 1.41421, -5.97008e-08, 0, 6.04586e-29, 6.04586e-29, 6.04586e-29, 6.04586e-29, 6.04586e-29, 6.04586e-29, 6.04586e-29, 6.04586e-29, 6.04586e-29, 6.04586e-29, 2.48068e-10, 6.04586e-29, 6.04586e-29, 2.22173e-09, 6.04586e-29, 1.219e-10, 5.71091e-08, 6.04586e-29, 6.04586e-29, 6.04586e-29
0.361478, 0, 7.80573e-08, 2.63899e-28, 1.41421, -7.80573e-08, 0, 2.63899e-28, 2.63899e-28, 2.63899e-28, 2.63899e-28, 2.63899e-28, 2.63899e-28, 2.63899e-28, 2.63899e-28, 2.63899e-28, 2.63899e-28, 3.24318e-10, 2.63899e-28, 2.63899e-28, 3.24458e-09, 2.63899e-28, 1.72467e-10, 7.4316e-08, 2.63899e-28, 2.63899e-28, 2.63899e-28
0.369333, 0, 1.0173e-07, 1.09149e-27, 1.41421, -1.0173e-07, 0, 1.09149e-27, 1.09149e-27, 1.09149e-27, 1.09149e-27, 1.09149e-27, 1.09149e-27, 1.09149e-27, 1.09149e-27, 1.09149e-27, 1.09149e-27, 4.22558e-10, 1.09149e-27, 1.09149e-27, 4.73148e-09, 1.09149e-27, 2.43487e-10, 9.63323e-08, 1.09149e-27, 1.09149e-27, 1.09149e-27
0.377189, 0, 1.3217e-07, 4.2888e-27, 1.41421, -1.3217e-07, 0, 4.2888e-27, 4.2888e-27, 4.2888e-27, 4.2888e-27, 4.2888e-27, 4.2888e-27, 4.2888e-27, 4.2888e-27, 4.2888e-27, 4.2888e-27, 5.48707e-10, 4.2888e-27, 4.2888e-27, 6.88766e-09, 4.2888e-27, 3.42976e-10, 1.2439e-07, 4.2888e-27, 4.2888e-27, 4.2888e-27
0.385044, 0, 1.71205e-07, 1.60513e-26, 1.41421, -1.71205e-07, 0, 1.60513e-26, 1.60513e-26, 1.60513e-26, 1.60513e-26, 1.60513e-26, 1.60513e-26, 2.46944e-13, 1.60513e-26, 1.60513e-26, 1.60513e-26, 7.10161e-10, 1.60513e-26, 1.60513e-26, 1.00057e-08, 1.60513e-26, 4.8196e-10, 1.60007e-07, 1.60513e-26, 1.60513e-26, 1.60513e-26
0.392899, 0, 2.21134e-07, 5.73571e-26, 1.41421, -2.21134e-07, 0, 5.73571e-26, 5.73571e-26, 5.73571e-26, 5.73571e-26, 5.73571e-26, 5.73571e-26, 7.25629e-13, 5.73571e-26, 5.73571e-26, 5.73571e-26, 9.16131e-10, 5.73571e-26, 5.73571e-26, 1.45011e-08, 5.73571e-26, 6.7555e-10, 2.05041e-07, 5.73571e-26, 5.73571e-26, 5.73571e-26
0.400754, 0, 2.84846e-07, 1.96658e-25, 1.41421, -2.84846e-07, 0, 1.96658e-25, 1.96658e-25, 1.96658e-25, 1.96658e-25, 1.96658e-25, 1.96658e-25, 1.6384e-12, 1.96658e-25, 1.96658e-25, 1.96658e-25, 1.17805e-09, 1.96658e-25, 1.96658e-25, 2.09607e-08, 1.96658e-25, 9.4435e-10, 2.61761e-07, 1.96658e-25, 1.96658e-25, 1.96658e-25
0.408609, 0, 3.66969e-07, 6.5483e-25, 1.41421, -3.66969e-07, 0, 4.66071e-15, 4.99407e-12, 2.44523e-14, 5.11444e-12, 6.71425e-11, 5.91216e-10, 1.59213e-11, 2.13371e-11, 2.66307e-11, 1.93941e-10, 1.51011e-09, 3.00286e-12, 2.32009e-13, 3.02099e-08, 3.57562e-13, 1.31633e-09, 3.32965e-07, 6.5483e-25, 6.5483e-25, 3.75606e-11
0.416465, 0, 4.72048e-07, 6.35747e-11, 1.41421, -4.72048e-07, 6.35747e-11, 6.35884e-11, 7.81996e-11, 6.36464e-11, 7.85521e-11, 2.60197e-10, 1.79491e-09, 1.0691e-10, 1.26059e-10, 1.41561e-10, 6.3152e-10, 1.99332e-09, 7.23684e-11, 6.42542e-11, 4.34695e-08, 6.91431e-11, 1.89285e-09, 4.22049e-07, 6.35747e-11, 6.35747e-11, 1.73569e-10
0.42432, 0, 6.06604e-07, 1.85011e-10, 1.41421, -6.06604e-07, 1.85011e-10, 1.85042e-10, 2.17944e-10, 1.85172e-10, 2.18738e-10, 6.27777e-10, 4.08374e-09, 2.80226e-10, 3.25717e-10, 3.60625e-10, 1.46394e-09, 2.64345e-09, 2.04813e-10, 1.86541e-10, 6.23422e-08, 2.02877e-10, 2.71897e-09, 5.33068e-07, 1.85011e-10, 1.85011e-10, 4.32702e-10
0.432175, 0, 7.79399e-07, 4.1474e-10, 1.41421, -7.79399e-07, 4.1474e-10, 4.14802e-10, 4.82001e-10, 4.15069e-10, 4.83622e-10, 1.31903e-09, 8.37739e-09, 6.06813e-10, 7.02113e-10, 7.73408e-10, 3.02679e-09, 3.53724e-09, 4.55183e-10, 4.17864e-10, 8.91073e-08, 4.58062e-10, 3.91294e-09, 6.7104e-07, 4.1474e-10, 4.1474e-10, 9.20615e-10
0.44003, 0, 1.00214e-06, 8.4436e-10, 1.41421, -1.00214e-06, 8.4436e-10, 8.44482e-10, 9.75126e-10, 8.45e-10, 9.78278e-10, 2.60244e-09, 1.63249e-08, 1.21487e-09, 1.40306e-09, 1.54166e-09, 5.92257e-09, 4.79842e-09, 9.22987e-10, 8.50435e-10, 1.26928e-07, 9.37801e-10, 5.65691e-09, 8.41922e-07, 8.4436e-10, 8.4436e-10, 1.82786e-09
0.447885, 0, 1.291e-06, 1.63765e-09, 1.41421, -1.291e-06, 1.63765e-09, 1.63788e-09, 1.88433e-09, 1.63885e-09, 1.89028e-09, 4.95423e-09, 3.08415e-08, 2.33232e-09, 2.69162e-09, 2.9531e-09, 1.12176e-08, 6.6299e-09, 1.78598e-09, 1.64911e-09, 1.80181e-07, 1.82666e-09, 8.23683e-09, 1.053e-06, 1.63765e-09, 1.63765e-09, 3.493e-09
0.455741, 0, 1.66891e-06, 3.08428e-09, 1.41421, -1.66891e-06, 3.08428e-09, 3.08471e-09, 3.53979e-09, 3.08651e-09, 3.55077e-09, 9.2083e-09, 5.70087e-08, 4.59722e-09, 5.03042e-09, 5.51325e-09, 2.07735e-08, 9.3688e-09, 3.35817e-09, 3.10545e-09, 2.549e-07, 3.45142e-09, 1.20998e-08, 1.31315e-06, 3.08428e-09, 3.08428e-09, 6.51016e-09
0.463596, 0, 2.16898e-06, 5.68812e-09, 1.41421, -2.16898e-06, 5.68812e-09, 5.6889e-09, 6.51486e-09, 5.69217e-09, 6.53478e-09, 1.68031e-08, 1.0356e-07, 9.39491e-09, 9.22032e-09, 1.00966e-08, 3.77937e-08, 1.35764e-08, 6.18522e-09, 5.72653e-09, 3.59383e-07, 6.38119e-09, 1.79524e-08, 1.63327e-06, 5.68812e-09, 5.68812e-09, 1.1906e-08
0.471451, 0, 2.84037e-06, 1.03134e-08, 1.41421, -2.84037e-06, 1.03134e-08, 1.03148e-08, 1.17914e-08, 1.03207e-08, 1.18271e-08, 3.01847e-08, 1.85288e-07, 1.98207e-08, 1.66283e-08, 1.81949e-08, 6.77117e-08, 2.0186e-08, 1.12021e-08, 1.03821e-08, 5.05024e-07, 1.15934e-08, 2.69292e-08, 2.02686e-06, 1.03134e-08, 1.03134e-08, 2.14297e-08
0.479306, 0, 3.75391e-06, 1.84222e-08, 1.41421, -3.75391e-06, 1.84222e-08, 1.84246e-08, 2.1028e-08, 1.8435e-08, 2.10908e-08, 5.34555e-08, 3.26904e-07, 3.86815e-08, 2.95554e-08, 3.23174e-08, 1.19616e-07, 3.07429e-08, 1.9989e-08, 1.85433e-08, 7.07784e-07, 2.07442e-08, 4.08408e-08, 2.51091e-06, 1.84222e-08, 1.84222e-08, 3.80204e-08
0.487161, 0, 5.01604e-06, 3.24521e-08, 1.41421, -5.01604e-06, 3.24521e-08, 3.24563e-08, 3.69852e-08, 3.24743e-08, 3.70944e-08, 9.33963e-08, 5.6909e-07, 7.22401e-08, 5.18195e-08, 5.66244e-08, 2.0849e-07, 4.77841e-08, 3.51778e-08, 3.26627e-08, 9.88614e-07, 3.65984e-08, 6.25733e-08, 3.1071e-06, 3.24521e-08, 3.24521e-08, 6.65453e-08
0.495017, 0, 6.78819e-06, 5.641e-08, 1.41421, -6.78819e-06, 5.641e-08, 5.64172e-08, 6.41936e-08, 5.64481e-08, 6.43812e-08, 1.61057e-07, 9.77865e-07, 1.31414e-07, 8.96654e-08, 9.79159e-08, 3.58682e-07, 7.54353e-08, 6.10902e-08, 5.67716e-08, 1.3769e-06, 6.37081e-08, 9.67095e-08, 3.84356e-06, 5.641e-08, 5.641e-08, 1.14951e-07
0.502872, 0, 9.31199e-06, 9.67867e-08, 1.41421, -9.31199e-06, 9.67867e-08, 9.6799e-08, 1.09981e-07, 9.68513e-08, 1.10299e-07, 2.74183e-07, 1.65883e-06, 2.32097e-07, 1.53161e-07, 1.67147e-07, 6.09196e-07, 1.20329e-07, 1.0472e-07, 9.73997e-08, 1.91261e-06, 1.0946e-07, 1.50476e-07, 4.75779e-06, 9.67867e-08, 9.67867e-08, 1.96025e-07
0.510727, 0, 1.29568e-05, 1.63948e-07, 1.41421, -1.29568e-05, 1.63948e-07, 1.63969e-07, 1.86034e-07, 1.64057e-07, 1.86566e-07, 4.60873e-07, 2.77848e-06, 4.05333e-07, 2.58307e-07, 2.81717e-07, 1.02162e-06, 1.92999e-07, 1.77228e-07, 1.64974e-07, 2.65035e-06, 1.85674e-07, 2.35177e-07, 5.90047e-06, 1.63948e-07, 1.63948e-07, 3.30053e-07
0.518582, 0, 1.82767e-05, 2.74205e-07, 1.41421, -1.82767e-05, 2.74205e-07, 2.7424e-07, 3.10708e-07, 2.74384e-07, 3.11588e-07, 7.64959e-07, 4.59548e-06, 6.99989e-07, 4.30161e-07, 4.68853e-07, 1.69175e-06, 3.09957e-07, 2.96154e-07, 2.75901e-07, 3.66456e-06, 3.10979e-07, 3.68314e-07, 7.34148e-06, 2.74205e-07, 2.74205e-07, 5.48741e-07
0.526438, 0, 2.61042e-05, 4.52852e-07, 1.41421, -2.61042e-05, 4.52852e-07, 4.52908e-07, 5.12429e-07, 4.53144e-07, 5.13865e-07, 1.25384e-06, 7.50585e-06, 1.19544e-06, 7.07396e-07, 7.70546e-07, 2.7665e-06, 4.96731e-07, 4.88675e-07, 4.5562e-07, 5.05682e-06, 5.14329e-07, 5.7669e-07, 9.18098e-06, 4.52852e-07, 4.52852e-07, 9.00936e-07
0.534293, 0, 3.76706e-05, 7.38536e-07, 1.41421, -3.76706e-05, 7.38536e-07, 7.38626e-07, 8.34567e-07, 7.39007e-07, 8.36881e-07, 2.02961e-06, 1.21069e-05, 2.01895e-06, 1.14882e-06, 1.25061e-06, 4.46781e-06, 7.92251e-07, 7.96278e-07, 7.42998e-07, 6.96547e-06, 8.4006e-07, 9.00867e-07, 1.15552e-05, 7.38536e-07, 7.38536e-07, 1.46078e-06
0.542148, 0, 5.4791e-05, 1.18945e-06, 1.41421, -5.4791e-05, 1.18945e-06, 1.18959e-06, 1.34232e-06, 1.1902e-06, 1.34601e-06, 3.2447e-06, 1.92867e-05, 3.37206e-06, 1.84258e-06, 2.00462e-06, 7.12604e-06, 1.25504e-06, 1.28137e-06, 1.19655e-06, 9.57872e-06, 1.35509e-06, 1.40146e-06, 1.46594e-05, 1.18945e-06, 1.18945e-06, 2.33919e-06
0.550003, 0, 8.01093e-05, 1.8919e-06, 1.41421, -8.01093e-05, 1.8919e-06, 1.89212e-06, 2.13225e-06, 1.89307e-06, 2.13804e-06, 5.12324e-06, 3.03451e-05, 5.56972e-06, 2.91878e-06, 3.17354e-06, 1.12257e-05, 1.9718e-06, 2.03641e-06, 1.90306e-06, 1.3152e-05, 2.15891e-06, 2.16783e-06, 1.87705e-05, 1.8919e-06, 1.8919e-06, 3.69956e-06
0.557858, 0, 0.000117434, 2.97195e-06, 1.41421, -0.000117434, 2.97195e-06, 2.9723e-06, 3.34519e-06, 2.97378e-06, 3.35419e-06, 7.98989e-06, 4.71569e-05, 9.09777e-06, 4.5666e-06, 4.96222e-06, 1.74663e-05, 3.06906e-06, 3.19637e-06, 2.9893e-06, 1.80307e-05, 3.39728e-06, 3.32995e-06, 2.42805e-05, 2.97195e-06, 2.97195e-06, 5.77907e-06
0.565714, 0, 0.000172187, 4.61105e-06, 1.41421, -0.000172187, 4.61105e-06, 4.61158e-06, 5.18354e-06, 4.61385e-06, 5.19734e-06, 1.23079e-05, 7.23846e-05, 1.46959e-05, 7.057e-06, 7.66383e-06, 2.68434e-05, 4.7288e-06, 4.95526e-06, 4.63765e-06, 2.46808e-05, 5.28057e-06, 5.07417e-06, 3.17416e-05, 4.61105e-06, 4.61105e-06, 8.9169e-06
