   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_322.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
11.6745, 2.60607, 2.5859, 1.17499, 2.14618, 0.0201738, 1.17499, 0, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 1.17499, 2.5859
11.6824, 3.78315, 2.75664, 1.17506, 2.40482, 1.0265, 1.17506, 0, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 1.17506, 2.75664
11.6902, 3.81056, 2.93528, 1.1743, 2.41051, 0.875276, 1.1743, 0, 1.1743, 1.1743, 1.1743, 1.1743, 1.1743, 1.1743, 1.1743, 1.1743, 1.1743, 1.1743, 1.1743, 1.1743, 1.17431, 1.1743, 1.1743, 2.93528
11.6981, 4.5939, 3.1203, 1.17278, 2.56786, 1.47361, 1.17278, 0, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 1.17278, 3.1203
11.706, 5.58934, 3.31013, 1.17088, 2.75488, 2.27921, 1.17088, 0, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 1.17088, 3.31013
11.7138, 9.79504, 3.50301, 1.16897, 3.43439, 6.29204, 1.16897, 0, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 1.16897, 3.50301
11.7217, 5.39901, 3.69829, 1.16891, 2.72011, 1.70072, 1.16891, 0, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 1.16891, 3.69828
11.7296, 7.77001, 3.89051, 1.16795, 3.1257, 3.8795, 1.16795, 0, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 1.16795, 3.89051
11.7374, 7.22032, 4.07692, 1.16614, 3.0365, 3.14341, 1.16614, 0, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 1.16614, 4.07692
11.7453, 2.82181, 4.25502, 1.16392, 2.19586, -1.43321, 1.16392, 0, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 1.16392, 4.25502
11.7532, 2.58431, 4.42225, 1.1617, 2.1411, -1.83794, 1.1617, 0, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 1.1617, 4.42225
11.761, 3.57925, 4.57802, 1.16179, 2.36204, -0.998764, 1.16179, 0, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 1.16179, 4.57802
11.7689, 9.89331, 4.71628, 1.16089, 3.44867, 5.17703, 1.16089, 0, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 1.16089, 4.71628
11.7768, 9.40558, 4.83454, 1.15905, 3.37721, 4.57104, 1.15905, 0, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 1.15905, 4.83454
11.7846, 7.26134, 4.93103, 1.15675, 3.04324, 2.3303, 1.15675, 0, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 1.15675, 4.93103
11.7925, 8.13804, 5.00437, 1.15445, 3.18403, 3.13367, 1.15445, 0, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 1.15445, 5.00437
11.8004, 7.41744, 5.05545, 1.15447, 3.06878, 2.36199, 1.15447, 0, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 1.15447, 5.05545
11.8082, 3.28801, 5.07987, 1.15341, 2.29957, -1.79186, 1.15341, 0, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 1.15341, 5.07987
11.8161, 5.56283, 5.07727, 1.15135, 2.75006, 0.485552, 1.15135, 0, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 1.15135, 5.07727
11.824, 6.1202, 5.0482, 1.14879, 2.8496, 1.072, 1.14879, 0, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 1.14879, 5.0482
11.8318, 6.42999, 4.99373, 1.14623, 2.90344, 1.43625, 1.14623, 0, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 1.14623, 4.99373
11.8397, 8.99331, 4.91767, 1.14641, 3.31562, 4.07564, 1.14641, 0, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 1.14641, 4.91767
11.8476, 5.43717, 4.8176, 1.14541, 2.72712, 0.619572, 1.14541, 0, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 1.14541, 4.8176
11.8554, 4.99491, 4.69556, 1.14332, 2.64479, 0.299343, 1.14332, 0, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 1.14332, 4.69556
11.8633, 2.99543, 4.55435, 1.14068, 2.23505, -1.55892, 1.14068, 0, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 1.14068, 4.55434
11.8712, 3.99504, 4.39706, 1.13804, 2.44848, -0.402013, 1.13804, 0, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 1.13804, 4.39706
11.879, 3.44957, 4.22926, 1.13823, 2.33443, -0.779691, 1.13823, 0, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 1.13823, 4.22926
11.8869, 5.45428, 4.04978, 1.13715, 2.73025, 1.4045, 1.13715, 0, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 1.13715, 4.04977
11.8948, 5.08178, 3.86151, 1.13489, 2.66116, 1.22028, 1.13489, 0, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 1.13489, 3.86151
11.9027, 7.0721, 3.66794, 1.13205, 3.01199, 3.40416, 1.13205, 0, 1.13205, 1.13205, 1.13205, 1.13205, 1.13205, 1.13205, 1.13205, 1.13205, 1.13205, 1.13205, 1.13205, 1.13205, 1.13206, 1.13205, 1.13205, 3.66794
11.9105, 7.84612, 3.47245, 1.12922, 3.13785, 4.37366, 1.12922, 0, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 1.12922, 3.47245
11.9184, 4.53358, 3.28073, 1.12956, 2.55609, 1.25285, 1.12956, 0, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 1.12956, 3.28073
11.9263, 1.99765, 3.09064, 1.12854, 1.99941, -1.09299, 1.12854, 0, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 1.12854, 3.09064
11.9341, 1.99765, 2.9044, 1.12626, 1.99941, -0.906757, 1.12626, 0, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 1.12626, 2.9044
11.942, 1.52392, 2.72438, 1.12334, 1.87721, -1.20047, 1.12334, 0, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 1.12334, 2.72438
11.9499, 3.99529, 2.55276, 1.12043, 2.44853, 1.44253, 1.12043, 0, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 1.12043, 2.55276
11.9577, 3.47361, 2.39407, 1.12085, 2.33957, 1.07953, 1.12085, 0, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 1.12085, 2.39407
11.9656, 2.47831, 2.24439, 1.11982, 2.1162, 0.233929, 1.11982, 0, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 1.11982, 2.24439
11.9735, 1, 2.10441, 1.11744, 1.73205, -1.10441, 1.11744, 0, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 1.11744, 2.10441
11.9813, 2, 1.97517, 1.11439, 2, 0.0248312, 1.11439, 0, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.11439, 1.97517
11.9892, 1, 1.85736, 1.11134, 1.73205, -0.857356, 1.11134, 0, 1.11134, 1.11134, 1.11134, 1.11134, 1.11134, 1.11134, 1.11134, 1.11134, 1.11134, 1.11134, 1.11134, 1.11134, 1.11135, 1.11134, 1.11134, 1.85736
11.9971, 1.01933, 1.75449, 1.11193, 1.73762, -0.735159, 1.11193, 0, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.11193, 1.75449
12.0049, 2.98067, 1.66107, 1.11096, 2.23174, 1.3196, 1.11096, 0, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.11096, 1.66107
12.0128, 0, 1.57676, 1.10855, 1.41421, -1.57676, 1.10855, 0, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.10855, 1.57676
12.0207, 2, 1.50168, 1.10542, 2, 0.498316, 1.10542, 0, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.10542, 1.50168
12.0285, 1.49988, 1.43593, 1.1023, 1.8708, 0.0639436, 1.1023, 0, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.1023, 1.43593
12.0364, 0.997522, 1.38267, 1.10305, 1.73134, -0.385153, 1.10305, 0, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.10305, 1.38267
12.0443, 3.5026, 1.33564, 1.10215, 2.34576, 2.16696, 1.10215, 0, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.10215, 1.33564
12.0521, 1.49269, 1.29425, 1.09971, 1.86887, 0.19844, 1.09971, 0, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.09971, 1.29425
12.06, 2.50731, 1.25857, 1.09649, 2.12304, 1.24874, 1.09649, 0, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.09649, 1.25857
12.0679, 0, 1.22872, 1.09328, 1.41421, -1.22872, 1.09328, 0, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.09328, 1.22872
12.0757, 0, 1.20836, 1.09434, 1.41421, -1.20836, 1.09434, 0, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.09434, 1.20835
12.0836, 0, 1.19082, 1.09355, 1.41421, -1.19082, 1.09355, 0, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.09355, 1.19081
12.0915, 2, 1.17574, 1.09104, 2, 0.824264, 1.09104, 0, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.09104, 1.17573
12.0993, 0.478191, 1.16357, 1.08767, 1.57423, -0.685377, 1.08767, 0, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.08767, 1.16357
12.1072, 0.997646, 1.15482, 1.08431, 1.73137, -0.157177, 1.08431, 0, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.08431, 1.15482
12.1151, 0.997646, 1.15479, 1.08653, 1.73137, -0.157147, 1.08653, 0, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.08653, 1.15479
12.1229, 2.52652, 1.15568, 1.08678, 2.12756, 1.37084, 1.08678, 0, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.08678, 1.15568
12.1308, 1.93705, 1.15744, 1.08518, 1.9842, 0.779607, 1.08518, 0, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.08518, 1.15744
12.1387, 1.52912, 1.16088, 1.08265, 1.8786, 0.368243, 1.08265, 0, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.08265, 1.16088
12.1466, 1.46121, 1.16682, 1.08013, 1.86043, 0.294394, 1.08013, 0, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.08013, 1.16682
12.1544, 2.53395, 1.17981, 1.08221, 2.12931, 1.35414, 1.08221, 0, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.08221, 1.17981
12.1623, 3.99765, 1.19332, 1.0824, 2.44901, 2.80432, 1.0824, 0, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.0824, 1.19332
12.1702, 0.997522, 1.20747, 1.08083, 1.73134, -0.20995, 1.08083, 0, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.08083, 1.20747
12.178, 2.4518, 1.22312, 1.0784, 2.10993, 1.22868, 1.0784, 0, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.0784, 1.22312
12.1859, 2.54344, 1.24113, 1.07596, 2.13153, 1.30231, 1.07596, 0, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.07596, 1.24113
12.1938, 2.99745, 1.26578, 1.07784, 2.2355, 1.73167, 1.07784, 0, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.07784, 1.26578
12.2016, 0.550805, 1.29083, 1.07782, 1.59712, -0.74002, 1.07782, 0, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.07782, 1.29082
12.2095, 2.33346, 1.31633, 1.07606, 2.0817, 1.01713, 1.07606, 0, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.07606, 1.31633
12.2174, 1.66654, 1.34308, 1.07341, 1.91482, 0.323466, 1.07341, 0, 1.07341, 1.07341, 1.07341, 1.07341, 1.07341, 1.07341, 1.07341, 1.07341, 1.07341, 1.07341, 1.07341, 1.07341, 1.07342, 1.07341, 1.07341, 1.34308
12.2252, 4.43978, 1.37182, 1.07078, 2.53767, 3.06796, 1.07078, 0, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.07078, 1.37182
12.2331, 2.56022, 1.40688, 1.07262, 2.13547, 1.15334, 1.07262, 0, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.07262, 1.40688
12.241, 2.4347, 1.4417, 1.0726, 2.10587, 0.992999, 1.0726, 0, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.0726, 1.4417
12.2488, 1.99777, 1.4762, 1.07084, 1.99944, 0.521568, 1.07084, 0, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.07084, 1.4762
12.2567, 1.56753, 1.51099, 1.06822, 1.88879, 0.0565429, 1.06822, 0, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.06822, 1.51099
12.2646, 0.427509, 1.54664, 1.0656, 1.55805, -1.11913, 1.0656, 0, 1.0656, 1.0656, 1.0656, 1.0656, 1.0656, 1.0656, 1.0656, 1.0656, 1.0656, 1.0656, 1.0656, 1.0656, 1.06561, 1.0656, 1.0656, 1.54664
12.2724, 3.99777, 1.58688, 1.06703, 2.44903, 2.41089, 1.06703, 0, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.06703, 1.58688
12.2803, 2.42032, 1.62556, 1.06668, 2.10246, 0.794759, 1.06668, 0, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.06668, 1.62556
12.2882, 1.1544, 1.66247, 1.06468, 1.77606, -0.508074, 1.06468, 0, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.06468, 1.66247
12.296, 0.83608, 1.69809, 1.06187, 1.68407, -0.862014, 1.06187, 0, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.06187, 1.69809
12.3039, 2.57941, 1.73289, 1.05905, 2.13996, 0.846517, 1.05905, 0, 1.05905, 1.05905, 1.05905, 1.05905, 1.05905, 1.05905, 1.05905, 1.05905, 1.05905, 1.05905, 1.05905, 1.05905, 1.05906, 1.05905, 1.05905, 1.73289
12.3118, 2.58451, 1.77007, 1.0598, 2.14115, 0.814437, 1.0598, 0, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.0598, 1.77007
12.3196, 0.410781, 1.80443, 1.05921, 1.55267, -1.39365, 1.05921, 0, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.05921, 1.80443
12.3275, 3.58922, 1.83573, 1.05739, 2.36415, 1.75349, 1.05739, 0, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.05739, 1.83573
12.3354, 2.40582, 1.86431, 1.05496, 2.09901, 0.541515, 1.05496, 0, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.05496, 1.86431
12.3432, 0.594176, 1.89052, 1.05252, 1.61064, -1.29634, 1.05252, 0, 1.05252, 1.05252, 1.05252, 1.05252, 1.05252, 1.05252, 1.05252, 1.05252, 1.05252, 1.05252, 1.05252, 1.05252, 1.05253, 1.05252, 1.05252, 1.89052
12.3511, 1.80198, 1.9153, 1.05127, 1.94987, -0.113319, 1.05127, 0, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.05127, 1.9153
12.359, 3.59665, 1.93702, 1.04978, 2.36573, 1.65963, 1.04978, 0, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.04978, 1.93702
12.3668, 2.79021, 1.9555, 1.04806, 2.18865, 0.834707, 1.04806, 0, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.04806, 1.9555
12.3747, 3.20496, 1.97026, 1.04575, 2.28144, 1.2347, 1.04575, 0, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.04575, 1.97026
12.3826, 0.606196, 1.98123, 1.04292, 1.61437, -1.37503, 1.04292, 0, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.04292, 1.98123
12.3904, 5, 1.98848, 1.03972, 2.64575, 3.01152, 1.03972, 0, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.03972, 1.98848
12.3983, 3.54647, 1.99209, 1.03627, 2.35509, 1.55438, 1.03627, 0, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.03627, 1.99209
12.4062, 5.60618, 1.99216, 1.0327, 2.75793, 3.61402, 1.0327, 0, 1.0327, 1.0327, 1.0327, 1.0327, 1.0327, 1.0327, 1.0327, 1.0327, 1.0327, 1.0327, 1.0327, 1.0327, 1.03271, 1.0327, 1.0327, 1.99216
12.4141, 1.84735, 1.98883, 1.02915, 1.96147, -0.141472, 1.02915, 0, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.02915, 1.98883
12.4219, 1.37931, 1.98304, 1.0265, 1.83829, -0.603729, 1.0265, 0, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.0265, 1.98303
12.4298, 1.75155, 1.97296, 1.02286, 1.93689, -0.221413, 1.02286, 0, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.02286, 1.97296
12.4377, 1.86914, 1.95886, 1.01836, 1.96701, -0.0897171, 1.01836, 0, 1.01836, 1.01836, 1.01836, 1.01836, 1.01836, 1.01836, 1.01836, 1.01836, 1.01836, 1.01836, 1.01836, 1.01836, 1.01837, 1.01836, 1.01836, 1.95886
12.4455, 3.37212, 1.94132, 1.01345, 2.31778, 1.4308, 1.01345, 0, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.01345, 1.94132
