   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_127.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
20.0607, 0, 0.262825, 1.7369e-10, 1.41421, -0.262825, 0, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 1.7369e-10, 0.247617, 1.7369e-10, 0.0152082, 1.7369e-10, 1.7369e-10
20.0686, 1.03865, 0.274974, 1.76666e-10, 1.74317, 0.763678, 0, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 1.76666e-10, 0.260091, 1.76666e-10, 0.0148829, 1.76666e-10, 1.76666e-10
20.0764, 0.961348, 0.286863, 1.7886e-10, 1.72086, 0.674485, 0, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 1.7886e-10, 0.272296, 1.7886e-10, 0.0145665, 1.7886e-10, 1.7886e-10
20.0843, 0.0336967, 0.298427, 1.80182e-10, 1.42608, -0.264731, 0, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 1.80182e-10, 0.284168, 1.80182e-10, 0.0142598, 1.80182e-10, 1.80182e-10
20.0922, 1.9663, 0.309591, 1.80744e-10, 1.99156, 1.65671, 0, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 1.80744e-10, 0.295627, 1.80744e-10, 0.013964, 1.80744e-10, 1.80744e-10
20.1, 1, 0.320276, 1.80492e-10, 1.73205, 0.679724, 0, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 1.80492e-10, 0.306595, 1.80492e-10, 0.0136803, 1.80492e-10, 1.80492e-10
20.1079, 1, 0.330406, 1.79227e-10, 1.73205, 0.669594, 0, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 1.79227e-10, 0.316996, 1.79227e-10, 0.0134097, 1.79227e-10, 1.79227e-10
20.1158, 0, 0.339896, 1.77161e-10, 1.41421, -0.339896, 0, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 1.77161e-10, 0.326743, 1.77161e-10, 0.0131535, 1.77161e-10, 1.77161e-10
20.1236, 0, 0.348657, 1.74425e-10, 1.41421, -0.348657, 0, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 1.74425e-10, 0.335744, 1.74425e-10, 0.0129128, 1.74425e-10, 1.74425e-10
20.1315, 1, 0.356602, 1.71035e-10, 1.73205, 0.643398, 0, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 1.71035e-10, 0.343913, 1.71035e-10, 0.0126885, 1.71035e-10, 1.71035e-10
20.1394, 0, 0.363636, 1.66862e-10, 1.41421, -0.363636, 0, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 1.66862e-10, 0.351155, 1.66862e-10, 0.0124817, 1.66862e-10, 1.66862e-10
20.1472, 0, 0.369665, 1.62089e-10, 1.41421, -0.369665, 0, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 1.62089e-10, 0.357372, 1.62089e-10, 0.0122934, 1.62089e-10, 1.62089e-10
20.1551, 0, 0.374599, 1.56844e-10, 1.41421, -0.374599, 0, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 1.56844e-10, 0.362474, 1.56844e-10, 0.0121244, 1.56844e-10, 1.56844e-10
20.163, 1.00942, 0.378346, 1.51038e-10, 1.73477, 0.631074, 0, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 1.51038e-10, 0.36637, 1.51038e-10, 0.0119755, 1.51038e-10, 1.51038e-10
20.1709, 0.99058, 0.380823, 1.44838e-10, 1.72933, 0.609757, 0, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 1.44838e-10, 0.368976, 1.44838e-10, 0.0118472, 1.44838e-10, 1.44838e-10
20.1787, 0, 0.381956, 1.38299e-10, 1.41421, -0.381956, 0, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 1.38299e-10, 0.370216, 1.38299e-10, 0.0117401, 1.38299e-10, 1.38299e-10
20.1866, 0.0024777, 0.381682, 1.31371e-10, 1.41509, -0.379204, 0, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 1.31371e-10, 0.370028, 1.31371e-10, 0.0116544, 1.31371e-10, 1.31371e-10
20.1945, 1.99703, 0.379953, 1.2418e-10, 1.99926, 1.61707, 0, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 1.2418e-10, 0.368363, 1.2418e-10, 0.0115906, 1.2418e-10, 1.2418e-10
20.2023, 0.998017, 0.376738, 1.16659e-10, 1.73148, 0.621279, 0, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 1.16659e-10, 0.365189, 1.16659e-10, 0.0115484, 1.16659e-10, 1.16659e-10
20.2102, 0.00247893, 0.372025, 1.0896e-10, 1.41509, -0.369546, 0, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 1.0896e-10, 0.360497, 1.0896e-10, 0.0115281, 1.0896e-10, 1.0896e-10
20.2181, 0, 0.365825, 1.01239e-10, 1.41421, -0.365825, 0, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 1.01239e-10, 0.354296, 1.01239e-10, 0.0115293, 1.01239e-10, 1.01239e-10
20.2259, 0, 0.358175, 9.35133e-11, 1.41421, -0.358175, 0, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 9.35133e-11, 0.346623, 9.35133e-11, 0.0115517, 9.35133e-11, 9.35133e-11
20.2338, 0, 0.349128, 8.57375e-11, 1.41421, -0.349128, 0, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 8.57375e-11, 0.337533, 8.57375e-11, 0.0115949, 8.57375e-11, 8.57375e-11
20.2417, 0, 0.338764, 7.80248e-11, 1.41421, -0.338764, 0, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 7.80248e-11, 0.327106, 7.80248e-11, 0.0116585, 7.80248e-11, 7.80248e-11
20.2495, 0, 0.32719, 7.04483e-11, 1.41421, -0.32719, 0, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 7.04483e-11, 0.315449, 7.04483e-11, 0.0117418, 7.04483e-11, 7.04483e-11
20.2574, 0.980674, 0.314523, 6.29676e-11, 1.72646, 0.666151, 0, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 6.29676e-11, 0.302679, 6.29676e-11, 0.0118443, 6.29676e-11, 6.29676e-11
20.2653, 1.01933, 0.300904, 5.56836e-11, 1.73762, 0.718422, 0, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 5.56836e-11, 0.288939, 5.56836e-11, 0.0119652, 5.56836e-11, 5.56836e-11
20.2731, 0, 0.286493, 4.8665e-11, 1.41421, -0.286493, 0, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 4.8665e-11, 0.274389, 4.8665e-11, 0.0121038, 4.8665e-11, 4.8665e-11
20.281, 0, 0.271447, 4.19981e-11, 1.41421, -0.271447, 0, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 4.19981e-11, 0.259187, 4.19981e-11, 0.0122595, 4.19981e-11, 4.19981e-11
20.2889, 0, 0.255941, 3.57497e-11, 1.41421, -0.255941, 0, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 3.57497e-11, 0.243509, 3.57497e-11, 0.0124315, 3.57497e-11, 3.57497e-11
20.2968, 1.93657, 0.240151, 2.98566e-11, 1.98408, 1.69642, 0, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 2.98566e-11, 0.227532, 2.98566e-11, 0.0126192, 2.98566e-11, 2.98566e-11
20.3046, 0.0634291, 0.224253, 2.43753e-11, 1.43646, -0.160824, 0, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 2.43753e-11, 0.211431, 2.43753e-11, 0.0128218, 2.43753e-11, 2.43753e-11
20.3125, 0, 0.208408, 1.93407e-11, 1.41421, -0.208408, 0, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 1.93407e-11, 0.195369, 1.93407e-11, 0.0130389, 1.93407e-11, 1.93407e-11
20.3204, 0, 0.192777, 1.48157e-11, 1.41421, -0.192777, 0, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 1.48157e-11, 0.179508, 1.48157e-11, 0.0132699, 1.48157e-11, 1.48157e-11
20.3282, 1, 0.177513, 1.0862e-11, 1.73205, 0.822487, 0, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 1.0862e-11, 0.163999, 1.0862e-11, 0.0135142, 1.0862e-11, 1.0862e-11
20.3361, 0, 0.162738, 7.52074e-12, 1.41421, -0.162738, 0, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 7.52074e-12, 0.148967, 7.52074e-12, 0.0137714, 7.52074e-12, 7.52074e-12
20.344, 0, 0.148571, 4.98191e-12, 1.41421, -0.148571, 0, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 4.98191e-12, 0.13453, 4.98191e-12, 0.0140413, 4.98191e-12, 4.98191e-12
20.3518, 0, 0.135113, 2.87831e-12, 1.41421, -0.135113, 0, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 2.87831e-12, 0.120789, 2.87831e-12, 0.0143234, 2.87831e-12, 2.87831e-12
20.3597, 0, 0.122432, 1.29631e-12, 1.41421, -0.122432, 0, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 1.29631e-12, 0.107815, 1.29631e-12, 0.0146176, 1.29631e-12, 1.29631e-12
20.3676, 0, 0.110592, 3.24076e-13, 1.41421, -0.110592, 0, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 3.24076e-13, 0.0956681, 3.24076e-13, 0.0149238, 3.24076e-13, 3.24076e-13
20.3754, 0, 0.0996333, 0, 1.41421, -0.0996333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0843916, 0, 0.0152417, 0, 0
20.3833, 0, 0.0895724, 0, 1.41421, -0.0895724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0740009, 0, 0.0155715, 0, 0
20.3912, 0, 0.080417, 0, 1.41421, -0.080417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0645039, 0, 0.0159132, 0, 0
20.399, 0, 0.0721591, 0, 1.41421, -0.0721591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0558925, 0, 0.0162667, 0, 0
20.4069, 0, 0.064772, 0, 1.41421, -0.064772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0481397, 0, 0.0166324, 0, 0
20.4148, 0, 0.0582244, 0, 1.41421, -0.0582244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.041214, 0, 0.0170104, 0, 0
20.4226, 0, 0.0524739, 0, 1.41421, -0.0524739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0350731, 0, 0.0174008, 0, 0
20.4305, 0, 0.0474732, 0, 1.41421, -0.0474732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0296691, 0, 0.0178041, 0, 0
20.4384, 0, 0.0431664, 0, 1.41421, -0.0431664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0249459, 0, 0.0182205, 0, 0
20.4463, 0, 0.0394987, 0, 1.41421, -0.0394987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0208483, 0, 0.0186504, 0, 0
20.4541, 0, 0.0364138, 0, 1.41421, -0.0364138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0173197, 0, 0.019094, 0, 0
20.462, 0, 0.033853, 0, 1.41421, -0.033853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014301, 0, 0.019552, 0, 0
20.4699, 0, 0.031762, 0, 1.41421, -0.031762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0117372, 0, 0.0200247, 0, 0
20.4777, 0, 0.0300879, 0, 1.41421, -0.0300879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00957551, 0, 0.0205124, 0, 0
20.4856, 0, 0.0287802, 2.42887e-34, 1.41421, -0.0287802, 0, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 2.42887e-34, 0.00776446, 2.42887e-34, 0.0210158, 2.42887e-34, 2.42887e-34
20.4935, 0, 0.0277932, 8.98347e-34, 1.41421, -0.0277932, 0, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 8.98347e-34, 0.00625799, 8.98347e-34, 0.0215352, 8.98347e-34, 8.98347e-34
20.5013, 0, 0.0270848, 1.8712e-33, 1.41421, -0.0270848, 0, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 1.8712e-33, 0.00501369, 1.8712e-33, 0.0220711, 1.8712e-33, 1.8712e-33
20.5092, 0, 0.0266164, 3.08657e-33, 1.41421, -0.0266164, 0, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 3.08657e-33, 0.0039924, 3.08657e-33, 0.022624, 3.08657e-33, 3.08657e-33
20.5171, 0, 0.0263544, 4.50872e-33, 1.41421, -0.0263544, 0, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 4.50872e-33, 0.00316002, 4.50872e-33, 0.0231944, 4.50872e-33, 4.50872e-33
20.5249, 1, 0.0262689, 6.14378e-33, 1.73205, 0.973731, 0, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 6.14378e-33, 0.00248628, 6.14378e-33, 0.0237826, 6.14378e-33, 6.14378e-33
20.5328, 0, 0.0263337, 7.88343e-33, 1.41421, -0.0263337, 0, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 7.88343e-33, 0.00194432, 7.88343e-33, 0.0243894, 7.88343e-33, 7.88343e-33
20.5407, 0, 0.0265263, 9.60057e-33, 1.41421, -0.0265263, 0, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 9.60057e-33, 0.00151137, 9.60057e-33, 0.0250149, 9.60057e-33, 9.60057e-33
20.5485, 0.891477, 0.0268275, 1.11064e-32, 1.70043, 0.864649, 0, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 1.11064e-32, 0.00116779, 1.11064e-32, 0.0256597, 1.11064e-32, 1.11064e-32
20.5564, 0.108523, 0.0272208, 1.23889e-32, 1.45208, 0.0813024, 0, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 1.23889e-32, 0.000896968, 1.23889e-32, 0.0263239, 1.23889e-32, 1.23889e-32
20.5643, 0, 0.027693, 1.3499e-32, 1.41421, -0.027693, 0, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 1.3499e-32, 0.000684794, 1.3499e-32, 0.0270082, 1.3499e-32, 1.3499e-32
20.5722, 0, 0.0282324, 1.44955e-32, 1.41421, -0.0282324, 0, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 1.44955e-32, 0.000519693, 1.44955e-32, 0.0277127, 1.44955e-32, 1.44955e-32
20.58, 0, 0.0288295, 1.54445e-32, 1.41421, -0.0288295, 0, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 1.54445e-32, 0.000392081, 1.54445e-32, 0.0284375, 1.54445e-32, 1.54445e-32
20.5879, 0, 0.0294771, 1.64236e-32, 1.41421, -0.0294771, 0, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 1.64236e-32, 0.000294033, 1.64236e-32, 0.029183, 1.64236e-32, 1.64236e-32
20.5958, 0, 0.0301685, 1.71084e-32, 1.41421, -0.0301685, 0, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 1.71084e-32, 0.000219206, 1.71084e-32, 0.0299493, 1.71084e-32, 1.71084e-32
20.6036, 0, 0.0308986, 1.73067e-32, 1.41421, -0.0308986, 0, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 1.73067e-32, 0.000162478, 1.73067e-32, 0.0307361, 1.73067e-32, 1.73067e-32
20.6115, 0, 0.0316634, 1.71332e-32, 1.41421, -0.0316634, 0, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 1.71332e-32, 0.000119725, 1.71332e-32, 0.0315437, 1.71332e-32, 1.71332e-32
