   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_127.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.6291, 16.509, 15.0187, 14.9452, 4.30221, 1.49029, 0, 14.9452, 14.9452, 14.9457, 15.0181, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452, 14.9452
6.63697, 10.6784, 15.0057, 14.9527, 3.56067, -4.3273, 0, 14.9527, 14.9527, 14.9531, 15.0052, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527, 14.9527
6.64484, 8.14167, 14.9978, 14.9599, 3.1846, -6.8561, 0, 14.9599, 14.9599, 14.9603, 14.9973, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599, 14.9599
6.65271, 10.1364, 14.9937, 14.9668, 3.48374, -4.85722, 0, 14.9668, 14.9669, 14.9672, 14.9932, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668, 14.9668
6.66058, 13.8647, 14.9924, 14.9735, 3.98305, -1.12767, 0, 14.9735, 14.9736, 14.9739, 14.9919, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735, 14.9735
6.66845, 20.5394, 14.9931, 14.9799, 4.74757, 5.54633, 0, 14.9799, 14.98, 14.9803, 14.9926, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799, 14.9799
6.67631, 14.2697, 14.9952, 14.9861, 4.03358, -0.725497, 0, 14.9861, 14.9862, 14.9864, 14.9948, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861, 14.9861
6.68418, 9.12934, 14.9983, 14.9919, 3.33607, -5.86898, 0, 14.9919, 14.992, 14.9922, 14.9979, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919, 14.9919
6.69205, 11.125, 15.002, 14.9975, 3.62285, -3.87698, 0, 14.9975, 14.9977, 14.9978, 15.0016, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975, 14.9975
6.69992, 9.98518, 15.0061, 15.0029, 3.46196, -5.0209, 0, 15.0029, 15.003, 15.0031, 15.0056, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029, 15.0029
6.70779, 11.7216, 15.0103, 15.0079, 3.70426, -3.28876, 0, 15.0079, 15.0082, 15.0082, 15.0098, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079, 15.0079
6.71566, 8.86097, 15.0146, 15.0128, 3.2956, -6.15364, 0, 15.0128, 15.013, 15.013, 15.0141, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128, 15.0128
6.72353, 13.3743, 15.0188, 15.0173, 3.92101, -1.64449, 0, 15.0173, 15.0176, 15.0176, 15.0182, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173, 15.0173
6.73139, 18.9855, 15.023, 15.0216, 4.58099, 3.96248, 0, 15.0216, 15.022, 15.0219, 15.0223, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216, 15.0216
6.73926, 11.9855, 15.027, 15.0256, 3.73973, -3.04142, 0, 15.0256, 15.0261, 15.0259, 15.0262, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256, 15.0256
6.74713, 14.2258, 15.0308, 15.0294, 4.02813, -0.804963, 0, 15.0294, 15.0299, 15.0297, 15.03, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294, 15.0294
6.755, 14.6273, 15.0345, 15.0329, 4.07766, -0.407146, 0, 15.033, 15.0336, 15.0332, 15.0336, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329, 15.0329
6.76287, 11.3336, 15.038, 15.0362, 3.65152, -3.70439, 0, 15.0362, 15.037, 15.0365, 15.037, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362, 15.0362
6.77074, 12.8684, 15.0413, 15.0393, 3.85596, -2.17294, 0, 15.0393, 15.0401, 15.0395, 15.0402, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393, 15.0393
6.77861, 16.6518, 15.0446, 15.0421, 4.31877, 1.60721, 0, 15.0421, 15.043, 15.0423, 15.0433, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421, 15.0421
6.78647, 10.2064, 15.0478, 15.0446, 3.49377, -4.84135, 0, 15.0446, 15.0457, 15.0448, 15.0464, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446, 15.0446
6.79434, 7.88003, 15.0509, 15.0469, 3.14325, -7.1709, 0, 15.0469, 15.0481, 15.0471, 15.0494, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469, 15.0469
6.80221, 6.40025, 15.0542, 15.0489, 2.89832, -8.65391, 0, 15.049, 15.0503, 15.0492, 15.0525, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489, 15.0489
6.81008, 20.7765, 15.0576, 15.0508, 4.77247, 5.71892, 0, 15.0508, 15.0523, 15.051, 15.0558, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508, 15.0508
6.81795, 11.9835, 15.0613, 15.0523, 3.73945, -3.07782, 0, 15.0523, 15.054, 15.0526, 15.0594, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523, 15.0523
6.82582, 12.8872, 15.0656, 15.0537, 3.8584, -2.17836, 0, 15.0537, 15.0555, 15.0539, 15.0635, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537, 15.0537
6.83368, 10.9855, 15.0706, 15.0548, 3.60354, -4.08509, 0, 15.0548, 15.0568, 15.0551, 15.0683, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548, 15.0548
6.84155, 8.62155, 15.0766, 15.0557, 3.25907, -6.45504, 0, 15.0557, 15.0578, 15.0559, 15.0742, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557, 15.0557
6.84942, 6.34945, 15.0839, 15.0563, 2.88954, -8.73448, 0, 15.0563, 15.0585, 15.0566, 15.0814, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563, 15.0563
6.85729, 13.244, 15.093, 15.0567, 3.90436, -1.84902, 0, 15.0567, 15.0591, 15.057, 15.0904, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567, 15.0567
6.86516, 13.727, 15.1043, 15.0569, 3.96573, -1.37729, 0, 15.0569, 15.0593, 15.0572, 15.1016, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569
6.87303, 10.0673, 15.1183, 15.0569, 3.4738, -5.05098, 0, 15.0569, 15.0594, 15.0572, 15.1155, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569, 15.0569
6.8809, 11.7458, 15.1355, 15.0566, 3.70754, -3.38965, 0, 15.0566, 15.0591, 15.0569, 15.1327, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566, 15.0566
6.88876, 6.99056, 15.1566, 15.0561, 2.99843, -8.16604, 0, 15.0561, 15.0586, 15.0564, 15.1538, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561, 15.0561
6.89663, 10.0645, 15.1822, 15.0554, 3.4734, -5.11766, 0, 15.0554, 15.0579, 15.0557, 15.1793, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554, 15.0554
6.9045, 11.2743, 15.2128, 15.0545, 3.6434, -3.93847, 0, 15.0545, 15.0569, 15.0548, 15.21, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545, 15.0545
6.91237, 17.9788, 15.2491, 15.0533, 4.46976, 2.72966, 0, 15.0533, 15.0557, 15.0536, 15.2463, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0533, 15.0534, 15.0533
6.92024, 16.7775, 15.2915, 15.0519, 4.33331, 1.48605, 0, 15.0519, 15.0542, 15.0522, 15.2888, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.0519, 15.052, 15.0519
6.92811, 12.5985, 15.3404, 15.0503, 3.8208, -2.74185, 0, 15.0503, 15.0525, 15.0506, 15.3377, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0503, 15.0504, 15.0503
6.93598, 9.43457, 15.3959, 15.0484, 3.3815, -5.9613, 0, 15.0485, 15.0505, 15.0487, 15.3933, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0484, 15.0486, 15.0484
6.94384, 10.7446, 15.458, 15.0463, 3.56996, -4.71338, 0, 15.0464, 15.0483, 15.0466, 15.4555, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0463, 15.0466, 15.0463
6.95171, 12.3933, 15.5264, 15.044, 3.79385, -3.13308, 0, 15.044, 15.0458, 15.0443, 15.524, 15.044, 15.044, 15.044, 15.044, 15.044, 15.044, 15.044, 15.044, 15.044, 15.044, 15.044, 15.044, 15.044, 15.044, 15.0443, 15.044
6.95958, 15.921, 15.6006, 15.0414, 4.23332, 0.320432, 0, 15.0414, 15.0431, 15.0417, 15.5982, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0414, 15.0418, 15.0414
6.96745, 15.559, 15.6796, 15.0386, 4.19034, -0.120582, 0, 15.0386, 15.0401, 15.0389, 15.6772, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0386, 15.0391, 15.0386
6.97532, 8.49753, 15.7622, 15.0355, 3.23999, -7.26468, 0, 15.0355, 15.0369, 15.0358, 15.7599, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0355, 15.0361, 15.0355
6.98319, 13.7355, 15.847, 15.0321, 3.9668, -2.11147, 0, 15.0322, 15.0334, 15.0325, 15.8446, 15.0321, 15.0321, 15.0321, 15.0321, 15.0321, 15.0321, 15.0321, 15.0321, 15.0321, 15.0321, 15.0321, 15.0322, 15.0321, 15.0321, 15.033, 15.0321
6.99106, 10.8502, 16.1837, 15.2802, 3.58472, -5.33355, 0, 15.2802, 15.2812, 15.2805, 16.1813, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2802, 15.2812, 15.2802
6.99892, 11.0787, 16.5199, 15.529, 3.61644, -5.44119, 0, 15.529, 15.5299, 15.5293, 16.5173, 15.529, 15.529, 15.529, 15.529, 15.529, 15.529, 15.529, 15.529, 15.529, 15.529, 15.529, 15.529, 15.529, 15.529, 15.5303, 15.529
7.00679, 16.0276, 16.5114, 15.4368, 4.2459, -0.483795, 0, 15.4368, 15.4376, 15.4371, 16.5087, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4368, 15.4383, 15.4368
7.01466, 9.87193, 16.4426, 15.2898, 3.44557, -6.57063, 0, 15.2898, 15.2905, 15.2901, 16.4396, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2898, 15.2918, 15.2898
7.02253, 14.1354, 16.3651, 15.1422, 4.01689, -2.22963, 0, 15.1422, 15.1428, 15.1426, 16.3618, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1422, 15.1446, 15.1422
7.0304, 15.9161, 16.278, 14.9951, 4.23274, -0.361893, 0, 14.9951, 14.9956, 14.9954, 16.2743, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9951, 14.9978, 14.9951
7.03827, 10.0804, 16.1782, 14.8471, 3.47569, -6.09781, 0, 14.8471, 14.8475, 14.8474, 16.1742, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8471, 14.8504, 14.8471
7.04614, 16.9528, 16.0643, 14.6983, 4.35348, 0.8885, 0, 14.6983, 14.6986, 14.6986, 16.0598, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.6983, 14.7021, 14.6983
7.054, 12.9052, 15.9351, 14.5486, 3.86073, -3.02992, 0, 14.5487, 14.5489, 14.549, 15.9301, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.5486, 14.553, 14.5486
7.06187, 8.1075, 15.7904, 14.3985, 3.17923, -7.68286, 0, 14.3985, 14.3988, 14.3989, 15.7848, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.3985, 14.4035, 14.3985
7.06974, 13.8732, 15.6311, 14.2491, 3.98412, -1.7579, 0, 14.2491, 14.2493, 14.2494, 15.6249, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2491, 14.2547, 14.2491
7.07761, 13.0278, 15.4561, 14.0989, 3.87656, -2.42838, 0, 14.0989, 14.0991, 14.0992, 15.4493, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.0989, 14.1052, 14.0989
7.08548, 13.0014, 15.2664, 13.948, 3.87316, -2.26504, 0, 13.948, 13.9481, 13.9483, 15.259, 13.948, 13.948, 13.948, 13.948, 13.948, 13.948, 13.948, 13.948, 13.948, 13.948, 13.948, 13.948, 13.948, 13.948, 13.9549, 13.948
7.09335, 7.9974, 15.0633, 13.7965, 3.16187, -7.06591, 0, 13.7965, 13.7966, 13.7968, 15.0553, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.7965, 13.804, 13.7965
7.10122, 18.0157, 14.8487, 13.6446, 4.4739, 3.167, 0, 13.6446, 13.6447, 13.645, 14.8401, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6446, 13.6528, 13.6446
7.10908, 17.9094, 14.6249, 13.4928, 4.462, 3.28448, 0, 13.4928, 13.4929, 13.4932, 14.6158, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.4928, 13.5015, 13.4928
7.11695, 11.0102, 14.3936, 13.3406, 3.60697, -3.3834, 0, 13.3406, 13.3407, 13.341, 14.384, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3406, 13.3497, 13.3406
7.12482, 15.9878, 14.1571, 13.1882, 4.2412, 1.83066, 0, 13.1882, 13.1883, 13.1886, 14.1471, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1882, 13.1977, 13.1882
7.13269, 10.9784, 13.9178, 13.0357, 3.60255, -2.93937, 0, 13.0357, 13.0358, 13.0362, 13.9074, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0357, 13.0455, 13.0357
7.14056, 14.9831, 13.6774, 12.8829, 4.12105, 1.30573, 0, 12.8829, 12.883, 12.8835, 13.6667, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.8829, 12.893, 12.8829
7.14843, 14.9805, 13.438, 12.73, 4.12075, 1.54256, 0, 12.73, 12.7301, 12.7307, 13.4272, 12.73, 12.73, 12.73, 12.73, 12.73, 12.73, 12.73, 12.73, 12.73, 12.73, 12.73, 12.73, 12.73, 12.73, 12.7401, 12.73
7.15629, 11.9914, 13.2036, 12.5793, 3.74051, -1.21215, 0, 12.5793, 12.5794, 12.5801, 13.1927, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5793, 12.5894, 12.5793
7.16416, 8.01673, 12.9726, 12.4278, 3.16492, -4.95591, 0, 12.4278, 12.4279, 12.4288, 12.9617, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4278, 12.4377, 12.4278
7.17203, 11.9645, 12.7459, 12.2752, 3.73691, -0.7814, 0, 12.2752, 12.2753, 12.2765, 12.7349, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2752, 12.2849, 12.2752
7.1799, 11.9753, 12.5233, 12.1206, 3.73835, -0.547997, 0, 12.1207, 12.1207, 12.1224, 12.5122, 12.1206, 12.1206, 12.1206, 12.1206, 12.1206, 12.1206, 12.1206, 12.1206, 12.1206, 12.1206, 12.1206, 12.1207, 12.1206, 12.1206, 12.13, 12.1206
7.18777, 10.9855, 12.3049, 11.9637, 3.60354, -1.3194, 0, 11.9637, 11.9638, 11.966, 12.2936, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9637, 11.9726, 11.9637
7.19564, 20.9331, 12.0906, 11.8039, 4.78885, 8.84248, 0, 11.8039, 11.804, 11.8072, 12.0789, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8039, 11.8123, 11.8039
7.20351, 13.0379, 11.8805, 11.6413, 3.87787, 1.15742, 0, 11.6413, 11.6413, 11.6458, 11.868, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6413, 11.6491, 11.6413
7.21138, 14.874, 11.6746, 11.476, 4.10779, 3.19933, 0, 11.476, 11.476, 11.4823, 11.661, 11.476, 11.476, 11.476, 11.476, 11.476, 11.476, 11.476, 11.476, 11.476, 11.476, 11.476, 11.476, 11.476, 11.476, 11.4832, 11.476
7.21924, 10.196, 11.4722, 11.3073, 3.49228, -1.27618, 0, 11.3073, 11.3074, 11.3162, 11.4566, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3073, 11.3139, 11.3073
7.22711, 14.8869, 11.2727, 11.135, 4.10936, 3.61417, 0, 11.135, 11.1351, 11.1474, 11.2543, 11.135, 11.135, 11.135, 11.135, 11.135, 11.135, 11.135, 11.135, 11.135, 11.135, 11.135, 11.135, 11.135, 11.135, 11.141, 11.135
7.23498, 14.0147, 11.0753, 10.9586, 4.00183, 2.93933, 0, 10.9586, 10.9587, 10.9757, 11.0528, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9586, 10.9639, 10.9586
7.24285, 7.02014, 10.8799, 10.7779, 3.00335, -3.85972, 0, 10.7779, 10.778, 10.8014, 10.8516, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7779, 10.7826, 10.7779
7.25072, 12.8531, 10.6867, 10.5936, 3.85397, 2.16632, 0, 10.5936, 10.5936, 10.6256, 10.6506, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5936, 10.5977, 10.5936
7.25859, 14.0538, 10.4961, 10.4058, 4.00671, 3.55763, 0, 10.4058, 10.4058, 10.4489, 10.4494, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4093, 10.4058
7.26645, 15.8684, 10.308, 10.2143, 4.2271, 5.56039, 0, 10.2143, 10.2144, 10.2719, 10.2473, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2143, 10.2174, 10.2143
7.27432, 9.14486, 10.123, 10.0195, 3.33839, -0.978125, 0, 10.0195, 10.0196, 10.0956, 10.0442, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0195, 10.0221, 10.0195
7.28219, 5.16357, 9.94217, 9.82205, 2.67648, -4.7786, 0, 9.82206, 9.82211, 9.9216, 9.84039, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82205, 9.82421, 9.82205
7.29006, 5.85836, 9.57094, 9.42673, 2.80328, -3.71257, 0, 9.42675, 9.42679, 9.55562, 9.44019, 9.42673, 9.42673, 9.42673, 9.42673, 9.42673, 9.42673, 9.42673, 9.42673, 9.42673, 9.42673, 9.42673, 9.42674, 9.42673, 9.42673, 9.42852, 9.42673
7.29793, 7.03934, 9.16926, 8.99285, 3.00655, -2.12992, 0, 8.99287, 8.99291, 9.15796, 9.00263, 8.99285, 8.99285, 8.99285, 8.99285, 8.99285, 8.99285, 8.99285, 8.99285, 8.99285, 8.99285, 8.99285, 8.99286, 8.99285, 8.99285, 8.99432, 8.99285
7.3058, 8.83887, 9.06126, 8.84374, 3.29224, -0.222392, 0, 8.84376, 8.8438, 9.05298, 8.85077, 8.84374, 8.84374, 8.84374, 8.84374, 8.84374, 8.84374, 8.84374, 8.84374, 8.84374, 8.84374, 8.84374, 8.84375, 8.84374, 8.84374, 8.84493, 8.84374
7.31367, 7.98548, 9.06484, 8.79649, 3.15998, -1.07935, 0, 8.7965, 8.79655, 9.05882, 8.80148, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79649, 8.79744, 8.79649
