   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_252.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
23.3569, 0, 0.0935517, 0.0935473, 1.41421, -0.0935517, 0.0935473, 0, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935473, 0.0935517, 0.0935473
23.3649, 0, 0.092914, 0.0929104, 1.41421, -0.092914, 0.0929104, 0, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.0929104, 0.092914, 0.0929104
23.3728, 0, 0.0922526, 0.0922496, 1.41421, -0.0922526, 0.0922496, 0, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922496, 0.0922526, 0.0922496
23.3808, 0, 0.0915805, 0.0915781, 1.41421, -0.0915805, 0.0915781, 0, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915781, 0.0915805, 0.0915781
23.3888, 0, 0.0909111, 0.0909091, 1.41421, -0.0909111, 0.0909091, 0, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909111, 0.0909091
23.3968, 0, 0.0903322, 0.0903307, 1.41421, -0.0903322, 0.0903307, 0, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903307, 0.0903322, 0.0903307
23.4048, 0.108028, 0.0897296, 0.0897283, 1.4519, 0.0182982, 0.0897283, 0, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897283, 0.0897296, 0.0897283
23.4127, 0.891972, 0.089109, 0.089108, 1.70058, 0.802863, 0.089108, 0, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089108, 0.089109, 0.089108
23.4207, 0, 0.0884807, 0.0884799, 1.41421, -0.0884807, 0.0884799, 0, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884799, 0.0884807, 0.0884799
23.4287, 0, 0.0878547, 0.087854, 1.41421, -0.0878547, 0.087854, 0, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.087854, 0.0878547, 0.087854
23.4367, 1, 0.0872367, 0.0872361, 1.73205, 0.912763, 0.0872361, 0, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872361, 0.0872367, 0.0872361
23.4446, 0, 0.086604, 0.0866036, 1.41421, -0.086604, 0.0866036, 0, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.0866036, 0.086604, 0.0866036
23.4526, 0, 0.0859602, 0.0859599, 1.41421, -0.0859602, 0.0859599, 0, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859599, 0.0859602, 0.0859599
23.4606, 1, 0.0852618, 0.0852616, 1.73205, 0.914738, 0.0852616, 0, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852616, 0.0852618, 0.0852616
23.4686, 0, 0.084513, 0.0845128, 1.41421, -0.084513, 0.0845128, 0, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.0845128, 0.084513, 0.0845128
23.4766, 0, 0.0837284, 0.0837283, 1.41421, -0.0837284, 0.0837283, 0, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837283, 0.0837284, 0.0837283
23.4845, 0, 0.0829219, 0.0829218, 1.41421, -0.0829219, 0.0829218, 0, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829218, 0.0829219, 0.0829218
23.4925, 0.162537, 0.0821066, 0.0821065, 1.47056, 0.0804305, 0.0821065, 0, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821065, 0.0821066, 0.0821065
23.5005, 1.83746, 0.0812469, 0.0812468, 1.95894, 1.75622, 0.0812468, 0, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812468, 0.0812469, 0.0812468
23.5085, 0, 0.0803392, 0.0803392, 1.41421, -0.0803392, 0.0803392, 0, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392, 0.0803392
23.5165, 0.0738538, 0.0794106, 0.0794105, 1.44009, -0.00555678, 0.0794105, 0, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794105, 0.0794106, 0.0794105
23.5244, 0.926146, 0.0784873, 0.0784873, 1.7106, 0.847659, 0.0784873, 0, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873, 0.0784873
23.5324, 0.0693756, 0.0775677, 0.0775677, 1.43853, -0.00819208, 0.0775677, 0, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677, 0.0775677
23.5404, 0.930624, 0.0765635, 0.0765635, 1.71191, 0.854061, 0.0765635, 0, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635, 0.0765635
23.5484, 0, 0.075481, 0.075481, 1.41421, -0.075481, 0.075481, 0, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481, 0.075481
23.5563, 1, 0.074364, 0.074364, 1.73205, 0.925636, 0.074364, 0, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364, 0.074364
23.5643, 0, 0.0732554, 0.0732554, 1.41421, -0.0732554, 0.0732554, 0, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554, 0.0732554
23.5723, 0, 0.0724754, 0.0724754, 1.41421, -0.0724754, 0.0724754, 0, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754, 0.0724754
23.5803, 1, 0.0715433, 0.0715433, 1.73205, 0.928457, 0.0715433, 0, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433, 0.0715433
23.5883, 0, 0.0704703, 0.0704703, 1.41421, -0.0704703, 0.0704703, 0, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703, 0.0704703
23.5962, 0.0500496, 0.0693324, 0.0693324, 1.4318, -0.0192829, 0.0693324, 0, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324, 0.0693324
23.6042, 0.94995, 0.0682039, 0.0682039, 1.71754, 0.881747, 0.0682039, 0, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039, 0.0682039
23.6122, 0, 0.0674859, 0.0674859, 1.41421, -0.0674859, 0.0674859, 0, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859, 0.0674859
23.6202, 0, 0.0665703, 0.0665703, 1.41421, -0.0665703, 0.0665703, 0, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703, 0.0665703
23.6282, 2, 0.0654725, 0.0654725, 2, 1.93453, 0.0654725, 0, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725, 0.0654725
23.6361, 0, 0.0642905, 0.0642905, 1.41421, -0.0642905, 0.0642905, 0, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905, 0.0642905
23.6441, 1, 0.0631192, 0.0631192, 1.73205, 0.936881, 0.0631192, 0, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192, 0.0631192
23.6521, 0, 0.0625071, 0.0625071, 1.41421, -0.0625071, 0.0625071, 0, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071, 0.0625071
23.6601, 1, 0.0616531, 0.0616531, 1.73205, 0.938347, 0.0616531, 0, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531, 0.0616531
23.668, 1, 0.0605775, 0.0605775, 1.73205, 0.939423, 0.0605775, 0, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775, 0.0605775
23.676, 0, 0.0593987, 0.0593987, 1.41421, -0.0593987, 0.0593987, 0, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987, 0.0593987
23.684, 0, 0.0582314, 0.0582314, 1.41421, -0.0582314, 0.0582314, 0, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314, 0.0582314
23.692, 0.020823, 0.0576671, 0.0576671, 1.42156, -0.0368441, 0.0576671, 0, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671, 0.0576671
23.7, 0.979177, 0.056827, 0.056827, 1.72603, 0.92235, 0.056827, 0, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827, 0.056827
23.7079, 0, 0.0557347, 0.0557347, 1.41421, -0.0557347, 0.0557347, 0, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347, 0.0557347
23.7159, 1, 0.0545252, 0.0545252, 1.73205, 0.945475, 0.0545252, 0, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252, 0.0545252
23.7239, 0.0114031, 0.053329, 0.053329, 1.41824, -0.0419259, 0.053329, 0, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329, 0.053329
23.7319, 0.988597, 0.0528564, 0.0528564, 1.72876, 0.935741, 0.0528564, 0, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564, 0.0528564
23.7398, 0, 0.0520754, 0.0520754, 1.41421, -0.0520754, 0.0520754, 0, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754, 0.0520754
23.7478, 0, 0.0510134, 0.0510134, 1.41421, -0.0510134, 0.0510134, 0, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134, 0.0510134
23.7558, 0, 0.0498207, 0.0498207, 1.41421, -0.0498207, 0.0498207, 0, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207, 0.0498207
23.7638, 0, 0.048642, 0.048642, 1.41421, -0.048642, 0.048642, 0, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642, 0.048642
23.7718, 1, 0.0481955, 0.0481955, 1.73205, 0.951805, 0.0481955, 0, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955, 0.0481955
23.7797, 0, 0.0474246, 0.0474246, 1.41421, -0.0474246, 0.0474246, 0, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246, 0.0474246
23.7877, 0, 0.0463593, 0.0463593, 1.41421, -0.0463593, 0.0463593, 0, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593, 0.0463593
23.7957, 1.97919, 0.0451579, 0.0451579, 1.99479, 1.93403, 0.0451579, 0, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579, 0.0451579
23.8037, 0.0208127, 0.0439723, 0.0439723, 1.42155, -0.0231596, 0.0439723, 0, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723, 0.0439723
23.8117, 0, 0.0435918, 0.0435918, 1.41421, -0.0435918, 0.0435918, 0, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918, 0.0435918
23.8196, 0, 0.0428731, 0.0428731, 1.41421, -0.0428731, 0.0428731, 0, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731, 0.0428731
23.8276, 0.980178, 0.0418498, 0.0418498, 1.72632, 0.938329, 0.0418498, 0, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498, 0.0418498
23.8356, 0.0198216, 0.0406858, 0.0406858, 1.4212, -0.0208642, 0.0406858, 0, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858, 0.0406858
23.8436, 0, 0.0395382, 0.0395382, 1.41421, -0.0395382, 0.0395382, 0, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382, 0.0395382
23.8515, 0, 0.0391522, 0.0391522, 1.41421, -0.0391522, 0.0391522, 0, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522, 0.0391522
23.8595, 0, 0.0384373, 0.0384373, 1.41421, -0.0384373, 0.0384373, 0, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373, 0.0384373
23.8675, 0, 0.0374297, 0.0374297, 1.41421, -0.0374297, 0.0374297, 0, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297, 0.0374297
23.8755, 0, 0.0362883, 0.0362883, 1.41421, -0.0362883, 0.0362883, 0, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883, 0.0362883
23.8835, 0, 0.0351645, 0.0351645, 1.41421, -0.0351645, 0.0351645, 0, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645, 0.0351645
23.8914, 0, 0.0348036, 0.0348036, 1.41421, -0.0348036, 0.0348036, 0, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036, 0.0348036
23.8994, 0, 0.0341299, 0.0341299, 1.41421, -0.0341299, 0.0341299, 0, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299, 0.0341299
23.9074, 0.955875, 0.03318, 0.03318, 1.71927, 0.922695, 0.03318, 0, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318, 0.03318
23.9154, 0.0441249, 0.0321047, 0.0321047, 1.42973, 0.0120202, 0.0321047, 0, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047, 0.0321047
23.9234, 0, 0.0310471, 0.0310471, 1.41421, -0.0310471, 0.0310471, 0, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471, 0.0310471
23.9313, 1, 0.0306585, 0.0306585, 1.73205, 0.969342, 0.0306585, 0, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585, 0.0306585
23.9393, 0, 0.0299899, 0.0299899, 1.41421, -0.0299899, 0.0299899, 0, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899, 0.0299899
23.9473, 0, 0.0290744, 0.0290744, 1.41421, -0.0290744, 0.0290744, 0, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744, 0.0290744
23.9553, 0, 0.0280485, 0.0280485, 1.41421, -0.0280485, 0.0280485, 0, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485, 0.0280485
23.9632, 1.8781, 0.0270409, 0.0270409, 1.96929, 1.85106, 0.0270409, 0, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409, 0.0270409
23.9712, 0.121903, 0.0266533, 0.0266533, 1.45668, 0.0952496, 0.0266533, 0, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533, 0.0266533
23.9792, 0, 0.0260223, 0.0260223, 1.41421, -0.0260223, 0.0260223, 0, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223, 0.0260223
23.9872, 0, 0.0251761, 0.0251761, 1.41421, -0.0251761, 0.0251761, 0, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761, 0.0251761
23.9952, 1, 0.0242348, 0.0242348, 1.73205, 0.975765, 0.0242348, 0, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348, 0.0242348
24.0031, 0, 0.0233114, 0.0233114, 1.41421, -0.0233114, 0.0233114, 0, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114, 0.0233114
24.0111, 0, 0.0228977, 0.0228977, 1.41421, -0.0228977, 0.0228977, 0, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977, 0.0228977
24.0191, 0, 0.0222795, 0.0222795, 1.41421, -0.0222795, 0.0222795, 0, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795, 0.0222795
24.0271, 1, 0.0214811, 0.0214811, 1.73205, 0.978519, 0.0214811, 0, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811, 0.0214811
