   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_97.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
7.78518, 9.17973, 9.90486, 9.90441, 3.34361, -0.725136, 9.90441, 0, 9.90441, 9.90486, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441, 9.90441
7.79304, 10.975, 9.91014, 9.90965, 3.60209, 1.06491, 9.90965, 0, 9.90966, 9.91013, 9.90965, 9.90965, 9.90965, 9.90965, 9.90965, 9.90965, 9.90965, 9.90965, 9.90965, 9.90965, 9.90965, 9.90965, 9.90966, 9.90965, 9.90965, 9.90965
7.80089, 10.5948, 9.91493, 9.91443, 3.54891, 0.679861, 9.91443, 0, 9.91443, 9.91493, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443, 9.91443
7.80875, 16.3617, 9.91908, 9.91856, 4.28506, 6.44263, 9.91856, 0, 9.91857, 9.91908, 9.91856, 9.91856, 9.91856, 9.91856, 9.91856, 9.91856, 9.91856, 9.91856, 9.91856, 9.91856, 9.91856, 9.91856, 9.91857, 9.91856, 9.91856, 9.91856
7.81661, 10.8197, 9.92291, 9.92238, 3.58046, 0.896796, 9.92238, 0, 9.92238, 9.9229, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238, 9.92238
7.82447, 15.7751, 9.92637, 9.92583, 4.21605, 5.84872, 9.92583, 0, 9.92584, 9.92636, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583, 9.92583
7.83232, 18.4792, 9.92922, 9.92868, 4.5254, 8.55003, 9.92868, 0, 9.92868, 9.92921, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868, 9.92868
7.84018, 17.0567, 9.93175, 9.93122, 4.3654, 7.12492, 9.93122, 0, 9.93122, 9.93175, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122, 9.93122
7.84804, 13.0808, 9.93428, 9.93376, 3.8834, 3.14653, 9.93376, 0, 9.93376, 9.93427, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376, 9.93376
7.8559, 11.8804, 9.93697, 9.93647, 3.72564, 1.94345, 9.93647, 0, 9.93647, 9.93697, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647, 9.93647
7.86376, 10.3299, 9.93938, 9.9389, 3.51139, 0.390481, 9.9389, 0, 9.9389, 9.93938, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389, 9.9389
7.87161, 8.22238, 9.94154, 9.94108, 3.19725, -1.71916, 9.94108, 0, 9.94108, 9.94153, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108, 9.94108
7.87947, 8.76783, 9.94304, 9.94261, 3.28144, -1.17521, 9.94261, 0, 9.94261, 9.94303, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261, 9.94261
7.88733, 12.2992, 9.94422, 9.94382, 3.78143, 2.35498, 9.94382, 0, 9.94382, 9.94421, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382, 9.94382
7.89519, 10.5191, 9.94539, 9.94502, 3.53824, 0.57373, 9.94502, 0, 9.94503, 9.94539, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502, 9.94502
7.90304, 16.5093, 9.94679, 9.94645, 4.30224, 6.56247, 9.94645, 0, 9.94645, 9.94678, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645, 9.94645
7.9109, 13.739, 9.94789, 9.94758, 3.96724, 3.79108, 9.94758, 0, 9.94758, 9.94789, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758, 9.94758
7.91876, 14.7014, 9.94875, 9.94847, 4.08673, 4.75261, 9.94847, 0, 9.94847, 9.94874, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847, 9.94847
7.92662, 6.95915, 9.94896, 9.9487, 2.99318, -2.98981, 9.9487, 0, 9.94871, 9.94896, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487, 9.9487
7.93448, 12.4996, 9.94884, 9.94861, 3.80784, 2.5508, 9.94861, 0, 9.94861, 9.94884, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861, 9.94861
7.94233, 15.7438, 9.94873, 9.94851, 4.21234, 5.79507, 9.94851, 0, 9.94852, 9.94873, 9.94851, 9.94851, 9.94851, 9.94851, 9.94851, 9.94851, 9.94851, 9.94851, 9.94851, 9.94851, 9.94851, 9.94851, 9.94852, 9.94851, 9.94851, 9.94851
7.95019, 14.4781, 9.94879, 9.94859, 4.05932, 4.52928, 9.94859, 0, 9.94859, 9.94878, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859, 9.94859
7.95805, 16.9805, 9.94864, 9.94845, 4.35667, 7.03191, 9.94845, 0, 9.94846, 9.94863, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845, 9.94845
7.96591, 17.2373, 9.94813, 9.94796, 4.38603, 7.28916, 9.94796, 0, 9.94797, 9.94813, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796, 9.94796
7.97377, 13.9835, 9.94711, 9.94695, 3.99794, 4.03641, 9.94695, 0, 9.94695, 9.94711, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695, 9.94695
7.98162, 8.50436, 9.94583, 9.94568, 3.24104, -1.44148, 9.94568, 0, 9.94568, 9.94583, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568, 9.94568
7.98948, 8.98815, 9.94456, 9.94441, 3.31484, -0.956409, 9.94441, 0, 9.94441, 9.94455, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441, 9.94441
7.99734, 11.4568, 9.94332, 9.94318, 3.66834, 1.51343, 9.94318, 0, 9.94318, 9.94332, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318, 9.94318
8.0052, 13.9823, 9.94192, 9.94178, 3.99779, 4.04041, 9.94178, 0, 9.94178, 9.94191, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178, 9.94178
8.01305, 13.9009, 9.94013, 9.93999, 3.98759, 3.96075, 9.93999, 0, 9.93999, 9.94012, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999, 9.93999
8.02091, 10.339, 9.93798, 9.93785, 3.5127, 0.401049, 9.93785, 0, 9.93785, 9.93798, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785, 9.93785
8.02877, 14.7101, 9.93535, 9.93521, 4.0878, 4.77475, 9.93521, 0, 9.93522, 9.93535, 9.93521, 9.93521, 9.93521, 9.93521, 9.93521, 9.93521, 9.93521, 9.93521, 9.93521, 9.93521, 9.93521, 9.93521, 9.93522, 9.93521, 9.93521, 9.93521
8.03663, 14.8713, 9.93211, 9.93197, 4.10747, 4.93921, 9.93197, 0, 9.93197, 9.9321, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197, 9.93197
8.04449, 12.8146, 9.92792, 9.92778, 3.84898, 2.8867, 9.92778, 0, 9.92778, 9.92791, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778, 9.92778
8.05234, 14.546, 9.92272, 9.92258, 4.06767, 4.62325, 9.92258, 0, 9.92259, 9.92272, 9.92258, 9.92258, 9.92258, 9.92258, 9.92258, 9.92258, 9.92258, 9.92258, 9.92258, 9.92258, 9.92258, 9.92258, 9.92259, 9.92258, 9.92258, 9.92258
8.0602, 13.9852, 9.91664, 9.9165, 3.99815, 4.0686, 9.9165, 0, 9.91651, 9.91663, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165, 9.9165
8.06806, 10.9858, 9.90928, 9.90915, 3.60358, 1.07648, 9.90915, 0, 9.90915, 9.90928, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915, 9.90915
8.07592, 16.2757, 9.90056, 9.90042, 4.27501, 6.37516, 9.90042, 0, 9.90042, 9.90055, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042, 9.90042
8.08377, 11.403, 9.89034, 9.8902, 3.66101, 1.51263, 9.8902, 0, 9.89021, 9.89034, 9.8902, 9.8902, 9.8902, 9.8902, 9.8902, 9.8902, 9.8902, 9.8902, 9.8902, 9.8902, 9.8902, 9.8902, 9.89021, 9.8902, 9.8902, 9.8902
8.09163, 9.45679, 9.87877, 9.87863, 3.38479, -0.421976, 9.87863, 0, 9.87863, 9.87876, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863, 9.87863
8.09949, 11.8069, 9.86621, 9.86607, 3.71576, 1.9407, 9.86607, 0, 9.86607, 9.8662, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607, 9.86607
8.10735, 10.9851, 9.85262, 9.85248, 3.60349, 1.13251, 9.85248, 0, 9.85248, 9.85261, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248, 9.85248
8.1152, 12.9856, 9.83777, 9.83763, 3.87113, 3.14785, 9.83763, 0, 9.83763, 9.83776, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763, 9.83763
8.12306, 8.68143, 9.82191, 9.82177, 3.26824, -1.14048, 9.82177, 0, 9.82177, 9.8219, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177, 9.82177
8.13092, 19.6763, 9.80556, 9.80542, 4.65578, 9.87077, 9.80542, 0, 9.80542, 9.80555, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542, 9.80542
8.13878, 18.2898, 9.78922, 9.78908, 4.50442, 8.50062, 9.78908, 0, 9.78908, 9.78922, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908, 9.78908
8.14664, 15.0485, 9.77246, 9.77231, 4.12899, 5.27606, 9.77231, 0, 9.77232, 9.77245, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231, 9.77231
8.15449, 17.8597, 9.75545, 9.7553, 4.45642, 8.10421, 9.7553, 0, 9.75531, 9.75544, 9.7553, 9.7553, 9.7553, 9.7553, 9.7553, 9.7553, 9.7553, 9.7553, 9.7553, 9.7553, 9.7553, 9.7553, 9.75531, 9.7553, 9.7553, 9.7553
8.16235, 10.0418, 9.73846, 9.73831, 3.47013, 0.303352, 9.73831, 0, 9.73831, 9.73845, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831, 9.73831
8.17021, 15.3019, 9.72103, 9.72088, 4.15956, 5.5809, 9.72088, 0, 9.72089, 9.72102, 9.72088, 9.72088, 9.72088, 9.72088, 9.72088, 9.72088, 9.72088, 9.72088, 9.72088, 9.72088, 9.72088, 9.72088, 9.72089, 9.72088, 9.72088, 9.72088
8.17807, 10.3431, 9.70327, 9.70312, 3.51327, 0.639799, 9.70312, 0, 9.70313, 9.70326, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312, 9.70312
8.18593, 9.27453, 9.68553, 9.68538, 3.35776, -0.411, 9.68538, 0, 9.68538, 9.68552, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538, 9.68538
8.19378, 8.66456, 9.66821, 9.66806, 3.26566, -1.00365, 9.66806, 0, 9.66806, 9.6682, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806, 9.66806
8.20164, 16.0031, 9.65047, 9.65032, 4.24301, 6.35263, 9.65032, 0, 9.65032, 9.65046, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032, 9.65032
8.2095, 11.3036, 9.63274, 9.63259, 3.64741, 1.67085, 9.63259, 0, 9.63259, 9.63274, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259, 9.63259
8.21736, 9.99095, 9.61512, 9.61497, 3.4628, 0.375834, 9.61497, 0, 9.61497, 9.61512, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497, 9.61497
8.22521, 12.3191, 9.59703, 9.59688, 3.78406, 2.72205, 9.59688, 0, 9.59688, 9.59702, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688, 9.59688
8.23307, 12.6471, 9.57896, 9.5788, 3.82715, 3.06813, 9.5788, 0, 9.57881, 9.57895, 9.5788, 9.5788, 9.5788, 9.5788, 9.5788, 9.5788, 9.5788, 9.5788, 9.5788, 9.5788, 9.5788, 9.5788, 9.57881, 9.5788, 9.5788, 9.5788
8.24093, 15.3234, 9.56143, 9.56127, 4.16214, 5.762, 9.56127, 0, 9.56128, 9.56142, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127, 9.56127
8.24879, 16.9284, 9.54337, 9.54321, 4.35067, 7.385, 9.54321, 0, 9.54322, 9.54336, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321, 9.54321
8.25665, 12.7691, 9.52533, 9.52517, 3.84306, 3.24382, 9.52517, 0, 9.52517, 9.52532, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517, 9.52517
8.2645, 8.9114, 9.50788, 9.50772, 3.30324, -0.59648, 9.50772, 0, 9.50772, 9.50787, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772, 9.50772
8.27236, 6.03371, 9.48986, 9.48969, 2.83438, -3.45615, 9.48969, 0, 9.4897, 9.48985, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969, 9.48969
8.28022, 8.57993, 9.47185, 9.47168, 3.25268, -0.891927, 9.47168, 0, 9.47169, 9.47185, 9.47168, 9.47168, 9.47168, 9.47168, 9.47168, 9.47168, 9.47168, 9.47168, 9.47168, 9.47168, 9.47168, 9.47168, 9.47169, 9.47168, 9.47168, 9.47168
8.28808, 14.6912, 9.45449, 9.45431, 4.08549, 5.23673, 9.45431, 0, 9.45432, 9.45448, 9.45431, 9.45431, 9.45431, 9.45431, 9.45431, 9.45431, 9.45431, 9.45431, 9.45431, 9.45431, 9.45431, 9.45431, 9.45432, 9.45431, 9.45431, 9.45431
8.29593, 12.6996, 9.4365, 9.43632, 3.83401, 3.26311, 9.43632, 0, 9.43633, 9.4365, 9.43632, 9.43632, 9.43632, 9.43632, 9.43632, 9.43632, 9.43632, 9.43632, 9.43632, 9.43632, 9.43632, 9.43632, 9.43633, 9.43632, 9.43632, 9.43632
8.30379, 11.7098, 9.41854, 9.41835, 3.70267, 2.29125, 9.41835, 0, 9.41835, 9.41854, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835, 9.41835
8.31165, 3.35762, 9.41813, 9.41792, 2.31465, -6.06051, 9.41792, 0, 9.41793, 9.41812, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792, 9.41792
8.31951, 8.17472, 9.41709, 9.41687, 3.18978, -1.24237, 9.41687, 0, 9.41687, 9.41709, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687, 9.41687
8.32736, 13.0862, 9.41606, 9.41582, 3.8841, 3.67018, 9.41582, 0, 9.41582, 9.41606, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582, 9.41582
8.33522, 7.73185, 9.41565, 9.41536, 3.11959, -1.6838, 9.41536, 0, 9.41537, 9.41564, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536, 9.41536
8.34308, 8.62577, 9.41466, 9.41432, 3.25972, -0.788885, 9.41432, 0, 9.41433, 9.41465, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432, 9.41432
8.35094, 19.0005, 9.41369, 9.41328, 4.58263, 9.58677, 9.41328, 0, 9.41329, 9.41369, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328, 9.41328
8.3588, 12.107, 9.41245, 9.41192, 3.75592, 2.69453, 9.41192, 0, 9.41193, 9.41244, 9.41192, 9.41192, 9.41192, 9.41192, 9.41192, 9.41192, 9.41192, 9.41192, 9.41192, 9.41192, 9.41192, 9.41192, 9.41193, 9.41192, 9.41192, 9.41192
8.36666, 13.3617, 9.41069, 9.41, 3.9194, 3.95102, 9.41, 0, 9.41001, 9.41069, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41, 9.41
8.37451, 17.459, 9.40902, 9.40808, 4.41123, 8.04996, 9.40808, 0, 9.40809, 9.40902, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808, 9.40808
8.38237, 15.5128, 9.40802, 9.40669, 4.18483, 6.10475, 9.40669, 0, 9.4067, 9.40801, 9.40669, 9.40669, 9.40669, 9.40669, 9.40669, 9.40669, 9.40669, 9.40669, 9.40669, 9.40669, 9.40669, 9.40669, 9.4067, 9.40669, 9.40669, 9.40669
8.39023, 13.5301, 9.40669, 9.40479, 3.94083, 4.12342, 9.40479, 0, 9.40479, 9.40669, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479, 9.40479
8.39808, 11.8285, 9.40567, 9.40289, 3.71867, 2.42282, 9.40289, 0, 9.40289, 9.40567, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289, 9.40289
8.40594, 16.3797, 9.40432, 9.4002, 4.28715, 6.97536, 9.4002, 0, 9.4002, 9.40432, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002, 9.4002
8.4138, 8.99009, 9.40313, 9.39703, 3.31513, -0.413048, 9.39703, 0, 9.39703, 9.40313, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703, 9.39703
8.42166, 12.8028, 9.40289, 9.39385, 3.84745, 3.39996, 9.39385, 0, 9.39385, 9.40288, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385, 9.39385
8.42952, 10.5766, 9.40443, 9.39113, 3.54635, 1.17215, 9.39113, 0, 9.39114, 9.40442, 9.39113, 9.39113, 9.39113, 9.39113, 9.39113, 9.39113, 9.39113, 9.39113, 9.39113, 9.39113, 9.39113, 9.39113, 9.39114, 9.39113, 9.39113, 9.39113
8.43738, 11.1911, 9.40737, 9.38798, 3.63195, 1.7837, 9.38798, 0, 9.38798, 9.40737, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798, 9.38798
8.44523, 14.7789, 9.41265, 9.38465, 4.09621, 5.36629, 9.38465, 0, 9.38465, 9.41264, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465, 9.38465
8.45309, 15.7648, 9.42032, 9.38039, 4.21483, 6.34449, 9.38039, 0, 9.38039, 9.42031, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039, 9.38039
8.46095, 15.012, 9.43186, 9.37566, 4.12455, 5.58009, 9.37566, 0, 9.37566, 9.43185, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566, 9.37566
8.46881, 10.2168, 9.44893, 9.37094, 3.49525, 0.767867, 9.37094, 0, 9.37094, 9.44892, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094, 9.37094
8.47666, 10.9929, 9.47323, 9.36656, 3.60457, 1.51971, 9.36656, 0, 9.36656, 9.47322, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656, 9.36656
8.48452, 10.4078, 9.50556, 9.36181, 3.52247, 0.90225, 9.36181, 0, 9.36181, 9.50555, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181, 9.36181
8.49238, 12.9073, 9.54742, 9.35664, 3.861, 3.35989, 9.35664, 0, 9.35664, 9.54741, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664, 9.35664
