   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_248.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.328393, 0, 3.55931e-08, 4.13819e-37, 1.41421, -3.55931e-08, 0, 4.13819e-37, 4.13819e-37, 4.13819e-37, 4.13819e-37, 4.13819e-37, 4.13819e-37, 4.13819e-37, 1.19907e-10, 4.13819e-37, 4.13819e-37, 5.32911e-13, 1.66929e-11, 4.13819e-37, 3.5456e-08, 4.13819e-37, 4.13819e-37
0.336257, 0, 5.2394e-08, 3.87312e-36, 1.41421, -5.2394e-08, 0, 3.87312e-36, 3.87312e-36, 3.87312e-36, 3.87312e-36, 3.87312e-36, 3.87312e-36, 3.87312e-36, 1.7675e-10, 3.87312e-36, 3.87312e-36, 8.36936e-13, 2.63775e-11, 3.87312e-36, 5.219e-08, 3.87312e-36, 3.87312e-36
0.344122, 0, 7.65951e-08, 3.31193e-35, 1.41421, -7.65951e-08, 0, 3.31193e-35, 3.31193e-35, 3.31193e-35, 3.31193e-35, 3.31193e-35, 3.31193e-35, 3.31193e-35, 2.58815e-10, 3.31193e-35, 3.31193e-35, 1.31267e-12, 4.15334e-11, 3.31193e-35, 7.62935e-08, 3.31193e-35, 3.31193e-35
0.351986, 0, 1.11213e-07, 2.60056e-34, 1.41421, -1.11213e-07, 0, 2.60056e-34, 2.60056e-34, 2.60056e-34, 2.60056e-34, 2.60056e-34, 2.60056e-34, 2.60056e-34, 3.76515e-10, 2.60056e-34, 2.60056e-34, 2.05699e-12, 6.51827e-11, 2.60056e-34, 1.10769e-07, 2.60056e-34, 2.60056e-34
0.35985, 0, 1.60387e-07, 1.8836e-33, 1.41421, -1.60387e-07, 0, 1.8836e-33, 1.8836e-33, 1.8836e-33, 1.8836e-33, 1.8836e-33, 1.8836e-33, 1.8836e-33, 5.44236e-10, 1.8836e-33, 1.8836e-33, 3.2216e-12, 1.01985e-10, 1.8836e-33, 1.59737e-07, 1.8836e-33, 1.8836e-33
0.367715, 0, 2.2976e-07, 1.3282e-32, 1.41421, -2.2976e-07, 0, 1.3282e-32, 1.3282e-32, 1.3282e-32, 1.3282e-32, 1.3282e-32, 1.3282e-32, 1.3282e-32, 7.81725e-10, 1.3282e-32, 1.3282e-32, 5.04421e-12, 1.59108e-10, 1.3282e-32, 2.28814e-07, 1.3282e-32, 1.3282e-32
0.375579, 0, 3.26965e-07, 9.03727e-32, 1.41421, -3.26965e-07, 0, 9.03727e-32, 9.03727e-32, 9.03727e-32, 9.03727e-32, 9.03727e-32, 9.03727e-32, 9.03727e-32, 1.11592e-09, 9.03727e-32, 9.03727e-32, 7.89711e-12, 2.47558e-10, 9.03727e-32, 3.25593e-07, 9.03727e-32, 9.03727e-32
0.383444, 0, 4.62254e-07, 5.77594e-31, 1.41421, -4.62254e-07, 0, 5.77594e-31, 5.77594e-31, 5.77594e-31, 5.77594e-31, 5.77594e-31, 5.77594e-31, 5.77594e-31, 1.58337e-09, 5.77594e-31, 5.77594e-31, 1.2363e-11, 3.84185e-10, 5.77594e-31, 4.60275e-07, 5.77594e-31, 5.77594e-31
0.391308, 0, 6.49302e-07, 3.45187e-30, 1.41421, -6.49302e-07, 0, 3.45187e-30, 3.45187e-30, 3.45187e-30, 3.45187e-30, 3.45187e-30, 3.45187e-30, 3.45187e-30, 2.23334e-09, 3.45187e-30, 3.45187e-30, 1.93521e-11, 5.94722e-10, 3.45187e-30, 6.46454e-07, 3.45187e-30, 3.45187e-30
0.399173, 0, 9.06213e-07, 1.92962e-29, 1.41421, -9.06213e-07, 0, 1.92962e-29, 1.92962e-29, 1.92962e-29, 1.92962e-29, 1.92962e-29, 1.92962e-29, 1.92962e-29, 3.13192e-09, 1.92962e-29, 1.92962e-29, 3.02837e-11, 9.18338e-10, 1.92962e-29, 9.02132e-07, 1.92962e-29, 1.92962e-29
0.407037, 0, 1.2568e-06, 1.0114e-28, 1.41421, -1.2568e-06, 0, 1.0114e-28, 1.0114e-28, 1.0114e-28, 1.0114e-28, 1.0114e-28, 1.0114e-28, 1.0114e-28, 4.36728e-09, 1.0114e-28, 1.0114e-28, 4.73637e-11, 1.41445e-09, 1.0114e-28, 1.25097e-06, 1.0114e-28, 1.0114e-28
0.414901, 0, 1.73216e-06, 4.98711e-28, 1.41421, -1.73216e-06, 0, 4.98711e-28, 4.98711e-28, 4.98711e-28, 4.98711e-28, 4.98711e-28, 4.98711e-28, 4.98711e-28, 6.05641e-09, 4.98711e-28, 4.98711e-28, 7.40084e-11, 2.1728e-09, 4.98711e-28, 1.72385e-06, 4.98711e-28, 4.98711e-28
0.422766, 0, 2.37263e-06, 2.32097e-27, 1.41421, -2.37263e-06, 0, 2.32097e-27, 2.32097e-27, 2.32097e-27, 2.32097e-27, 2.32097e-27, 2.32097e-27, 2.32097e-27, 8.3538e-09, 2.32097e-27, 2.32097e-27, 1.15485e-10, 3.32835e-09, 2.32097e-27, 2.36083e-06, 2.32097e-27, 2.32097e-27
0.43063, 0, 3.23024e-06, 1.92123e-26, 1.41421, -3.23024e-06, 0, 1.92123e-26, 1.92123e-26, 1.92123e-26, 1.92123e-26, 1.92123e-26, 1.92123e-26, 1.92123e-26, 1.14626e-08, 1.92123e-26, 1.92123e-26, 1.79965e-10, 5.08414e-09, 1.92123e-26, 3.21351e-06, 1.92123e-26, 1.92123e-26
0.438495, 0, 4.37148e-06, 7.67567e-26, 1.41421, -4.37148e-06, 0, 7.67567e-26, 7.67567e-26, 7.67567e-26, 7.67567e-26, 7.67567e-26, 7.67567e-26, 7.67567e-26, 1.56479e-08, 7.67567e-26, 7.67567e-26, 2.79629e-10, 7.73842e-09, 7.67567e-26, 4.34781e-06, 7.67567e-26, 7.67567e-26
0.446359, 0, 5.88104e-06, 2.92581e-25, 1.41421, -5.88104e-06, 0, 2.92581e-25, 2.92581e-25, 2.92581e-25, 2.92581e-25, 2.92581e-25, 2.92581e-25, 2.92581e-25, 2.12555e-08, 2.92581e-25, 2.92581e-25, 4.33246e-10, 1.1736e-08, 2.92581e-25, 5.84761e-06, 2.92581e-25, 2.92581e-25
0.454224, 0, 7.86587e-06, 1.06659e-24, 1.41421, -7.86587e-06, 0, 1.06659e-24, 1.06659e-24, 1.06659e-24, 1.06659e-24, 1.06659e-24, 1.06659e-24, 1.06659e-24, 2.87327e-08, 1.06659e-24, 1.06659e-24, 6.68992e-10, 1.77284e-08, 1.06659e-24, 7.81874e-06, 1.06659e-24, 1.06659e-24
0.462088, 0, 1.04623e-05, 3.77047e-24, 1.41421, -1.04623e-05, 0, 2.14296e-13, 3.80083e-13, 1.15943e-12, 1.13212e-12, 5.51765e-11, 9.28937e-13, 1.78594e-10, 3.86573e-08, 5.96306e-12, 1.97368e-13, 1.02903e-09, 2.66657e-08, 5.70244e-15, 1.0395e-05, 3.77047e-24, 7.02101e-10
0.469953, 0, 1.38527e-05, 1.43721e-08, 1.41421, -1.38527e-05, 1.43721e-08, 1.43728e-08, 1.43734e-08, 1.43759e-08, 1.43758e-08, 1.45539e-08, 1.43752e-08, 1.49605e-08, 6.61416e-08, 1.43917e-08, 1.43727e-08, 1.59482e-08, 5.42935e-08, 1.43721e-08, 1.37563e-05, 1.43721e-08, 1.66851e-08
0.477817, 0, 1.82522e-05, 4.70649e-08, 1.41421, -1.82522e-05, 4.70649e-08, 4.70667e-08, 4.70681e-08, 4.70746e-08, 4.70744e-08, 4.75275e-08, 4.70727e-08, 4.85623e-08, 1.1608e-07, 4.71149e-08, 4.70665e-08, 4.94674e-08, 1.06531e-07, 4.70649e-08, 1.81134e-05, 4.70649e-08, 5.29515e-08
0.485681, 0, 2.39465e-05, 1.19268e-07, 1.41421, -2.39465e-05, 1.19268e-07, 1.19272e-07, 1.19275e-07, 1.1929e-07, 1.1929e-07, 1.20337e-07, 1.19286e-07, 1.22728e-07, 2.10864e-07, 1.19383e-07, 1.19271e-07, 1.22911e-07, 2.07371e-07, 1.19268e-07, 2.37448e-05, 1.19268e-07, 1.32872e-07
0.493546, 0, 3.1306e-05, 2.7465e-07, 1.41421, -3.1306e-05, 2.7465e-07, 2.74659e-07, 2.74666e-07, 2.747e-07, 2.74698e-07, 2.76998e-07, 2.7469e-07, 2.8225e-07, 3.95682e-07, 2.74904e-07, 2.74659e-07, 2.80146e-07, 4.04435e-07, 2.7465e-07, 3.10095e-05, 2.7465e-07, 3.04525e-07
0.50141, 0, 4.08287e-05, 6.01283e-07, 1.41421, -4.08287e-05, 6.01283e-07, 6.01303e-07, 6.01318e-07, 6.01388e-07, 6.01386e-07, 6.06267e-07, 6.01367e-07, 6.17414e-07, 7.60517e-07, 6.01822e-07, 6.01301e-07, 6.09526e-07, 7.9133e-07, 6.01284e-07, 4.03858e-05, 6.01283e-07, 6.64698e-07
0.509275, 0, 5.32051e-05, 1.27272e-06, 1.41421, -5.32051e-05, 1.27272e-06, 1.27276e-06, 1.27279e-06, 1.27294e-06, 1.27293e-06, 1.28302e-06, 1.27289e-06, 1.30606e-06, 1.48132e-06, 1.27383e-06, 1.27276e-06, 1.28501e-06, 1.54948e-06, 1.27272e-06, 5.25309e-05, 1.27272e-06, 1.40378e-06
0.517139, 0, 6.94284e-05, 2.62349e-06, 1.41421, -6.94284e-05, 2.62349e-06, 2.62357e-06, 2.62364e-06, 2.62393e-06, 2.62392e-06, 2.64429e-06, 2.62384e-06, 2.6908e-06, 2.89559e-06, 2.62574e-06, 2.62357e-06, 2.6417e-06, 3.0237e-06, 2.6235e-06, 6.83814e-05, 2.62349e-06, 2.88811e-06
0.525004, 0, 9.09864e-05, 5.28377e-06, 1.41421, -9.09864e-05, 5.28377e-06, 5.28393e-06, 5.28405e-06, 5.28463e-06, 5.28461e-06, 5.32485e-06, 5.28446e-06, 5.41675e-06, 5.6372e-06, 5.28821e-06, 5.28392e-06, 5.31057e-06, 5.85865e-06, 5.28377e-06, 8.9327e-05, 5.28377e-06, 5.80654e-06
0.532868, 0, 0.000120181, 1.04142e-05, 1.41421, -0.000120181, 1.04142e-05, 1.04145e-05, 1.04147e-05, 1.04159e-05, 1.04158e-05, 1.04937e-05, 1.04155e-05, 1.06715e-05, 1.08713e-05, 1.04228e-05, 1.04145e-05, 1.04534e-05, 1.12344e-05, 1.04142e-05, 0.000117502, 1.04142e-05, 1.14257e-05
0.540733, 0, 0.000160663, 2.01048e-05, 1.41421, -0.000160663, 2.01048e-05, 2.01054e-05, 2.01059e-05, 2.0108e-05, 2.01079e-05, 2.02555e-05, 2.01074e-05, 2.05927e-05, 2.06937e-05, 2.01211e-05, 2.01054e-05, 2.01618e-05, 2.12671e-05, 2.01048e-05, 0.000156271, 2.01048e-05, 2.20228e-05
0.548597, 0, 0.000218299, 3.80361e-05, 1.41421, -0.000218299, 3.80361e-05, 3.80372e-05, 3.8038e-05, 3.8042e-05, 3.80418e-05, 3.83162e-05, 3.80408e-05, 3.89429e-05, 3.87915e-05, 3.80663e-05, 3.80371e-05, 3.81184e-05, 3.96719e-05, 3.80361e-05, 0.000211023, 3.80361e-05, 4.16009e-05
0.556461, 0, 0.000302577, 7.05447e-05, 1.41421, -0.000302577, 7.05447e-05, 7.05467e-05, 7.05482e-05, 7.05555e-05, 7.05552e-05, 7.10553e-05, 7.05533e-05, 7.21974e-05, 7.151e-05, 7.05999e-05, 7.05466e-05, 7.06629e-05, 7.28317e-05, 7.05448e-05, 0.000290454, 7.05447e-05, 7.70419e-05
0.564326, 0, 0.000428792, 0.00012831, 1.41421, -0.000428792, 0.00012831, 0.000128313, 0.000128316, 0.000128329, 0.000128328, 0.000129222, 0.000128325, 0.000131264, 0.000129538, 0.000128408, 0.000128313, 0.000128478, 0.000131486, 0.00012831, 0.000408571, 0.00012831, 0.000139924
0.57219, 0, 0.000621318, 0.000228879, 1.41421, -0.000621318, 0.000228879, 0.000228885, 0.00022889, 0.000228912, 0.000228912, 0.000230479, 0.000228906, 0.00023406, 0.000230436, 0.000229052, 0.000228885, 0.000229118, 0.000233262, 0.000228879, 0.0005877, 0.000228879, 0.000249246
0.580055, 0, 0.000918662, 0.000400543, 1.41421, -0.000918662, 0.000400543, 0.000400553, 0.000400562, 0.000400601, 0.000400599, 0.000403297, 0.000400589, 0.000409457, 0.000402511, 0.00040084, 0.000400553, 0.000400879, 0.000406556, 0.000400543, 0.000863131, 0.000400543, 0.000435588
0.587919, 0, 0.00138043, 0.000687824, 1.41421, -0.00138043, 0.000687824, 0.000687842, 0.000687856, 0.000687922, 0.000687919, 0.000692475, 0.000687902, 0.000702878, 0.000690302, 0.000688327, 0.000687841, 0.000688295, 0.000696029, 0.000687825, 0.00128955, 0.000687824, 0.000747006
0.595784, 0, 0.00209745, 0.00115925, 1.41421, -0.00209745, 0.00115925, 0.00115928, 0.0011593, 0.00115941, 0.00115941, 0.00116696, 0.00115938, 0.00118421, 0.00116236, 0.00116008, 0.00115928, 0.00115991, 0.00117039, 0.00115925, 0.00195038, 0.00115925, 0.00125736
0.603648, 0, 0.00320536, 0.00191795, 1.41421, -0.00320536, 0.00191795, 0.001918, 0.00191803, 0.00191821, 0.00191821, 0.0019305, 0.00191816, 0.00195857, 0.00192184, 0.0019193, 0.00191799, 0.00191886, 0.001933, 0.00191795, 0.0029704, 0.00191795, 0.00207763
0.611513, 0, 0.0049027, 0.00311561, 1.41421, -0.0049027, 0.00311561, 0.00311569, 0.00311575, 0.00311604, 0.00311603, 0.00313567, 0.00311595, 0.00318054, 0.00312047, 0.00311778, 0.00311569, 0.00311687, 0.00313587, 0.00311562, 0.00453251, 0.00311561, 0.00337084
0.619377, 0, 0.00747387, 0.00497032, 1.41421, -0.00747387, 0.00497032, 0.00497044, 0.00497053, 0.00497098, 0.00497096, 0.00500181, 0.00497085, 0.00507224, 0.00497636, 0.00497372, 0.00497043, 0.00497204, 0.00499748, 0.00497032, 0.00689914, 0.00497032, 0.00537101
0.627241, 0, 0.0113176, 0.00778839, 1.41421, -0.0113176, 0.00778839, 0.00778857, 0.00778872, 0.00778941, 0.00778938, 0.00783695, 0.0077892, 0.00794559, 0.0077959, 0.00779363, 0.00778856, 0.00779074, 0.00782471, 0.00778839, 0.0104389, 0.00778839, 0.00840642
0.635106, 0, 0.0169807, 0.0119901, 1.41421, -0.0169807, 0.0119901, 0.0119904, 0.0119906, 0.0119917, 0.0119916, 0.0120637, 0.0119914, 0.0122284, 0.0119994, 0.0119981, 0.0119904, 0.0119933, 0.0120386, 0.0119901, 0.0156578, 0.0119901, 0.0129269
0.64297, 0.990799, 0.025196, 0.0181386, 1.72939, 0.965603, 0.0181386, 0.0181391, 0.0181394, 0.018141, 0.0181409, 0.0182483, 0.0181405, 0.0184936, 0.0181502, 0.0181505, 0.018139, 0.018143, 0.0182031, 0.0181387, 0.0232358, 0.0181386, 0.0195341
0.650835, 0.0092006, 0.0369235, 0.0269701, 1.41746, -0.0277229, 0.0269701, 0.0269707, 0.0269712, 0.0269734, 0.0269734, 0.0271307, 0.0269728, 0.0274899, 0.0269843, 0.0269874, 0.0269706, 0.0269759, 0.0270556, 0.0269701, 0.0340646, 0.0269701, 0.0290138
0.658699, 0, 0.0533916, 0.039423, 1.41421, -0.0533916, 0.039423, 0.0394239, 0.0394246, 0.0394279, 0.0394278, 0.0396543, 0.0394269, 0.0401716, 0.0394405, 0.039448, 0.0394238, 0.0394309, 0.0395363, 0.039423, 0.0492879, 0.039423, 0.0423662
0.666564, 0, 0.0761346, 0.0566636, 1.41421, -0.0761346, 0.0566636, 0.0566649, 0.0566659, 0.0566705, 0.0566703, 0.0569912, 0.0566691, 0.0577239, 0.0566851, 0.056699, 0.0566648, 0.0566742, 0.0568131, 0.0566636, 0.070337, 0.0566636, 0.0608325
0.674428, 0, 0.107023, 0.0801019, 1.41421, -0.107023, 0.0801019, 0.0801036, 0.080105, 0.0801115, 0.0801112, 0.0805583, 0.0801095, 0.0815792, 0.0801283, 0.0801512, 0.0801035, 0.0801161, 0.0802985, 0.0801019, 0.0989607, 0.0801019, 0.0859111
0.682292, 0, 0.148283, 0.111395, 1.41421, -0.148283, 0.111395, 0.111398, 0.111399, 0.111408, 0.111408, 0.112021, 0.111406, 0.113421, 0.111427, 0.111463, 0.111397, 0.111414, 0.111653, 0.111395, 0.137244, 0.111395, 0.119361
0.690157, 0, 0.202491, 0.152432, 1.41421, -0.202491, 0.152432, 0.152436, 0.152438, 0.15245, 0.15245, 0.153277, 0.152447, 0.155166, 0.152472, 0.152524, 0.152435, 0.152458, 0.152767, 0.152432, 0.187609, 0.152432, 0.163184
0.698021, 0, 0.272561, 0.205296, 1.41421, -0.272561, 0.205296, 0.2053, 0.205304, 0.20532, 0.205319, 0.206418, 0.205315, 0.208928, 0.205344, 0.205417, 0.2053, 0.20533, 0.20573, 0.205296, 0.252802, 0.205296, 0.219583
0.705886, 0, 0.361697, 0.2722, 1.41421, -0.361697, 0.2722, 0.272205, 0.27221, 0.272231, 0.27223, 0.273668, 0.272224, 0.276952, 0.272257, 0.272358, 0.272205, 0.272244, 0.272757, 0.2722, 0.335854, 0.2722, 0.290898
0.71375, 0, 0.473331, 0.355394, 1.41421, -0.473331, 0.355394, 0.355402, 0.355407, 0.355434, 0.355433, 0.357286, 0.355426, 0.361519, 0.355463, 0.355598, 0.355401, 0.355452, 0.356104, 0.355394, 0.440028, 0.355394, 0.379501
