   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_119.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
4.05318, 3.93741, 5.64132, 5.45626, 2.43668, -1.70391, 0, 5.45627, 5.45629, 5.45698, 5.45635, 5.45696, 5.63977, 5.45626, 5.45626, 5.45626, 5.45626, 5.45626, 5.45626, 5.45626, 5.45626, 5.45626, 5.45626, 5.45626, 5.45626, 5.45626
4.06104, 6.99033, 5.65829, 5.48586, 2.99839, 1.33204, 0, 5.48587, 5.4859, 5.48658, 5.48595, 5.48658, 5.65673, 5.48586, 5.48586, 5.48586, 5.48586, 5.48586, 5.48586, 5.48586, 5.48586, 5.48586, 5.48586, 5.48586, 5.48586, 5.48586
4.0689, 3.99034, 5.67412, 5.51547, 2.44752, -1.68378, 0, 5.51547, 5.5155, 5.51619, 5.51555, 5.51619, 5.67254, 5.51547, 5.51547, 5.51547, 5.51547, 5.51547, 5.51547, 5.51547, 5.51547, 5.51547, 5.51547, 5.51547, 5.51547, 5.51547
4.07675, 6.99033, 5.68924, 5.54508, 2.99839, 1.30109, 0, 5.54509, 5.54512, 5.5458, 5.54517, 5.54582, 5.68766, 5.54508, 5.54508, 5.54508, 5.54508, 5.54508, 5.54508, 5.54508, 5.54508, 5.54508, 5.54509, 5.54508, 5.54508, 5.54508
4.08461, 4.05551, 5.7041, 5.57473, 2.46079, -1.64859, 0, 5.57474, 5.57477, 5.57545, 5.57482, 5.57548, 5.7025, 5.57473, 5.57473, 5.57473, 5.57473, 5.57473, 5.57473, 5.57473, 5.57473, 5.57473, 5.57473, 5.57473, 5.57473, 5.57473
4.09247, 6.12801, 5.7191, 5.60442, 2.85097, 0.408908, 0, 5.60443, 5.60446, 5.60514, 5.60451, 5.60518, 5.71749, 5.60442, 5.60442, 5.60442, 5.60442, 5.60442, 5.60442, 5.60442, 5.60442, 5.60442, 5.60442, 5.60442, 5.60442, 5.60442
4.10033, 3.99753, 5.73458, 5.63417, 2.44898, -1.73706, 0, 5.63417, 5.6342, 5.63488, 5.63425, 5.63494, 5.73296, 5.63417, 5.63417, 5.63417, 5.63417, 5.63417, 5.63417, 5.63417, 5.63417, 5.63417, 5.63417, 5.63417, 5.63417, 5.63417
4.10818, 4.99758, 5.75085, 5.66398, 2.64529, -0.753276, 0, 5.66399, 5.66401, 5.6647, 5.66406, 5.66476, 5.74922, 5.66398, 5.66398, 5.66398, 5.66398, 5.66398, 5.66398, 5.66398, 5.66398, 5.66398, 5.66398, 5.66398, 5.66398, 5.66398
4.11604, 7.69851, 5.76814, 5.69386, 3.11424, 1.93037, 0, 5.69387, 5.6939, 5.69458, 5.69395, 5.69466, 5.7665, 5.69386, 5.69386, 5.69386, 5.69386, 5.69386, 5.69386, 5.69386, 5.69386, 5.69386, 5.69387, 5.69386, 5.69386, 5.69386
4.1239, 5.14215, 5.78661, 5.72384, 2.67248, -0.644461, 0, 5.72384, 5.72387, 5.72456, 5.72392, 5.72464, 5.78495, 5.72384, 5.72384, 5.72384, 5.72384, 5.72384, 5.72384, 5.72384, 5.72384, 5.72384, 5.72384, 5.72384, 5.72384, 5.72384
4.13176, 3.99274, 5.80635, 5.7539, 2.44801, -1.81361, 0, 5.75391, 5.75394, 5.75462, 5.75399, 5.75472, 5.80468, 5.7539, 5.7539, 5.7539, 5.7539, 5.7539, 5.7539, 5.7539, 5.7539, 5.7539, 5.7539, 5.7539, 5.7539, 5.7539
4.13961, 5.07497, 5.82742, 5.78406, 2.65988, -0.752448, 0, 5.78407, 5.7841, 5.78478, 5.78415, 5.78489, 5.82574, 5.78406, 5.78406, 5.78406, 5.78406, 5.78406, 5.78406, 5.78406, 5.78406, 5.78406, 5.78407, 5.78406, 5.78406, 5.78406
4.14747, 5.99529, 5.8498, 5.81433, 2.82759, 0.145491, 0, 5.81434, 5.81437, 5.81505, 5.81442, 5.81518, 5.84811, 5.81433, 5.81433, 5.81433, 5.81433, 5.81433, 5.81433, 5.81433, 5.81433, 5.81433, 5.81433, 5.81433, 5.81433, 5.81433
4.15533, 3.99493, 5.87346, 5.84472, 2.44845, -1.87853, 0, 5.84472, 5.84475, 5.84544, 5.8448, 5.84557, 5.87175, 5.84472, 5.84472, 5.84472, 5.84472, 5.84472, 5.84472, 5.84472, 5.84472, 5.84472, 5.84472, 5.84472, 5.84472, 5.84472
4.16319, 10.906, 5.8983, 5.8752, 3.59249, 5.0077, 0, 5.87521, 5.87524, 5.87592, 5.87529, 5.87608, 5.89658, 5.8752, 5.8752, 5.8752, 5.8752, 5.8752, 5.8752, 5.8752, 5.8752, 5.8752, 5.87521, 5.8752, 5.8752, 5.8752
4.17104, 9.99294, 5.92424, 5.90582, 3.46308, 4.06869, 0, 5.90582, 5.90585, 5.90653, 5.9059, 5.9067, 5.9225, 5.90582, 5.90582, 5.90582, 5.90582, 5.90582, 5.90582, 5.90582, 5.90582, 5.90582, 5.90582, 5.90582, 5.90582, 5.90582
4.1789, 3.9924, 5.95117, 5.93654, 2.44794, -1.95877, 0, 5.93654, 5.93657, 5.93726, 5.93662, 5.93745, 5.94941, 5.93654, 5.93654, 5.93654, 5.93654, 5.93654, 5.93654, 5.93654, 5.93654, 5.93654, 5.93654, 5.93654, 5.93654, 5.93654
4.18676, 4.99292, 5.97897, 5.96738, 2.64441, -0.986054, 0, 5.96739, 5.96742, 5.9681, 5.96747, 5.96832, 5.97719, 5.96738, 5.96738, 5.96738, 5.96738, 5.96738, 5.96738, 5.96738, 5.96738, 5.96738, 5.96738, 5.96738, 5.96738, 5.96738
4.19462, 5.09182, 6.00754, 5.99835, 2.66305, -0.915723, 0, 5.99835, 5.99838, 5.99907, 5.99843, 5.99931, 6.00573, 5.99835, 5.99835, 5.99835, 5.99835, 5.99835, 5.99835, 5.99835, 5.99835, 5.99835, 5.99835, 5.99835, 5.99835, 5.99835
4.20247, 9.38736, 6.03678, 6.02943, 3.37452, 3.35058, 0, 6.02944, 6.02947, 6.03015, 6.02952, 6.03045, 6.03492, 6.02943, 6.02943, 6.02943, 6.02943, 6.02943, 6.02943, 6.02943, 6.02943, 6.02943, 6.02943, 6.02943, 6.02943, 6.02943
4.21033, 7.70664, 6.0666, 6.06064, 3.11555, 1.64004, 0, 6.06065, 6.06067, 6.06136, 6.06072, 6.06172, 6.06467, 6.06064, 6.06064, 6.06064, 6.06064, 6.06064, 6.06064, 6.06064, 6.06064, 6.06064, 6.06064, 6.06064, 6.06064, 6.06064
4.21819, 2.89151, 6.09691, 6.09196, 2.21167, -3.20541, 0, 6.09197, 6.092, 6.09268, 6.09205, 6.09314, 6.09488, 6.09196, 6.09196, 6.09196, 6.09196, 6.09196, 6.09196, 6.09196, 6.09196, 6.09196, 6.09196, 6.09196, 6.09196, 6.09196
4.22605, 5.66952, 6.12768, 6.12341, 2.76939, -0.458161, 0, 6.12342, 6.12344, 6.12413, 6.1235, 6.12473, 6.1255, 6.12341, 6.12341, 6.12341, 6.12341, 6.12341, 6.12341, 6.12341, 6.12341, 6.12341, 6.12341, 6.12341, 6.12341, 6.12341
4.2339, 9.87662, 6.15885, 6.15497, 3.44625, 3.71777, 0, 6.15498, 6.15501, 6.15569, 6.15506, 6.15651, 6.15646, 6.15497, 6.15497, 6.15497, 6.15497, 6.15497, 6.15497, 6.15497, 6.15497, 6.15497, 6.15498, 6.15497, 6.15497, 6.15497
4.24176, 6.09922, 6.19041, 6.18666, 2.84591, -0.0911918, 0, 6.18667, 6.1867, 6.18738, 6.18675, 6.18852, 6.1877, 6.18666, 6.18666, 6.18666, 6.18666, 6.18666, 6.18666, 6.18666, 6.18666, 6.18666, 6.18666, 6.18666, 6.18666, 6.18666
4.24962, 5.56691, 6.22236, 6.21846, 2.7508, -0.655443, 0, 6.21847, 6.2185, 6.21918, 6.21855, 6.22079, 6.21918, 6.21846, 6.21846, 6.21846, 6.21846, 6.21846, 6.21846, 6.21846, 6.21846, 6.21846, 6.21846, 6.21846, 6.21846, 6.21846
4.25747, 6.76357, 6.25474, 6.25039, 2.96033, 0.508827, 0, 6.2504, 6.25042, 6.25111, 6.25047, 6.2534, 6.25088, 6.25039, 6.25039, 6.25039, 6.25039, 6.25039, 6.25039, 6.25039, 6.25039, 6.25039, 6.25039, 6.25039, 6.25039, 6.25039
4.26533, 8.63331, 6.28761, 6.28243, 3.26088, 2.3457, 0, 6.28243, 6.28246, 6.28315, 6.28251, 6.28643, 6.28276, 6.28243, 6.28243, 6.28243, 6.28243, 6.28243, 6.28243, 6.28243, 6.28243, 6.28243, 6.28243, 6.28243, 6.28243, 6.28243
4.27319, 8.35715, 6.32107, 6.31458, 3.21825, 2.03608, 0, 6.31459, 6.31462, 6.3153, 6.31467, 6.32, 6.3148, 6.31458, 6.31458, 6.31458, 6.31458, 6.31458, 6.31458, 6.31458, 6.31458, 6.31458, 6.31458, 6.31458, 6.31458, 6.31458
4.28105, 2.12051, 6.35526, 6.34685, 2.0299, -4.23475, 0, 6.34686, 6.34689, 6.34757, 6.34694, 6.35426, 6.347, 6.34685, 6.34685, 6.34685, 6.34685, 6.34685, 6.34685, 6.34685, 6.34685, 6.34685, 6.34685, 6.34685, 6.34685, 6.34685
4.2889, 10.3582, 6.39036, 6.37924, 3.51543, 3.96786, 0, 6.37924, 6.37927, 6.37996, 6.37932, 6.38942, 6.37933, 6.37924, 6.37924, 6.37924, 6.37924, 6.37924, 6.37924, 6.37924, 6.37924, 6.37924, 6.37924, 6.37924, 6.37924, 6.37924
4.29676, 2.637, 6.42663, 6.41174, 2.15337, -3.78963, 0, 6.41175, 6.41177, 6.41246, 6.41183, 6.42572, 6.4118, 6.41174, 6.41174, 6.41174, 6.41174, 6.41174, 6.41174, 6.41174, 6.41174, 6.41174, 6.41174, 6.41174, 6.41174, 6.41174
4.30462, 3.73209, 6.46435, 6.44435, 2.39418, -2.73226, 0, 6.44436, 6.44438, 6.44507, 6.44444, 6.46347, 6.44439, 6.44435, 6.44435, 6.44435, 6.44435, 6.44435, 6.44435, 6.44435, 6.44435, 6.44435, 6.44435, 6.44435, 6.44435, 6.44435
4.31248, 5.7228, 6.50392, 6.47707, 2.77899, -0.781118, 0, 6.47708, 6.47711, 6.47779, 6.47716, 6.50304, 6.4771, 6.47707, 6.47707, 6.47707, 6.47707, 6.47707, 6.47707, 6.47707, 6.47707, 6.47707, 6.47708, 6.47707, 6.47707, 6.47707
4.32033, 5.26291, 6.54576, 6.50991, 2.69498, -1.28285, 0, 6.50992, 6.50995, 6.51063, 6.51, 6.54489, 6.50993, 6.50991, 6.50991, 6.50991, 6.50991, 6.50991, 6.50991, 6.50991, 6.50991, 6.50991, 6.50991, 6.50991, 6.50991, 6.50991
4.32819, 7.57302, 6.59038, 6.54286, 3.09403, 0.98264, 0, 6.54287, 6.54289, 6.54358, 6.54295, 6.58952, 6.54287, 6.54286, 6.54286, 6.54286, 6.54286, 6.54286, 6.54286, 6.54286, 6.54286, 6.54286, 6.54286, 6.54286, 6.54286, 6.54286
4.33605, 5.41245, 6.63837, 6.57592, 2.72258, -1.22592, 0, 6.57593, 6.57596, 6.57664, 6.57601, 6.63751, 6.57593, 6.57592, 6.57592, 6.57592, 6.57592, 6.57592, 6.57592, 6.57592, 6.57592, 6.57592, 6.57593, 6.57592, 6.57592, 6.57592
4.34391, 4.1375, 6.69032, 6.60909, 2.4774, -2.55282, 0, 6.6091, 6.60913, 6.60981, 6.60918, 6.68947, 6.6091, 6.60909, 6.60909, 6.60909, 6.60909, 6.60909, 6.60909, 6.60909, 6.60909, 6.60909, 6.60909, 6.60909, 6.60909, 6.60909
4.35176, 9.40655, 6.7469, 6.64237, 3.37736, 2.65964, 0, 6.64238, 6.64241, 6.64309, 6.64246, 6.74605, 6.64238, 6.64237, 6.64237, 6.64237, 6.64237, 6.64237, 6.64237, 6.64237, 6.64237, 6.64237, 6.64238, 6.64237, 6.64237, 6.64237
4.35962, 9.58377, 6.80876, 6.67577, 3.40349, 2.775, 0, 6.67577, 6.6758, 6.67649, 6.67586, 6.80791, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577, 6.67577
4.36748, 12.8434, 6.87652, 6.70927, 3.85271, 5.96685, 0, 6.70928, 6.70931, 6.70999, 6.70937, 6.87566, 6.70927, 6.70927, 6.70927, 6.70927, 6.70927, 6.70927, 6.70927, 6.70927, 6.70927, 6.70927, 6.70928, 6.70927, 6.70927, 6.70927
4.37533, 4.30137, 6.95069, 6.74289, 2.51025, -2.64932, 0, 6.74289, 6.74292, 6.74361, 6.74299, 6.94983, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289, 6.74289
4.38319, 8.68394, 7.03171, 6.77662, 3.26863, 1.65224, 0, 6.77662, 6.77665, 6.77734, 6.77672, 7.03084, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662, 6.77662
4.39105, 5.15211, 7.11977, 6.81045, 2.67434, -1.96766, 0, 6.81046, 6.81049, 6.81117, 6.81056, 7.11889, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045, 6.81045
4.39891, 4.99519, 7.21488, 6.8444, 2.64484, -2.21969, 0, 6.84441, 6.84444, 6.84512, 6.84452, 7.21399, 6.8444, 6.8444, 6.8444, 6.8444, 6.8444, 6.8444, 6.8444, 6.8444, 6.8444, 6.8444, 6.84441, 6.8444, 6.8444, 6.8444
4.40676, 6.66689, 7.31672, 6.87846, 2.94396, -0.649829, 0, 6.87847, 6.8785, 6.87918, 6.8786, 7.31583, 6.87846, 6.87846, 6.87846, 6.87846, 6.87846, 6.87846, 6.87846, 6.87846, 6.87846, 6.87846, 6.87847, 6.87846, 6.87846, 6.87846
4.41462, 5.157, 7.42468, 6.91263, 2.67526, -2.26768, 0, 6.91264, 6.91267, 6.91335, 6.91278, 7.42376, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263, 6.91263
4.42248, 4.33048, 7.53779, 6.94692, 2.51605, -3.20731, 0, 6.94692, 6.94695, 6.94763, 6.94709, 7.53685, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692, 6.94692
4.43034, 13.9697, 7.65471, 6.9813, 3.9962, 6.31494, 0, 6.98131, 6.98134, 6.98202, 6.9815, 7.65374, 6.9813, 6.9813, 6.9813, 6.9813, 6.9813, 6.9813, 6.9813, 6.9813, 6.9813, 6.9813, 6.98131, 6.9813, 6.9813, 6.9813
4.43819, 4.85178, 7.77379, 7.0158, 2.61759, -2.92201, 0, 7.01581, 7.01584, 7.01652, 7.01604, 7.77279, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158, 7.0158
4.44605, 8.76313, 7.89308, 7.05041, 3.28072, 0.870059, 0, 7.05041, 7.05044, 7.05113, 7.05069, 7.89203, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041, 7.05041
4.45391, 12.3348, 8.01038, 7.08512, 3.78613, 4.32439, 0, 7.08512, 7.08515, 7.08583, 7.08546, 8.00928, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512, 7.08512
4.46177, 7.06851, 8.1234, 7.11993, 3.0114, -1.05489, 0, 7.11994, 7.11997, 7.12065, 7.12035, 8.12222, 7.11993, 7.11993, 7.11993, 7.11993, 7.11993, 7.11993, 7.11993, 7.11993, 7.11993, 7.11993, 7.11994, 7.11993, 7.11993, 7.11993
4.46962, 5.44783, 8.22974, 7.15485, 2.72907, -2.78191, 0, 7.15486, 7.15488, 7.15557, 7.15536, 8.22847, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485, 7.15485
4.47748, 7.99033, 8.32717, 7.18987, 3.16075, -0.336836, 0, 7.18988, 7.18991, 7.19059, 7.1905, 8.32578, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987, 7.18987
4.48534, 8.17829, 8.4136, 7.22499, 3.19034, -0.235316, 0, 7.225, 7.22503, 7.22571, 7.22576, 8.41207, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499, 7.22499
4.4932, 9.9929, 8.48729, 7.26021, 3.46308, 1.50561, 0, 7.26022, 7.26025, 7.26093, 7.26115, 8.48559, 7.26021, 7.26021, 7.26021, 7.26021, 7.26021, 7.26021, 7.26021, 7.26021, 7.26021, 7.26021, 7.26022, 7.26021, 7.26021, 7.26021
4.50105, 15.6066, 8.5469, 7.29553, 4.19603, 7.05972, 0, 7.29554, 7.29556, 7.29625, 7.29667, 8.545, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553, 7.29553
4.50891, 7.18327, 8.59161, 7.33095, 3.03039, -1.40833, 0, 7.33095, 7.33098, 7.33167, 7.33233, 8.58946, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095, 7.33095
4.51677, 8.18835, 8.62109, 7.36645, 3.19192, -0.432742, 0, 7.36646, 7.36649, 7.36717, 7.36811, 8.61867, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645, 7.36645
4.52463, 9.59269, 8.63564, 7.40205, 3.4048, 0.957047, 0, 7.40206, 7.40209, 7.40277, 7.40404, 8.63289, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205, 7.40205
4.53248, 11.1902, 8.63605, 7.43775, 3.63183, 2.55416, 0, 7.43775, 7.43778, 7.43847, 7.4401, 8.63293, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775, 7.43775
4.54034, 6.78538, 8.62362, 7.47353, 2.96401, -1.83824, 0, 7.47353, 7.47356, 7.47425, 7.4763, 8.62008, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353, 7.47353
4.5482, 9.40291, 8.60005, 7.5094, 3.37682, 0.802861, 0, 7.50941, 7.50943, 7.51012, 7.51263, 8.59605, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094, 7.5094
4.55606, 7.57262, 8.56736, 7.54536, 3.09396, -0.994744, 0, 7.54537, 7.54539, 7.54608, 7.54909, 8.56286, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536, 7.54536
4.56391, 7.4127, 8.52778, 7.58141, 3.06801, -1.11508, 0, 7.58142, 7.58144, 7.58213, 7.58568, 8.52274, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141, 7.58141
4.57177, 8.99294, 8.48359, 7.61754, 3.31556, 0.509352, 0, 7.61755, 7.61757, 7.61826, 7.62238, 8.47798, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754, 7.61754
4.57963, 4.20979, 8.43707, 7.65376, 2.49194, -4.22728, 0, 7.65377, 7.65379, 7.65448, 7.65918, 8.43088, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376, 7.65376
4.58749, 8.89789, 8.39035, 7.69006, 3.3012, 0.507548, 0, 7.69007, 7.6901, 7.69078, 7.69608, 8.38356, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006, 7.69006
4.59534, 16.3176, 8.34536, 7.72645, 4.27991, 7.97225, 0, 7.72646, 7.72648, 7.72717, 7.73306, 8.33799, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645, 7.72645
4.6032, 11.3214, 8.30373, 7.76292, 3.64985, 3.0177, 0, 7.76292, 7.76295, 7.76364, 7.7701, 8.29578, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292, 7.76292
4.61106, 12.3099, 8.26678, 7.79947, 3.78284, 4.04311, 0, 7.79948, 7.7995, 7.80019, 7.80718, 8.2583, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947, 7.79947
4.61891, 10.4417, 8.2355, 7.8361, 3.52727, 2.20617, 0, 7.83611, 7.83614, 7.83682, 7.8443, 8.22653, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361, 7.8361
4.62677, 6.45099, 8.21052, 7.87281, 2.90706, -1.75953, 0, 7.87282, 7.87285, 7.87353, 7.88144, 8.20113, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281, 7.87281
4.63463, 10.9928, 8.1922, 7.90961, 3.60455, 2.80055, 0, 7.90962, 7.90964, 7.91033, 7.91858, 8.18247, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961, 7.90961
4.64249, 6.75663, 8.1806, 7.94648, 2.95916, -1.42397, 0, 7.94649, 7.94651, 7.9472, 7.95571, 8.17061, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648, 7.94648
4.65034, 7.99039, 8.17555, 7.98343, 3.16076, -0.185155, 0, 7.98344, 7.98347, 7.98415, 7.99282, 8.1654, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343, 7.98343
4.6582, 16.0252, 8.17672, 8.02046, 4.24561, 7.8485, 0, 8.02047, 8.0205, 8.02118, 8.02991, 8.16651, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046, 8.02046
4.66606, 6.7116, 8.18363, 8.05756, 2.95154, -1.47203, 0, 8.05757, 8.0576, 8.05828, 8.06696, 8.17347, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756, 8.05756
4.67392, 9.4801, 8.19574, 8.09474, 3.38823, 1.28436, 0, 8.09475, 8.09478, 8.09546, 8.10399, 8.18572, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474, 8.09474
4.68177, 8.99876, 8.21245, 8.13199, 3.31644, 0.786307, 0, 8.132, 8.13202, 8.13271, 8.14099, 8.20269, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199, 8.13199
4.68963, 12.4819, 8.23319, 8.16931, 3.80551, 4.24872, 0, 8.16932, 8.16935, 8.17003, 8.17798, 8.22376, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931, 8.16931
4.69749, 10.4851, 8.25737, 8.20671, 3.53343, 2.22776, 0, 8.20671, 8.20674, 8.20743, 8.21496, 8.24836, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671, 8.20671
4.70535, 9.98276, 8.28449, 8.24417, 3.46161, 1.69827, 0, 8.24418, 8.2442, 8.24489, 8.25193, 8.27596, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417, 8.24417
4.7132, 10.4991, 8.31408, 8.28169, 3.5354, 2.185, 0, 8.2817, 8.28173, 8.28241, 8.28892, 8.30609, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169, 8.28169
4.72106, 6.76936, 8.34577, 8.31928, 2.96131, -1.5764, 0, 8.31929, 8.31932, 8.32, 8.32594, 8.33834, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928, 8.31928
4.72892, 9.46936, 8.37922, 8.35693, 3.38664, 1.09014, 0, 8.35694, 8.35697, 8.35765, 8.363, 8.37239, 8.35693, 8.35693, 8.35693, 8.35693, 8.35693, 8.35693, 8.35693, 8.35693, 8.35693, 8.35693, 8.35694, 8.35693, 8.35693, 8.35693
4.73678, 9.52094, 8.4142, 8.39465, 3.39425, 1.10674, 0, 8.39466, 8.39468, 8.39537, 8.40012, 8.40797, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465, 8.39465
4.74463, 9.657, 8.45052, 8.43242, 3.41424, 1.20648, 0, 8.43243, 8.43246, 8.43314, 8.43729, 8.44488, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242, 8.43242
4.75249, 5.79331, 8.48805, 8.47024, 2.79165, -2.69474, 0, 8.47025, 8.47028, 8.47096, 8.47454, 8.48299, 8.47024, 8.47024, 8.47024, 8.47024, 8.47024, 8.47024, 8.47024, 8.47024, 8.47024, 8.47024, 8.47025, 8.47024, 8.47024, 8.47024
