   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_805.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.31538, 0, 8.00052e-08, 6.82044e-30, 1.41421, -8.00052e-08, 0, 6.82044e-30, 6.82044e-30, 6.82044e-30, 6.82044e-30, 6.82044e-30, 6.82044e-30, 6.82044e-30, 6.82044e-30, 6.82044e-30, 6.82044e-30, 6.82044e-30, 2.28699e-10, 6.82044e-30, 6.82044e-30, 2.25064e-09, 2.55364e-08, 6.82044e-30, 5.19895e-08, 6.82044e-30, 6.82044e-30, 6.82044e-30
0.323267, 0, 1.06244e-07, 3.22191e-29, 1.41421, -1.06244e-07, 0, 3.22191e-29, 3.22191e-29, 3.22191e-29, 3.22191e-29, 3.22191e-29, 3.22191e-29, 3.22191e-29, 3.22191e-29, 3.22191e-29, 3.22191e-29, 3.22191e-29, 2.96746e-10, 3.22191e-29, 3.22191e-29, 3.22102e-09, 3.55129e-08, 3.22191e-29, 6.72137e-08, 3.22191e-29, 3.22191e-29, 3.22191e-29
0.331154, 0, 1.40876e-07, 1.44872e-28, 1.41421, -1.40876e-07, 0, 1.44872e-28, 1.44872e-28, 1.44872e-28, 1.44872e-28, 1.44872e-28, 1.44872e-28, 1.44872e-28, 1.44872e-28, 1.44872e-28, 1.44872e-28, 1.44872e-28, 3.83834e-10, 1.44872e-28, 1.44872e-28, 4.60619e-09, 4.92935e-08, 1.44872e-28, 8.65924e-08, 1.44872e-28, 1.44872e-28, 1.44872e-28
0.339041, 0, 1.86533e-07, 6.18634e-28, 1.41421, -1.86533e-07, 0, 6.18634e-28, 6.18634e-28, 6.18634e-28, 6.18634e-28, 6.18634e-28, 6.18634e-28, 6.18634e-28, 6.18634e-28, 6.18634e-28, 6.18634e-28, 6.18634e-28, 4.94952e-10, 6.18634e-28, 6.18634e-28, 6.58032e-09, 6.82872e-08, 6.18634e-28, 1.11171e-07, 6.18634e-28, 6.18634e-28, 6.18634e-28
0.346928, 0, 2.46665e-07, 2.50844e-27, 1.41421, -2.46665e-07, 0, 2.50844e-27, 2.50844e-27, 2.50844e-27, 2.50844e-27, 2.50844e-27, 2.50844e-27, 2.50844e-27, 2.50844e-27, 2.50844e-27, 2.50844e-27, 2.50844e-27, 6.36299e-10, 2.50844e-27, 2.50844e-27, 9.38863e-09, 9.44058e-08, 2.50844e-27, 1.42234e-07, 2.50844e-27, 2.50844e-27, 2.50844e-27
0.354815, 0, 3.25777e-07, 9.67331e-27, 1.41421, -3.25777e-07, 0, 9.67331e-27, 9.67331e-27, 9.67331e-27, 9.67331e-27, 9.67331e-27, 9.67331e-27, 9.67331e-27, 9.67331e-27, 9.67331e-27, 9.67331e-27, 9.67331e-27, 8.15563e-10, 9.67331e-27, 9.67331e-27, 1.33752e-08, 1.30234e-07, 9.67331e-27, 1.81352e-07, 9.67331e-27, 9.67331e-27, 9.67331e-27
0.362703, 0, 4.2976e-07, 3.55564e-26, 1.41421, -4.2976e-07, 0, 3.55564e-26, 3.55564e-26, 3.55564e-26, 3.55564e-26, 3.55564e-26, 3.55564e-26, 3.55564e-26, 1.23004e-13, 3.55564e-26, 3.55564e-26, 3.55564e-26, 1.04225e-09, 3.55564e-26, 3.55564e-26, 1.90211e-08, 1.79253e-07, 3.55564e-26, 2.30444e-07, 3.55564e-26, 3.55564e-26, 3.55564e-26
0.37059, 0, 5.66295e-07, 1.24855e-25, 1.41421, -5.66295e-07, 0, 1.24855e-25, 1.24855e-25, 1.24855e-25, 1.24855e-25, 1.24855e-25, 1.24855e-25, 1.24855e-25, 3.53597e-13, 1.24855e-25, 1.24855e-25, 1.24855e-25, 1.32808e-09, 1.24855e-25, 1.24855e-25, 2.69964e-08, 2.46136e-07, 1.24855e-25, 2.91834e-07, 1.24855e-25, 1.24855e-25, 1.24855e-25
0.378477, 0, 7.45384e-07, 4.23227e-25, 1.41421, -7.45384e-07, 0, 4.23227e-25, 4.23227e-25, 4.23227e-25, 4.23227e-25, 4.23227e-25, 4.23227e-25, 4.23227e-25, 7.79829e-13, 4.23227e-25, 4.23227e-25, 4.23227e-25, 1.68745e-09, 4.23227e-25, 4.23227e-25, 3.82307e-08, 3.37124e-07, 4.23227e-25, 3.68341e-07, 4.23227e-25, 4.23227e-25, 4.23227e-25
0.386364, 0, 9.80959e-07, 1.4762e-10, 1.41421, -9.80959e-07, 1.4762e-10, 1.47624e-10, 1.53126e-10, 1.52941e-10, 2.02119e-10, 1.47787e-10, 2.50599e-10, 4.23276e-10, 1.54582e-10, 1.76032e-10, 1.59076e-10, 3.73234e-10, 2.28568e-09, 1.50406e-10, 1.47826e-10, 5.41561e-08, 4.60672e-07, 1.4762e-10, 4.63552e-07, 1.4762e-10, 1.4762e-10, 1.6509e-10
0.394251, 0, 1.28977e-06, 4.21676e-10, 1.41421, -1.28977e-06, 4.21676e-10, 4.2169e-10, 4.37454e-10, 4.36924e-10, 5.7784e-10, 4.22155e-10, 7.16759e-10, 1.21155e-09, 4.40123e-10, 5.03089e-10, 4.54505e-10, 1.06816e-09, 3.12314e-09, 4.29661e-10, 4.22269e-10, 7.65235e-08, 6.27761e-07, 4.21678e-10, 5.81516e-07, 4.21676e-10, 4.21676e-10, 4.71737e-10
0.402139, 0, 1.6944e-06, 9.23447e-10, 1.41421, -1.6944e-06, 9.23447e-10, 9.23476e-10, 9.58158e-10, 9.56991e-10, 1.267e-09, 9.245e-10, 1.57261e-09, 2.66113e-09, 9.62973e-10, 1.10255e-09, 9.95669e-10, 2.34567e-09, 4.32741e-09, 9.41012e-10, 9.24751e-10, 1.07855e-07, 8.52989e-07, 9.23452e-10, 7.27355e-07, 9.23447e-10, 9.23447e-10, 1.03358e-09
0.410026, 0, 2.22416e-06, 1.83067e-09, 1.41421, -2.22416e-06, 1.83067e-09, 1.83073e-09, 1.89987e-09, 1.89754e-09, 2.51555e-09, 1.83277e-09, 3.1248e-09, 5.2948e-09, 1.90844e-09, 2.18772e-09, 1.97465e-09, 4.66593e-09, 6.10818e-09, 1.86569e-09, 1.83327e-09, 1.51634e-07, 1.15556e-06, 1.83068e-09, 9.07102e-07, 1.83067e-09, 1.83067e-09, 2.05022e-09
0.417913, 0, 2.91743e-06, 3.45659e-09, 1.41421, -2.91743e-06, 3.45659e-09, 3.4567e-09, 3.58787e-09, 3.58345e-09, 4.75592e-09, 3.46057e-09, 5.91177e-09, 1.00286e-08, 3.6028e-09, 4.13397e-09, 3.72973e-09, 8.83553e-09, 8.8174e-09, 3.52302e-09, 3.46152e-09, 2.12667e-07, 1.56061e-06, 3.45661e-09, 1.12815e-06, 3.45659e-09, 3.45659e-09, 3.87311e-09
0.4258, 0, 3.82632e-06, 6.34293e-09, 1.41421, -3.82632e-06, 6.34293e-09, 6.34313e-09, 6.58466e-09, 6.57653e-09, 8.73547e-09, 6.35026e-09, 1.08638e-08, 1.84444e-08, 6.62052e-09, 7.59023e-09, 6.84589e-09, 1.62475e-08, 1.30436e-08, 6.46525e-09, 6.35201e-09, 2.97572e-07, 2.10287e-06, 6.34296e-09, 1.39953e-06, 6.34293e-09, 6.34293e-09, 7.10989e-09
0.433687, 0, 5.01431e-06, 1.14121e-08, 1.41421, -5.01431e-06, 1.14121e-08, 1.14124e-08, 1.1848e-08, 1.18334e-08, 1.5727e-08, 1.14253e-08, 1.95653e-08, 3.32367e-08, 1.20179e-08, 1.36616e-08, 1.23191e-08, 2.92747e-08, 1.97654e-08, 1.16327e-08, 1.14285e-08, 4.15455e-07, 2.8226e-06, 1.14121e-08, 1.73232e-06, 1.14121e-08, 1.14121e-08, 1.27953e-08
0.441574, 0, 6.57012e-06, 2.02122e-08, 1.41421, -6.57012e-06, 2.02122e-08, 2.02128e-08, 2.09857e-08, 2.09597e-08, 2.7868e-08, 2.02356e-08, 3.46784e-08, 5.89354e-08, 2.23623e-08, 2.42034e-08, 2.18216e-08, 5.19056e-08, 3.05985e-08, 2.06036e-08, 2.02412e-08, 5.78837e-07, 3.77632e-06, 2.02122e-08, 2.14029e-06, 2.02122e-08, 2.02122e-08, 2.26663e-08
0.449462, 0, 8.60818e-06, 3.53119e-08, 1.41421, -8.60818e-06, 3.53119e-08, 3.53131e-08, 3.66653e-08, 3.66198e-08, 4.87068e-08, 3.5353e-08, 6.06224e-08, 1.03063e-07, 4.02901e-08, 4.22951e-08, 3.81278e-08, 9.07635e-08, 4.81927e-08, 3.59968e-08, 3.53628e-08, 8.04958e-07, 5.03576e-06, 3.53121e-08, 2.64079e-06, 3.53119e-08, 3.53119e-08, 3.96058e-08
0.457349, 0, 1.12815e-05, 6.09203e-08, 1.41421, -1.12815e-05, 6.09203e-08, 6.09223e-08, 6.32581e-08, 6.31795e-08, 8.40588e-08, 6.09912e-08, 1.04642e-07, 1.77955e-07, 7.10146e-08, 7.29831e-08, 6.57845e-08, 1.56708e-07, 7.68533e-08, 6.21033e-08, 6.10081e-08, 1.11801e-06, 6.69332e-06, 6.09206e-08, 3.25599e-06, 6.09203e-08, 6.09203e-08, 6.83377e-08
0.465236, 0, 1.47925e-05, 1.03845e-07, 1.41421, -1.47925e-05, 1.03845e-07, 1.03848e-07, 1.07835e-07, 1.07701e-07, 1.43334e-07, 1.03966e-07, 1.78462e-07, 3.0358e-07, 1.22981e-07, 1.24432e-07, 1.12146e-07, 2.6732e-07, 1.23503e-07, 1.05864e-07, 1.03995e-07, 1.54998e-06, 8.86774e-06, 1.03845e-07, 4.01469e-06, 1.03845e-07, 1.03845e-07, 1.16504e-07
0.473123, 0, 1.94143e-05, 1.74958e-07, 1.41421, -1.94143e-05, 1.74958e-07, 1.74964e-07, 1.81688e-07, 1.81462e-07, 2.41566e-07, 1.75162e-07, 3.00818e-07, 5.11859e-07, 2.09691e-07, 2.09683e-07, 1.88961e-07, 4.50698e-07, 1.99151e-07, 1.78364e-07, 1.75211e-07, 2.14619e-06, 1.17115e-05, 1.74959e-07, 4.95532e-06, 1.74958e-07, 1.74958e-07, 1.9631e-07
0.48101, 0, 2.55143e-05, 2.91397e-07, 1.41421, -2.55143e-05, 2.91397e-07, 2.91406e-07, 3.02618e-07, 3.02241e-07, 4.0246e-07, 2.91737e-07, 5.01257e-07, 8.53151e-07, 3.52735e-07, 3.49297e-07, 3.14744e-07, 7.51171e-07, 3.21094e-07, 2.97075e-07, 2.91818e-07, 2.96868e-06, 1.54199e-05, 2.91398e-07, 6.12966e-06, 2.91397e-07, 2.91397e-07, 3.26999e-07
0.488897, 0, 3.35924e-05, 4.79834e-07, 1.41421, -3.35924e-05, 4.79834e-07, 4.79849e-07, 4.98332e-07, 4.97711e-07, 6.62927e-07, 4.80395e-07, 8.25802e-07, 1.40592e-06, 5.87022e-07, 5.75286e-07, 5.18323e-07, 1.2378e-06, 5.16198e-07, 4.89195e-07, 4.80528e-07, 4.10302e-06, 2.02436e-05, 4.79836e-07, 7.60922e-06, 4.79834e-07, 4.79834e-07, 5.38527e-07
0.496785, 0, 4.43293e-05, 7.81221e-07, 1.41421, -4.43293e-05, 7.81221e-07, 7.81246e-07, 8.11375e-07, 8.10361e-07, 1.07967e-06, 7.82136e-07, 1.34516e-06, 2.29077e-06, 9.6656e-07, 9.36811e-07, 8.4396e-07, 2.01672e-06, 8.25638e-07, 7.9648e-07, 7.82354e-07, 5.66703e-06, 2.65037e-05, 7.81225e-07, 9.49313e-06, 7.81221e-07, 7.81221e-07, 8.76892e-07
0.504672, 0, 5.86594e-05, 1.25765e-06, 1.41421, -5.86594e-05, 1.25765e-06, 1.25769e-06, 1.30626e-06, 1.30462e-06, 1.73869e-06, 1.25913e-06, 2.16661e-06, 3.69075e-06, 1.57474e-06, 1.50843e-06, 1.35878e-06, 3.24905e-06, 1.31177e-06, 1.28225e-06, 1.25948e-06, 7.82298e-06, 3.46128e-05, 1.25766e-06, 1.19235e-05, 1.25765e-06, 1.25765e-06, 1.41186e-06
0.512559, 0, 7.78603e-05, 2.002e-06, 1.41421, -7.78603e-05, 2.002e-06, 2.00206e-06, 2.07946e-06, 2.07686e-06, 2.7687e-06, 2.00435e-06, 3.45074e-06, 5.87999e-06, 2.53873e-06, 2.40171e-06, 2.16318e-06, 5.17598e-06, 2.06779e-06, 2.0412e-06, 2.00491e-06, 1.07938e-05, 4.5101e-05, 2.00201e-06, 1.50961e-05, 2.002e-06, 2.002e-06, 2.24778e-06
0.520446, 0, 0.00010369, 3.15135e-06, 1.41421, -0.00010369, 3.15135e-06, 3.15145e-06, 3.27345e-06, 3.26934e-06, 4.3598e-06, 3.15505e-06, 5.43479e-06, 9.26366e-06, 4.0502e-06, 3.78135e-06, 3.40539e-06, 8.15404e-06, 3.23113e-06, 3.21313e-06, 3.15594e-06, 1.48849e-05, 5.86507e-05, 3.15137e-06, 1.929e-05, 3.15135e-06, 3.15135e-06, 3.53873e-06
0.528333, 0, 0.000138564, 4.90537e-06, 1.41421, -0.000138564, 4.90537e-06, 4.90553e-06, 5.09568e-06, 5.08928e-06, 6.78898e-06, 4.91114e-06, 8.46459e-06, 1.44327e-05, 6.39457e-06, 5.88735e-06, 5.30134e-06, 1.27031e-05, 5.0019e-06, 5.00167e-06, 4.91252e-06, 2.05137e-05, 7.6142e-05, 4.90539e-06, 2.48999e-05, 4.90537e-06, 4.90537e-06, 5.50919e-06
