   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_525.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.191937, 0, 1.51669e-11, 0, 1.41421, -1.51669e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90719e-14, 3.01009e-12, 0, 1.21277e-11, 0, 0, 0
0.199799, 0, 2.30909e-11, 0, 1.41421, -2.30909e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51119e-14, 4.72929e-12, 0, 1.83165e-11, 0, 0, 0
0.207661, 0, 3.49896e-11, 0, 1.41421, -3.49896e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97217e-14, 7.40045e-12, 0, 2.75194e-11, 0, 0, 0
0.215523, 0, 5.27736e-11, 0, 1.41421, -5.27736e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07346e-13, 1.15348e-11, 0, 4.11314e-11, 0, 0, 0
0.223385, 0, 7.9233e-11, 0, 1.41421, -7.9233e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64676e-13, 1.79101e-11, 0, 6.11582e-11, 0, 0, 0
0.231247, 0, 1.18425e-10, 0, 1.41421, -1.18425e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51771e-13, 2.77059e-11, 0, 9.0467e-11, 0, 0, 0
0.239109, 0, 1.76223e-10, 0, 1.41421, -1.76223e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83722e-13, 4.27057e-11, 0, 1.33133e-10, 0, 0, 0
0.24697, 0, 2.61101e-10, 0, 1.41421, -2.61101e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.83148e-13, 6.55988e-11, 0, 1.94919e-10, 0, 0, 0
0.254832, 0, 3.85236e-10, 2.70451e-43, 1.41421, -3.85236e-10, 2.70451e-43, 0, 2.70451e-43, 2.70451e-43, 2.70451e-43, 2.70451e-43, 2.70451e-43, 2.70451e-43, 2.70451e-43, 2.70451e-43, 2.70451e-43, 2.70451e-43, 2.70451e-43, 8.83933e-13, 1.0043e-10, 2.70451e-43, 2.83921e-10, 2.70451e-43, 2.70451e-43, 2.70451e-43
0.262694, 0, 5.66064e-10, 4.5304e-42, 1.41421, -5.66064e-10, 4.5304e-42, 0, 4.5304e-42, 4.5304e-42, 4.5304e-42, 4.5304e-42, 4.5304e-42, 4.5304e-42, 4.5304e-42, 4.5304e-42, 4.5304e-42, 4.5304e-42, 4.5304e-42, 1.3368e-12, 1.53269e-10, 4.5304e-42, 4.11458e-10, 4.5304e-42, 4.5304e-42, 4.5304e-42
0.270556, 0, 8.28477e-10, 6.34368e-41, 1.41421, -8.28477e-10, 6.34368e-41, 0, 6.34368e-41, 6.34368e-41, 6.34368e-41, 6.34368e-41, 6.34368e-41, 6.34368e-41, 6.34368e-41, 6.34368e-41, 6.34368e-41, 6.34368e-41, 6.34368e-41, 2.01771e-12, 2.33199e-10, 6.34368e-41, 5.9326e-10, 6.34368e-41, 6.34368e-41, 6.34368e-41
0.278418, 0, 1.20791e-09, 7.89122e-40, 1.41421, -1.20791e-09, 7.89122e-40, 0, 7.89122e-40, 7.89122e-40, 7.89122e-40, 7.89122e-40, 7.89122e-40, 7.89122e-40, 7.89122e-40, 7.89122e-40, 7.89122e-40, 7.89122e-40, 7.89122e-40, 3.04044e-12, 3.53796e-10, 7.89122e-40, 8.51071e-10, 7.89122e-40, 7.89122e-40, 7.89122e-40
0.28628, 0, 1.75465e-09, 8.79726e-39, 1.41421, -1.75465e-09, 8.79726e-39, 0, 8.79726e-39, 8.79726e-39, 8.79726e-39, 8.79726e-39, 8.79726e-39, 8.79726e-39, 8.79726e-39, 8.79726e-39, 8.79726e-39, 8.79726e-39, 8.79726e-39, 4.5755e-12, 5.35301e-10, 8.79726e-39, 1.21477e-09, 8.79726e-39, 8.79726e-39, 8.79726e-39
0.294142, 0, 2.53992e-09, 8.86439e-38, 1.41421, -2.53992e-09, 8.86439e-38, 0, 8.86439e-38, 8.86439e-38, 8.86439e-38, 8.86439e-38, 8.86439e-38, 8.86439e-38, 8.86439e-38, 8.86439e-38, 8.86439e-38, 8.86439e-38, 8.86439e-38, 6.87863e-12, 8.07847e-10, 8.86439e-38, 1.7252e-09, 8.86439e-38, 8.86439e-38, 8.86439e-38
0.302004, 0, 3.66441e-09, 8.11176e-37, 1.41421, -3.66441e-09, 8.11176e-37, 0, 8.11176e-37, 8.11176e-37, 8.11176e-37, 8.11176e-37, 8.11176e-37, 8.11176e-37, 8.11176e-37, 8.11176e-37, 8.11176e-37, 8.11176e-37, 8.11176e-37, 1.03337e-11, 1.21622e-09, 8.11176e-37, 2.43786e-09, 8.11176e-37, 8.11176e-37, 8.11176e-37
0.309866, 0, 5.27016e-09, 6.77953e-36, 1.41421, -5.27016e-09, 6.77953e-36, 0, 6.77953e-36, 6.77953e-36, 6.77953e-36, 6.77953e-36, 6.77953e-36, 6.77953e-36, 6.77953e-36, 6.77953e-36, 6.77953e-36, 6.77953e-36, 6.77953e-36, 1.55174e-11, 1.82687e-09, 6.77953e-36, 3.42778e-09, 6.77953e-36, 6.77953e-36, 6.77953e-36
0.317728, 0, 7.55733e-09, 5.19942e-35, 1.41421, -7.55733e-09, 5.19942e-35, 0, 5.19942e-35, 5.19942e-35, 5.19942e-35, 5.19942e-35, 5.19942e-35, 5.19942e-35, 5.19942e-35, 5.19942e-35, 5.19942e-35, 5.19942e-35, 5.19942e-35, 2.32966e-11, 2.73824e-09, 5.19942e-35, 4.7958e-09, 5.19942e-35, 5.19942e-35, 5.19942e-35
0.325589, 0, 1.08076e-08, 3.67547e-34, 1.41421, -1.08076e-08, 3.67547e-34, 0, 3.67547e-34, 3.67547e-34, 3.67547e-34, 3.67547e-34, 3.67547e-34, 3.67547e-34, 3.67547e-34, 3.67547e-34, 3.67547e-34, 3.67547e-34, 3.67547e-34, 3.49746e-11, 4.09593e-09, 3.67547e-34, 6.67672e-09, 3.67547e-34, 3.67547e-34, 3.67547e-34
0.333451, 0, 1.54172e-08, 2.43784e-33, 1.41421, -1.54172e-08, 2.43784e-33, 0, 2.43784e-33, 2.43784e-33, 2.43784e-33, 2.43784e-33, 2.43784e-33, 2.43784e-33, 2.43784e-33, 2.43784e-33, 2.43784e-33, 2.43784e-33, 2.43784e-33, 5.25119e-11, 6.11493e-09, 2.43784e-33, 9.24973e-09, 2.43784e-33, 2.43784e-33, 2.43784e-33
0.341313, 0, 2.19427e-08, 1.43687e-32, 1.41421, -2.19427e-08, 1.43687e-32, 0, 1.43687e-32, 1.43687e-32, 1.43687e-32, 1.43687e-32, 1.43687e-32, 1.43687e-32, 1.43687e-32, 1.43687e-32, 1.43687e-32, 1.43687e-32, 1.43687e-32, 7.88564e-11, 9.1121e-09, 1.43687e-32, 1.27518e-08, 1.43687e-32, 1.43687e-32, 1.43687e-32
0.349175, 0, 3.11663e-08, 8.50496e-32, 1.41421, -3.11663e-08, 8.50496e-32, 0, 8.50496e-32, 8.50496e-32, 8.50496e-32, 8.50496e-32, 8.50496e-32, 8.50496e-32, 8.50496e-32, 8.50496e-32, 8.50496e-32, 8.50496e-32, 8.50496e-32, 1.18438e-10, 1.35535e-08, 8.50496e-32, 1.74944e-08, 8.50496e-32, 8.50496e-32, 8.50496e-32
0.357037, 0, 4.41859e-08, 4.51263e-31, 1.41421, -4.41859e-08, 4.51263e-31, 0, 4.51263e-31, 4.51263e-31, 4.51263e-31, 4.51263e-31, 4.51263e-31, 4.51263e-31, 4.51263e-31, 4.51263e-31, 4.51263e-31, 4.51263e-31, 4.51263e-31, 1.77904e-10, 2.01229e-08, 4.51263e-31, 2.38852e-08, 4.51263e-31, 4.51263e-31, 4.51263e-31
0.364899, 0, 6.25426e-08, 2.32905e-30, 1.41421, -6.25426e-08, 2.32905e-30, 0, 2.32905e-30, 2.32905e-30, 2.32905e-30, 2.32905e-30, 2.32905e-30, 2.32905e-30, 2.32905e-30, 2.32905e-30, 2.32905e-30, 2.32905e-30, 2.32905e-30, 2.67219e-10, 2.98214e-08, 2.32905e-30, 3.2454e-08, 2.32905e-30, 2.32905e-30, 2.32905e-30
0.372761, 0, 8.8398e-08, 1.14149e-29, 1.41421, -8.8398e-08, 1.14149e-29, 0, 1.14149e-29, 1.14149e-29, 1.14149e-29, 1.14149e-29, 1.14149e-29, 1.14149e-29, 1.14149e-29, 1.14149e-29, 1.14149e-29, 1.14149e-29, 1.14149e-29, 4.01285e-10, 4.411e-08, 1.14149e-29, 4.38867e-08, 1.14149e-29, 1.14149e-29, 1.14149e-29
0.380623, 0, 1.24783e-07, 5.28138e-29, 1.41421, -1.24783e-07, 5.28138e-29, 0, 5.28138e-29, 5.28138e-29, 5.28138e-29, 5.28138e-29, 5.28138e-29, 5.28138e-29, 5.28138e-29, 5.28138e-29, 5.28138e-29, 5.28138e-29, 5.28138e-29, 6.02331e-10, 6.51146e-08, 5.28138e-29, 5.90661e-08, 5.28138e-29, 5.28138e-29, 5.28138e-29
0.388485, 0, 1.75943e-07, 2.35647e-28, 1.41421, -1.75943e-07, 2.35647e-28, 0, 2.35647e-28, 2.35647e-28, 2.35647e-28, 2.35647e-28, 2.35647e-28, 2.35647e-28, 2.35647e-28, 2.35647e-28, 2.35647e-28, 2.35647e-28, 2.35647e-28, 9.03417e-10, 9.59171e-08, 2.35647e-28, 7.91221e-08, 2.35647e-28, 2.35647e-28, 2.35647e-28
0.396347, 0, 2.47815e-07, 1.00362e-27, 1.41421, -2.47815e-07, 1.00362e-27, 0, 1.00362e-27, 1.00362e-27, 1.00362e-27, 1.00362e-27, 1.00362e-27, 1.00362e-27, 1.00362e-27, 1.00362e-27, 1.00362e-27, 1.00362e-27, 1.00362e-27, 1.35354e-09, 1.40968e-07, 1.00362e-27, 1.05494e-07, 1.00362e-27, 1.00362e-27, 1.00362e-27
0.404208, 0, 3.48695e-07, 4.06835e-27, 1.41421, -3.48695e-07, 4.06835e-27, 0, 4.06835e-27, 4.06835e-27, 4.06835e-27, 4.06835e-27, 4.06835e-27, 4.06835e-27, 4.06835e-27, 4.06835e-27, 4.06835e-27, 4.06835e-27, 4.06835e-27, 2.02505e-09, 2.06667e-07, 4.06835e-27, 1.40004e-07, 4.06835e-27, 4.06835e-27, 4.06835e-27
0.41207, 0, 4.90147e-07, 1.57179e-26, 1.41421, -4.90147e-07, 1.57179e-26, 0, 1.57179e-26, 1.57179e-26, 1.57179e-26, 1.57179e-26, 1.57179e-26, 1.57179e-26, 1.57179e-26, 1.57179e-26, 1.57179e-26, 1.57179e-26, 1.57179e-26, 3.02431e-09, 3.02173e-07, 1.57179e-26, 1.8495e-07, 1.57179e-26, 1.57179e-26, 1.57179e-26
0.419932, 0, 6.88247e-07, 5.79642e-26, 1.41421, -6.88247e-07, 5.79642e-26, 0, 5.79642e-26, 5.79642e-26, 5.79642e-26, 5.79642e-26, 5.79642e-26, 5.79642e-26, 5.79642e-26, 5.79642e-26, 5.79642e-26, 5.79642e-26, 5.79642e-26, 4.50698e-09, 4.40528e-07, 5.79642e-26, 2.43213e-07, 5.79642e-26, 5.79642e-26, 5.79642e-26
0.427794, 0, 9.65291e-07, 2.04443e-25, 1.41421, -9.65291e-07, 2.04443e-25, 0, 2.04443e-25, 2.04443e-25, 2.04443e-25, 2.04443e-25, 2.04443e-25, 2.04443e-25, 2.04443e-25, 2.04443e-25, 2.04443e-25, 2.04443e-25, 2.04443e-25, 6.69975e-09, 6.40205e-07, 2.04443e-25, 3.18386e-07, 2.04443e-25, 2.04443e-25, 2.04443e-25
0.435656, 0, 1.35207e-06, 6.96973e-25, 1.41421, -1.35207e-06, 6.96973e-25, 0, 6.96973e-25, 6.96973e-25, 6.96973e-25, 6.96973e-25, 6.96973e-25, 6.96973e-25, 6.96973e-25, 6.96973e-25, 6.96973e-25, 6.96973e-25, 6.96973e-25, 9.93102e-09, 9.27214e-07, 6.96973e-25, 4.14927e-07, 6.96973e-25, 6.96973e-25, 6.96973e-25
0.443518, 0, 1.89216e-06, 7.88558e-11, 1.41421, -1.89216e-06, 8.92611e-11, 7.88558e-11, 8.10746e-11, 1.01807e-10, 2.74949e-10, 8.51289e-11, 2.56598e-10, 3.61122e-10, 1.55942e-10, 9.38911e-11, 2.95387e-10, 8.40827e-11, 7.90649e-11, 1.4753e-08, 1.33804e-06, 7.88563e-11, 5.38492e-07, 7.88558e-11, 7.88558e-11, 9.58936e-11
0.45138, 0, 2.6437e-06, 2.38997e-10, 1.41421, -2.6437e-06, 2.70665e-10, 2.38997e-10, 2.4575e-10, 3.08848e-10, 8.35792e-10, 2.58089e-10, 7.79943e-10, 1.09805e-09, 4.73604e-10, 2.84756e-10, 8.97996e-10, 2.54905e-10, 2.39634e-10, 2.18483e-08, 1.92334e-06, 2.38999e-10, 6.95862e-07, 2.38997e-10, 2.38997e-10, 2.90851e-10
0.459242, 0, 3.6872e-06, 5.58214e-10, 1.41421, -3.6872e-06, 6.32562e-10, 5.58214e-10, 5.74068e-10, 7.22205e-10, 1.95934e-09, 6.03036e-10, 1.82822e-09, 2.57507e-09, 1.10901e-09, 6.65645e-10, 2.10538e-09, 5.95561e-10, 5.59708e-10, 3.22606e-08, 2.7531e-06, 5.58217e-10, 8.956e-07, 5.58214e-10, 5.58214e-10, 6.79953e-10
0.467104, 0, 5.13233e-06, 1.18552e-09, 1.41421, -5.13233e-06, 1.34411e-09, 1.18552e-09, 1.21933e-09, 1.53534e-09, 4.17435e-09, 1.28113e-09, 3.89465e-09, 5.4878e-09, 2.36046e-09, 1.41468e-09, 4.48588e-09, 1.26518e-09, 1.1887e-09, 4.75091e-08, 3.92344e-06, 1.18552e-09, 1.14806e-06, 1.18552e-09, 1.18552e-09, 1.44521e-09
0.474966, 0, 7.12828e-06, 2.40232e-09, 1.41421, -7.12828e-06, 2.72455e-09, 2.40232e-09, 2.47103e-09, 3.11306e-09, 8.47479e-09, 2.59658e-09, 7.90652e-09, 1.11433e-08, 4.78948e-09, 2.86793e-09, 9.10773e-09, 2.56419e-09, 2.4088e-09, 6.98044e-08, 5.56529e-06, 2.40234e-09, 1.46612e-06, 2.40232e-09, 2.40232e-09, 2.92994e-09
0.482827, 0, 9.88795e-06, 4.72665e-09, 1.41421, -9.88795e-06, 5.36163e-09, 4.72665e-09, 4.86205e-09, 6.12725e-09, 1.66932e-08, 5.10947e-09, 1.55734e-08, 2.19519e-08, 9.43084e-09, 5.64418e-09, 1.79405e-08, 5.04562e-09, 4.73941e-09, 1.02366e-07, 7.86651e-06, 4.72668e-09, 1.86573e-06, 4.72665e-09, 4.72665e-09, 5.76638e-09
0.490689, 0, 1.3674e-05, 9.0971e-09, 1.41421, -1.3674e-05, 1.03205e-08, 9.0971e-09, 9.35798e-09, 1.17956e-08, 3.2153e-08, 9.83467e-09, 2.99954e-08, 4.22849e-08, 1.81606e-08, 1.08649e-08, 3.45561e-08, 9.71166e-09, 9.12169e-09, 1.49889e-07, 1.10544e-05, 9.09716e-09, 2.36683e-06, 9.0971e-09, 9.0971e-09, 1.11003e-08
0.498551, 0, 1.88644e-05, 1.71861e-08, 1.41421, -1.88644e-05, 1.94993e-08, 1.71861e-08, 1.76794e-08, 2.22883e-08, 6.07792e-08, 1.85807e-08, 5.66997e-08, 7.99362e-08, 3.4323e-08, 2.05286e-08, 6.53229e-08, 1.83481e-08, 1.72326e-08, 2.19243e-07, 1.54561e-05, 1.71862e-08, 2.99461e-06, 1.71861e-08, 1.71861e-08, 2.09738e-08
0.506413, 0, 2.59636e-05, 3.19246e-08, 1.41421, -2.59636e-05, 3.62246e-08, 3.19246e-08, 3.28415e-08, 4.14093e-08, 1.12961e-07, 3.4517e-08, 1.05378e-07, 1.48573e-07, 6.37811e-08, 3.8138e-08, 1.21408e-07, 3.40846e-08, 3.2011e-08, 3.20525e-07, 2.15001e-05, 3.19248e-08, 3.78151e-06, 3.19246e-08, 3.19246e-08, 3.89656e-08
0.514275, 0, 3.56531e-05, 5.83603e-08, 1.41421, -3.56531e-05, 6.62266e-08, 5.83603e-08, 6.00377e-08, 7.57111e-08, 2.06604e-07, 6.31027e-08, 1.92731e-07, 2.71749e-07, 1.16636e-07, 6.97268e-08, 2.22055e-07, 6.23118e-08, 5.85184e-08, 4.68755e-07, 2.97531e-05, 5.83607e-08, 4.76997e-06, 5.83603e-08, 5.83603e-08, 7.12407e-08
0.522137, 0, 4.88549e-05, 1.0504e-07, 1.41421, -4.88549e-05, 1.19208e-07, 1.0504e-07, 1.08061e-07, 1.3629e-07, 3.72038e-07, 1.13582e-07, 3.47052e-07, 4.89371e-07, 2.1e-07, 1.25512e-07, 3.99867e-07, 1.12157e-07, 1.05325e-07, 6.85534e-07, 4.09615e-05, 1.05041e-07, 6.01677e-06, 1.0504e-07, 1.0504e-07, 1.28239e-07
0.529999, 0, 6.68203e-05, 1.8619e-07, 1.41421, -6.68203e-05, 2.1132e-07, 1.8619e-07, 1.91549e-07, 2.4162e-07, 6.59782e-07, 2.0134e-07, 6.15462e-07, 8.67902e-07, 3.72364e-07, 2.22502e-07, 7.09145e-07, 1.98814e-07, 1.86695e-07, 1.00324e-06, 5.61041e-05, 1.86191e-07, 7.6e-06, 1.8619e-07, 1.8619e-07, 2.27339e-07
0.537861, 0, 9.12505e-05, 3.2508e-07, 1.41421, -9.12505e-05, 3.68987e-07, 3.2508e-07, 3.34443e-07, 4.21927e-07, 1.15253e-06, 3.51551e-07, 1.0751e-06, 1.51615e-06, 6.5036e-07, 3.88525e-07, 1.23877e-06, 3.47136e-07, 3.25963e-07, 1.46945e-06, 7.64599e-05, 3.25082e-07, 9.62894e-06, 3.2508e-07, 3.2508e-07, 3.96974e-07
0.545723, 0, 0.000124466, 5.59117e-07, 1.41421, -0.000124466, 6.34688e-07, 5.59117e-07, 5.75232e-07, 7.25806e-07, 1.98329e-06, 6.04677e-07, 1.85001e-06, 2.60914e-06, 1.11898e-06, 6.68315e-07, 2.13173e-06, 5.97079e-07, 5.60636e-07, 2.15417e-06, 0.000103697, 5.59121e-07, 1.22597e-05, 5.59117e-07, 5.59117e-07, 6.82858e-07
0.553584, 0, 0.000169642, 9.47394e-07, 1.41421, -0.000169642, 1.07554e-06, 9.47394e-07, 9.74719e-07, 1.23005e-06, 3.36235e-06, 1.02465e-06, 3.13635e-06, 4.4236e-06, 1.89674e-06, 1.13256e-06, 3.61406e-06, 1.01176e-06, 9.49969e-07, 3.16007e-06, 0.000139986, 9.47399e-07, 1.57173e-05, 9.47394e-07, 9.47394e-07, 1.15722e-06
0.561446, 0, 0.000231137, 1.58165e-06, 1.41421, -0.000231137, 1.79574e-06, 1.58165e-06, 1.6273e-06, 2.05388e-06, 5.61639e-06, 1.71072e-06, 5.23881e-06, 7.38946e-06, 3.16774e-06, 1.89101e-06, 6.03693e-06, 1.68919e-06, 1.58595e-06, 4.63687e-06, 0.000188156, 1.58166e-06, 2.03335e-05, 1.58165e-06, 1.58165e-06, 1.93221e-06
0.569308, 0, 0.000314927, 2.60172e-06, 1.41421, -0.000314927, 2.95417e-06, 2.60172e-06, 2.67688e-06, 3.37913e-06, 9.24382e-06, 2.8142e-06, 8.62224e-06, 1.21627e-05, 5.2128e-06, 3.111e-06, 9.93612e-06, 2.77877e-06, 2.6088e-06, 6.80139e-06, 0.000251888, 2.60174e-06, 2.65835e-05, 2.60172e-06, 2.60172e-06, 3.17883e-06
0.57717, 0, 0.000429226, 4.21712e-06, 1.41421, -0.000429226, 4.78886e-06, 4.21712e-06, 4.33904e-06, 5.47823e-06, 1.49919e-05, 4.56181e-06, 1.39836e-05, 1.97269e-05, 8.4528e-06, 5.04327e-06, 1.6115e-05, 4.50432e-06, 4.22861e-06, 9.96505e-06, 0.000335987, 4.21715e-06, 3.51624e-05, 4.21712e-06, 4.21712e-06, 5.1533e-06
0.585032, 0, 0.000585293, 6.73602e-06, 1.41421, -0.000585293, 7.65003e-06, 6.73602e-06, 6.93092e-06, 8.75206e-06, 2.39609e-05, 7.28705e-06, 2.2349e-05, 3.15304e-05, 1.35073e-05, 8.05673e-06, 2.57563e-05, 7.19515e-06, 6.75439e-06, 1.45707e-05, 0.000446725, 6.73606e-06, 4.70745e-05, 6.73602e-06, 6.73602e-06, 8.23263e-06
0.592894, 0, 0.000798505, 1.06035e-05, 1.41421, -0.000798505, 1.20435e-05, 1.06035e-05, 1.09106e-05, 1.37798e-05, 3.77412e-05, 1.14717e-05, 3.52016e-05, 4.96669e-05, 2.12716e-05, 1.26843e-05, 4.05698e-05, 1.13269e-05, 1.06325e-05, 2.1241e-05, 0.000592297, 1.06036e-05, 6.37584e-05, 1.06035e-05, 1.06035e-05, 1.29615e-05
0.600756, 0, 0.00108975, 1.64507e-05, 1.41421, -0.00108975, 1.86868e-05, 1.64507e-05, 1.69275e-05, 2.13828e-05, 5.85902e-05, 1.77988e-05, 5.46467e-05, 7.71084e-05, 3.30161e-05, 1.96818e-05, 6.29824e-05, 1.75739e-05, 1.64957e-05, 3.08408e-05, 0.000783417, 1.64508e-05, 8.72527e-05, 1.64507e-05, 1.64507e-05, 2.01122e-05
