   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_150.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.138247, 0, 1.63112e-14, 0, 1.41421, -1.63112e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6697e-17, 0, 0, 2.46922e-19, 0, 3.14511e-16, 0, 1.59498e-14, 0, 0
0.146112, 0, 2.78041e-14, 0, 1.41421, -2.78041e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95593e-17, 0, 0, 4.28277e-19, 0, 5.49988e-16, 0, 2.71741e-14, 0, 0
0.153976, 0, 4.70779e-14, 0, 1.41421, -4.70779e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34638e-16, 0, 0, 7.38134e-19, 0, 9.5603e-16, 0, 4.59865e-14, 0, 0
0.16184, 0, 7.91839e-14, 0, 1.41421, -7.91839e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2633e-16, 0, 0, 1.26423e-18, 0, 1.65207e-15, 0, 7.73043e-14, 0, 0
0.169704, 0, 1.3231e-13, 0, 1.41421, -1.3231e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77955e-16, 0, 0, 2.15197e-18, 0, 2.83836e-15, 0, 1.29091e-13, 0, 0
0.177568, 0, 2.19637e-13, 0, 1.41421, -2.19637e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27018e-16, 0, 0, 3.64083e-18, 0, 4.84864e-15, 0, 2.14157e-13, 0, 0
0.185432, 0, 3.62239e-13, 0, 1.41421, -3.62239e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03344e-15, 0, 0, 6.12293e-18, 0, 8.23617e-15, 0, 3.52964e-13, 0, 0
0.193296, 0, 5.93586e-13, 0, 1.41421, -5.93586e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69226e-15, 0, 0, 1.02365e-17, 0, 1.39141e-14, 0, 5.7797e-13, 0, 0
0.201161, 0, 9.66469e-13, 0, 1.41421, -9.66469e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75328e-15, 0, 0, 1.70147e-17, 0, 2.33791e-14, 0, 9.40319e-13, 0, 0
0.209025, 0, 1.5636e-12, 0, 1.41421, -1.5636e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4509e-15, 0, 0, 2.81203e-17, 0, 3.90735e-14, 0, 1.52004e-12, 0, 0
0.216889, 0, 2.51369e-12, 0, 1.41421, -2.51369e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1495e-15, 0, 0, 4.62163e-17, 0, 6.49622e-14, 0, 2.44153e-12, 0, 0
0.224753, 0, 4.01572e-12, 0, 1.41421, -4.01572e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14116e-14, 0, 0, 7.55462e-17, 0, 1.0745e-13, 0, 3.89678e-12, 0, 0
0.232617, 0, 6.37523e-12, 0, 1.41421, -6.37523e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81e-14, 0, 0, 1.22839e-16, 0, 1.76835e-13, 0, 6.18017e-12, 0, 0
0.240481, 0, 1.00583e-11, 0, 1.41421, -1.00583e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85287e-14, 0, 0, 1.98719e-16, 0, 2.89597e-13, 0, 9.73999e-12, 0, 0
0.248345, 0, 1.57712e-11, 0, 1.41421, -1.57712e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4686e-14, 0, 0, 3.19889e-16, 0, 4.71995e-13, 0, 1.52542e-11, 0, 0
0.25621, 0, 2.45773e-11, 0, 1.41421, -2.45773e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.95603e-14, 0, 0, 5.12519e-16, 0, 7.65703e-13, 0, 2.37415e-11, 0, 0
0.264074, 0, 3.80665e-11, 0, 1.41421, -3.80665e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07612e-13, 0, 0, 8.17465e-16, 0, 1.23658e-12, 0, 3.67215e-11, 0, 0
0.271938, 0, 5.86019e-11, 0, 1.41421, -5.86019e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65459e-13, 0, 0, 1.29835e-15, 0, 1.98835e-12, 0, 5.64468e-11, 0, 0
0.279802, 0, 8.96718e-11, 0, 1.41421, -8.96718e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52848e-13, 0, 0, 2.05401e-15, 0, 3.18381e-12, 0, 8.62331e-11, 0, 0
0.287666, 0, 1.36393e-10, 1.12104e-43, 1.41421, -1.36393e-10, 1.12104e-43, 0, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 1.12104e-43, 3.84046e-13, 1.12104e-43, 1.12104e-43, 3.2377e-15, 1.12104e-43, 5.07769e-12, 1.12104e-43, 1.30928e-10, 1.12104e-43, 1.12104e-43
0.29553, 0, 2.06226e-10, 1.8371e-42, 1.41421, -2.06226e-10, 1.8371e-42, 0, 1.8371e-42, 1.8371e-42, 1.8371e-42, 1.8371e-42, 1.8371e-42, 1.8371e-42, 1.8371e-42, 1.8371e-42, 1.8371e-42, 1.8371e-42, 5.798e-13, 1.8371e-42, 1.8371e-42, 5.08678e-15, 1.8371e-42, 8.06747e-12, 1.8371e-42, 1.97574e-10, 1.8371e-42, 1.8371e-42
0.303394, 0, 3.09977e-10, 2.54041e-41, 1.41421, -3.09977e-10, 2.54041e-41, 0, 2.54041e-41, 2.54041e-41, 2.54041e-41, 2.54041e-41, 2.54041e-41, 2.54041e-41, 2.54041e-41, 2.54041e-41, 2.54041e-41, 2.54041e-41, 8.70082e-13, 2.54041e-41, 2.54041e-41, 7.96856e-15, 2.54041e-41, 1.27718e-11, 2.54041e-41, 2.96327e-10, 2.54041e-41, 2.54041e-41
0.311259, 0, 4.63204e-10, 3.11038e-40, 1.41421, -4.63204e-10, 3.11038e-40, 0, 3.11038e-40, 3.11038e-40, 3.11038e-40, 3.11038e-40, 3.11038e-40, 3.11038e-40, 3.11038e-40, 3.11038e-40, 3.11038e-40, 3.11038e-40, 1.29791e-12, 3.11038e-40, 3.11038e-40, 1.24512e-14, 3.11038e-40, 2.01514e-11, 3.11038e-40, 4.41742e-10, 3.11038e-40, 3.11038e-40
0.319123, 0, 6.88176e-10, 3.42307e-39, 1.41421, -6.88176e-10, 3.42307e-39, 0, 3.42307e-39, 3.42307e-39, 3.42307e-39, 3.42307e-39, 3.42307e-39, 3.42307e-39, 3.42307e-39, 3.42307e-39, 3.42307e-39, 3.42307e-39, 1.92466e-12, 3.42307e-39, 3.42307e-39, 1.9414e-14, 3.42307e-39, 3.16958e-11, 3.42307e-39, 6.54536e-10, 3.42307e-39, 3.42307e-39
0.326987, 0, 1.01658e-09, 3.40589e-38, 1.41421, -1.01658e-09, 3.40589e-38, 0, 3.40589e-38, 3.40589e-38, 3.40589e-38, 3.40589e-38, 3.40589e-38, 3.40589e-38, 3.40589e-38, 3.40589e-38, 3.40589e-38, 3.40589e-38, 2.8373e-12, 3.40589e-38, 3.40589e-38, 3.02179e-14, 3.40589e-38, 4.97099e-11, 3.40589e-38, 9.63998e-10, 3.40589e-38, 3.40589e-38
0.334851, 0, 1.49322e-09, 3.08052e-37, 1.41421, -1.49322e-09, 3.08052e-37, 0, 3.08052e-37, 3.08052e-37, 3.08052e-37, 3.08052e-37, 3.08052e-37, 3.08052e-37, 3.08052e-37, 3.08052e-37, 3.08052e-37, 3.08052e-37, 4.15833e-12, 3.08052e-37, 3.08052e-37, 4.69708e-14, 3.08052e-37, 7.77555e-11, 3.08052e-37, 1.41126e-09, 3.08052e-37, 3.08052e-37
0.342715, 0, 2.18116e-09, 2.54635e-36, 1.41421, -2.18116e-09, 2.54635e-36, 0, 2.54635e-36, 2.54635e-36, 2.54635e-36, 2.54635e-36, 2.54635e-36, 2.54635e-36, 2.54635e-36, 2.54635e-36, 2.54635e-36, 2.54635e-36, 6.05928e-12, 2.54635e-36, 2.54635e-36, 7.29409e-14, 2.54635e-36, 1.2133e-10, 2.54635e-36, 2.0537e-09, 2.54635e-36, 2.54635e-36
0.350579, 0, 3.16865e-09, 1.93305e-35, 1.41421, -3.16865e-09, 1.93305e-35, 0, 1.93305e-35, 1.93305e-35, 1.93305e-35, 1.93305e-35, 1.93305e-35, 1.93305e-35, 1.93305e-35, 1.93305e-35, 1.93305e-35, 1.93305e-35, 8.77882e-12, 1.93305e-35, 1.93305e-35, 1.13199e-13, 1.93305e-35, 1.8891e-10, 1.93305e-35, 2.97084e-09, 1.93305e-35, 1.93305e-35
0.358443, 0, 4.57855e-09, 1.35395e-34, 1.41421, -4.57855e-09, 1.35395e-34, 0, 1.35395e-34, 1.35395e-34, 1.35395e-34, 1.35395e-34, 1.35395e-34, 1.35395e-34, 1.35395e-34, 1.35395e-34, 1.35395e-34, 1.35395e-34, 1.26471e-11, 1.35395e-34, 1.35395e-34, 1.75619e-13, 1.35395e-34, 2.93547e-10, 1.35395e-34, 4.27218e-09, 1.35395e-34, 1.35395e-34
0.366308, 0, 6.58113e-09, 9.1904e-34, 1.41421, -6.58113e-09, 9.1904e-34, 0, 9.1904e-34, 9.1904e-34, 9.1904e-34, 9.1904e-34, 9.1904e-34, 9.1904e-34, 9.1904e-34, 9.1904e-34, 9.1904e-34, 9.1904e-34, 1.81182e-11, 9.1904e-34, 9.1904e-34, 2.72429e-13, 9.1904e-34, 4.55318e-10, 9.1904e-34, 6.10742e-09, 9.1904e-34, 9.1904e-34
0.374172, 0, 9.41129e-09, 6.05334e-33, 1.41421, -9.41129e-09, 6.05334e-33, 0, 6.05334e-33, 6.05334e-33, 6.05334e-33, 6.05334e-33, 6.05334e-33, 6.05334e-33, 6.05334e-33, 6.05334e-33, 6.05334e-33, 6.05334e-33, 2.58131e-11, 6.05334e-33, 6.05334e-33, 4.22629e-13, 6.05334e-33, 7.05063e-10, 6.05334e-33, 8.67999e-09, 6.05334e-33, 6.05334e-33
0.382036, 0, 1.33919e-08, 3.75052e-32, 1.41421, -1.33919e-08, 3.75052e-32, 0, 3.75052e-32, 3.75052e-32, 3.75052e-32, 3.75052e-32, 3.75052e-32, 3.75052e-32, 3.75052e-32, 3.75052e-32, 3.75052e-32, 3.75052e-32, 3.65764e-11, 3.75052e-32, 3.75052e-32, 6.55721e-13, 3.75052e-32, 1.09009e-09, 3.75052e-32, 1.22645e-08, 3.75052e-32, 3.75052e-32
0.3899, 0, 1.89647e-08, 2.17217e-31, 1.41421, -1.89647e-08, 2.17217e-31, 0, 2.17217e-31, 2.17217e-31, 2.17217e-31, 2.17217e-31, 2.17217e-31, 2.17217e-31, 2.17217e-31, 2.17217e-31, 2.17217e-31, 2.17217e-31, 5.15501e-11, 2.17217e-31, 2.17217e-31, 1.01748e-12, 2.17217e-31, 1.68286e-09, 2.17217e-31, 1.72293e-08, 2.17217e-31, 2.17217e-31
0.397764, 0, 2.67328e-08, 1.17683e-30, 1.41421, -2.67328e-08, 1.17683e-30, 0, 1.17683e-30, 1.17683e-30, 1.17683e-30, 1.17683e-30, 1.17683e-30, 1.17683e-30, 1.17683e-30, 1.17683e-30, 1.17683e-30, 1.17683e-30, 7.22713e-11, 1.17683e-30, 1.17683e-30, 1.57881e-12, 1.17683e-30, 2.59403e-09, 1.17683e-30, 2.40649e-08, 1.17683e-30, 1.17683e-30
0.405628, 0, 3.75167e-08, 5.98056e-30, 1.41421, -3.75167e-08, 5.98056e-30, 0, 5.98056e-30, 5.98056e-30, 5.98056e-30, 5.98056e-30, 5.98056e-30, 5.98056e-30, 5.98056e-30, 5.98056e-30, 5.98056e-30, 5.98056e-30, 1.00797e-10, 5.98056e-30, 5.98056e-30, 2.44936e-12, 5.98056e-30, 3.9923e-09, 5.98056e-30, 3.34212e-08, 5.98056e-30, 5.98056e-30
0.413492, 0, 5.24304e-08, 2.8597e-29, 1.41421, -5.24304e-08, 2.8597e-29, 0, 2.8597e-29, 2.8597e-29, 2.8597e-29, 2.8597e-29, 2.8597e-29, 2.8597e-29, 2.8597e-29, 2.8597e-29, 2.8597e-29, 2.8597e-29, 1.39869e-10, 2.8597e-29, 2.8597e-29, 3.79817e-12, 2.8597e-29, 6.134e-09, 2.8597e-29, 4.61528e-08, 2.8597e-29, 2.8597e-29
0.421357, 0, 7.2983e-08, 1.29076e-28, 1.41421, -7.2983e-08, 1.29076e-28, 0, 1.29076e-28, 1.29076e-28, 1.29076e-28, 1.29076e-28, 1.29076e-28, 1.29076e-28, 1.29076e-28, 1.29076e-28, 1.29076e-28, 1.29076e-28, 1.93117e-10, 1.29076e-28, 1.29076e-28, 5.8851e-12, 1.29076e-28, 9.40714e-09, 1.29076e-28, 6.33769e-08, 1.29076e-28, 1.29076e-28
0.429221, 0, 1.01216e-07, 5.51545e-28, 1.41421, -1.01216e-07, 5.51545e-28, 0, 5.51545e-28, 5.51545e-28, 5.51545e-28, 5.51545e-28, 5.51545e-28, 5.51545e-28, 5.51545e-28, 5.51545e-28, 5.51545e-28, 5.51545e-28, 2.65333e-10, 5.51545e-28, 5.51545e-28, 9.10801e-12, 5.51545e-28, 1.43968e-08, 5.51545e-28, 8.65449e-08, 5.51545e-28, 5.51545e-28
0.437085, 0, 1.39889e-07, 2.23777e-27, 1.41421, -1.39889e-07, 2.23777e-27, 0, 2.23777e-27, 2.23777e-27, 2.23777e-27, 2.23777e-27, 2.23777e-27, 2.23777e-27, 2.23777e-27, 2.23777e-27, 2.23777e-27, 2.23777e-27, 3.62809e-10, 2.23777e-27, 2.23777e-27, 1.40735e-11, 2.23777e-27, 2.19813e-08, 2.23777e-27, 1.17531e-07, 2.23777e-27, 2.23777e-27
0.444949, 0, 1.92725e-07, 8.64374e-27, 1.41421, -1.92725e-07, 8.64374e-27, 0, 8.64374e-27, 8.64374e-27, 8.64374e-27, 8.64374e-27, 8.64374e-27, 8.64374e-27, 8.64374e-27, 8.64374e-27, 8.64374e-27, 8.64374e-27, 4.93764e-10, 8.64374e-27, 8.64374e-27, 2.17021e-11, 8.64374e-27, 3.34715e-08, 8.64374e-27, 1.58738e-07, 8.64374e-27, 8.64374e-27
0.452813, 0, 2.64747e-07, 3.18684e-26, 1.41421, -2.64747e-07, 3.18684e-26, 0, 3.18684e-26, 3.18684e-26, 3.18684e-26, 3.18684e-26, 3.18684e-26, 3.18684e-26, 7.6545e-14, 3.18684e-26, 3.18684e-26, 3.18684e-26, 6.68896e-10, 3.18684e-26, 3.18684e-26, 3.3383e-11, 3.18684e-26, 5.08141e-08, 3.18684e-26, 2.13231e-07, 3.18684e-26, 3.18684e-26
0.460677, 0, 3.62729e-07, 1.12419e-25, 1.41421, -3.62729e-07, 1.12419e-25, 0, 1.12419e-25, 1.12419e-25, 1.12419e-25, 1.12419e-25, 1.12419e-25, 1.12419e-25, 2.44426e-13, 1.12419e-25, 1.12419e-25, 1.12419e-25, 9.02055e-10, 1.12419e-25, 1.12419e-25, 5.12017e-11, 1.12419e-25, 7.68807e-08, 1.12419e-25, 2.84895e-07, 1.12419e-25, 1.12419e-25
0.468541, 0, 4.97378e-07, 3.84316e-25, 1.41421, -4.97378e-07, 4.60174e-12, 0, 9.09474e-15, 4.99413e-14, 8.83207e-12, 1.42732e-13, 9.63301e-14, 5.53854e-13, 4.02919e-12, 1.1478e-11, 3.95589e-12, 1.48507e-09, 1.21113e-09, 7.87405e-13, 5.88726e-14, 7.827e-11, 6.49391e-14, 1.1588e-07, 2.30017e-15, 3.78674e-07, 3.84316e-25, 1.48603e-11
0.476406, 0, 6.8189e-07, 6.30388e-10, 1.41421, -6.8189e-07, 6.45031e-10, 6.30388e-10, 6.30417e-10, 6.30547e-10, 6.58493e-10, 6.30842e-10, 6.30694e-10, 6.3215e-10, 6.42646e-10, 6.66913e-10, 6.42976e-10, 5.35618e-09, 2.24943e-09, 6.32893e-10, 6.30575e-10, 7.49596e-10, 6.31096e-10, 1.74566e-07, 6.30395e-10, 5.01333e-07, 6.30388e-10, 6.77676e-10
0.48427, 0, 9.34947e-07, 2.00413e-09, 1.41421, -9.34947e-07, 2.04023e-09, 2.00413e-09, 2.0042e-09, 2.00452e-09, 2.07341e-09, 2.00525e-09, 2.00489e-09, 2.00848e-09, 2.03391e-09, 2.09417e-09, 2.03516e-09, 1.36529e-08, 4.1592e-09, 2.01031e-09, 2.00459e-09, 2.18495e-09, 2.00687e-09, 2.61895e-07, 2.00415e-09, 6.60682e-07, 2.00413e-09, 2.1207e-09
0.492134, 0, 1.28378e-06, 4.93467e-09, 1.41421, -1.28378e-06, 5.01569e-09, 4.93467e-09, 4.93483e-09, 4.93555e-09, 5.09016e-09, 4.93718e-09, 4.93636e-09, 4.94442e-09, 5.00101e-09, 5.13675e-09, 5.00431e-09, 3.10809e-08, 7.79116e-09, 4.94853e-09, 4.9357e-09, 5.20773e-09, 4.94212e-09, 3.91347e-07, 4.93471e-09, 8.67214e-07, 4.93467e-09, 5.1963e-09
0.499998, 0, 1.76793e-06, 1.10688e-08, 1.41421, -1.76793e-06, 1.12421e-08, 1.10688e-08, 1.10692e-08, 1.10707e-08, 1.14014e-08, 1.10742e-08, 1.10725e-08, 1.10897e-08, 1.12101e-08, 1.15011e-08, 1.12178e-08, 6.69916e-08, 1.48393e-08, 1.10985e-08, 1.1071e-08, 1.14792e-08, 1.10866e-08, 5.82568e-07, 1.10689e-08, 1.13446e-06, 1.10688e-08, 1.16284e-08
0.507862, 0, 2.44644e-06, 2.36638e-08, 1.41421, -2.44644e-06, 2.40231e-08, 2.36638e-08, 2.36645e-08, 2.36677e-08, 2.43533e-08, 2.3675e-08, 2.36714e-08, 2.37071e-08, 2.39554e-08, 2.45598e-08, 2.39726e-08, 1.39593e-07, 2.86201e-08, 2.37253e-08, 2.36684e-08, 2.42775e-08, 2.37035e-08, 8.64198e-07, 2.3664e-08, 1.48053e-06, 2.36638e-08, 2.48239e-08
0.515726, 0, 3.41064e-06, 4.90364e-08, 1.41421, -3.41064e-06, 4.97633e-08, 4.90364e-08, 4.90378e-08, 4.90443e-08, 5.04316e-08, 4.9059e-08, 4.90516e-08, 4.91239e-08, 4.96841e-08, 5.08496e-08, 4.96613e-08, 2.83629e-07, 5.5525e-08, 4.91608e-08, 4.90457e-08, 4.99493e-08, 4.9121e-08, 1.2795e-06, 4.90368e-08, 1.93027e-06, 4.90364e-08, 5.13839e-08
0.523591, 0, 4.7983e-06, 9.91905e-08, 1.41421, -4.7983e-06, 1.00631e-07, 9.91905e-08, 9.91933e-08, 9.92061e-08, 1.01955e-07, 9.92351e-08, 9.92206e-08, 9.93638e-08, 1.00542e-07, 1.02783e-07, 1.00429e-07, 5.64064e-07, 1.07651e-07, 9.94369e-08, 9.92089e-08, 1.00541e-07, 9.93654e-08, 1.88809e-06, 9.91912e-08, 2.51897e-06, 9.91905e-08, 1.03842e-07
0.531455, 0, 6.83108e-06, 1.96481e-07, 1.41421, -6.83108e-06, 1.99281e-07, 1.96481e-07, 1.96487e-07, 1.96512e-07, 2.01855e-07, 1.96568e-07, 1.9654e-07, 1.96818e-07, 1.99952e-07, 2.03464e-07, 1.98888e-07, 1.09994e-06, 2.07468e-07, 1.96961e-07, 1.96517e-07, 1.98468e-07, 1.96834e-07, 2.78109e-06, 1.96483e-07, 3.29858e-06, 1.96481e-07, 2.05522e-07
0.539319, 0, 9.86026e-06, 3.81703e-07, 1.41421, -9.86026e-06, 3.87043e-07, 3.81703e-07, 3.81713e-07, 3.81761e-07, 3.91951e-07, 3.81868e-07, 3.81814e-07, 3.82345e-07, 3.89426e-07, 3.95022e-07, 3.86293e-07, 2.10501e-06, 3.95913e-07, 3.82616e-07, 3.81771e-07, 3.84609e-07, 3.82399e-07, 4.09228e-06, 3.81705e-07, 4.34813e-06, 3.81703e-07, 3.98947e-07
0.547183, 0, 1.44502e-05, 7.27798e-07, 1.41421, -1.44502e-05, 7.37799e-07, 7.27798e-07, 7.27818e-07, 7.27906e-07, 7.46992e-07, 7.28108e-07, 7.28007e-07, 7.29001e-07, 7.43921e-07, 7.52743e-07, 7.36395e-07, 3.95529e-06, 7.46106e-07, 7.29509e-07, 7.27926e-07, 7.32027e-07, 7.29146e-07, 6.02074e-06, 7.27803e-07, 5.79103e-06, 7.27798e-07, 7.60093e-07
0.555047, 0, 2.15072e-05, 1.36253e-06, 1.41421, -2.15072e-05, 1.38093e-06, 1.36253e-06, 1.36257e-06, 1.36273e-06, 1.39784e-06, 1.36311e-06, 1.36292e-06, 1.36475e-06, 1.39497e-06, 1.40842e-06, 1.37835e-06, 7.29881e-06, 1.38603e-06, 1.36568e-06, 1.36277e-06, 1.36865e-06, 1.3651e-06, 8.86416e-06, 1.36254e-06, 7.82309e-06, 1.36253e-06, 1.42194e-06
0.562911, 0, 3.24815e-05, 2.50518e-06, 1.41421, -3.24815e-05, 2.53841e-06, 2.50518e-06, 2.50525e-06, 2.50554e-06, 2.56896e-06, 2.50621e-06, 2.50588e-06, 2.50918e-06, 2.56813e-06, 2.58807e-06, 2.53375e-06, 1.32297e-05, 2.53522e-06, 2.51087e-06, 2.50561e-06, 2.51397e-06, 2.50996e-06, 1.30696e-05, 2.5052e-06, 1.07579e-05, 2.50518e-06, 2.61249e-06
0.570775, 0, 4.96778e-05, 4.52423e-06, 1.41421, -4.96778e-05, 4.58321e-06, 4.52423e-06, 4.52435e-06, 4.52487e-06, 4.63742e-06, 4.52606e-06, 4.52547e-06, 4.53133e-06, 4.64474e-06, 4.67133e-06, 4.57493e-06, 2.35569e-05, 4.5625e-06, 4.53432e-06, 4.52499e-06, 4.5368e-06, 4.533e-06, 1.93095e-05, 4.52426e-06, 1.50975e-05, 4.52423e-06, 4.71468e-06
0.57864, 0, 7.67178e-05, 8.02631e-06, 1.41421, -7.67178e-05, 8.12913e-06, 8.02631e-06, 8.02651e-06, 8.02743e-06, 8.22366e-06, 8.0295e-06, 8.02846e-06, 8.03869e-06, 8.25379e-06, 8.28278e-06, 8.1147e-06, 4.12098e-05, 8.07488e-06, 8.0439e-06, 8.02762e-06, 8.04417e-06, 8.04211e-06, 2.85948e-05, 8.02636e-06, 2.1641e-05, 8.02631e-06, 8.35836e-06
