   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_147.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
22.301, 0, 0.00233932, 3.20383e-21, 1.41421, -0.00233932, 3.20383e-21, 0, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.20383e-21, 3.14645e-05, 3.20383e-21, 0.00230786, 3.20383e-21
22.3089, 0, 0.00229444, 2.59614e-21, 1.41421, -0.00229444, 2.59614e-21, 0, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 2.59614e-21, 4.07262e-05, 2.59614e-21, 0.00225372, 2.59614e-21
22.3168, 0.344075, 0.00225423, 2.03984e-21, 1.53104, 0.341821, 2.03984e-21, 0, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 2.03984e-21, 5.24762e-05, 2.03984e-21, 0.00220176, 2.03984e-21
22.3246, 0.655925, 0.00221919, 1.54137e-21, 1.6297, 0.653705, 1.54137e-21, 0, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 1.54137e-21, 6.73023e-05, 1.54137e-21, 0.00215189, 1.54137e-21
22.3325, 0, 0.00218991, 1.09579e-21, 1.41421, -0.00218991, 1.09579e-21, 0, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 1.09579e-21, 8.59085e-05, 1.09579e-21, 0.002104, 1.09579e-21
22.3404, 0, 0.0021671, 7.14034e-22, 1.41421, -0.0021671, 7.14034e-22, 0, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 7.14034e-22, 0.000109138, 7.14034e-22, 0.00205796, 7.14034e-22
22.3482, 0, 0.00215165, 4.06529e-22, 1.41421, -0.00215165, 4.06529e-22, 0, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 4.06529e-22, 0.000137966, 4.06529e-22, 0.00201368, 4.06529e-22
22.3561, 0, 0.00214456, 1.8177e-22, 1.41421, -0.00214456, 1.8177e-22, 0, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 1.8177e-22, 0.000173556, 1.8177e-22, 0.00197101, 1.8177e-22
22.3639, 0, 0.00214707, 4.54425e-23, 1.41421, -0.00214707, 4.54425e-23, 0, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 4.54425e-23, 0.000217251, 4.54425e-23, 0.00192982, 4.54425e-23
22.3718, 0, 0.00216057, 0, 1.41421, -0.00216057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000270602, 0, 0.00188996, 0
22.3797, 0, 0.0021867, 0, 1.41421, -0.0021867, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000335384, 0, 0.00185132, 0
22.3875, 0, 0.00222736, 0, 1.41421, -0.00222736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000413628, 0, 0.00181373, 0
22.3954, 0, 0.00228464, 0, 1.41421, -0.00228464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000507561, 0, 0.00177708, 0
22.4032, 0, 0.00236095, 0, 1.41421, -0.00236095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000619722, 0, 0.00174123, 0
22.4111, 0, 0.00245894, 0, 1.41421, -0.00245894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000752894, 0, 0.00170604, 0
22.419, 0, 0.00258152, 0, 1.41421, -0.00258152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000910119, 0, 0.0016714, 0
22.4268, 0, 0.00273185, 0, 1.41421, -0.00273185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00109469, 0, 0.00163717, 0
22.4347, 0, 0.0029134, 0, 1.41421, -0.0029134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00131017, 0, 0.00160323, 0
22.4426, 0, 0.00312967, 0, 1.41421, -0.00312967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00156017, 0, 0.0015695, 0
22.4504, 0, 0.00338446, 0, 1.41421, -0.00338446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00184861, 0, 0.00153586, 0
22.4583, 0, 0.00368165, 0, 1.41421, -0.00368165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00217944, 0, 0.00150221, 0
22.4661, 0, 0.00402514, 0, 1.41421, -0.00402514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00255666, 0, 0.00146847, 0
22.474, 0, 0.0044188, 0, 1.41421, -0.0044188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00298422, 0, 0.00143458, 0
22.4819, 0, 0.00486649, 0, 1.41421, -0.00486649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00346605, 0, 0.00140044, 0
22.4897, 0, 0.0053715, 0, 1.41421, -0.0053715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00400547, 0, 0.00136603, 0
22.4976, 0, 0.00593723, 0, 1.41421, -0.00593723, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00460595, 0, 0.00133128, 0
22.5054, 0, 0.00656593, 0, 1.41421, -0.00656593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00526973, 0, 0.00129619, 0
22.5133, 0, 0.0072601, 0, 1.41421, -0.0072601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00599938, 0, 0.00126072, 0
22.5212, 0, 0.00802117, 0, 1.41421, -0.00802117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00679631, 0, 0.00122485, 0
22.529, 0, 0.00884923, 0, 1.41421, -0.00884923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0076606, 0, 0.00118862, 0
22.5369, 0, 0.00974395, 0, 1.41421, -0.00974395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00859192, 0, 0.00115204, 0
22.5448, 0, 0.010704, 0, 1.41421, -0.010704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00958888, 0, 0.00111512, 0
22.5526, 0, 0.0117258, 0, 1.41421, -0.0117258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0106479, 0, 0.00107794, 0
22.5605, 0, 0.012806, 0, 1.41421, -0.012806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0117655, 0, 0.00104052, 0
22.5683, 0, 0.0139393, 0, 1.41421, -0.0139393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0129364, 0, 0.00100295, 0
22.5762, 0, 0.0151183, 0, 1.41421, -0.0151183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0141529, 0, 0.000965304, 0
22.5841, 0, 0.016335, 0, 1.41421, -0.016335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0154073, 0, 0.000927669, 0
22.5919, 0, 0.0175804, 0, 1.41421, -0.0175804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0166903, 0, 0.000890127, 0
22.5998, 0, 0.0188428, 0, 1.41421, -0.0188428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01799, 0, 0.000852807, 0
22.6076, 0, 0.0201114, 0, 1.41421, -0.0201114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0192956, 0, 0.000815784, 0
22.6155, 0, 0.0213733, 0, 1.41421, -0.0213733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0205941, 0, 0.000779167, 0
22.6234, 0, 0.0226143, 0, 1.41421, -0.0226143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0218712, 0, 0.000743081, 0
22.6312, 0, 0.0238208, 0, 1.41421, -0.0238208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0231132, 0, 0.000707623, 0
22.6391, 0, 0.0249785, 0, 1.41421, -0.0249785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0243056, 0, 0.000672892, 0
22.647, 0, 0.0260723, 0, 1.41421, -0.0260723, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0254333, 0, 0.000639012, 0
22.6548, 0, 0.0270888, 0, 1.41421, -0.0270888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0264828, 0, 0.000606053, 0
22.6627, 0, 0.0280145, 0, 1.41421, -0.0280145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274404, 0, 0.000574102, 0
22.6705, 0.235382, 0.0288361, 0, 1.49512, 0.206545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0282928, 0, 0.000543254, 0
22.6784, 0.764618, 0.0295424, 0, 1.66271, 0.735076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0290288, 0, 0.000513571, 0
22.6863, 0, 0.0301233, 0, 1.41421, -0.0301233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0296382, 0, 0.000485104, 0
22.6941, 0, 0.0305701, 2.62387e-24, 1.41421, -0.0305701, 2.62387e-24, 0, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 2.62387e-24, 0.0301122, 2.62387e-24, 0.000457921, 2.62387e-24
22.702, 0, 0.0308764, 4.79805e-24, 1.41421, -0.0308764, 4.79805e-24, 0, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 4.79805e-24, 0.0304444, 4.79805e-24, 0.000432037, 4.79805e-24
22.7099, 0, 0.0310376, 3.18796e-24, 1.41421, -0.0310376, 3.18796e-24, 0, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 3.18796e-24, 0.0306301, 3.18796e-24, 0.000407478, 3.18796e-24
22.7177, 0, 0.031051, 7.9699e-25, 1.41421, -0.031051, 7.9699e-25, 0, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 7.9699e-25, 0.0306667, 7.9699e-25, 0.000384268, 7.9699e-25
22.7256, 0, 0.0309163, 0, 1.41421, -0.0309163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0305539, 0, 0.000362403, 0
22.7334, 0, 0.0306355, 6.27474e-24, 1.41421, -0.0306355, 6.27474e-24, 0, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 6.27474e-24, 0.0302936, 6.27474e-24, 0.000341867, 6.27474e-24
22.7413, 0, 0.0302127, 1.12377e-23, 1.41421, -0.0302127, 1.12377e-23, 0, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 1.12377e-23, 0.02989, 1.12377e-23, 0.000322656, 1.12377e-23
22.7492, 0, 0.0296536, 7.43127e-24, 1.41421, -0.0296536, 7.43127e-24, 0, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 7.43127e-24, 0.0293488, 7.43127e-24, 0.000304721, 7.43127e-24
22.757, 0, 0.0289664, 1.85782e-24, 1.41421, -0.0289664, 1.85782e-24, 0, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 1.85782e-24, 0.0286784, 1.85782e-24, 0.000288039, 1.85782e-24
22.7649, 0, 0.0281608, 0, 1.41421, -0.0281608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0278882, 0, 0.00027256, 0
22.7727, 1, 0.0272475, 7.93118e-24, 1.73205, 0.972753, 7.93118e-24, 0, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 7.93118e-24, 0.0269893, 7.93118e-24, 0.000258229, 7.93118e-24
22.7806, 0, 0.0262395, 1.42543e-23, 1.41421, -0.0262395, 1.42543e-23, 0, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 1.42543e-23, 0.0259945, 1.42543e-23, 0.000244995, 1.42543e-23
22.7885, 0, 0.02515, 9.43366e-24, 1.41421, -0.02515, 9.43366e-24, 0, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 9.43366e-24, 0.0249172, 9.43366e-24, 0.000232798, 9.43366e-24
22.7963, 0, 0.0239921, 2.35841e-24, 1.41421, -0.0239921, 2.35841e-24, 0, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 2.35841e-24, 0.0237706, 2.35841e-24, 0.000221565, 2.35841e-24
22.8042, 0, 0.0227812, 0, 1.41421, -0.0227812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02257, 0, 0.000211238, 0
22.812, 0, 0.0215312, 6.04966e-24, 1.41421, -0.0215312, 6.04966e-24, 0, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 6.04966e-24, 0.0213295, 6.04966e-24, 0.000201746, 6.04966e-24
22.8199, 1, 0.0202561, 1.08664e-23, 1.73205, 0.979744, 1.08664e-23, 0, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 1.08664e-23, 0.0200631, 1.08664e-23, 0.000193022, 1.08664e-23
22.8278, 0, 0.0189704, 7.19059e-24, 1.41421, -0.0189704, 7.19059e-24, 0, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 7.19059e-24, 0.0187854, 7.19059e-24, 0.000185002, 7.19059e-24
22.8356, 0, 0.017687, 1.79765e-24, 1.41421, -0.017687, 1.79765e-24, 0, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 1.79765e-24, 0.0175094, 1.79765e-24, 0.00017762, 1.79765e-24
22.8435, 0, 0.0164175, 0, 1.41421, -0.0164175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0162467, 0, 0.000170807, 0
22.8514, 0, 0.0151738, 2.50135e-24, 1.41421, -0.0151738, 2.50135e-24, 0, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 2.50135e-24, 0.0150093, 2.50135e-24, 0.000164509, 2.50135e-24
22.8592, 0, 0.0139659, 4.53357e-24, 1.41421, -0.0139659, 4.53357e-24, 0, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 4.53357e-24, 0.0138072, 4.53357e-24, 0.000158664, 4.53357e-24
22.8671, 0, 0.0128023, 3.00615e-24, 1.41421, -0.0128023, 3.00615e-24, 0, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 3.00615e-24, 0.0126491, 3.00615e-24, 0.000153217, 3.00615e-24
22.8749, 0, 0.0116911, 7.51538e-25, 1.41421, -0.0116911, 7.51538e-25, 0, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 7.51538e-25, 0.011543, 7.51538e-25, 0.000148119, 7.51538e-25
22.8828, 0.170302, 0.0106387, 0, 1.47319, 0.159664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0104954, 0, 0.000143321, 0
22.8907, 0.997686, 0.0096492, 0, 1.73138, 0.988036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00951042, 0, 0.000138776, 0
22.8985, 0.832012, 0.00872717, 0, 1.68286, 0.823285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00859272, 0, 0.000134448, 0
22.9064, 0, 0.00787492, 0, 1.41421, -0.00787492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00774462, 0, 0.000130297, 0
22.9143, 0, 0.00709375, 0, 1.41421, -0.00709375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00696746, 0, 0.000126291, 0
22.9221, 0, 0.00638453, 0, 1.41421, -0.00638453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00626213, 0, 0.000122401, 0
22.93, 0, 0.00574679, 0, 1.41421, -0.00574679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00562819, 0, 0.000118602, 0
22.9378, 0, 0.00517887, 0, 1.41421, -0.00517887, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00506401, 0, 0.000114868, 0
22.9457, 0, 0.00467938, 0, 1.41421, -0.00467938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0045682, 0, 0.000111184, 0
22.9536, 0, 0.00424573, 0, 1.41421, -0.00424573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0041382, 0, 0.000107532, 0
22.9614, 0, 0.00387494, 0, 1.41421, -0.00387494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00377104, 0, 0.000103898, 0
22.9693, 0, 0.00356394, 0, 1.41421, -0.00356394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00346367, 0, 0.000100274, 0
22.9771, 0, 0.00330917, 0, 1.41421, -0.00330917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00321252, 0, 9.66533e-05, 0
22.985, 0, 0.0031067, 0, 1.41421, -0.0031067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00301368, 0, 9.30272e-05, 0
22.9929, 0, 0.00295284, 0, 1.41421, -0.00295284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00286344, 0, 8.93963e-05, 0
23.0007, 0, 0.00284352, 0, 1.41421, -0.00284352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00275776, 0, 8.57584e-05, 0
23.0086, 0, 0.0027748, 0, 1.41421, -0.0027748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00269268, 0, 8.2117e-05, 0
23.0165, 0, 0.00274259, 0, 1.41421, -0.00274259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00266412, 0, 7.84747e-05, 0
23.0243, 0, 0.00274291, 0, 1.41421, -0.00274291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00266807, 0, 7.48365e-05, 0
23.0322, 0, 0.00277176, 0, 1.41421, -0.00277176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00270055, 0, 7.12091e-05, 0
23.04, 0, 0.00282521, 0, 1.41421, -0.00282521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00275761, 0, 6.75999e-05, 0
23.0479, 0, 0.00289944, 0, 1.41421, -0.00289944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00283542, 0, 6.4017e-05, 0
23.0558, 0, 0.00299061, 0, 1.41421, -0.00299061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00293014, 0, 6.04713e-05, 0
23.0636, 0, 0.00309505, 0, 1.41421, -0.00309505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00303808, 0, 5.69721e-05, 0
23.0715, 0, 0.00320917, 0, 1.41421, -0.00320917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00315564, 0, 5.35294e-05, 0
23.0793, 0, 0.00332949, 0, 1.41421, -0.00332949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00327933, 0, 5.01537e-05, 0
23.0872, 0, 0.00345266, 0, 1.41421, -0.00345266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00340581, 0, 4.68552e-05, 0
23.0951, 0, 0.00357553, 0, 1.41421, -0.00357553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00353189, 0, 4.36429e-05, 0
