   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_684.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.138271, 0, 3.38217e-16, 0, 1.41421, -3.38217e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97517e-18, 0, 0, 0, 7.02841e-17, 0, 2.65958e-16, 0, 0, 0
0.14613, 0, 6.39646e-16, 0, 1.41421, -6.39646e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71885e-18, 0, 0, 0, 1.35181e-16, 0, 5.00746e-16, 0, 0, 0
0.15399, 0, 1.19918e-15, 0, 1.41421, -1.19918e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93959e-18, 0, 0, 0, 2.57818e-16, 0, 9.34423e-16, 0, 0, 0
0.161849, 0, 2.22892e-15, 0, 1.41421, -2.22892e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28362e-17, 0, 0, 0, 4.87674e-16, 0, 1.72841e-15, 0, 0, 0
0.169709, 0, 4.10798e-15, 0, 1.41421, -4.10798e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3538e-17, 0, 0, 0, 9.15025e-16, 0, 3.16942e-15, 0, 0, 0
0.177568, 0, 7.50832e-15, 0, 1.41421, -7.50832e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27936e-17, 0, 0, 0, 1.70331e-15, 0, 5.76222e-15, 0, 0, 0
0.185427, 0, 1.36668e-14, 0, 1.41421, -1.36668e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74128e-17, 0, 0, 0, 3.16565e-15, 0, 1.04237e-14, 0, 0, 0
0.193287, 0, 2.45638e-14, 0, 1.41421, -2.45638e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38329e-16, 0, 0, 0, 5.7993e-15, 0, 1.86261e-14, 0, 0, 0
0.201146, 0, 4.38004e-14, 0, 1.41421, -4.38004e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45153e-16, 0, 0, 0, 1.05452e-14, 0, 3.301e-14, 0, 0, 0
0.209006, 0, 7.74924e-14, 0, 1.41421, -7.74924e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30941e-16, 0, 0, 0, 1.90352e-14, 0, 5.80262e-14, 0, 0, 0
0.216865, 0, 1.36045e-13, 0, 1.41421, -1.36045e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.51428e-16, 0, 0, 0, 3.41144e-14, 0, 1.01179e-13, 0, 0, 0
0.224725, 0, 2.3702e-13, 0, 1.41421, -2.3702e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29979e-15, 0, 0, 0, 6.07077e-14, 0, 1.75013e-13, 0, 0, 0
0.232584, 0, 4.09845e-13, 0, 1.41421, -4.09845e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23049e-15, 0, 0, 0, 1.0729e-13, 0, 3.00325e-13, 0, 0, 0
0.240444, 0, 7.03429e-13, 0, 1.41421, -7.03429e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79749e-15, 0, 0, 0, 1.8833e-13, 0, 5.11301e-13, 0, 0, 0
0.248303, 0, 1.19848e-12, 0, 1.41421, -1.19848e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.41483e-15, 0, 0, 0, 3.28389e-13, 0, 8.63678e-13, 0, 0, 0
0.256163, 0, 2.0272e-12, 0, 1.41421, -2.0272e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0752e-14, 0, 0, 0, 5.68885e-13, 0, 1.44757e-12, 0, 0, 0
0.264022, 0, 3.40455e-12, 0, 1.41421, -3.40455e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78826e-14, 0, 0, 0, 9.79239e-13, 0, 2.40743e-12, 0, 0, 0
0.271881, 0, 5.67768e-12, 0, 1.41421, -5.67768e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95142e-14, 0, 0, 0, 1.67514e-12, 0, 3.97302e-12, 0, 0, 0
0.279741, 0, 9.4033e-12, 0, 1.41421, -9.4033e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.83405e-14, 0, 0, 0, 2.84831e-12, 0, 6.50665e-12, 0, 0, 0
0.2876, 0, 1.54684e-11, 0, 1.41421, -1.54684e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.85762e-14, 0, 0, 0, 4.81477e-12, 0, 1.0575e-11, 0, 0, 0
0.29546, 0, 2.52769e-11, 0, 1.41421, -2.52769e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26762e-13, 0, 0, 0, 8.09294e-12, 0, 1.70572e-11, 0, 0, 0
0.303319, 0, 4.10383e-11, 0, 1.41421, -4.10383e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02969e-13, 0, 0, 0, 1.35293e-11, 0, 2.7306e-11, 0, 0, 0
0.311179, 0, 6.6209e-11, 4.65231e-43, 1.41421, -6.6209e-11, 4.65231e-43, 0, 4.65231e-43, 4.65231e-43, 4.65231e-43, 4.65231e-43, 4.65231e-43, 4.65231e-43, 4.65231e-43, 4.65231e-43, 4.65231e-43, 3.22577e-13, 4.65231e-43, 4.65231e-43, 4.65231e-43, 2.25006e-11, 4.65231e-43, 4.33858e-11, 4.65231e-43, 4.65231e-43, 4.65231e-43
0.319038, 0, 1.06167e-10, 7.85988e-42, 1.41421, -1.06167e-10, 7.85988e-42, 0, 7.85988e-42, 7.85988e-42, 7.85988e-42, 7.85988e-42, 7.85988e-42, 7.85988e-42, 7.85988e-42, 7.85988e-42, 7.85988e-42, 5.08884e-13, 7.85988e-42, 7.85988e-42, 7.85988e-42, 3.72372e-11, 7.85988e-42, 6.84214e-11, 7.85988e-42, 7.85988e-42, 7.85988e-42
0.326898, 0, 1.69243e-10, 1.09841e-40, 1.41421, -1.69243e-10, 1.09841e-40, 0, 1.09841e-40, 1.09841e-40, 1.09841e-40, 1.09841e-40, 1.09841e-40, 1.09841e-40, 1.09841e-40, 1.09841e-40, 1.09841e-40, 7.96912e-13, 1.09841e-40, 1.09841e-40, 1.09841e-40, 6.13413e-11, 1.09841e-40, 1.07105e-10, 1.09841e-40, 1.09841e-40, 1.09841e-40
0.334757, 0, 2.68277e-10, 1.36504e-39, 1.41421, -2.68277e-10, 1.36504e-39, 0, 1.36504e-39, 1.36504e-39, 1.36504e-39, 1.36504e-39, 1.36504e-39, 1.36504e-39, 1.36504e-39, 1.36504e-39, 1.36504e-39, 1.23889e-12, 1.36504e-39, 1.36504e-39, 1.36504e-39, 1.00615e-10, 1.36504e-39, 1.66423e-10, 1.36504e-39, 1.36504e-39, 1.36504e-39
0.342617, 0, 4.22995e-10, 1.51829e-38, 1.41421, -4.22995e-10, 1.51829e-38, 0, 1.51829e-38, 1.51829e-38, 1.51829e-38, 1.51829e-38, 1.51829e-38, 1.51829e-38, 1.51829e-38, 1.51829e-38, 1.51829e-38, 1.91209e-12, 1.51829e-38, 1.51829e-38, 1.51829e-38, 1.64384e-10, 1.51829e-38, 2.567e-10, 1.51829e-38, 1.51829e-38, 1.51829e-38
0.350476, 0, 6.63598e-10, 1.52913e-37, 1.41421, -6.63598e-10, 1.52913e-37, 0, 1.52913e-37, 1.52913e-37, 1.52913e-37, 1.52913e-37, 1.52913e-37, 1.52913e-37, 1.52913e-37, 1.52913e-37, 1.52913e-37, 2.92999e-12, 1.52913e-37, 1.52913e-37, 1.52913e-37, 2.67606e-10, 1.52913e-37, 3.93061e-10, 1.52913e-37, 1.52913e-37, 1.52913e-37
0.358336, 0, 1.03621e-09, 1.40097e-36, 1.41421, -1.03621e-09, 1.40097e-36, 0, 1.40097e-36, 1.40097e-36, 1.40097e-36, 1.40097e-36, 1.40097e-36, 1.40097e-36, 1.40097e-36, 1.40097e-36, 1.40097e-36, 4.45792e-12, 1.40097e-36, 1.40097e-36, 1.40097e-36, 4.3425e-10, 1.40097e-36, 5.97499e-10, 1.40097e-36, 1.40097e-36, 1.40097e-36
0.366195, 0, 1.61113e-09, 1.17469e-35, 1.41421, -1.61113e-09, 1.17469e-35, 0, 1.17469e-35, 1.17469e-35, 1.17469e-35, 1.17469e-35, 1.17469e-35, 1.17469e-35, 1.17469e-35, 1.17469e-35, 1.17469e-35, 6.73501e-12, 1.17469e-35, 1.17469e-35, 1.17469e-35, 7.02677e-10, 1.17469e-35, 9.01721e-10, 1.17469e-35, 1.17469e-35, 1.17469e-35
0.374054, 0, 2.49546e-09, 9.04843e-35, 1.41421, -2.49546e-09, 9.04843e-35, 0, 9.04843e-35, 9.04843e-35, 9.04843e-35, 9.04843e-35, 9.04843e-35, 9.04843e-35, 9.04843e-35, 9.04843e-35, 9.04843e-35, 1.01045e-11, 9.04843e-35, 9.04843e-35, 9.04843e-35, 1.13425e-09, 9.04843e-35, 1.3511e-09, 9.04843e-35, 9.04843e-35, 9.04843e-35
0.381914, 0, 3.85215e-09, 6.31723e-34, 1.41421, -3.85215e-09, 6.31723e-34, 0, 6.31723e-34, 6.31723e-34, 6.31723e-34, 6.31723e-34, 6.31723e-34, 6.31723e-34, 6.31723e-34, 6.31723e-34, 6.31723e-34, 1.50557e-11, 6.31723e-34, 6.31723e-34, 6.31723e-34, 1.82708e-09, 6.31723e-34, 2.01002e-09, 6.31723e-34, 6.31723e-34, 6.31723e-34
0.389773, 0, 5.92936e-09, 4.28908e-33, 1.41421, -5.92936e-09, 4.28908e-33, 0, 4.28908e-33, 4.28908e-33, 4.28908e-33, 4.28908e-33, 4.28908e-33, 4.28908e-33, 4.28908e-33, 4.28908e-33, 4.28908e-33, 2.22809e-11, 4.28908e-33, 4.28908e-33, 4.28908e-33, 2.93793e-09, 4.28908e-33, 2.96915e-09, 4.28908e-33, 4.28908e-33, 4.28908e-33
0.397633, 0, 9.10511e-09, 2.42325e-32, 1.41421, -9.10511e-09, 2.42325e-32, 0, 2.42325e-32, 2.42325e-32, 2.42325e-32, 2.42325e-32, 2.42325e-32, 2.42325e-32, 2.42325e-32, 2.42325e-32, 2.42325e-32, 3.27528e-11, 2.42325e-32, 2.42325e-32, 2.42325e-32, 4.71717e-09, 2.42325e-32, 4.35518e-09, 2.42325e-32, 2.42325e-32, 2.42325e-32
0.405492, 0, 1.39559e-08, 1.39891e-31, 1.41421, -1.39559e-08, 1.39891e-31, 0, 1.39891e-31, 1.39891e-31, 1.39891e-31, 1.39891e-31, 1.39891e-31, 1.39891e-31, 1.39891e-31, 1.39891e-31, 1.39891e-31, 4.78292e-11, 1.39891e-31, 1.39891e-31, 1.39891e-31, 7.56436e-09, 1.39891e-31, 6.34372e-09, 1.39891e-31, 1.39891e-31, 1.39891e-31
0.413352, 0, 2.1362e-08, 7.19488e-31, 1.41421, -2.1362e-08, 7.19488e-31, 0, 7.19488e-31, 7.19488e-31, 7.19488e-31, 7.19488e-31, 7.19488e-31, 7.19488e-31, 7.19488e-31, 7.19488e-31, 7.19488e-31, 6.93923e-11, 7.19488e-31, 7.19488e-31, 7.19488e-31, 1.21163e-08, 7.19488e-31, 9.17633e-09, 7.19488e-31, 7.19488e-31, 7.19488e-31
0.421211, 0, 3.26689e-08, 3.64553e-30, 1.41421, -3.26689e-08, 3.64553e-30, 0, 3.64553e-30, 3.64553e-30, 3.64553e-30, 3.64553e-30, 3.64553e-30, 3.64553e-30, 3.64553e-30, 3.64553e-30, 3.64553e-30, 1.00035e-10, 3.64553e-30, 3.64553e-30, 3.64553e-30, 1.93861e-08, 3.64553e-30, 1.31828e-08, 3.64553e-30, 3.64553e-30, 3.64553e-30
0.429071, 0, 4.99351e-08, 1.76905e-29, 1.41421, -4.99351e-08, 1.76905e-29, 0, 1.76905e-29, 1.76905e-29, 1.76905e-29, 1.76905e-29, 1.76905e-29, 1.76905e-29, 1.76905e-29, 1.76905e-29, 1.76905e-29, 1.43307e-10, 1.76905e-29, 1.76905e-29, 1.76905e-29, 3.0982e-08, 1.76905e-29, 1.88097e-08, 1.76905e-29, 1.76905e-29, 1.76905e-29
0.43693, 0, 7.63109e-08, 8.17723e-29, 1.41421, -7.63109e-08, 8.17723e-29, 0, 8.17723e-29, 8.17723e-29, 8.17723e-29, 8.17723e-29, 8.17723e-29, 8.17723e-29, 8.17723e-29, 8.17723e-29, 8.17723e-29, 2.04036e-10, 8.17723e-29, 8.17723e-29, 8.17723e-29, 4.94491e-08, 8.17723e-29, 2.66578e-08, 8.17723e-29, 8.17723e-29, 8.17723e-29
0.44479, 0, 1.16616e-07, 3.66407e-28, 1.41421, -1.16616e-07, 3.66407e-28, 0, 3.66407e-28, 3.66407e-28, 3.66407e-28, 3.66407e-28, 3.66407e-28, 3.66407e-28, 3.66407e-28, 3.66407e-28, 3.66407e-28, 2.88754e-10, 3.66407e-28, 3.66407e-28, 3.66407e-28, 7.87993e-08, 3.66407e-28, 3.75284e-08, 3.66407e-28, 3.66407e-28, 3.66407e-28
0.452649, 0, 1.78218e-07, 1.57346e-27, 1.41421, -1.78218e-07, 1.57346e-27, 0, 1.57346e-27, 1.57346e-27, 1.57346e-27, 1.57346e-27, 1.57346e-27, 1.57346e-27, 1.57346e-27, 1.57346e-27, 1.57346e-27, 4.06242e-10, 1.57346e-27, 1.57346e-27, 1.57346e-27, 1.25328e-07, 1.57346e-27, 5.24829e-08, 1.57346e-27, 1.57346e-27, 1.57346e-27
0.460509, 0, 2.72348e-07, 6.44682e-27, 1.41421, -2.72348e-07, 6.44682e-27, 0, 6.44682e-27, 6.44682e-27, 6.44682e-27, 6.44682e-27, 6.44682e-27, 6.44682e-27, 6.44682e-27, 6.44682e-27, 6.44682e-27, 5.68241e-10, 6.44682e-27, 6.44682e-27, 6.44682e-27, 1.98863e-07, 6.44682e-27, 7.29168e-08, 6.44682e-27, 6.44682e-27, 6.44682e-27
0.468368, 0, 4.1609e-07, 2.52251e-26, 1.41421, -4.1609e-07, 2.52251e-26, 0, 2.52251e-26, 2.52251e-26, 2.52251e-26, 2.52251e-26, 2.52251e-26, 2.52251e-26, 2.52251e-26, 2.52251e-26, 2.52251e-26, 7.90363e-10, 2.52251e-26, 2.52251e-26, 2.52251e-26, 3.14648e-07, 2.52251e-26, 1.00652e-07, 2.52251e-26, 2.52251e-26, 2.52251e-26
0.476227, 0, 6.35312e-07, 9.43569e-26, 1.41421, -6.35312e-07, 9.43569e-26, 0, 9.43569e-26, 9.43569e-26, 9.43569e-26, 9.43569e-26, 9.43569e-26, 9.43569e-26, 9.43569e-26, 9.43569e-26, 9.43569e-26, 1.09325e-09, 9.43569e-26, 9.43569e-26, 9.43569e-26, 4.96171e-07, 9.43569e-26, 1.38048e-07, 9.43569e-26, 9.43569e-26, 9.43569e-26
0.484087, 0, 9.68994e-07, 3.37984e-25, 1.41421, -9.68994e-07, 3.37984e-25, 0, 3.37984e-25, 3.37984e-25, 3.37984e-25, 3.37984e-25, 3.37984e-25, 3.37984e-25, 3.37984e-25, 3.37984e-25, 3.37984e-25, 1.50406e-09, 3.37984e-25, 3.37984e-25, 3.37984e-25, 7.79348e-07, 3.37984e-25, 1.88141e-07, 3.37984e-25, 3.37984e-25, 3.37984e-25
0.491946, 0, 1.4777e-06, 5.23903e-11, 1.41421, -1.4777e-06, 1.44845e-10, 5.23903e-11, 5.23986e-11, 1.28795e-10, 6.87505e-10, 8.07162e-11, 5.6359e-10, 2.34776e-10, 2.21045e-10, 6.88021e-11, 2.53648e-10, 2.11077e-09, 6.05577e-11, 5.26098e-11, 5.31096e-11, 1.21885e-06, 5.23922e-11, 2.5492e-07, 5.23903e-11, 5.23903e-11, 5.55379e-11
0.499806, 0, 2.24733e-06, 1.73512e-10, 1.41421, -2.24733e-06, 4.16526e-10, 1.73512e-10, 1.73534e-10, 3.7434e-10, 1.84289e-09, 2.47965e-10, 1.51718e-09, 6.52907e-10, 6.16815e-10, 2.1665e-10, 7.02511e-10, 2.97586e-09, 1.94979e-10, 1.74089e-10, 1.76481e-10, 1.89635e-06, 1.73517e-10, 3.43298e-07, 1.73512e-10, 1.73512e-10, 1.81785e-10
0.507665, 0, 3.40923e-06, 4.49597e-10, 1.41421, -3.40923e-06, 1.03227e-09, 4.49597e-10, 4.4965e-10, 9.3112e-10, 4.45225e-09, 6.28114e-10, 3.6713e-09, 1.59904e-09, 1.5125e-09, 5.53029e-10, 1.71797e-09, 4.24541e-09, 5.0107e-10, 4.50981e-10, 4.58193e-10, 2.93407e-06, 4.49609e-10, 4.59675e-07, 4.49597e-10, 4.49597e-10, 4.69434e-10
0.515525, 0, 5.15611e-06, 1.06819e-09, 1.41421, -5.15611e-06, 2.39923e-09, 1.06819e-09, 1.06831e-09, 2.16817e-09, 1.02118e-08, 1.47599e-09, 8.42778e-09, 3.69394e-09, 3.49626e-09, 1.30447e-09, 3.96564e-09, 6.1839e-09, 1.18577e-09, 1.07135e-09, 1.09001e-09, 4.51221e-06, 1.06822e-09, 6.12131e-07, 1.06819e-09, 1.06819e-09, 1.1135e-09
0.523384, 0, 7.77087e-06, 2.42605e-09, 1.41421, -7.77087e-06, 5.36857e-09, 2.42605e-09, 2.42632e-09, 4.85776e-09, 2.26396e-08, 3.32757e-09, 1.86958e-08, 8.23077e-09, 7.79375e-09, 2.94838e-09, 8.8314e-09, 9.28658e-09, 2.68599e-09, 2.43304e-09, 2.47774e-09, 6.89413e-06, 2.42611e-09, 8.11028e-07, 2.42605e-09, 2.42605e-09, 2.52623e-09
0.531244, 0, 1.16782e-05, 5.34187e-09, 1.41421, -1.16782e-05, 1.16767e-08, 5.34187e-09, 5.34244e-09, 1.0577e-08, 4.88587e-08, 7.28271e-09, 4.03683e-08, 1.78386e-08, 1.68978e-08, 6.46638e-09, 1.91317e-08, 1.44975e-08, 5.90149e-09, 5.35691e-09, 5.45907e-09, 1.04727e-05, 5.342e-09, 1.06976e-06, 5.34187e-09, 5.34187e-09, 5.55754e-09
0.539103, 0, 1.74683e-05, 1.14631e-08, 1.41421, -1.74683e-05, 2.47803e-08, 1.14631e-08, 1.14643e-08, 2.24685e-08, 1.02945e-07, 1.55432e-08, 8.50966e-08, 3.77341e-08, 3.57562e-08, 1.38271e-08, 4.04524e-08, 2.36226e-08, 1.26396e-08, 1.14947e-08, 1.17204e-08, 1.57843e-05, 1.14634e-08, 1.40591e-06, 1.14631e-08, 1.14631e-08, 1.19165e-08
0.546963, 0, 2.6021e-05, 2.40278e-08, 1.41421, -2.6021e-05, 5.13996e-08, 2.40278e-08, 2.40302e-08, 4.6648e-08, 2.12058e-07, 3.24138e-08, 1.75372e-07, 7.80243e-08, 7.39591e-08, 2.88866e-08, 8.36114e-08, 4.00995e-08, 2.64458e-08, 2.40928e-08, 2.45774e-08, 2.36157e-05, 2.40283e-08, 1.8432e-06, 2.40278e-08, 2.40278e-08, 2.49596e-08
0.554822, 0, 3.86017e-05, 4.92479e-08, 1.41421, -3.86017e-05, 1.04288e-07, 4.92479e-08, 4.92529e-08, 9.47333e-08, 4.27344e-07, 6.61109e-08, 3.53575e-07, 1.57826e-07, 1.49651e-07, 5.90182e-08, 1.69061e-07, 7.03903e-08, 5.41101e-08, 4.93786e-08, 5.03946e-08, 3.50689e-05, 4.9249e-08, 2.41454e-06, 4.92479e-08, 4.92479e-08, 5.11217e-08
0.562681, 0, 5.70364e-05, 9.87546e-08, 1.41421, -5.70364e-05, 2.0707e-07, 9.87546e-08, 9.87643e-08, 1.88267e-07, 8.42823e-07, 1.3194e-07, 6.9765e-07, 3.12429e-07, 2.96342e-07, 1.17982e-07, 3.34538e-07, 1.26438e-07, 1.08323e-07, 9.90117e-08, 1.01094e-07, 5.16841e-05, 9.87568e-08, 3.16722e-06, 9.87546e-08, 9.87546e-08, 1.02442e-07
0.570541, 0, 8.39607e-05, 1.93805e-07, 1.41421, -8.39607e-05, 4.02467e-07, 1.93805e-07, 1.93824e-07, 3.66244e-07, 1.6272e-06, 2.57734e-07, 1.34754e-06, 6.05433e-07, 5.74443e-07, 2.30845e-07, 6.48025e-07, 2.29886e-07, 2.12238e-07, 1.943e-07, 1.98476e-07, 7.56006e-05, 1.93809e-07, 4.17137e-06, 1.93805e-07, 1.93805e-07, 2.00909e-07
0.5784, 0, 0.000123177, 3.72302e-07, 1.41421, -0.000123177, 7.65861e-07, 3.72302e-07, 3.72337e-07, 6.97541e-07, 3.07585e-06, 4.92879e-07, 2.54836e-06, 1.14868e-06, 1.09023e-06, 4.42164e-07, 1.22901e-06, 4.19118e-07, 4.07069e-07, 3.73236e-07, 3.81436e-07, 0.00010977, 3.7231e-07, 5.53391e-06, 3.72302e-07, 3.72302e-07, 3.85701e-07
0.58626, 0, 0.000180174, 7.00205e-07, 1.41421, -0.000180174, 1.42708e-06, 7.00205e-07, 7.00271e-07, 1.3009e-06, 5.69348e-06, 9.22904e-07, 4.71926e-06, 2.13412e-06, 2.02617e-06, 8.29235e-07, 2.28249e-06, 7.60686e-07, 7.64418e-07, 7.01931e-07, 7.17703e-07, 0.000158251, 7.0022e-07, 7.42064e-06, 7.00205e-07, 7.00205e-07, 7.24952e-07
0.594119, 0, 0.000262879, 1.28951e-06, 1.41421, -0.000262879, 2.60432e-06, 1.28951e-06, 1.28962e-06, 2.37608e-06, 1.03216e-05, 1.69234e-06, 8.55938e-06, 3.88325e-06, 3.68798e-06, 1.5229e-06, 4.15163e-06, 1.36731e-06, 1.40566e-06, 1.29263e-06, 1.32235e-06, 0.000226609, 1.28953e-06, 1.00912e-05, 1.28951e-06, 1.28951e-06, 1.33427e-06
0.601979, 0, 0.000382722, 2.32566e-06, 1.41421, -0.000382722, 4.65524e-06, 2.32566e-06, 2.32587e-06, 4.25084e-06, 1.83287e-05, 3.03939e-06, 1.52064e-05, 6.92124e-06, 6.57525e-06, 2.73919e-06, 7.39675e-06, 2.42537e-06, 2.53146e-06, 2.3312e-06, 2.38609e-06, 0.000322463, 2.32571e-06, 1.39515e-05, 2.32566e-06, 2.32566e-06, 2.40498e-06
0.609838, 0, 0.000556161, 4.10826e-06, 1.41421, -0.000556161, 8.1518e-06, 4.10826e-06, 4.10862e-06, 7.44986e-06, 3.18853e-05, 5.34711e-06, 2.64658e-05, 1.2085e-05, 1.14844e-05, 4.82604e-06, 1.29103e-05, 4.23554e-06, 4.46546e-06, 4.11786e-06, 4.21725e-06, 0.000456263, 4.10834e-06, 1.96339e-05, 4.10826e-06, 4.10826e-06, 4.24592e-06
