   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_223.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.396059, 0, 2.68089e-09, 4.20158e-35, 1.41421, -2.68089e-09, 0, 4.20158e-35, 4.20158e-35, 4.20158e-35, 4.20158e-35, 4.20158e-35, 4.20158e-35, 4.20158e-35, 4.20158e-35, 1.25588e-12, 4.20158e-35, 4.20158e-35, 6.15545e-13, 4.20158e-35, 2.67902e-09, 4.20158e-35, 4.20158e-35, 4.20158e-35
0.403941, 0, 4.21626e-09, 3.05603e-34, 1.41421, -4.21626e-09, 0, 3.05603e-34, 3.05603e-34, 3.05603e-34, 3.05603e-34, 3.05603e-34, 3.05603e-34, 3.05603e-34, 3.05603e-34, 1.9771e-12, 3.05603e-34, 3.05603e-34, 1.03434e-12, 3.05603e-34, 4.21325e-09, 3.05603e-34, 3.05603e-34, 3.05603e-34
0.411824, 0, 6.57388e-09, 2.11981e-33, 1.41421, -6.57388e-09, 0, 2.11981e-33, 2.11981e-33, 2.11981e-33, 2.11981e-33, 2.11981e-33, 2.11981e-33, 2.11981e-33, 2.11981e-33, 3.08643e-12, 2.11981e-33, 2.11981e-33, 1.73381e-12, 2.11981e-33, 6.56906e-09, 2.11981e-33, 2.11981e-33, 2.11981e-33
0.419706, 0, 1.01623e-08, 1.23016e-32, 1.41421, -1.01623e-08, 0, 1.23016e-32, 1.23016e-32, 1.23016e-32, 1.23016e-32, 1.23016e-32, 1.23016e-32, 1.23016e-32, 1.23016e-32, 4.77837e-12, 1.23016e-32, 1.23016e-32, 2.90085e-12, 1.23016e-32, 1.01546e-08, 1.23016e-32, 1.23016e-32, 1.23016e-32
0.427589, 0, 1.55762e-08, 7.24665e-32, 1.41421, -1.55762e-08, 0, 7.24665e-32, 7.24665e-32, 7.24665e-32, 7.24665e-32, 7.24665e-32, 7.24665e-32, 7.24665e-32, 7.24665e-32, 7.33741e-12, 7.24665e-32, 7.24665e-32, 4.84687e-12, 7.24665e-32, 1.5564e-08, 7.24665e-32, 7.24665e-32, 7.24665e-32
0.435471, 0, 2.36737e-08, 3.81571e-31, 1.41421, -2.36737e-08, 0, 3.81571e-31, 3.81571e-31, 3.81571e-31, 3.81571e-31, 3.81571e-31, 3.81571e-31, 3.81571e-31, 3.81571e-31, 1.11764e-11, 3.81571e-31, 3.81571e-31, 8.09097e-12, 3.81571e-31, 2.36544e-08, 3.81571e-31, 3.81571e-31, 3.81571e-31
0.443353, 0, 3.56809e-08, 1.9722e-30, 1.41421, -3.56809e-08, 0, 1.9722e-30, 1.9722e-30, 1.9722e-30, 1.9722e-30, 1.9722e-30, 1.9722e-30, 1.9722e-30, 1.9722e-30, 1.68895e-11, 1.9722e-30, 1.9722e-30, 1.34982e-11, 1.9722e-30, 3.56505e-08, 1.9722e-30, 1.9722e-30, 1.9722e-30
0.451236, 0, 5.33337e-08, 9.75841e-30, 1.41421, -5.33337e-08, 0, 9.75841e-30, 9.75841e-30, 9.75841e-30, 9.75841e-30, 9.75841e-30, 9.75841e-30, 9.75841e-30, 9.75841e-30, 2.53247e-11, 9.75841e-30, 9.75841e-30, 2.2509e-11, 9.75841e-30, 5.32859e-08, 9.75841e-30, 9.75841e-30, 9.75841e-30
0.459118, 0, 7.90682e-08, 4.59177e-29, 1.41421, -7.90682e-08, 0, 4.59177e-29, 4.59177e-29, 4.59177e-29, 4.59177e-29, 4.59177e-29, 4.59177e-29, 4.59177e-29, 4.59177e-29, 3.76836e-11, 4.59177e-29, 4.59177e-29, 3.75178e-11, 4.59177e-29, 7.8993e-08, 4.59177e-29, 4.59177e-29, 4.59177e-29
0.467001, 0, 1.16271e-07, 2.09393e-28, 1.41421, -1.16271e-07, 0, 2.09393e-28, 2.09393e-28, 2.09393e-28, 2.09393e-28, 2.09393e-28, 2.09393e-28, 2.09393e-28, 2.09393e-28, 5.56553e-11, 2.09393e-28, 2.09393e-28, 6.2493e-11, 2.09393e-28, 1.16152e-07, 2.09393e-28, 2.09393e-28, 2.09393e-28
0.474883, 0, 1.69608e-07, 9.15616e-28, 1.41421, -1.69608e-07, 0, 9.15616e-28, 9.15616e-28, 9.15616e-28, 9.15616e-28, 9.15616e-28, 9.15616e-28, 9.15616e-28, 9.15616e-28, 8.15979e-11, 9.15616e-28, 9.15616e-28, 1.03988e-10, 9.15616e-28, 1.69423e-07, 9.15616e-28, 9.15616e-28, 9.15616e-28
0.482765, 0, 2.45454e-07, 3.82308e-27, 1.41421, -2.45454e-07, 0, 3.82308e-27, 3.82308e-27, 3.82308e-27, 3.82308e-27, 3.82308e-27, 3.82308e-27, 3.82308e-27, 3.82308e-27, 1.1878e-10, 3.82308e-27, 3.82308e-27, 1.72768e-10, 3.82308e-27, 2.45163e-07, 3.82308e-27, 3.82308e-27, 3.82308e-27
0.490648, 0, 3.52438e-07, 1.52486e-26, 1.41421, -3.52438e-07, 0, 1.52486e-26, 1.52486e-26, 1.52486e-26, 1.52486e-26, 1.52486e-26, 1.52486e-26, 1.52486e-26, 1.52486e-26, 1.717e-10, 1.52486e-26, 1.52486e-26, 2.86411e-10, 1.52486e-26, 3.5198e-07, 1.52486e-26, 1.52486e-26, 1.52486e-26
0.49853, 0, 5.02144e-07, 5.81559e-26, 1.41421, -5.02144e-07, 0, 5.81559e-26, 5.81559e-26, 5.81559e-26, 5.81559e-26, 5.81559e-26, 4.29534e-12, 5.81559e-26, 5.81559e-26, 2.46509e-10, 5.81559e-26, 5.81559e-26, 4.73403e-10, 5.81559e-26, 5.0142e-07, 5.81559e-26, 5.81559e-26, 5.81559e-26
0.506413, 0, 7.09988e-07, 2.1244e-25, 1.41421, -7.09988e-07, 0, 2.1244e-25, 2.1244e-25, 2.1244e-25, 2.1244e-25, 2.1244e-25, 1.52167e-11, 2.1244e-25, 2.1244e-25, 3.51567e-10, 2.1244e-25, 2.1244e-25, 7.79545e-10, 2.1244e-25, 7.08842e-07, 2.1244e-25, 2.1244e-25, 2.1244e-25
0.514295, 0, 9.96311e-07, 7.50713e-25, 1.41421, -9.96311e-07, 0, 7.50713e-25, 7.50713e-25, 7.50713e-25, 7.50713e-25, 7.50713e-25, 4.20035e-11, 7.50713e-25, 7.50713e-25, 4.98148e-10, 7.50713e-25, 7.50713e-25, 1.27777e-09, 7.50713e-25, 9.94493e-07, 7.50713e-25, 7.50713e-25, 7.50713e-25
0.522177, 0, 1.39034e-06, 9.84194e-11, 1.41421, -1.39034e-06, 9.84194e-11, 9.8422e-11, 9.84975e-11, 6.81209e-10, 1.14957e-10, 1.31597e-10, 4.06974e-10, 1.03367e-09, 5.83326e-10, 7.99816e-10, 1.00454e-10, 1.00784e-10, 2.18151e-09, 9.84209e-11, 1.38517e-06, 9.84194e-11, 9.84194e-11, 1.17101e-10
0.53006, 0, 1.92802e-06, 3.47956e-10, 1.41421, -1.92802e-06, 3.47956e-10, 3.47965e-10, 3.48231e-10, 2.40026e-09, 4.06192e-10, 4.64792e-10, 1.31527e-09, 3.64144e-09, 2.05556e-09, 1.32942e-09, 3.55122e-10, 3.56284e-10, 3.72292e-09, 3.47961e-10, 1.91539e-06, 3.47956e-10, 3.47956e-10, 4.13742e-10
0.537942, 0, 2.65985e-06, 9.57869e-10, 1.41421, -2.65985e-06, 9.57869e-10, 9.57894e-10, 9.58624e-10, 6.59238e-09, 1.11775e-09, 1.27864e-09, 3.50321e-09, 9.99999e-09, 5.64603e-09, 2.32289e-09, 9.77542e-10, 9.80734e-10, 6.38785e-09, 9.57883e-10, 2.63045e-06, 9.57869e-10, 9.57869e-10, 1.13848e-09
0.545825, 0, 3.65544e-06, 2.40391e-09, 1.41421, -3.65544e-06, 2.40391e-09, 2.40397e-09, 2.4058e-09, 1.65152e-08, 2.80433e-09, 3.20725e-09, 8.62461e-09, 2.50493e-08, 1.41451e-08, 4.29108e-09, 2.45318e-09, 2.46117e-09, 1.10736e-08, 2.40395e-09, 3.5884e-06, 2.40391e-09, 2.40391e-09, 2.85624e-09
0.553707, 0, 5.01546e-06, 5.73549e-09, 1.41421, -5.01546e-06, 5.73549e-09, 5.73564e-09, 5.73999e-09, 3.93512e-08, 6.68937e-09, 7.6492e-09, 2.02841e-08, 5.96812e-08, 3.37053e-08, 8.32923e-09, 5.85286e-09, 5.8719e-09, 1.94639e-08, 5.73557e-09, 4.86485e-06, 5.73549e-09, 5.73549e-09, 6.81303e-09
0.561589, 0, 6.89725e-06, 1.32537e-08, 1.41421, -6.89725e-06, 1.32537e-08, 1.3254e-08, 1.32641e-08, 9.08069e-08, 1.54543e-08, 1.76687e-08, 5.00627e-08, 1.37709e-07, 7.77814e-08, 1.67979e-08, 1.35245e-08, 1.35684e-08, 3.4837e-08, 1.32539e-08, 6.55908e-06, 1.32537e-08, 1.32537e-08, 1.57396e-08
0.569472, 0, 9.55796e-06, 2.95441e-08, 1.41421, -9.55796e-06, 2.95441e-08, 2.95449e-08, 2.95672e-08, 2.02279e-07, 3.44456e-08, 3.93778e-08, 1.32089e-07, 3.06746e-07, 1.73268e-07, 3.43594e-08, 3.01472e-08, 3.02451e-08, 6.31389e-08, 2.95446e-08, 8.80174e-06, 2.95441e-08, 2.95441e-08, 3.50811e-08
0.577354, 0, 1.3417e-05, 6.41383e-08, 1.41421, -1.3417e-05, 6.41383e-08, 6.414e-08, 6.41885e-08, 4.38843e-07, 7.47709e-08, 8.547e-08, 3.1595e-07, 6.65456e-07, 3.7591e-07, 7.06434e-08, 6.54466e-08, 6.56589e-08, 1.15949e-07, 6.41393e-08, 1.17723e-05, 6.41383e-08, 6.41383e-08, 7.61494e-08
0.585237, 0, 1.92155e-05, 1.35684e-07, 1.41421, -1.92155e-05, 1.35684e-07, 1.35688e-07, 1.3579e-07, 9.2775e-07, 1.5816e-07, 1.80776e-07, 7.19535e-07, 1.40677e-06, 7.94718e-07, 1.44423e-07, 1.3845e-07, 1.38899e-07, 2.14845e-07, 1.35686e-07, 1.57225e-05, 1.35684e-07, 1.35684e-07, 1.61074e-07
0.593119, 0, 2.82706e-05, 2.79807e-07, 1.41421, -2.82706e-05, 2.79807e-07, 2.79814e-07, 2.80025e-07, 1.91187e-06, 3.26118e-07, 3.72719e-07, 1.58628e-06, 2.8989e-06, 1.63776e-06, 2.91482e-07, 2.85505e-07, 2.8643e-07, 3.99629e-07, 2.79811e-07, 2.10194e-05, 2.79807e-07, 2.79807e-07, 3.32122e-07
0.601002, 0, 4.29277e-05, 5.6263e-07, 1.41421, -4.29277e-05, 5.6263e-07, 5.62644e-07, 5.63069e-07, 3.84153e-06, 6.55672e-07, 7.49295e-07, 3.3982e-06, 5.82453e-06, 3.29082e-06, 5.78144e-07, 5.74078e-07, 5.75936e-07, 7.42335e-07, 5.62638e-07, 2.82179e-05, 5.6263e-07, 5.6263e-07, 6.67734e-07
0.608884, 0, 6.73857e-05, 1.10338e-06, 1.41421, -6.73857e-05, 1.10338e-06, 1.10341e-06, 1.10424e-06, 7.52778e-06, 1.28568e-06, 1.46912e-06, 7.13919e-06, 1.14131e-05, 6.44877e-06, 1.12389e-06, 1.12581e-06, 1.12945e-06, 1.37051e-06, 1.1034e-06, 3.81794e-05, 1.10338e-06, 1.10338e-06, 1.30931e-06
0.616766, 0, 0.000109034, 2.11084e-06, 1.41421, -0.000109034, 2.11084e-06, 2.11089e-06, 2.11248e-06, 1.4389e-05, 2.45924e-06, 2.80982e-06, 1.47242e-05, 2.18146e-05, 1.23268e-05, 2.13781e-06, 2.15371e-06, 2.16066e-06, 2.50456e-06, 2.11087e-06, 5.22666e-05, 2.11084e-06, 2.11084e-06, 2.50441e-06
0.624649, 0, 0.000180677, 3.94006e-06, 1.41421, -0.000180677, 3.94006e-06, 3.94016e-06, 3.94313e-06, 2.68341e-05, 4.5897e-06, 5.2434e-06, 2.98118e-05, 4.06798e-05, 2.29889e-05, 3.97537e-06, 4.02e-06, 4.03297e-06, 4.51584e-06, 3.94012e-06, 7.26489e-05, 3.94006e-06, 3.94006e-06, 4.67392e-06
0.632531, 0, 0.000304106, 7.17737e-06, 1.41421, -0.000304106, 7.17737e-06, 7.17756e-06, 7.18295e-06, 4.88342e-05, 8.35943e-06, 9.54887e-06, 5.9248e-05, 7.40273e-05, 4.18377e-05, 7.2234e-06, 7.32282e-06, 7.34642e-06, 8.01343e-06, 7.17748e-06, 0.000102777, 7.17737e-06, 7.17737e-06, 8.51268e-06
0.640414, 0, 0.000515628, 1.27624e-05, 1.41421, -0.000515628, 1.27624e-05, 1.27628e-05, 1.27724e-05, 8.67425e-05, 1.48617e-05, 1.69741e-05, 0.00011556, 0.000131484, 7.43171e-05, 1.28222e-05, 1.30207e-05, 1.30627e-05, 1.39688e-05, 1.27626e-05, 0.000148057, 1.27624e-05, 1.27624e-05, 1.51339e-05
0.648296, 0, 0.000874502, 2.21567e-05, 1.41421, -0.000874502, 2.21567e-05, 2.21573e-05, 2.21739e-05, 0.000150419, 2.57963e-05, 2.94586e-05, 0.000221148, 0.000227989, 0.000128877, 2.2234e-05, 2.26046e-05, 2.26772e-05, 2.38882e-05, 2.21571e-05, 0.000216847, 2.21567e-05, 2.21567e-05, 2.62682e-05
0.656178, 0, 0.00147535, 3.75651e-05, 1.41421, -0.00147535, 3.75651e-05, 3.75661e-05, 3.75942e-05, 0.000254706, 4.37267e-05, 4.99268e-05, 0.000415127, 0.000386026, 0.000218236, 3.76648e-05, 3.83233e-05, 3.84463e-05, 4.00389e-05, 3.75657e-05, 0.000321787, 3.75651e-05, 3.75651e-05, 4.45255e-05
0.664061, 0, 0.00246593, 6.2212e-05, 1.41421, -0.00246593, 6.2212e-05, 6.22136e-05, 6.22601e-05, 0.000421244, 7.23999e-05, 8.26514e-05, 0.00076412, 0.000638377, 0.000360943, 6.23401e-05, 6.34656e-05, 6.3669e-05, 6.57326e-05, 6.22129e-05, 0.000481546, 6.2212e-05, 6.2212e-05, 7.37207e-05
0.671943, 0, 0.00407187, 0.000100666, 1.41421, -0.00407187, 0.000100666, 0.000100668, 0.000100743, 0.000680602, 0.000117122, 0.000133681, 0.00137873, 0.00103133, 0.000583198, 0.00010083, 0.000102691, 0.000103019, 0.000105659, 0.000100667, 0.000722991, 0.000100666, 0.000100666, 0.000119256
