   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_40.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
6.01406, 90, 93.1815, 36.9754, 9.59166, -3.18148, 36.9754, 0, 38.9015, 91.2554, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754
6.02197, 102, 85.2572, 37.0284, 10.198, 16.7428, 37.0284, 0, 38.9954, 83.2902, 37.0284, 37.0284, 37.0284, 37.0284, 37.0284, 37.0284, 37.0284, 37.0284, 37.0284, 37.0284, 37.0284
6.02987, 68, 78.1321, 37.0826, 8.3666, -10.1321, 37.0826, 0, 39.1046, 76.1101, 37.0826, 37.0826, 37.0826, 37.0826, 37.0826, 37.0826, 37.0826, 37.0826, 37.0826, 37.0826, 37.0826
6.03778, 84, 71.8271, 37.138, 9.27362, 12.1729, 37.138, 0, 39.2364, 69.7287, 37.138, 37.138, 37.138, 37.138, 37.138, 37.138, 37.138, 37.138, 37.138, 37.138, 37.138
6.04569, 44, 66.3422, 37.1944, 6.78233, -22.3422, 37.1944, 0, 39.4022, 64.1343, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944, 37.1944
6.05359, 56, 61.6636, 37.2517, 7.61577, -5.66357, 37.2517, 0, 39.6188, 59.2965, 37.2517, 37.2517, 37.2517, 37.2517, 37.2517, 37.2517, 37.2517, 37.2517, 37.2517, 37.2517, 37.2517
6.0615, 70, 57.7684, 37.3099, 8.48528, 12.2316, 37.3099, 0, 39.9112, 55.1671, 37.3099, 37.3099, 37.3099, 37.3099, 37.3099, 37.3099, 37.3099, 37.3099, 37.3099, 37.3099, 37.3099
6.06941, 44, 54.6356, 37.3688, 6.78233, -10.6356, 37.3688, 0, 40.3157, 51.6887, 37.3688, 37.3688, 37.3688, 37.3688, 37.3688, 37.3688, 37.3688, 37.3688, 37.3688, 37.3688, 37.3688
6.07731, 40, 52.2529, 37.4282, 6.48074, -12.2529, 37.4282, 0, 40.8848, 48.7963, 37.4282, 37.4282, 37.4282, 37.4282, 37.4282, 37.4282, 37.4282, 37.4282, 37.4282, 37.4282, 37.4282
6.08522, 66, 50.6281, 37.4879, 8.24621, 15.3719, 37.4879, 0, 41.6931, 46.4229, 37.4879, 37.4879, 37.4879, 37.4879, 37.4879, 37.4879, 37.4879, 37.4879, 37.4879, 37.4879, 37.4879
6.09313, 54, 49.7984, 37.548, 7.48331, 4.2016, 37.548, 0, 42.8458, 44.5006, 37.548, 37.548, 37.548, 37.548, 37.548, 37.548, 37.548, 37.548, 37.548, 37.548, 37.548
6.10103, 50, 49.8451, 37.6082, 7.2111, 0.154942, 37.6082, 0, 44.4887, 42.9645, 37.6082, 37.6082, 37.6082, 37.6082, 37.6082, 37.6082, 37.6082, 37.6082, 37.6082, 37.6082, 37.6082
6.10894, 54, 50.907, 37.6683, 7.48331, 3.09299, 37.6683, 0, 46.8209, 41.7544, 37.6683, 37.6683, 37.6683, 37.6683, 37.6683, 37.6683, 37.6683, 37.6683, 37.6683, 37.6683, 37.6683
6.11685, 52, 53.1988, 37.7284, 7.34847, -1.19884, 37.7284, 0, 50.1123, 40.8148, 37.7284, 37.7284, 37.7284, 37.7284, 37.7284, 37.7284, 37.7284, 37.7284, 37.7284, 37.7284, 37.7284
6.12475, 72, 57.0303, 37.7881, 8.60233, 14.9697, 37.7881, 0, 54.7214, 40.097, 37.7881, 37.7881, 37.7881, 37.7881, 37.7881, 37.7881, 37.7881, 37.7881, 37.7881, 37.7881, 37.7881
6.13266, 56, 62.83, 37.8475, 7.61577, -6.82999, 37.8475, 0, 61.1193, 39.5582, 37.8475, 37.8475, 37.8475, 37.8475, 37.8475, 37.8475, 37.8475, 37.8475, 37.8475, 37.8475, 37.8475
6.14057, 68, 71.1689, 37.9064, 8.3666, -3.16892, 37.9064, 0, 69.9131, 39.1622, 37.9064, 37.9064, 37.9064, 37.9064, 37.9064, 37.9064, 37.9064, 37.9064, 37.9064, 37.9064, 37.9064
6.14847, 84, 82.7929, 37.9648, 9.27362, 1.20712, 37.9648, 0, 81.8792, 38.8785, 37.9648, 37.9648, 37.9648, 37.9648, 37.9648, 37.9648, 37.9648, 37.9648, 37.9648, 37.9648, 37.9648
6.15638, 122, 98.6487, 38.0226, 11.1355, 23.3513, 38.0226, 0, 97.9892, 38.6821, 38.0226, 38.0226, 38.0226, 38.0226, 38.0226, 38.0226, 38.0226, 38.0226, 38.0226, 38.0226, 38.0226
6.16429, 176, 119.912, 38.0797, 13.3417, 56.0881, 38.0797, 0, 119.439, 38.5528, 38.0797, 38.0797, 38.0797, 38.0797, 38.0797, 38.0797, 38.0797, 38.0797, 38.0797, 38.0797, 38.0797
6.17219, 186, 148.017, 38.136, 13.7113, 37.9834, 38.136, 0, 147.678, 38.4745, 38.136, 38.136, 38.136, 38.136, 38.136, 38.136, 38.136, 38.136, 38.136, 38.136, 38.136
6.1801, 214, 184.682, 38.1915, 14.6969, 29.3182, 38.1915, 0, 184.439, 38.4345, 38.1915, 38.1915, 38.1915, 38.1915, 38.1915, 38.1915, 38.1915, 38.1915, 38.1915, 38.1915, 38.1915
6.18801, 216, 231.918, 38.2463, 14.7648, -15.9179, 38.2463, 0, 231.741, 38.4235, 38.2463, 38.2463, 38.2463, 38.2463, 38.2463, 38.2463, 38.2463, 38.2463, 38.2463, 38.2463, 38.2463
6.19591, 312, 292.023, 38.3001, 17.72, 19.9774, 38.3001, 0, 291.888, 38.4345, 38.3001, 38.3001, 38.3001, 38.3001, 38.3001, 38.3001, 38.3001, 38.3001, 38.3001, 38.3001, 38.3001
6.20382, 382, 367.574, 38.3531, 19.5959, 14.4261, 38.3531, 0, 367.465, 38.4624, 38.3531, 38.3531, 38.3531, 38.3531, 38.3531, 38.3531, 38.3531, 38.3531, 38.3531, 38.3531, 38.3531
6.21173, 500, 461.409, 38.4052, 22.4054, 38.5912, 38.4052, 0, 461.31, 38.5042, 38.4052, 38.4052, 38.4052, 38.4052, 38.4052, 38.4052, 38.4052, 38.4052, 38.4052, 38.4052, 38.4052
6.21963, 566, 576.511, 38.4563, 23.8328, -10.5113, 38.4563, 0, 576.41, 38.5581, 38.4563, 38.4563, 38.4563, 38.4563, 38.4563, 38.4563, 38.4563, 38.4563, 38.4563, 38.4563, 38.4563
6.22754, 778, 715.973, 38.5066, 27.9285, 62.0273, 38.5066, 0, 715.856, 38.6237, 38.5066, 38.5066, 38.5066, 38.5066, 38.5066, 38.5066, 38.5066, 38.5066, 38.5066, 38.5066, 38.5066
6.23545, 950, 882.835, 38.5558, 30.8545, 67.1646, 38.5558, 0, 882.689, 38.7018, 38.5558, 38.5558, 38.5558, 38.5558, 38.5558, 38.5558, 38.5558, 38.5558, 38.5558, 38.5558, 38.5558
6.24335, 1186, 1080, 38.6041, 34.4674, 105.996, 38.6041, 0, 1079.81, 38.7944, 38.6041, 38.6041, 38.6041, 38.6041, 38.6041, 38.6041, 38.6041, 38.6041, 38.6041, 38.6041, 38.6041
6.25126, 1300, 1309.96, 38.6515, 36.0832, -9.95557, 38.6515, 0, 1309.7, 38.9044, 38.6515, 38.6515, 38.6515, 38.6515, 38.6515, 38.6515, 38.6515, 38.6515, 38.6515, 38.6515, 38.6515
6.25917, 1636, 1574.66, 38.6978, 40.4722, 61.3425, 38.6978, 0, 1574.32, 39.0357, 38.6978, 38.6978, 38.6978, 38.6978, 38.6978, 38.6978, 38.6978, 38.6978, 38.6978, 38.6978, 38.6978
6.26707, 1984, 1875.3, 38.7432, 44.5646, 108.698, 38.7432, 0, 1874.85, 39.1937, 38.7432, 38.7432, 38.7432, 38.7432, 38.7432, 38.7432, 38.7432, 38.7432, 38.7432, 38.7432, 38.7432
6.27498, 2208, 2212.11, 38.7876, 47.0106, -4.10742, 38.7876, 0, 2211.51, 39.3844, 38.7876, 38.7876, 38.7876, 38.7876, 38.7876, 38.7876, 38.7876, 38.7876, 38.7876, 38.7876, 38.7876
6.28289, 2518, 2584.13, 38.831, 50.1996, -66.1262, 38.831, 0, 2583.34, 39.6152, 38.831, 38.831, 38.831, 38.831, 38.831, 38.831, 38.831, 38.831, 38.831, 38.831, 38.831
6.29079, 3116, 2989.05, 38.8733, 55.8391, 126.953, 38.8733, 0, 2988.03, 39.8943, 38.8733, 38.8733, 38.8733, 38.8733, 38.8733, 38.8733, 38.8733, 38.8733, 38.8733, 38.8733, 38.8733
6.2987, 3540, 3423.21, 38.9146, 59.5147, 116.791, 38.9146, 0, 3421.89, 40.2309, 38.9146, 38.9146, 38.9146, 38.9146, 38.9146, 38.9146, 38.9146, 38.9146, 38.9146, 38.9146, 38.9146
6.30661, 3910, 3881.28, 38.9548, 62.546, 28.7207, 38.9548, 0, 3879.6, 40.635, 38.9548, 38.9548, 38.9548, 38.9548, 38.9548, 38.9548, 38.9548, 38.9548, 38.9548, 38.9548, 38.9548
6.31452, 4338, 4356.52, 38.9938, 65.8787, -18.5234, 38.9938, 0, 4354.4, 41.1168, 38.9938, 38.9938, 38.9938, 38.9938, 38.9938, 38.9938, 38.9938, 38.9938, 38.9938, 38.9938, 38.9938
6.32242, 4760, 4840.78, 39.0316, 69.0072, -80.7817, 39.0316, 0, 4838.13, 41.6866, 39.0316, 39.0316, 39.0316, 39.0316, 39.0316, 39.0316, 39.0316, 39.0316, 39.0316, 39.0316, 39.0316
6.33033, 5504, 5324.66, 39.0681, 74.2024, 179.338, 39.0681, 0, 5321.38, 42.3543, 39.0681, 39.0681, 39.0681, 39.0681, 39.0681, 39.0681, 39.0681, 39.0681, 39.0681, 39.0681, 39.0681
6.33824, 5862, 5797.83, 39.1033, 76.5768, 64.1738, 39.1033, 0, 5793.8, 43.1287, 39.1033, 39.1033, 39.1033, 39.1033, 39.1033, 39.1033, 39.1033, 39.1033, 39.1033, 39.1033, 39.1033
6.34614, 6520, 6249.33, 39.137, 80.7589, 270.67, 39.137, 0, 6244.45, 44.0171, 39.137, 39.137, 39.137, 39.137, 39.137, 39.137, 39.137, 39.137, 39.137, 39.137, 39.137
6.35405, 6732, 6668.03, 39.1691, 82.061, 63.9692, 39.1691, 0, 6662.18, 45.0243, 39.1691, 39.1691, 39.1691, 39.1691, 39.1691, 39.1691, 39.1691, 39.1691, 39.1691, 39.1691, 39.1691
6.36196, 7196, 7043.05, 39.1994, 84.841, 152.953, 39.1994, 0, 7036.09, 46.1522, 39.1994, 39.1994, 39.1994, 39.1994, 39.1994, 39.1994, 39.1994, 39.1994, 39.1994, 39.1994, 39.1994
6.36986, 7358, 7364.22, 39.2278, 85.7904, -6.22021, 39.2278, 0, 7356.05, 47.3989, 39.2278, 39.2278, 39.2278, 39.2278, 39.2278, 39.2278, 39.2278, 39.2278, 39.2278, 39.2278, 39.2278
6.37777, 7542, 7622.59, 39.2541, 86.8562, -80.5908, 39.2541, 0, 7613.09, 48.7582, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541
6.38568, 7766, 7810.75, 39.278, 88.1363, -44.7505, 39.278, 0, 7799.81, 50.2188, 39.278, 39.278, 39.278, 39.278, 39.278, 39.278, 39.278, 39.278, 39.278, 39.278, 39.278
6.39358, 8094, 7923.32, 39.2994, 89.9778, 170.678, 39.2994, 0, 7910.86, 51.7649, 39.2994, 39.2994, 39.2994, 39.2994, 39.2994, 39.2994, 39.2994, 39.2994, 39.2994, 39.2994, 39.2994
6.40149, 7896, 7957.08, 39.3179, 88.8707, -61.0845, 39.3179, 0, 7943.03, 53.3753, 39.3179, 39.3179, 39.3179, 39.3179, 39.3179, 39.3179, 39.3179, 39.3179, 39.3179, 39.3179, 39.3179
6.4094, 7848, 7911.2, 39.3334, 88.6002, -63.1963, 39.3334, 0, 7895.51, 55.0238, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334, 39.3334
6.4173, 7592, 7787.23, 39.3455, 87.1436, -195.228, 39.3455, 0, 7769.89, 56.6797, 39.3455, 39.3455, 39.3455, 39.3455, 39.3455, 39.3455, 39.3455, 39.3455, 39.3455, 39.3455, 39.3455
6.42521, 7590, 7589.03, 39.354, 87.1321, 0.96875, 39.354, 0, 7570.08, 58.3094, 39.354, 39.354, 39.354, 39.354, 39.354, 39.354, 39.354, 39.354, 39.354, 39.354, 39.354
6.43312, 7370, 7322.58, 39.3588, 85.8604, 47.4243, 39.3588, 0, 7302.06, 59.8761, 39.3588, 39.3588, 39.3588, 39.3588, 39.3588, 39.3588, 39.3588, 39.3588, 39.3588, 39.3588, 39.3588
6.44102, 7098, 6995.68, 39.3594, 84.2615, 102.316, 39.3594, 0, 6973.7, 61.3421, 39.3594, 39.3594, 39.3594, 39.3594, 39.3594, 39.3594, 39.3594, 39.3594, 39.3594, 39.3594, 39.3594
6.44893, 6686, 6617.6, 39.3558, 81.7802, 68.4048, 39.3558, 0, 6594.28, 62.6699, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558, 39.3558
6.45684, 6276, 6198.47, 39.3479, 79.2338, 77.5322, 39.3479, 0, 6173.99, 63.8242, 39.3479, 39.3479, 39.3479, 39.3479, 39.3479, 39.3479, 39.3479, 39.3479, 39.3479, 39.3479, 39.3479
6.46474, 6038, 5749.16, 39.3356, 77.7174, 288.838, 39.3356, 0, 5723.73, 64.7728, 39.3356, 39.3356, 39.3356, 39.3356, 39.3356, 39.3356, 39.3356, 39.3356, 39.3356, 39.3356, 39.3356
6.47265, 5374, 5280.54, 39.3189, 73.3212, 93.4644, 39.3189, 0, 5254.37, 65.4886, 39.3189, 39.3189, 39.3189, 39.3189, 39.3189, 39.3189, 39.3189, 39.3189, 39.3189, 39.3189, 39.3189
6.48056, 4812, 4803.17, 39.2979, 69.383, 8.8252, 39.2979, 0, 4776.52, 65.9507, 39.2979, 39.2979, 39.2979, 39.2979, 39.2979, 39.2979, 39.2979, 39.2979, 39.2979, 39.2979, 39.2979
6.48846, 4364, 4326.85, 39.2727, 66.0757, 37.1475, 39.2727, 0, 4299.98, 66.1455, 39.2727, 39.2727, 39.2727, 39.2727, 39.2727, 39.2727, 39.2727, 39.2727, 39.2727, 39.2727, 39.2727
6.49637, 4024, 3860.51, 39.2436, 63.4508, 163.487, 39.2436, 0, 3833.69, 66.0671, 39.2436, 39.2436, 39.2436, 39.2436, 39.2436, 39.2436, 39.2436, 39.2436, 39.2436, 39.2436, 39.2436
6.50428, 3598, 3411.78, 39.211, 60, 186.224, 39.211, 0, 3385.27, 65.7178, 39.211, 39.211, 39.211, 39.211, 39.211, 39.211, 39.211, 39.211, 39.211, 39.211, 39.211
6.51218, 2966, 2986.81, 39.175, 54.4794, -20.8066, 39.175, 0, 2960.87, 65.1081, 39.175, 39.175, 39.175, 39.175, 39.175, 39.175, 39.175, 39.175, 39.175, 39.175, 39.175
6.52009, 2668, 2590.49, 39.1364, 51.672, 77.5125, 39.1364, 0, 2565.37, 64.2558, 39.1364, 39.1364, 39.1364, 39.1364, 39.1364, 39.1364, 39.1364, 39.1364, 39.1364, 39.1364, 39.1364
6.528, 2186, 2226.16, 39.0956, 46.7761, -40.1641, 39.0956, 0, 2202.07, 63.1854, 39.0956, 39.0956, 39.0956, 39.0956, 39.0956, 39.0956, 39.0956, 39.0956, 39.0956, 39.0956, 39.0956
6.5359, 1902, 1895.87, 39.053, 43.6348, 6.1283, 39.053, 0, 1873, 61.9269, 39.053, 39.053, 39.053, 39.053, 39.053, 39.053, 39.053, 39.053, 39.053, 39.053, 39.053
6.54381, 1702, 1600.34, 39.0094, 41.2795, 101.665, 39.0094, 0, 1578.83, 60.5139, 39.0094, 39.0094, 39.0094, 39.0094, 39.0094, 39.0094, 39.0094, 39.0094, 39.0094, 39.0094, 39.0094
6.55172, 1406, 1339.33, 38.9653, 37.5233, 66.6719, 38.9653, 0, 1319.31, 58.9832, 38.9653, 38.9653, 38.9653, 38.9653, 38.9653, 38.9653, 38.9653, 38.9653, 38.9653, 38.9653, 38.9653
6.55962, 1096, 1111.67, 38.9213, 33.1361, -15.665, 38.9213, 0, 1093.21, 57.3719, 38.9213, 38.9213, 38.9213, 38.9213, 38.9213, 38.9213, 38.9213, 38.9213, 38.9213, 38.9213, 38.9213
6.56753, 902, 915.488, 38.8778, 30.0666, -13.4881, 38.8778, 0, 898.649, 55.7171, 38.8778, 38.8778, 38.8778, 38.8778, 38.8778, 38.8778, 38.8778, 38.8778, 38.8778, 38.8778, 38.8778
6.57544, 726, 748.439, 38.8356, 26.9815, -22.439, 38.8356, 0, 733.221, 54.0536, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356, 38.8356
6.58334, 638, 607.838, 38.7949, 25.2982, 30.1618, 38.7949, 0, 594.22, 52.4133, 38.7949, 38.7949, 38.7949, 38.7949, 38.7949, 38.7949, 38.7949, 38.7949, 38.7949, 38.7949, 38.7949
6.59125, 466, 490.84, 38.7561, 21.6333, -24.8396, 38.7561, 0, 478.772, 50.8242, 38.7561, 38.7561, 38.7561, 38.7561, 38.7561, 38.7561, 38.7561, 38.7561, 38.7561, 38.7561, 38.7561
6.59916, 396, 394.565, 38.7197, 19.9499, 1.43494, 38.7197, 0, 383.975, 49.3098, 38.7197, 38.7197, 38.7197, 38.7197, 38.7197, 38.7197, 38.7197, 38.7197, 38.7197, 38.7197, 38.7197
6.60706, 348, 316.21, 38.6857, 18.7083, 31.7898, 38.6857, 0, 307.007, 47.8887, 38.6857, 38.6857, 38.6857, 38.6857, 38.6857, 38.6857, 38.6857, 38.6857, 38.6857, 38.6857, 38.6857
6.61497, 294, 253.126, 38.6544, 17.2047, 40.8737, 38.6544, 0, 245.206, 46.5744, 38.6544, 38.6544, 38.6544, 38.6544, 38.6544, 38.6544, 38.6544, 38.6544, 38.6544, 38.6544, 38.6544
6.62288, 224, 202.872, 38.6258, 15.0333, 21.1276, 38.6258, 0, 196.122, 45.3758, 38.6258, 38.6258, 38.6258, 38.6258, 38.6258, 38.6258, 38.6258, 38.6258, 38.6258, 38.6258, 38.6258
6.63078, 164, 163.264, 38.6, 12.8841, 0.735611, 38.6, 0, 157.567, 44.2973, 38.6, 38.6, 38.6, 38.6, 38.6, 38.6, 38.6, 38.6, 38.6, 38.6, 38.6
6.63869, 140, 132.362, 38.5768, 11.9164, 7.63759, 38.5768, 0, 127.6, 43.3394, 38.5768, 38.5768, 38.5768, 38.5768, 38.5768, 38.5768, 38.5768, 38.5768, 38.5768, 38.5768, 38.5768
6.6466, 124, 108.499, 38.5562, 11.225, 15.5007, 38.5562, 0, 104.556, 42.4991, 38.5562, 38.5562, 38.5562, 38.5562, 38.5562, 38.5562, 38.5562, 38.5562, 38.5562, 38.5562, 38.5562
6.65451, 102, 90.2552, 38.5379, 10.198, 11.7448, 38.5379, 0, 87.0222, 41.771, 38.5379, 38.5379, 38.5379, 38.5379, 38.5379, 38.5379, 38.5379, 38.5379, 38.5379, 38.5379, 38.5379
6.66241, 82, 76.4475, 38.5218, 9.16515, 5.55247, 38.5218, 0, 73.8218, 41.1475, 38.5218, 38.5218, 38.5218, 38.5218, 38.5218, 38.5218, 38.5218, 38.5218, 38.5218, 38.5218, 38.5218
6.67032, 72, 66.0978, 38.5077, 8.60233, 5.90222, 38.5077, 0, 63.9857, 40.6198, 38.5077, 38.5077, 38.5077, 38.5077, 38.5077, 38.5077, 38.5077, 38.5077, 38.5077, 38.5077, 38.5077
6.67823, 58, 58.4156, 38.4953, 7.74597, -0.415604, 38.4953, 0, 56.7329, 40.178, 38.4953, 38.4953, 38.4953, 38.4953, 38.4953, 38.4953, 38.4953, 38.4953, 38.4953, 38.4953, 38.4953
6.68613, 60, 52.7704, 38.4844, 7.87401, 7.22964, 38.4844, 0, 51.4424, 39.8123, 38.4844, 38.4844, 38.4844, 38.4844, 38.4844, 38.4844, 38.4844, 38.4844, 38.4844, 38.4844, 38.4844
6.69404, 40, 48.6628, 38.4747, 6.48074, -8.66283, 38.4747, 0, 47.6248, 39.5127, 38.4747, 38.4747, 38.4747, 38.4747, 38.4747, 38.4747, 38.4747, 38.4747, 38.4747, 38.4747, 38.4747
6.70195, 46, 45.7068, 38.4659, 6.9282, 0.293179, 38.4659, 0, 44.9031, 39.2697, 38.4659, 38.4659, 38.4659, 38.4659, 38.4659, 38.4659, 38.4659, 38.4659, 38.4659, 38.4659, 38.4659
6.70985, 52, 43.6063, 38.458, 7.34847, 8.39365, 38.458, 0, 42.9899, 39.0744, 38.458, 38.458, 38.458, 38.458, 38.458, 38.458, 38.458, 38.458, 38.458, 38.458, 38.458
6.71776, 30, 42.1393, 38.4505, 5.65685, -12.1393, 38.4505, 0, 41.6709, 38.9189, 38.4505, 38.4505, 38.4505, 38.4505, 38.4505, 38.4505, 38.4505, 38.4505, 38.4505, 38.4505, 38.4505
6.72567, 20, 41.1415, 38.4435, 4.69042, -21.1415, 38.4435, 0, 40.789, 38.796, 38.4435, 38.4435, 38.4435, 38.4435, 38.4435, 38.4435, 38.4435, 38.4435, 38.4435, 38.4435, 38.4435
6.73357, 42, 40.4964, 38.4366, 6.63325, 1.50359, 38.4366, 0, 40.2335, 38.6995, 38.4366, 38.4366, 38.4366, 38.4366, 38.4366, 38.4366, 38.4366, 38.4366, 38.4366, 38.4366, 38.4366
6.74148, 38, 40.1247, 38.4298, 6.32456, -2.12468, 38.4298, 0, 39.9305, 38.6239, 38.4298, 38.4298, 38.4298, 38.4298, 38.4298, 38.4298, 38.4298, 38.4298, 38.4298, 38.4298, 38.4298
6.74939, 22, 39.9779, 38.4229, 4.89898, -17.9779, 38.4229, 0, 39.8358, 38.565, 38.4229, 38.4229, 38.4229, 38.4229, 38.4229, 38.4229, 38.4229, 38.4229, 38.4229, 38.4229, 38.4229
6.75729, 28, 40.0336, 38.4158, 5.47723, -12.0336, 38.4158, 0, 39.9306, 38.5188, 38.4158, 38.4158, 38.4158, 38.4158, 38.4158, 38.4158, 38.4158, 38.4158, 38.4158, 38.4158, 38.4158
6.7652, 36, 40.2925, 38.4083, 6.16441, -4.29254, 38.4083, 0, 40.2185, 38.4823, 38.4083, 38.4083, 38.4083, 38.4083, 38.4083, 38.4083, 38.4083, 38.4083, 38.4083, 38.4083, 38.4083
6.77311, 56, 40.777, 38.4006, 7.61577, 15.223, 38.4006, 0, 40.7243, 38.4532, 38.4006, 38.4006, 38.4006, 38.4006, 38.4006, 38.4006, 38.4006, 38.4006, 38.4006, 38.4006, 38.4006
6.78101, 50, 41.5311, 38.3923, 7.2111, 8.46888, 38.3923, 0, 41.494, 38.4295, 38.3923, 38.3923, 38.3923, 38.3923, 38.3923, 38.3923, 38.3923, 38.3923, 38.3923, 38.3923, 38.3923
6.78892, 62, 42.6224, 38.3836, 8, 19.3776, 38.3836, 0, 42.5964, 38.4095, 38.3836, 38.3836, 38.3836, 38.3836, 38.3836, 38.3836, 38.3836, 38.3836, 38.3836, 38.3836, 38.3836
6.79683, 54, 44.1431, 38.3742, 7.48331, 9.8569, 38.3742, 0, 44.1251, 38.3922, 38.3742, 38.3742, 38.3742, 38.3742, 38.3742, 38.3742, 38.3742, 38.3742, 38.3742, 38.3742, 38.3742
6.80473, 50, 46.2138, 38.3641, 7.2111, 3.78621, 38.3641, 0, 46.2015, 38.3765, 38.3641, 38.3641, 38.3641, 38.3641, 38.3641, 38.3641, 38.3641, 38.3641, 38.3641, 38.3641, 38.3641
6.81264, 64, 48.986, 38.3533, 8.12404, 15.014, 38.3533, 0, 48.9776, 38.3617, 38.3533, 38.3533, 38.3533, 38.3533, 38.3533, 38.3533, 38.3533, 38.3533, 38.3533, 38.3533, 38.3533
6.82055, 74, 52.6466, 38.3415, 8.7178, 21.3534, 38.3415, 0, 52.6409, 38.3472, 38.3415, 38.3415, 38.3415, 38.3415, 38.3415, 38.3415, 38.3415, 38.3415, 38.3415, 38.3415, 38.3415
6.82845, 64, 57.4185, 38.3286, 8.12404, 6.5815, 38.3286, 0, 57.4147, 38.3324, 38.3286, 38.3286, 38.3286, 38.3286, 38.3286, 38.3286, 38.3286, 38.3286, 38.3286, 38.3286, 38.3286
6.83636, 94, 63.5651, 38.3145, 9.79796, 30.4349, 38.3145, 0, 63.5626, 38.317, 38.3145, 38.3145, 38.3145, 38.3145, 38.3145, 38.3145, 38.3145, 38.3145, 38.3145, 38.3145, 38.3145
6.84427, 68, 71.3897, 38.2987, 8.3666, -3.38972, 38.2987, 0, 71.3881, 38.3004, 38.2987, 38.2987, 38.2987, 38.2987, 38.2987, 38.2987, 38.2987, 38.2987, 38.2987, 38.2987, 38.2987
6.85217, 108, 81.2347, 38.281, 10.4881, 26.7653, 38.281, 0, 81.2337, 38.2821, 38.281, 38.281, 38.281, 38.281, 38.281, 38.281, 38.281, 38.281, 38.281, 38.281, 38.281
6.86008, 98, 93.478, 38.2609, 10, 4.52205, 38.2609, 0, 93.4773, 38.2616, 38.2609, 38.2609, 38.2609, 38.2609, 38.2609, 38.2609, 38.2609, 38.2609, 38.2609, 38.2609, 38.2609
6.86799, 150, 108.526, 38.2377, 12.3288, 41.474, 38.2377, 0, 108.526, 38.2381, 38.2377, 38.2377, 38.2377, 38.2377, 38.2377, 38.2377, 38.2377, 38.2377, 38.2377, 38.2377, 38.2377
6.87589, 118, 126.804, 38.2106, 10.9545, -8.80412, 38.2106, 0, 126.804, 38.2109, 38.2106, 38.2106, 38.2106, 38.2106, 38.2106, 38.2106, 38.2106, 38.2106, 38.2106, 38.2106, 38.2106
6.8838, 162, 148.743, 38.1787, 12.8062, 13.2574, 38.1787, 0, 148.742, 38.1789, 38.1787, 38.1787, 38.1787, 38.1787, 38.1787, 38.1787, 38.1787, 38.1787, 38.1787, 38.1787, 38.1787
6.89171, 160, 174.759, 38.1408, 12.7279, -14.7586, 38.1408, 0, 174.758, 38.1409, 38.1408, 38.1408, 38.1408, 38.1408, 38.1408, 38.1408, 38.1408, 38.1408, 38.1408, 38.1408, 38.1409
6.89961, 250, 205.235, 38.0954, 15.8745, 44.7652, 38.0954, 0, 205.235, 38.0954, 38.0954, 38.0954, 38.0954, 38.0954, 38.0954, 38.0954, 38.0954, 38.0954, 38.0954, 38.0954, 38.0954
6.90752, 262, 240.495, 38.0406, 16.2481, 21.5047, 38.0406, 0, 240.495, 38.0407, 38.0406, 38.0406, 38.0406, 38.0406, 38.0406, 38.0406, 38.0406, 38.0406, 38.0406, 38.0406, 38.0407
6.91543, 310, 280.778, 37.9745, 17.6635, 29.2218, 37.9745, 0, 280.778, 37.9745, 37.9745, 37.9745, 37.9745, 37.9745, 37.9745, 37.9745, 37.9745, 37.9745, 37.9745, 37.9745, 37.9745
6.92334, 318, 326.211, 37.8944, 17.8885, -8.21082, 37.8944, 0, 326.211, 37.8944, 37.8944, 37.8944, 37.8944, 37.8944, 37.8944, 37.8944, 37.8944, 37.8944, 37.8944, 37.8944, 37.8945
6.93124, 384, 376.767, 37.7976, 19.6469, 7.23257, 37.7976, 0, 376.767, 37.7976, 37.7976, 37.7976, 37.7976, 37.7976, 37.7976, 37.7976, 37.7976, 37.7976, 37.7976, 37.7976, 37.7977
6.93915, 488, 432.274, 37.6809, 22.1359, 55.7258, 37.6809, 0, 432.274, 37.681, 37.6809, 37.6809, 37.6809, 37.6809, 37.6809, 37.6809, 37.6809, 37.6809, 37.6809, 37.6809, 37.6811
