   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_308.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.5072, 4, 4.59551, 4.59551, 2.44949, -0.595515, 0, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551, 4.59551
11.5151, 6, 4.57889, 4.57888, 2.82843, 1.42111, 0, 4.57888, 4.57888, 4.57888, 4.57888, 4.57888, 4.57888, 4.57888, 4.57888, 4.57888, 4.57888, 4.57888, 4.57889, 4.57888, 4.57888, 4.57889, 4.57888
11.523, 6, 4.56217, 4.56215, 2.82843, 1.43783, 0, 4.56215, 4.56215, 4.56215, 4.56215, 4.56215, 4.56215, 4.56215, 4.56215, 4.56215, 4.56215, 4.56215, 4.56216, 4.56215, 4.56215, 4.56216, 4.56215
11.5309, 2, 4.54547, 4.54545, 2, -2.54547, 0, 4.54545, 4.54545, 4.54545, 4.54545, 4.54545, 4.54545, 4.54545, 4.54545, 4.54545, 4.54545, 4.54545, 4.54546, 4.54545, 4.54545, 4.54547, 4.54545
11.5388, 4, 4.54141, 4.5414, 2.44949, -0.541415, 0, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.5414, 4.54141, 4.5414
11.5466, 4, 4.53655, 4.53653, 2.44949, -0.536554, 0, 4.53653, 4.53653, 4.53653, 4.53653, 4.53653, 4.53653, 4.53653, 4.53653, 4.53653, 4.53653, 4.53653, 4.53654, 4.53653, 4.53653, 4.53655, 4.53653
11.5545, 0, 4.53109, 4.53106, 1.41421, -4.53109, 0, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53106, 4.53109, 4.53106
11.5624, 2, 4.52532, 4.52529, 2, -2.52532, 0, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52529, 4.52532, 4.52529
11.5703, 6, 4.51956, 4.51952, 2.82843, 1.48044, 0, 4.51952, 4.51952, 4.51952, 4.51952, 4.51952, 4.51952, 4.51952, 4.51952, 4.51952, 4.51952, 4.51952, 4.51953, 4.51952, 4.51952, 4.51956, 4.51952
11.5782, 10, 4.51634, 4.51629, 3.4641, 5.48366, 0, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51629, 4.51634, 4.51629
11.586, 12, 4.51178, 4.51172, 3.74166, 7.48822, 0, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51172, 4.51178, 4.51172
11.5939, 6, 4.50613, 4.50606, 2.82843, 1.49387, 0, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50606, 4.50613, 4.50606
11.6018, 6, 4.49995, 4.49986, 2.82843, 1.50005, 0, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49986, 4.49995, 4.49986
11.6097, 16, 4.49377, 4.49367, 4.24264, 11.5062, 0, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49367, 4.49377, 4.49367
11.6176, 10, 4.49072, 4.4906, 3.4641, 5.50928, 0, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.4906, 4.49072, 4.4906
11.6254, 6, 4.48615, 4.486, 2.82843, 1.51385, 0, 4.486, 4.486, 4.486, 4.486, 4.486, 4.486, 4.486, 4.486, 4.486, 4.486, 4.486, 4.48601, 4.486, 4.486, 4.48615, 4.486
11.6333, 6, 4.48028, 4.48011, 2.82843, 1.51972, 0, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48011, 4.48028, 4.48011
11.6412, 8, 4.47377, 4.47357, 3.16228, 3.52623, 0, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47357, 4.47377, 4.47357
11.6491, 6, 4.46727, 4.46703, 2.82843, 1.53273, 0, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46703, 4.46726, 4.46703
11.657, 4, 4.46423, 4.46396, 2.44949, -0.464234, 0, 4.46396, 4.46396, 4.46396, 4.46396, 4.46396, 4.46396, 4.46396, 4.46396, 4.46396, 4.46396, 4.46396, 4.46397, 4.46396, 4.46396, 4.46423, 4.46396
11.6649, 4, 4.45973, 4.45942, 2.44949, -0.45973, 0, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45942, 4.45973, 4.45942
11.6727, 12, 4.4539, 4.45355, 3.74166, 7.5461, 0, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45355, 4.45389, 4.45355
11.6806, 0, 4.4474, 4.44701, 1.41421, -4.4474, 0, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.44701, 4.4474, 4.44701
11.6885, 8, 4.44091, 4.44048, 3.16228, 3.55909, 0, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44048, 4.44091, 4.44048
11.6964, 8, 4.43728, 4.4368, 3.16228, 3.56272, 0, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.4368, 4.43728, 4.4368
11.7043, 6, 4.43244, 4.43191, 2.82843, 1.56756, 0, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43191, 4.43243, 4.43191
11.7121, 4, 4.42648, 4.4259, 2.44949, -0.426478, 0, 4.4259, 4.4259, 4.4259, 4.4259, 4.4259, 4.4259, 4.4259, 4.4259, 4.4259, 4.4259, 4.4259, 4.42591, 4.4259, 4.4259, 4.42648, 4.4259
11.72, 6, 4.41997, 4.41934, 2.82843, 1.58003, 0, 4.41934, 4.41934, 4.41934, 4.41934, 4.41934, 4.41934, 4.41934, 4.41934, 4.41934, 4.41934, 4.41934, 4.41935, 4.41934, 4.41934, 4.41996, 4.41934
11.7279, 8, 4.41346, 4.41279, 3.16228, 3.58654, 0, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41279, 4.41345, 4.41279
11.7358, 8, 4.40934, 4.40863, 3.16228, 3.59066, 0, 4.40863, 4.40863, 4.40863, 4.40863, 4.40863, 4.40863, 4.40863, 4.40863, 4.40863, 4.40863, 4.40863, 4.40864, 4.40863, 4.40863, 4.40934, 4.40863
11.7437, 0, 4.40435, 4.4036, 1.41421, -4.40435, 0, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.4036, 4.40435, 4.4036
11.7515, 10, 4.39852, 4.39774, 3.4641, 5.60148, 0, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39774, 4.39852, 4.39774
11.7594, 6, 4.39228, 4.39146, 2.82843, 1.60772, 0, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39146, 4.39227, 4.39146
11.7673, 6, 4.38603, 4.38519, 2.82843, 1.61397, 0, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38519, 4.38603, 4.38519
11.7752, 8, 4.38086, 4.38, 3.16228, 3.61914, 0, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38, 4.38086, 4.38
11.7831, 6, 4.37528, 4.3744, 2.82843, 1.62472, 0, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.3744, 4.37527, 4.3744
11.7909, 2, 4.36932, 4.36844, 2, -2.36932, 0, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36844, 4.36932, 4.36844
11.7988, 8, 4.3631, 4.36221, 3.16228, 3.6369, 0, 4.36221, 4.36221, 4.36221, 4.36221, 4.36221, 4.36221, 4.36221, 4.36221, 4.36221, 4.36221, 4.36221, 4.36222, 4.36221, 4.36221, 4.3631, 4.36221
11.8067, 10, 4.3567, 4.35582, 3.4641, 5.6433, 0, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.35582, 4.3567, 4.35582
11.8146, 2, 4.35019, 4.34932, 2, -2.35019, 0, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.34932, 4.35019, 4.34932
11.8225, 6, 4.34362, 4.34277, 2.82843, 1.65638, 0, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34277, 4.34362, 4.34277
11.8303, 2, 4.33668, 4.33585, 2, -2.33668, 0, 4.33585, 4.33585, 4.33585, 4.33585, 4.33585, 4.33585, 4.33585, 4.33585, 4.33585, 4.33585, 4.33585, 4.33586, 4.33585, 4.33585, 4.33668, 4.33585
11.8382, 6, 4.32937, 4.32857, 2.82843, 1.67063, 0, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32857, 4.32937, 4.32857
11.8461, 8, 4.32177, 4.32101, 3.16228, 3.67823, 0, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32101, 4.32177, 4.32101
11.854, 8, 4.31379, 4.31306, 3.16228, 3.68621, 0, 4.31306, 4.31306, 4.31306, 4.31306, 4.31306, 4.31306, 4.31306, 4.31306, 4.31306, 4.31306, 4.31306, 4.31307, 4.31306, 4.31306, 4.31379, 4.31306
11.8619, 4, 4.30536, 4.30467, 2.44949, -0.305361, 0, 4.30467, 4.30467, 4.30467, 4.30467, 4.30467, 4.30467, 4.30467, 4.30467, 4.30467, 4.30467, 4.30467, 4.30468, 4.30467, 4.30467, 4.30536, 4.30467
11.8698, 4, 4.29655, 4.29591, 2.44949, -0.296553, 0, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29591, 4.29655, 4.29591
11.8776, 4, 4.28739, 4.28679, 2.44949, -0.287386, 0, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28679, 4.28738, 4.28679
11.8855, 8, 4.27796, 4.2774, 3.16228, 3.72204, 0, 4.2774, 4.2774, 4.2774, 4.2774, 4.2774, 4.2774, 4.2774, 4.2774, 4.2774, 4.2774, 4.2774, 4.27741, 4.2774, 4.2774, 4.27795, 4.2774
11.8934, 4, 4.26802, 4.26751, 2.44949, -0.268021, 0, 4.26751, 4.26751, 4.26751, 4.26751, 4.26751, 4.26751, 4.26751, 4.26751, 4.26751, 4.26751, 4.26751, 4.26752, 4.26751, 4.26751, 4.26802, 4.26751
11.9013, 2, 4.25765, 4.25718, 2, -2.25765, 0, 4.25718, 4.25718, 4.25718, 4.25718, 4.25718, 4.25718, 4.25718, 4.25718, 4.25718, 4.25718, 4.25718, 4.25719, 4.25718, 4.25718, 4.25765, 4.25718
11.9092, 8, 4.24697, 4.24655, 3.16228, 3.75303, 0, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24655, 4.24697, 4.24655
11.917, 6, 4.2361, 4.23572, 2.82843, 1.7639, 0, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.23572, 4.2361, 4.23572
11.9249, 4, 4.22515, 4.2248, 2.44949, -0.225148, 0, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.2248, 4.22515, 4.2248
11.9328, 4, 4.21421, 4.2139, 2.44949, -0.214213, 0, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.2139, 4.21421, 4.2139
11.9407, 8, 4.20372, 4.20343, 3.16228, 3.79628, 0, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20343, 4.20372, 4.20343
11.9486, 2, 4.19257, 4.1923, 2, -2.19257, 0, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.1923, 4.19257, 4.1923
11.9564, 14, 4.18089, 4.18063, 4, 9.81911, 0, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18063, 4.18089, 4.18063
11.9643, 8, 4.16896, 4.16869, 3.16228, 3.83104, 0, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16869, 4.16895, 4.16869
11.9722, 4, 4.15705, 4.15677, 2.44949, -0.157051, 0, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15677, 4.15705, 4.15677
11.9801, 0, 4.14726, 4.14695, 1.41421, -4.14726, 0, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14695, 4.14726, 4.14695
11.988, 2, 4.13621, 4.13585, 2, -2.13621, 0, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13585, 4.13621, 4.13585
11.9958, 0, 4.12411, 4.12368, 1.41421, -4.12411, 0, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12368, 4.12411, 4.12368
12.0037, 14, 4.11151, 4.11098, 4, 9.88849, 0, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11098, 4.11151, 4.11098
12.0116, 14, 4.09897, 4.0983, 4, 9.90103, 0, 4.0983, 4.0983, 4.0983, 4.0983, 4.0983, 4.0983, 4.0983, 4.0983, 4.0983, 4.0983, 4.0983, 4.09831, 4.0983, 4.0983, 4.09897, 4.0983
12.0195, 4, 4.09038, 4.08953, 2.44949, -0.090385, 0, 4.08953, 4.08953, 4.08953, 4.08953, 4.08953, 4.08953, 4.08953, 4.08953, 4.08953, 4.08953, 4.08953, 4.08954, 4.08953, 4.08953, 4.09038, 4.08953
12.0274, 2, 4.07992, 4.07884, 2, -2.07992, 0, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07884, 4.07992, 4.07884
12.0352, 0, 4.06789, 4.0665, 1.41421, -4.06789, 0, 4.0665, 4.0665, 4.0665, 4.0665, 4.0665, 4.0665, 4.0665, 4.0665, 4.0665, 4.0665, 4.0665, 4.06651, 4.0665, 4.0665, 4.06789, 4.0665
12.0431, 10, 4.05513, 4.05337, 3.4641, 5.94487, 0, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05337, 4.05513, 4.05337
12.051, 8, 4.04249, 4.04025, 3.16228, 3.95751, 0, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04025, 4.04249, 4.04025
12.0589, 4, 4.03494, 4.03212, 2.44949, -0.0349436, 0, 4.03212, 4.03212, 4.03212, 4.03212, 4.03212, 4.03212, 4.03212, 4.03212, 4.03212, 4.03212, 4.03212, 4.03213, 4.03212, 4.03212, 4.03494, 4.03212
12.0668, 4, 4.02504, 4.02151, 2.44949, -0.0250397, 0, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02151, 4.02504, 4.02151
12.0746, 4, 4.01314, 4.00875, 2.44949, -0.0131416, 0, 4.00875, 4.00875, 4.00875, 4.00875, 4.00875, 4.00875, 4.00875, 4.00875, 4.00875, 4.00875, 4.00875, 4.00876, 4.00875, 4.00875, 4.01314, 4.00875
12.0825, 6, 4.00036, 3.99494, 2.82843, 1.99964, 0, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 3.99494, 4.00035, 3.99494
12.0904, 8, 3.98779, 3.98115, 3.16228, 4.01221, 0, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98115, 3.98779, 3.98115
12.0983, 2, 3.9816, 3.97353, 2, -1.9816, 0, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.97353, 3.9816, 3.97353
12.1062, 8, 3.97293, 3.96319, 3.16228, 4.02707, 0, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.96319, 3.97293, 3.96319
12.1141, 4, 3.96209, 3.95041, 2.44949, 0.0379119, 0, 3.95041, 3.95041, 3.95041, 3.95041, 3.95041, 3.95041, 3.95041, 3.95041, 3.95041, 3.95041, 3.95041, 3.95042, 3.95041, 3.95041, 3.96209, 3.95041
12.1219, 10, 3.95032, 3.93644, 3.4641, 6.04968, 0, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.93644, 3.95032, 3.93644
12.1298, 4, 3.93887, 3.92249, 2.44949, 0.0611255, 0, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.92249, 3.93887, 3.92249
12.1377, 6, 3.93411, 3.91492, 2.82843, 2.06589, 0, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.91492, 3.93411, 3.91492
12.1456, 4, 3.92684, 3.90453, 2.44949, 0.0731587, 0, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.90453, 3.92684, 3.90453
12.1535, 6, 3.91731, 3.89157, 2.82843, 2.08269, 0, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.89157, 3.91731, 3.89157
12.1613, 2, 3.90682, 3.87734, 2, -1.90682, 0, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.87734, 3.90682, 3.87734
12.1692, 2, 3.89665, 3.86314, 2, -1.89665, 0, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.86314, 3.89665, 3.86314
12.1771, 10, 3.89344, 3.85564, 3.4641, 6.10656, 0, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.85564, 3.89344, 3.85564
12.185, 6, 3.88767, 3.84535, 2.82843, 2.11233, 0, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.84535, 3.88767, 3.84535
12.1929, 4, 3.87952, 3.83248, 2.44949, 0.120483, 0, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.83248, 3.87952, 3.83248
12.2007, 6, 3.87023, 3.81835, 2.82843, 2.12977, 0, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.81835, 3.87023, 3.81835
12.2086, 6, 3.86104, 3.80424, 2.82843, 2.13896, 0, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.80424, 3.86104, 3.80424
12.2165, 12, 3.85819, 3.79646, 3.74166, 8.14181, 0, 3.79646, 3.79646, 3.79646, 3.79646, 3.79646, 3.79646, 3.79646, 3.79646, 3.79646, 3.79646, 3.79646, 3.79647, 3.79646, 3.79646, 3.85818, 3.79646
12.2244, 6, 3.85261, 3.78604, 2.82843, 2.14739, 0, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.78604, 3.85261, 3.78604
12.2323, 10, 3.84444, 3.77316, 3.4641, 6.15556, 0, 3.77316, 3.77316, 3.77316, 3.77316, 3.77316, 3.77316, 3.77316, 3.77316, 3.77316, 3.77316, 3.77316, 3.77317, 3.77316, 3.77316, 3.84443, 3.77316
12.2401, 10, 3.83482, 3.75909, 3.4641, 6.16518, 0, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.75909, 3.83482, 3.75909
12.248, 4, 3.82492, 3.74503, 2.44949, 0.17508, 0, 3.74503, 3.74503, 3.74503, 3.74503, 3.74503, 3.74503, 3.74503, 3.74503, 3.74503, 3.74503, 3.74503, 3.74504, 3.74503, 3.74503, 3.82492, 3.74503
12.2559, 4, 3.82076, 3.73712, 2.44949, 0.179245, 0, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.73712, 3.82075, 3.73712
12.2638, 6, 3.81363, 3.7267, 2.82843, 2.18637, 0, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.7267, 3.81362, 3.7267
12.2717, 8, 3.80365, 3.71398, 3.16228, 4.19635, 0, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.71398, 3.80365, 3.71398
12.2795, 0, 3.79195, 3.70013, 1.41421, -3.79195, 0, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.70013, 3.79195, 3.70013
12.2874, 6, 3.77964, 3.6863, 2.82843, 2.22036, 0, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.6863, 3.77964, 3.6863
12.2953, 6, 3.77232, 3.67813, 2.82843, 2.22768, 0, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.67813, 3.77232, 3.67813
12.3032, 8, 3.76198, 3.66764, 3.16228, 4.23802, 0, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.66764, 3.76198, 3.66764
12.3111, 2, 3.74882, 3.65501, 2, -1.74882, 0, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.65501, 3.74881, 3.65501
12.3189, 4, 3.73392, 3.64132, 2.44949, 0.266085, 0, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.64132, 3.73391, 3.64132
12.3268, 6, 3.71839, 3.62765, 2.82843, 2.28161, 0, 3.62765, 3.62765, 3.62765, 3.62765, 3.62765, 3.62765, 3.62765, 3.62765, 3.62765, 3.62765, 3.62765, 3.62766, 3.62765, 3.62765, 3.71839, 3.62765
12.3347, 4, 3.70753, 3.61927, 2.44949, 0.292473, 0, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.61927, 3.70753, 3.61927
