   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_131.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
15.3108, 2, 0.540575, 0.540573, 2, 1.45943, 0, 0.540573, 0.540573, 0.540573, 0.540573, 0.540573, 0.540573, 0.540573, 0.540573, 0.540573, 0.540573, 0.540573, 0.540573, 0.540573, 0.540575, 0.540573, 0.540573, 0.540573
15.3186, 2, 0.540276, 0.540274, 2, 1.45972, 0, 0.540274, 0.540274, 0.540274, 0.540274, 0.540274, 0.540274, 0.540274, 0.540274, 0.540274, 0.540274, 0.540274, 0.540274, 0.540274, 0.540276, 0.540274, 0.540274, 0.540274
15.3265, 0, 0.539904, 0.539902, 1.41421, -0.539904, 0, 0.539902, 0.539902, 0.539902, 0.539902, 0.539902, 0.539902, 0.539902, 0.539902, 0.539902, 0.539902, 0.539902, 0.539902, 0.539902, 0.539904, 0.539902, 0.539902, 0.539902
15.3344, 0, 0.539496, 0.539494, 1.41421, -0.539496, 0, 0.539494, 0.539494, 0.539494, 0.539494, 0.539494, 0.539494, 0.539494, 0.539494, 0.539494, 0.539494, 0.539494, 0.539494, 0.539494, 0.539496, 0.539494, 0.539495, 0.539494
15.3423, 2, 0.539089, 0.539087, 2, 1.46091, 0, 0.539087, 0.539087, 0.539087, 0.539087, 0.539087, 0.539087, 0.539087, 0.539087, 0.539087, 0.539087, 0.539087, 0.539087, 0.539087, 0.539089, 0.539087, 0.539087, 0.539087
15.3502, 0, 0.538906, 0.538904, 1.41421, -0.538906, 0, 0.538904, 0.538904, 0.538904, 0.538904, 0.538904, 0.538904, 0.538904, 0.538904, 0.538904, 0.538904, 0.538904, 0.538904, 0.538904, 0.538906, 0.538904, 0.538904, 0.538904
15.3581, 4, 0.53862, 0.538618, 2.44949, 3.46138, 0, 0.538618, 0.538618, 0.538618, 0.538618, 0.538618, 0.538618, 0.538618, 0.538618, 0.538618, 0.538618, 0.538618, 0.538618, 0.538618, 0.53862, 0.538618, 0.538618, 0.538618
15.366, 2, 0.538239, 0.538237, 2, 1.46176, 0, 0.538237, 0.538237, 0.538237, 0.538237, 0.538237, 0.538237, 0.538237, 0.538237, 0.538237, 0.538237, 0.538237, 0.538237, 0.538237, 0.538239, 0.538237, 0.538238, 0.538237
15.3739, 0, 0.537811, 0.537809, 1.41421, -0.537811, 0, 0.537809, 0.537809, 0.537809, 0.537809, 0.537809, 0.537809, 0.537809, 0.537809, 0.537809, 0.537809, 0.537809, 0.537809, 0.537809, 0.537811, 0.537809, 0.537809, 0.537809
15.3818, 2, 0.537383, 0.537381, 2, 1.46262, 0, 0.537381, 0.537381, 0.537381, 0.537381, 0.537381, 0.537381, 0.537381, 0.537381, 0.537381, 0.537381, 0.537381, 0.537381, 0.537381, 0.537383, 0.537381, 0.537381, 0.537381
15.3896, 0, 0.537127, 0.537125, 1.41421, -0.537127, 0, 0.537125, 0.537125, 0.537125, 0.537125, 0.537125, 0.537125, 0.537125, 0.537125, 0.537125, 0.537125, 0.537125, 0.537125, 0.537125, 0.537127, 0.537125, 0.537126, 0.537125
15.3975, 0, 0.536752, 0.53675, 1.41421, -0.536752, 0, 0.53675, 0.53675, 0.53675, 0.53675, 0.53675, 0.53675, 0.53675, 0.53675, 0.53675, 0.53675, 0.53675, 0.53675, 0.53675, 0.536752, 0.53675, 0.53675, 0.53675
15.4054, 0, 0.536263, 0.53626, 1.41421, -0.536263, 0, 0.53626, 0.53626, 0.53626, 0.53626, 0.53626, 0.53626, 0.53626, 0.53626, 0.53626, 0.53626, 0.53626, 0.53626, 0.53626, 0.536262, 0.53626, 0.536261, 0.53626
15.4133, 0, 0.535717, 0.535714, 1.41421, -0.535717, 0, 0.535714, 0.535714, 0.535714, 0.535714, 0.535714, 0.535714, 0.535714, 0.535714, 0.535714, 0.535714, 0.535714, 0.535714, 0.535714, 0.535716, 0.535714, 0.535715, 0.535714
15.4212, 2, 0.535171, 0.535169, 2, 1.46483, 0, 0.535169, 0.535169, 0.535169, 0.535169, 0.535169, 0.535169, 0.535169, 0.535169, 0.535169, 0.535169, 0.535169, 0.535169, 0.535169, 0.535171, 0.535169, 0.535169, 0.535169
15.4291, 0, 0.534958, 0.534955, 1.41421, -0.534958, 0, 0.534955, 0.534955, 0.534955, 0.534955, 0.534955, 0.534955, 0.534955, 0.534955, 0.534955, 0.534955, 0.534955, 0.534955, 0.534955, 0.534957, 0.534955, 0.534956, 0.534955
15.437, 0, 0.534597, 0.534594, 1.41421, -0.534597, 0, 0.534594, 0.534594, 0.534594, 0.534594, 0.534594, 0.534594, 0.534594, 0.534594, 0.534594, 0.534594, 0.534594, 0.534594, 0.534594, 0.534596, 0.534594, 0.534595, 0.534594
15.4449, 0, 0.534099, 0.534096, 1.41421, -0.534099, 0, 0.534096, 0.534096, 0.534096, 0.534096, 0.534096, 0.534096, 0.534096, 0.534096, 0.534096, 0.534096, 0.534096, 0.534096, 0.534096, 0.534097, 0.534096, 0.534097, 0.534096
15.4528, 4, 0.533532, 0.533528, 2.44949, 3.46647, 0, 0.533528, 0.533528, 0.533528, 0.533528, 0.533528, 0.533528, 0.533528, 0.533528, 0.533528, 0.533528, 0.533528, 0.533528, 0.533528, 0.53353, 0.533528, 0.53353, 0.533528
15.4606, 2, 0.532965, 0.532961, 2, 1.46703, 0, 0.532961, 0.532961, 0.532961, 0.532961, 0.532961, 0.532961, 0.532961, 0.532961, 0.532961, 0.532961, 0.532961, 0.532961, 0.532961, 0.532963, 0.532961, 0.532963, 0.532961
15.4685, 2, 0.532663, 0.532658, 2, 1.46734, 0, 0.532658, 0.532658, 0.532658, 0.532658, 0.532658, 0.532658, 0.532658, 0.532658, 0.532658, 0.532658, 0.532658, 0.532658, 0.532658, 0.53266, 0.532658, 0.532661, 0.532658
15.4764, 2, 0.532196, 0.532191, 2, 1.4678, 0, 0.532191, 0.532191, 0.532191, 0.532191, 0.532191, 0.532191, 0.532191, 0.532191, 0.532191, 0.532191, 0.532191, 0.532191, 0.532191, 0.532193, 0.532191, 0.532194, 0.532191
15.4843, 0, 0.531574, 0.531568, 1.41421, -0.531574, 0, 0.531568, 0.531568, 0.531568, 0.531568, 0.531568, 0.531568, 0.531568, 0.531568, 0.531568, 0.531568, 0.531568, 0.531568, 0.531568, 0.53157, 0.531568, 0.531572, 0.531568
15.4922, 0, 0.530874, 0.530867, 1.41421, -0.530874, 0, 0.530867, 0.530867, 0.530867, 0.530867, 0.530867, 0.530867, 0.530867, 0.530867, 0.530867, 0.530867, 0.530867, 0.530867, 0.530867, 0.530869, 0.530867, 0.530872, 0.530867
15.5001, 2, 0.530176, 0.530168, 2, 1.46982, 0, 0.530168, 0.530168, 0.530168, 0.530168, 0.530168, 0.530168, 0.530168, 0.530168, 0.530168, 0.530168, 0.530168, 0.530168, 0.530168, 0.53017, 0.530168, 0.530174, 0.530168
15.508, 0, 0.529917, 0.529908, 1.41421, -0.529917, 0, 0.529908, 0.529908, 0.529908, 0.529908, 0.529908, 0.529908, 0.529908, 0.529908, 0.529908, 0.529908, 0.529908, 0.529908, 0.529908, 0.52991, 0.529908, 0.529915, 0.529908
15.5159, 0, 0.529466, 0.529455, 1.41421, -0.529466, 0, 0.529455, 0.529455, 0.529455, 0.529455, 0.529455, 0.529455, 0.529455, 0.529455, 0.529455, 0.529455, 0.529455, 0.529455, 0.529455, 0.529457, 0.529455, 0.529464, 0.529455
15.5238, 0, 0.528836, 0.528823, 1.41421, -0.528836, 0, 0.528823, 0.528823, 0.528823, 0.528823, 0.528823, 0.528823, 0.528823, 0.528823, 0.528823, 0.528823, 0.528823, 0.528823, 0.528823, 0.528825, 0.528823, 0.528834, 0.528823
15.5316, 2, 0.528117, 0.528102, 2, 1.47188, 0, 0.528102, 0.528102, 0.528102, 0.528102, 0.528102, 0.528102, 0.528102, 0.528102, 0.528102, 0.528102, 0.528102, 0.528102, 0.528102, 0.528104, 0.528102, 0.528115, 0.528102
15.5395, 0, 0.527399, 0.527381, 1.41421, -0.527399, 0, 0.527381, 0.527381, 0.527381, 0.527381, 0.527381, 0.527381, 0.527381, 0.527381, 0.527381, 0.527381, 0.527381, 0.527381, 0.527381, 0.527383, 0.527381, 0.527397, 0.527381
15.5474, 4, 0.527039, 0.527018, 2.44949, 3.47296, 0, 0.527018, 0.527018, 0.527018, 0.527018, 0.527018, 0.527018, 0.527018, 0.527018, 0.527018, 0.527018, 0.527018, 0.527018, 0.527018, 0.52702, 0.527018, 0.527037, 0.527018
15.5553, 2, 0.526471, 0.526446, 2, 1.47353, 0, 0.526446, 0.526446, 0.526446, 0.526446, 0.526446, 0.526446, 0.526446, 0.526446, 0.526446, 0.526446, 0.526446, 0.526446, 0.526446, 0.526448, 0.526446, 0.526469, 0.526446
15.5632, 2, 0.525708, 0.525679, 2, 1.47429, 0, 0.525679, 0.525679, 0.525679, 0.525679, 0.525679, 0.525679, 0.525679, 0.525679, 0.525679, 0.525679, 0.525679, 0.525679, 0.525679, 0.525681, 0.525679, 0.525706, 0.525679
15.5711, 2, 0.524848, 0.524814, 2, 1.47515, 0, 0.524814, 0.524814, 0.524814, 0.524814, 0.524814, 0.524814, 0.524814, 0.524814, 0.524814, 0.524814, 0.524814, 0.524814, 0.524814, 0.524816, 0.524814, 0.524846, 0.524814
15.579, 0, 0.52399, 0.52395, 1.41421, -0.52399, 0, 0.52395, 0.52395, 0.52395, 0.52395, 0.52395, 0.52395, 0.52395, 0.52395, 0.52395, 0.52395, 0.52395, 0.52395, 0.52395, 0.523952, 0.52395, 0.523988, 0.52395
15.5869, 2, 0.523676, 0.52363, 2, 1.47632, 0, 0.52363, 0.52363, 0.52363, 0.52363, 0.52363, 0.52363, 0.52363, 0.52363, 0.52363, 0.52363, 0.52363, 0.52363, 0.52363, 0.523632, 0.52363, 0.523674, 0.52363
15.5948, 0, 0.523127, 0.523073, 1.41421, -0.523127, 0, 0.523073, 0.523073, 0.523073, 0.523073, 0.523073, 0.523073, 0.523073, 0.523073, 0.523073, 0.523073, 0.523073, 0.523073, 0.523073, 0.523075, 0.523073, 0.523125, 0.523073
15.6027, 0, 0.522361, 0.522298, 1.41421, -0.522361, 0, 0.522298, 0.522298, 0.522298, 0.522298, 0.522298, 0.522298, 0.522298, 0.522298, 0.522298, 0.522298, 0.522298, 0.522298, 0.522298, 0.5223, 0.522298, 0.522359, 0.522298
15.6105, 4, 0.521486, 0.521414, 2.44949, 3.47851, 0, 0.521414, 0.521414, 0.521414, 0.521414, 0.521414, 0.521414, 0.521414, 0.521414, 0.521414, 0.521414, 0.521414, 0.521414, 0.521414, 0.521416, 0.521414, 0.521484, 0.521414
15.6184, 0, 0.520614, 0.52053, 1.41421, -0.520614, 0, 0.52053, 0.52053, 0.52053, 0.52053, 0.52053, 0.52053, 0.52053, 0.52053, 0.52053, 0.52053, 0.52053, 0.52053, 0.52053, 0.520532, 0.52053, 0.520612, 0.52053
15.6263, 0, 0.520192, 0.520095, 1.41421, -0.520192, 0, 0.520095, 0.520095, 0.520095, 0.520095, 0.520095, 0.520095, 0.520095, 0.520095, 0.520095, 0.520095, 0.520095, 0.520095, 0.520095, 0.520097, 0.520095, 0.52019, 0.520095
15.6342, 0, 0.519521, 0.51941, 1.41421, -0.519521, 0, 0.51941, 0.51941, 0.51941, 0.51941, 0.51941, 0.51941, 0.51941, 0.51941, 0.51941, 0.51941, 0.51941, 0.51941, 0.51941, 0.519412, 0.51941, 0.519519, 0.51941
15.6421, 2, 0.51862, 0.518493, 2, 1.48138, 0, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518493, 0.518495, 0.518493, 0.518618, 0.518493
15.65, 2, 0.517605, 0.517459, 2, 1.4824, 0, 0.517459, 0.517459, 0.517459, 0.517459, 0.517459, 0.517459, 0.517459, 0.517459, 0.517459, 0.517459, 0.517459, 0.517459, 0.517459, 0.517461, 0.517459, 0.517603, 0.517459
15.6579, 0, 0.516592, 0.516427, 1.41421, -0.516592, 0, 0.516427, 0.516427, 0.516427, 0.516427, 0.516427, 0.516427, 0.516427, 0.516427, 0.516427, 0.516427, 0.516427, 0.516427, 0.516427, 0.516429, 0.516427, 0.516591, 0.516427
15.6658, 4, 0.516219, 0.516032, 2.44949, 3.48378, 0, 0.516032, 0.516032, 0.516032, 0.516032, 0.516032, 0.516032, 0.516032, 0.516032, 0.516032, 0.516032, 0.516032, 0.516032, 0.516032, 0.516034, 0.516032, 0.516217, 0.516032
15.6737, 2, 0.515574, 0.515362, 2, 1.48443, 0, 0.515362, 0.515362, 0.515362, 0.515362, 0.515362, 0.515362, 0.515362, 0.515362, 0.515362, 0.515362, 0.515362, 0.515362, 0.515362, 0.515364, 0.515362, 0.515572, 0.515362
15.6815, 0, 0.514677, 0.514439, 1.41421, -0.514677, 0, 0.514439, 0.514439, 0.514439, 0.514439, 0.514439, 0.514439, 0.514439, 0.514439, 0.514439, 0.514439, 0.514439, 0.514439, 0.514439, 0.51444, 0.514439, 0.514675, 0.514439
15.6894, 2, 0.513657, 0.513389, 2, 1.48634, 0, 0.513389, 0.513389, 0.513389, 0.513389, 0.513389, 0.513389, 0.513389, 0.513389, 0.513389, 0.513389, 0.513389, 0.513389, 0.513389, 0.513391, 0.513389, 0.513655, 0.513389
15.6973, 0, 0.51264, 0.51234, 1.41421, -0.51264, 0, 0.51234, 0.51234, 0.51234, 0.51234, 0.51234, 0.51234, 0.51234, 0.51234, 0.51234, 0.51234, 0.51234, 0.51234, 0.51234, 0.512342, 0.51234, 0.512639, 0.51234
15.7052, 0, 0.512155, 0.511819, 1.41421, -0.512155, 0, 0.511819, 0.511819, 0.511819, 0.511819, 0.511819, 0.511819, 0.511819, 0.511819, 0.511819, 0.511819, 0.511819, 0.511819, 0.511819, 0.511821, 0.511819, 0.512153, 0.511819
15.7131, 0, 0.511388, 0.511015, 1.41421, -0.511388, 0, 0.511015, 0.511015, 0.511015, 0.511015, 0.511015, 0.511015, 0.511015, 0.511015, 0.511015, 0.511015, 0.511015, 0.511015, 0.511015, 0.511017, 0.511015, 0.511386, 0.511015
15.721, 2, 0.51036, 0.509946, 2, 1.48964, 0, 0.509946, 0.509946, 0.509946, 0.509946, 0.509946, 0.509946, 0.509946, 0.509946, 0.509946, 0.509946, 0.509946, 0.509946, 0.509946, 0.509948, 0.509946, 0.510358, 0.509946
15.7289, 0, 0.509203, 0.508746, 1.41421, -0.509203, 0, 0.508746, 0.508746, 0.508746, 0.508746, 0.508746, 0.508746, 0.508746, 0.508746, 0.508746, 0.508746, 0.508746, 0.508746, 0.508746, 0.508748, 0.508746, 0.509201, 0.508746
15.7368, 0, 0.508051, 0.507548, 1.41421, -0.508051, 0, 0.507548, 0.507548, 0.507548, 0.507548, 0.507548, 0.507548, 0.507548, 0.507548, 0.507548, 0.507548, 0.507548, 0.507548, 0.507548, 0.50755, 0.507548, 0.508049, 0.507548
15.7447, 0, 0.507581, 0.507028, 1.41421, -0.507581, 0, 0.507028, 0.507028, 0.507028, 0.507028, 0.507028, 0.507028, 0.507028, 0.507028, 0.507028, 0.507028, 0.507028, 0.507028, 0.507028, 0.50703, 0.507028, 0.507579, 0.507028
15.7525, 2, 0.506829, 0.506223, 2, 1.49317, 0, 0.506223, 0.506223, 0.506223, 0.506223, 0.506223, 0.506223, 0.506223, 0.506223, 0.506223, 0.506223, 0.506223, 0.506223, 0.506223, 0.506225, 0.506223, 0.506827, 0.506223
15.7604, 4, 0.505822, 0.50516, 2.44949, 3.49418, 0, 0.50516, 0.50516, 0.50516, 0.50516, 0.50516, 0.50516, 0.50516, 0.50516, 0.50516, 0.50516, 0.50516, 0.50516, 0.50516, 0.505162, 0.50516, 0.50582, 0.50516
15.7683, 2, 0.504688, 0.503968, 2, 1.49531, 0, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.503968, 0.50397, 0.503968, 0.504686, 0.503968
15.7762, 0, 0.503559, 0.502778, 1.41421, -0.503559, 0, 0.502778, 0.502778, 0.502778, 0.502778, 0.502778, 0.502778, 0.502778, 0.502778, 0.502778, 0.502778, 0.502778, 0.502778, 0.502778, 0.50278, 0.502778, 0.503557, 0.502778
15.7841, 2, 0.502583, 0.501737, 2, 1.49742, 0, 0.501737, 0.501737, 0.501737, 0.501737, 0.501737, 0.501737, 0.501737, 0.501737, 0.501737, 0.501737, 0.501737, 0.501737, 0.501737, 0.501739, 0.501737, 0.502581, 0.501737
15.792, 2, 0.501345, 0.500432, 2, 1.49866, 0, 0.500432, 0.500432, 0.500432, 0.500432, 0.500432, 0.500432, 0.500432, 0.500432, 0.500432, 0.500432, 0.500432, 0.500432, 0.500432, 0.500434, 0.500432, 0.501343, 0.500432
15.7999, 2, 0.499865, 0.498882, 2, 1.50013, 0, 0.498882, 0.498882, 0.498882, 0.498882, 0.498882, 0.498882, 0.498882, 0.498882, 0.498882, 0.498882, 0.498882, 0.498882, 0.498882, 0.498884, 0.498882, 0.499863, 0.498882
15.8078, 0, 0.498267, 0.497213, 1.41421, -0.498267, 0, 0.497213, 0.497213, 0.497213, 0.497213, 0.497213, 0.497213, 0.497213, 0.497213, 0.497213, 0.497213, 0.497213, 0.497213, 0.497213, 0.497215, 0.497213, 0.498265, 0.497213
15.8157, 0, 0.496675, 0.495546, 1.41421, -0.496675, 0, 0.495546, 0.495546, 0.495546, 0.495546, 0.495546, 0.495546, 0.495546, 0.495546, 0.495546, 0.495546, 0.495546, 0.495546, 0.495546, 0.495548, 0.495546, 0.496673, 0.495546
15.8235, 0, 0.495475, 0.494271, 1.41421, -0.495475, 0, 0.494271, 0.494271, 0.494271, 0.494271, 0.494271, 0.494271, 0.494271, 0.494271, 0.494271, 0.494271, 0.494271, 0.494271, 0.494271, 0.494273, 0.494271, 0.495473, 0.494271
15.8314, 2, 0.494065, 0.492783, 2, 1.50593, 0, 0.492783, 0.492783, 0.492783, 0.492783, 0.492783, 0.492783, 0.492783, 0.492783, 0.492783, 0.492783, 0.492783, 0.492783, 0.492783, 0.492785, 0.492783, 0.494063, 0.492783
15.8393, 0, 0.49245, 0.491088, 1.41421, -0.49245, 0, 0.491088, 0.491088, 0.491088, 0.491088, 0.491088, 0.491088, 0.491088, 0.491088, 0.491088, 0.491088, 0.491088, 0.491088, 0.491088, 0.49109, 0.491088, 0.492448, 0.491088
15.8472, 4, 0.490657, 0.489214, 2.44949, 3.50934, 0, 0.489214, 0.489214, 0.489214, 0.489214, 0.489214, 0.489214, 0.489214, 0.489214, 0.489214, 0.489214, 0.489214, 0.489214, 0.489214, 0.489216, 0.489214, 0.490655, 0.489214
15.8551, 0, 0.488738, 0.487214, 1.41421, -0.488738, 0, 0.487214, 0.487214, 0.487214, 0.487214, 0.487214, 0.487214, 0.487214, 0.487214, 0.487214, 0.487214, 0.487214, 0.487214, 0.487214, 0.487216, 0.487214, 0.488736, 0.487214
15.863, 0, 0.486739, 0.485132, 1.41421, -0.486739, 0, 0.485132, 0.485132, 0.485132, 0.485132, 0.485132, 0.485132, 0.485132, 0.485132, 0.485132, 0.485132, 0.485132, 0.485132, 0.485132, 0.485134, 0.485132, 0.486737, 0.485132
15.8709, 0, 0.484609, 0.482919, 1.41421, -0.484609, 0, 0.482919, 0.482919, 0.482919, 0.482919, 0.482919, 0.482919, 0.482919, 0.482919, 0.482919, 0.482919, 0.482919, 0.482919, 0.482919, 0.482921, 0.482919, 0.484607, 0.482919
15.8788, 0, 0.482368, 0.480594, 1.41421, -0.482368, 0, 0.480594, 0.480594, 0.480594, 0.480594, 0.480594, 0.480594, 0.480594, 0.480594, 0.480594, 0.480594, 0.480594, 0.480594, 0.480594, 0.480596, 0.480594, 0.482366, 0.480594
15.8867, 2, 0.479901, 0.478044, 2, 1.5201, 0, 0.478044, 0.478044, 0.478044, 0.478044, 0.478044, 0.478044, 0.478044, 0.478044, 0.478044, 0.478044, 0.478044, 0.478044, 0.478044, 0.478046, 0.478044, 0.479899, 0.478044
15.8945, 0, 0.477239, 0.475299, 1.41421, -0.477239, 0, 0.475299, 0.475299, 0.475299, 0.475299, 0.475299, 0.475299, 0.475299, 0.475299, 0.475299, 0.475299, 0.475299, 0.475299, 0.475299, 0.475301, 0.475299, 0.477237, 0.475299
15.9024, 0, 0.474484, 0.472461, 1.41421, -0.474484, 0, 0.472461, 0.472461, 0.472461, 0.472461, 0.472461, 0.472461, 0.472461, 0.472461, 0.472461, 0.472461, 0.472461, 0.472461, 0.472461, 0.472463, 0.472461, 0.474482, 0.472461
15.9103, 0, 0.471737, 0.469632, 1.41421, -0.471737, 0, 0.469632, 0.469632, 0.469632, 0.469632, 0.469632, 0.469632, 0.469632, 0.469632, 0.469632, 0.469632, 0.469632, 0.469632, 0.469632, 0.469634, 0.469632, 0.471735, 0.469632
15.9182, 2, 0.469624, 0.467438, 2, 1.53038, 0, 0.467438, 0.467438, 0.467438, 0.467438, 0.467438, 0.467438, 0.467438, 0.467438, 0.467438, 0.467438, 0.467438, 0.467438, 0.467438, 0.46744, 0.467438, 0.469622, 0.467438
15.9261, 0, 0.467145, 0.464879, 1.41421, -0.467145, 0, 0.464879, 0.464879, 0.464879, 0.464879, 0.464879, 0.464879, 0.464879, 0.464879, 0.464879, 0.464879, 0.464879, 0.464879, 0.464879, 0.464881, 0.464879, 0.467143, 0.464879
15.934, 2, 0.46432, 0.461974, 2, 1.53568, 0, 0.461974, 0.461974, 0.461974, 0.461974, 0.461974, 0.461974, 0.461974, 0.461974, 0.461974, 0.461974, 0.461974, 0.461974, 0.461974, 0.461976, 0.461974, 0.464318, 0.461974
15.9419, 0, 0.461327, 0.458904, 1.41421, -0.461327, 0, 0.458904, 0.458904, 0.458904, 0.458904, 0.458904, 0.458904, 0.458904, 0.458904, 0.458904, 0.458904, 0.458904, 0.458904, 0.458904, 0.458906, 0.458904, 0.461325, 0.458904
15.9498, 0, 0.458343, 0.455844, 1.41421, -0.458343, 0, 0.455844, 0.455844, 0.455844, 0.455844, 0.455844, 0.455844, 0.455844, 0.455844, 0.455844, 0.455844, 0.455844, 0.455844, 0.455844, 0.455846, 0.455844, 0.458341, 0.455844
15.9577, 0, 0.4565, 0.453927, 1.41421, -0.4565, 0, 0.453927, 0.453927, 0.453927, 0.453927, 0.453927, 0.453927, 0.453927, 0.453927, 0.453927, 0.453927, 0.453927, 0.453927, 0.453927, 0.453929, 0.453927, 0.456498, 0.453927
15.9655, 0, 0.454136, 0.45149, 1.41421, -0.454136, 0, 0.45149, 0.45149, 0.45149, 0.45149, 0.45149, 0.45149, 0.45149, 0.45149, 0.45149, 0.45149, 0.45149, 0.45149, 0.45149, 0.451492, 0.45149, 0.454134, 0.45149
15.9734, 2, 0.451284, 0.448567, 2, 1.54872, 0, 0.448567, 0.448567, 0.448567, 0.448567, 0.448567, 0.448567, 0.448567, 0.448567, 0.448567, 0.448567, 0.448567, 0.448567, 0.448567, 0.448569, 0.448567, 0.451282, 0.448567
15.9813, 0, 0.448195, 0.445409, 1.41421, -0.448195, 0, 0.445409, 0.445409, 0.445409, 0.445409, 0.445409, 0.445409, 0.445409, 0.445409, 0.445409, 0.445409, 0.445409, 0.445409, 0.445409, 0.445411, 0.445409, 0.448193, 0.445409
15.9892, 2, 0.445115, 0.442262, 2, 1.55489, 0, 0.442262, 0.442262, 0.442262, 0.442262, 0.442262, 0.442262, 0.442262, 0.442262, 0.442262, 0.442262, 0.442262, 0.442262, 0.442262, 0.442264, 0.442262, 0.445113, 0.442262
15.9971, 2, 0.443474, 0.440556, 2, 1.55653, 0, 0.440556, 0.440556, 0.440556, 0.440556, 0.440556, 0.440556, 0.440556, 0.440556, 0.440556, 0.440556, 0.440556, 0.440556, 0.440556, 0.440558, 0.440556, 0.443472, 0.440556
16.005, 0, 0.441175, 0.438193, 1.41421, -0.441175, 0, 0.438193, 0.438193, 0.438193, 0.438193, 0.438193, 0.438193, 0.438193, 0.438193, 0.438193, 0.438193, 0.438193, 0.438193, 0.438193, 0.438195, 0.438193, 0.441173, 0.438193
16.0129, 2, 0.438263, 0.435219, 2, 1.56174, 0, 0.435219, 0.435219, 0.435219, 0.435219, 0.435219, 0.435219, 0.435219, 0.435219, 0.435219, 0.435219, 0.435219, 0.435219, 0.435219, 0.435221, 0.435219, 0.438261, 0.435219
16.0208, 2, 0.435051, 0.431948, 2, 1.56495, 0, 0.431948, 0.431948, 0.431948, 0.431948, 0.431948, 0.431948, 0.431948, 0.431948, 0.431948, 0.431948, 0.431948, 0.431948, 0.431948, 0.43195, 0.431948, 0.435049, 0.431948
16.0287, 2, 0.431851, 0.428689, 2, 1.56815, 0, 0.428689, 0.428689, 0.428689, 0.428689, 0.428689, 0.428689, 0.428689, 0.428689, 0.428689, 0.428689, 0.428689, 0.428689, 0.428689, 0.428691, 0.428689, 0.431849, 0.428689
16.0366, 0, 0.430442, 0.427223, 1.41421, -0.430442, 0, 0.427223, 0.427223, 0.427223, 0.427223, 0.427223, 0.427223, 0.427223, 0.427223, 0.427223, 0.427223, 0.427223, 0.427223, 0.427223, 0.427225, 0.427223, 0.43044, 0.427223
16.0444, 2, 0.428245, 0.424972, 2, 1.57175, 0, 0.424972, 0.424972, 0.424972, 0.424972, 0.424972, 0.424972, 0.424972, 0.424972, 0.424972, 0.424972, 0.424972, 0.424972, 0.424972, 0.424974, 0.424972, 0.428243, 0.424972
16.0523, 0, 0.425317, 0.42199, 1.41421, -0.425317, 0, 0.42199, 0.42199, 0.42199, 0.42199, 0.42199, 0.42199, 0.42199, 0.42199, 0.42199, 0.42199, 0.42199, 0.42199, 0.42199, 0.421992, 0.42199, 0.425315, 0.42199
16.0602, 0, 0.422032, 0.418652, 1.41421, -0.422032, 0, 0.418652, 0.418652, 0.418652, 0.418652, 0.418652, 0.418652, 0.418652, 0.418652, 0.418652, 0.418652, 0.418652, 0.418652, 0.418652, 0.418654, 0.418652, 0.42203, 0.418652
16.0681, 0, 0.418759, 0.415327, 1.41421, -0.418759, 0, 0.415327, 0.415327, 0.415327, 0.415327, 0.415327, 0.415327, 0.415327, 0.415327, 0.415327, 0.415327, 0.415327, 0.415327, 0.415327, 0.415329, 0.415327, 0.418757, 0.415327
16.076, 2, 0.41754, 0.414058, 2, 1.58246, 0, 0.414058, 0.414058, 0.414058, 0.414058, 0.414058, 0.414058, 0.414058, 0.414058, 0.414058, 0.414058, 0.414058, 0.414058, 0.414058, 0.41406, 0.414058, 0.417538, 0.414058
16.0839, 0, 0.41542, 0.411889, 1.41421, -0.41542, 0, 0.411889, 0.411889, 0.411889, 0.411889, 0.411889, 0.411889, 0.411889, 0.411889, 0.411889, 0.411889, 0.411889, 0.411889, 0.411889, 0.411891, 0.411889, 0.415418, 0.411889
16.0918, 0, 0.412466, 0.408887, 1.41421, -0.412466, 0, 0.408887, 0.408887, 0.408887, 0.408887, 0.408887, 0.408887, 0.408887, 0.408887, 0.408887, 0.408887, 0.408887, 0.408887, 0.408887, 0.408889, 0.408887, 0.412464, 0.408887
16.0997, 0, 0.409104, 0.405478, 1.41421, -0.409104, 0, 0.405478, 0.405478, 0.405478, 0.405478, 0.405478, 0.405478, 0.405478, 0.405478, 0.405478, 0.405478, 0.405478, 0.405478, 0.405478, 0.40548, 0.405478, 0.409102, 0.405478
