   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_42.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0439714, 0, 1.73632e-18, 0, 1.41421, -1.73632e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03873e-21, 0, 0, 8.85785e-23, 0, 7.759e-22, 0, 1.72942e-18, 0, 0, 0
0.0518786, 0, 3.45853e-18, 0, 1.41421, -3.45853e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20283e-20, 0, 0, 1.79338e-22, 0, 1.57404e-21, 0, 3.44475e-18, 0, 0, 0
0.0597858, 0, 6.82203e-18, 0, 1.41421, -6.82203e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37258e-20, 0, 0, 3.59623e-22, 0, 3.16266e-21, 0, 6.79478e-18, 0, 0, 0
0.067693, 0, 1.33292e-17, 0, 1.41421, -1.33292e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63561e-20, 0, 0, 7.14437e-22, 0, 6.2957e-21, 0, 1.32758e-17, 0, 0, 0
0.0756002, 0, 2.58022e-17, 0, 1.41421, -2.58022e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.97336e-20, 0, 0, 1.40644e-21, 0, 1.24195e-20, 0, 2.56986e-17, 0, 0, 0
0.0835074, 0, 4.9495e-17, 0, 1.41421, -4.9495e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7213e-19, 0, 0, 2.74419e-21, 0, 2.42853e-20, 0, 4.92958e-17, 0, 0, 0
0.0914145, 0, 9.41018e-17, 0, 1.41421, -9.41018e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27256e-19, 0, 0, 5.30797e-21, 0, 4.70819e-20, 0, 9.37222e-17, 0, 0, 0
0.0993217, 0, 1.77354e-16, 0, 1.41421, -1.77354e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.16773e-19, 0, 0, 1.01798e-20, 0, 9.05171e-20, 0, 1.76636e-16, 0, 0, 0
0.107229, 0, 3.31402e-16, 0, 1.41421, -3.31402e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15248e-18, 0, 0, 1.93607e-20, 0, 1.72605e-19, 0, 3.30058e-16, 0, 0, 0
0.115136, 0, 6.14053e-16, 0, 1.41421, -6.14053e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1354e-18, 0, 0, 3.65206e-20, 0, 3.26516e-19, 0, 6.11555e-16, 0, 0, 0
0.123043, 0, 1.12836e-15, 0, 1.41421, -1.12836e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92388e-18, 0, 0, 6.83364e-20, 0, 6.1285e-19, 0, 1.12375e-15, 0, 0, 0
0.13095, 0, 2.05653e-15, 0, 1.41421, -2.05653e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1515e-18, 0, 0, 1.26859e-19, 0, 1.14149e-18, 0, 2.04811e-15, 0, 0, 0
0.138858, 0, 3.71804e-15, 0, 1.41421, -3.71804e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29292e-17, 0, 0, 2.33665e-19, 0, 2.1102e-18, 0, 3.70277e-15, 0, 0, 0
0.146765, 0, 6.66855e-15, 0, 1.41421, -6.66855e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31889e-17, 0, 0, 4.27095e-19, 0, 3.8723e-18, 0, 6.64106e-15, 0, 0, 0
0.154672, 0, 1.18666e-14, 0, 1.41421, -1.18666e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12638e-17, 0, 0, 7.74742e-19, 0, 7.05449e-18, 0, 1.18175e-14, 0, 0, 0
0.162579, 0, 2.09528e-14, 0, 1.41421, -2.09528e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.28581e-17, 0, 0, 1.39493e-18, 0, 1.27606e-17, 0, 2.08658e-14, 0, 0, 0
0.170486, 0, 3.67122e-14, 0, 1.41421, -3.67122e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27655e-16, 0, 0, 2.49317e-18, 0, 2.29213e-17, 0, 3.65591e-14, 0, 0, 0
0.178394, 0, 6.38359e-14, 0, 1.41421, -6.38359e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21966e-16, 0, 0, 4.42387e-18, 0, 4.08902e-17, 0, 6.35686e-14, 0, 0, 0
0.186301, 0, 1.10163e-13, 0, 1.41421, -1.10163e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83046e-16, 0, 0, 7.79379e-18, 0, 7.24535e-17, 0, 1.097e-13, 0, 0, 0
0.194208, 0, 1.88693e-13, 0, 1.41421, -1.88693e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.56089e-16, 0, 0, 1.36344e-17, 0, 1.27529e-16, 0, 1.87896e-13, 0, 0, 0
0.202115, 0, 3.2081e-13, 0, 1.41421, -3.2081e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11545e-15, 0, 0, 2.36873e-17, 0, 2.23006e-16, 0, 3.19448e-13, 0, 0, 0
0.210022, 0, 5.41425e-13, 0, 1.41421, -5.41425e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8825e-15, 0, 0, 4.08726e-17, 0, 3.87478e-16, 0, 5.39114e-13, 0, 0, 0
0.217929, 0, 9.0709e-13, 0, 1.41421, -9.0709e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15387e-15, 0, 0, 7.00554e-17, 0, 6.6903e-16, 0, 9.03197e-13, 0, 0, 0
0.225837, 0, 1.50871e-12, 0, 1.41421, -1.50871e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24564e-15, 0, 0, 1.19288e-16, 0, 1.14804e-15, 0, 1.5022e-12, 0, 0, 0
0.233744, 0, 2.49131e-12, 0, 1.41421, -2.49131e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.66206e-15, 0, 0, 2.0182e-16, 0, 1.95812e-15, 0, 2.48048e-12, 0, 0, 0
0.241651, 0, 4.08442e-12, 0, 1.41421, -4.08442e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42014e-14, 0, 0, 3.39317e-16, 0, 3.32001e-15, 0, 4.06656e-12, 0, 0, 0
0.249558, 0, 6.64871e-12, 0, 1.41421, -6.64871e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3118e-14, 0, 0, 5.67036e-16, 0, 5.59655e-15, 0, 6.61942e-12, 0, 0, 0
0.257465, 0, 1.07464e-11, 0, 1.41421, -1.07464e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73676e-14, 0, 0, 9.42008e-16, 0, 9.3809e-15, 0, 1.06987e-11, 0, 0, 0
0.265373, 0, 1.72475e-11, 0, 1.41421, -1.72475e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.99771e-14, 0, 0, 1.55607e-15, 0, 1.56379e-14, 0, 1.71704e-11, 0, 0, 0
0.27328, 0, 2.7488e-11, 0, 1.41421, -2.7488e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.55961e-14, 0, 0, 2.55647e-15, 0, 2.59295e-14, 0, 2.73639e-11, 0, 0, 0
0.281187, 0, 4.35038e-11, 0, 1.41421, -4.35038e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51313e-13, 0, 0, 4.17831e-15, 0, 4.27732e-14, 0, 4.33055e-11, 0, 0, 0
0.289094, 0, 6.83745e-11, 0, 1.41421, -6.83745e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37854e-13, 0, 0, 6.79577e-15, 0, 7.02101e-14, 0, 6.80596e-11, 0, 0, 0
0.297001, 0, 1.06723e-10, 8.12753e-44, 1.41421, -1.06723e-10, 8.12753e-44, 0, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 3.71333e-13, 8.12753e-44, 8.12753e-44, 1.10027e-14, 8.12753e-44, 1.14702e-13, 8.12753e-44, 1.06226e-10, 8.12753e-44, 8.12753e-44, 8.12753e-44
0.304909, 0, 1.65439e-10, 1.46856e-42, 1.41421, -1.65439e-10, 1.46856e-42, 0, 1.46856e-42, 1.46856e-42, 1.46856e-42, 1.46856e-42, 1.46856e-42, 1.46856e-42, 1.46856e-42, 1.46856e-42, 1.46856e-42, 5.75776e-13, 1.46856e-42, 1.46856e-42, 1.7739e-14, 1.46856e-42, 1.86546e-13, 1.46856e-42, 1.64659e-10, 1.46856e-42, 1.46856e-42, 1.46856e-42
0.312816, 0, 2.54708e-10, 2.22022e-41, 1.41421, -2.54708e-10, 2.22022e-41, 0, 2.22022e-41, 2.22022e-41, 2.22022e-41, 2.22022e-41, 2.22022e-41, 2.22022e-41, 2.22022e-41, 2.22022e-41, 2.22022e-41, 8.8675e-13, 2.22022e-41, 2.22022e-41, 2.84907e-14, 2.22022e-41, 3.02105e-13, 2.22022e-41, 2.53491e-10, 2.22022e-41, 2.22022e-41, 2.22022e-41
0.320723, 0, 3.89484e-10, 2.95282e-40, 1.41421, -3.89484e-10, 2.95282e-40, 0, 2.95282e-40, 2.95282e-40, 2.95282e-40, 2.95282e-40, 2.95282e-40, 2.95282e-40, 2.95282e-40, 2.95282e-40, 2.95282e-40, 1.35652e-12, 2.95282e-40, 2.95282e-40, 4.5603e-14, 2.95282e-40, 4.87303e-13, 2.95282e-40, 3.87594e-10, 2.95282e-40, 2.95282e-40, 2.95282e-40
0.32863, 0, 5.91553e-10, 3.51045e-39, 1.41421, -5.91553e-10, 3.51045e-39, 0, 3.51045e-39, 3.51045e-39, 3.51045e-39, 3.51045e-39, 3.51045e-39, 3.51045e-39, 3.51045e-39, 3.51045e-39, 3.51045e-39, 2.06133e-12, 3.51045e-39, 3.51045e-39, 7.27765e-14, 3.51045e-39, 7.83131e-13, 3.51045e-39, 5.88636e-10, 3.51045e-39, 3.51045e-39, 3.51045e-39
0.336537, 0, 8.92423e-10, 3.76045e-38, 1.41421, -8.92423e-10, 3.76045e-38, 0, 3.76045e-38, 3.76045e-38, 3.76045e-38, 3.76045e-38, 3.76045e-38, 3.76045e-38, 3.76045e-38, 3.76045e-38, 3.76045e-38, 3.11166e-12, 3.76045e-38, 3.76045e-38, 1.15848e-13, 3.76045e-38, 1.25427e-12, 3.76045e-38, 8.87941e-10, 3.76045e-38, 3.76045e-38, 3.76045e-38
0.344444, 0, 1.33732e-09, 3.64614e-37, 1.41421, -1.33732e-09, 3.64614e-37, 0, 3.64614e-37, 3.64614e-37, 3.64614e-37, 3.64614e-37, 3.64614e-37, 3.64614e-37, 3.64614e-37, 3.64614e-37, 3.64614e-37, 4.6664e-12, 3.64614e-37, 3.64614e-37, 1.84025e-13, 3.64614e-37, 2.00262e-12, 3.64614e-37, 1.33047e-09, 3.64614e-37, 3.64614e-37, 3.64614e-37
0.352352, 0, 1.9907e-09, 3.22278e-36, 1.41421, -1.9907e-09, 3.22278e-36, 0, 3.22278e-36, 3.22278e-36, 3.22278e-36, 3.22278e-36, 3.22278e-36, 3.22278e-36, 3.22278e-36, 3.22278e-36, 3.22278e-36, 6.95256e-12, 3.22278e-36, 3.22278e-36, 2.9184e-13, 3.22278e-36, 3.18849e-12, 3.22278e-36, 1.98026e-09, 3.22278e-36, 3.22278e-36, 3.22278e-36
0.360259, 0, 2.94389e-09, 8.51443e-35, 1.41421, -2.94389e-09, 8.51443e-35, 0, 8.51443e-35, 8.51443e-35, 8.51443e-35, 8.51443e-35, 8.51443e-35, 8.51443e-35, 8.51443e-35, 8.51443e-35, 8.51443e-35, 1.0293e-11, 8.51443e-35, 8.51443e-35, 4.62978e-13, 8.51443e-35, 5.07071e-12, 8.51443e-35, 2.92806e-09, 8.51443e-35, 8.51443e-35, 8.51443e-35
0.368166, 0, 4.32463e-09, 5.8794e-34, 1.41421, -4.32463e-09, 5.8794e-34, 0, 5.8794e-34, 5.8794e-34, 5.8794e-34, 5.8794e-34, 5.8794e-34, 5.8794e-34, 5.8794e-34, 5.8794e-34, 5.8794e-34, 1.51401e-11, 5.8794e-34, 5.8794e-34, 7.32611e-13, 5.8794e-34, 8.03423e-12, 5.8794e-34, 4.30072e-09, 5.8794e-34, 5.8794e-34, 5.8794e-34
0.376073, 0, 6.31155e-09, 3.48306e-33, 1.41421, -6.31155e-09, 3.48306e-33, 0, 3.48306e-33, 3.48306e-33, 3.48306e-33, 3.48306e-33, 3.48306e-33, 3.48306e-33, 3.48306e-33, 3.48306e-33, 3.48306e-33, 2.213e-11, 3.48306e-33, 3.48306e-33, 1.15857e-12, 3.48306e-33, 1.27039e-11, 3.48306e-33, 6.27556e-09, 3.48306e-33, 3.48306e-33, 3.48306e-33
0.38398, 0, 9.1517e-09, 2.11205e-32, 1.41421, -9.1517e-09, 2.11205e-32, 0, 2.11205e-32, 2.11205e-32, 2.11205e-32, 2.11205e-32, 2.11205e-32, 2.11205e-32, 2.11205e-32, 2.11205e-32, 2.11205e-32, 3.21464e-11, 2.11205e-32, 2.11205e-32, 1.83148e-12, 2.11205e-32, 2.00509e-11, 2.11205e-32, 9.09767e-09, 2.11205e-32, 2.11205e-32, 2.11205e-32
0.391888, 0, 1.31847e-08, 1.13917e-31, 1.41421, -1.31847e-08, 1.13917e-31, 0, 1.13917e-31, 1.13917e-31, 1.13917e-31, 1.13917e-31, 1.13917e-31, 1.13917e-31, 1.13917e-31, 1.13917e-31, 1.13917e-31, 4.64107e-11, 1.13917e-31, 1.13917e-31, 2.8945e-12, 1.13917e-31, 3.15934e-11, 1.13917e-31, 1.31038e-08, 1.13917e-31, 1.13917e-31, 1.13917e-31
0.399795, 0, 1.88738e-08, 6.03395e-31, 1.41421, -1.88738e-08, 6.03395e-31, 0, 6.03395e-31, 6.03395e-31, 6.03395e-31, 6.03395e-31, 6.03395e-31, 6.03395e-31, 6.03395e-31, 6.03395e-31, 6.03395e-31, 6.66008e-11, 6.03395e-31, 6.03395e-31, 4.57351e-12, 6.03395e-31, 4.97008e-11, 6.03395e-31, 1.87529e-08, 6.03395e-31, 6.03395e-31, 6.03395e-31
0.407702, 0, 2.68469e-08, 3.04783e-30, 1.41421, -2.68469e-08, 3.04783e-30, 0, 3.04783e-30, 3.04783e-30, 3.04783e-30, 3.04783e-30, 3.04783e-30, 3.04783e-30, 3.04783e-30, 3.04783e-30, 3.04783e-30, 9.50071e-11, 3.04783e-30, 3.04783e-30, 7.2244e-12, 3.04783e-30, 7.80623e-11, 3.04783e-30, 2.66666e-08, 3.04783e-30, 3.04783e-30, 3.04783e-30
0.415609, 0, 3.79491e-08, 1.45468e-29, 1.41421, -3.79491e-08, 1.45468e-29, 0, 1.45468e-29, 1.45468e-29, 1.45468e-29, 1.45468e-29, 1.45468e-29, 1.45468e-29, 1.45468e-29, 1.45468e-29, 1.45468e-29, 1.34739e-10, 1.45468e-29, 1.45468e-29, 1.14068e-11, 1.45468e-29, 1.22407e-10, 1.45468e-29, 3.76806e-08, 1.45468e-29, 1.45468e-29, 1.45468e-29
0.423516, 0, 5.33097e-08, 6.67494e-29, 1.41421, -5.33097e-08, 6.67494e-29, 0, 6.67494e-29, 6.67494e-29, 6.67494e-29, 6.67494e-29, 6.67494e-29, 6.67494e-29, 6.67494e-29, 6.67494e-29, 6.67494e-29, 1.89993e-10, 6.67494e-29, 6.67494e-29, 1.79979e-11, 6.67494e-29, 1.91602e-10, 6.67494e-29, 5.29102e-08, 6.67494e-29, 6.67494e-29, 6.67494e-29
0.431423, 0, 7.44284e-08, 2.94137e-28, 1.41421, -7.44284e-08, 2.94137e-28, 0, 2.94137e-28, 2.94137e-28, 2.94137e-28, 2.94137e-28, 2.94137e-28, 2.94137e-28, 2.94137e-28, 2.94137e-28, 2.94137e-28, 2.66401e-10, 2.94137e-28, 2.94137e-28, 2.83688e-11, 2.94137e-28, 2.99319e-10, 2.94137e-28, 7.38343e-08, 2.94137e-28, 2.94137e-28, 2.94137e-28
0.439331, 0, 1.03282e-07, 1.2367e-27, 1.41421, -1.03282e-07, 1.2367e-27, 0, 1.2367e-27, 1.2367e-27, 1.2367e-27, 1.2367e-27, 1.2367e-27, 1.2367e-27, 1.2367e-27, 1.2367e-27, 1.2367e-27, 3.71481e-10, 1.2367e-27, 1.2367e-27, 4.4653e-11, 1.2367e-27, 4.66543e-10, 1.2367e-27, 1.024e-07, 1.2367e-27, 1.2367e-27, 1.2367e-27
0.447238, 0, 1.42462e-07, 4.95956e-27, 1.41421, -1.42462e-07, 4.95956e-27, 0, 4.95956e-27, 4.95956e-27, 4.95956e-27, 4.95956e-27, 4.95956e-27, 4.95956e-27, 4.95956e-27, 4.95956e-27, 4.95956e-27, 5.15214e-10, 4.95956e-27, 4.95956e-27, 7.01557e-11, 4.95956e-27, 7.25313e-10, 4.95956e-27, 1.41152e-07, 4.95956e-27, 4.95956e-27, 4.95956e-27
0.455145, 0, 1.95341e-07, 1.89866e-26, 1.41421, -1.95341e-07, 1.89866e-26, 0, 1.89866e-26, 1.89866e-26, 1.89866e-26, 1.89866e-26, 1.89866e-26, 1.89866e-26, 5.11006e-13, 1.89866e-26, 1.89866e-26, 7.10787e-10, 1.89866e-26, 1.89866e-26, 1.09972e-10, 1.89866e-26, 1.12428e-09, 1.89866e-26, 1.93395e-07, 1.89866e-26, 1.89866e-26, 1.89866e-26
0.463052, 0, 2.6628e-07, 6.94989e-26, 1.41421, -2.6628e-07, 6.94989e-26, 0, 6.94989e-26, 6.94989e-26, 6.94989e-26, 6.94989e-26, 6.94989e-26, 6.94989e-26, 1.68714e-12, 6.94989e-26, 6.94989e-26, 9.75526e-10, 6.94989e-26, 6.94989e-26, 1.7191e-10, 6.94989e-26, 1.73681e-09, 6.94989e-26, 2.63394e-07, 6.94989e-26, 6.94989e-26, 6.94989e-26
0.470959, 0, 3.60888e-07, 2.44932e-25, 1.41421, -3.60888e-07, 2.44932e-25, 0, 2.44932e-25, 2.44932e-25, 2.44932e-25, 2.44932e-25, 2.44932e-25, 2.44932e-25, 4.32023e-12, 2.44932e-25, 2.44932e-25, 1.33209e-09, 2.44932e-25, 2.44932e-25, 2.67868e-10, 2.44932e-25, 2.67283e-09, 2.44932e-25, 3.56611e-07, 2.44932e-25, 2.44932e-25, 2.44932e-25
0.478867, 0, 4.87912e-07, 1.32625e-10, 1.41421, -4.87912e-07, 1.4654e-10, 1.32625e-10, 1.3263e-10, 1.32719e-10, 1.32725e-10, 6.32991e-10, 1.46053e-10, 1.43404e-10, 1.66311e-10, 3.58657e-10, 7.37595e-10, 1.94261e-09, 1.32673e-10, 1.35254e-10, 5.48481e-10, 1.32625e-10, 4.22841e-09, 1.32626e-10, 4.80182e-07, 1.32625e-10, 1.32625e-10, 1.35015e-10
0.486774, 0, 6.56903e-07, 4.36464e-10, 1.41421, -6.56903e-07, 4.82193e-10, 4.36464e-10, 4.36481e-10, 4.36771e-10, 4.36791e-10, 2.08077e-09, 4.8059e-10, 4.71887e-10, 5.36433e-10, 1.17925e-09, 2.42452e-09, 2.88382e-09, 4.36623e-10, 4.45102e-10, 1.07948e-09, 4.36464e-10, 6.68321e-09, 4.36468e-10, 6.42948e-07, 4.36464e-10, 4.36464e-10, 4.44319e-10
0.494681, 0, 8.81885e-07, 1.11428e-09, 1.41421, -8.81885e-07, 1.23091e-09, 1.11428e-09, 1.11432e-09, 1.11506e-09, 1.11511e-09, 5.30798e-09, 1.22682e-09, 1.20462e-09, 1.36029e-09, 3.00871e-09, 6.18469e-09, 4.40764e-09, 1.11468e-09, 1.13631e-09, 2.10408e-09, 1.11428e-09, 1.05925e-08, 1.11429e-09, 8.56355e-07, 1.11428e-09, 1.11428e-09, 1.13431e-09
0.502588, 0, 1.18237e-06, 2.59097e-09, 1.41421, -1.18237e-06, 2.86203e-09, 2.59097e-09, 2.59108e-09, 2.59279e-09, 2.59291e-09, 1.23376e-08, 2.85253e-09, 2.80094e-09, 3.15176e-09, 6.99385e-09, 1.43752e-08, 7.00197e-09, 2.59192e-09, 2.64218e-09, 4.10722e-09, 2.59097e-09, 1.68922e-08, 2.591e-09, 1.1348e-06, 2.59097e-09, 2.59097e-09, 2.63753e-09
0.510495, 0, 1.58691e-06, 5.73755e-09, 1.41421, -1.58691e-06, 6.33774e-09, 5.73755e-09, 5.73778e-09, 5.74158e-09, 5.74185e-09, 2.7319e-08, 6.31671e-09, 6.20248e-09, 6.96201e-09, 1.54866e-08, 3.18307e-08, 1.16181e-08, 5.73964e-09, 5.85093e-09, 8.04823e-09, 5.73755e-09, 2.71885e-08, 5.73761e-09, 1.49675e-06, 5.73755e-09, 5.73755e-09, 5.84065e-09
0.518402, 0, 2.13915e-06, 1.23025e-08, 1.41421, -2.13915e-06, 1.35894e-08, 1.23025e-08, 1.23029e-08, 1.23111e-08, 1.23117e-08, 5.85772e-08, 1.35443e-08, 1.32993e-08, 1.49465e-08, 3.32062e-08, 6.82511e-08, 2.01063e-08, 1.23069e-08, 1.25456e-08, 1.58046e-08, 1.23025e-08, 4.4307e-08, 1.23026e-08, 1.96605e-06, 1.23025e-08, 1.23025e-08, 1.25235e-08
0.52631, 0, 2.90876e-06, 2.57157e-08, 1.41421, -2.90876e-06, 2.84058e-08, 2.57157e-08, 2.57167e-08, 2.57337e-08, 2.57349e-08, 1.22445e-07, 2.83115e-08, 2.77995e-08, 3.17139e-08, 6.94116e-08, 1.42667e-07, 3.6025e-08, 2.5725e-08, 2.62238e-08, 3.09935e-08, 2.57157e-08, 7.31279e-08, 2.57159e-08, 2.574e-06, 2.57157e-08, 2.57157e-08, 2.61777e-08
0.534217, 0, 4.01418e-06, 5.25575e-08, 1.41421, -4.01418e-06, 5.80557e-08, 5.25575e-08, 5.25596e-08, 5.25945e-08, 5.25969e-08, 2.50259e-07, 5.7863e-08, 5.68166e-08, 6.97099e-08, 1.41866e-07, 2.91589e-07, 6.61158e-08, 5.25767e-08, 5.35962e-08, 6.04643e-08, 5.25575e-08, 1.2232e-07, 5.25581e-08, 3.36261e-06, 5.25575e-08, 5.25575e-08, 5.3502e-08
0.542124, 0, 5.6491e-06, 1.05173e-07, 1.41421, -5.6491e-06, 1.16175e-07, 1.05173e-07, 1.05177e-07, 1.05247e-07, 1.05252e-07, 5.00801e-07, 1.1579e-07, 1.13696e-07, 1.45824e-07, 2.83891e-07, 5.83509e-07, 1.22925e-07, 1.05211e-07, 1.07251e-07, 1.16946e-07, 1.05173e-07, 2.07116e-07, 1.05174e-07, 4.38999e-06, 1.05173e-07, 1.05173e-07, 1.07063e-07
0.550031, 0, 8.14814e-06, 2.0621e-07, 1.41421, -8.14814e-06, 2.27783e-07, 2.0621e-07, 2.06218e-07, 2.06355e-07, 2.06365e-07, 9.81921e-07, 2.27027e-07, 2.22921e-07, 2.95486e-07, 5.56624e-07, 1.14409e-06, 2.29351e-07, 2.06285e-07, 2.10285e-07, 2.23642e-07, 2.0621e-07, 3.54144e-07, 2.06212e-07, 5.73909e-06, 2.0621e-07, 2.0621e-07, 2.09916e-07
0.557938, 0, 1.20841e-05, 3.96285e-07, 1.41421, -1.20841e-05, 4.37744e-07, 3.96285e-07, 3.96301e-07, 3.96564e-07, 3.96582e-07, 1.88703e-06, 4.36291e-07, 4.284e-07, 5.83943e-07, 1.0697e-06, 2.19868e-06, 4.26321e-07, 3.96429e-07, 4.04117e-07, 4.21927e-07, 3.96285e-07, 6.0946e-07, 3.96289e-07, 7.53174e-06, 3.96285e-07, 3.96285e-07, 4.03407e-07
0.565846, 0, 1.84349e-05, 7.46624e-07, 1.41421, -1.84349e-05, 8.24735e-07, 7.46624e-07, 7.46654e-07, 7.47149e-07, 7.47184e-07, 3.55531e-06, 8.21998e-07, 8.07132e-07, 1.13109e-06, 2.0154e-06, 4.14247e-06, 7.85442e-07, 7.46896e-07, 7.6138e-07, 7.84105e-07, 7.46624e-07, 1.05169e-06, 7.46632e-07, 9.95218e-06, 7.46624e-07, 7.46624e-07, 7.60042e-07
0.573753, 0, 2.88449e-05, 1.37932e-06, 1.41421, -2.88449e-05, 1.52363e-06, 1.37932e-06, 1.37938e-06, 1.38029e-06, 1.38036e-06, 6.5682e-06, 1.51857e-06, 1.49111e-06, 2.14626e-06, 3.72331e-06, 7.65296e-06, 1.42928e-06, 1.37982e-06, 1.40658e-06, 1.43377e-06, 1.37932e-06, 1.81296e-06, 1.37934e-06, 1.32835e-05, 1.37932e-06, 1.37932e-06, 1.40411e-06
