   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_306.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.332436, 0, 9.72931e-11, 2.44947e-42, 1.41421, -9.72931e-11, 2.44947e-42, 0, 2.44947e-42, 2.44947e-42, 2.44947e-42, 2.44947e-42, 2.44947e-42, 2.44947e-42, 2.44947e-42, 2.44947e-42, 2.44947e-42, 2.44947e-42, 2.44947e-42, 4.40809e-15, 2.44947e-42, 3.23159e-14, 2.44947e-42, 9.72564e-11, 2.44947e-42, 2.44947e-42, 2.44947e-42
0.340317, 0, 1.59316e-10, 3.55075e-41, 1.41421, -1.59316e-10, 3.55075e-41, 0, 3.55075e-41, 3.55075e-41, 3.55075e-41, 3.55075e-41, 3.55075e-41, 3.55075e-41, 3.55075e-41, 3.55075e-41, 3.55075e-41, 3.55075e-41, 3.55075e-41, 7.50804e-15, 3.55075e-41, 5.51312e-14, 3.55075e-41, 1.59253e-10, 3.55075e-41, 3.55075e-41, 3.55075e-41
0.348197, 0, 2.5869e-10, 4.5604e-40, 1.41421, -2.5869e-10, 4.5604e-40, 0, 4.5604e-40, 4.5604e-40, 4.5604e-40, 4.5604e-40, 4.5604e-40, 4.5604e-40, 4.5604e-40, 4.5604e-40, 4.5604e-40, 4.5604e-40, 4.5604e-40, 1.27247e-14, 4.5604e-40, 9.35384e-14, 4.5604e-40, 2.58584e-10, 4.5604e-40, 4.5604e-40, 4.5604e-40
0.356078, 0, 4.16551e-10, 5.23876e-39, 1.41421, -4.16551e-10, 5.23876e-39, 0, 5.23876e-39, 5.23876e-39, 5.23876e-39, 5.23876e-39, 5.23876e-39, 5.23876e-39, 5.23876e-39, 5.23876e-39, 5.23876e-39, 5.23876e-39, 5.23876e-39, 2.14707e-14, 5.23876e-39, 1.57895e-13, 5.23876e-39, 4.16372e-10, 5.23876e-39, 5.23876e-39, 5.23876e-39
0.363959, 0, 6.65184e-10, 5.43606e-38, 1.41421, -6.65184e-10, 5.43606e-38, 0, 5.43606e-38, 5.43606e-38, 5.43606e-38, 5.43606e-38, 5.43606e-38, 5.43606e-38, 5.43606e-38, 5.43606e-38, 5.43606e-38, 5.43606e-38, 5.43606e-38, 3.60878e-14, 5.43606e-38, 2.65288e-13, 5.43606e-38, 6.64883e-10, 5.43606e-38, 5.43606e-38, 5.43606e-38
0.371839, 0, 1.05348e-09, 5.12146e-37, 1.41421, -1.05348e-09, 5.12146e-37, 0, 5.12146e-37, 5.12146e-37, 5.12146e-37, 5.12146e-37, 5.12146e-37, 5.12146e-37, 5.12146e-37, 5.12146e-37, 5.12146e-37, 5.12146e-37, 5.12146e-37, 6.04566e-14, 5.12146e-37, 4.4386e-13, 5.12146e-37, 1.05297e-09, 5.12146e-37, 5.12146e-37, 5.12146e-37
0.37972, 0, 1.65477e-09, 4.40994e-36, 1.41421, -1.65477e-09, 4.40994e-36, 0, 4.40994e-36, 4.40994e-36, 4.40994e-36, 4.40994e-36, 4.40994e-36, 4.40994e-36, 4.40994e-36, 4.40994e-36, 4.40994e-36, 4.40994e-36, 4.40994e-36, 1.01005e-13, 4.40994e-36, 7.39892e-13, 4.40994e-36, 1.65393e-09, 4.40994e-36, 4.40994e-36, 4.40994e-36
0.3876, 0, 2.57811e-09, 3.48463e-35, 1.41421, -2.57811e-09, 3.48463e-35, 0, 3.48463e-35, 3.48463e-35, 3.48463e-35, 3.48463e-35, 3.48463e-35, 3.48463e-35, 3.48463e-35, 3.48463e-35, 3.48463e-35, 3.48463e-35, 3.48463e-35, 1.68384e-13, 3.48463e-35, 1.22943e-12, 3.48463e-35, 2.57672e-09, 3.48463e-35, 3.48463e-35, 3.48463e-35
0.395481, 0, 3.98419e-09, 2.53793e-34, 1.41421, -3.98419e-09, 2.53793e-34, 0, 2.53793e-34, 2.53793e-34, 2.53793e-34, 2.53793e-34, 2.53793e-34, 2.53793e-34, 2.53793e-34, 2.53793e-34, 2.53793e-34, 2.53793e-34, 2.53793e-34, 2.80243e-13, 2.53793e-34, 2.03742e-12, 2.53793e-34, 3.98188e-09, 2.53793e-34, 2.53793e-34, 2.53793e-34
0.403362, 0, 6.10771e-09, 1.75414e-33, 1.41421, -6.10771e-09, 1.75414e-33, 0, 1.75414e-33, 1.75414e-33, 1.75414e-33, 1.75414e-33, 1.75414e-33, 1.75414e-33, 1.75414e-33, 1.75414e-33, 1.75414e-33, 1.75414e-33, 1.75414e-33, 4.65838e-13, 1.75414e-33, 3.3691e-12, 1.75414e-33, 6.10387e-09, 1.75414e-33, 1.75414e-33, 1.75414e-33
0.411242, 0, 9.28834e-09, 1.0352e-32, 1.41421, -9.28834e-09, 1.0352e-32, 0, 1.0352e-32, 1.0352e-32, 1.0352e-32, 1.0352e-32, 1.0352e-32, 1.0352e-32, 1.0352e-32, 1.0352e-32, 1.0352e-32, 1.0352e-32, 1.0352e-32, 7.73651e-13, 1.0352e-32, 5.56161e-12, 1.0352e-32, 9.28201e-09, 1.0352e-32, 1.0352e-32, 1.0352e-32
0.419123, 0, 1.40135e-08, 6.17074e-32, 1.41421, -1.40135e-08, 6.17074e-32, 0, 6.17074e-32, 6.17074e-32, 6.17074e-32, 6.17074e-32, 6.17074e-32, 6.17074e-32, 6.17074e-32, 6.17074e-32, 6.17074e-32, 6.17074e-32, 6.17074e-32, 1.28399e-12, 6.17074e-32, 9.16884e-12, 6.17074e-32, 1.40031e-08, 6.17074e-32, 6.17074e-32, 6.17074e-32
0.427003, 0, 2.09766e-08, 3.29216e-31, 1.41421, -2.09766e-08, 3.29216e-31, 0, 3.29216e-31, 3.29216e-31, 3.29216e-31, 3.29216e-31, 3.29216e-31, 3.29216e-31, 3.29216e-31, 3.29216e-31, 3.29216e-31, 3.29216e-31, 3.29216e-31, 2.1297e-12, 3.29216e-31, 1.51003e-11, 3.29216e-31, 2.09593e-08, 3.29216e-31, 3.29216e-31, 3.29216e-31
0.434884, 0, 3.1155e-08, 1.71752e-30, 1.41421, -3.1155e-08, 1.71752e-30, 0, 1.71752e-30, 1.71752e-30, 1.71752e-30, 1.71752e-30, 1.71752e-30, 1.71752e-30, 1.71752e-30, 1.71752e-30, 1.71752e-30, 1.71752e-30, 1.71752e-30, 3.53016e-12, 1.71752e-30, 2.48485e-11, 1.71752e-30, 3.11266e-08, 1.71752e-30, 1.71752e-30, 1.71752e-30
0.442765, 0, 4.59152e-08, 8.55393e-30, 1.41421, -4.59152e-08, 8.55393e-30, 0, 8.55393e-30, 8.55393e-30, 8.55393e-30, 8.55393e-30, 8.55393e-30, 8.55393e-30, 8.55393e-30, 8.55393e-30, 8.55393e-30, 8.55393e-30, 8.55393e-30, 5.84659e-12, 8.55393e-30, 4.08585e-11, 8.55393e-30, 4.58685e-08, 8.55393e-30, 8.55393e-30, 8.55393e-30
0.450645, 0, 6.7151e-08, 4.03526e-29, 1.41421, -6.7151e-08, 4.03526e-29, 0, 4.03526e-29, 4.03526e-29, 4.03526e-29, 4.03526e-29, 4.03526e-29, 4.03526e-29, 4.03526e-29, 4.03526e-29, 4.03526e-29, 4.03526e-29, 4.03526e-29, 9.67175e-12, 4.03526e-29, 6.71268e-11, 4.03526e-29, 6.70742e-08, 4.03526e-29, 4.03526e-29, 4.03526e-29
0.458526, 0, 9.74657e-08, 1.84245e-28, 1.41421, -9.74657e-08, 1.84245e-28, 0, 1.84245e-28, 1.84245e-28, 1.84245e-28, 1.84245e-28, 1.84245e-28, 1.84245e-28, 1.84245e-28, 1.84245e-28, 1.84245e-28, 1.84245e-28, 1.84245e-28, 1.59742e-11, 1.84245e-28, 1.10165e-10, 1.84245e-28, 9.73395e-08, 1.84245e-28, 1.84245e-28, 1.84245e-28
0.466406, 0, 1.40406e-07, 8.05738e-28, 1.41421, -1.40406e-07, 8.05738e-28, 0, 8.05738e-28, 8.05738e-28, 8.05738e-28, 8.05738e-28, 8.05738e-28, 8.05738e-28, 8.05738e-28, 8.05738e-28, 8.05738e-28, 8.05738e-28, 8.05738e-28, 2.63284e-11, 8.05738e-28, 1.80535e-10, 8.05738e-28, 1.40199e-07, 8.05738e-28, 8.05738e-28, 8.05738e-28
0.474287, 0, 2.00768e-07, 3.36182e-27, 1.41421, -2.00768e-07, 3.36182e-27, 0, 3.36182e-27, 3.36182e-27, 3.36182e-27, 3.36182e-27, 3.36182e-27, 3.36182e-27, 3.36182e-27, 3.36182e-27, 3.36182e-27, 3.36182e-27, 3.36182e-27, 4.32794e-11, 3.36182e-27, 2.95284e-10, 3.36182e-27, 2.0043e-07, 3.36182e-27, 3.36182e-27, 3.36182e-27
0.482168, 0, 2.84981e-07, 1.33905e-26, 1.41421, -2.84981e-07, 1.33905e-26, 0, 1.33905e-26, 1.33905e-26, 1.33905e-26, 1.33905e-26, 1.33905e-26, 1.33905e-26, 1.33905e-26, 1.33905e-26, 1.33905e-26, 1.33905e-26, 1.33905e-26, 7.09147e-11, 1.33905e-26, 4.81753e-10, 1.33905e-26, 2.84428e-07, 1.33905e-26, 1.33905e-26, 1.33905e-26
0.490048, 0, 4.01595e-07, 5.09714e-26, 1.41421, -4.01595e-07, 5.09714e-26, 0, 5.09714e-26, 5.09714e-26, 5.09714e-26, 5.09714e-26, 5.09714e-26, 1.11242e-12, 5.09714e-26, 5.09714e-26, 5.09714e-26, 5.09714e-26, 5.09714e-26, 1.15753e-10, 5.09714e-26, 7.8348e-10, 5.09714e-26, 4.00694e-07, 5.09714e-26, 5.09714e-26, 5.09714e-26
0.497929, 0, 5.61891e-07, 1.85751e-25, 1.41421, -5.61891e-07, 1.85751e-25, 0, 1.85751e-25, 1.85751e-25, 1.85751e-25, 1.85751e-25, 1.85751e-25, 3.85697e-12, 1.85751e-25, 1.85751e-25, 1.85751e-25, 1.85751e-25, 1.85751e-25, 1.88115e-10, 1.85751e-25, 1.26924e-09, 1.85751e-25, 5.6043e-07, 1.85751e-25, 1.85751e-25, 1.85751e-25
0.505809, 0, 7.80641e-07, 6.54251e-25, 1.41421, -7.80641e-07, 6.54251e-25, 0, 6.54251e-25, 6.54251e-25, 6.54251e-25, 6.54251e-25, 6.54251e-25, 1.04051e-11, 6.54251e-25, 6.54251e-25, 6.54251e-25, 6.54251e-25, 6.54251e-25, 3.04209e-10, 6.54251e-25, 2.04673e-09, 6.54251e-25, 7.7828e-07, 6.54251e-25, 6.54251e-25, 6.54251e-25
0.51369, 0, 1.08025e-06, 1.79628e-10, 1.41421, -1.08025e-06, 2.04049e-10, 1.79628e-10, 1.79776e-10, 1.7975e-10, 1.03143e-09, 2.02298e-10, 2.08256e-10, 2.57492e-10, 8.25185e-10, 1.83464e-10, 1.4122e-09, 1.80251e-10, 1.83478e-10, 6.68916e-10, 1.79628e-10, 3.46258e-09, 1.7963e-10, 1.07358e-06, 1.79628e-10, 1.79628e-10, 1.90675e-10
0.52157, 0, 1.48693e-06, 6.2168e-10, 1.41421, -1.48693e-06, 7.05886e-10, 6.2168e-10, 6.22191e-10, 6.22099e-10, 3.55879e-09, 6.9985e-10, 7.20392e-10, 8.61792e-10, 2.84764e-09, 6.34905e-10, 4.87174e-09, 6.23829e-10, 6.34955e-10, 1.40417e-09, 6.2168e-10, 5.85604e-09, 6.21687e-10, 1.47093e-06, 6.2168e-10, 6.2168e-10, 6.59772e-10
0.529451, 0, 2.03887e-06, 1.67437e-09, 1.41421, -2.03887e-06, 1.90043e-09, 1.67437e-09, 1.67574e-09, 1.6755e-09, 9.55914e-09, 1.88422e-09, 1.93937e-09, 2.29351e-09, 7.65005e-09, 1.70988e-09, 1.30838e-08, 1.68014e-09, 1.71001e-09, 2.91792e-09, 1.67437e-09, 9.9647e-09, 1.67439e-09, 2.00257e-06, 1.67437e-09, 1.67437e-09, 1.77663e-09
0.537332, 0, 2.79012e-06, 4.10918e-09, 1.41421, -2.79012e-06, 4.66256e-09, 4.10918e-09, 4.11253e-09, 4.11193e-09, 2.34111e-08, 4.62289e-09, 4.75789e-09, 5.59063e-09, 1.87376e-08, 4.19609e-09, 3.20394e-08, 4.1233e-09, 4.19642e-09, 6.07248e-09, 4.10918e-09, 1.71445e-08, 4.10922e-09, 2.70962e-06, 4.10918e-09, 4.10918e-09, 4.35951e-09
0.545212, 0, 3.82348e-06, 9.68313e-09, 1.41421, -3.82348e-06, 1.09834e-08, 9.68313e-09, 9.69102e-09, 9.68961e-09, 5.50348e-08, 1.08902e-08, 1.12073e-08, 1.3315e-08, 4.40541e-08, 9.88734e-09, 7.53079e-08, 9.71631e-09, 9.88811e-09, 1.27619e-08, 9.68313e-09, 3.00417e-08, 9.68324e-09, 3.64599e-06, 9.68313e-09, 9.68313e-09, 1.02713e-08
0.553093, 0, 5.26298e-06, 2.17146e-08, 1.41421, -5.26298e-06, 2.46271e-08, 2.17146e-08, 2.17323e-08, 2.17291e-08, 1.23301e-07, 2.44183e-08, 2.51288e-08, 3.02355e-08, 9.87047e-08, 2.2172e-08, 1.68713e-07, 2.17889e-08, 2.21737e-08, 2.65077e-08, 2.17146e-08, 5.32337e-08, 2.17148e-08, 4.8812e-06, 2.17146e-08, 2.17146e-08, 2.30321e-08
0.560973, 0, 7.32395e-06, 4.74375e-08, 1.41421, -7.32395e-06, 5.37938e-08, 4.74375e-08, 4.74761e-08, 4.74692e-08, 2.69143e-07, 5.33381e-08, 5.48887e-08, 7.09282e-08, 2.15462e-07, 4.84358e-08, 3.68249e-07, 4.75997e-08, 4.84396e-08, 5.48456e-08, 4.74375e-08, 9.58266e-08, 4.74381e-08, 6.5093e-06, 4.74375e-08, 4.74375e-08, 5.03129e-08
0.568854, 0, 1.03661e-05, 1.01074e-07, 1.41421, -1.03661e-05, 1.14605e-07, 1.01074e-07, 1.01156e-07, 1.01142e-07, 5.73016e-07, 1.13635e-07, 1.16936e-07, 1.5791e-07, 4.58748e-07, 1.03199e-07, 7.83984e-07, 1.0142e-07, 1.03207e-07, 1.1244e-07, 1.01074e-07, 1.74724e-07, 1.01076e-07, 8.65893e-06, 1.01074e-07, 1.01074e-07, 1.07195e-07
0.576735, 0, 1.50226e-05, 2.10172e-07, 1.41421, -1.50226e-05, 2.38281e-07, 2.10172e-07, 2.10343e-07, 2.10312e-07, 1.19061e-06, 2.36266e-07, 2.43123e-07, 3.39822e-07, 9.53222e-07, 2.14587e-07, 1.62888e-06, 2.1089e-07, 2.14604e-07, 2.27484e-07, 2.10172e-07, 3.21292e-07, 2.10175e-07, 1.15126e-05, 2.10172e-07, 2.10172e-07, 2.22888e-07
0.584615, 0, 2.24111e-05, 4.2666e-07, 1.41421, -2.24111e-05, 4.83668e-07, 4.2666e-07, 4.27006e-07, 4.26944e-07, 2.41509e-06, 4.79582e-07, 4.93489e-07, 7.11895e-07, 1.93364e-06, 4.35614e-07, 3.30396e-06, 4.28115e-07, 4.35648e-07, 4.52828e-07, 4.2666e-07, 5.92849e-07, 4.26665e-07, 1.53382e-05, 4.2666e-07, 4.2666e-07, 4.52449e-07
0.592496, 0, 3.45008e-05, 8.45807e-07, 1.41421, -3.45008e-05, 9.58705e-07, 8.45807e-07, 8.46491e-07, 8.46369e-07, 4.78369e-06, 9.50612e-07, 9.78153e-07, 1.4564e-06, 3.83023e-06, 8.63538e-07, 6.544e-06, 8.48688e-07, 8.63605e-07, 8.85065e-07, 8.45807e-07, 1.09221e-06, 8.45816e-07, 2.05432e-05, 8.45807e-07, 8.45807e-07, 8.96878e-07
0.600376, 0, 5.47246e-05, 1.63771e-06, 1.41421, -5.47246e-05, 1.85608e-06, 1.63771e-06, 1.63904e-06, 1.6388e-06, 9.25437e-06, 1.84043e-06, 1.8937e-06, 2.91656e-06, 7.4102e-06, 1.67201e-06, 1.26592e-05, 1.64328e-06, 1.67214e-06, 1.69618e-06, 1.63771e-06, 1.99999e-06, 1.63773e-06, 2.77619e-05, 1.63771e-06, 1.63771e-06, 1.7365e-06
0.608257, 0, 8.89763e-05, 3.09788e-06, 1.41421, -8.89763e-05, 3.51047e-06, 3.09788e-06, 3.10038e-06, 3.09993e-06, 1.7489e-05, 3.48089e-06, 3.58154e-06, 5.72931e-06, 1.40045e-05, 3.16268e-06, 2.39221e-05, 3.10841e-06, 3.16292e-06, 3.18433e-06, 3.09788e-06, 3.62625e-06, 3.09791e-06, 3.79972e-05, 3.09788e-06, 3.09788e-06, 3.28452e-06
