   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_187.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
5.58306, 22, 31.4083, 30.3604, 4.89898, -9.4083, 30.3604, 0, 31.3436, 30.4213, 30.3604, 30.3604, 30.3604, 30.3604, 30.3604, 30.3604, 30.3604, 30.3604, 30.3604, 30.3604, 30.3604, 30.3644
5.59094, 12, 31.4882, 30.422, 3.74166, -19.4882, 30.422, 0, 31.415, 30.4915, 30.422, 30.422, 30.422, 30.422, 30.422, 30.422, 30.422, 30.422, 30.422, 30.422, 30.422, 30.4257
5.59882, 12, 31.5725, 30.4829, 3.74166, -19.5725, 30.4829, 0, 31.4864, 30.5655, 30.4829, 30.4829, 30.4829, 30.4829, 30.4829, 30.4829, 30.4829, 30.4829, 30.4829, 30.4829, 30.4829, 30.4864
5.60671, 6, 31.663, 30.5432, 2.82843, -25.663, 30.5432, 0, 31.5577, 30.6453, 30.5432, 30.5432, 30.5432, 30.5432, 30.5432, 30.5432, 30.5432, 30.5432, 30.5432, 30.5432, 30.5432, 30.5464
5.61459, 12, 31.7628, 30.6028, 3.74166, -19.7628, 30.6028, 0, 31.6286, 30.7339, 30.6028, 30.6028, 30.6028, 30.6028, 30.6028, 30.6028, 30.6028, 30.6028, 30.6028, 30.6028, 30.6028, 30.6059
5.62248, 16, 31.8758, 30.6618, 4.24264, -15.8758, 30.6618, 0, 31.6992, 30.8357, 30.6618, 30.6618, 30.6618, 30.6618, 30.6618, 30.6618, 30.6618, 30.6618, 30.6618, 30.6618, 30.6618, 30.6646
5.63036, 18, 32.008, 30.7202, 4.47214, -14.008, 30.7202, 0, 31.7693, 30.9562, 30.7202, 30.7202, 30.7202, 30.7202, 30.7202, 30.7202, 30.7202, 30.7202, 30.7202, 30.7202, 30.7202, 30.7228
5.63824, 16, 32.167, 30.7778, 4.24264, -16.167, 30.7778, 0, 31.8389, 31.1035, 30.7778, 30.7778, 30.7778, 30.7778, 30.7778, 30.7778, 30.7778, 30.7778, 30.7778, 30.7778, 30.7778, 30.7802
5.64613, 12, 32.3635, 30.8348, 3.74166, -20.3635, 30.8348, 0, 31.908, 31.2881, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.8348, 30.837
5.65401, 26, 32.6113, 30.8911, 5.2915, -6.6113, 30.8911, 0, 31.9765, 31.5239, 30.8911, 30.8911, 30.8911, 30.8911, 30.8911, 30.8911, 30.8911, 30.8911, 30.8911, 30.8911, 30.8911, 30.8931
5.6619, 12, 32.9283, 30.9467, 3.74166, -20.9283, 30.9467, 0, 32.0444, 31.8289, 30.9467, 30.9467, 30.9467, 30.9467, 30.9467, 30.9467, 30.9467, 30.9467, 30.9467, 30.9467, 30.9467, 30.9486
5.66978, 10, 33.3373, 31.0017, 3.4641, -23.3373, 31.0017, 0, 32.1116, 32.2257, 31.0017, 31.0017, 31.0017, 31.0017, 31.0017, 31.0017, 31.0017, 31.0017, 31.0017, 31.0017, 31.0017, 31.0034
5.67766, 16, 33.8667, 31.0559, 4.24264, -17.8667, 31.0559, 0, 32.1783, 32.7428, 31.0559, 31.0559, 31.0559, 31.0559, 31.0559, 31.0559, 31.0559, 31.0559, 31.0559, 31.0559, 31.0559, 31.0574
5.68555, 18, 34.551, 31.1094, 4.47214, -16.551, 31.1094, 0, 32.2443, 33.4147, 31.1094, 31.1094, 31.1094, 31.1094, 31.1094, 31.1094, 31.1094, 31.1094, 31.1094, 31.1094, 31.1094, 31.1108
5.69343, 22, 35.4315, 31.1622, 4.89898, -13.4315, 31.1622, 0, 32.3096, 34.2828, 31.1622, 31.1622, 31.1622, 31.1622, 31.1622, 31.1622, 31.1622, 31.1622, 31.1622, 31.1622, 31.1622, 31.1634
5.70131, 6, 36.5567, 31.2142, 2.82843, -30.5567, 31.2142, 0, 32.3742, 35.3955, 31.2142, 31.2142, 31.2142, 31.2142, 31.2142, 31.2142, 31.2142, 31.2142, 31.2142, 31.2142, 31.2142, 31.2153
5.7092, 22, 37.982, 31.2655, 4.89898, -15.982, 31.2655, 0, 32.4382, 36.8082, 31.2655, 31.2655, 31.2655, 31.2655, 31.2655, 31.2655, 31.2655, 31.2655, 31.2655, 31.2655, 31.2655, 31.2665
5.71708, 34, 39.7685, 31.316, 6, -5.76846, 31.316, 0, 32.5015, 38.5821, 31.316, 31.316, 31.316, 31.316, 31.316, 31.316, 31.316, 31.316, 31.316, 31.316, 31.316, 31.3169
5.72497, 34, 41.9825, 31.3658, 6, -7.98251, 31.3658, 0, 32.564, 40.7835, 31.3658, 31.3658, 31.3658, 31.3658, 31.3658, 31.3658, 31.3658, 31.3658, 31.3658, 31.3658, 31.3658, 31.3666
5.73285, 18, 44.6933, 31.4148, 4.47214, -26.6933, 31.4148, 0, 32.6259, 43.4815, 31.4148, 31.4148, 31.4148, 31.4148, 31.4148, 31.4148, 31.4148, 31.4148, 31.4148, 31.4148, 31.4148, 31.4156
5.74074, 36, 47.9694, 31.4631, 6.16441, -11.9694, 31.4631, 0, 32.687, 46.7448, 31.4631, 31.4631, 31.4631, 31.4631, 31.4631, 31.4631, 31.4631, 31.4631, 31.4631, 31.4631, 31.4631, 31.4637
5.74862, 44, 51.876, 31.5105, 6.78233, -7.87596, 31.5105, 0, 32.7473, 50.6386, 31.5105, 31.5105, 31.5105, 31.5105, 31.5105, 31.5105, 31.5105, 31.5105, 31.5105, 31.5105, 31.5105, 31.5111
5.7565, 46, 56.4697, 31.5572, 6.9282, -10.4697, 31.5572, 0, 32.8069, 55.2195, 31.5572, 31.5572, 31.5572, 31.5572, 31.5572, 31.5572, 31.5572, 31.5572, 31.5572, 31.5572, 31.5572, 31.5577
5.76439, 34, 61.7952, 31.6031, 6, -27.7952, 31.6031, 0, 32.8658, 60.532, 31.6031, 31.6031, 31.6031, 31.6031, 31.6031, 31.6031, 31.6031, 31.6031, 31.6031, 31.6031, 31.6031, 31.6035
5.77227, 50, 67.8767, 31.6481, 7.2111, -17.8767, 31.6481, 0, 32.9239, 66.6005, 31.6481, 31.6481, 31.6481, 31.6481, 31.6481, 31.6481, 31.6481, 31.6481, 31.6481, 31.6481, 31.6481, 31.6485
5.78015, 70, 74.7157, 31.6924, 8.48528, -4.71574, 31.6924, 0, 32.9813, 73.4266, 31.6924, 31.6924, 31.6924, 31.6924, 31.6924, 31.6924, 31.6924, 31.6924, 31.6924, 31.6924, 31.6924, 31.6927
5.78804, 78, 82.2854, 31.7359, 8.94427, -4.28536, 31.7359, 0, 33.0378, 80.9832, 31.7359, 31.7359, 31.7359, 31.7359, 31.7359, 31.7359, 31.7359, 31.7359, 31.7359, 31.7359, 31.7359, 31.7361
5.79592, 62, 90.5244, 31.7785, 8, -28.5244, 31.7785, 0, 33.0936, 89.2092, 31.7785, 31.7785, 31.7785, 31.7785, 31.7785, 31.7785, 31.7785, 31.7785, 31.7785, 31.7785, 31.7785, 31.7787
5.80381, 126, 99.3376, 31.8204, 11.3137, 26.6624, 31.8204, 0, 33.1487, 98.0092, 31.8204, 31.8204, 31.8204, 31.8204, 31.8204, 31.8204, 31.8204, 31.8204, 31.8204, 31.8204, 31.8204, 31.8206
5.81169, 104, 108.593, 31.8615, 10.2956, -4.59277, 31.8615, 0, 33.203, 107.251, 31.8615, 31.8615, 31.8615, 31.8615, 31.8615, 31.8615, 31.8615, 31.8615, 31.8615, 31.8615, 31.8615, 31.8616
5.81957, 120, 118.123, 31.9018, 11.0454, 1.87688, 31.9018, 0, 33.2566, 116.768, 31.9018, 31.9018, 31.9018, 31.9018, 31.9018, 31.9018, 31.9018, 31.9018, 31.9018, 31.9018, 31.9018, 31.9019
5.82746, 146, 127.728, 31.9414, 12.1655, 18.2715, 31.9414, 0, 33.3094, 126.36, 31.9414, 31.9414, 31.9414, 31.9414, 31.9414, 31.9414, 31.9414, 31.9414, 31.9414, 31.9414, 31.9414, 31.9415
5.83534, 128, 137.185, 31.9802, 11.4018, -9.18462, 31.9802, 0, 33.3616, 135.803, 31.9802, 31.9802, 31.9802, 31.9802, 31.9802, 31.9802, 31.9802, 31.9802, 31.9802, 31.9802, 31.9802, 31.9803
5.84323, 166, 146.25, 32.0183, 12.9615, 19.7503, 32.0183, 0, 33.413, 144.855, 32.0183, 32.0183, 32.0183, 32.0183, 32.0183, 32.0183, 32.0183, 32.0183, 32.0183, 32.0183, 32.0183, 32.0184
5.85111, 132, 154.673, 32.0558, 11.5758, -22.6728, 32.0558, 0, 33.4639, 153.265, 32.0558, 32.0558, 32.0558, 32.0558, 32.0558, 32.0558, 32.0558, 32.0558, 32.0558, 32.0558, 32.0558, 32.0558
5.85899, 158, 162.208, 32.0927, 12.6491, -4.20822, 32.0927, 0, 33.5142, 160.787, 32.0927, 32.0927, 32.0927, 32.0927, 32.0927, 32.0927, 32.0927, 32.0927, 32.0927, 32.0927, 32.0927, 32.0927
5.86688, 218, 168.626, 32.129, 14.8324, 49.3743, 32.129, 0, 33.5641, 167.191, 32.129, 32.129, 32.129, 32.129, 32.129, 32.129, 32.129, 32.129, 32.129, 32.129, 32.129, 32.129
5.87476, 242, 173.723, 32.1648, 15.6205, 68.2772, 32.1648, 0, 33.6135, 172.274, 32.1648, 32.1648, 32.1648, 32.1648, 32.1648, 32.1648, 32.1648, 32.1648, 32.1648, 32.1648, 32.1648, 32.1648
5.88264, 154, 177.334, 32.2002, 12.49, -23.3341, 32.2002, 0, 33.6625, 175.872, 32.2002, 32.2002, 32.2002, 32.2002, 32.2002, 32.2002, 32.2002, 32.2002, 32.2002, 32.2002, 32.2002, 32.2002
5.89053, 214, 179.343, 32.2354, 14.6969, 34.6567, 32.2354, 0, 33.7114, 177.867, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354, 32.2354
5.89841, 190, 179.687, 32.2703, 13.8564, 10.3135, 32.2703, 0, 33.7601, 178.197, 32.2703, 32.2703, 32.2703, 32.2703, 32.2703, 32.2703, 32.2703, 32.2703, 32.2703, 32.2703, 32.2703, 32.2703
5.9063, 222, 178.357, 32.3052, 14.9666, 43.6427, 32.3052, 0, 33.8088, 176.854, 32.3052, 32.3052, 32.3052, 32.3052, 32.3052, 32.3052, 32.3052, 32.3052, 32.3052, 32.3052, 32.3052, 32.3052
5.91418, 168, 175.406, 32.3401, 13.0384, -7.40636, 32.3401, 0, 33.8576, 173.889, 32.3401, 32.3401, 32.3401, 32.3401, 32.3401, 32.3401, 32.3401, 32.3401, 32.3401, 32.3401, 32.3401, 32.3401
5.92206, 188, 170.938, 32.3752, 13.784, 17.0616, 32.3752, 0, 33.9067, 169.407, 32.3752, 32.3752, 32.3752, 32.3752, 32.3752, 32.3752, 32.3752, 32.3752, 32.3752, 32.3752, 32.3752, 32.3752
5.92995, 162, 165.107, 32.4106, 12.8062, -3.10715, 32.4106, 0, 33.9562, 163.562, 32.4106, 32.4106, 32.4106, 32.4106, 32.4106, 32.4106, 32.4106, 32.4106, 32.4106, 32.4106, 32.4106, 32.4106
5.93783, 190, 158.105, 32.4464, 13.8564, 31.8951, 32.4464, 0, 34.0062, 156.545, 32.4464, 32.4464, 32.4464, 32.4464, 32.4464, 32.4464, 32.4464, 32.4464, 32.4464, 32.4464, 32.4464, 32.4464
5.94572, 144, 150.153, 32.4829, 12.083, -6.15326, 32.4829, 0, 34.057, 148.579, 32.4829, 32.4829, 32.4829, 32.4829, 32.4829, 32.4829, 32.4829, 32.4829, 32.4829, 32.4829, 32.4829, 32.4829
5.9536, 140, 141.491, 32.5201, 11.9164, -1.49123, 32.5201, 0, 34.1086, 139.903, 32.5201, 32.5201, 32.5201, 32.5201, 32.5201, 32.5201, 32.5201, 32.5201, 32.5201, 32.5201, 32.5201, 32.5201
5.96148, 124, 132.365, 32.5582, 11.225, -8.36519, 32.5582, 0, 34.1612, 130.762, 32.5582, 32.5582, 32.5582, 32.5582, 32.5582, 32.5582, 32.5582, 32.5582, 32.5582, 32.5582, 32.5582, 32.5582
5.96937, 126, 123.015, 32.5972, 11.3137, 2.98506, 32.5972, 0, 34.215, 121.397, 32.5972, 32.5972, 32.5972, 32.5972, 32.5972, 32.5972, 32.5972, 32.5972, 32.5972, 32.5972, 32.5972, 32.5972
5.97725, 132, 113.665, 32.6373, 11.5758, 18.3349, 32.6373, 0, 34.2704, 112.032, 32.6373, 32.6373, 32.6373, 32.6373, 32.6373, 32.6373, 32.6373, 32.6373, 32.6373, 32.6373, 32.6373, 32.6373
5.98514, 112, 104.519, 32.6785, 10.6771, 7.48141, 32.6785, 0, 34.3273, 102.87, 32.6785, 32.6785, 32.6785, 32.6785, 32.6785, 32.6785, 32.6785, 32.6785, 32.6785, 32.6785, 32.6785, 32.6785
5.99302, 84, 95.7476, 32.7209, 9.27362, -11.7476, 32.7209, 0, 34.3861, 94.0824, 32.7209, 32.7209, 32.7209, 32.7209, 32.7209, 32.7209, 32.7209, 32.7209, 32.7209, 32.7209, 32.7209, 32.7209
6.0009, 112, 87.4917, 32.7646, 10.6771, 24.5083, 32.7646, 0, 34.4473, 85.809, 32.7646, 32.7646, 32.7646, 32.7646, 32.7646, 32.7646, 32.7646, 32.7646, 32.7646, 32.7646, 32.7646, 32.7646
6.00879, 70, 79.8557, 32.8095, 8.48528, -9.8557, 32.8095, 0, 34.5116, 78.1536, 32.8095, 32.8095, 32.8095, 32.8095, 32.8095, 32.8095, 32.8095, 32.8095, 32.8095, 32.8095, 32.8095, 32.8095
6.01667, 62, 72.9121, 32.8557, 8, -10.9121, 32.8557, 0, 34.5799, 71.1879, 32.8557, 32.8557, 32.8557, 32.8557, 32.8557, 32.8557, 32.8557, 32.8557, 32.8557, 32.8557, 32.8557, 32.8557
6.02455, 90, 66.6994, 32.903, 9.59166, 23.3006, 32.903, 0, 34.6538, 64.9486, 32.903, 32.903, 32.903, 32.903, 32.903, 32.903, 32.903, 32.903, 32.903, 32.903, 32.903, 32.903
6.03244, 80, 61.2296, 32.9515, 9.05539, 18.7704, 32.9515, 0, 34.736, 59.4452, 32.9515, 32.9515, 32.9515, 32.9515, 32.9515, 32.9515, 32.9515, 32.9515, 32.9515, 32.9515, 32.9515, 32.9515
6.04032, 62, 56.4928, 33.001, 8, 5.50724, 33.001, 0, 34.8302, 54.6636, 33.001, 33.001, 33.001, 33.001, 33.001, 33.001, 33.001, 33.001, 33.001, 33.001, 33.001, 33.001
6.04821, 44, 52.4604, 33.0515, 6.78233, -8.4604, 33.0515, 0, 34.9428, 50.5691, 33.0515, 33.0515, 33.0515, 33.0515, 33.0515, 33.0515, 33.0515, 33.0515, 33.0515, 33.0515, 33.0515, 33.0515
6.05609, 46, 49.0937, 33.1028, 6.9282, -3.0937, 33.1028, 0, 35.0833, 47.1132, 33.1028, 33.1028, 33.1028, 33.1028, 33.1028, 33.1028, 33.1028, 33.1028, 33.1028, 33.1028, 33.1028, 33.1028
6.06397, 58, 46.3489, 33.1549, 7.74597, 11.6511, 33.1549, 0, 35.2662, 44.2376, 33.1549, 33.1549, 33.1549, 33.1549, 33.1549, 33.1549, 33.1549, 33.1549, 33.1549, 33.1549, 33.1549, 33.1549
6.07186, 24, 44.1848, 33.2075, 5.09902, -20.1848, 33.2075, 0, 35.5136, 41.8788, 33.2075, 33.2075, 33.2075, 33.2075, 33.2075, 33.2075, 33.2075, 33.2075, 33.2075, 33.2075, 33.2075, 33.2075
6.07974, 66, 42.5689, 33.2606, 8.24621, 23.4311, 33.2606, 0, 35.858, 39.9714, 33.2606, 33.2606, 33.2606, 33.2606, 33.2606, 33.2606, 33.2606, 33.2606, 33.2606, 33.2606, 33.2606, 33.2606
6.08763, 36, 41.4852, 33.314, 6.16441, -5.48519, 33.314, 0, 36.3479, 38.4513, 33.314, 33.314, 33.314, 33.314, 33.314, 33.314, 33.314, 33.314, 33.314, 33.314, 33.314, 33.314
6.09551, 44, 40.9433, 33.3675, 6.78233, 3.0567, 33.3675, 0, 37.0529, 37.2579, 33.3675, 33.3675, 33.3675, 33.3675, 33.3675, 33.3675, 33.3675, 33.3675, 33.3675, 33.3675, 33.3675, 33.3675
6.10339, 40, 40.9877, 33.4211, 6.48074, -0.987705, 33.4211, 0, 38.0732, 36.3356, 33.4211, 33.4211, 33.4211, 33.4211, 33.4211, 33.4211, 33.4211, 33.4211, 33.4211, 33.4211, 33.4211, 33.4211
6.11128, 46, 41.71, 33.4747, 6.9282, 4.28999, 33.4747, 0, 39.5498, 35.6348, 33.4747, 33.4747, 33.4747, 33.4747, 33.4747, 33.4747, 33.4747, 33.4747, 33.4747, 33.4747, 33.4747, 33.4747
6.11916, 32, 43.2636, 33.528, 5.83095, -11.2636, 33.528, 0, 41.6793, 35.1122, 33.528, 33.528, 33.528, 33.528, 33.528, 33.528, 33.528, 33.528, 33.528, 33.528, 33.528, 33.528
6.12705, 52, 45.8805, 33.581, 7.34847, 6.11951, 33.581, 0, 44.7307, 34.7308, 33.581, 33.581, 33.581, 33.581, 33.581, 33.581, 33.581, 33.581, 33.581, 33.581, 33.581, 33.581
6.13493, 62, 49.8936, 33.6337, 8, 12.1064, 33.6337, 0, 49.0676, 34.4597, 33.6337, 33.6337, 33.6337, 33.6337, 33.6337, 33.6337, 33.6337, 33.6337, 33.6337, 33.6337, 33.6337, 33.6337
6.14281, 88, 55.7612, 33.6858, 9.48683, 32.2388, 33.6858, 0, 55.1736, 34.2735, 33.6858, 33.6858, 33.6858, 33.6858, 33.6858, 33.6858, 33.6858, 33.6858, 33.6858, 33.6858, 33.6858, 33.6858
6.1507, 74, 64.0941, 33.7375, 8.7178, 9.90592, 33.7375, 0, 63.6798, 34.1518, 33.7375, 33.7375, 33.7375, 33.7375, 33.7375, 33.7375, 33.7375, 33.7375, 33.7375, 33.7375, 33.7375, 33.7375
6.15858, 110, 75.6911, 33.7885, 10.583, 34.3089, 33.7885, 0, 75.4013, 34.0783, 33.7885, 33.7885, 33.7885, 33.7885, 33.7885, 33.7885, 33.7885, 33.7885, 33.7885, 33.7885, 33.7885, 33.7885
6.16646, 100, 91.5691, 33.8389, 10.0995, 8.4309, 33.8389, 0, 91.3675, 34.0405, 33.8389, 33.8389, 33.8389, 33.8389, 33.8389, 33.8389, 33.8389, 33.8389, 33.8389, 33.8389, 33.8389, 33.8389
6.17435, 142, 113, 33.8886, 12, 28.9999, 33.8886, 0, 112.86, 34.0288, 33.8886, 33.8886, 33.8886, 33.8886, 33.8886, 33.8886, 33.8886, 33.8886, 33.8886, 33.8886, 33.8886, 33.8886
6.18223, 162, 141.537, 33.9375, 12.8062, 20.4635, 33.9375, 0, 141.438, 34.0359, 33.9375, 33.9375, 33.9375, 33.9375, 33.9375, 33.9375, 33.9375, 33.9375, 33.9375, 33.9375, 33.9375, 33.9375
6.19012, 216, 179.044, 33.9857, 14.7648, 36.9564, 33.9857, 0, 178.973, 34.0566, 33.9857, 33.9857, 33.9857, 33.9857, 33.9857, 33.9857, 33.9857, 33.9857, 33.9857, 33.9857, 33.9857, 33.9857
6.198, 256, 227.713, 34.0331, 16.0624, 28.2875, 34.0331, 0, 227.658, 34.0873, 34.0331, 34.0331, 34.0331, 34.0331, 34.0331, 34.0331, 34.0331, 34.0331, 34.0331, 34.0331, 34.0331, 34.0331
6.20588, 334, 290.047, 34.0796, 18.3303, 43.9535, 34.0796, 0, 290.001, 34.1256, 34.0796, 34.0796, 34.0796, 34.0796, 34.0796, 34.0796, 34.0796, 34.0796, 34.0796, 34.0796, 34.0796, 34.0796
6.21377, 380, 368.856, 34.1254, 19.5448, 11.1437, 34.1254, 0, 368.812, 34.17, 34.1254, 34.1254, 34.1254, 34.1254, 34.1254, 34.1254, 34.1254, 34.1254, 34.1254, 34.1254, 34.1254, 34.1254
6.22165, 520, 467.2, 34.1704, 22.8473, 52.8003, 34.1704, 0, 467.15, 34.22, 34.1704, 34.1704, 34.1704, 34.1704, 34.1704, 34.1704, 34.1704, 34.1704, 34.1704, 34.1704, 34.1704, 34.1704
6.22954, 690, 588.311, 34.2145, 26.3059, 101.689, 34.2145, 0, 588.25, 34.276, 34.2145, 34.2145, 34.2145, 34.2145, 34.2145, 34.2145, 34.2145, 34.2145, 34.2145, 34.2145, 34.2145, 34.2145
6.23742, 806, 735.458, 34.2577, 28.4253, 70.5424, 34.2577, 0, 735.376, 34.3389, 34.2577, 34.2577, 34.2577, 34.2577, 34.2577, 34.2577, 34.2577, 34.2577, 34.2577, 34.2577, 34.2577, 34.2577
6.2453, 872, 911.829, 34.3002, 29.5635, -39.8294, 34.3002, 0, 911.719, 34.4105, 34.3002, 34.3002, 34.3002, 34.3002, 34.3002, 34.3002, 34.3002, 34.3002, 34.3002, 34.3002, 34.3002, 34.3002
6.25319, 1210, 1120.34, 34.3417, 34.8138, 89.6565, 34.3417, 0, 1120.19, 34.4934, 34.3417, 34.3417, 34.3417, 34.3417, 34.3417, 34.3417, 34.3417, 34.3417, 34.3417, 34.3417, 34.3417, 34.3417
6.26107, 1374, 1363.38, 34.3824, 37.0945, 10.6173, 34.3824, 0, 1363.17, 34.5908, 34.3824, 34.3824, 34.3824, 34.3824, 34.3824, 34.3824, 34.3824, 34.3824, 34.3824, 34.3824, 34.3824, 34.3824
6.26896, 1838, 1642.64, 34.4223, 42.8952, 195.362, 34.4223, 0, 1642.35, 34.707, 34.4223, 34.4223, 34.4223, 34.4223, 34.4223, 34.4223, 34.4223, 34.4223, 34.4223, 34.4223, 34.4223, 34.4223
6.27684, 2078, 1958.82, 34.4612, 45.607, 119.183, 34.4612, 0, 1958.43, 34.8473, 34.4612, 34.4612, 34.4612, 34.4612, 34.4612, 34.4612, 34.4612, 34.4612, 34.4612, 34.4612, 34.4612, 34.4612
6.28472, 2448, 2311.42, 34.4993, 49.4975, 136.576, 34.4993, 0, 2310.91, 35.0176, 34.4993, 34.4993, 34.4993, 34.4993, 34.4993, 34.4993, 34.4993, 34.4993, 34.4993, 34.4993, 34.4993, 34.4993
6.29261, 2892, 2698.55, 34.5365, 53.7959, 193.446, 34.5365, 0, 2697.86, 35.2254, 34.5365, 34.5365, 34.5365, 34.5365, 34.5365, 34.5365, 34.5365, 34.5365, 34.5365, 34.5365, 34.5365, 34.5365
6.30049, 3074, 3116.73, 34.5728, 55.4617, -42.7263, 34.5728, 0, 3115.82, 35.4786, 34.5728, 34.5728, 34.5728, 34.5728, 34.5728, 34.5728, 34.5728, 34.5728, 34.5728, 34.5728, 34.5728, 34.5728
6.30838, 3612, 3560.83, 34.6082, 60.1166, 51.1709, 34.6082, 0, 3559.65, 35.7863, 34.6082, 34.6082, 34.6082, 34.6082, 34.6082, 34.6082, 34.6082, 34.6082, 34.6082, 34.6082, 34.6082, 34.6082
6.31626, 4080, 4023.99, 34.6426, 63.8905, 56.0071, 34.6426, 0, 4022.48, 36.1579, 34.6426, 34.6426, 34.6426, 34.6426, 34.6426, 34.6426, 34.6426, 34.6426, 34.6426, 34.6426, 34.6426, 34.6426
6.32414, 4504, 4497.84, 34.6759, 67.1267, 6.1582, 34.6759, 0, 4495.91, 36.6034, 34.6759, 34.6759, 34.6759, 34.6759, 34.6759, 34.6759, 34.6759, 34.6759, 34.6759, 34.6759, 34.6759, 34.6759
6.33203, 5158, 4972.59, 34.7083, 71.8331, 185.413, 34.7083, 0, 4970.16, 37.1326, 34.7083, 34.7083, 34.7083, 34.7083, 34.7083, 34.7083, 34.7083, 34.7083, 34.7083, 34.7083, 34.7083, 34.7083
6.33991, 5444, 5437.36, 34.7395, 73.797, 6.6377, 34.7395, 0, 5434.35, 37.7547, 34.7395, 34.7395, 34.7395, 34.7395, 34.7395, 34.7395, 34.7395, 34.7395, 34.7395, 34.7395, 34.7395, 34.7395
6.3478, 5940, 5880.51, 34.7695, 77.0844, 59.4868, 34.7695, 0, 5876.81, 38.4775, 34.7695, 34.7695, 34.7695, 34.7695, 34.7695, 34.7695, 34.7695, 34.7695, 34.7695, 34.7695, 34.7695, 34.7695
6.35568, 6170, 6290.24, 34.7982, 78.5621, -120.236, 34.7982, 0, 6285.73, 39.3071, 34.7982, 34.7982, 34.7982, 34.7982, 34.7982, 34.7982, 34.7982, 34.7982, 34.7982, 34.7982, 34.7982, 34.7982
6.36356, 6460, 6655, 34.8255, 80.3866, -194.995, 34.8255, 0, 6649.57, 40.247, 34.8255, 34.8255, 34.8255, 34.8255, 34.8255, 34.8255, 34.8255, 34.8255, 34.8255, 34.8255, 34.8255, 34.8255
6.37145, 7018, 6964.01, 34.8513, 83.7854, 53.9863, 34.8513, 0, 6957.57, 41.2968, 34.8513, 34.8513, 34.8513, 34.8513, 34.8513, 34.8513, 34.8513, 34.8513, 34.8513, 34.8513, 34.8513, 34.8513
6.37933, 7224, 7207.93, 34.8753, 85.0059, 16.0713, 34.8753, 0, 7200.35, 42.4528, 34.8753, 34.8753, 34.8753, 34.8753, 34.8753, 34.8753, 34.8753, 34.8753, 34.8753, 34.8753, 34.8753, 34.8753
6.38721, 7344, 7379.19, 34.8974, 85.7088, -35.187, 34.8974, 0, 7370.38, 43.7062, 34.8974, 34.8974, 34.8974, 34.8974, 34.8974, 34.8974, 34.8974, 34.8974, 34.8974, 34.8974, 34.8974, 34.8974
6.3951, 7550, 7472.42, 34.9174, 86.9022, 77.585, 34.9174, 0, 7462.29, 45.0435, 34.9174, 34.9174, 34.9174, 34.9174, 34.9174, 34.9174, 34.9174, 34.9174, 34.9174, 34.9174, 34.9174, 34.9174
6.40298, 7388, 7484.77, 34.9351, 85.9651, -96.7676, 34.9351, 0, 7473.26, 46.4458, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351, 34.9351
6.41087, 7404, 7416.02, 34.9502, 86.0581, -12.0234, 34.9502, 0, 7403.08, 47.8895, 34.9502, 34.9502, 34.9502, 34.9502, 34.9502, 34.9502, 34.9502, 34.9502, 34.9502, 34.9502, 34.9502, 34.9502
6.41875, 7388, 7268.6, 34.9625, 85.9651, 119.399, 34.9625, 0, 7254.22, 49.3465, 34.9625, 34.9625, 34.9625, 34.9625, 34.9625, 34.9625, 34.9625, 34.9625, 34.9625, 34.9625, 34.9625, 34.9625
6.42663, 7000, 7047.41, 34.9718, 83.678, -47.4121, 34.9718, 0, 7031.6, 50.7849, 34.9718, 34.9718, 34.9718, 34.9718, 34.9718, 34.9718, 34.9718, 34.9718, 34.9718, 34.9718, 34.9718, 34.9718
6.43452, 6708, 6759.6, 34.9778, 81.9146, -51.605, 34.9778, 0, 6742.41, 52.1699, 34.9778, 34.9778, 34.9778, 34.9778, 34.9778, 34.9778, 34.9778, 34.9778, 34.9778, 34.9778, 34.9778, 34.9778
6.4424, 6428, 6414.14, 34.9803, 80.1873, 13.8555, 34.9803, 0, 6395.66, 53.4659, 34.9803, 34.9803, 34.9803, 34.9803, 34.9803, 34.9803, 34.9803, 34.9803, 34.9803, 34.9803, 34.9803, 34.9803
6.45029, 6084, 6021.45, 34.9792, 78.0128, 62.5542, 34.9792, 0, 6001.79, 54.6368, 34.9792, 34.9792, 34.9792, 34.9792, 34.9792, 34.9792, 34.9792, 34.9792, 34.9792, 34.9792, 34.9792, 34.9792
6.45817, 5706, 5592.73, 34.9742, 75.5513, 113.272, 34.9742, 0, 5572.05, 55.6488, 34.9742, 34.9742, 34.9742, 34.9742, 34.9742, 34.9742, 34.9742, 34.9742, 34.9742, 34.9742, 34.9742, 34.9742
