   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_73.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
21.3323, 0, 0.0125669, 0, 1.41421, -0.0125669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24197e-07, 0, 0.0125667, 0
21.3401, 0, 0.0123612, 0, 1.41421, -0.0123612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25759e-07, 0, 0.012361, 0
21.348, 0, 0.0121566, 0, 1.41421, -0.0121566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27567e-07, 0, 0.0121564, 0
21.3559, 2, 0.0119531, 0, 2, 1.98805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29519e-07, 0, 0.0119529, 0
21.3638, 0, 0.0117508, 0, 1.41421, -0.0117508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31516e-07, 0, 0.0117506, 0
21.3717, 0, 0.0115498, 0, 1.41421, -0.0115498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33472e-07, 0, 0.0115496, 0
21.3796, 0, 0.01135, 0, 1.41421, -0.01135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35306e-07, 0, 0.0113498, 0
21.3875, 0, 0.0111517, 0, 1.41421, -0.0111517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36946e-07, 0, 0.0111514, 0
21.3954, 0, 0.0109548, 0, 1.41421, -0.0109548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38328e-07, 0, 0.0109546, 0
21.4033, 0, 0.0107595, 0, 1.41421, -0.0107595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39398e-07, 0, 0.0107592, 0
21.4112, 0, 0.0105659, 0, 1.41421, -0.0105659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40109e-07, 0, 0.0105657, 0
21.4191, 0, 0.0103742, 0, 1.41421, -0.0103742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40424e-07, 0, 0.010374, 0
21.427, 0, 0.0101844, 0, 1.41421, -0.0101844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40316e-07, 0, 0.0101841, 0
21.4349, 0, 0.00999668, 0, 1.41421, -0.00999668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39764e-07, 0, 0.00999644, 0
21.4428, 0, 0.00981114, 0, 1.41421, -0.00981114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38758e-07, 0, 0.0098109, 0
21.4507, 0, 0.00962796, 0, 1.41421, -0.00962796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37294e-07, 0, 0.00962772, 0
21.4586, 0, 0.00944721, 0, 1.41421, -0.00944721, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35375e-07, 0, 0.00944697, 0
21.4665, 0, 0.00926894, 0, 1.41421, -0.00926894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33014e-07, 0, 0.00926871, 0
21.4744, 2, 0.00909336, 0, 2, 1.99091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30229e-07, 0, 0.00909313, 0
21.4823, 0, 0.00892051, 0, 1.41421, -0.00892051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27043e-07, 0, 0.00892028, 0
21.4902, 0, 0.00875043, 0, 1.41421, -0.00875043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23484e-07, 0, 0.00875021, 0
21.4981, 0, 0.00858326, 0, 1.41421, -0.00858326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19588e-07, 0, 0.00858304, 0
21.5059, 0, 0.00841903, 0, 1.41421, -0.00841903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1539e-07, 0, 0.00841882, 0
21.5138, 0, 0.00825771, 0, 1.41421, -0.00825771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10928e-07, 0, 0.0082575, 0
21.5217, 0, 0.00809949, 0, 1.41421, -0.00809949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06248e-07, 0, 0.00809928, 0
21.5296, 0, 0.00794431, 0, 1.41421, -0.00794431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01392e-07, 0, 0.00794411, 0
21.5375, 0, 0.00779215, 0, 1.41421, -0.00779215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.964e-07, 0, 0.00779196, 0
21.5454, 0, 0.0076431, 0, 1.41421, -0.0076431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9132e-07, 0, 0.00764291, 0
21.5533, 0, 0.00749707, 0, 1.41421, -0.00749707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86191e-07, 0, 0.00749689, 0
21.5612, 0, 0.00735412, 0, 1.41421, -0.00735412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81057e-07, 0, 0.00735394, 0
21.5691, 0, 0.00721419, 0, 1.41421, -0.00721419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75954e-07, 0, 0.00721402, 0
21.577, 0, 0.00707722, 0, 1.41421, -0.00707722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70917e-07, 0, 0.00707705, 0
21.5849, 0, 0.00694323, 0, 1.41421, -0.00694323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65983e-07, 0, 0.00694306, 0
21.5928, 0, 0.00681214, 0, 1.41421, -0.00681214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61179e-07, 0, 0.00681198, 0
21.6007, 0, 0.00668387, 0, 1.41421, -0.00668387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5653e-07, 0, 0.00668371, 0
21.6086, 0, 0.00655843, 0, 1.41421, -0.00655843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52062e-07, 0, 0.00655828, 0
21.6165, 0, 0.00643573, 0, 1.41421, -0.00643573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47792e-07, 0, 0.00643559, 0
21.6244, 0, 0.00631565, 0, 1.41421, -0.00631565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43733e-07, 0, 0.0063155, 0
21.6323, 0, 0.00619823, 0, 1.41421, -0.00619823, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39901e-07, 0, 0.00619809, 0
21.6402, 0, 0.00608333, 0, 1.41421, -0.00608333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.363e-07, 0, 0.00608319, 0
21.6481, 0, 0.00597092, 0, 1.41421, -0.00597092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32938e-07, 0, 0.00597078, 0
21.656, 0, 0.00586091, 0, 1.41421, -0.00586091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29814e-07, 0, 0.00586078, 0
21.6639, 0, 0.00575319, 0, 1.41421, -0.00575319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26927e-07, 0, 0.00575307, 0
21.6718, 0, 0.00564776, 0, 1.41421, -0.00564776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24274e-07, 0, 0.00564764, 0
21.6796, 0, 0.00554451, 0, 1.41421, -0.00554451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2185e-07, 0, 0.00554439, 0
21.6875, 0, 0.00544333, 0, 1.41421, -0.00544333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19646e-07, 0, 0.00544321, 0
21.6954, 0, 0.00534421, 0, 1.41421, -0.00534421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17653e-07, 0, 0.0053441, 0
21.7033, 0, 0.00524706, 0, 1.41421, -0.00524706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15861e-07, 0, 0.00524695, 0
21.7112, 0, 0.00515178, 0, 1.41421, -0.00515178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14257e-07, 0, 0.00515167, 0
21.7191, 0, 0.00505834, 0, 1.41421, -0.00505834, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12831e-07, 0, 0.00505823, 0
21.727, 0, 0.00496666, 0, 1.41421, -0.00496666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1157e-07, 0, 0.00496654, 0
21.7349, 0, 0.00487662, 0, 1.41421, -0.00487662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10461e-07, 0, 0.00487651, 0
21.7428, 0, 0.00478824, 0, 1.41421, -0.00478824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09492e-07, 0, 0.00478813, 0
21.7507, 0, 0.00470141, 0, 1.41421, -0.00470141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0865e-07, 0, 0.0047013, 0
21.7586, 0, 0.0046161, 0, 1.41421, -0.0046161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07923e-07, 0, 0.00461599, 0
21.7665, 0, 0.00453222, 0, 1.41421, -0.00453222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07301e-07, 0, 0.00453211, 0
21.7744, 0, 0.00444971, 0, 1.41421, -0.00444971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06771e-07, 0, 0.0044496, 0
21.7823, 0, 0.00436854, 0, 1.41421, -0.00436854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06325e-07, 0, 0.00436844, 0
21.7902, 2, 0.00428865, 0, 2, 1.99571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05952e-07, 0, 0.00428855, 0
21.7981, 0, 0.00420997, 0, 1.41421, -0.00420997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05643e-07, 0, 0.00420986, 0
21.806, 0, 0.00413248, 0, 1.41421, -0.00413248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05391e-07, 0, 0.00413237, 0
21.8139, 0, 0.00405612, 0, 1.41421, -0.00405612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05189e-07, 0, 0.00405601, 0
21.8218, 0, 0.00398082, 0, 1.41421, -0.00398082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05029e-07, 0, 0.00398072, 0
21.8297, 0, 0.0039066, 0, 1.41421, -0.0039066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04906e-07, 0, 0.00390649, 0
21.8376, 0, 0.00383338, 0, 1.41421, -0.00383338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04814e-07, 0, 0.00383327, 0
21.8455, 0, 0.00376109, 0, 1.41421, -0.00376109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04749e-07, 0, 0.00376099, 0
21.8533, 0, 0.00368979, 0, 1.41421, -0.00368979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04707e-07, 0, 0.00368968, 0
21.8612, 0, 0.00361937, 0, 1.41421, -0.00361937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04685e-07, 0, 0.00361927, 0
21.8691, 0, 0.00354985, 0, 1.41421, -0.00354985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04678e-07, 0, 0.00354975, 0
21.877, 0, 0.00348119, 0, 1.41421, -0.00348119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04685e-07, 0, 0.00348108, 0
21.8849, 0, 0.00341334, 0, 1.41421, -0.00341334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04703e-07, 0, 0.00341323, 0
21.8928, 0, 0.00334631, 0, 1.41421, -0.00334631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04731e-07, 0, 0.00334621, 0
21.9007, 0, 0.00328008, 0, 1.41421, -0.00328008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04766e-07, 0, 0.00327997, 0
21.9086, 0, 0.0032146, 0, 1.41421, -0.0032146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04807e-07, 0, 0.0032145, 0
21.9165, 0, 0.0031499, 0, 1.41421, -0.0031499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04854e-07, 0, 0.00314979, 0
21.9244, 0, 0.00308594, 0, 1.41421, -0.00308594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04904e-07, 0, 0.00308584, 0
21.9323, 0, 0.0030227, 0, 1.41421, -0.0030227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04958e-07, 0, 0.0030226, 0
21.9402, 0, 0.0029602, 0, 1.41421, -0.0029602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05014e-07, 0, 0.00296009, 0
21.9481, 0, 0.0028984, 0, 1.41421, -0.0028984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05073e-07, 0, 0.00289829, 0
21.956, 0, 0.0028373, 0, 1.41421, -0.0028373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05133e-07, 0, 0.0028372, 0
21.9639, 0, 0.00277692, 0, 1.41421, -0.00277692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05195e-07, 0, 0.00277682, 0
21.9718, 0, 0.00271723, 0, 1.41421, -0.00271723, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05259e-07, 0, 0.00271712, 0
21.9797, 0, 0.00265824, 0, 1.41421, -0.00265824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05324e-07, 0, 0.00265813, 0
21.9876, 0, 0.00259994, 0, 1.41421, -0.00259994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05392e-07, 0, 0.00259983, 0
21.9955, 0, 0.00254231, 0, 1.41421, -0.00254231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05463e-07, 0, 0.0025422, 0
22.0034, 0, 0.00248538, 0, 1.41421, -0.00248538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0554e-07, 0, 0.00248528, 0
22.0113, 0, 0.00242914, 0, 1.41421, -0.00242914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05627e-07, 0, 0.00242904, 0
22.0191, 0, 0.00237357, 0, 1.41421, -0.00237357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05742e-07, 0, 0.00237347, 0
22.027, 0, 0.0023187, 0, 1.41421, -0.0023187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06059e-07, 0, 0.00231859, 0
22.0349, 0, 0.00226452, 0, 1.41421, -0.00226452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06332e-07, 0, 0.00226441, 0
22.0428, 0, 0.00221101, 0, 1.41421, -0.00221101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06705e-07, 0, 0.00221091, 0
22.0507, 0, 0.00215822, 0, 1.41421, -0.00215822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0752e-07, 0, 0.00215811, 0
22.0586, 0, 0.00210611, 0, 1.41421, -0.00210611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08408e-07, 0, 0.002106, 0
22.0665, 0, 0.0020547, 0, 1.41421, -0.0020547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09583e-07, 0, 0.00205459, 0
22.0744, 0, 0.00200403, 0, 1.41421, -0.00200403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11217e-07, 0, 0.00200391, 0
22.0823, 0, 0.00195406, 0, 1.41421, -0.00195406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13503e-07, 0, 0.00195394, 0
22.0902, 0, 0.00190483, 0, 1.41421, -0.00190483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16699e-07, 0, 0.00190471, 0
22.0981, 0, 0.00185634, 0, 1.41421, -0.00185634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21159e-07, 0, 0.00185622, 0
22.106, 0, 0.0018086, 0, 1.41421, -0.0018086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27365e-07, 0, 0.00180847, 0
22.1139, 0, 0.00176164, 0, 1.41421, -0.00176164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35968e-07, 0, 0.0017615, 0
22.1218, 0, 0.00171547, 0, 1.41421, -0.00171547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47851e-07, 0, 0.00171532, 0
22.1297, 2, 0.00167008, 0, 2, 1.99833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64202e-07, 0, 0.00166992, 0
22.1376, 0, 0.00162553, 0, 1.41421, -0.00162553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86591e-07, 0, 0.00162534, 0
22.1455, 0, 0.00158181, 0, 1.41421, -0.00158181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17121e-07, 0, 0.0015816, 0
22.1534, 0, 0.00153895, 0, 1.41421, -0.00153895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58573e-07, 0, 0.00153869, 0
22.1613, 0, 0.00149698, 0, 1.41421, -0.00149698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14572e-07, 0, 0.00149667, 0
22.1692, 0, 0.00145591, 0, 1.41421, -0.00145591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89908e-07, 0, 0.00145552, 0
22.1771, 0, 0.00141576, 0, 1.41421, -0.00141576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90765e-07, 0, 0.00141527, 0
22.185, 0, 0.00137658, 0, 1.41421, -0.00137658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.25121e-07, 0, 0.00137596, 0
22.1929, 0, 0.00133837, 0, 1.41421, -0.00133837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03346e-07, 0, 0.00133757, 0
22.2007, 0, 0.00130118, 0, 1.41421, -0.00130118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03853e-06, 0, 0.00130014, 0
22.2086, 0, 0.00126502, 0, 1.41421, -0.00126502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34749e-06, 0, 0.00126367, 0
22.2165, 0, 0.00122992, 0, 1.41421, -0.00122992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75154e-06, 0, 0.00122817, 0
22.2244, 0, 0.00119593, 0, 1.41421, -0.00119593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27718e-06, 0, 0.00119365, 0
22.2323, 0, 0.00116307, 0, 1.41421, -0.00116307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9579e-06, 0, 0.00116012, 0
22.2402, 0, 0.00113139, 0, 1.41421, -0.00113139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83549e-06, 0, 0.00112756, 0
22.2481, 0, 0.00110095, 0, 1.41421, -0.00110095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96093e-06, 0, 0.00109598, 0
22.256, 0, 0.00107179, 0, 1.41421, -0.00107179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39764e-06, 0, 0.00106539, 0
22.2639, 0, 0.00104398, 0, 1.41421, -0.00104398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.22342e-06, 0, 0.00103575, 0
22.2718, 0, 0.00101761, 0, 1.41421, -0.00101761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05313e-05, 0, 0.00100707, 0
22.2797, 0, 0.000992763, 0, 1.41421, -0.000992763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34362e-05, 0, 0.000979327, 0
22.2876, 0, 0.000969571, 0, 1.41421, -0.000969571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70739e-05, 0, 0.000952497, 0
22.2955, 0, 0.000948174, 0, 1.41421, -0.000948174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16061e-05, 0, 0.000926568, 0
22.3034, 0, 0.000928729, 0, 1.41421, -0.000928729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72282e-05, 0, 0.000901501, 0
22.3113, 0, 0.000911446, 0, 1.41421, -0.000911446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41652e-05, 0, 0.00087728, 0
22.3192, 0, 0.000896554, 0, 1.41421, -0.000896554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26848e-05, 0, 0.000853869, 0
22.3271, 0, 0.000884328, 0, 1.41421, -0.000884328, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30999e-05, 0, 0.000831229, 0
22.335, 0, 0.000875099, 0, 1.41421, -0.000875099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.57639e-05, 0, 0.000809335, 0
22.3429, 0, 0.000869238, 0, 1.41421, -0.000869238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10902e-05, 0, 0.000788148, 0
22.3508, 0, 0.000867177, 0, 1.41421, -0.000867177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.95525e-05, 0, 0.000767624, 0
22.3587, 0, 0.000869409, 0, 1.41421, -0.000869409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000121672, 0, 0.000747737, 0
22.3665, 0, 0.00087649, 0, 1.41421, -0.00087649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000148047, 0, 0.000728443, 0
22.3744, 0, 0.000889048, 0, 1.41421, -0.000889048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00017935, 0, 0.000709698, 0
22.3823, 0, 0.000907772, 0, 1.41421, -0.000907772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000216297, 0, 0.000691475, 0
22.3902, 0, 0.000933444, 0, 1.41421, -0.000933444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00025972, 0, 0.000673724, 0
22.3981, 0, 0.000966872, 0, 1.41421, -0.000966872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000310448, 0, 0.000656424, 0
22.406, 0, 0.00100897, 0, 1.41421, -0.00100897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000369437, 0, 0.000639533, 0
