   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_280.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.174092, 0, 7.41077e-17, 0, 1.41421, -7.41077e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8146e-19, 0, 1.73112e-21, 1.53191e-20, 0, 7.32092e-17, 0, 0, 0
0.181975, 0, 1.53637e-16, 0, 1.41421, -1.53637e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8274e-18, 0, 3.64832e-21, 3.22979e-20, 0, 1.51774e-16, 0, 0, 0
0.189857, 0, 3.14867e-16, 0, 1.41421, -3.14867e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74509e-18, 0, 7.60326e-21, 6.73303e-20, 0, 3.11047e-16, 0, 0, 0
0.197739, 0, 6.38064e-16, 0, 1.41421, -6.38064e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58921e-18, 0, 1.56734e-20, 1.38827e-19, 0, 6.3032e-16, 0, 0, 0
0.205622, 0, 1.2788e-15, 0, 1.41421, -1.2788e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52102e-17, 0, 3.1966e-20, 2.83194e-19, 0, 1.26328e-15, 0, 0, 0
0.213504, 0, 2.53533e-15, 0, 1.41421, -2.53533e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01552e-17, 0, 6.45163e-20, 5.7168e-19, 0, 2.50454e-15, 0, 0, 0
0.221386, 0, 4.97321e-15, 0, 1.41421, -4.97321e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91508e-17, 0, 1.28882e-19, 1.1423e-18, 0, 4.91279e-15, 0, 0, 0
0.229269, 0, 9.6534e-15, 0, 1.41421, -9.6534e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14815e-16, 0, 2.54881e-19, 2.25978e-18, 0, 9.53607e-15, 0, 0, 0
0.237151, 0, 1.85452e-14, 0, 1.41421, -1.85452e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20571e-16, 0, 4.99087e-19, 4.42687e-18, 0, 1.83197e-14, 0, 0, 0
0.245033, 0, 3.52656e-14, 0, 1.41421, -3.52656e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19434e-16, 0, 9.67839e-19, 8.58932e-18, 0, 3.48366e-14, 0, 0, 0
0.252916, 0, 6.63882e-14, 0, 1.41421, -6.63882e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.89586e-16, 0, 1.85903e-18, 1.65095e-17, 0, 6.55802e-14, 0, 0, 0
0.260798, 0, 1.23737e-13, 0, 1.41421, -1.23737e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47165e-15, 0, 3.5375e-18, 3.14408e-17, 0, 1.22231e-13, 0, 0, 0
0.268681, 0, 2.28361e-13, 0, 1.41421, -2.28361e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71597e-15, 0, 6.66965e-18, 5.93353e-17, 0, 2.25579e-13, 0, 0, 0
0.276563, 0, 4.17352e-13, 0, 1.41421, -4.17352e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96366e-15, 0, 1.2462e-17, 1.10986e-16, 0, 4.12265e-13, 0, 0, 0
0.284445, 0, 7.55396e-13, 0, 1.41421, -7.55396e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.98409e-15, 0, 2.30795e-17, 2.05791e-16, 0, 7.46183e-13, 0, 0, 0
0.292328, 0, 1.35418e-12, 0, 1.41421, -1.35418e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61056e-14, 0, 4.2375e-17, 3.78354e-16, 0, 1.33765e-12, 0, 0, 0
0.30021, 0, 2.40459e-12, 0, 1.41421, -2.40459e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85988e-14, 0, 7.71503e-17, 6.89838e-16, 0, 2.37522e-12, 0, 0, 0
0.308092, 0, 4.22958e-12, 0, 1.41421, -4.22958e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03055e-14, 0, 1.39321e-16, 1.24755e-15, 0, 4.17788e-12, 0, 0, 0
0.315975, 0, 7.37013e-12, 0, 1.41421, -7.37013e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.7662e-14, 0, 2.49619e-16, 2.23833e-15, 0, 7.27998e-12, 0, 0, 0
0.323857, 0, 1.27301e-11, 0, 1.41421, -1.27301e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51426e-13, 0, 4.44779e-16, 3.99247e-15, 0, 1.25742e-11, 0, 0, 0
0.331739, 0, 2.1772e-11, 9.52883e-44, 1.41421, -2.1772e-11, 9.52883e-44, 0, 9.52883e-44, 9.52883e-44, 9.52883e-44, 9.52883e-44, 9.52883e-44, 9.52883e-44, 9.52883e-44, 9.52883e-44, 9.52883e-44, 9.52883e-44, 2.59005e-13, 9.52883e-44, 7.85233e-16, 7.05529e-15, 9.52883e-44, 2.15052e-11, 9.52883e-44, 9.52883e-44, 9.52883e-44
0.339622, 0, 3.68955e-11, 1.71099e-42, 1.41421, -3.68955e-11, 1.71099e-42, 0, 1.71099e-42, 1.71099e-42, 1.71099e-42, 1.71099e-42, 1.71099e-42, 1.71099e-42, 1.71099e-42, 1.71099e-42, 1.71099e-42, 1.71099e-42, 4.38972e-13, 1.71099e-42, 1.37695e-15, 1.23795e-14, 1.71099e-42, 3.64428e-11, 1.71099e-42, 1.71099e-42, 1.71099e-42
0.347504, 0, 6.19554e-11, 2.5236e-41, 1.41421, -6.19554e-11, 2.5236e-41, 0, 2.5236e-41, 2.5236e-41, 2.5236e-41, 2.5236e-41, 2.5236e-41, 2.5236e-41, 2.5236e-41, 2.5236e-41, 2.5236e-41, 2.5236e-41, 7.37254e-13, 2.5236e-41, 2.39939e-15, 2.15752e-14, 2.5236e-41, 6.11942e-11, 2.5236e-41, 2.5236e-41, 2.5236e-41
0.355387, 0, 1.03096e-10, 3.28752e-40, 1.41421, -1.03096e-10, 3.28752e-40, 0, 3.28752e-40, 3.28752e-40, 3.28752e-40, 3.28752e-40, 3.28752e-40, 3.28752e-40, 3.28752e-40, 3.28752e-40, 3.28752e-40, 3.28752e-40, 1.22709e-12, 3.28752e-40, 4.15686e-15, 3.73618e-14, 3.28752e-40, 1.01827e-10, 3.28752e-40, 3.28752e-40, 3.28752e-40
0.363269, 0, 1.70012e-10, 3.83259e-39, 1.41421, -1.70012e-10, 3.83259e-39, 0, 3.83259e-39, 3.83259e-39, 3.83259e-39, 3.83259e-39, 3.83259e-39, 3.83259e-39, 3.83259e-39, 3.83259e-39, 3.83259e-39, 3.83259e-39, 2.02417e-12, 3.83259e-39, 7.16388e-15, 6.43141e-14, 3.83259e-39, 1.67917e-10, 3.83259e-39, 3.83259e-39, 3.83259e-39
0.371151, 0, 2.77858e-10, 4.03306e-38, 1.41421, -2.77858e-10, 4.03306e-38, 0, 4.03306e-38, 4.03306e-38, 4.03306e-38, 4.03306e-38, 4.03306e-38, 4.03306e-38, 4.03306e-38, 4.03306e-38, 4.03306e-38, 4.03306e-38, 3.30946e-12, 4.03306e-38, 1.22888e-14, 1.10102e-13, 4.03306e-38, 2.74426e-10, 4.03306e-38, 4.03306e-38, 4.03306e-38
0.379034, 0, 4.50082e-10, 3.85115e-37, 1.41421, -4.50082e-10, 3.85115e-37, 0, 3.85115e-37, 3.85115e-37, 3.85115e-37, 3.85115e-37, 3.85115e-37, 3.85115e-37, 3.85115e-37, 3.85115e-37, 3.85115e-37, 3.85115e-37, 5.36339e-12, 3.85115e-37, 2.0995e-14, 1.87552e-13, 3.85115e-37, 4.4451e-10, 3.85115e-37, 3.85115e-37, 3.85115e-37
0.386916, 0, 7.22621e-10, 3.35779e-36, 1.41421, -7.22621e-10, 3.35779e-36, 0, 3.35779e-36, 3.35779e-36, 3.35779e-36, 3.35779e-36, 3.35779e-36, 3.35779e-36, 3.35779e-36, 3.35779e-36, 3.35779e-36, 3.35779e-36, 8.61646e-12, 3.35779e-36, 3.57473e-14, 3.18072e-13, 3.35779e-36, 7.13651e-10, 3.35779e-36, 3.35779e-36, 3.35779e-36
0.394798, 0, 1.15002e-09, 2.68505e-35, 1.41421, -1.15002e-09, 2.68505e-35, 0, 2.68505e-35, 2.68505e-35, 2.68505e-35, 2.68505e-35, 2.68505e-35, 2.68505e-35, 2.68505e-35, 2.68505e-35, 2.68505e-35, 2.68505e-35, 1.37234e-11, 2.68505e-35, 6.06964e-14, 5.37362e-13, 2.68505e-35, 1.1357e-09, 2.68505e-35, 2.68505e-35, 2.68505e-35
0.402681, 0, 1.81426e-09, 1.97859e-34, 1.41421, -1.81426e-09, 1.97859e-34, 0, 1.97859e-34, 1.97859e-34, 1.97859e-34, 1.97859e-34, 1.97859e-34, 1.97859e-34, 1.97859e-34, 1.97859e-34, 1.97859e-34, 1.97859e-34, 2.1671e-11, 1.97859e-34, 1.02833e-13, 9.04936e-13, 1.97859e-34, 1.79158e-09, 1.97859e-34, 1.97859e-34, 1.97859e-34
0.410563, 0, 2.83739e-09, 1.37651e-33, 1.41421, -2.83739e-09, 1.37651e-33, 0, 1.37651e-33, 1.37651e-33, 1.37651e-33, 1.37651e-33, 1.37651e-33, 1.37651e-33, 1.37651e-33, 1.37651e-33, 1.37651e-33, 1.37651e-33, 3.3933e-11, 1.37651e-33, 1.73932e-13, 1.52002e-12, 1.37651e-33, 2.80177e-09, 1.37651e-33, 1.37651e-33, 1.37651e-33
0.418445, 0, 4.39942e-09, 8.63929e-33, 1.41421, -4.39942e-09, 8.63929e-33, 0, 8.63929e-33, 8.63929e-33, 8.63929e-33, 8.63929e-33, 8.63929e-33, 8.63929e-33, 8.63929e-33, 8.63929e-33, 8.63929e-33, 8.63929e-33, 5.2691e-11, 8.63929e-33, 2.93827e-13, 2.54811e-12, 8.63929e-33, 4.34389e-09, 8.63929e-33, 8.63929e-33, 8.63929e-33
0.426328, 0, 6.76323e-09, 5.34616e-32, 1.41421, -6.76323e-09, 5.34616e-32, 0, 5.34616e-32, 5.34616e-32, 5.34616e-32, 5.34616e-32, 5.34616e-32, 5.34616e-32, 5.34616e-32, 5.34616e-32, 5.34616e-32, 5.34616e-32, 8.1147e-11, 5.34616e-32, 4.95908e-13, 4.26548e-12, 5.34616e-32, 6.67733e-09, 5.34616e-32, 5.34616e-32, 5.34616e-32
0.43421, 0, 1.03093e-08, 2.99893e-31, 1.41421, -1.03093e-08, 2.99893e-31, 0, 2.99893e-31, 2.99893e-31, 2.99893e-31, 2.99893e-31, 2.99893e-31, 2.99893e-31, 2.99893e-31, 2.99893e-31, 2.99893e-31, 2.99893e-31, 1.23961e-10, 2.99893e-31, 8.36335e-13, 7.13343e-12, 2.99893e-31, 1.01773e-08, 2.99893e-31, 2.99893e-31, 2.99893e-31
0.442093, 0, 1.55829e-08, 1.61986e-30, 1.41421, -1.55829e-08, 1.61986e-30, 0, 1.61986e-30, 1.61986e-30, 1.61986e-30, 1.61986e-30, 1.61986e-30, 1.61986e-30, 1.61986e-30, 1.61986e-30, 1.61986e-30, 1.61986e-30, 1.87857e-10, 1.61986e-30, 1.40939e-12, 1.19222e-11, 1.61986e-30, 1.53817e-08, 1.61986e-30, 1.61986e-30, 1.61986e-30
0.449975, 0, 2.33585e-08, 8.29659e-30, 1.41421, -2.33585e-08, 8.29659e-30, 0, 8.29659e-30, 8.29659e-30, 8.29659e-30, 8.29659e-30, 8.29659e-30, 8.29659e-30, 8.29659e-30, 8.29659e-30, 8.29659e-30, 8.29659e-30, 2.82466e-10, 8.29659e-30, 2.37295e-12, 1.99171e-11, 8.29659e-30, 2.30538e-08, 8.29659e-30, 8.29659e-30, 8.29659e-30
0.457857, 0, 3.47265e-08, 4.01205e-29, 1.41421, -3.47265e-08, 4.01205e-29, 0, 4.01205e-29, 4.01205e-29, 4.01205e-29, 4.01205e-29, 4.01205e-29, 4.01205e-29, 4.01205e-29, 4.01205e-29, 4.01205e-29, 4.01205e-29, 4.21468e-10, 4.01205e-29, 3.99045e-12, 3.32597e-11, 4.01205e-29, 3.42677e-08, 4.01205e-29, 4.01205e-29, 4.01205e-29
0.46574, 0, 5.12067e-08, 1.86117e-28, 1.41421, -5.12067e-08, 1.86117e-28, 0, 1.86117e-28, 1.86117e-28, 1.86117e-28, 1.86117e-28, 1.86117e-28, 1.86117e-28, 1.86117e-28, 1.86117e-28, 1.86117e-28, 1.86117e-28, 6.2415e-10, 1.86117e-28, 6.69953e-12, 5.55084e-11, 1.86117e-28, 5.05204e-08, 1.86117e-28, 1.86117e-28, 1.86117e-28
0.473622, 0, 7.49008e-08, 8.24348e-28, 1.41421, -7.49008e-08, 8.24348e-28, 0, 8.24348e-28, 8.24348e-28, 8.24348e-28, 8.24348e-28, 8.24348e-28, 8.24348e-28, 8.24348e-28, 8.24348e-28, 8.24348e-28, 8.24348e-28, 9.17519e-10, 8.24348e-28, 1.12236e-11, 9.25557e-11, 8.24348e-28, 7.38795e-08, 8.24348e-28, 8.24348e-28, 8.24348e-28
0.481504, 0, 1.08688e-07, 3.47937e-27, 1.41421, -1.08688e-07, 3.47937e-27, 0, 3.47937e-27, 3.47937e-27, 3.47937e-27, 3.47937e-27, 3.47937e-27, 3.47937e-27, 3.47937e-27, 3.47937e-27, 3.47937e-27, 3.47937e-27, 1.3391e-09, 3.47937e-27, 1.87511e-11, 1.5411e-10, 3.47937e-27, 1.07176e-07, 3.47937e-27, 3.47937e-27, 3.47937e-27
0.489387, 0, 1.56476e-07, 1.40079e-26, 1.41421, -1.56476e-07, 1.40079e-26, 0, 1.40079e-26, 1.40079e-26, 1.40079e-26, 1.40079e-26, 1.40079e-26, 1.40079e-26, 1.40079e-26, 1.40079e-26, 1.40079e-26, 1.40079e-26, 1.94071e-09, 1.40079e-26, 3.12214e-11, 2.56073e-10, 1.40079e-26, 1.54248e-07, 1.40079e-26, 1.40079e-26, 1.40079e-26
0.497269, 0, 2.23533e-07, 5.38782e-26, 1.41421, -2.23533e-07, 5.38782e-26, 0, 5.38782e-26, 5.38782e-26, 5.38782e-26, 5.38782e-26, 5.38782e-26, 5.38782e-26, 5.38782e-26, 2.41439e-12, 5.38782e-26, 5.38782e-26, 2.79338e-09, 5.38782e-26, 5.17769e-11, 4.24307e-10, 5.38782e-26, 2.20261e-07, 5.38782e-26, 5.38782e-26, 5.38782e-26
0.505151, 0, 3.16887e-07, 1.98363e-25, 1.41421, -3.16887e-07, 1.98363e-25, 0, 1.98363e-25, 1.98363e-25, 1.98363e-25, 1.98363e-25, 1.98363e-25, 1.98363e-25, 1.98363e-25, 8.59117e-12, 1.98363e-25, 1.98363e-25, 3.99388e-09, 1.98363e-25, 8.54691e-11, 7.0053e-10, 1.98363e-25, 3.12099e-07, 1.98363e-25, 1.98363e-25, 1.98363e-25
0.513034, 0, 4.45845e-07, 7.04994e-25, 1.41421, -4.45845e-07, 7.04994e-25, 0, 7.04994e-25, 7.04994e-25, 7.04994e-25, 7.04994e-25, 7.04994e-25, 7.04994e-25, 7.04994e-25, 2.38345e-11, 7.04994e-25, 7.04994e-25, 5.67316e-09, 7.04994e-25, 1.40351e-10, 1.15142e-09, 7.04994e-25, 4.38857e-07, 7.04994e-25, 7.04994e-25, 7.04994e-25
0.520916, 0, 6.26044e-07, 2.61208e-10, 1.41421, -6.26044e-07, 2.61558e-10, 2.61208e-10, 2.61242e-10, 2.6129e-10, 2.61293e-10, 8.24524e-10, 2.7305e-10, 2.62288e-10, 2.80111e-10, 4.35892e-10, 6.56125e-10, 2.1823e-09, 8.26873e-09, 2.63961e-10, 4.9036e-10, 2.14375e-09, 2.6121e-10, 6.12803e-07, 2.61208e-10, 2.61208e-10, 2.94268e-10
0.528799, 0, 8.75236e-07, 9.15664e-10, 1.41421, -8.75236e-07, 9.16901e-10, 9.15664e-10, 9.15785e-10, 9.15956e-10, 9.15963e-10, 2.90833e-09, 9.57554e-10, 9.19484e-10, 9.82533e-10, 1.46539e-09, 2.31264e-09, 7.71132e-09, 1.21479e-08, 9.25402e-10, 1.28754e-09, 3.97487e-09, 9.15673e-10, 8.49596e-07, 9.15664e-10, 9.15664e-10, 1.03261e-09
0.536681, 0, 1.22154e-06, 2.51162e-09, 1.41421, -1.22154e-06, 2.51503e-09, 2.51162e-09, 2.51195e-09, 2.51243e-09, 2.51245e-09, 8.01046e-09, 2.62722e-09, 2.52216e-09, 2.69615e-09, 3.96513e-09, 6.36662e-09, 2.12645e-08, 1.81713e-08, 2.53849e-09, 3.11111e-09, 7.44884e-09, 2.51164e-09, 1.17012e-06, 2.51162e-09, 2.51162e-09, 2.83434e-09
0.544563, 0, 1.70821e-06, 6.29894e-09, 1.41421, -1.70821e-06, 6.30753e-09, 6.29894e-09, 6.29978e-09, 6.30097e-09, 6.30102e-09, 2.01461e-08, 6.59004e-09, 6.32548e-09, 6.76362e-09, 9.86993e-09, 1.60066e-08, 5.35225e-08, 2.80007e-08, 6.36661e-09, 7.25864e-09, 1.4207e-08, 6.299e-09, 1.60162e-06, 6.29894e-09, 6.29894e-09, 7.11161e-09
0.552446, 0, 2.40644e-06, 1.50509e-08, 1.41421, -2.40644e-06, 1.50715e-08, 1.50509e-08, 1.50529e-08, 1.50558e-08, 1.50559e-08, 4.8224e-08, 1.57483e-08, 1.51145e-08, 1.61641e-08, 2.34479e-08, 3.83071e-08, 1.28182e-07, 4.49491e-08, 1.5213e-08, 1.65761e-08, 2.7614e-08, 1.50511e-08, 2.18048e-06, 1.50509e-08, 1.50509e-08, 1.69978e-08
0.560328, 0, 3.44096e-06, 3.47355e-08, 1.41421, -3.44096e-06, 3.47831e-08, 3.47355e-08, 3.47402e-08, 3.47468e-08, 3.4747e-08, 1.11435e-07, 3.63479e-08, 3.48825e-08, 3.73094e-08, 5.50292e-08, 8.85065e-08, 2.96307e-07, 7.56864e-08, 3.51104e-08, 3.71414e-08, 5.45504e-08, 3.47359e-08, 2.95617e-06, 3.47355e-08, 3.47355e-08, 3.92369e-08
0.56821, 0, 5.03671e-06, 7.78324e-08, 1.41421, -5.03671e-06, 7.79392e-08, 7.78324e-08, 7.78428e-08, 7.78576e-08, 7.78583e-08, 2.49948e-07, 8.14506e-08, 7.81623e-08, 8.36081e-08, 1.25465e-07, 1.98496e-07, 6.64805e-07, 1.336e-07, 7.86735e-08, 8.15984e-08, 1.08777e-07, 7.78332e-08, 3.99801e-06, 7.78324e-08, 7.78324e-08, 8.79336e-08
0.576093, 0, 7.63305e-06, 1.69686e-07, 1.41421, -7.63305e-06, 1.69919e-07, 1.69686e-07, 1.69708e-07, 1.69741e-07, 1.69742e-07, 5.45422e-07, 1.77584e-07, 1.70406e-07, 1.82294e-07, 3.00574e-07, 4.33098e-07, 1.45107e-06, 2.452e-07, 1.71522e-07, 1.75535e-07, 2.17569e-07, 1.69687e-07, 5.40689e-06, 1.69686e-07, 1.69686e-07, 1.91737e-07
0.583975, 0, 1.20165e-05, 3.60294e-07, 1.41421, -1.20165e-05, 3.6079e-07, 3.60294e-07, 3.60343e-07, 3.60411e-07, 3.60414e-07, 1.15913e-06, 3.77088e-07, 3.61826e-07, 3.87101e-07, 6.76855e-07, 9.20322e-07, 3.08458e-06, 4.61973e-07, 3.64198e-07, 3.69309e-07, 4.33697e-07, 3.60298e-07, 7.33596e-06, 3.60294e-07, 3.60294e-07, 4.07177e-07
0.591857, 0, 1.96694e-05, 7.45449e-07, 1.41421, -1.96694e-05, 7.46476e-07, 7.45449e-07, 7.45549e-07, 7.45691e-07, 7.45698e-07, 2.4004e-06, 7.8024e-07, 7.48621e-07, 8.00985e-07, 1.46764e-06, 1.90566e-06, 6.38937e-06, 8.81603e-07, 7.53537e-07, 7.59239e-07, 8.56924e-07, 7.45456e-07, 1.00264e-05, 7.45449e-07, 7.45449e-07, 8.42575e-07
0.59974, 0, 3.3323e-05, 1.50347e-06, 1.41421, -3.3323e-05, 1.50555e-06, 1.50347e-06, 1.50367e-06, 1.50396e-06, 1.50397e-06, 4.84588e-06, 1.57374e-06, 1.50988e-06, 1.61563e-06, 3.09897e-06, 3.84669e-06, 1.29022e-05, 1.6848e-06, 1.51981e-06, 1.5244e-06, 1.67121e-06, 1.50349e-06, 1.38686e-05, 1.50347e-06, 1.50347e-06, 1.69963e-06
