   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_217.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.141561, 0, 6.88531e-18, 0, 1.41421, -6.88531e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77934e-20, 0, 0, 0, 6.81751e-18, 0, 0, 0
0.149445, 0, 1.49851e-17, 0, 1.41421, -1.49851e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47544e-19, 0, 0, 0, 1.48375e-17, 0, 0, 0
0.15733, 0, 3.21984e-17, 0, 1.41421, -3.21984e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17028e-19, 0, 0, 0, 3.18813e-17, 0, 0, 0
0.165215, 0, 6.83294e-17, 0, 1.41421, -6.83294e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72778e-19, 0, 0, 0, 6.76566e-17, 0, 0, 0
0.173099, 0, 1.43261e-16, 0, 1.41421, -1.43261e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41056e-18, 0, 0, 0, 1.4185e-16, 0, 0, 0
0.180984, 0, 2.9684e-16, 0, 1.41421, -2.9684e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92271e-18, 0, 0, 0, 2.93918e-16, 0, 0, 0
0.188868, 0, 6.08014e-16, 0, 1.41421, -6.08014e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98655e-18, 0, 0, 0, 6.02027e-16, 0, 0, 0
0.196753, 0, 1.23143e-15, 0, 1.41421, -1.23143e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21247e-17, 0, 0, 0, 1.2193e-15, 0, 0, 0
0.204638, 0, 2.46664e-15, 0, 1.41421, -2.46664e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42866e-17, 0, 0, 0, 2.44235e-15, 0, 0, 0
0.212522, 0, 4.88755e-15, 0, 1.41421, -4.88755e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81229e-17, 0, 0, 0, 4.83942e-15, 0, 0, 0
0.220407, 0, 9.58176e-15, 0, 1.41421, -9.58176e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.4342e-17, 0, 0, 0, 9.48742e-15, 0, 0, 0
0.228291, 0, 1.85884e-14, 0, 1.41421, -1.85884e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8302e-16, 0, 0, 0, 1.84054e-14, 0, 0, 0
0.236176, 0, 3.56899e-14, 0, 1.41421, -3.56899e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51399e-16, 0, 0, 0, 3.53385e-14, 0, 0, 0
0.244061, 0, 6.78287e-14, 0, 1.41421, -6.78287e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67833e-16, 0, 0, 0, 6.71608e-14, 0, 0, 0
0.251945, 0, 1.27615e-13, 0, 1.41421, -1.27615e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25648e-15, 0, 0, 0, 1.26359e-13, 0, 0, 0
0.25983, 0, 2.37717e-13, 0, 1.41421, -2.37717e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34052e-15, 0, 0, 0, 2.35376e-13, 0, 0, 0
0.267714, 0, 4.38461e-13, 0, 1.41421, -4.38461e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.317e-15, 0, 0, 0, 4.34144e-13, 0, 0, 0
0.275599, 0, 8.00862e-13, 0, 1.41421, -8.00862e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.88516e-15, 0, 0, 0, 7.92977e-13, 0, 0, 0
0.283484, 0, 1.4487e-12, 0, 1.41421, -1.4487e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42637e-14, 0, 0, 0, 1.43443e-12, 0, 0, 0
0.291368, 0, 2.59553e-12, 0, 1.41421, -2.59553e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55557e-14, 0, 0, 0, 2.56998e-12, 0, 0, 0
0.299253, 0, 4.60614e-12, 0, 1.41421, -4.60614e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53532e-14, 0, 0, 0, 4.56079e-12, 0, 0, 0
0.307137, 0, 8.09731e-12, 0, 1.41421, -8.09731e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.97308e-14, 0, 0, 0, 8.01758e-12, 0, 0, 0
0.315022, 0, 1.41015e-11, 0, 1.41421, -1.41015e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38859e-13, 0, 0, 0, 1.39626e-11, 0, 0, 0
0.322907, 0, 2.43428e-11, 0, 1.41421, -2.43428e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39727e-13, 0, 0, 0, 2.41031e-11, 0, 0, 0
0.330791, 0, 4.16089e-11, 9.66896e-44, 1.41421, -4.16089e-11, 0, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 4.09805e-13, 9.66896e-44, 9.66896e-44, 9.66896e-44, 4.11991e-11, 9.66896e-44, 9.66896e-44, 9.66896e-44
0.338676, 0, 7.04709e-11, 1.77965e-42, 1.41421, -7.04709e-11, 0, 1.77965e-42, 1.77965e-42, 1.77965e-42, 1.77965e-42, 1.77965e-42, 1.77965e-42, 1.77965e-42, 1.77965e-42, 1.77965e-42, 1.77965e-42, 6.94163e-13, 1.77965e-42, 1.77965e-42, 1.77965e-42, 6.97767e-11, 1.77965e-42, 1.77965e-42, 1.77965e-42
0.34656, 0, 1.18267e-10, 2.66065e-41, 1.41421, -1.18267e-10, 0, 2.66065e-41, 2.66065e-41, 2.66065e-41, 2.66065e-41, 2.66065e-41, 2.66065e-41, 2.66065e-41, 2.66065e-41, 2.66065e-41, 2.66065e-41, 1.16519e-12, 2.66065e-41, 2.66065e-41, 2.66065e-41, 1.17102e-10, 2.66065e-41, 2.66065e-41, 2.66065e-41
0.354445, 0, 1.96687e-10, 3.5064e-40, 1.41421, -1.96687e-10, 0, 3.5064e-40, 3.5064e-40, 3.5064e-40, 3.5064e-40, 3.5064e-40, 3.5064e-40, 3.5064e-40, 3.5064e-40, 3.5064e-40, 3.5064e-40, 1.93828e-12, 3.5064e-40, 3.5064e-40, 3.5064e-40, 1.94749e-10, 3.5064e-40, 3.5064e-40, 3.5064e-40
0.36233, 0, 3.24165e-10, 4.13645e-39, 1.41421, -3.24165e-10, 0, 4.13645e-39, 4.13645e-39, 4.13645e-39, 4.13645e-39, 4.13645e-39, 4.13645e-39, 4.13645e-39, 4.13645e-39, 4.13645e-39, 4.13645e-39, 3.19555e-12, 4.13645e-39, 4.13645e-39, 4.13645e-39, 3.2097e-10, 4.13645e-39, 4.13645e-39, 4.13645e-39
0.370214, 0, 5.29494e-10, 4.40333e-38, 1.41421, -5.29494e-10, 0, 4.40333e-38, 4.40333e-38, 4.40333e-38, 4.40333e-38, 4.40333e-38, 4.40333e-38, 4.40333e-38, 4.40333e-38, 4.40333e-38, 4.40333e-38, 5.22178e-12, 4.40333e-38, 4.40333e-38, 4.40333e-38, 5.24272e-10, 4.40333e-38, 4.40333e-38, 4.40333e-38
0.378099, 0, 8.57199e-10, 4.25071e-37, 1.41421, -8.57199e-10, 0, 4.25071e-37, 4.25071e-37, 4.25071e-37, 4.25071e-37, 4.25071e-37, 4.25071e-37, 4.25071e-37, 4.25071e-37, 4.25071e-37, 4.25071e-37, 8.45797e-12, 4.25071e-37, 4.25071e-37, 4.25071e-37, 8.48741e-10, 4.25071e-37, 4.25071e-37, 4.25071e-37
0.385983, 0, 1.37547e-09, 3.74454e-36, 1.41421, -1.37547e-09, 0, 3.74454e-36, 3.74454e-36, 3.74454e-36, 3.74454e-36, 3.74454e-36, 3.74454e-36, 3.74454e-36, 3.74454e-36, 3.74454e-36, 3.74454e-36, 1.35807e-11, 3.74454e-36, 3.74454e-36, 3.74454e-36, 1.36189e-09, 3.74454e-36, 3.74454e-36, 3.74454e-36
0.393868, 0, 2.18776e-09, 3.02374e-35, 1.41421, -2.18776e-09, 0, 3.02374e-35, 3.02374e-35, 3.02374e-35, 3.02374e-35, 3.02374e-35, 3.02374e-35, 3.02374e-35, 3.02374e-35, 3.02374e-35, 3.02374e-35, 2.16186e-11, 3.02374e-35, 3.02374e-35, 3.02374e-35, 2.16614e-09, 3.02374e-35, 3.02374e-35, 3.02374e-35
0.401753, 0, 3.44943e-09, 2.24876e-34, 1.41421, -3.44943e-09, 0, 2.24876e-34, 2.24876e-34, 2.24876e-34, 2.24876e-34, 2.24876e-34, 2.24876e-34, 2.24876e-34, 2.24876e-34, 2.24876e-34, 2.24876e-34, 3.41207e-11, 2.24876e-34, 2.24876e-34, 2.24876e-34, 3.41531e-09, 2.24876e-34, 2.24876e-34, 2.24876e-34
0.409637, 0, 5.39165e-09, 1.56494e-33, 1.41421, -5.39165e-09, 0, 1.56494e-33, 1.56494e-33, 1.56494e-33, 1.56494e-33, 1.56494e-33, 1.56494e-33, 1.56494e-33, 1.56494e-33, 1.56494e-33, 1.56494e-33, 5.33997e-11, 1.56494e-33, 1.56494e-33, 1.56494e-33, 5.33825e-09, 1.56494e-33, 1.56494e-33, 1.56494e-33
0.417522, 0, 8.35508e-09, 9.80538e-33, 1.41421, -8.35508e-09, 0, 9.80538e-33, 9.80538e-33, 9.80538e-33, 9.80538e-33, 9.80538e-33, 9.80538e-33, 9.80538e-33, 9.80538e-33, 9.80538e-33, 9.80538e-33, 8.28773e-11, 9.80538e-33, 9.80538e-33, 9.80538e-33, 8.2722e-09, 9.80538e-33, 9.80538e-33, 9.80538e-33
0.425406, 0, 1.28369e-08, 6.08977e-32, 1.41421, -1.28369e-08, 0, 6.08977e-32, 6.08977e-32, 6.08977e-32, 6.08977e-32, 6.08977e-32, 6.08977e-32, 6.08977e-32, 6.08977e-32, 6.08977e-32, 6.08977e-32, 1.27573e-10, 6.08977e-32, 6.08977e-32, 6.08977e-32, 1.27094e-08, 6.08977e-32, 6.08977e-32, 6.08977e-32
0.433291, 0, 1.95562e-08, 3.42153e-31, 1.41421, -1.95562e-08, 0, 3.42153e-31, 3.42153e-31, 3.42153e-31, 3.42153e-31, 3.42153e-31, 3.42153e-31, 3.42153e-31, 3.42153e-31, 3.42153e-31, 3.42153e-31, 1.94787e-10, 3.42153e-31, 3.42153e-31, 3.42153e-31, 1.93614e-08, 3.42153e-31, 3.42153e-31, 3.42153e-31
0.441176, 0, 2.95428e-08, 1.85527e-30, 1.41421, -2.95428e-08, 0, 1.85527e-30, 1.85527e-30, 1.85527e-30, 1.85527e-30, 1.85527e-30, 1.85527e-30, 1.85527e-30, 1.85527e-30, 1.85527e-30, 1.85527e-30, 2.95054e-10, 1.85527e-30, 1.85527e-30, 1.85527e-30, 2.92478e-08, 1.85527e-30, 1.85527e-30, 1.85527e-30
0.44906, 0, 4.42583e-08, 9.54472e-30, 1.41421, -4.42583e-08, 0, 9.54472e-30, 9.54472e-30, 9.54472e-30, 9.54472e-30, 9.54472e-30, 9.54472e-30, 9.54472e-30, 9.54472e-30, 9.54472e-30, 9.54472e-30, 4.43447e-10, 9.54472e-30, 9.54472e-30, 9.54472e-30, 4.38149e-08, 9.54472e-30, 9.54472e-30, 9.54472e-30
0.456945, 0, 6.57579e-08, 4.63607e-29, 1.41421, -6.57579e-08, 0, 4.63607e-29, 4.63607e-29, 4.63607e-29, 4.63607e-29, 4.63607e-29, 4.63607e-29, 4.63607e-29, 4.63607e-29, 4.63607e-29, 4.63607e-29, 6.61375e-10, 4.63607e-29, 4.63607e-29, 4.63607e-29, 6.50966e-08, 4.63607e-29, 4.63607e-29, 4.63607e-29
0.464829, 0, 9.69054e-08, 2.1581e-28, 1.41421, -9.69054e-08, 0, 2.1581e-28, 2.1581e-28, 2.1581e-28, 2.1581e-28, 2.1581e-28, 2.1581e-28, 2.1581e-28, 2.1581e-28, 2.1581e-28, 2.1581e-28, 9.79012e-10, 2.1581e-28, 2.1581e-28, 2.1581e-28, 9.59263e-08, 2.1581e-28, 2.1581e-28, 2.1581e-28
0.472714, 0, 1.41655e-07, 9.6028e-28, 1.41421, -1.41655e-07, 0, 9.6028e-28, 9.6028e-28, 9.6028e-28, 9.6028e-28, 9.6028e-28, 9.6028e-28, 9.6028e-28, 9.6028e-28, 9.6028e-28, 9.6028e-28, 1.43858e-09, 9.6028e-28, 9.6028e-28, 9.6028e-28, 1.40216e-07, 9.6028e-28, 9.6028e-28, 9.6028e-28
0.480599, 0, 2.05417e-07, 4.07321e-27, 1.41421, -2.05417e-07, 0, 4.07321e-27, 4.07321e-27, 4.07321e-27, 4.07321e-27, 4.07321e-27, 4.07321e-27, 4.07321e-27, 4.07321e-27, 4.07321e-27, 4.07321e-27, 2.09876e-09, 4.07321e-27, 4.07321e-27, 4.07321e-27, 2.03319e-07, 4.07321e-27, 4.07321e-27, 4.07321e-27
0.488483, 0, 2.95533e-07, 1.64813e-26, 1.41421, -2.95533e-07, 0, 1.64813e-26, 1.64813e-26, 1.64813e-26, 1.64813e-26, 1.64813e-26, 1.64813e-26, 1.64813e-26, 1.64813e-26, 1.64813e-26, 1.64813e-26, 3.0405e-09, 1.64813e-26, 1.64813e-26, 1.64813e-26, 2.92493e-07, 1.64813e-26, 1.64813e-26, 1.64813e-26
0.496368, 0, 4.21875e-07, 6.37011e-26, 1.41421, -4.21875e-07, 0, 6.37011e-26, 6.37011e-26, 6.37011e-26, 6.37011e-26, 6.37011e-26, 6.37011e-26, 4.87449e-12, 6.37011e-26, 6.37011e-26, 6.37011e-26, 4.37479e-09, 6.37011e-26, 6.37011e-26, 6.37011e-26, 4.17495e-07, 6.37011e-26, 6.37011e-26, 6.37011e-26
0.504252, 0, 5.97601e-07, 2.3563e-25, 1.41421, -5.97601e-07, 0, 2.3563e-25, 2.3563e-25, 2.3563e-25, 2.3563e-25, 2.3563e-25, 2.3563e-25, 1.73324e-11, 2.3563e-25, 2.3563e-25, 2.3563e-25, 6.25279e-09, 2.3563e-25, 2.3563e-25, 2.3563e-25, 5.9133e-07, 2.3563e-25, 2.3563e-25, 2.3563e-25
0.512137, 0, 8.401e-07, 8.40281e-25, 1.41421, -8.401e-07, 0, 8.40281e-25, 8.40281e-25, 8.40281e-25, 8.40281e-25, 8.40281e-25, 8.40281e-25, 4.80447e-11, 8.40281e-25, 8.40281e-25, 8.40281e-25, 8.87897e-09, 8.40281e-25, 8.40281e-25, 8.40281e-25, 8.31173e-07, 8.40281e-25, 8.40281e-25, 8.40281e-25
0.520022, 0, 1.17567e-06, 4.45696e-10, 1.41421, -1.17567e-06, 4.45696e-10, 4.45745e-10, 9.68504e-10, 4.56613e-10, 4.71089e-10, 5.17267e-10, 5.37795e-10, 7.97668e-10, 8.12662e-10, 4.47458e-10, 1.95254e-09, 1.29743e-08, 4.52151e-10, 4.47797e-10, 4.45697e-10, 1.16014e-06, 4.45696e-10, 4.45696e-10, 4.86823e-10
0.527906, 0, 1.6358e-06, 1.57019e-09, 1.41421, -1.6358e-06, 1.57019e-09, 1.57037e-09, 3.41819e-09, 1.60878e-09, 1.65995e-09, 1.82318e-09, 1.89574e-09, 2.67702e-09, 2.86732e-09, 1.57642e-09, 6.89651e-09, 1.9139e-08, 1.59301e-09, 1.57762e-09, 1.5702e-09, 1.60776e-06, 1.57019e-09, 1.57019e-09, 1.71557e-09
0.535791, 0, 2.2666e-06, 4.32215e-09, 1.41421, -2.2666e-06, 4.32215e-09, 4.32263e-09, 9.41727e-09, 4.42855e-09, 4.56962e-09, 5.01966e-09, 5.21971e-09, 7.24611e-09, 7.89848e-09, 4.33932e-09, 1.90074e-08, 2.88094e-08, 4.38506e-09, 4.34262e-09, 4.32216e-09, 2.21339e-06, 4.32215e-09, 4.32215e-09, 4.72296e-09
0.543675, 0, 3.13426e-06, 1.08634e-08, 1.41421, -3.13426e-06, 1.08634e-08, 1.08646e-08, 2.36816e-08, 1.1131e-08, 1.14859e-08, 1.26182e-08, 1.31214e-08, 1.80401e-08, 1.98606e-08, 1.09066e-08, 4.78082e-08, 4.47899e-08, 1.10216e-08, 1.09149e-08, 1.08634e-08, 3.02823e-06, 1.08634e-08, 1.08634e-08, 1.18717e-08
0.55156, 0, 4.33955e-06, 2.59834e-08, 1.41421, -4.33955e-06, 2.59834e-08, 2.59863e-08, 5.66606e-08, 2.6624e-08, 2.74734e-08, 3.0183e-08, 3.13875e-08, 4.28425e-08, 4.75161e-08, 2.60867e-08, 1.14402e-07, 7.27121e-08, 2.63621e-08, 2.61066e-08, 2.59834e-08, 4.12058e-06, 2.59834e-08, 2.59834e-08, 2.83966e-08
0.559445, 0, 6.04465e-06, 5.99879e-08, 1.41421, -6.04465e-06, 5.99879e-08, 5.99946e-08, 1.30845e-07, 6.14675e-08, 6.34294e-08, 6.96881e-08, 7.24701e-08, 9.88164e-08, 1.09723e-07, 6.02266e-08, 2.64213e-07, 1.23976e-07, 6.08628e-08, 6.02726e-08, 5.99881e-08, 5.58293e-06, 5.99879e-08, 5.99879e-08, 6.55619e-08
0.567329, 0, 8.52736e-06, 1.34428e-07, 1.41421, -8.52736e-06, 1.34428e-07, 1.34443e-07, 2.9327e-07, 1.37745e-07, 1.42143e-07, 1.56173e-07, 1.6241e-07, 2.25721e-07, 2.45921e-07, 1.34963e-07, 5.92246e-07, 2.21549e-07, 1.36389e-07, 1.35066e-07, 1.34428e-07, 7.54438e-06, 1.34428e-07, 1.34428e-07, 1.46923e-07
0.575214, 0, 1.23163e-05, 2.93071e-07, 1.41421, -1.23163e-05, 2.93071e-07, 2.93104e-07, 6.39482e-07, 3.00305e-07, 3.09896e-07, 3.40494e-07, 3.54095e-07, 5.44779e-07, 5.36222e-07, 2.94238e-07, 1.2915e-06, 4.11017e-07, 2.97348e-07, 2.94463e-07, 2.93072e-07, 1.0192e-05, 2.93071e-07, 2.93071e-07, 3.20322e-07
0.583098, 0, 1.83022e-05, 6.22271e-07, 1.41421, -1.83022e-05, 6.22271e-07, 6.22341e-07, 1.35803e-06, 6.37635e-07, 6.58007e-07, 7.22995e-07, 7.51883e-07, 1.23082e-06, 1.13871e-06, 6.24751e-07, 2.74289e-06, 7.81053e-07, 6.31356e-07, 6.25228e-07, 6.22273e-07, 1.38082e-05, 6.22271e-07, 6.22271e-07, 6.8015e-07
0.590983, 0, 2.81702e-05, 1.28772e-06, 1.41421, -2.81702e-05, 1.28772e-06, 1.28786e-06, 2.81078e-06, 1.31952e-06, 1.36169e-06, 1.49622e-06, 1.55602e-06, 2.695e-06, 2.35677e-06, 1.29285e-06, 5.6775e-06, 1.5003e-06, 1.30652e-06, 1.29384e-06, 1.28772e-06, 1.88358e-05, 1.28772e-06, 1.28772e-06, 1.40753e-06
0.598868, 0, 4.48938e-05, 2.59696e-06, 1.41421, -4.48938e-05, 2.59696e-06, 2.59725e-06, 5.66955e-06, 2.66112e-06, 2.7462e-06, 3.01759e-06, 3.13823e-06, 5.65676e-06, 4.75365e-06, 2.60732e-06, 1.14528e-05, 2.88003e-06, 2.6349e-06, 2.60931e-06, 2.59697e-06, 2.59879e-05, 2.59696e-06, 2.59696e-06, 2.83867e-06
0.606752, 0, 7.39323e-05, 5.1069e-06, 1.41421, -7.39323e-05, 5.1069e-06, 5.10747e-06, 1.11512e-05, 5.23312e-06, 5.40047e-06, 5.93435e-06, 6.17167e-06, 1.16137e-05, 9.34945e-06, 5.12727e-06, 2.25278e-05, 5.48186e-06, 5.18153e-06, 5.13119e-06, 5.10692e-06, 3.64355e-05, 5.1069e-06, 5.1069e-06, 5.58238e-06
0.614637, 0, 0.000124929, 9.79444e-06, 1.41421, -0.000124929, 9.79444e-06, 9.79554e-06, 2.13908e-05, 1.00366e-05, 1.03577e-05, 1.1382e-05, 1.18373e-05, 2.33851e-05, 1.79341e-05, 9.83352e-06, 4.32175e-05, 1.02886e-05, 9.93762e-06, 9.84104e-06, 9.79447e-06, 5.21069e-05, 9.79444e-06, 9.79444e-06, 1.07067e-05
0.622521, 0, 0.000214616, 1.8324e-05, 1.41421, -0.000214616, 1.8324e-05, 1.83261e-05, 4.00272e-05, 1.87772e-05, 1.93781e-05, 2.12951e-05, 2.21473e-05, 4.62004e-05, 3.35578e-05, 1.83971e-05, 8.08773e-05, 1.89722e-05, 1.8592e-05, 1.84112e-05, 1.83241e-05, 7.61614e-05, 1.8324e-05, 1.8324e-05, 2.00313e-05
0.630406, 0, 0.000371436, 3.34479e-05, 1.41421, -0.000371436, 3.34479e-05, 3.34516e-05, 7.30797e-05, 3.42755e-05, 3.53728e-05, 3.88734e-05, 4.04294e-05, 8.95848e-05, 6.1266e-05, 3.35814e-05, 0.000147675, 3.42944e-05, 3.39372e-05, 3.36071e-05, 3.3448e-05, 0.000113712, 3.34479e-05, 3.34479e-05, 3.65655e-05
0.638291, 0, 0.000642645, 5.95812e-05, 1.41421, -0.000642645, 5.95812e-05, 5.95879e-05, 0.000130207, 6.1056e-05, 6.30115e-05, 6.92498e-05, 7.20228e-05, 0.000170531, 0.000109155, 5.98192e-05, 0.000263141, 6.06822e-05, 6.04532e-05, 5.9865e-05, 5.95814e-05, 0.000172862, 5.95812e-05, 5.95812e-05, 6.51371e-05
0.646175, 0, 0.00110502, 0.000103594, 1.41421, -0.00110502, 0.000103594, 0.000103606, 0.000226447, 0.00010616, 0.000109561, 0.000120412, 0.000125236, 0.000318729, 0.000189826, 0.000104008, 0.000457681, 0.000105021, 0.000105111, 0.000104088, 0.000103595, 0.000266191, 0.000103594, 0.000103594, 0.000113259
0.65406, 0, 0.00188046, 0.000175851, 1.41421, -0.00188046, 0.000175851, 0.000175871, 0.000384489, 0.000180208, 0.000185984, 0.000204413, 0.000212605, 0.000584953, 0.000322297, 0.000176554, 0.000777192, 0.000177694, 0.000178427, 0.000176689, 0.000175851, 0.000412729, 0.000175851, 0.000175851, 0.000192264
0.661944, 0, 0.00315809, 0.000291494, 1.41421, -0.00315809, 0.000291494, 0.000291527, 0.000637509, 0.00029872, 0.0003083, 0.000338863, 0.000352449, 0.00105411, 0.000534366, 0.00029266, 0.00128878, 0.000293867, 0.000295767, 0.000292885, 0.000291495, 0.000640492, 0.000291494, 0.000291494, 0.000318714
