   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_91.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.108857, 0, 8.71972e-19, 0, 1.41421, -8.71972e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44582e-21, 0, 0, 6.88468e-24, 0, 8.68519e-19, 0, 0, 0
0.116753, 0, 1.94769e-18, 0, 1.41421, -1.94769e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6968e-21, 0, 0, 1.56006e-23, 0, 1.93998e-18, 0, 0, 0
0.124648, 0, 4.29279e-18, 0, 1.41421, -4.29279e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69641e-20, 0, 0, 3.48907e-23, 0, 4.27579e-18, 0, 0, 0
0.132543, 0, 9.34001e-18, 0, 1.41421, -9.34001e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69095e-20, 0, 0, 7.70506e-23, 0, 9.30302e-18, 0, 0, 0
0.140438, 0, 2.0068e-17, 0, 1.41421, -2.0068e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.93039e-20, 0, 0, 1.68076e-22, 0, 1.99885e-17, 0, 0, 0
0.148333, 0, 4.25949e-17, 0, 1.41421, -4.25949e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68325e-19, 0, 0, 3.6229e-22, 0, 4.24262e-17, 0, 0, 0
0.156228, 0, 8.93409e-17, 0, 1.41421, -8.93409e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53054e-19, 0, 0, 7.71951e-22, 0, 8.89871e-17, 0, 0, 0
0.164123, 0, 1.85223e-16, 0, 1.41421, -1.85223e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.31956e-19, 0, 0, 1.62632e-21, 0, 1.84489e-16, 0, 0, 0
0.172018, 0, 3.79667e-16, 0, 1.41421, -3.79667e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50035e-18, 0, 0, 3.38866e-21, 0, 3.78163e-16, 0, 0, 0
0.179913, 0, 7.69618e-16, 0, 1.41421, -7.69618e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04134e-18, 0, 0, 6.98486e-21, 0, 7.66569e-16, 0, 0, 0
0.187808, 0, 1.55604e-15, 0, 1.41421, -1.55604e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14908e-18, 0, 0, 1.44064e-20, 0, 1.54988e-15, 0, 0, 0
0.195703, 0, 3.0834e-15, 0, 1.41421, -3.0834e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21848e-17, 0, 0, 2.90435e-20, 0, 3.07119e-15, 0, 0, 0
0.203598, 0, 6.04658e-15, 0, 1.41421, -6.04658e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38944e-17, 0, 0, 5.7967e-20, 0, 6.02262e-15, 0, 0, 0
0.211493, 0, 1.17361e-14, 0, 1.41421, -1.17361e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63776e-17, 0, 0, 1.14557e-19, 0, 1.16896e-14, 0, 0, 0
0.219388, 0, 2.25492e-14, 0, 1.41421, -2.25492e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.91079e-17, 0, 0, 2.24201e-19, 0, 2.24599e-14, 0, 0, 0
0.227283, 0, 4.28935e-14, 0, 1.41421, -4.28935e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69502e-16, 0, 0, 4.34621e-19, 0, 4.27236e-14, 0, 0, 0
0.235178, 0, 8.07891e-14, 0, 1.41421, -8.07891e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19253e-16, 0, 0, 8.34648e-19, 0, 8.0469e-14, 0, 0, 0
0.243073, 0, 1.50682e-13, 0, 1.41421, -1.50682e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95446e-16, 0, 0, 1.5881e-18, 0, 1.50085e-13, 0, 0, 0
0.250969, 0, 2.78333e-13, 0, 1.41421, -2.78333e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09988e-15, 0, 0, 2.99433e-18, 0, 2.7723e-13, 0, 0, 0
0.258864, 0, 5.09212e-13, 0, 1.41421, -5.09212e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01224e-15, 0, 0, 5.59545e-18, 0, 5.07194e-13, 0, 0, 0
0.266759, 0, 9.22787e-13, 0, 1.41421, -9.22787e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64657e-15, 0, 0, 1.03646e-17, 0, 9.1913e-13, 0, 0, 0
0.274654, 0, 1.65657e-12, 0, 1.41421, -1.65657e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54633e-15, 0, 0, 1.90341e-17, 0, 1.65001e-12, 0, 0, 0
0.282549, 0, 2.94617e-12, 0, 1.41421, -2.94617e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16426e-14, 0, 0, 3.46619e-17, 0, 2.93449e-12, 0, 0, 0
0.290444, 0, 5.19125e-12, 0, 1.41421, -5.19125e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05153e-14, 0, 0, 6.26045e-17, 0, 5.17068e-12, 0, 0, 0
0.298339, 0, 9.06331e-12, 0, 1.41421, -9.06331e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58185e-14, 0, 0, 1.12174e-16, 0, 9.02738e-12, 0, 0, 0
0.306234, 0, 1.56792e-11, 0, 1.41421, -1.56792e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.19683e-14, 0, 0, 1.99445e-16, 0, 1.56171e-11, 0, 0, 0
0.314129, 0, 2.68792e-11, 0, 1.41421, -2.68792e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06241e-13, 0, 0, 3.51997e-16, 0, 2.67726e-11, 0, 0, 0
0.322024, 0, 4.56652e-11, 0, 1.41421, -4.56652e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80513e-13, 0, 0, 6.16849e-16, 0, 4.5484e-11, 0, 0, 0
0.329919, 0, 7.68878e-11, 8.40779e-44, 1.41421, -7.68878e-11, 0, 8.40779e-44, 8.40779e-44, 8.40779e-44, 8.40779e-44, 8.40779e-44, 8.40779e-44, 8.40779e-44, 8.40779e-44, 8.40779e-44, 3.03977e-13, 8.40779e-44, 8.40779e-44, 1.07376e-15, 8.40779e-44, 7.65827e-11, 8.40779e-44, 8.40779e-44, 8.40779e-44
0.337814, 0, 1.28308e-10, 1.55544e-42, 1.41421, -1.28308e-10, 0, 1.55544e-42, 1.55544e-42, 1.55544e-42, 1.55544e-42, 1.55544e-42, 1.55544e-42, 1.55544e-42, 1.55544e-42, 1.55544e-42, 5.07363e-13, 1.55544e-42, 1.55544e-42, 1.8574e-15, 1.55544e-42, 1.27799e-10, 1.55544e-42, 1.55544e-42, 1.55544e-42
0.345709, 0, 2.12228e-10, 2.34535e-41, 1.41421, -2.12228e-10, 0, 2.34535e-41, 2.34535e-41, 2.34535e-41, 2.34535e-41, 2.34535e-41, 2.34535e-41, 2.34535e-41, 2.34535e-41, 2.34535e-41, 8.39406e-13, 2.34535e-41, 2.34535e-41, 3.19433e-15, 2.34535e-41, 2.11386e-10, 2.34535e-41, 2.34535e-41, 2.34535e-41
0.353604, 0, 3.47957e-10, 3.12073e-40, 1.41421, -3.47957e-10, 0, 3.12073e-40, 3.12073e-40, 3.12073e-40, 3.12073e-40, 3.12073e-40, 3.12073e-40, 3.12073e-40, 3.12073e-40, 3.12073e-40, 1.37667e-12, 3.12073e-40, 3.12073e-40, 5.46452e-15, 3.12073e-40, 3.46575e-10, 3.12073e-40, 3.12073e-40, 3.12073e-40
0.361499, 0, 5.65513e-10, 3.71459e-39, 1.41421, -5.65513e-10, 0, 3.71459e-39, 3.71459e-39, 3.71459e-39, 3.71459e-39, 3.71459e-39, 3.71459e-39, 3.71459e-39, 3.71459e-39, 3.71459e-39, 2.23831e-12, 3.71459e-39, 3.71459e-39, 9.3038e-15, 3.71459e-39, 5.63265e-10, 3.71459e-39, 3.71459e-39, 3.71459e-39
0.369394, 0, 9.11132e-10, 3.98642e-38, 1.41421, -9.11132e-10, 0, 3.98642e-38, 3.98642e-38, 3.98642e-38, 3.98642e-38, 3.98642e-38, 3.98642e-38, 3.98642e-38, 3.98642e-38, 3.98642e-38, 3.60812e-12, 3.98642e-38, 3.98642e-38, 1.57748e-14, 3.98642e-38, 9.07508e-10, 3.98642e-38, 3.98642e-38, 3.98642e-38
0.37729, 0, 1.45534e-09, 3.87696e-37, 1.41421, -1.45534e-09, 0, 3.87696e-37, 3.87696e-37, 3.87696e-37, 3.87696e-37, 3.87696e-37, 3.87696e-37, 3.87696e-37, 3.87696e-37, 3.87696e-37, 5.76687e-12, 3.87696e-37, 3.87696e-37, 2.66515e-14, 3.87696e-37, 1.44954e-09, 3.87696e-37, 3.87696e-37, 3.87696e-37
0.385184, 0, 2.30469e-09, 3.43713e-36, 1.41421, -2.30469e-09, 0, 3.43713e-36, 3.43713e-36, 3.43713e-36, 3.43713e-36, 3.43713e-36, 3.43713e-36, 3.43713e-36, 3.43713e-36, 3.43713e-36, 9.13975e-12, 3.43713e-36, 3.43713e-36, 4.48951e-14, 3.43713e-36, 2.2955e-09, 3.43713e-36, 3.43713e-36, 3.43713e-36
0.39308, 0, 3.61871e-09, 2.79114e-35, 1.41421, -3.61871e-09, 0, 2.79114e-35, 2.79114e-35, 2.79114e-35, 2.79114e-35, 2.79114e-35, 2.79114e-35, 2.79114e-35, 2.79114e-35, 2.79114e-35, 1.4365e-11, 2.79114e-35, 2.79114e-35, 7.54486e-14, 2.79114e-35, 3.60427e-09, 2.79114e-35, 2.79114e-35, 2.79114e-35
0.400975, 0, 5.63395e-09, 2.08624e-34, 1.41421, -5.63395e-09, 0, 2.08624e-34, 2.08624e-34, 2.08624e-34, 2.08624e-34, 2.08624e-34, 2.08624e-34, 2.08624e-34, 2.08624e-34, 2.08624e-34, 2.23919e-11, 2.08624e-34, 2.08624e-34, 1.26564e-13, 2.08624e-34, 5.61143e-09, 2.08624e-34, 2.08624e-34, 2.08624e-34
0.40887, 0, 8.69788e-09, 1.45532e-33, 1.41421, -8.69788e-09, 0, 1.45532e-33, 1.45532e-33, 1.45532e-33, 1.45532e-33, 1.45532e-33, 1.45532e-33, 1.45532e-33, 1.45532e-33, 1.45532e-33, 3.46206e-11, 1.45532e-33, 1.45532e-33, 2.12019e-13, 1.45532e-33, 8.66305e-09, 1.45532e-33, 1.45532e-33, 1.45532e-33
0.416765, 0, 1.33164e-08, 9.65571e-33, 1.41421, -1.33164e-08, 0, 9.65571e-33, 9.65571e-33, 9.65571e-33, 9.65571e-33, 9.65571e-33, 9.65571e-33, 9.65571e-33, 9.65571e-33, 9.65571e-33, 5.30991e-11, 9.65571e-33, 9.65571e-33, 3.54815e-13, 9.65571e-33, 1.32629e-08, 9.65571e-33, 9.65571e-33, 9.65571e-33
0.42466, 0, 2.02189e-08, 6.19738e-32, 1.41421, -2.02189e-08, 0, 6.19738e-32, 6.19738e-32, 6.19738e-32, 6.19738e-32, 6.19738e-32, 6.19738e-32, 6.19738e-32, 6.19738e-32, 6.19738e-32, 8.07976e-11, 6.19738e-32, 6.19738e-32, 5.9332e-13, 6.19738e-32, 2.01375e-08, 6.19738e-32, 6.19738e-32, 6.19738e-32
0.432555, 0, 3.04479e-08, 3.65526e-31, 1.41421, -3.04479e-08, 0, 3.65526e-31, 3.65526e-31, 3.65526e-31, 3.65526e-31, 3.65526e-31, 3.65526e-31, 3.65526e-31, 3.65526e-31, 3.65526e-31, 1.2199e-10, 3.65526e-31, 3.65526e-31, 9.91453e-13, 3.65526e-31, 3.03249e-08, 3.65526e-31, 3.65526e-31, 3.65526e-31
0.44045, 0, 4.54807e-08, 4.326e-30, 1.41421, -4.54807e-08, 0, 4.326e-30, 4.326e-30, 4.326e-30, 4.326e-30, 4.326e-30, 4.326e-30, 4.326e-30, 4.326e-30, 4.326e-30, 1.82784e-10, 4.326e-30, 4.326e-30, 1.65723e-12, 4.326e-30, 4.52962e-08, 4.326e-30, 4.326e-30, 4.326e-30
0.448345, 0, 6.73871e-08, 2.15322e-29, 1.41421, -6.73871e-08, 0, 2.15322e-29, 2.15322e-29, 2.15322e-29, 2.15322e-29, 2.15322e-29, 2.15322e-29, 2.15322e-29, 2.15322e-29, 2.15322e-29, 2.71814e-10, 2.15322e-29, 2.15322e-29, 2.76418e-12, 2.15322e-29, 6.71125e-08, 2.15322e-29, 2.15322e-29, 2.15322e-29
0.45624, 0, 9.90497e-08, 1.01807e-28, 1.41421, -9.90497e-08, 0, 1.01807e-28, 1.01807e-28, 1.01807e-28, 1.01807e-28, 1.01807e-28, 1.01807e-28, 1.01807e-28, 1.01807e-28, 1.01807e-28, 4.01242e-10, 1.01807e-28, 1.01807e-28, 4.60445e-12, 1.01807e-28, 9.86439e-08, 1.01807e-28, 1.01807e-28, 1.01807e-28
0.464135, 0, 1.44441e-07, 4.5766e-28, 1.41421, -1.44441e-07, 0, 4.5766e-28, 4.5766e-28, 4.5766e-28, 4.5766e-28, 4.5766e-28, 4.5766e-28, 4.5766e-28, 4.5766e-28, 4.5766e-28, 5.88046e-10, 4.5766e-28, 4.5766e-28, 7.65632e-12, 4.5766e-28, 1.43846e-07, 4.5766e-28, 4.5766e-28, 4.5766e-28
0.47203, 0, 2.08992e-07, 1.95606e-27, 1.41421, -2.08992e-07, 0, 1.95606e-27, 1.95606e-27, 1.95606e-27, 1.95606e-27, 1.95606e-27, 1.95606e-27, 1.95606e-27, 1.95606e-27, 1.95606e-27, 8.55775e-10, 1.95606e-27, 1.95606e-27, 1.27018e-11, 1.95606e-27, 2.08123e-07, 1.95606e-27, 1.95606e-27, 1.95606e-27
0.479925, 0, 3.00056e-07, 7.96274e-27, 1.41421, -3.00056e-07, 0, 7.96274e-27, 7.96274e-27, 7.96274e-27, 7.96274e-27, 7.96274e-27, 7.96274e-27, 7.96274e-27, 7.96274e-27, 7.96274e-27, 1.23686e-09, 7.96274e-27, 7.96274e-27, 2.10118e-11, 7.96274e-27, 2.98798e-07, 7.96274e-27, 7.96274e-27, 7.96274e-27
0.48782, 0, 4.27518e-07, 3.09365e-26, 1.41421, -4.27518e-07, 0, 3.09365e-26, 3.09365e-26, 3.09365e-26, 3.09365e-26, 3.09365e-26, 3.09365e-26, 2.41178e-12, 3.09365e-26, 3.09365e-26, 1.77571e-09, 3.09365e-26, 3.09365e-26, 3.46375e-11, 3.09365e-26, 4.25706e-07, 3.09365e-26, 3.09365e-26, 3.09365e-26
0.495715, 0, 6.04539e-07, 1.14965e-25, 1.41421, -6.04539e-07, 0, 1.14965e-25, 1.14965e-25, 1.14965e-25, 1.14965e-25, 1.14965e-25, 1.14965e-25, 8.57856e-12, 1.14965e-25, 1.14965e-25, 2.53267e-09, 1.14965e-25, 1.14965e-25, 5.68666e-11, 1.14965e-25, 6.01941e-07, 1.14965e-25, 1.14965e-25, 1.14965e-25
0.50361, 0, 8.48503e-07, 4.11608e-25, 1.41421, -8.48503e-07, 0, 4.11608e-25, 4.11608e-25, 4.11608e-25, 4.11608e-25, 4.11608e-25, 4.11608e-25, 2.37951e-11, 4.11608e-25, 4.11608e-25, 3.58934e-09, 4.11608e-25, 4.11608e-25, 9.2927e-11, 4.11608e-25, 8.44797e-07, 4.11608e-25, 4.11608e-25, 4.11608e-25
0.511505, 0, 1.1849e-06, 2.74225e-10, 1.41421, -1.1849e-06, 2.74225e-10, 2.74245e-10, 2.74281e-10, 4.69375e-10, 2.77844e-10, 2.74977e-10, 2.83317e-10, 4.49037e-10, 4.91031e-10, 2.01843e-09, 5.32959e-09, 2.74885e-10, 2.75449e-10, 4.2529e-10, 2.74227e-10, 1.17732e-06, 2.74225e-10, 2.74225e-10, 2.99476e-10
0.5194, 0, 1.64476e-06, 9.68648e-10, 1.41421, -1.64476e-06, 9.68648e-10, 9.68721e-10, 9.68846e-10, 1.65865e-09, 9.81445e-10, 9.7131e-10, 1.0008e-09, 1.51884e-09, 1.73523e-09, 7.13578e-09, 8.0456e-09, 9.70984e-10, 9.72978e-10, 1.21286e-09, 9.68656e-10, 1.62912e-06, 9.68648e-10, 9.68648e-10, 1.05793e-09
0.527296, 0, 2.27238e-06, 2.67221e-09, 1.41421, -2.27238e-06, 2.67221e-09, 2.67241e-09, 2.67276e-09, 4.57583e-09, 2.70752e-09, 2.67956e-09, 2.76091e-09, 4.12718e-09, 4.78708e-09, 1.96863e-08, 1.25203e-08, 2.67866e-09, 2.68416e-09, 3.06458e-09, 2.67223e-09, 2.23925e-06, 2.67221e-09, 2.67221e-09, 2.91853e-09
0.535191, 0, 3.12998e-06, 6.73052e-09, 1.41421, -3.12998e-06, 6.73052e-09, 6.73102e-09, 6.73189e-09, 1.15246e-08, 6.81943e-09, 6.74901e-09, 6.9539e-09, 1.03067e-08, 1.20567e-08, 4.95793e-08, 2.03549e-08, 6.74675e-09, 6.7606e-09, 7.35685e-09, 6.73057e-09, 3.05818e-06, 6.73052e-09, 6.73052e-09, 7.35085e-09
0.543086, 0, 4.30971e-06, 1.61359e-08, 1.41421, -4.30971e-06, 1.61359e-08, 1.61371e-08, 1.61392e-08, 2.76275e-08, 1.63491e-08, 1.61803e-08, 1.66714e-08, 2.45528e-08, 2.89028e-08, 1.18845e-07, 3.48765e-08, 1.61748e-08, 1.6208e-08, 1.71289e-08, 1.61361e-08, 4.1522e-06, 1.61359e-08, 1.61359e-08, 1.76229e-08
0.550981, 0, 5.95529e-06, 3.73566e-08, 1.41421, -5.95529e-06, 3.73566e-08, 3.73594e-08, 3.73643e-08, 6.39566e-08, 3.785e-08, 3.74593e-08, 3.8596e-08, 5.67883e-08, 6.69085e-08, 2.75101e-07, 6.29888e-08, 3.74467e-08, 3.75236e-08, 3.89199e-08, 3.7357e-08, 5.60922e-06, 3.73566e-08, 3.73566e-08, 4.07985e-08
0.558876, 0, 8.30445e-06, 8.39842e-08, 1.41421, -8.30445e-06, 8.39842e-08, 8.39905e-08, 8.40014e-08, 1.43776e-07, 8.50931e-08, 8.42149e-08, 8.67702e-08, 1.29792e-07, 1.50412e-07, 6.18393e-07, 1.18846e-07, 8.41866e-08, 8.43594e-08, 8.64272e-08, 8.39849e-08, 7.54824e-06, 8.39842e-08, 8.39842e-08, 9.1721e-08
0.566771, 0, 1.17844e-05, 1.83788e-07, 1.41421, -1.17844e-05, 1.83788e-07, 1.83802e-07, 1.83825e-07, 3.14617e-07, 1.86214e-07, 1.84293e-07, 1.89884e-07, 3.09022e-07, 3.29135e-07, 1.35311e-06, 2.3094e-07, 1.84231e-07, 1.84609e-07, 1.87577e-07, 1.83789e-07, 1.01355e-05, 1.83788e-07, 1.83788e-07, 2.00716e-07
0.574666, 0, 1.71232e-05, 3.91924e-07, 1.41421, -1.71232e-05, 3.91924e-07, 3.91953e-07, 3.92004e-07, 6.70879e-07, 3.97098e-07, 3.93e-07, 4.04922e-07, 6.9389e-07, 7.01836e-07, 2.88517e-06, 4.55352e-07, 3.92869e-07, 3.93675e-07, 3.97758e-07, 3.91927e-07, 1.36117e-05, 3.91924e-07, 3.91924e-07, 4.2802e-07
0.582561, 0, 2.56493e-05, 8.14894e-07, 1.41421, -2.56493e-05, 8.14894e-07, 8.14955e-07, 8.1506e-07, 1.39483e-06, 8.25649e-07, 8.17131e-07, 8.41916e-07, 1.50225e-06, 1.45919e-06, 5.99825e-06, 8.99754e-07, 8.16857e-07, 8.18533e-07, 8.2381e-07, 8.14901e-07, 1.83396e-05, 8.14894e-07, 8.14894e-07, 8.89935e-07
0.590456, 0, 3.97583e-05, 1.6526e-06, 1.41421, -3.97583e-05, 1.6526e-06, 1.65273e-06, 1.65294e-06, 2.82857e-06, 1.67441e-06, 1.65714e-06, 1.7074e-06, 3.16168e-06, 2.95907e-06, 1.21631e-05, 1.76553e-06, 1.65658e-06, 1.65998e-06, 1.66612e-06, 1.65262e-06, 2.48847e-05, 1.6526e-06, 1.6526e-06, 1.80477e-06
0.598351, 0, 6.37454e-05, 3.26979e-06, 1.41421, -6.37454e-05, 3.26979e-06, 3.27004e-06, 3.27046e-06, 5.59621e-06, 3.31294e-06, 3.27877e-06, 3.37819e-06, 6.5043e-06, 5.85438e-06, 2.40628e-05, 3.4193e-06, 3.27767e-06, 3.28439e-06, 3.29015e-06, 3.26982e-06, 3.4152e-05, 3.26979e-06, 3.26979e-06, 3.57082e-06
0.606246, 0, 0.000105159, 6.31324e-06, 1.41421, -0.000105159, 6.31324e-06, 6.31371e-06, 6.31452e-06, 1.08044e-05, 6.39653e-06, 6.33056e-06, 6.5225e-06, 1.30787e-05, 1.13028e-05, 4.64539e-05, 6.51018e-06, 6.32844e-06, 6.34142e-06, 6.34364e-06, 6.31329e-06, 4.76087e-05, 6.31324e-06, 6.31324e-06, 6.89436e-06
0.614141, 0, 0.000177106, 1.18974e-05, 1.41421, -0.000177106, 1.18974e-05, 1.18983e-05, 1.18998e-05, 2.03596e-05, 1.20543e-05, 1.193e-05, 1.22917e-05, 2.57987e-05, 2.12986e-05, 8.75305e-05, 1.21556e-05, 1.1926e-05, 1.19505e-05, 1.19425e-05, 1.18975e-05, 6.7641e-05, 1.18974e-05, 1.18974e-05, 1.29924e-05
0.622036, 0, 0.000301785, 2.18882e-05, 1.41421, -0.000301785, 2.18882e-05, 2.18898e-05, 2.18926e-05, 3.74535e-05, 2.21769e-05, 2.19482e-05, 2.26134e-05, 4.9943e-05, 3.91808e-05, 0.000161008, 2.22251e-05, 2.19409e-05, 2.19859e-05, 2.19546e-05, 2.18884e-05, 9.81049e-05, 2.18882e-05, 2.18882e-05, 2.39023e-05
0.629931, 0, 0.000515986, 3.93199e-05, 1.41421, -0.000515986, 3.93199e-05, 3.93228e-05, 3.93279e-05, 6.72754e-05, 3.98383e-05, 3.94277e-05, 4.06224e-05, 9.49143e-05, 7.03777e-05, 0.00028918, 3.97578e-05, 3.94145e-05, 3.94953e-05, 3.9417e-05, 3.93202e-05, 0.000145155, 3.93199e-05, 3.93199e-05, 4.29372e-05
0.637826, 0, 0.000879241, 6.89838e-05, 1.41421, -0.000879241, 6.89838e-05, 6.8989e-05, 6.89979e-05, 0.000118018, 6.98932e-05, 6.9173e-05, 7.12685e-05, 0.000177125, 0.000123459, 0.00050724, 6.95507e-05, 6.91498e-05, 6.92915e-05, 6.91251e-05, 6.89844e-05, 0.000218405, 6.89838e-05, 6.89838e-05, 7.53286e-05
0.645721, 0, 0.00148567, 0.000118225, 1.41421, -0.00148567, 0.000118225, 0.000118234, 0.000118249, 0.000202237, 0.000119783, 0.000118549, 0.00012214, 0.000324637, 0.00021156, 0.000869108, 0.000118957, 0.00011851, 0.000118752, 0.000118429, 0.000118226, 0.000332577, 0.000118225, 0.000118225, 0.000129096
0.653616, 0, 0.00248051, 0.000197968, 1.41421, -0.00248051, 0.000197968, 0.000197983, 0.000198008, 0.000338603, 0.000200576, 0.00019851, 0.000204521, 0.000584429, 0.000354209, 0.00145493, 0.000198909, 0.000198444, 0.00019885, 0.000198261, 0.000197969, 0.000509659, 0.000197968, 0.000197968, 0.000216165
