   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_303.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0467983, 0, 5.46072e-23, 0, 1.41421, -5.46072e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.68763e-27, 0, 5.46025e-23, 0, 0, 0
0.0546819, 0, 1.486e-22, 0, 1.41421, -1.486e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31477e-26, 0, 1.48586e-22, 0, 0, 0
0.0625655, 0, 3.9412e-22, 0, 1.41421, -3.9412e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58397e-26, 0, 3.94084e-22, 0, 0, 0
0.070449, 0, 1.02112e-21, 0, 1.41421, -1.02112e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.52315e-26, 0, 1.02103e-21, 0, 0, 0
0.0783326, 0, 2.77151e-21, 0, 1.41421, -2.77151e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67658e-25, 0, 2.77124e-21, 0, 0, 0
0.0862161, 0, 6.83292e-21, 0, 1.41421, -6.83292e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.73876e-25, 0, 6.83224e-21, 0, 0, 0
0.0940997, 0, 1.65495e-20, 0, 1.41421, -1.65495e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66526e-24, 0, 1.65478e-20, 0, 0, 0
0.101983, 0, 3.94133e-20, 0, 1.41421, -3.94133e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04339e-24, 0, 3.94093e-20, 0, 0, 0
0.109867, 0, 9.23681e-20, 0, 1.41421, -9.23681e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.65549e-24, 0, 9.23585e-20, 0, 0, 0
0.11775, 0, 2.13168e-19, 0, 1.41421, -2.13168e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26944e-23, 0, 2.13146e-19, 0, 0, 0
0.125634, 0, 4.84742e-19, 0, 1.41421, -4.84742e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.254e-23, 0, 4.8469e-19, 0, 0, 0
0.133517, 0, 1.08673e-18, 0, 1.41421, -1.08673e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19886e-22, 0, 1.08662e-18, 0, 0, 0
0.141401, 0, 2.40311e-18, 0, 1.41421, -2.40311e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69772e-22, 0, 2.40284e-18, 0, 0, 0
0.149285, 0, 5.24392e-18, 0, 1.41421, -5.24392e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98977e-22, 0, 5.24332e-18, 0, 0, 0
0.157168, 0, 1.12965e-17, 0, 1.41421, -1.12965e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31283e-21, 0, 1.12951e-17, 0, 0, 0
0.165052, 0, 2.40323e-17, 0, 1.41421, -2.40323e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84174e-21, 0, 2.40294e-17, 0, 0, 0
0.172935, 0, 5.05077e-17, 0, 1.41421, -5.05077e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07726e-21, 0, 5.05016e-17, 0, 0, 0
0.180819, 0, 1.04897e-16, 0, 1.41421, -1.04897e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2845e-20, 0, 1.04884e-16, 0, 0, 0
0.188702, 0, 2.15341e-16, 0, 1.41421, -2.15341e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6842e-20, 0, 2.15315e-16, 0, 0, 0
0.196586, 0, 4.37084e-16, 0, 1.41421, -4.37084e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54725e-20, 0, 4.37028e-16, 0, 0, 0
0.204469, 0, 8.77349e-16, 0, 1.41421, -8.77349e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13409e-19, 0, 8.77235e-16, 0, 0, 0
0.212353, 0, 1.74197e-15, 0, 1.41421, -1.74197e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29424e-19, 0, 1.74174e-15, 0, 0, 0
0.220237, 0, 3.42176e-15, 0, 1.41421, -3.42176e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5936e-19, 0, 3.4213e-15, 0, 0, 0
0.22812, 0, 6.65079e-15, 0, 1.41421, -6.65079e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.10523e-19, 0, 6.64988e-15, 0, 0, 0
0.236004, 0, 1.27932e-14, 0, 1.41421, -1.27932e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78708e-18, 0, 1.27915e-14, 0, 0, 0
0.243887, 0, 2.43573e-14, 0, 1.41421, -2.43573e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47373e-18, 0, 2.43539e-14, 0, 0, 0
0.251771, 0, 4.5907e-14, 0, 1.41421, -4.5907e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.68856e-18, 0, 4.59003e-14, 0, 0, 0
0.259654, 0, 8.56594e-14, 0, 1.41421, -8.56594e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27593e-17, 0, 8.56466e-14, 0, 0, 0
0.267538, 0, 1.58258e-13, 0, 1.41421, -1.58258e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41187e-17, 0, 1.58233e-13, 0, 0, 0
0.275421, 0, 2.89528e-13, 0, 1.41421, -2.89528e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51842e-17, 0, 2.89482e-13, 0, 0, 0
0.283305, 0, 5.24555e-13, 0, 1.41421, -5.24555e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.39074e-17, 0, 5.24471e-13, 0, 0, 0
0.291189, 0, 9.41247e-13, 0, 1.41421, -9.41247e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54487e-16, 0, 9.41093e-13, 0, 0, 0
0.299072, 0, 1.67286e-12, 0, 1.41421, -1.67286e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82056e-16, 0, 1.67258e-12, 0, 0, 0
0.306956, 0, 2.94503e-12, 0, 1.41421, -2.94503e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10751e-16, 0, 2.94452e-12, 0, 0, 0
0.314839, 0, 5.13603e-12, 0, 1.41421, -5.13603e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.17506e-16, 0, 5.13511e-12, 0, 0, 0
0.322723, 0, 8.87352e-12, 0, 1.41421, -8.87352e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63544e-15, 0, 8.87188e-12, 0, 0, 0
0.330606, 0, 1.51955e-11, 6.30584e-44, 1.41421, -1.51955e-11, 6.30584e-44, 0, 6.30584e-44, 6.30584e-44, 6.30584e-44, 6.30584e-44, 6.30584e-44, 6.30584e-44, 6.30584e-44, 6.30584e-44, 6.30584e-44, 6.30584e-44, 6.30584e-44, 2.89835e-15, 6.30584e-44, 1.51926e-11, 6.30584e-44, 6.30584e-44, 6.30584e-44
0.33849, 0, 2.57692e-11, 1.14206e-42, 1.41421, -2.57692e-11, 1.14206e-42, 0, 1.14206e-42, 1.14206e-42, 1.14206e-42, 1.14206e-42, 1.14206e-42, 1.14206e-42, 1.14206e-42, 1.14206e-42, 1.14206e-42, 1.14206e-42, 1.14206e-42, 5.09058e-15, 1.14206e-42, 2.57641e-11, 1.14206e-42, 1.14206e-42, 1.14206e-42
0.346373, 0, 4.33013e-11, 1.71603e-41, 1.41421, -4.33013e-11, 1.71603e-41, 0, 1.71603e-41, 1.71603e-41, 1.71603e-41, 1.71603e-41, 1.71603e-41, 1.71603e-41, 1.71603e-41, 1.71603e-41, 1.71603e-41, 1.71603e-41, 1.71603e-41, 8.87976e-15, 1.71603e-41, 4.32924e-11, 1.71603e-41, 1.71603e-41, 1.71603e-41
0.354257, 0, 7.21012e-11, 2.26535e-40, 1.41421, -7.21012e-11, 2.26535e-40, 0, 2.26535e-40, 2.26535e-40, 2.26535e-40, 2.26535e-40, 2.26535e-40, 2.26535e-40, 2.26535e-40, 2.26535e-40, 2.26535e-40, 2.26535e-40, 2.26535e-40, 1.53892e-14, 2.26535e-40, 7.20858e-11, 2.26535e-40, 2.26535e-40, 2.26535e-40
0.362141, 0, 1.18972e-10, 2.67614e-39, 1.41421, -1.18972e-10, 2.67614e-39, 0, 2.67614e-39, 2.67614e-39, 2.67614e-39, 2.67614e-39, 2.67614e-39, 2.67614e-39, 2.67614e-39, 2.67614e-39, 2.67614e-39, 2.67614e-39, 2.67614e-39, 2.65086e-14, 2.67614e-39, 1.18946e-10, 2.67614e-39, 2.67614e-39, 2.67614e-39
0.370024, 0, 1.94553e-10, 2.85296e-38, 1.41421, -1.94553e-10, 2.85296e-38, 0, 2.85296e-38, 2.85296e-38, 2.85296e-38, 2.85296e-38, 2.85296e-38, 2.85296e-38, 2.85296e-38, 2.85296e-38, 2.85296e-38, 2.85296e-38, 2.85296e-38, 4.54061e-14, 2.85296e-38, 1.94508e-10, 2.85296e-38, 2.85296e-38, 2.85296e-38
0.377908, 0, 3.15313e-10, 2.75734e-37, 1.41421, -3.15313e-10, 2.75734e-37, 0, 2.75734e-37, 2.75734e-37, 2.75734e-37, 2.75734e-37, 2.75734e-37, 2.75734e-37, 2.75734e-37, 2.75734e-37, 2.75734e-37, 2.75734e-37, 2.75734e-37, 7.73785e-14, 2.75734e-37, 3.15236e-10, 2.75734e-37, 2.75734e-37, 2.75734e-37
0.385791, 0, 5.06501e-10, 2.43366e-36, 1.41421, -5.06501e-10, 2.43366e-36, 0, 2.43366e-36, 2.43366e-36, 2.43366e-36, 2.43366e-36, 2.43366e-36, 2.43366e-36, 2.43366e-36, 2.43366e-36, 2.43366e-36, 2.43366e-36, 2.43366e-36, 1.31263e-13, 2.43366e-36, 5.0637e-10, 2.43366e-36, 2.43366e-36, 2.43366e-36
0.393675, 0, 8.06454e-10, 1.96933e-35, 1.41421, -8.06454e-10, 1.96933e-35, 0, 1.96933e-35, 1.96933e-35, 1.96933e-35, 1.96933e-35, 1.96933e-35, 1.96933e-35, 1.96933e-35, 1.96933e-35, 1.96933e-35, 1.96933e-35, 1.96933e-35, 2.2179e-13, 1.96933e-35, 8.06232e-10, 1.96933e-35, 1.96933e-35, 1.96933e-35
0.401558, 0, 1.27281e-09, 1.46754e-34, 1.41421, -1.27281e-09, 1.46754e-34, 0, 1.46754e-34, 1.46754e-34, 1.46754e-34, 1.46754e-34, 1.46754e-34, 1.46754e-34, 1.46754e-34, 1.46754e-34, 1.46754e-34, 1.46754e-34, 1.46754e-34, 3.73492e-13, 1.46754e-34, 1.27244e-09, 1.46754e-34, 1.46754e-34, 1.46754e-34
0.409442, 0, 1.99141e-09, 1.02145e-33, 1.41421, -1.99141e-09, 1.02145e-33, 0, 1.02145e-33, 1.02145e-33, 1.02145e-33, 1.02145e-33, 1.02145e-33, 1.02145e-33, 1.02145e-33, 1.02145e-33, 1.02145e-33, 1.02145e-33, 1.02145e-33, 6.2724e-13, 1.02145e-33, 1.99078e-09, 1.02145e-33, 1.02145e-33, 1.02145e-33
0.417325, 0, 3.08885e-09, 6.04335e-33, 1.41421, -3.08885e-09, 6.04335e-33, 0, 6.04335e-33, 6.04335e-33, 6.04335e-33, 6.04335e-33, 6.04335e-33, 6.04335e-33, 6.04335e-33, 6.04335e-33, 6.04335e-33, 6.04335e-33, 6.04335e-33, 1.05114e-12, 6.04335e-33, 3.0878e-09, 6.04335e-33, 6.04335e-33, 6.04335e-33
0.425209, 0, 4.75007e-09, 3.6403e-32, 1.41421, -4.75007e-09, 3.6403e-32, 0, 3.6403e-32, 3.6403e-32, 3.6403e-32, 3.6403e-32, 3.6403e-32, 3.6403e-32, 3.6403e-32, 3.6403e-32, 3.6403e-32, 3.6403e-32, 3.6403e-32, 1.75877e-12, 3.6403e-32, 4.74832e-09, 3.6403e-32, 3.6403e-32, 3.6403e-32
0.433093, 0, 7.24275e-09, 1.96067e-31, 1.41421, -7.24275e-09, 1.96067e-31, 0, 1.96067e-31, 1.96067e-31, 1.96067e-31, 1.96067e-31, 1.96067e-31, 1.96067e-31, 1.96067e-31, 1.96067e-31, 1.96067e-31, 1.96067e-31, 1.96067e-31, 2.93956e-12, 1.96067e-31, 7.23981e-09, 1.96067e-31, 1.96067e-31, 1.96067e-31
0.440976, 0, 1.09506e-08, 1.03592e-30, 1.41421, -1.09506e-08, 1.03592e-30, 0, 1.03592e-30, 1.03592e-30, 1.03592e-30, 1.03592e-30, 1.03592e-30, 1.03592e-30, 1.03592e-30, 1.03592e-30, 1.03592e-30, 1.03592e-30, 1.03592e-30, 4.90955e-12, 1.03592e-30, 1.09457e-08, 1.03592e-30, 1.03592e-30, 1.03592e-30
0.44886, 0, 1.64184e-08, 5.23332e-30, 1.41421, -1.64184e-08, 5.23332e-30, 0, 5.23332e-30, 5.23332e-30, 5.23332e-30, 5.23332e-30, 5.23332e-30, 5.23332e-30, 5.23332e-30, 5.23332e-30, 5.23332e-30, 5.23332e-30, 5.23332e-30, 8.19559e-12, 5.23332e-30, 1.64102e-08, 5.23332e-30, 5.23332e-30, 5.23332e-30
0.456743, 0, 2.44131e-08, 2.50486e-29, 1.41421, -2.44131e-08, 2.50486e-29, 0, 2.50486e-29, 2.50486e-29, 2.50486e-29, 2.50486e-29, 2.50486e-29, 2.50486e-29, 2.50486e-29, 2.50486e-29, 2.50486e-29, 2.50486e-29, 2.50486e-29, 1.36749e-11, 2.50486e-29, 2.43995e-08, 2.50486e-29, 2.50486e-29, 2.50486e-29
0.464627, 0, 3.6004e-08, 1.15635e-28, 1.41421, -3.6004e-08, 1.15635e-28, 0, 1.15635e-28, 1.15635e-28, 1.15635e-28, 1.15635e-28, 1.15635e-28, 1.15635e-28, 1.15635e-28, 1.15635e-28, 1.15635e-28, 1.15635e-28, 1.15635e-28, 2.28044e-11, 1.15635e-28, 3.59812e-08, 1.15635e-28, 1.15635e-28, 1.15635e-28
0.47251, 0, 5.26682e-08, 5.12828e-28, 1.41421, -5.26682e-08, 5.12828e-28, 0, 5.12828e-28, 5.12828e-28, 5.12828e-28, 5.12828e-28, 5.12828e-28, 5.12828e-28, 5.12828e-28, 5.12828e-28, 5.12828e-28, 5.12828e-28, 5.12828e-28, 3.79952e-11, 5.12828e-28, 5.26302e-08, 5.12828e-28, 5.12828e-28, 5.12828e-28
0.480394, 0, 7.64293e-08, 2.173e-27, 1.41421, -7.64293e-08, 2.173e-27, 0, 2.173e-27, 2.173e-27, 2.173e-27, 2.173e-27, 2.173e-27, 2.173e-27, 2.173e-27, 2.173e-27, 2.173e-27, 2.173e-27, 2.173e-27, 6.32197e-11, 2.173e-27, 7.63661e-08, 2.173e-27, 2.173e-27, 2.173e-27
0.488277, 0, 1.10033e-07, 8.79467e-27, 1.41421, -1.10033e-07, 8.79467e-27, 0, 8.79467e-27, 8.79467e-27, 8.79467e-27, 8.79467e-27, 8.79467e-27, 8.79467e-27, 8.79467e-27, 8.79467e-27, 8.79467e-27, 8.79467e-27, 8.79467e-27, 1.04983e-10, 8.79467e-27, 1.09928e-07, 8.79467e-27, 8.79467e-27, 8.79467e-27
0.496161, 0, 1.57175e-07, 3.40215e-26, 1.41421, -1.57175e-07, 3.40215e-26, 0, 3.40215e-26, 3.40215e-26, 3.40215e-26, 3.40215e-26, 5.67091e-13, 3.40215e-26, 3.40215e-26, 3.40215e-26, 3.40215e-26, 3.40215e-26, 3.40215e-26, 1.73868e-10, 3.40215e-26, 1.57001e-07, 3.40215e-26, 3.40215e-26, 3.40215e-26
0.504044, 0, 2.22785e-07, 1.25992e-25, 1.41421, -2.22785e-07, 1.25992e-25, 0, 1.25992e-25, 1.25992e-25, 1.25992e-25, 1.25992e-25, 2.01987e-12, 1.25992e-25, 1.25992e-25, 1.25992e-25, 1.25992e-25, 1.25992e-25, 1.25992e-25, 2.8695e-10, 1.25992e-25, 2.22496e-07, 1.25992e-25, 1.25992e-25, 1.25992e-25
0.511928, 0, 3.13381e-07, 4.49771e-25, 1.41421, -3.13381e-07, 4.49771e-25, 0, 4.49771e-25, 4.49771e-25, 4.49771e-25, 4.49771e-25, 5.60914e-12, 4.49771e-25, 4.49771e-25, 4.49771e-25, 4.49771e-25, 4.49771e-25, 4.49771e-25, 4.71538e-10, 4.49771e-25, 3.12903e-07, 4.49771e-25, 4.49771e-25, 4.49771e-25
0.519812, 0, 4.39579e-07, 1.05918e-10, 1.41421, -4.39579e-07, 1.11777e-10, 1.05918e-10, 1.05948e-10, 8.91596e-10, 1.2631e-10, 1.27062e-10, 1.47062e-10, 1.73866e-10, 1.07225e-10, 1.06138e-09, 1.06048e-10, 1.09622e-10, 1.05918e-10, 8.76798e-10, 1.0592e-10, 4.36893e-07, 1.05918e-10, 1.05918e-10, 1.17855e-10
0.527695, 0, 6.13615e-07, 3.72167e-10, 1.41421, -6.13615e-07, 3.92913e-10, 3.72167e-10, 3.72276e-10, 3.15391e-09, 4.44367e-10, 4.47029e-10, 5.01762e-10, 6.12743e-10, 3.76796e-10, 3.75505e-09, 3.7263e-10, 3.85284e-10, 3.72167e-10, 1.62494e-09, 3.72175e-10, 6.05599e-07, 3.72167e-10, 3.72167e-10, 4.14431e-10
0.535579, 0, 8.54432e-07, 1.02474e-09, 1.41421, -8.54432e-07, 1.08204e-09, 1.02474e-09, 1.02504e-09, 8.70772e-09, 1.22415e-09, 1.2315e-09, 1.36769e-09, 1.6892e-09, 1.03753e-09, 1.0368e-08, 1.02602e-09, 1.06097e-09, 1.02474e-09, 3.04697e-09, 1.02476e-09, 8.33745e-07, 1.02474e-09, 1.02474e-09, 1.14147e-09
0.543462, 0, 1.19064e-06, 2.57895e-09, 1.41421, -1.19064e-06, 2.72335e-09, 2.57895e-09, 2.5797e-09, 2.19419e-08, 3.08151e-09, 3.10004e-09, 3.42216e-09, 4.25353e-09, 2.61117e-09, 2.61263e-08, 2.58217e-09, 2.67024e-09, 2.57895e-09, 5.819e-09, 2.579e-09, 1.14038e-06, 2.57895e-09, 2.57895e-09, 2.87313e-09
0.551346, 0, 1.66845e-06, 6.17844e-09, 1.41421, -1.66845e-06, 6.52465e-09, 6.17844e-09, 6.18025e-09, 5.26004e-08, 7.38332e-09, 7.42773e-09, 8.16266e-09, 1.01932e-08, 6.25568e-09, 6.26323e-08, 6.18616e-09, 6.39732e-09, 6.17844e-09, 1.13283e-08, 6.17857e-09, 1.55062e-06, 6.17844e-09, 6.17844e-09, 6.88374e-09
0.559229, 0, 2.36672e-06, 1.42881e-08, 1.41421, -2.36672e-06, 1.50891e-08, 1.42881e-08, 1.42923e-08, 1.21694e-07, 1.70758e-08, 1.71786e-08, 1.88651e-08, 2.3577e-08, 1.44668e-08, 1.44905e-07, 1.4306e-08, 1.47945e-08, 1.42881e-08, 2.24147e-08, 1.42884e-08, 2.09788e-06, 1.42881e-08, 1.42881e-08, 1.592e-08
0.567113, 0, 3.42639e-06, 3.20707e-08, 1.41421, -3.42639e-06, 3.38694e-08, 3.20707e-08, 3.20801e-08, 2.73241e-07, 3.83303e-08, 3.8561e-08, 4.2843e-08, 5.2928e-08, 3.2472e-08, 3.25358e-07, 3.21108e-08, 3.32079e-08, 3.20707e-08, 4.47712e-08, 3.20714e-08, 2.8278e-06, 3.20707e-08, 3.20707e-08, 3.57349e-08
0.574996, 0, 5.10982e-06, 7.00271e-08, 1.41421, -5.10982e-06, 7.39558e-08, 7.00271e-08, 7.00477e-08, 5.96807e-07, 8.36997e-08, 8.42037e-08, 9.94065e-08, 1.15585e-07, 7.09037e-08, 7.10645e-07, 7.01147e-08, 7.2511e-08, 7.00271e-08, 8.96952e-08, 7.00286e-08, 3.80457e-06, 7.00271e-08, 7.00271e-08, 7.80306e-08
0.58288, 0, 7.89514e-06, 1.48905e-07, 1.41421, -7.89514e-06, 1.57262e-07, 1.48905e-07, 1.48949e-07, 1.26942e-06, 1.77988e-07, 1.7906e-07, 2.19635e-07, 2.45812e-07, 1.5077e-07, 1.51157e-06, 1.49092e-07, 1.54189e-07, 1.48905e-07, 1.79083e-07, 1.48908e-07, 5.12215e-06, 1.48905e-07, 1.48905e-07, 1.65929e-07
0.590764, 0, 1.26682e-05, 3.08517e-07, 1.41421, -1.26682e-05, 3.25837e-07, 3.08517e-07, 3.08608e-07, 2.63091e-06, 3.68795e-07, 3.71017e-07, 4.69284e-07, 5.09367e-07, 3.12382e-07, 3.13279e-06, 3.08903e-07, 3.19468e-07, 3.08517e-07, 3.54394e-07, 3.08524e-07, 6.92335e-06, 3.08517e-07, 3.08517e-07, 3.43802e-07
0.598647, 0, 2.10458e-05, 6.23125e-07, 1.41421, -2.10458e-05, 6.58119e-07, 6.23125e-07, 6.23308e-07, 5.31533e-06, 7.44911e-07, 7.494e-07, 9.77938e-07, 1.02892e-06, 6.30933e-07, 6.32932e-06, 6.23905e-07, 6.45249e-07, 6.23125e-07, 6.92235e-07, 6.23138e-07, 9.43247e-06, 6.23125e-07, 6.23125e-07, 6.94414e-07
0.606531, 0, 3.5906e-05, 1.22689e-06, 1.41421, -3.5906e-05, 1.29582e-06, 1.22689e-06, 1.22725e-06, 1.04688e-05, 1.46677e-06, 1.47561e-06, 1.98094e-06, 2.02617e-06, 1.24227e-06, 1.2466e-05, 1.22843e-06, 1.27047e-06, 1.22689e-06, 1.33009e-06, 1.22692e-06, 1.30097e-05, 1.22689e-06, 1.22689e-06, 1.36731e-06
0.614414, 0, 6.23004e-05, 2.35585e-06, 1.41421, -6.23004e-05, 2.48824e-06, 2.35585e-06, 2.35654e-06, 2.0108e-05, 2.8166e-06, 2.83359e-06, 3.92984e-06, 3.89112e-06, 2.38538e-06, 2.39443e-05, 2.3588e-06, 2.43955e-06, 2.35585e-06, 2.50865e-06, 2.35589e-06, 1.82402e-05, 2.35585e-06, 2.35585e-06, 2.62556e-06
0.622298, 0, 0.000108842, 4.4125e-06, 1.41421, -0.000108842, 4.66056e-06, 4.4125e-06, 4.4138e-06, 3.76738e-05, 5.2758e-06, 5.30762e-06, 7.63921e-06, 7.28907e-06, 4.46785e-06, 4.48617e-05, 4.41803e-06, 4.56933e-06, 4.4125e-06, 4.63703e-06, 4.41259e-06, 2.60732e-05, 4.4125e-06, 4.4125e-06, 4.91785e-06
0.630181, 0, 0.000189852, 8.06331e-06, 1.41421, -0.000189852, 8.51676e-06, 8.06331e-06, 8.06568e-06, 6.88646e-05, 9.6414e-06, 9.69957e-06, 1.45581e-05, 1.33216e-05, 8.16448e-06, 8.20038e-05, 8.07342e-06, 8.35e-06, 8.06331e-06, 8.39093e-06, 8.06348e-06, 3.80371e-05, 8.06331e-06, 8.06331e-06, 8.98707e-06
0.638065, 0, 0.000328492, 1.43787e-05, 1.41421, -0.000328492, 1.51876e-05, 1.43787e-05, 1.43829e-05, 0.000122836, 1.71937e-05, 1.72975e-05, 2.72102e-05, 2.37585e-05, 1.45592e-05, 0.000146274, 1.43967e-05, 1.48901e-05, 1.43787e-05, 1.48538e-05, 1.4379e-05, 5.65478e-05, 1.43787e-05, 1.43787e-05, 1.60265e-05
0.645948, 0, 0.000561217, 2.50266e-05, 1.41421, -0.000561217, 2.64349e-05, 2.50266e-05, 2.5034e-05, 0.000213858, 2.99277e-05, 3.01084e-05, 4.9901e-05, 4.13574e-05, 2.53408e-05, 0.000254664, 2.5058e-05, 2.5917e-05, 2.50266e-05, 2.57121e-05, 2.50271e-05, 8.53538e-05, 2.50266e-05, 2.50266e-05, 2.78956e-05
0.653832, 0, 0.000943808, 4.25266e-05, 1.41421, -0.000943808, 4.49203e-05, 4.25266e-05, 4.25391e-05, 0.000363488, 5.08571e-05, 5.11642e-05, 8.98222e-05, 7.02846e-05, 4.30607e-05, 0.000432849, 4.258e-05, 4.404e-05, 4.25266e-05, 4.35112e-05, 4.25275e-05, 0.000130133, 4.25266e-05, 4.25266e-05, 4.7403e-05
0.661716, 0, 0.0015592, 7.05655e-05, 1.41421, -0.0015592, 7.45384e-05, 7.05655e-05, 7.05863e-05, 0.00060328, 8.4392e-05, 8.49017e-05, 0.000158731, 0.000116637, 7.14519e-05, 0.000718401, 7.06541e-05, 7.30773e-05, 7.05655e-05, 7.19746e-05, 7.05669e-05, 0.000199262, 7.05655e-05, 7.05655e-05, 7.86591e-05
