   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_311.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.133988, 0, 2.54735e-17, 0, 1.41421, -2.54735e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96428e-20, 0, 4.20749e-22, 4.26446e-21, 0, 2.54492e-17, 0, 0, 0
0.14187, 0, 5.27706e-17, 0, 1.41421, -5.27706e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06917e-20, 0, 8.85076e-22, 8.98532e-21, 0, 5.27201e-17, 0, 0, 0
0.149752, 0, 1.08103e-16, 0, 1.41421, -1.08103e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.33582e-20, 0, 1.84167e-21, 1.87248e-20, 0, 1.07999e-16, 0, 0, 0
0.157634, 0, 2.19045e-16, 0, 1.41421, -2.19045e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68905e-19, 0, 3.7917e-21, 3.86053e-20, 0, 2.18833e-16, 0, 0, 0
0.165516, 0, 4.39119e-16, 0, 1.41421, -4.39119e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38603e-19, 0, 7.72595e-21, 7.8767e-20, 0, 4.38694e-16, 0, 0, 0
0.173398, 0, 8.71119e-16, 0, 1.41421, -8.71119e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.71714e-19, 0, 1.55836e-20, 1.59083e-19, 0, 8.70272e-16, 0, 0, 0
0.18128, 0, 1.71042e-15, 0, 1.41421, -1.71042e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31889e-18, 0, 3.11219e-20, 3.18122e-19, 0, 1.70875e-15, 0, 0, 0
0.189162, 0, 3.32455e-15, 0, 1.41421, -3.32455e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56351e-18, 0, 6.15505e-20, 6.30009e-19, 0, 3.3213e-15, 0, 0, 0
0.197044, 0, 6.39794e-15, 0, 1.41421, -6.39794e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93332e-18, 0, 1.2057e-19, 1.23588e-18, 0, 6.39165e-15, 0, 0, 0
0.204927, 0, 1.21924e-14, 0, 1.41421, -1.21924e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.40122e-18, 0, 2.33971e-19, 2.40199e-18, 0, 1.21803e-14, 0, 0, 0
0.212809, 0, 2.30109e-14, 0, 1.41421, -2.30109e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7743e-17, 0, 4.49844e-19, 4.62603e-18, 0, 2.29881e-14, 0, 0, 0
0.220691, 0, 4.30164e-14, 0, 1.41421, -4.30164e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31684e-17, 0, 8.57037e-19, 8.83016e-18, 0, 4.29735e-14, 0, 0, 0
0.228573, 0, 7.96596e-14, 0, 1.41421, -7.96596e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14221e-17, 0, 1.61831e-18, 1.67081e-17, 0, 7.95798e-14, 0, 0, 0
0.236455, 0, 1.46148e-13, 0, 1.41421, -1.46148e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12688e-16, 0, 3.02905e-18, 3.13437e-17, 0, 1.46001e-13, 0, 0, 0
0.244337, 0, 2.66253e-13, 0, 1.41421, -2.66253e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05294e-16, 0, 5.64211e-18, 5.8543e-17, 0, 2.65983e-13, 0, 0, 0
0.252219, 0, 4.7944e-13, 0, 1.41421, -4.7944e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69671e-16, 0, 1.03772e-17, 1.07959e-16, 0, 4.78952e-13, 0, 0, 0
0.260101, 0, 8.55577e-13, 0, 1.41421, -8.55577e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5969e-16, 0, 1.89289e-17, 1.97492e-16, 0, 8.54701e-13, 0, 0, 0
0.267983, 0, 1.51322e-12, 0, 1.41421, -1.51322e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16677e-15, 0, 3.42488e-17, 3.58433e-16, 0, 1.51166e-12, 0, 0, 0
0.275865, 0, 2.65272e-12, 0, 1.41421, -2.65272e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0454e-15, 0, 6.14779e-17, 6.4551e-16, 0, 2.64997e-12, 0, 0, 0
0.283747, 0, 4.60953e-12, 0, 1.41421, -4.60953e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55429e-15, 0, 1.09505e-16, 1.15374e-15, 0, 4.60471e-12, 0, 0, 0
0.291629, 0, 7.94005e-12, 0, 1.41421, -7.94005e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.12257e-15, 0, 1.9359e-16, 2.0469e-15, 0, 7.93168e-12, 0, 0, 0
0.299511, 0, 1.35586e-11, 0, 1.41421, -1.35586e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04555e-14, 0, 3.3977e-16, 3.60544e-15, 0, 1.35442e-11, 0, 0, 0
0.307393, 0, 2.29539e-11, 0, 1.41421, -2.29539e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77018e-14, 0, 5.92185e-16, 6.3064e-15, 0, 2.29293e-11, 0, 0, 0
0.315275, 0, 3.85274e-11, 0, 1.41421, -3.85274e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97149e-14, 0, 1.02527e-15, 1.09564e-14, 0, 3.84857e-11, 0, 0, 0
0.323157, 0, 6.41174e-11, 9.80909e-44, 1.41421, -6.41174e-11, 0, 9.80909e-44, 9.80909e-44, 9.80909e-44, 9.80909e-44, 9.80909e-44, 9.80909e-44, 9.80909e-44, 9.80909e-44, 9.80909e-44, 9.80909e-44, 4.9458e-14, 9.80909e-44, 1.76393e-15, 1.89116e-14, 9.80909e-44, 6.40472e-11, 9.80909e-44, 9.80909e-44, 9.80909e-44
0.331039, 0, 1.05803e-10, 1.74602e-42, 1.41421, -1.05803e-10, 0, 1.74602e-42, 1.74602e-42, 1.74602e-42, 1.74602e-42, 1.74602e-42, 1.74602e-42, 1.74602e-42, 1.74602e-42, 1.74602e-42, 1.74602e-42, 8.16271e-14, 1.74602e-42, 3.01691e-15, 3.24406e-14, 1.74602e-42, 1.05686e-10, 1.74602e-42, 1.74602e-42, 1.74602e-42
0.338921, 0, 1.73124e-10, 2.59114e-41, 1.41421, -1.73124e-10, 0, 2.59114e-41, 2.59114e-41, 2.59114e-41, 2.59114e-41, 2.59114e-41, 2.59114e-41, 2.59114e-41, 2.59114e-41, 2.59114e-41, 2.59114e-41, 1.33596e-13, 2.59114e-41, 5.13179e-15, 5.53209e-14, 2.59114e-41, 1.7293e-10, 2.59114e-41, 2.59114e-41, 2.59114e-41
0.346803, 0, 2.80912e-10, 3.38869e-40, 1.41421, -2.80912e-10, 0, 3.38869e-40, 3.38869e-40, 3.38869e-40, 3.38869e-40, 3.38869e-40, 3.38869e-40, 3.38869e-40, 3.38869e-40, 3.38869e-40, 3.38869e-40, 2.16837e-13, 3.38869e-40, 8.6858e-15, 9.38165e-14, 3.38869e-40, 2.80593e-10, 3.38869e-40, 3.38869e-40, 3.38869e-40
0.354685, 0, 4.52025e-10, 3.96837e-39, 1.41421, -4.52025e-10, 0, 3.96837e-39, 3.96837e-39, 3.96837e-39, 3.96837e-39, 3.96837e-39, 3.96837e-39, 3.96837e-39, 3.96837e-39, 3.96837e-39, 3.96837e-39, 3.49051e-13, 3.96837e-39, 1.46356e-14, 1.58283e-13, 3.96837e-39, 4.51503e-10, 3.96837e-39, 3.96837e-39, 3.96837e-39
0.362567, 0, 7.21357e-10, 4.19403e-38, 1.41421, -7.21357e-10, 0, 4.19403e-38, 4.19403e-38, 4.19403e-38, 4.19403e-38, 4.19403e-38, 4.19403e-38, 4.19403e-38, 4.19403e-38, 4.19403e-38, 4.19403e-38, 5.57294e-13, 4.19403e-38, 2.45646e-14, 2.65787e-13, 4.19403e-38, 7.20509e-10, 4.19403e-38, 4.19403e-38, 4.19403e-38
0.370449, 0, 1.14172e-09, 4.02012e-37, 1.41421, -1.14172e-09, 0, 4.02012e-37, 4.02012e-37, 4.02012e-37, 4.02012e-37, 4.02012e-37, 4.02012e-37, 4.02012e-37, 4.02012e-37, 4.02012e-37, 4.02012e-37, 8.82576e-13, 4.02012e-37, 4.10914e-14, 4.4441e-13, 4.02012e-37, 1.14035e-09, 4.02012e-37, 4.02012e-37, 4.02012e-37
0.378331, 0, 1.79228e-09, 3.51692e-36, 1.41421, -1.79228e-09, 0, 3.51692e-36, 3.51692e-36, 3.51692e-36, 3.51692e-36, 3.51692e-36, 3.51692e-36, 3.51692e-36, 3.51692e-36, 3.51692e-36, 3.51692e-36, 1.38651e-12, 3.51692e-36, 6.85456e-14, 7.40276e-13, 3.51692e-36, 1.79008e-09, 3.51692e-36, 3.51692e-36, 3.51692e-36
0.386213, 0, 2.79071e-09, 2.8205e-35, 1.41421, -2.79071e-09, 0, 2.8205e-35, 2.8205e-35, 2.8205e-35, 2.8205e-35, 2.8205e-35, 2.8205e-35, 2.8205e-35, 2.8205e-35, 2.8205e-35, 2.8205e-35, 2.16088e-12, 2.8205e-35, 1.14086e-13, 1.22909e-12, 2.8205e-35, 2.7872e-09, 2.8205e-35, 2.8205e-35, 2.8205e-35
0.394095, 0, 4.31031e-09, 2.08328e-34, 1.41421, -4.31031e-09, 0, 2.08328e-34, 2.08328e-34, 2.08328e-34, 2.08328e-34, 2.08328e-34, 2.08328e-34, 2.08328e-34, 2.08328e-34, 2.08328e-34, 2.08328e-34, 3.34128e-12, 2.08328e-34, 1.89553e-13, 2.03504e-12, 2.08328e-34, 4.30474e-09, 2.08328e-34, 2.08328e-34, 2.08328e-34
0.401977, 0, 6.60406e-09, 1.44321e-33, 1.41421, -6.60406e-09, 0, 1.44321e-33, 1.44321e-33, 1.44321e-33, 1.44321e-33, 1.44321e-33, 1.44321e-33, 1.44321e-33, 1.44321e-33, 1.44321e-33, 1.44321e-33, 5.12637e-12, 1.44321e-33, 3.14529e-13, 3.36186e-12, 1.44321e-33, 6.59526e-09, 1.44321e-33, 1.44321e-33, 1.44321e-33
0.409859, 0, 1.00379e-08, 9.1204e-33, 1.41421, -1.00379e-08, 0, 9.1204e-33, 9.1204e-33, 9.1204e-33, 9.1204e-33, 9.1204e-33, 9.1204e-33, 9.1204e-33, 9.1204e-33, 9.1204e-33, 9.1204e-33, 7.80483e-12, 9.1204e-33, 5.21399e-13, 5.54372e-12, 9.1204e-33, 1.00241e-08, 9.1204e-33, 9.1204e-33, 9.1204e-33
0.417741, 0, 1.5137e-08, 5.67797e-32, 1.41421, -1.5137e-08, 0, 5.67797e-32, 5.67797e-32, 5.67797e-32, 5.67797e-32, 5.67797e-32, 5.67797e-32, 5.67797e-32, 5.67797e-32, 5.67797e-32, 5.67797e-32, 1.17929e-11, 5.67797e-32, 8.63703e-13, 9.12881e-12, 5.67797e-32, 1.51152e-08, 5.67797e-32, 5.67797e-32, 5.67797e-32
0.425623, 0, 2.26473e-08, 3.20641e-31, 1.41421, -2.26473e-08, 0, 3.20641e-31, 3.20641e-31, 3.20641e-31, 3.20641e-31, 3.20641e-31, 3.20641e-31, 3.20641e-31, 3.20641e-31, 3.20641e-31, 3.20641e-31, 1.76861e-11, 3.20641e-31, 1.42982e-12, 1.50159e-11, 3.20641e-31, 2.26132e-08, 3.20641e-31, 3.20641e-31, 3.20641e-31
0.433505, 0, 3.3621e-08, 1.74052e-30, 1.41421, -3.3621e-08, 0, 1.74052e-30, 1.74052e-30, 1.74052e-30, 1.74052e-30, 1.74052e-30, 1.74052e-30, 1.74052e-30, 1.74052e-30, 1.74052e-30, 1.74052e-30, 2.633e-11, 1.74052e-30, 2.36541e-12, 2.46777e-11, 1.74052e-30, 3.35676e-08, 1.74052e-30, 1.74052e-30, 1.74052e-30
0.441387, 0, 4.95279e-08, 8.94573e-30, 1.41421, -4.95279e-08, 0, 8.94573e-30, 8.94573e-30, 8.94573e-30, 8.94573e-30, 8.94573e-30, 8.94573e-30, 8.94573e-30, 8.94573e-30, 8.94573e-30, 8.94573e-30, 3.89164e-11, 8.94573e-30, 3.90991e-12, 4.05237e-11, 8.94573e-30, 4.94445e-08, 8.94573e-30, 8.94573e-30, 8.94573e-30
0.449269, 0, 7.24041e-08, 4.33608e-29, 1.41421, -7.24041e-08, 0, 4.33608e-29, 4.33608e-29, 4.33608e-29, 4.33608e-29, 4.33608e-29, 4.33608e-29, 4.33608e-29, 4.33608e-29, 4.33608e-29, 4.33608e-29, 5.71131e-11, 4.33608e-29, 6.45548e-12, 6.64865e-11, 4.33608e-29, 7.2274e-08, 4.33608e-29, 4.33608e-29, 4.33608e-29
0.457151, 0, 1.05048e-07, 2.01077e-28, 1.41421, -1.05048e-07, 0, 2.01077e-28, 2.01077e-28, 2.01077e-28, 2.01077e-28, 2.01077e-28, 2.01077e-28, 2.01077e-28, 2.01077e-28, 2.01077e-28, 2.01077e-28, 8.3239e-11, 2.01077e-28, 1.0642e-11, 1.08966e-10, 2.01077e-28, 1.04845e-07, 2.01077e-28, 2.01077e-28, 2.01077e-28
0.465033, 0, 1.51271e-07, 8.89952e-28, 1.41421, -1.51271e-07, 0, 8.89952e-28, 8.89952e-28, 8.89952e-28, 8.89952e-28, 8.89952e-28, 8.89952e-28, 8.89952e-28, 8.89952e-28, 8.89952e-28, 8.89952e-28, 1.20495e-10, 8.89952e-28, 1.75081e-11, 1.78334e-10, 8.89952e-28, 1.50954e-07, 8.89952e-28, 8.89952e-28, 8.89952e-28
0.472915, 0, 2.16224e-07, 3.75116e-27, 1.41421, -2.16224e-07, 0, 3.75116e-27, 3.75116e-27, 3.75116e-27, 3.75116e-27, 3.75116e-27, 3.75116e-27, 3.75116e-27, 3.75116e-27, 3.75116e-27, 3.75116e-27, 1.73271e-10, 3.75116e-27, 2.87304e-11, 2.91313e-10, 3.75116e-27, 2.1573e-07, 3.75116e-27, 3.75116e-27, 3.75116e-27
0.480797, 0, 3.06811e-07, 1.50746e-26, 1.41421, -3.06811e-07, 0, 1.50746e-26, 1.50746e-26, 1.50746e-26, 1.50746e-26, 1.50746e-26, 1.50746e-26, 1.50746e-26, 1.50746e-26, 1.50746e-26, 1.50746e-26, 2.47553e-10, 1.50746e-26, 4.69988e-11, 4.74702e-10, 1.50746e-26, 3.06041e-07, 1.50746e-26, 1.50746e-26, 1.50746e-26
0.488679, 0, 4.32214e-07, 5.7846e-26, 1.41421, -4.32214e-07, 0, 5.7846e-26, 5.7846e-26, 5.7846e-26, 5.7846e-26, 5.7846e-26, 5.7846e-26, 5.7846e-26, 3.91922e-12, 5.7846e-26, 5.7846e-26, 3.51448e-10, 5.7846e-26, 7.65991e-11, 7.7115e-10, 5.7846e-26, 4.3101e-07, 5.7846e-26, 5.7846e-26, 5.7846e-26
0.496561, 0, 6.0454e-07, 2.12376e-25, 1.41421, -6.0454e-07, 0, 2.12376e-25, 2.12376e-25, 2.12376e-25, 2.12376e-25, 2.12376e-25, 2.12376e-25, 2.12376e-25, 1.35747e-11, 2.12376e-25, 2.12376e-25, 4.95871e-10, 2.12376e-25, 1.24311e-10, 1.248e-09, 2.12376e-25, 6.02658e-07, 2.12376e-25, 2.12376e-25, 2.12376e-25
0.504444, 0, 8.39641e-07, 7.51825e-25, 1.41421, -8.39641e-07, 0, 7.51825e-25, 7.51825e-25, 7.51825e-25, 7.51825e-25, 7.51825e-25, 7.51825e-25, 7.51825e-25, 3.65822e-11, 7.51825e-25, 7.51825e-25, 6.95431e-10, 7.51825e-25, 2.00777e-10, 2.01067e-09, 7.51825e-25, 8.36697e-07, 7.51825e-25, 7.51825e-25, 7.51825e-25
0.512326, 0, 1.16219e-06, 2.69063e-10, 1.41421, -1.16219e-06, 2.69063e-10, 2.69068e-10, 2.69189e-10, 2.69215e-10, 8.62708e-10, 2.83796e-10, 2.70172e-10, 2.97857e-10, 5.42801e-10, 4.94174e-10, 2.80589e-09, 1.23864e-09, 2.71181e-10, 5.91633e-10, 3.49166e-09, 2.69064e-10, 1.15395e-06, 2.69063e-10, 2.69063e-10, 3.18169e-10
0.520208, 0, 1.60053e-06, 9.14227e-10, 1.41421, -1.60053e-06, 9.14227e-10, 9.14242e-10, 9.1466e-10, 9.14748e-10, 2.95921e-09, 9.64978e-10, 9.18046e-10, 1.01342e-09, 1.75763e-09, 1.68969e-09, 9.65307e-09, 2.25825e-09, 9.21522e-10, 1.42959e-09, 6.04902e-09, 9.14229e-10, 1.5808e-06, 9.14227e-10, 9.14227e-10, 1.08339e-09
0.52809, 0, 2.19684e-06, 2.42919e-09, 1.41421, -2.19684e-06, 2.42919e-09, 2.42923e-09, 2.43035e-09, 2.43059e-09, 7.91349e-09, 2.56529e-09, 2.43943e-09, 2.6952e-09, 4.60185e-09, 4.50885e-09, 2.58653e-08, 4.28172e-09, 2.44875e-09, 3.24756e-09, 1.05575e-08, 2.4292e-09, 2.15198e-06, 2.42919e-09, 2.42919e-09, 2.88284e-09
0.535972, 0, 3.01363e-06, 6.01066e-09, 1.41421, -3.01363e-06, 6.01066e-09, 6.01077e-09, 6.01356e-09, 6.01415e-09, 1.9686e-08, 6.35005e-09, 6.0362e-09, 6.67397e-09, 1.12859e-08, 1.11964e-08, 6.44495e-08, 8.54993e-09, 6.05945e-09, 7.30203e-09, 1.87872e-08, 6.01068e-09, 2.91223e-06, 6.01066e-09, 6.01066e-09, 7.14187e-09
0.543854, 0, 4.13939e-06, 1.3808e-08, 1.41421, -4.13939e-06, 1.3808e-08, 1.38083e-08, 1.38147e-08, 1.38161e-08, 4.52914e-08, 1.45894e-08, 1.38668e-08, 1.53351e-08, 2.59307e-08, 2.57466e-08, 1.48346e-07, 1.72695e-08, 1.39204e-08, 1.58318e-08, 3.37564e-08, 1.38081e-08, 3.91878e-06, 1.3808e-08, 1.3808e-08, 1.64123e-08
0.551736, 0, 5.7253e-06, 3.08476e-08, 1.41421, -5.7253e-06, 3.08476e-08, 3.08482e-08, 3.08626e-08, 3.08656e-08, 1.01302e-07, 3.25961e-08, 3.09792e-08, 3.42649e-08, 5.93476e-08, 5.75641e-08, 3.31921e-07, 3.55407e-08, 3.1099e-08, 3.39972e-08, 6.17284e-08, 3.08477e-08, 5.24842e-06, 3.08476e-08, 3.08476e-08, 3.66756e-08
0.559618, 0, 8.03466e-06, 6.71604e-08, 1.41421, -8.03466e-06, 6.71604e-08, 6.71616e-08, 6.7193e-08, 6.71996e-08, 2.20784e-07, 7.0973e-08, 6.74473e-08, 7.46118e-08, 1.45967e-07, 1.25415e-07, 7.23643e-07, 7.34892e-08, 6.77085e-08, 7.20274e-08, 1.1457e-07, 6.71606e-08, 7.00401e-06, 6.71604e-08, 6.71604e-08, 7.9868e-08
0.5675, 0, 1.15065e-05, 1.42634e-07, 1.41421, -1.15065e-05, 1.42634e-07, 1.42636e-07, 1.42703e-07, 1.42717e-07, 4.69377e-07, 1.50743e-07, 1.43244e-07, 1.58482e-07, 3.33213e-07, 2.66535e-07, 1.53891e-06, 1.51123e-07, 1.438e-07, 1.501e-07, 2.14804e-07, 1.42634e-07, 9.328e-06, 1.42634e-07, 1.42634e-07, 1.69662e-07
0.575382, 0, 1.69341e-05, 2.95641e-07, 1.41421, -1.69341e-05, 2.95641e-07, 2.95646e-07, 2.95785e-07, 2.95814e-07, 9.73894e-07, 3.12473e-07, 2.96908e-07, 3.28539e-07, 7.29745e-07, 5.52836e-07, 3.19403e-06, 3.06969e-07, 2.98061e-07, 3.07015e-07, 4.0456e-07, 2.95642e-07, 1.24247e-05, 2.95641e-07, 2.95641e-07, 3.51745e-07
0.583264, 0, 2.57382e-05, 5.98237e-07, 1.41421, -2.57382e-05, 5.98237e-07, 5.98247e-07, 5.98528e-07, 5.98587e-07, 1.9728e-06, 6.3235e-07, 6.00804e-07, 6.64908e-07, 1.55143e-06, 1.11947e-06, 6.47216e-06, 6.13275e-07, 6.0314e-07, 6.15434e-07, 7.61205e-07, 5.98239e-07, 1.65975e-05, 5.98237e-07, 5.98237e-07, 7.11939e-07
0.591146, 0, 4.04552e-05, 1.18205e-06, 1.41421, -4.04552e-05, 1.18205e-06, 1.18207e-06, 1.18262e-06, 1.18274e-06, 3.90233e-06, 1.24956e-06, 1.18713e-06, 1.31399e-06, 3.22086e-06, 2.21358e-06, 1.28067e-05, 1.20191e-06, 1.19175e-06, 1.20786e-06, 1.42382e-06, 1.18205e-06, 2.2312e-05, 1.18205e-06, 1.18205e-06, 1.40707e-06
0.599028, 0, 6.55567e-05, 2.28107e-06, 1.41421, -6.55567e-05, 2.28107e-06, 2.28111e-06, 2.28219e-06, 2.28241e-06, 7.53927e-06, 2.41157e-06, 2.29089e-06, 2.53611e-06, 6.54496e-06, 4.27499e-06, 2.4751e-05, 2.30718e-06, 2.29983e-06, 2.31953e-06, 2.6368e-06, 2.28108e-06, 3.02989e-05, 2.28107e-06, 2.28107e-06, 2.71602e-06
0.60691, 0, 0.000108826, 4.2999e-06, 1.41421, -0.000108826, 4.2999e-06, 4.29998e-06, 4.30201e-06, 4.30244e-06, 1.4229e-05, 4.54632e-06, 4.31845e-06, 4.7815e-06, 1.30638e-05, 8.06503e-06, 4.67299e-05, 4.33405e-06, 4.33533e-06, 4.35681e-06, 4.81922e-06, 4.29992e-06, 4.172e-05, 4.2999e-06, 4.2999e-06, 5.12123e-06
0.614792, 0, 0.00018352, 7.91889e-06, 1.41421, -0.00018352, 7.91889e-06, 7.91903e-06, 7.92277e-06, 7.92356e-06, 2.62378e-05, 8.37352e-06, 7.9531e-06, 8.80743e-06, 2.56181e-05, 1.48655e-05, 8.62014e-05, 7.96335e-06, 7.98424e-06, 8.00251e-06, 8.67148e-06, 7.91891e-06, 5.84254e-05, 7.91889e-06, 7.91889e-06, 9.43421e-06
