   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_278.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.240512, 0, 1.04843e-14, 0, 1.41421, -1.04843e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12618e-17, 0, 0, 0, 0, 1.0463e-14, 0, 0, 0
0.2484, 0, 2.01921e-14, 0, 1.41421, -2.01921e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0949e-17, 0, 0, 0, 0, 2.01512e-14, 0, 0, 0
0.256287, 0, 3.84834e-14, 0, 1.41421, -3.84834e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.80432e-17, 0, 0, 0, 0, 3.84054e-14, 0, 0, 0
0.264174, 0, 7.2587e-14, 0, 1.41421, -7.2587e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47205e-16, 0, 0, 0, 0, 7.24398e-14, 0, 0, 0
0.272062, 0, 1.35515e-13, 0, 1.41421, -1.35515e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74822e-16, 0, 0, 0, 0, 1.3524e-13, 0, 0, 0
0.279949, 0, 2.50435e-13, 0, 1.41421, -2.50435e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07883e-16, 0, 0, 0, 0, 2.49927e-13, 0, 0, 0
0.287836, 0, 4.58166e-13, 0, 1.41421, -4.58166e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.29176e-16, 0, 0, 0, 0, 4.57237e-13, 0, 0, 0
0.295724, 0, 8.29867e-13, 0, 1.41421, -8.29867e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68303e-15, 0, 0, 0, 0, 8.28184e-13, 0, 0, 0
0.303611, 0, 1.48827e-12, 0, 1.41421, -1.48827e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01843e-15, 0, 0, 0, 0, 1.48525e-12, 0, 0, 0
0.311499, 0, 2.64289e-12, 0, 1.41421, -2.64289e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36041e-15, 0, 0, 0, 0, 2.63753e-12, 0, 0, 0
0.319386, 0, 4.64759e-12, 0, 1.41421, -4.64759e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.427e-15, 0, 0, 0, 0, 4.63816e-12, 0, 0, 0
0.327273, 0, 8.09392e-12, 0, 1.41421, -8.09392e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64189e-14, 0, 0, 0, 0, 8.0775e-12, 0, 0, 0
0.335161, 0, 1.39605e-11, 2.8026e-44, 1.41421, -1.39605e-11, 0, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.83227e-14, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 1.39321e-11, 2.8026e-44, 2.8026e-44, 2.8026e-44
0.343048, 0, 2.38493e-11, 5.64723e-43, 1.41421, -2.38493e-11, 0, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 4.83927e-14, 5.64723e-43, 5.64723e-43, 5.64723e-43, 5.64723e-43, 2.38009e-11, 5.64723e-43, 5.64723e-43, 5.64723e-43
0.350936, 0, 4.03569e-11, 8.56614e-42, 1.41421, -4.03569e-11, 0, 8.56614e-42, 8.56614e-42, 8.56614e-42, 8.56614e-42, 8.56614e-42, 8.56614e-42, 8.56614e-42, 8.56614e-42, 8.56614e-42, 8.56614e-42, 8.19053e-14, 8.56614e-42, 8.56614e-42, 8.56614e-42, 8.56614e-42, 4.0275e-11, 8.56614e-42, 8.56614e-42, 8.56614e-42
0.358823, 0, 6.76469e-11, 1.17936e-40, 1.41421, -6.76469e-11, 0, 1.17936e-40, 1.17936e-40, 1.17936e-40, 1.17936e-40, 1.17936e-40, 1.17936e-40, 1.17936e-40, 1.17936e-40, 1.17936e-40, 1.17936e-40, 1.37328e-13, 1.17936e-40, 1.17936e-40, 1.17936e-40, 1.17936e-40, 6.75095e-11, 1.17936e-40, 1.17936e-40, 1.17936e-40
0.36671, 0, 1.1233e-10, 1.45785e-39, 1.41421, -1.1233e-10, 0, 1.45785e-39, 1.45785e-39, 1.45785e-39, 1.45785e-39, 1.45785e-39, 1.45785e-39, 1.45785e-39, 1.45785e-39, 1.45785e-39, 1.45785e-39, 2.28117e-13, 1.45785e-39, 1.45785e-39, 1.45785e-39, 1.45785e-39, 1.12102e-10, 1.45785e-39, 1.45785e-39, 1.45785e-39
0.374598, 0, 1.84793e-10, 1.62383e-38, 1.41421, -1.84793e-10, 0, 1.62383e-38, 1.62383e-38, 1.62383e-38, 1.62383e-38, 1.62383e-38, 1.62383e-38, 1.62383e-38, 1.62383e-38, 1.62383e-38, 1.62383e-38, 3.75439e-13, 1.62383e-38, 1.62383e-38, 1.62383e-38, 1.62383e-38, 1.84417e-10, 1.62383e-38, 1.62383e-38, 1.62383e-38
0.382485, 0, 3.01191e-10, 1.63619e-37, 1.41421, -3.01191e-10, 0, 1.63619e-37, 1.63619e-37, 1.63619e-37, 1.63619e-37, 1.63619e-37, 1.63619e-37, 1.63619e-37, 1.63619e-37, 1.63619e-37, 1.63619e-37, 6.12266e-13, 1.63619e-37, 1.63619e-37, 1.63619e-37, 1.63619e-37, 3.00579e-10, 1.63619e-37, 1.63619e-37, 1.63619e-37
0.390373, 0, 4.86402e-10, 1.50081e-36, 1.41421, -4.86402e-10, 0, 1.50081e-36, 1.50081e-36, 1.50081e-36, 1.50081e-36, 1.50081e-36, 1.50081e-36, 1.50081e-36, 1.50081e-36, 1.50081e-36, 1.50081e-36, 9.89462e-13, 1.50081e-36, 1.50081e-36, 1.50081e-36, 1.50081e-36, 4.85412e-10, 1.50081e-36, 1.50081e-36, 1.50081e-36
0.39826, 0, 7.78342e-10, 1.26021e-35, 1.41421, -7.78342e-10, 0, 1.26021e-35, 1.26021e-35, 1.26021e-35, 1.26021e-35, 1.26021e-35, 1.26021e-35, 1.26021e-35, 1.26021e-35, 1.26021e-35, 1.26021e-35, 1.58473e-12, 1.26021e-35, 1.26021e-35, 1.26021e-35, 1.26021e-35, 7.76757e-10, 1.26021e-35, 1.26021e-35, 1.26021e-35
0.406147, 0, 1.23423e-09, 9.72643e-35, 1.41421, -1.23423e-09, 0, 9.72643e-35, 9.72643e-35, 9.72643e-35, 9.72643e-35, 9.72643e-35, 9.72643e-35, 9.72643e-35, 9.72643e-35, 9.72643e-35, 9.72643e-35, 2.51567e-12, 9.72643e-35, 9.72643e-35, 9.72643e-35, 9.72643e-35, 1.23171e-09, 9.72643e-35, 9.72643e-35, 9.72643e-35
0.414035, 0, 1.93955e-09, 6.93103e-34, 1.41421, -1.93955e-09, 0, 6.93103e-34, 6.93103e-34, 6.93103e-34, 6.93103e-34, 6.93103e-34, 6.93103e-34, 6.93103e-34, 6.93103e-34, 6.93103e-34, 6.93103e-34, 3.95859e-12, 6.93103e-34, 6.93103e-34, 6.93103e-34, 6.93103e-34, 1.93559e-09, 6.93103e-34, 6.93103e-34, 6.93103e-34
0.421922, 0, 3.02075e-09, 4.80599e-33, 1.41421, -3.02075e-09, 0, 4.80599e-33, 4.80599e-33, 4.80599e-33, 4.80599e-33, 4.80599e-33, 4.80599e-33, 4.80599e-33, 4.80599e-33, 4.80599e-33, 4.80599e-33, 6.17539e-12, 4.80599e-33, 4.80599e-33, 4.80599e-33, 4.80599e-33, 3.01458e-09, 4.80599e-33, 4.80599e-33, 4.80599e-33
0.42981, 0, 4.66306e-09, 2.74408e-32, 1.41421, -4.66306e-09, 0, 2.74408e-32, 2.74408e-32, 2.74408e-32, 2.74408e-32, 2.74408e-32, 2.74408e-32, 2.74408e-32, 2.74408e-32, 2.74408e-32, 2.74408e-32, 9.55172e-12, 2.74408e-32, 2.74408e-32, 2.74408e-32, 2.74408e-32, 4.65351e-09, 2.74408e-32, 2.74408e-32, 2.74408e-32
0.437697, 0, 7.13509e-09, 1.47256e-31, 1.41421, -7.13509e-09, 0, 1.47256e-31, 1.47256e-31, 1.47256e-31, 1.47256e-31, 1.47256e-31, 1.47256e-31, 1.47256e-31, 1.47256e-31, 1.47256e-31, 1.47256e-31, 1.46504e-11, 1.47256e-31, 1.47256e-31, 1.47256e-31, 1.47256e-31, 7.12044e-09, 1.47256e-31, 1.47256e-31, 1.47256e-31
0.445584, 0, 1.08227e-08, 7.89555e-31, 1.41421, -1.08227e-08, 0, 7.89555e-31, 7.89555e-31, 7.89555e-31, 7.89555e-31, 7.89555e-31, 7.89555e-31, 7.89555e-31, 7.89555e-31, 7.89555e-31, 7.89555e-31, 2.22859e-11, 7.89555e-31, 7.89555e-31, 7.89555e-31, 7.89555e-31, 1.08004e-08, 7.89555e-31, 7.89555e-31, 7.89555e-31
0.453472, 0, 1.62748e-08, 4.07761e-30, 1.41421, -1.62748e-08, 0, 4.07761e-30, 4.07761e-30, 4.07761e-30, 4.07761e-30, 4.07761e-30, 4.07761e-30, 4.07761e-30, 4.07761e-30, 4.07761e-30, 4.07761e-30, 3.36271e-11, 4.07761e-30, 4.07761e-30, 4.07761e-30, 4.07761e-30, 1.62412e-08, 4.07761e-30, 4.07761e-30, 4.07761e-30
0.461359, 0, 2.42648e-08, 1.99945e-29, 1.41421, -2.42648e-08, 0, 1.99945e-29, 1.99945e-29, 1.99945e-29, 1.99945e-29, 1.99945e-29, 1.99945e-29, 1.99945e-29, 1.99945e-29, 1.99945e-29, 1.99945e-29, 5.03385e-11, 1.99945e-29, 1.99945e-29, 1.99945e-29, 1.99945e-29, 2.42144e-08, 1.99945e-29, 1.99945e-29, 1.99945e-29
0.469247, 0, 3.58726e-08, 1.66703e-28, 1.41421, -3.58726e-08, 0, 1.66703e-28, 1.66703e-28, 1.66703e-28, 1.66703e-28, 1.66703e-28, 1.66703e-28, 1.66703e-28, 1.66703e-28, 1.66703e-28, 1.66703e-28, 7.47728e-11, 1.66703e-28, 1.66703e-28, 1.66703e-28, 1.66703e-28, 3.57979e-08, 1.66703e-28, 1.66703e-28, 1.66703e-28
0.477134, 0, 5.259e-08, 7.23845e-28, 1.41421, -5.259e-08, 0, 7.23845e-28, 7.23845e-28, 7.23845e-28, 7.23845e-28, 7.23845e-28, 7.23845e-28, 7.23845e-28, 7.23845e-28, 7.23845e-28, 7.23845e-28, 1.10224e-10, 7.23845e-28, 7.23845e-28, 7.23845e-28, 7.23845e-28, 5.24798e-08, 7.23845e-28, 7.23845e-28, 7.23845e-28
0.485021, 0, 7.64622e-08, 3.00131e-27, 1.41421, -7.64622e-08, 0, 3.00131e-27, 3.00131e-27, 3.00131e-27, 3.00131e-27, 3.00131e-27, 3.00131e-27, 3.00131e-27, 3.00131e-27, 3.00131e-27, 3.00131e-27, 1.61283e-10, 3.00131e-27, 3.00131e-27, 3.00131e-27, 3.00131e-27, 7.63009e-08, 3.00131e-27, 3.00131e-27, 3.00131e-27
0.492909, 0, 1.10264e-07, 1.18934e-26, 1.41421, -1.10264e-07, 0, 1.18934e-26, 1.18934e-26, 1.18934e-26, 1.18934e-26, 1.18934e-26, 1.18934e-26, 1.18934e-26, 1.18934e-26, 1.18934e-26, 1.18934e-26, 2.34291e-10, 1.18934e-26, 1.18934e-26, 1.18934e-26, 1.18934e-26, 1.1003e-07, 1.18934e-26, 1.18934e-26, 1.18934e-26
0.500796, 0, 1.57731e-07, 4.50992e-26, 1.41421, -1.57731e-07, 0, 4.50992e-26, 4.50992e-26, 4.50992e-26, 4.50992e-26, 4.50992e-26, 4.50992e-26, 3.70383e-13, 4.50992e-26, 4.50992e-26, 4.50992e-26, 3.37957e-10, 4.50992e-26, 4.50992e-26, 4.50992e-26, 4.50992e-26, 1.57392e-07, 4.50992e-26, 4.50992e-26, 4.50992e-26
0.508684, 0, 2.23838e-07, 1.64047e-25, 1.41421, -2.23838e-07, 0, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.34705e-12, 1.64047e-25, 1.64047e-25, 1.64047e-25, 4.84147e-10, 1.64047e-25, 1.64047e-25, 1.64047e-25, 1.64047e-25, 2.23352e-07, 1.64047e-25, 1.64047e-25, 1.64047e-25
0.516571, 0, 3.16448e-07, 5.78674e-25, 1.41421, -3.16448e-07, 0, 1.76604e-15, 5.01451e-10, 1.33296e-11, 1.33047e-11, 6.96421e-12, 2.11076e-11, 2.10658e-11, 7.51038e-11, 3.296e-13, 5.92687e-10, 6.88947e-10, 4.06447e-13, 2.26197e-12, 5.78674e-25, 1.21573e-15, 3.145e-07, 5.78674e-25, 5.78674e-25, 1.06551e-11
0.524458, 0, 4.451e-07, 1.32381e-10, 1.41421, -4.451e-07, 1.32381e-10, 1.32388e-10, 1.94679e-09, 1.80612e-10, 1.80522e-10, 1.5758e-10, 2.08755e-10, 2.04681e-10, 4.04131e-10, 1.33574e-10, 2.27691e-09, 1.10636e-09, 1.33852e-10, 1.40566e-10, 1.32381e-10, 1.32386e-10, 4.39576e-07, 1.32381e-10, 1.32381e-10, 1.70935e-10
0.532346, 0, 6.24115e-07, 4.74171e-10, 1.41421, -6.24115e-07, 4.74171e-10, 4.74189e-10, 5.60521e-09, 6.10565e-10, 6.10311e-10, 5.45432e-10, 6.90152e-10, 6.75041e-10, 1.24266e-09, 4.77544e-10, 6.53878e-09, 1.8423e-09, 4.7833e-10, 4.97317e-10, 4.74171e-10, 4.74184e-10, 6.09883e-07, 4.74171e-10, 4.74171e-10, 5.83199e-10
0.540233, 0, 8.75445e-07, 1.33236e-09, 1.41421, -8.75445e-07, 1.33236e-09, 1.33241e-09, 1.45841e-08, 1.68462e-09, 1.68396e-09, 1.5164e-09, 1.89017e-09, 1.84614e-09, 3.31712e-09, 1.34107e-09, 1.69952e-08, 3.24209e-09, 1.3431e-09, 1.39214e-09, 1.33236e-09, 1.33239e-09, 8.40315e-07, 1.33236e-09, 1.33236e-09, 1.61394e-09
0.548121, 0, 1.2346e-06, 3.42548e-09, 1.41421, -1.2346e-06, 3.42548e-09, 3.4256e-09, 3.5986e-08, 4.29101e-09, 4.28939e-09, 3.87769e-09, 4.79605e-09, 4.67911e-09, 8.30217e-09, 3.44689e-09, 4.19102e-08, 6.07482e-09, 3.45188e-09, 3.57236e-09, 3.42548e-09, 3.42556e-09, 1.15034e-06, 3.42548e-09, 3.42548e-09, 4.11735e-09
0.556008, 0, 1.76286e-06, 8.38634e-09, 1.41421, -1.76286e-06, 8.38634e-09, 8.38662e-09, 8.55637e-08, 1.04379e-08, 1.04341e-08, 9.45819e-09, 1.1635e-08, 1.134e-08, 1.99454e-08, 8.43707e-09, 9.96058e-08, 1.20394e-08, 8.4489e-09, 8.73448e-09, 8.38634e-09, 8.38653e-09, 1.56577e-06, 8.38634e-09, 8.38634e-09, 1.00263e-08
0.563895, 0, 2.57154e-06, 1.98191e-08, 1.41421, -2.57154e-06, 1.98191e-08, 1.98197e-08, 1.97231e-07, 2.4535e-08, 2.45263e-08, 2.2283e-08, 2.72869e-08, 2.69503e-08, 4.63906e-08, 1.99357e-08, 2.2951e-07, 2.48259e-08, 1.99629e-08, 2.06194e-08, 1.98191e-08, 1.98195e-08, 2.12154e-06, 1.98191e-08, 1.98191e-08, 2.35888e-08
0.571783, 0, 3.86902e-06, 4.54391e-08, 1.41421, -3.86902e-06, 4.54391e-08, 4.54405e-08, 4.41837e-07, 5.59761e-08, 5.59565e-08, 5.09443e-08, 6.21246e-08, 6.29691e-08, 1.04809e-07, 4.56996e-08, 5.1396e-07, 5.22608e-08, 4.57604e-08, 4.72272e-08, 4.54391e-08, 4.544e-08, 2.86634e-06, 4.54391e-08, 4.54391e-08, 5.3862e-08
0.57967, 0, 6.05028e-06, 1.01274e-07, 1.41421, -6.05028e-06, 1.01274e-07, 1.01277e-07, 9.63017e-07, 1.24181e-07, 1.24138e-07, 1.13242e-07, 1.37548e-07, 1.44695e-07, 2.3034e-07, 1.01841e-07, 1.11981e-06, 1.10514e-07, 1.01973e-07, 1.05161e-07, 1.01274e-07, 1.01276e-07, 3.8708e-06, 1.01274e-07, 1.01274e-07, 1.19585e-07
0.587557, 0, 9.85599e-06, 2.19635e-07, 1.41421, -9.85599e-06, 2.19635e-07, 2.19642e-07, 2.04337e-06, 2.68114e-07, 2.68023e-07, 2.44963e-07, 2.96402e-07, 3.20154e-07, 4.92781e-07, 2.20834e-07, 2.37519e-06, 2.32079e-07, 2.21113e-07, 2.27862e-07, 2.19635e-07, 2.1964e-07, 5.24197e-06, 2.19635e-07, 2.19635e-07, 2.58387e-07
0.595445, 0, 1.66655e-05, 4.63719e-07, 1.41421, -1.66655e-05, 4.63719e-07, 4.63732e-07, 4.22237e-06, 5.63631e-07, 5.63445e-07, 5.15919e-07, 6.21931e-07, 6.87381e-07, 1.02666e-06, 4.66189e-07, 4.90624e-06, 4.80382e-07, 4.66765e-07, 4.80673e-07, 4.63719e-07, 4.63728e-07, 7.14866e-06, 4.63719e-07, 4.63719e-07, 5.43585e-07
0.603332, 0, 2.89957e-05, 9.53462e-07, 1.41421, -2.89957e-05, 9.53462e-07, 9.53488e-07, 8.49938e-06, 1.15405e-06, 1.15367e-06, 1.05826e-06, 1.27109e-06, 1.43799e-06, 2.08364e-06, 9.58422e-07, 9.87233e-06, 9.75652e-07, 9.59578e-07, 9.875e-07, 9.53462e-07, 9.5348e-07, 9.8653e-06, 9.53462e-07, 9.53462e-07, 1.1138e-06
0.61122, 0, 5.13269e-05, 1.90965e-06, 1.41421, -5.13269e-05, 1.90965e-06, 1.9097e-06, 1.66701e-05, 2.30201e-06, 2.30128e-06, 2.11464e-06, 2.53096e-06, 2.93208e-06, 4.12036e-06, 1.91935e-06, 1.93557e-05, 1.93904e-06, 1.92161e-06, 1.97623e-06, 1.90965e-06, 1.90968e-06, 1.38457e-05, 1.90965e-06, 1.90965e-06, 2.22329e-06
0.619107, 0, 9.14464e-05, 3.72653e-06, 1.41421, -9.14464e-05, 3.72653e-06, 3.72663e-06, 3.18644e-05, 4.47449e-06, 4.4731e-06, 4.11731e-06, 4.91094e-06, 5.84533e-06, 7.94082e-06, 3.74503e-06, 3.69839e-05, 3.76528e-06, 3.74934e-06, 3.85346e-06, 3.72653e-06, 3.7266e-06, 1.98433e-05, 3.72653e-06, 3.72653e-06, 4.32442e-06
0.626994, 0, 0.000162512, 7.08696e-06, 1.41421, -0.000162512, 7.08696e-06, 7.08714e-06, 5.93738e-05, 8.47685e-06, 8.47426e-06, 7.81313e-06, 9.28787e-06, 1.13994e-05, 1.49181e-05, 7.12133e-06, 6.88871e-05, 7.13778e-06, 7.12934e-06, 7.32282e-06, 7.08696e-06, 7.08709e-06, 2.91021e-05, 7.08696e-06, 7.08696e-06, 8.19798e-06
0.634882, 0, 0.000286137, 1.31373e-05, 1.41421, -0.000286137, 1.31373e-05, 1.31376e-05, 0.000107869, 1.56555e-05, 1.56508e-05, 1.4453e-05, 1.71249e-05, 2.17571e-05, 2.73256e-05, 1.31996e-05, 0.000125105, 1.32037e-05, 1.32141e-05, 1.35646e-05, 1.31373e-05, 1.31375e-05, 4.36481e-05, 1.31373e-05, 1.31373e-05, 1.51502e-05
0.642769, 0, 0.000496813, 2.37433e-05, 1.41421, -0.000496813, 2.37433e-05, 2.37439e-05, 0.000191123, 2.81926e-05, 2.81843e-05, 2.60679e-05, 3.07889e-05, 4.06608e-05, 4.88123e-05, 2.38534e-05, 0.000221577, 2.38297e-05, 2.3879e-05, 2.44984e-05, 2.37433e-05, 2.37437e-05, 6.67081e-05, 2.37433e-05, 2.37433e-05, 2.72999e-05
