   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_263.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.8241, 6, 3.13339, 3.13338, 2.82843, 2.86661, 3.13338, 0, 3.13339, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338, 3.13338
10.832, 4, 3.13089, 3.13089, 2.44949, 0.869105, 3.13089, 0, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089, 3.13089
10.8399, 2, 3.12811, 3.1281, 2, -1.12811, 3.1281, 0, 3.12811, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281, 3.1281
10.8477, 4, 3.12513, 3.12512, 2.44949, 0.874868, 3.12512, 0, 3.12513, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512, 3.12512
10.8556, 2, 3.12203, 3.12202, 2, -1.12203, 3.12202, 0, 3.12203, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202, 3.12202
10.8635, 2, 3.11865, 3.11864, 2, -1.11865, 3.11864, 0, 3.11865, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864, 3.11864
10.8714, 4, 3.11502, 3.11501, 2.44949, 0.88498, 3.11501, 0, 3.11502, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501, 3.11501
10.8793, 8, 3.11108, 3.11108, 3.16228, 4.88892, 3.11108, 0, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108, 3.11108
10.8872, 8, 3.1069, 3.10689, 3.16228, 4.8931, 3.10689, 0, 3.1069, 3.10689, 3.10689, 3.10689, 3.10689, 3.10689, 3.10689, 3.10689, 3.10689, 3.10689, 3.10689, 3.10689, 3.1069, 3.10689, 3.10689, 3.10689, 3.10689
10.8951, 6, 3.1026, 3.10259, 2.82843, 2.8974, 3.10259, 0, 3.1026, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259, 3.10259
10.9029, 0, 3.09818, 3.09817, 1.41421, -3.09818, 3.09817, 0, 3.09818, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817, 3.09817
10.9108, 2, 3.09358, 3.09358, 2, -1.09358, 3.09358, 0, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358, 3.09358
10.9187, 2, 3.0886, 3.08859, 2, -1.0886, 3.08859, 0, 3.0886, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859, 3.08859
10.9266, 6, 3.08327, 3.08326, 2.82843, 2.91673, 3.08326, 0, 3.08327, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326, 3.08326
10.9345, 8, 3.07777, 3.07776, 3.16228, 4.92223, 3.07776, 0, 3.07777, 3.07776, 3.07776, 3.07776, 3.07776, 3.07776, 3.07776, 3.07776, 3.07776, 3.07776, 3.07776, 3.07776, 3.07777, 3.07776, 3.07776, 3.07776, 3.07776
10.9424, 6, 3.07228, 3.07227, 2.82843, 2.92772, 3.07227, 0, 3.07228, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227, 3.07227
10.9502, 10, 3.06758, 3.06757, 3.4641, 6.93242, 3.06757, 0, 3.06758, 3.06757, 3.06757, 3.06757, 3.06757, 3.06757, 3.06757, 3.06757, 3.06757, 3.06757, 3.06757, 3.06757, 3.06758, 3.06757, 3.06757, 3.06757, 3.06757
10.9581, 6, 3.06255, 3.06254, 2.82843, 2.93745, 3.06254, 0, 3.06255, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06254, 3.06255, 3.06254, 3.06254, 3.06254, 3.06254
10.966, 8, 3.0572, 3.0572, 3.16228, 4.94279, 3.0572, 0, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572, 3.0572
10.9739, 4, 3.05152, 3.05151, 2.44949, 0.948479, 3.05151, 0, 3.05152, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151, 3.05151
10.9818, 2, 3.04558, 3.04557, 2, -1.04558, 3.04557, 0, 3.04558, 3.04557, 3.04557, 3.04557, 3.04557, 3.04557, 3.04557, 3.04557, 3.04557, 3.04557, 3.04557, 3.04557, 3.04558, 3.04557, 3.04557, 3.04557, 3.04557
10.9897, 4, 3.03948, 3.03947, 2.44949, 0.96052, 3.03947, 0, 3.03948, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947, 3.03947
10.9975, 2, 3.03311, 3.0331, 2, -1.03311, 3.0331, 0, 3.03311, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331, 3.0331
11.0054, 0, 3.02651, 3.0265, 1.41421, -3.02651, 3.0265, 0, 3.02651, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265, 3.0265
11.0133, 6, 3.01956, 3.01955, 2.82843, 2.98044, 3.01955, 0, 3.01956, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955, 3.01955
11.0212, 10, 3.01232, 3.01231, 3.4641, 6.98768, 3.01231, 0, 3.01232, 3.01231, 3.01231, 3.01231, 3.01231, 3.01231, 3.01231, 3.01231, 3.01231, 3.01231, 3.01231, 3.01231, 3.01232, 3.01231, 3.01231, 3.01231, 3.01231
11.0291, 10, 3.00495, 3.00494, 3.4641, 6.99505, 3.00494, 0, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494, 3.00494
11.037, 12, 2.99758, 2.99757, 3.74166, 9.00242, 2.99757, 0, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757, 2.99757
11.0448, 2, 2.99048, 2.99047, 2, -0.990481, 2.99047, 0, 2.99048, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047, 2.99047
11.0527, 6, 2.98274, 2.98273, 2.82843, 3.01726, 2.98273, 0, 2.98274, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273, 2.98273
11.0606, 0, 2.97437, 2.97436, 1.41421, -2.97437, 2.97436, 0, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436, 2.97436
11.0685, 4, 2.96569, 2.96568, 2.44949, 1.03431, 2.96568, 0, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568, 2.96568
11.0764, 4, 2.95702, 2.95701, 2.44949, 1.04298, 2.95701, 0, 2.95702, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701, 2.95701
11.0843, 2, 2.95064, 2.95063, 2, -0.95064, 2.95063, 0, 2.95064, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063, 2.95063
11.0921, 2, 2.94318, 2.94317, 2, -0.943178, 2.94317, 0, 2.94318, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317, 2.94317
11.1, 2, 2.93469, 2.93468, 2, -0.934694, 2.93468, 0, 2.93469, 2.93468, 2.93468, 2.93468, 2.93468, 2.93468, 2.93468, 2.93468, 2.93468, 2.93468, 2.93468, 2.93468, 2.93469, 2.93468, 2.93468, 2.93468, 2.93468
11.1079, 6, 2.92571, 2.9257, 2.82843, 3.07429, 2.9257, 0, 2.92571, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257, 2.9257
11.1158, 2, 2.91673, 2.91672, 2, -0.916734, 2.91672, 0, 2.91673, 2.91672, 2.91672, 2.91672, 2.91672, 2.91672, 2.91672, 2.91672, 2.91672, 2.91672, 2.91672, 2.91672, 2.91673, 2.91672, 2.91672, 2.91672, 2.91672
11.1237, 4, 2.91029, 2.91028, 2.44949, 1.08971, 2.91028, 0, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028, 2.91028
11.1316, 8, 2.90239, 2.90238, 3.16228, 5.09761, 2.90238, 0, 2.90239, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238, 2.90238
11.1394, 2, 2.89312, 2.89311, 2, -0.893118, 2.89311, 0, 2.89312, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311, 2.89311
11.1473, 8, 2.88317, 2.88316, 3.16228, 5.11683, 2.88316, 0, 2.88317, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316, 2.88316
11.1552, 6, 2.87324, 2.87323, 2.82843, 3.12676, 2.87323, 0, 2.87324, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323, 2.87323
11.1631, 6, 2.86755, 2.86754, 2.82843, 3.13245, 2.86754, 0, 2.86755, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754, 2.86754
11.171, 4, 2.85995, 2.85994, 2.44949, 1.14005, 2.85994, 0, 2.85995, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994, 2.85994
11.1789, 8, 2.85057, 2.85056, 3.16228, 5.14943, 2.85056, 0, 2.85057, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056, 2.85056
11.1867, 8, 2.84032, 2.84031, 3.16228, 5.15968, 2.84031, 0, 2.84032, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031, 2.84031
11.1946, 0, 2.83008, 2.83007, 1.41421, -2.83008, 2.83007, 0, 2.83008, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007, 2.83007
11.2025, 10, 2.82449, 2.82448, 3.4641, 7.17551, 2.82448, 0, 2.82449, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448, 2.82448
11.2104, 4, 2.81661, 2.8166, 2.44949, 1.18339, 2.8166, 0, 2.81661, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166, 2.8166
11.2183, 6, 2.80658, 2.80657, 2.82843, 3.19342, 2.80657, 0, 2.80658, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657, 2.80657
11.2262, 8, 2.79549, 2.79548, 3.16228, 5.20451, 2.79548, 0, 2.79549, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548
11.234, 10, 2.78442, 2.78441, 3.4641, 7.21558, 2.78441, 0, 2.78442, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441, 2.78441
11.2419, 4, 2.77961, 2.7796, 2.44949, 1.22039, 2.7796, 0, 2.77961, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796, 2.7796
11.2498, 2, 2.77204, 2.77203, 2, -0.77204, 2.77203, 0, 2.77204, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203, 2.77203
11.2577, 0, 2.76191, 2.7619, 1.41421, -2.76191, 2.7619, 0, 2.76191, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619, 2.7619
11.2656, 12, 2.75051, 2.7505, 3.74166, 9.24949, 2.7505, 0, 2.75051, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505, 2.7505
11.2735, 2, 2.73914, 2.73913, 2, -0.739141, 2.73913, 0, 2.73914, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913, 2.73913
11.2813, 4, 2.7346, 2.73459, 2.44949, 1.2654, 2.73459, 0, 2.7346, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459, 2.73459
11.2892, 0, 2.72691, 2.72689, 1.41421, -2.72691, 2.72689, 0, 2.7269, 2.72689, 2.72689, 2.72689, 2.72689, 2.72689, 2.72689, 2.72689, 2.72689, 2.72689, 2.72689, 2.72689, 2.7269, 2.72689, 2.72689, 2.72689, 2.72689
11.2971, 14, 2.71627, 2.71626, 4, 11.2837, 2.71626, 0, 2.71627, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626, 2.71626
11.305, 10, 2.70418, 2.70416, 3.4641, 7.29582, 2.70416, 0, 2.70418, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70416, 2.70417, 2.70416, 2.70416, 2.70416, 2.70416
11.3129, 4, 2.69211, 2.6921, 2.44949, 1.30789, 2.6921, 0, 2.69211, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921, 2.6921
11.3208, 10, 2.68835, 2.68833, 3.4641, 7.31165, 2.68833, 0, 2.68835, 2.68833, 2.68833, 2.68833, 2.68833, 2.68833, 2.68833, 2.68833, 2.68833, 2.68833, 2.68833, 2.68833, 2.68834, 2.68833, 2.68833, 2.68833, 2.68833
11.3286, 12, 2.68097, 2.68096, 3.74166, 9.31903, 2.68096, 0, 2.68097, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096, 2.68096
11.3365, 8, 2.67024, 2.67023, 3.16228, 5.32976, 2.67023, 0, 2.67024, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023, 2.67023
11.3444, 2, 2.65785, 2.65784, 2, -0.657854, 2.65784, 0, 2.65785, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784, 2.65784
11.3523, 4, 2.64549, 2.64548, 2.44949, 1.35451, 2.64548, 0, 2.64549, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548, 2.64548
11.3602, 8, 2.64216, 2.64215, 3.16228, 5.35784, 2.64215, 0, 2.64216, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215, 2.64215
11.3681, 2, 2.63481, 2.6348, 2, -0.634814, 2.6348, 0, 2.63481, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348, 2.6348
11.3759, 0, 2.62373, 2.62371, 1.41421, -2.62373, 2.62371, 0, 2.62372, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371, 2.62371
11.3838, 4, 2.61079, 2.61077, 2.44949, 1.38921, 2.61077, 0, 2.61079, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077, 2.61077
11.3917, 6, 2.59789, 2.59787, 2.82843, 3.40211, 2.59787, 0, 2.59789, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787, 2.59787
11.3996, 6, 2.59532, 2.5953, 2.82843, 3.40468, 2.5953, 0, 2.59531, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953, 2.5953
11.4075, 6, 2.58829, 2.58826, 2.82843, 3.41171, 2.58826, 0, 2.58828, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826, 2.58826
11.4154, 8, 2.57712, 2.57709, 3.16228, 5.42288, 2.57709, 0, 2.57711, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709, 2.57709
11.4232, 2, 2.5639, 2.56387, 2, -0.5639, 2.56387, 0, 2.5639, 2.56387, 2.56387, 2.56387, 2.56387, 2.56387, 2.56387, 2.56387, 2.56387, 2.56387, 2.56387, 2.56387, 2.56388, 2.56387, 2.56387, 2.56388, 2.56387
11.4311, 4, 2.55072, 2.55069, 2.44949, 1.44928, 2.55069, 0, 2.55072, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069, 2.55069
11.439, 6, 2.54872, 2.54869, 2.82843, 3.45128, 2.54869, 0, 2.54872, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869, 2.54869
11.4469, 6, 2.54186, 2.54183, 2.82843, 3.45814, 2.54183, 0, 2.54186, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183, 2.54183
11.4548, 4, 2.53049, 2.53045, 2.44949, 1.46951, 2.53045, 0, 2.53048, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045, 2.53045
11.4627, 8, 2.51688, 2.51683, 3.16228, 5.48312, 2.51683, 0, 2.51687, 2.51683, 2.51683, 2.51683, 2.51683, 2.51683, 2.51683, 2.51683, 2.51683, 2.51683, 2.51683, 2.51683, 2.51684, 2.51683, 2.51683, 2.51684, 2.51683
11.4705, 2, 2.50331, 2.50326, 2, -0.503313, 2.50326, 0, 2.5033, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50326, 2.50327, 2.50326
11.4784, 6, 2.50205, 2.50198, 2.82843, 3.49795, 2.50198, 0, 2.50203, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.50198, 2.502, 2.50198
11.4863, 2, 2.4955, 2.49543, 2, -0.495504, 2.49543, 0, 2.49548, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49543, 2.49545, 2.49543
11.4942, 6, 2.48407, 2.48398, 2.82843, 3.51593, 2.48398, 0, 2.48404, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48398, 2.48401, 2.48398
11.5021, 2, 2.47022, 2.47011, 2, -0.470215, 2.47011, 0, 2.47018, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47011, 2.47014, 2.47011
11.51, 8, 2.45641, 2.45627, 3.16228, 5.54359, 2.45627, 0, 2.45636, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45627, 2.45632, 2.45627
11.5178, 8, 2.45591, 2.45574, 3.16228, 5.54409, 2.45574, 0, 2.45584, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45574, 2.45581, 2.45574
11.5257, 2, 2.44972, 2.4495, 2, -0.449716, 2.4495, 0, 2.44963, 2.4495, 2.4495, 2.4495, 2.4495, 2.4495, 2.4495, 2.4495, 2.4495, 2.4495, 2.4495, 2.4495, 2.44951, 2.4495, 2.4495, 2.44959, 2.4495
11.5336, 4, 2.43824, 2.43798, 2.44949, 1.56176, 2.43798, 0, 2.43813, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43798, 2.43809, 2.43798
11.5415, 8, 2.42417, 2.42383, 3.16228, 5.57583, 2.42383, 0, 2.42403, 2.42383, 2.42383, 2.42383, 2.42383, 2.42383, 2.42383, 2.42383, 2.42383, 2.42383, 2.42383, 2.42383, 2.42384, 2.42383, 2.42383, 2.42397, 2.42383
11.5494, 0, 2.41016, 2.40973, 1.41421, -2.41016, 2.40973, 0, 2.40998, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40973, 2.40991, 2.40973
11.5573, 0, 2.41073, 2.41018, 1.41421, -2.41073, 2.41018, 0, 2.41051, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.41018, 2.4104, 2.41018
11.5651, 2, 2.40505, 2.40435, 2, -0.405051, 2.40435, 0, 2.40477, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40435, 2.40462, 2.40435
11.573, 0, 2.39358, 2.39268, 1.41421, -2.39358, 2.39268, 0, 2.39324, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39268, 2.39303, 2.39268
11.5809, 6, 2.37928, 2.37814, 2.82843, 3.62072, 2.37814, 0, 2.37886, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37814, 2.37856, 2.37814
