   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_186.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.79818, 8, 8.07566, 8.07041, 3.16228, -0.0756617, 8.07041, 0, 8.07041, 8.07064, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07041, 8.07542, 8.07041
7.80606, 10, 8.09676, 8.09237, 3.4641, 1.90324, 8.09237, 0, 8.09237, 8.09254, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09237, 8.09659, 8.09237
7.81394, 10, 8.11703, 8.1133, 3.4641, 1.88297, 8.1133, 0, 8.1133, 8.11341, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.1133, 8.11691, 8.1133
7.82182, 12, 8.13623, 8.13296, 3.74166, 3.86377, 8.13296, 0, 8.13296, 8.13304, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13296, 8.13615, 8.13296
7.8297, 8, 8.1544, 8.15137, 3.16228, -0.154399, 8.15137, 0, 8.15137, 8.15142, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15137, 8.15434, 8.15137
7.83759, 10, 8.17129, 8.16826, 3.4641, 1.82871, 8.16826, 0, 8.16826, 8.1683, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.16826, 8.17125, 8.16826
7.84547, 6, 8.18698, 8.18368, 2.82843, -2.18698, 8.18368, 0, 8.18368, 8.18371, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18368, 8.18695, 8.18368
7.85335, 16, 8.2016, 8.19769, 4.24264, 7.7984, 8.19769, 0, 8.1977, 8.19772, 8.19769, 8.19769, 8.19769, 8.19769, 8.19769, 8.19769, 8.19769, 8.19769, 8.19769, 8.19769, 8.19769, 8.19769, 8.1977, 8.19769, 8.19769, 8.20157, 8.19769
7.86123, 10, 8.21543, 8.21053, 3.4641, 1.78457, 8.21053, 0, 8.21053, 8.21055, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.21053, 8.2154, 8.21053
7.86912, 14, 8.22885, 8.22245, 4, 5.77115, 8.22245, 0, 8.22246, 8.22247, 8.22245, 8.22245, 8.22245, 8.22245, 8.22245, 8.22245, 8.22245, 8.22245, 8.22245, 8.22245, 8.22245, 8.22245, 8.22246, 8.22245, 8.22245, 8.22883, 8.22245
7.877, 10, 8.24148, 8.23296, 3.4641, 1.75852, 8.23296, 0, 8.23296, 8.23297, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.23296, 8.24146, 8.23296
7.88488, 8, 8.25331, 8.24186, 3.16228, -0.25331, 8.24186, 0, 8.24186, 8.24187, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.24186, 8.25329, 8.24186
7.89276, 10, 8.26464, 8.24925, 3.4641, 1.73536, 8.24925, 0, 8.24925, 8.24926, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.24925, 8.26462, 8.24925
7.90064, 12, 8.2759, 8.25531, 3.74166, 3.7241, 8.25531, 0, 8.25531, 8.25532, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.25531, 8.27588, 8.25531
7.90853, 8, 8.28766, 8.2603, 3.16228, -0.287662, 8.2603, 0, 8.2603, 8.26032, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.2603, 8.28764, 8.2603
7.91641, 8, 8.30003, 8.26397, 3.16228, -0.300032, 8.26397, 0, 8.26397, 8.26399, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.26397, 8.30001, 8.26397
7.92429, 6, 8.3134, 8.2663, 2.82843, -2.3134, 8.2663, 0, 8.2663, 8.26632, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.2663, 8.31337, 8.2663
7.93217, 16, 8.32855, 8.2676, 4.24264, 7.67145, 8.2676, 0, 8.26761, 8.26764, 8.2676, 8.2676, 8.2676, 8.2676, 8.2676, 8.2676, 8.2676, 8.2676, 8.2676, 8.2676, 8.2676, 8.2676, 8.26761, 8.2676, 8.2676, 8.32851, 8.2676
7.94005, 12, 8.34651, 8.26841, 3.74166, 3.65349, 8.26841, 0, 8.26841, 8.26845, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.26841, 8.34646, 8.26841
7.94794, 8, 8.36799, 8.26886, 3.16228, -0.367992, 8.26886, 0, 8.26886, 8.26892, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.26886, 8.36793, 8.26886
7.95582, 4, 8.39336, 8.26876, 2.44949, -4.39336, 8.26876, 0, 8.26876, 8.26885, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.26876, 8.39327, 8.26876
7.9637, 12, 8.42348, 8.26839, 3.74166, 3.57652, 8.26839, 0, 8.26839, 8.26851, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.26839, 8.42336, 8.26839
7.97158, 16, 8.45847, 8.26731, 4.24264, 7.54153, 8.26731, 0, 8.26731, 8.26747, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.26731, 8.4583, 8.26731
7.97946, 16, 8.49875, 8.26542, 4.24264, 7.50125, 8.26542, 0, 8.26542, 8.26564, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.26542, 8.49852, 8.26542
7.98735, 6, 8.54518, 8.26312, 2.82843, -2.54518, 8.26312, 0, 8.26313, 8.26344, 8.26312, 8.26312, 8.26312, 8.26312, 8.26312, 8.26312, 8.26312, 8.26312, 8.26312, 8.26312, 8.26312, 8.26312, 8.26313, 8.26312, 8.26312, 8.54486, 8.26312
7.99523, 16, 8.59849, 8.26083, 4.24264, 7.40151, 8.26083, 0, 8.26083, 8.26127, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.26083, 8.59805, 8.26083
8.00311, 10, 8.659, 8.25867, 3.4641, 1.341, 8.25867, 0, 8.25868, 8.25927, 8.25867, 8.25867, 8.25867, 8.25867, 8.25867, 8.25867, 8.25867, 8.25867, 8.25867, 8.25867, 8.25867, 8.25867, 8.25868, 8.25867, 8.25867, 8.6584, 8.25867
8.01099, 10, 8.72622, 8.25616, 3.4641, 1.27378, 8.25616, 0, 8.25616, 8.25698, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.25616, 8.72539, 8.25616
8.01887, 16, 8.79982, 8.25319, 4.24264, 7.20018, 8.25319, 0, 8.25319, 8.25429, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.25319, 8.79871, 8.25319
8.02676, 18, 8.87888, 8.24926, 4.47214, 9.12112, 8.24926, 0, 8.24926, 8.25074, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.24926, 8.87739, 8.24926
8.03464, 10, 8.96314, 8.24486, 3.4641, 1.03686, 8.24486, 0, 8.24487, 8.24683, 8.24486, 8.24486, 8.24486, 8.24486, 8.24486, 8.24486, 8.24486, 8.24486, 8.24486, 8.24486, 8.24486, 8.24486, 8.24487, 8.24486, 8.24486, 8.96117, 8.24486
8.04252, 8, 9.05209, 8.24047, 3.16228, -1.05209, 8.24047, 0, 8.24047, 8.24305, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 8.24047, 9.04951, 8.24047
8.0504, 20, 9.14477, 8.23636, 4.69042, 10.8552, 8.23636, 0, 8.23636, 8.23972, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 8.23636, 9.14141, 8.23636
8.05828, 18, 9.23898, 8.23183, 4.47214, 8.76102, 8.23183, 0, 8.23183, 8.23616, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 8.23183, 9.23464, 8.23183
8.06617, 20, 9.33307, 8.22696, 4.69042, 10.6669, 8.22696, 0, 8.22696, 8.23249, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 8.22696, 9.32753, 8.22696
8.07405, 8, 9.42453, 8.22112, 3.16228, -1.42453, 8.22112, 0, 8.22112, 8.22811, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 8.22112, 9.41753, 8.22112
8.08193, 18, 9.51186, 8.21479, 4.47214, 8.48814, 8.21479, 0, 8.21479, 8.22356, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 8.21479, 9.50308, 8.21479
8.08981, 10, 9.5935, 8.20846, 3.4641, 0.406505, 8.20846, 0, 8.20846, 8.21934, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 8.20846, 9.58261, 8.20846
8.09769, 10, 9.6678, 8.20249, 3.4641, 0.332198, 8.20249, 0, 8.20249, 8.21587, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 8.20249, 9.65442, 8.20249
8.10558, 32, 9.73206, 8.19606, 5.83095, 22.2679, 8.19606, 0, 8.19606, 8.21235, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 8.19606, 9.71576, 8.19606
8.11346, 24, 9.78487, 8.18946, 5.09902, 14.2151, 8.18946, 0, 8.18946, 8.20911, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 8.18946, 9.76522, 8.18946
8.12134, 10, 9.82397, 8.18187, 3.4641, 0.176028, 8.18187, 0, 8.18187, 8.20534, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 8.18187, 9.8005, 8.18187
8.12922, 10, 9.84874, 8.17379, 3.4641, 0.151257, 8.17379, 0, 8.17379, 8.20155, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 8.17379, 9.82097, 8.17379
8.1371, 14, 9.85894, 8.16572, 4, 4.14106, 8.16572, 0, 8.16572, 8.19825, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 8.16572, 9.8264, 8.16572
8.14499, 8, 9.85466, 8.15809, 3.16228, -1.85466, 8.15809, 0, 8.15809, 8.19585, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 8.15809, 9.81689, 8.15809
8.15287, 6, 9.835, 8.14996, 2.82843, -3.835, 8.14996, 0, 8.14996, 8.19337, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 8.14996, 9.79159, 8.14996
8.16075, 14, 9.80096, 8.14184, 4, 4.19904, 8.14184, 0, 8.14184, 8.19126, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 8.14184, 9.75153, 8.14184
8.16863, 10, 9.75245, 8.13278, 3.4641, 0.247555, 8.13278, 0, 8.13278, 8.18853, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 8.13278, 9.69669, 8.13278
8.17651, 8, 9.69107, 8.12323, 3.16228, -1.69107, 8.12323, 0, 8.12323, 8.18551, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 8.12323, 9.62879, 8.12323
8.1844, 12, 9.6188, 8.11368, 3.74166, 2.3812, 8.11368, 0, 8.11368, 8.1826, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 8.11368, 9.54987, 8.11368
8.19228, 14, 9.53784, 8.10467, 4, 4.46216, 8.10467, 0, 8.10467, 8.18023, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 8.10467, 9.46227, 8.10467
8.20016, 10, 9.4489, 8.09511, 3.4641, 0.551098, 8.09511, 0, 8.09512, 8.17717, 8.09511, 8.09511, 8.09511, 8.09511, 8.09511, 8.09511, 8.09511, 8.09511, 8.09511, 8.09511, 8.09511, 8.09511, 8.09512, 8.09511, 8.09511, 9.36684, 8.09511
8.20804, 12, 9.35441, 8.08557, 3.74166, 2.64559, 8.08557, 0, 8.08557, 8.17384, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 8.08557, 9.26613, 8.08557
8.21593, 10, 9.25568, 8.07546, 3.4641, 0.744322, 8.07546, 0, 8.07546, 8.16953, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 8.07546, 9.1616, 8.07546
8.22381, 14, 9.15451, 8.06481, 4, 4.84549, 8.06481, 0, 8.06481, 8.16412, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 8.06481, 9.05519, 8.06481
8.23169, 18, 9.05311, 8.05416, 4.47214, 8.94689, 8.05416, 0, 8.05417, 8.15803, 8.05416, 8.05416, 8.05416, 8.05416, 8.05416, 8.05416, 8.05416, 8.05416, 8.05416, 8.05416, 8.05416, 8.05416, 8.05417, 8.05416, 8.05416, 8.94923, 8.05416
8.23957, 8, 8.95355, 8.04411, 3.16228, -0.953553, 8.04411, 0, 8.04411, 8.15173, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.04411, 8.84593, 8.04411
8.24745, 8, 8.85595, 8.03346, 3.16228, -0.855949, 8.03346, 0, 8.03346, 8.14393, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.03346, 8.74547, 8.03346
8.25533, 16, 8.76196, 8.02282, 4.24264, 7.23804, 8.02282, 0, 8.02282, 8.13517, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.02282, 8.64961, 8.02282
8.26322, 12, 8.67226, 8.01204, 3.74166, 3.32774, 8.01204, 0, 8.01204, 8.12523, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.01204, 8.55906, 8.01204
8.2711, 12, 8.58702, 8.00066, 3.74166, 3.41298, 8.00066, 0, 8.00066, 8.11365, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.00066, 8.47403, 8.00066
8.27898, 20, 8.50725, 7.98928, 4.69042, 11.4928, 7.98928, 0, 7.98929, 8.10104, 7.98928, 7.98928, 7.98928, 7.98928, 7.98928, 7.98928, 7.98928, 7.98928, 7.98928, 7.98928, 7.98928, 7.98928, 7.98929, 7.98928, 7.98928, 8.39549, 7.98928
8.28686, 8, 8.43376, 7.97855, 3.16228, -0.433761, 7.97855, 0, 7.97855, 8.08806, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 7.97855, 8.32425, 7.97855
8.29475, 6, 8.36533, 7.96718, 2.82843, -2.36533, 7.96718, 0, 7.96718, 8.0735, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 7.96718, 8.259, 7.96718
8.30263, 14, 8.30252, 7.95582, 4, 5.69748, 7.95582, 0, 7.95582, 8.0581, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 7.95582, 8.20023, 7.95582
8.31051, 16, 8.24539, 7.94474, 4.24264, 7.75461, 7.94474, 0, 7.94474, 8.04224, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 7.94474, 8.14788, 7.94474
8.31839, 10, 8.19271, 7.93301, 3.4641, 1.80729, 7.93301, 0, 7.93302, 8.02511, 7.93301, 7.93301, 7.93301, 7.93301, 7.93301, 7.93301, 7.93301, 7.93301, 7.93301, 7.93301, 7.93301, 7.93301, 7.93302, 7.93301, 7.93301, 8.10062, 7.93301
8.32627, 14, 8.14482, 7.9213, 4, 5.85518, 7.9213, 0, 7.9213, 8.00748, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 7.9213, 8.05862, 7.9213
8.33416, 6, 8.10201, 7.91027, 2.82843, -2.10201, 7.91027, 0, 7.91027, 7.9902, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 7.91027, 8.02207, 7.91027
8.34204, 14, 8.06253, 7.89855, 4, 5.93747, 7.89855, 0, 7.89856, 7.97201, 7.89855, 7.89855, 7.89855, 7.89855, 7.89855, 7.89855, 7.89855, 7.89855, 7.89855, 7.89855, 7.89855, 7.89855, 7.89856, 7.89855, 7.89855, 7.98907, 7.89855
8.34992, 10, 8.02668, 7.88685, 3.4641, 1.97332, 7.88685, 0, 7.88685, 7.95375, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.88685, 7.95978, 7.88685
8.3578, 0, 7.99481, 7.87586, 1.41421, -7.99481, 7.87586, 0, 7.87586, 7.93623, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.87586, 7.93443, 7.87586
8.36568, 8, 7.96514, 7.86416, 3.16228, 0.0348616, 7.86416, 0, 7.86417, 7.91816, 7.86416, 7.86416, 7.86416, 7.86416, 7.86416, 7.86416, 7.86416, 7.86416, 7.86416, 7.86416, 7.86416, 7.86416, 7.86417, 7.86416, 7.86416, 7.91114, 7.86416
8.37357, 12, 7.93808, 7.85248, 3.74166, 4.06192, 7.85248, 0, 7.85248, 7.90033, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.85248, 7.89022, 7.85248
8.38145, 16, 7.91408, 7.84153, 4.24264, 8.08592, 7.84153, 0, 7.84154, 7.88357, 7.84153, 7.84153, 7.84153, 7.84153, 7.84153, 7.84153, 7.84153, 7.84153, 7.84153, 7.84153, 7.84153, 7.84153, 7.84154, 7.84153, 7.84153, 7.87204, 7.84153
8.38933, 10, 7.89143, 7.82985, 3.4641, 2.10857, 7.82985, 0, 7.82986, 7.86644, 7.82985, 7.82985, 7.82985, 7.82985, 7.82985, 7.82985, 7.82985, 7.82985, 7.82985, 7.82985, 7.82985, 7.82985, 7.82986, 7.82985, 7.82985, 7.85483, 7.82985
8.39721, 2, 7.87067, 7.81818, 2, -5.87067, 7.81818, 0, 7.81818, 7.84975, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.81818, 7.8391, 7.81818
8.40509, 6, 7.90057, 7.85544, 2.82843, -1.90057, 7.85544, 0, 7.85545, 7.88244, 7.85544, 7.85544, 7.85544, 7.85544, 7.85544, 7.85544, 7.85544, 7.85544, 7.85544, 7.85544, 7.85544, 7.85544, 7.85545, 7.85544, 7.85544, 7.87358, 7.85544
8.41298, 10, 7.93138, 7.89198, 3.4641, 2.06862, 7.89198, 0, 7.89198, 7.91486, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.89198, 7.9085, 7.89198
8.42086, 12, 7.96385, 7.92861, 3.74166, 4.03615, 7.92861, 0, 7.92861, 7.94782, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.92861, 7.94463, 7.92861
8.42874, 4, 7.99875, 7.96611, 2.44949, -3.99875, 7.96611, 0, 7.96611, 7.98211, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.96611, 7.98275, 7.96611
8.43662, 6, 8.03458, 8.00292, 2.82843, -2.03458, 8.00292, 0, 8.00292, 8.01612, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.00292, 8.02137, 8.00292
8.4445, 16, 8.07222, 8.03981, 4.24264, 7.92778, 8.03981, 0, 8.03981, 8.05061, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.03981, 8.06142, 8.03981
8.45239, 10, 8.1117, 8.07662, 3.4641, 1.8883, 8.07662, 0, 8.07662, 8.08538, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.07662, 8.10294, 8.07662
8.46027, 16, 8.15265, 8.11274, 4.24264, 7.84735, 8.11274, 0, 8.11274, 8.11978, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.11274, 8.14561, 8.11274
8.46815, 16, 8.19618, 8.14893, 4.24264, 7.80382, 8.14893, 0, 8.14893, 8.15454, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.14893, 8.19057, 8.14893
8.47603, 6, 8.24346, 8.18597, 2.82843, -2.24346, 8.18597, 0, 8.18598, 8.1904, 8.18597, 8.18597, 8.18597, 8.18597, 8.18597, 8.18597, 8.18597, 8.18597, 8.18597, 8.18597, 8.18597, 8.18597, 8.18598, 8.18597, 8.18597, 8.23903, 8.18597
8.48391, 10, 8.29348, 8.22234, 3.4641, 1.70652, 8.22234, 0, 8.22235, 8.22581, 8.22234, 8.22234, 8.22234, 8.22234, 8.22234, 8.22234, 8.22234, 8.22234, 8.22234, 8.22234, 8.22234, 8.22234, 8.22235, 8.22234, 8.22234, 8.29001, 8.22234
8.4918, 10, 8.34756, 8.25879, 3.4641, 1.65244, 8.25879, 0, 8.2588, 8.26149, 8.25879, 8.25879, 8.25879, 8.25879, 8.25879, 8.25879, 8.25879, 8.25879, 8.25879, 8.25879, 8.25879, 8.25879, 8.2588, 8.25879, 8.25879, 8.34486, 8.25879
