   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_257.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.8101, 8, 4.87209, 4.47145, 3.16228, 3.12791, 0, 4.87134, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.47145, 4.4722, 4.47145
11.8179, 12, 4.89754, 4.46131, 3.74166, 7.10246, 0, 4.89681, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46131, 4.46204, 4.46131
11.8258, 12, 4.91997, 4.44835, 3.74166, 7.08003, 0, 4.91927, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44835, 4.44905, 4.44835
11.8337, 4, 4.94167, 4.43541, 2.44949, -0.941672, 0, 4.94099, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43541, 4.43608, 4.43541
11.8416, 8, 4.97572, 4.43612, 3.16228, 3.02428, 0, 4.97507, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43612, 4.43676, 4.43612
11.8495, 10, 5.00197, 4.43091, 3.4641, 4.99803, 0, 5.00136, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43091, 4.43152, 4.43091
11.8574, 12, 5.02044, 4.42037, 3.74166, 6.97956, 0, 5.01986, 4.42037, 4.42037, 4.42037, 4.42037, 4.42037, 4.42037, 4.42037, 4.42037, 4.42037, 4.42037, 4.42037, 4.42037, 4.42037, 4.42038, 4.42037, 4.42037, 4.42095, 4.42037
11.8653, 4, 5.03327, 4.40719, 2.44949, -1.03327, 0, 5.03273, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40719, 4.40772, 4.40719
11.8731, 4, 5.04263, 4.39402, 2.44949, -1.04263, 0, 5.04213, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39402, 4.39451, 4.39402
11.881, 8, 5.06141, 4.39422, 3.16228, 2.93859, 0, 5.06095, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39422, 4.39467, 4.39422
11.8889, 4, 5.07033, 4.38888, 2.44949, -1.07033, 0, 5.06991, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.38888, 4.3893, 4.38888
11.8968, 4, 5.06962, 4.37852, 2.44949, -1.06962, 0, 5.06924, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.37852, 4.3789, 4.37852
11.9047, 4, 5.0616, 4.36566, 2.44949, -1.0616, 0, 5.06125, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36566, 4.36601, 4.36566
11.9126, 6, 5.04868, 4.35282, 2.82843, 0.95132, 0, 5.04836, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35282, 4.35314, 4.35282
11.9204, 2, 5.04264, 4.35177, 2, -3.04264, 0, 5.04235, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35177, 4.35205, 4.35177
11.9283, 2, 5.02669, 4.34562, 2, -3.02669, 0, 5.02643, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34562, 4.34588, 4.34562
11.9362, 4, 5.00152, 4.33482, 2.44949, -1.00152, 0, 5.00127, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33482, 4.33507, 4.33482
11.9441, 20, 4.96974, 4.32172, 4.69042, 15.0303, 0, 4.9695, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32172, 4.32196, 4.32172
11.952, 2, 4.93407, 4.30864, 2, -2.93407, 0, 4.93383, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30864, 4.30889, 4.30864
11.9599, 6, 4.90637, 4.30698, 2.82843, 1.09363, 0, 4.90611, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30698, 4.30723, 4.30698
11.9677, 4, 4.87107, 4.30067, 2.44949, -0.871066, 0, 4.87078, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30067, 4.30095, 4.30067
11.9756, 16, 4.82909, 4.29008, 4.24264, 11.1709, 0, 4.82876, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29008, 4.29041, 4.29008
11.9835, 16, 4.78317, 4.27738, 4.24264, 11.2168, 0, 4.78277, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27738, 4.27777, 4.27738
11.9914, 2, 4.73601, 4.26469, 2, -2.73601, 0, 4.73551, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26469, 4.26518, 4.26469
11.9993, 2, 4.69759, 4.26143, 2, -2.69759, 0, 4.69696, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26143, 4.26206, 4.26143
12.0072, 10, 4.65499, 4.25414, 3.4641, 5.34501, 0, 4.65419, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25414, 4.25494, 4.25414
12.015, 2, 4.60905, 4.24315, 2, -2.60905, 0, 4.60802, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24315, 4.24417, 4.24315
12.0229, 4, 4.56208, 4.23032, 2.44949, -0.562084, 0, 4.56077, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23032, 4.23164, 4.23032
12.0308, 8, 4.51636, 4.21751, 3.16228, 3.48364, 0, 4.51468, 4.21751, 4.21751, 4.21751, 4.21751, 4.21751, 4.21751, 4.21751, 4.21751, 4.21751, 4.21751, 4.21751, 4.21751, 4.21751, 4.21752, 4.21751, 4.21751, 4.2192, 4.21751
12.0387, 10, 4.48081, 4.21332, 3.4641, 5.51919, 0, 4.47867, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21332, 4.21546, 4.21332
12.0466, 12, 4.44375, 4.20575, 3.74166, 7.55625, 0, 4.44104, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20575, 4.20846, 4.20575
12.0545, 2, 4.40563, 4.19506, 2, -2.40563, 0, 4.40222, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19506, 4.19847, 4.19506
12.0623, 10, 4.3682, 4.18282, 3.4641, 5.6318, 0, 4.36394, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18282, 4.18708, 4.18282
12.0702, 10, 4.33312, 4.1706, 3.4641, 5.66688, 0, 4.32784, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.1706, 4.17589, 4.1706
12.0781, 6, 4.30581, 4.16375, 2.82843, 1.69419, 0, 4.2993, 4.16375, 4.16375, 4.16375, 4.16375, 4.16375, 4.16375, 4.16375, 4.16375, 4.16375, 4.16375, 4.16375, 4.16375, 4.16375, 4.16376, 4.16375, 4.16375, 4.17026, 4.16375
12.086, 4, 4.27874, 4.15477, 2.44949, -0.278743, 0, 4.27079, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.15477, 4.16271, 4.15477
12.0939, 4, 4.25215, 4.14389, 2.44949, -0.252155, 0, 4.24252, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.14389, 4.15353, 4.14389
12.1018, 16, 4.22693, 4.13209, 4.24264, 11.7731, 0, 4.21533, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.13209, 4.14369, 4.13209
12.1097, 6, 4.20349, 4.11987, 2.82843, 1.79651, 0, 4.18964, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.11987, 4.13372, 4.11987
12.1175, 8, 4.1819, 4.10741, 3.16228, 3.8181, 0, 4.16548, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.10741, 4.12383, 4.10741
12.1254, 0, 4.16213, 4.09483, 1.41421, -4.16213, 0, 4.14281, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.09483, 4.11414, 4.09483
12.1333, 8, 4.14411, 4.08217, 3.16228, 3.85589, 0, 4.12156, 4.08217, 4.08217, 4.08217, 4.08217, 4.08217, 4.08217, 4.08217, 4.08217, 4.08217, 4.08217, 4.08217, 4.08217, 4.08217, 4.08218, 4.08217, 4.08217, 4.10473, 4.08217
12.1412, 8, 4.12666, 4.06844, 3.16228, 3.87334, 0, 4.10053, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.06844, 4.09456, 4.06844
12.1491, 8, 4.10965, 4.05363, 3.16228, 3.89035, 0, 4.0796, 4.05363, 4.05363, 4.05363, 4.05363, 4.05363, 4.05363, 4.05363, 4.05363, 4.05363, 4.05363, 4.05363, 4.05363, 4.05363, 4.05364, 4.05363, 4.05363, 4.08368, 4.05363
12.157, 4, 4.09253, 4.03737, 2.44949, -0.0925326, 0, 4.05824, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.03737, 4.07166, 4.03737
12.1648, 4, 4.07542, 4.01993, 2.44949, -0.0754218, 0, 4.03658, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.01993, 4.05877, 4.01993
12.1727, 6, 4.05877, 4.00192, 2.82843, 1.94123, 0, 4.01512, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.00192, 4.04558, 4.00192
12.1806, 6, 4.04304, 3.98395, 2.82843, 1.95696, 0, 3.99433, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 3.98395, 4.03266, 3.98395
12.1885, 4, 4.03198, 3.96993, 2.44949, -0.0319819, 0, 3.97804, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 3.96993, 4.02387, 3.96993
12.1964, 2, 4.01948, 3.95391, 2, -2.01948, 0, 3.9602, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 3.95391, 4.01318, 3.95391
12.2043, 2, 4.00565, 3.93613, 2, -2.00565, 0, 3.94098, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 3.93613, 4.00079, 3.93613
12.2121, 6, 3.99122, 3.91751, 2.82843, 2.00878, 0, 3.92122, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.91751, 3.98751, 3.91751
12.22, 2, 3.97697, 3.89892, 2, -1.97697, 0, 3.90175, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.89892, 3.97415, 3.89892
12.2279, 8, 3.96745, 3.88508, 3.16228, 4.03255, 0, 3.88721, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.88508, 3.96532, 3.88508
12.2358, 2, 3.9554, 3.86886, 2, -1.9554, 0, 3.87046, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.86886, 3.9538, 3.86886
12.2437, 4, 3.94093, 3.85048, 2.44949, 0.0590744, 0, 3.85167, 3.85048, 3.85048, 3.85048, 3.85048, 3.85048, 3.85048, 3.85048, 3.85048, 3.85048, 3.85048, 3.85048, 3.85048, 3.85048, 3.85049, 3.85048, 3.85048, 3.93974, 3.85048
12.2516, 4, 3.92502, 3.83105, 2.44949, 0.0749774, 0, 3.83193, 3.83105, 3.83105, 3.83105, 3.83105, 3.83105, 3.83105, 3.83105, 3.83105, 3.83105, 3.83105, 3.83105, 3.83105, 3.83105, 3.83106, 3.83105, 3.83105, 3.92414, 3.83105
12.2594, 6, 3.90869, 3.81167, 2.82843, 2.09131, 0, 3.81232, 3.81167, 3.81167, 3.81167, 3.81167, 3.81167, 3.81167, 3.81167, 3.81167, 3.81167, 3.81167, 3.81167, 3.81167, 3.81167, 3.81168, 3.81167, 3.81167, 3.90804, 3.81167
12.2673, 6, 3.89765, 3.79815, 2.82843, 2.10235, 0, 3.79862, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.79815, 3.89717, 3.79815
12.2752, 6, 3.88355, 3.7822, 2.82843, 2.11645, 0, 3.78254, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.7822, 3.88321, 3.7822
12.2831, 2, 3.86651, 3.76399, 2, -1.86651, 0, 3.76424, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.76399, 3.86626, 3.76399
12.291, 2, 3.84764, 3.74468, 2, -1.84764, 0, 3.74485, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.74468, 3.84746, 3.74468
12.2989, 8, 3.82808, 3.72541, 3.16228, 4.17192, 0, 3.72554, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.72541, 3.82795, 3.72541
12.3067, 10, 3.81231, 3.71068, 3.4641, 6.18769, 0, 3.71077, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.71068, 3.81222, 3.71068
12.3146, 4, 3.79395, 3.69406, 2.44949, 0.206053, 0, 3.69413, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.69406, 3.79388, 3.69406
12.3225, 4, 3.77307, 3.67562, 2.44949, 0.22693, 0, 3.67566, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.67562, 3.77302, 3.67562
12.3304, 6, 3.75068, 3.65629, 2.82843, 2.24932, 0, 3.65632, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.65629, 3.75065, 3.65629
12.3383, 4, 3.72777, 3.63701, 2.44949, 0.272227, 0, 3.63703, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.63701, 3.72775, 3.63701
12.3462, 4, 3.70706, 3.62042, 2.44949, 0.292942, 0, 3.62043, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.62042, 3.70704, 3.62042
12.3541, 6, 3.68537, 3.60327, 2.82843, 2.31463, 0, 3.60328, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.60327, 3.68536, 3.60327
12.3619, 2, 3.66281, 3.58556, 2, -1.66281, 0, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.58556, 3.6628, 3.58556
12.3698, 2, 3.63928, 3.56711, 2, -1.63928, 0, 3.56712, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.56711, 3.63927, 3.56711
12.3777, 4, 3.61503, 3.54809, 2.44949, 0.384969, 0, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.54809, 3.61502, 3.54809
12.3856, 6, 3.59035, 3.52868, 2.82843, 2.40965, 0, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.52868, 3.59034, 3.52868
12.3935, 6, 3.56548, 3.50905, 2.82843, 2.43452, 0, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.50905, 3.56548, 3.50905
12.4014, 2, 3.54065, 3.48934, 2, -1.54065, 0, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.48934, 3.54065, 3.48934
12.4092, 4, 3.51607, 3.46968, 2.44949, 0.48393, 0, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.46968, 3.51607, 3.46968
12.4171, 2, 3.49356, 3.45183, 2, -1.49356, 0, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.45183, 3.49355, 3.45183
12.425, 8, 3.46989, 3.43249, 3.16228, 4.53011, 0, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.43249, 3.46989, 3.43249
12.4329, 6, 3.44546, 3.41198, 2.82843, 2.55454, 0, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.41198, 3.44545, 3.41198
12.4408, 0, 3.42094, 3.39093, 1.41421, -3.42094, 0, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.39093, 3.42094, 3.39093
12.4487, 2, 3.39702, 3.36995, 2, -1.39702, 0, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.36995, 3.39702, 3.36995
12.4565, 6, 3.37765, 3.35291, 2.82843, 2.62235, 0, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.35291, 3.37764, 3.35291
12.4644, 8, 3.35662, 3.33354, 3.16228, 4.64338, 0, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.33354, 3.35661, 3.33354
12.4723, 6, 3.33442, 3.31222, 2.82843, 2.66558, 0, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.31222, 3.33442, 3.31222
12.4802, 2, 3.3122, 3.28997, 2, -1.3122, 0, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.28997, 3.31219, 3.28997
12.4881, 2, 3.29109, 3.26779, 2, -1.29109, 0, 3.2678, 3.26779, 3.26779, 3.26779, 3.26779, 3.26779, 3.26779, 3.26779, 3.26779, 3.26779, 3.26779, 3.26779, 3.26779, 3.26779, 3.2678, 3.26779, 3.26779, 3.29109, 3.26779
12.496, 10, 3.27797, 3.25238, 3.4641, 6.72203, 0, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.25238, 3.27797, 3.25238
12.5038, 8, 3.26308, 3.23376, 3.16228, 4.73692, 0, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.23376, 3.26308, 3.23376
12.5117, 2, 3.24719, 3.21242, 2, -1.24719, 0, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.21242, 3.24718, 3.21242
12.5196, 8, 3.23201, 3.18978, 3.16228, 4.76799, 0, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.18978, 3.23201, 3.18978
12.5275, 0, 3.21932, 3.16721, 1.41421, -3.21932, 0, 3.16722, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.16721, 3.21932, 3.16721
12.5354, 6, 3.21722, 3.1524, 2.82843, 2.78278, 0, 3.15241, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.1524, 3.21722, 3.1524
