   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_262.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0630765, 0, 5.76944e-20, 0, 1.41421, -5.76944e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63089e-22, 0, 2.48128e-25, 6.23569e-24, 0, 5.72248e-20, 0, 0, 0
0.0709601, 0, 1.3078e-19, 0, 1.41421, -1.3078e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04972e-21, 0, 5.70763e-25, 1.43928e-23, 0, 1.29716e-19, 0, 0, 0
0.0788437, 0, 2.92302e-19, 0, 1.41421, -2.92302e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34618e-21, 0, 1.29474e-24, 3.27437e-23, 0, 2.89921e-19, 0, 0, 0
0.0867274, 0, 6.44535e-19, 0, 1.41421, -6.44535e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17339e-21, 0, 2.89807e-24, 7.34708e-23, 0, 6.39285e-19, 0, 0, 0
0.094611, 0, 1.44448e-18, 0, 1.41421, -1.44448e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15942e-20, 0, 6.63151e-24, 1.68525e-22, 0, 1.43272e-18, 0, 0, 0
0.102495, 0, 3.09481e-18, 0, 1.41421, -3.09481e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48405e-20, 0, 1.44236e-23, 3.67155e-22, 0, 3.06959e-18, 0, 0, 0
0.110378, 0, 6.55303e-18, 0, 1.41421, -6.55303e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.25978e-20, 0, 3.10132e-23, 7.90588e-22, 0, 6.49961e-18, 0, 0, 0
0.118262, 0, 1.3717e-17, 0, 1.41421, -1.3717e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10099e-19, 0, 6.59361e-23, 1.68295e-21, 0, 1.36052e-17, 0, 0, 0
0.126145, 0, 2.83937e-17, 0, 1.41421, -2.83937e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27901e-19, 0, 1.38658e-22, 3.54301e-21, 0, 2.81621e-17, 0, 0, 0
0.134029, 0, 5.81362e-17, 0, 1.41421, -5.81362e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66626e-19, 0, 2.88495e-22, 7.37893e-21, 0, 5.76619e-17, 0, 0, 0
0.141913, 0, 1.17771e-16, 0, 1.41421, -1.17771e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.4528e-19, 0, 5.94037e-22, 1.52077e-20, 0, 1.1681e-16, 0, 0, 0
0.149796, 0, 2.36103e-16, 0, 1.41421, -2.36103e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89506e-18, 0, 1.21081e-21, 3.10244e-20, 0, 2.34176e-16, 0, 0, 0
0.15768, 0, 4.68512e-16, 0, 1.41421, -4.68512e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76045e-18, 0, 2.44355e-21, 6.26644e-20, 0, 4.64687e-16, 0, 0, 0
0.165564, 0, 9.2041e-16, 0, 1.41421, -9.2041e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38752e-18, 0, 4.88357e-21, 1.25349e-19, 0, 9.12892e-16, 0, 0, 0
0.173447, 0, 1.79042e-15, 0, 1.41421, -1.79042e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43705e-17, 0, 9.66724e-21, 2.48367e-19, 0, 1.77579e-15, 0, 0, 0
0.181331, 0, 3.44915e-15, 0, 1.41421, -3.44915e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76838e-17, 0, 1.89579e-20, 4.87562e-19, 0, 3.42096e-15, 0, 0, 0
0.189214, 0, 6.58135e-15, 0, 1.41421, -6.58135e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.28235e-17, 0, 3.68358e-20, 9.48448e-19, 0, 6.52755e-15, 0, 0, 0
0.197098, 0, 1.244e-14, 0, 1.41421, -1.244e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.98459e-17, 0, 7.09256e-20, 1.8286e-18, 0, 1.23383e-14, 0, 0, 0
0.204982, 0, 2.3296e-14, 0, 1.41421, -2.3296e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86977e-16, 0, 1.35347e-19, 3.49479e-18, 0, 2.31054e-14, 0, 0, 0
0.212865, 0, 4.32263e-14, 0, 1.41421, -4.32263e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46939e-16, 0, 2.56025e-19, 6.62206e-18, 0, 4.28725e-14, 0, 0, 0
0.220749, 0, 7.94809e-14, 0, 1.41421, -7.94809e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.37919e-16, 0, 4.8013e-19, 1.24422e-17, 0, 7.88301e-14, 0, 0, 0
0.228632, 0, 1.44833e-13, 0, 1.41421, -1.44833e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16243e-15, 0, 8.92761e-19, 2.31848e-17, 0, 1.43647e-13, 0, 0, 0
0.236516, 0, 2.61579e-13, 0, 1.41421, -2.61579e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09944e-15, 0, 1.64616e-18, 4.28519e-17, 0, 2.59435e-13, 0, 0, 0
0.2444, 0, 4.68275e-13, 0, 1.41421, -4.68275e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75838e-15, 0, 3.01041e-18, 7.85706e-17, 0, 4.64435e-13, 0, 0, 0
0.252283, 0, 8.30995e-13, 0, 1.41421, -8.30995e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66957e-15, 0, 5.46091e-18, 1.42934e-16, 0, 8.24177e-13, 0, 0, 0
0.260167, 0, 1.46192e-12, 0, 1.41421, -1.46192e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17335e-14, 0, 9.82779e-18, 2.58038e-16, 0, 1.44992e-12, 0, 0, 0
0.26805, 0, 2.54979e-12, 0, 1.41421, -2.54979e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0465e-14, 0, 1.75498e-17, 4.62336e-16, 0, 2.52884e-12, 0, 0, 0
0.275934, 0, 4.4093e-12, 0, 1.41421, -4.4093e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53905e-14, 0, 3.11025e-17, 8.22293e-16, 0, 4.37306e-12, 0, 0, 0
0.283818, 0, 7.5604e-12, 0, 1.41421, -7.5604e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06843e-14, 0, 5.47164e-17, 1.45199e-15, 0, 7.49821e-12, 0, 0, 0
0.291701, 0, 1.28545e-11, 0, 1.41421, -1.28545e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03182e-13, 0, 9.5574e-17, 2.54595e-15, 0, 1.27486e-11, 0, 0, 0
0.299585, 0, 2.16729e-11, 0, 1.41421, -2.16729e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7398e-13, 0, 1.65799e-16, 4.43371e-15, 0, 2.14944e-11, 0, 0, 0
0.307469, 0, 3.62377e-11, 0, 1.41421, -3.62377e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90926e-13, 0, 2.8574e-16, 7.67035e-15, 0, 3.59388e-11, 0, 0, 0
0.315352, 0, 6.009e-11, 0, 1.41421, -6.009e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82479e-13, 0, 4.89383e-16, 1.31855e-14, 0, 5.95939e-11, 0, 0, 0
0.323236, 0, 9.8824e-11, 1.28919e-43, 1.41421, -9.8824e-11, 0, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 1.28919e-43, 7.93615e-13, 1.28919e-43, 8.3325e-16, 2.25283e-14, 1.28919e-43, 9.8007e-11, 1.28919e-43, 1.28919e-43, 1.28919e-43
0.331119, 0, 1.61199e-10, 2.28552e-42, 1.41421, -1.61199e-10, 0, 2.28552e-42, 2.28552e-42, 2.28552e-42, 2.28552e-42, 2.28552e-42, 2.28552e-42, 2.28552e-42, 2.28552e-42, 2.28552e-42, 2.28552e-42, 1.2948e-12, 2.28552e-42, 1.41101e-15, 3.82683e-14, 2.28552e-42, 1.59864e-10, 2.28552e-42, 2.28552e-42, 2.28552e-42
0.339003, 0, 2.60807e-10, 3.37475e-41, 1.41421, -2.60807e-10, 0, 3.37475e-41, 3.37475e-41, 3.37475e-41, 3.37475e-41, 3.37475e-41, 3.37475e-41, 3.37475e-41, 3.37475e-41, 3.37475e-41, 3.37475e-41, 2.09546e-12, 3.37475e-41, 2.37742e-15, 6.46507e-14, 3.37475e-41, 2.58645e-10, 3.37475e-41, 3.37475e-41, 3.37475e-41
0.346887, 0, 4.18556e-10, 4.39446e-40, 1.41421, -4.18556e-10, 0, 4.39446e-40, 4.39446e-40, 4.39446e-40, 4.39446e-40, 4.39446e-40, 4.39446e-40, 4.39446e-40, 4.39446e-40, 4.39446e-40, 4.39446e-40, 3.36409e-12, 4.39446e-40, 3.98762e-15, 1.08664e-13, 4.39446e-40, 4.15079e-10, 4.39446e-40, 4.39446e-40, 4.39446e-40
0.35477, 0, 6.66322e-10, 5.12489e-39, 1.41421, -6.66322e-10, 0, 5.12489e-39, 5.12489e-39, 5.12489e-39, 5.12489e-39, 5.12489e-39, 5.12489e-39, 5.12489e-39, 5.12489e-39, 5.12489e-39, 5.12489e-39, 5.35786e-12, 5.12489e-39, 6.66161e-15, 1.81782e-13, 5.12489e-39, 6.60775e-10, 5.12489e-39, 5.12489e-39, 5.12489e-39
0.362654, 0, 1.05228e-09, 5.39258e-38, 1.41421, -1.05228e-09, 0, 5.39258e-38, 5.39258e-38, 5.39258e-38, 5.39258e-38, 5.39258e-38, 5.39258e-38, 5.39258e-38, 5.39258e-38, 5.39258e-38, 5.39258e-38, 8.46602e-12, 5.39258e-38, 1.10901e-14, 3.02798e-13, 5.39258e-38, 1.0435e-09, 5.39258e-38, 5.39258e-38, 5.39258e-38
0.370538, 0, 1.64859e-09, 5.14625e-37, 1.41421, -1.64859e-09, 0, 5.14625e-37, 5.14625e-37, 5.14625e-37, 5.14625e-37, 5.14625e-37, 5.14625e-37, 5.14625e-37, 5.14625e-37, 5.14625e-37, 5.14625e-37, 1.32728e-11, 5.14625e-37, 1.84088e-14, 5.02448e-13, 5.14625e-37, 1.63479e-09, 5.14625e-37, 5.14625e-37, 5.14625e-37
0.378421, 0, 2.56241e-09, 4.48059e-36, 1.41421, -2.56241e-09, 0, 4.48059e-36, 4.48059e-36, 4.48059e-36, 4.48059e-36, 4.48059e-36, 4.48059e-36, 4.48059e-36, 4.48059e-36, 4.48059e-36, 4.48059e-36, 2.06475e-11, 4.48059e-36, 3.04843e-14, 8.30939e-13, 4.48059e-36, 2.5409e-09, 4.48059e-36, 4.48059e-36, 4.48059e-36
0.386305, 0, 3.95149e-09, 3.57587e-35, 1.41421, -3.95149e-09, 0, 3.57587e-35, 3.57587e-35, 3.57587e-35, 3.57587e-35, 3.57587e-35, 3.57587e-35, 3.57587e-35, 3.57587e-35, 3.57587e-35, 3.57587e-35, 3.18738e-11, 3.57587e-35, 5.03862e-14, 1.37024e-12, 3.57587e-35, 3.91819e-09, 3.57587e-35, 3.57587e-35, 3.57587e-35
0.394188, 0, 6.04604e-09, 2.62822e-34, 1.41421, -6.04604e-09, 0, 2.62822e-34, 2.62822e-34, 2.62822e-34, 2.62822e-34, 2.62822e-34, 2.62822e-34, 2.62822e-34, 2.62822e-34, 2.62822e-34, 2.62822e-34, 4.8831e-11, 2.62822e-34, 8.31631e-14, 2.25413e-12, 2.62822e-34, 5.99487e-09, 2.62822e-34, 2.62822e-34, 2.62822e-34
0.402072, 0, 9.1791e-09, 1.8154e-33, 1.41421, -9.1791e-09, 0, 1.8154e-33, 1.8154e-33, 1.8154e-33, 1.8154e-33, 1.8154e-33, 1.8154e-33, 1.8154e-33, 1.8154e-33, 1.8154e-33, 1.8154e-33, 7.42492e-11, 1.8154e-33, 1.37118e-13, 3.70091e-12, 1.8154e-33, 9.10101e-09, 1.8154e-33, 1.8154e-33, 1.8154e-33
0.409956, 0, 1.3829e-08, 3.05423e-32, 1.41421, -1.3829e-08, 0, 3.05423e-32, 3.05423e-32, 3.05423e-32, 3.05423e-32, 3.05423e-32, 3.05423e-32, 3.05423e-32, 3.05423e-32, 3.05423e-32, 3.05423e-32, 1.1207e-10, 3.05423e-32, 2.26222e-13, 6.07491e-12, 3.05423e-32, 1.37106e-08, 3.05423e-32, 3.05423e-32, 3.05423e-32
0.417839, 0, 2.06742e-08, 1.76791e-31, 1.41421, -2.06742e-08, 0, 1.76791e-31, 1.76791e-31, 1.76791e-31, 1.76791e-31, 1.76791e-31, 1.76791e-31, 1.76791e-31, 1.76791e-31, 1.76791e-31, 1.76791e-31, 1.67914e-10, 1.76791e-31, 3.72445e-13, 9.945e-12, 1.76791e-31, 2.04959e-08, 1.76791e-31, 1.76791e-31, 1.76791e-31
0.425723, 0, 3.06732e-08, 9.7376e-31, 1.41421, -3.06732e-08, 0, 9.7376e-31, 9.7376e-31, 9.7376e-31, 9.7376e-31, 9.7376e-31, 9.7376e-31, 9.7376e-31, 9.7376e-31, 9.7376e-31, 9.7376e-31, 2.49777e-10, 9.7376e-31, 6.12824e-13, 1.62639e-11, 9.7376e-31, 3.04066e-08, 9.7376e-31, 9.7376e-31, 9.7376e-31
0.433606, 0, 4.51662e-08, 5.05791e-30, 1.41421, -4.51662e-08, 0, 5.05791e-30, 5.05791e-30, 5.05791e-30, 5.05791e-30, 5.05791e-30, 5.05791e-30, 5.05791e-30, 5.05791e-30, 5.05791e-30, 5.05791e-30, 3.68931e-10, 5.05791e-30, 1.00766e-12, 2.6574e-11, 5.05791e-30, 4.47696e-08, 5.05791e-30, 5.05791e-30, 5.05791e-30
0.44149, 0, 6.60111e-08, 2.47422e-29, 1.41421, -6.60111e-08, 0, 2.47422e-29, 2.47422e-29, 2.47422e-29, 2.47422e-29, 2.47422e-29, 2.47422e-29, 2.47422e-29, 2.47422e-29, 2.47422e-29, 2.47422e-29, 5.41154e-10, 2.47422e-29, 1.6554e-12, 4.33811e-11, 2.47422e-29, 6.5425e-08, 2.47422e-29, 2.47422e-29, 2.47422e-29
0.449374, 0, 9.57637e-08, 1.15249e-28, 1.41421, -9.57637e-08, 0, 1.15249e-28, 1.15249e-28, 1.15249e-28, 1.15249e-28, 1.15249e-28, 1.15249e-28, 1.15249e-28, 1.15249e-28, 1.15249e-28, 1.15249e-28, 7.88378e-10, 1.15249e-28, 2.71615e-12, 7.07453e-11, 1.15249e-28, 9.49018e-08, 1.15249e-28, 1.15249e-28, 1.15249e-28
0.457257, 0, 1.3791e-07, 5.10764e-28, 1.41421, -1.3791e-07, 0, 5.10764e-28, 5.10764e-28, 5.10764e-28, 5.10764e-28, 5.10764e-28, 5.10764e-28, 5.10764e-28, 5.10764e-28, 5.10764e-28, 5.10764e-28, 1.1409e-09, 5.10764e-28, 4.4492e-12, 1.15222e-10, 5.10764e-28, 1.3665e-07, 5.10764e-28, 5.10764e-28, 5.10764e-28
0.465141, 0, 1.97168e-07, 2.153e-27, 1.41421, -1.97168e-07, 0, 2.153e-27, 2.153e-27, 2.153e-27, 2.153e-27, 2.153e-27, 2.153e-27, 2.153e-27, 2.153e-27, 2.153e-27, 2.153e-27, 1.64032e-09, 2.153e-27, 7.27237e-12, 1.87347e-10, 2.153e-27, 1.95334e-07, 2.153e-27, 2.153e-27, 2.153e-27
0.473025, 0, 2.79871e-07, 8.64686e-27, 1.41421, -2.79871e-07, 0, 8.64686e-27, 8.64686e-27, 8.64686e-27, 8.64686e-27, 8.64686e-27, 8.64686e-27, 8.64686e-27, 8.64686e-27, 8.64686e-27, 8.64686e-27, 2.34335e-09, 8.64686e-27, 1.1855e-11, 3.03964e-10, 8.64686e-27, 2.77212e-07, 8.64686e-27, 8.64686e-27, 8.64686e-27
0.480908, 0, 3.94454e-07, 3.31521e-26, 1.41421, -3.94454e-07, 0, 3.31521e-26, 3.31521e-26, 3.31521e-26, 3.31521e-26, 3.31521e-26, 3.31521e-26, 3.31521e-26, 1.93646e-12, 3.31521e-26, 3.31521e-26, 3.32688e-09, 3.31521e-26, 1.92628e-11, 4.91823e-10, 3.31521e-26, 3.90614e-07, 3.31521e-26, 3.31521e-26, 3.31521e-26
0.488792, 0, 5.52061e-07, 1.21602e-25, 1.41421, -5.52061e-07, 0, 1.21602e-25, 1.21602e-25, 1.21602e-25, 1.21602e-25, 1.21602e-25, 1.21602e-25, 1.21602e-25, 6.72468e-12, 1.21602e-25, 1.21602e-25, 4.69453e-09, 1.21602e-25, 3.11808e-11, 7.93112e-10, 1.21602e-25, 5.46536e-07, 1.21602e-25, 1.21602e-25, 1.21602e-25
0.496675, 0, 7.67308e-07, 4.30198e-25, 1.41421, -7.67308e-07, 0, 4.30198e-25, 4.30198e-25, 4.30198e-25, 4.30198e-25, 4.30198e-25, 4.30198e-25, 4.30198e-25, 1.81883e-11, 4.30198e-25, 4.30198e-25, 6.58513e-09, 4.30198e-25, 5.02542e-11, 1.27383e-09, 4.30198e-25, 7.5938e-07, 4.30198e-25, 4.30198e-25, 4.30198e-25
0.504559, 0, 1.06208e-06, 2.51847e-10, 1.41421, -1.06208e-06, 2.51847e-10, 2.51884e-10, 2.51875e-10, 2.51929e-10, 5.00034e-10, 2.57081e-10, 2.52545e-10, 2.59467e-10, 3.8721e-10, 5.41238e-10, 2.08711e-09, 9.43558e-09, 2.53329e-10, 3.32451e-10, 2.28816e-09, 2.51848e-10, 1.04823e-06, 2.51847e-10, 2.51847e-10, 2.73452e-10
0.512443, 0, 1.46224e-06, 8.67323e-10, 1.41421, -1.46224e-06, 8.67323e-10, 8.67451e-10, 8.67418e-10, 8.67607e-10, 1.72474e-09, 8.85403e-10, 8.69734e-10, 8.93647e-10, 1.28536e-09, 1.86709e-09, 7.20765e-09, 1.36025e-08, 8.72442e-10, 9.95938e-10, 4.10513e-09, 8.67327e-10, 1.4374e-06, 8.67323e-10, 8.67323e-10, 9.41961e-10
0.520326, 0, 2.00511e-06, 2.33e-09, 1.41421, -2.00511e-06, 2.33e-09, 2.33034e-09, 2.33025e-09, 2.33076e-09, 4.63849e-09, 2.37867e-09, 2.33649e-09, 2.40087e-09, 3.41105e-09, 5.02175e-09, 1.94006e-08, 1.98918e-08, 2.34378e-09, 2.53405e-09, 7.44732e-09, 2.33001e-09, 1.95874e-06, 2.33e-09, 2.33e-09, 2.53095e-09
0.52821, 0, 2.74328e-06, 5.7161e-09, 1.41421, -2.74328e-06, 5.7161e-09, 5.71695e-09, 5.71673e-09, 5.71798e-09, 1.13894e-08, 5.83573e-09, 5.73206e-09, 5.89028e-09, 8.31311e-09, 1.23312e-08, 4.76681e-08, 2.98016e-08, 5.74998e-09, 6.03789e-09, 1.37509e-08, 5.71613e-09, 2.65316e-06, 5.7161e-09, 5.7161e-09, 6.20996e-09
0.536093, 0, 3.75479e-06, 1.33637e-08, 1.41421, -3.75479e-06, 1.33637e-08, 1.33656e-08, 1.33651e-08, 1.3368e-08, 2.66426e-08, 1.36437e-08, 1.3401e-08, 1.37713e-08, 1.93403e-08, 2.88472e-08, 1.11557e-07, 4.62187e-08, 1.34429e-08, 1.38679e-08, 2.58893e-08, 1.33637e-08, 3.574e-06, 1.33637e-08, 1.33637e-08, 1.45196e-08
0.543977, 0, 5.16142e-06, 3.02145e-08, 1.41421, -5.16142e-06, 3.02145e-08, 3.02189e-08, 3.02178e-08, 3.02244e-08, 6.02627e-08, 3.08481e-08, 3.0299e-08, 3.1137e-08, 4.37382e-08, 6.52513e-08, 2.52412e-07, 7.47943e-08, 3.03939e-08, 3.09993e-08, 4.96154e-08, 3.02146e-08, 4.79139e-06, 3.02145e-08, 3.02145e-08, 3.28302e-08
0.551861, 0, 7.16399e-06, 6.64454e-08, 1.41421, -7.16399e-06, 6.64454e-08, 6.64552e-08, 6.64527e-08, 6.64673e-08, 1.3257e-07, 6.78397e-08, 6.66314e-08, 6.84755e-08, 9.79088e-08, 1.43547e-07, 5.55413e-07, 1.26617e-07, 6.68402e-08, 6.76587e-08, 9.62379e-08, 6.64457e-08, 6.39936e-06, 6.64454e-08, 6.64454e-08, 7.22015e-08
0.559744, 0, 1.01203e-05, 1.42468e-07, 1.41421, -1.01203e-05, 1.42468e-07, 1.42489e-07, 1.42484e-07, 1.42515e-07, 2.84331e-07, 1.4546e-07, 1.42867e-07, 1.46824e-07, 2.30027e-07, 3.07883e-07, 1.1915e-06, 2.23263e-07, 1.43315e-07, 1.44331e-07, 1.87846e-07, 1.42469e-07, 8.52736e-06, 1.42468e-07, 1.42468e-07, 1.54817e-07
0.567628, 0, 1.4634e-05, 2.98159e-07, 1.41421, -1.4634e-05, 2.98159e-07, 2.98203e-07, 2.98191e-07, 2.98257e-07, 5.95216e-07, 3.04422e-07, 2.98994e-07, 3.07279e-07, 5.08817e-07, 6.44533e-07, 2.4948e-06, 4.06087e-07, 2.99932e-07, 3.00998e-07, 3.66701e-07, 2.9816e-07, 1.13599e-05, 2.98159e-07, 2.98159e-07, 3.24017e-07
0.575511, 0, 2.17939e-05, 6.09388e-07, 1.41421, -2.17939e-05, 6.09388e-07, 6.09479e-07, 6.09456e-07, 6.09589e-07, 1.21686e-06, 6.22198e-07, 6.11097e-07, 6.28039e-07, 1.08505e-06, 1.31772e-06, 5.10148e-06, 7.52831e-07, 6.13015e-07, 6.13686e-07, 7.12052e-07, 6.09391e-07, 1.51699e-05, 6.09388e-07, 6.09388e-07, 6.62269e-07
0.583395, 0, 3.35394e-05, 1.21674e-06, 1.41421, -3.35394e-05, 1.21674e-06, 1.21692e-06, 1.21688e-06, 1.21714e-06, 2.43036e-06, 1.24233e-06, 1.22015e-06, 1.254e-06, 2.25047e-06, 2.63184e-06, 1.01911e-05, 1.40643e-06, 1.22399e-06, 1.2232e-06, 1.36923e-06, 1.21675e-06, 2.03741e-05, 1.21674e-06, 1.21674e-06, 1.32239e-06
0.591279, 0, 5.33e-05, 2.37384e-06, 1.41421, -5.33e-05, 2.37384e-06, 2.37419e-06, 2.3741e-06, 2.37462e-06, 4.743e-06, 2.42379e-06, 2.3805e-06, 2.44657e-06, 4.56078e-06, 5.13632e-06, 1.9893e-05, 2.62346e-06, 2.38798e-06, 2.38347e-06, 2.59847e-06, 2.37385e-06, 2.76272e-05, 2.37384e-06, 2.37384e-06, 2.58007e-06
0.599162, 0, 8.705e-05, 4.52619e-06, 1.41421, -8.705e-05, 4.52619e-06, 4.52686e-06, 4.52669e-06, 4.52769e-06, 9.04631e-06, 4.6215e-06, 4.5389e-06, 4.66497e-06, 9.04833e-06, 9.79674e-06, 3.79511e-05, 4.85312e-06, 4.55318e-06, 4.54047e-06, 4.85448e-06, 4.52621e-06, 3.79729e-05, 4.52619e-06, 4.52619e-06, 4.91967e-06
0.607046, 0, 0.000145046, 8.43561e-06, 1.41421, -0.000145046, 8.43561e-06, 8.43686e-06, 8.43654e-06, 8.43839e-06, 1.68655e-05, 8.61336e-06, 8.45931e-06, 8.69442e-06, 1.76274e-05, 1.82651e-05, 7.07723e-05, 8.86182e-06, 8.48594e-06, 8.45661e-06, 8.9118e-06, 8.43564e-06, 5.30852e-05, 8.43561e-06, 8.43561e-06, 9.16943e-06
0.61493, 0, 0.000244499, 1.53697e-05, 1.41421, -0.000244499, 1.53697e-05, 1.5372e-05, 1.53714e-05, 1.53748e-05, 3.074e-05, 1.56938e-05, 1.54129e-05, 1.58416e-05, 3.37312e-05, 3.32918e-05, 0.000129028, 1.5923e-05, 1.54615e-05, 1.54004e-05, 1.60556e-05, 1.53698e-05, 7.56381e-05, 1.53697e-05, 1.53697e-05, 1.67077e-05
