   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_151.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0791352, 0, 8.75171e-19, 0, 1.41421, -8.75171e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28234e-23, 0, 8.75138e-19, 0, 0, 0
0.0870214, 0, 1.85739e-18, 0, 1.41421, -1.85739e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08208e-23, 0, 1.85732e-18, 0, 0, 0
0.0949076, 0, 3.89662e-18, 0, 1.41421, -3.89662e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51047e-22, 0, 3.89646e-18, 0, 0, 0
0.102794, 0, 8.08331e-18, 0, 1.41421, -8.08331e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18568e-22, 0, 8.08299e-18, 0, 0, 0
0.11068, 0, 1.65858e-17, 0, 1.41421, -1.65858e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6464e-22, 0, 1.65852e-17, 0, 0, 0
0.118566, 0, 3.36706e-17, 0, 1.41421, -3.36706e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37216e-21, 0, 3.36693e-17, 0, 0, 0
0.126452, 0, 6.76453e-17, 0, 1.41421, -6.76453e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80405e-21, 0, 6.76425e-17, 0, 0, 0
0.134339, 0, 1.34522e-16, 0, 1.41421, -1.34522e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.67344e-21, 0, 1.34517e-16, 0, 0, 0
0.142225, 0, 2.64856e-16, 0, 1.41421, -2.64856e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13683e-20, 0, 2.64845e-16, 0, 0, 0
0.150111, 0, 5.16379e-16, 0, 1.41421, -5.16379e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25652e-20, 0, 5.16357e-16, 0, 0, 0
0.157997, 0, 9.9711e-16, 0, 1.41421, -9.9711e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43782e-20, 0, 9.97065e-16, 0, 0, 0
0.165883, 0, 1.90722e-15, 0, 1.41421, -1.90722e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.64918e-20, 0, 1.90714e-15, 0, 0, 0
0.17377, 0, 3.61418e-15, 0, 1.41421, -3.61418e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67086e-19, 0, 3.61401e-15, 0, 0, 0
0.181656, 0, 6.82263e-15, 0, 1.41421, -6.82263e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22627e-19, 0, 6.82231e-15, 0, 0, 0
0.189542, 0, 1.26861e-14, 0, 1.41421, -1.26861e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.12158e-19, 0, 1.26855e-14, 0, 0, 0
0.197428, 0, 2.33802e-14, 0, 1.41421, -2.33802e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15199e-18, 0, 2.33791e-14, 0, 0, 0
0.205314, 0, 4.27124e-14, 0, 1.41421, -4.27124e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15038e-18, 0, 4.27103e-14, 0, 0, 0
0.213201, 0, 7.73541e-14, 0, 1.41421, -7.73541e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98225e-18, 0, 7.73501e-14, 0, 0, 0
0.221087, 0, 1.38891e-13, 0, 1.41421, -1.38891e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.3172e-18, 0, 1.38883e-13, 0, 0, 0
0.228973, 0, 2.4726e-13, 0, 1.41421, -2.4726e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3342e-17, 0, 2.47247e-13, 0, 0, 0
0.236859, 0, 4.36477e-13, 0, 1.41421, -4.36477e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41445e-17, 0, 4.36453e-13, 0, 0, 0
0.244745, 0, 7.64047e-13, 0, 1.41421, -7.64047e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33722e-17, 0, 7.64004e-13, 0, 0, 0
0.252632, 0, 1.32635e-12, 0, 1.41421, -1.32635e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.73482e-17, 0, 1.32628e-12, 0, 0, 0
0.260518, 0, 2.28352e-12, 0, 1.41421, -2.28352e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36961e-16, 0, 2.28338e-12, 0, 0, 0
0.268404, 0, 3.8992e-12, 0, 1.41421, -3.8992e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40831e-16, 0, 3.89896e-12, 0, 0, 0
0.27629, 0, 6.6039e-12, 0, 1.41421, -6.6039e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20602e-16, 0, 6.60348e-12, 0, 0, 0
0.284176, 0, 1.10942e-11, 0, 1.41421, -1.10942e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.29698e-16, 0, 1.10934e-11, 0, 0, 0
0.292063, 0, 1.84877e-11, 0, 1.41421, -1.84877e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2578e-15, 0, 1.84865e-11, 0, 0, 0
0.299949, 0, 3.05621e-11, 0, 1.41421, -3.05621e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15461e-15, 0, 3.056e-11, 0, 0, 0
0.307835, 0, 5.01203e-11, 0, 1.41421, -5.01203e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66865e-15, 0, 5.01166e-11, 0, 0, 0
0.315721, 0, 8.15443e-11, 1.34525e-43, 1.41421, -8.15443e-11, 1.34525e-43, 0, 1.34525e-43, 1.34525e-43, 1.34525e-43, 1.34525e-43, 1.34525e-43, 1.34525e-43, 1.34525e-43, 1.34525e-43, 1.34525e-43, 1.34525e-43, 1.34525e-43, 6.21069e-15, 1.34525e-43, 8.1538e-11, 1.34525e-43, 1.34525e-43, 1.34525e-43
0.323607, 0, 1.31625e-10, 2.38501e-42, 1.41421, -1.31625e-10, 2.38501e-42, 0, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 1.04565e-14, 2.38501e-42, 1.31615e-10, 2.38501e-42, 2.38501e-42, 2.38501e-42
0.331494, 0, 2.108e-10, 3.48839e-41, 1.41421, -2.108e-10, 3.48839e-41, 0, 3.48839e-41, 3.48839e-41, 3.48839e-41, 3.48839e-41, 3.48839e-41, 3.48839e-41, 3.48839e-41, 3.48839e-41, 3.48839e-41, 3.48839e-41, 3.48839e-41, 1.75138e-14, 3.48839e-41, 2.10783e-10, 3.48839e-41, 3.48839e-41, 3.48839e-41
0.33938, 0, 3.34969e-10, 4.51711e-40, 1.41421, -3.34969e-10, 4.51711e-40, 0, 4.51711e-40, 4.51711e-40, 4.51711e-40, 4.51711e-40, 4.51711e-40, 4.51711e-40, 4.51711e-40, 4.51711e-40, 4.51711e-40, 4.51711e-40, 4.51711e-40, 2.91922e-14, 4.51711e-40, 3.3494e-10, 4.51711e-40, 4.51711e-40, 4.51711e-40
0.347266, 0, 5.28152e-10, 5.22808e-39, 1.41421, -5.28152e-10, 5.22808e-39, 0, 5.22808e-39, 5.22808e-39, 5.22808e-39, 5.22808e-39, 5.22808e-39, 5.22808e-39, 5.22808e-39, 5.22808e-39, 5.22808e-39, 5.22808e-39, 5.22808e-39, 4.84399e-14, 5.22808e-39, 5.28104e-10, 5.22808e-39, 5.22808e-39, 5.22808e-39
0.355152, 0, 8.26327e-10, 5.46137e-38, 1.41421, -8.26327e-10, 5.46137e-38, 0, 5.46137e-38, 5.46137e-38, 5.46137e-38, 5.46137e-38, 5.46137e-38, 5.46137e-38, 5.46137e-38, 5.46137e-38, 5.46137e-38, 5.46137e-38, 5.46137e-38, 8.005e-14, 5.46137e-38, 8.26247e-10, 5.46137e-38, 5.46137e-38, 5.46137e-38
0.363038, 0, 1.28292e-09, 5.17582e-37, 1.41421, -1.28292e-09, 5.17582e-37, 0, 5.17582e-37, 5.17582e-37, 5.17582e-37, 5.17582e-37, 5.17582e-37, 5.17582e-37, 5.17582e-37, 5.17582e-37, 5.17582e-37, 5.17582e-37, 5.17582e-37, 1.31801e-13, 5.17582e-37, 1.28279e-09, 5.17582e-37, 5.17582e-37, 5.17582e-37
0.370925, 0, 1.97664e-09, 4.48039e-36, 1.41421, -1.97664e-09, 4.48039e-36, 0, 4.48039e-36, 4.48039e-36, 4.48039e-36, 4.48039e-36, 4.48039e-36, 4.48039e-36, 4.48039e-36, 4.48039e-36, 4.48039e-36, 4.48039e-36, 4.48039e-36, 2.16302e-13, 4.48039e-36, 1.97642e-09, 4.48039e-36, 4.48039e-36, 4.48039e-36
0.378811, 0, 3.02237e-09, 3.55668e-35, 1.41421, -3.02237e-09, 3.55668e-35, 0, 3.55668e-35, 3.55668e-35, 3.55668e-35, 3.55668e-35, 3.55668e-35, 3.55668e-35, 3.55668e-35, 3.55668e-35, 3.55668e-35, 3.55668e-35, 3.55668e-35, 3.53976e-13, 3.55668e-35, 3.02202e-09, 3.55668e-35, 3.55668e-35, 3.55668e-35
0.386697, 0, 4.58653e-09, 2.60089e-34, 1.41421, -4.58653e-09, 2.60089e-34, 0, 2.60089e-34, 2.60089e-34, 2.60089e-34, 2.60089e-34, 2.60089e-34, 2.60089e-34, 2.60089e-34, 2.60089e-34, 2.60089e-34, 2.60089e-34, 2.60089e-34, 5.77879e-13, 2.60089e-34, 4.58596e-09, 2.60089e-34, 2.60089e-34, 2.60089e-34
0.394583, 0, 6.90809e-09, 1.79428e-33, 1.41421, -6.90809e-09, 1.79428e-33, 0, 1.79428e-33, 1.79428e-33, 1.79428e-33, 1.79428e-33, 1.79428e-33, 1.79428e-33, 1.79428e-33, 1.79428e-33, 1.79428e-33, 1.79428e-33, 1.79428e-33, 9.41505e-13, 1.79428e-33, 6.90715e-09, 1.79428e-33, 1.79428e-33, 1.79428e-33
0.402469, 0, 1.03274e-08, 1.07045e-32, 1.41421, -1.03274e-08, 1.07045e-32, 0, 1.07045e-32, 1.07045e-32, 1.07045e-32, 1.07045e-32, 1.07045e-32, 1.07045e-32, 1.07045e-32, 1.07045e-32, 1.07045e-32, 1.07045e-32, 1.07045e-32, 1.53137e-12, 1.07045e-32, 1.03259e-08, 1.07045e-32, 1.07045e-32, 1.07045e-32
0.410356, 0, 1.53251e-08, 6.44089e-32, 1.41421, -1.53251e-08, 6.44089e-32, 0, 6.44089e-32, 6.44089e-32, 6.44089e-32, 6.44089e-32, 6.44089e-32, 6.44089e-32, 6.44089e-32, 6.44089e-32, 6.44089e-32, 6.44089e-32, 6.44089e-32, 2.48731e-12, 6.44089e-32, 1.53226e-08, 6.44089e-32, 6.44089e-32, 6.44089e-32
0.418242, 0, 2.25749e-08, 3.46895e-31, 1.41421, -2.25749e-08, 3.46895e-31, 0, 3.46895e-31, 3.46895e-31, 3.46895e-31, 3.46895e-31, 3.46895e-31, 3.46895e-31, 3.46895e-31, 3.46895e-31, 3.46895e-31, 3.46895e-31, 3.46895e-31, 4.03514e-12, 3.46895e-31, 2.25708e-08, 3.46895e-31, 3.46895e-31, 3.46895e-31
0.426128, 0, 3.30123e-08, 1.82351e-30, 1.41421, -3.30123e-08, 1.82351e-30, 0, 1.82351e-30, 1.82351e-30, 1.82351e-30, 1.82351e-30, 1.82351e-30, 1.82351e-30, 1.82351e-30, 1.82351e-30, 1.82351e-30, 1.82351e-30, 1.82351e-30, 6.53895e-12, 1.82351e-30, 3.30058e-08, 1.82351e-30, 1.82351e-30, 1.82351e-30
0.434014, 0, 4.79276e-08, 9.13374e-30, 1.41421, -4.79276e-08, 9.13374e-30, 0, 9.13374e-30, 9.13374e-30, 9.13374e-30, 9.13374e-30, 9.13374e-30, 9.13374e-30, 9.13374e-30, 9.13374e-30, 9.13374e-30, 9.13374e-30, 9.13374e-30, 1.05846e-11, 9.13374e-30, 4.7917e-08, 9.13374e-30, 9.13374e-30, 9.13374e-30
0.4419, 0, 6.90848e-08, 4.32583e-29, 1.41421, -6.90848e-08, 4.32583e-29, 0, 4.32583e-29, 4.32583e-29, 4.32583e-29, 4.32583e-29, 4.32583e-29, 4.32583e-29, 4.32583e-29, 4.32583e-29, 4.32583e-29, 4.32583e-29, 4.32583e-29, 1.71121e-11, 4.32583e-29, 6.90677e-08, 4.32583e-29, 4.32583e-29, 4.32583e-29
0.449787, 0, 9.88765e-08, 1.97743e-28, 1.41421, -9.88765e-08, 1.97743e-28, 0, 1.97743e-28, 1.97743e-28, 1.97743e-28, 1.97743e-28, 1.97743e-28, 1.97743e-28, 1.97743e-28, 1.97743e-28, 1.97743e-28, 1.97743e-28, 1.97743e-28, 2.76239e-11, 1.97743e-28, 9.88489e-08, 1.97743e-28, 1.97743e-28, 1.97743e-28
0.457673, 0, 1.40524e-07, 8.65415e-28, 1.41421, -1.40524e-07, 8.65415e-28, 0, 8.65415e-28, 8.65415e-28, 8.65415e-28, 8.65415e-28, 8.65415e-28, 8.65415e-28, 8.65415e-28, 8.65415e-28, 8.65415e-28, 8.65415e-28, 8.65415e-28, 4.45115e-11, 8.65415e-28, 1.40479e-07, 8.65415e-28, 8.65415e-28, 8.65415e-28
0.465559, 0, 1.98328e-07, 3.61152e-27, 1.41421, -1.98328e-07, 3.61152e-27, 0, 3.61152e-27, 3.61152e-27, 3.61152e-27, 3.61152e-27, 3.61152e-27, 3.61152e-27, 3.61152e-27, 3.61152e-27, 3.61152e-27, 3.61152e-27, 3.61152e-27, 7.156e-11, 3.61152e-27, 1.98256e-07, 3.61152e-27, 3.61152e-27, 3.61152e-27
0.473445, 0, 2.77989e-07, 1.43799e-26, 1.41421, -2.77989e-07, 1.43799e-26, 0, 1.43799e-26, 1.43799e-26, 1.43799e-26, 1.43799e-26, 1.43799e-26, 1.43799e-26, 1.43799e-26, 1.43799e-26, 1.43799e-26, 1.43799e-26, 1.43799e-26, 1.14725e-10, 1.43799e-26, 2.77875e-07, 1.43799e-26, 1.43799e-26, 1.43799e-26
0.481331, 0, 3.87005e-07, 5.46898e-26, 1.41421, -3.87005e-07, 5.46898e-26, 0, 5.46898e-26, 5.46898e-26, 5.46898e-26, 5.46898e-26, 1.92102e-12, 5.46898e-26, 5.46898e-26, 5.46898e-26, 5.46898e-26, 5.46898e-26, 5.46898e-26, 1.83309e-10, 5.46898e-26, 3.8682e-07, 5.46898e-26, 5.46898e-26, 5.46898e-26
0.489218, 0, 5.35163e-07, 3.00699e-25, 1.41421, -5.35163e-07, 3.00699e-25, 0, 3.00699e-25, 3.00699e-25, 3.00699e-25, 3.00699e-25, 7.35672e-12, 3.00699e-25, 3.00699e-25, 3.00699e-25, 3.00699e-25, 3.00699e-25, 3.00699e-25, 2.91782e-10, 3.00699e-25, 5.34864e-07, 3.00699e-25, 3.00699e-25, 3.00699e-25
0.497104, 0, 7.36903e-07, 1.91069e-10, 1.41421, -7.36903e-07, 1.97151e-10, 1.91069e-10, 1.9108e-10, 6.2306e-10, 2.03255e-10, 2.01679e-10, 2.46286e-10, 5.31746e-10, 1.93436e-10, 8.52377e-10, 1.92131e-10, 1.93466e-10, 1.91069e-10, 6.53297e-10, 1.91069e-10, 7.3491e-07, 1.91069e-10, 1.91069e-10, 1.97728e-10
0.50499, 0, 1.00929e-06, 6.50448e-10, 1.41421, -1.00929e-06, 6.71312e-10, 6.50448e-10, 6.50487e-10, 2.13213e-09, 6.92246e-10, 6.8684e-10, 8.20058e-10, 1.81893e-09, 6.58567e-10, 2.91866e-09, 6.54093e-10, 6.58671e-10, 6.50448e-10, 1.37892e-09, 6.50451e-10, 1.00333e-06, 6.50448e-10, 6.50448e-10, 6.7329e-10
0.512876, 0, 1.37659e-06, 1.7293e-09, 1.41421, -1.37659e-06, 1.78504e-09, 1.7293e-09, 1.72941e-09, 5.6876e-09, 1.84097e-09, 1.82652e-09, 2.16491e-09, 4.8509e-09, 1.75099e-09, 7.7888e-09, 1.73904e-09, 1.75127e-09, 1.7293e-09, 2.87075e-09, 1.72931e-09, 1.3615e-06, 1.7293e-09, 1.7293e-09, 1.79032e-09
0.520762, 0, 1.87258e-06, 4.20237e-09, 1.41421, -1.87258e-06, 4.33827e-09, 4.20237e-09, 4.20262e-09, 1.38535e-08, 4.47463e-09, 4.43942e-09, 5.24133e-09, 1.18135e-08, 4.25526e-09, 1.89767e-08, 4.22611e-09, 4.25593e-09, 4.20237e-09, 5.97965e-09, 4.20239e-09, 1.83681e-06, 4.20237e-09, 4.20237e-09, 4.35115e-09
0.528649, 0, 2.54652e-06, 9.74052e-09, 1.41421, -2.54652e-06, 1.00562e-08, 9.74052e-09, 9.74111e-09, 3.21582e-08, 1.03729e-08, 1.02911e-08, 1.21148e-08, 2.74196e-08, 9.86337e-09, 4.40583e-08, 9.79567e-09, 9.86494e-09, 9.74052e-09, 1.24889e-08, 9.74057e-09, 2.46483e-06, 9.74052e-09, 9.74052e-09, 1.00861e-08
0.536535, 0, 3.47406e-06, 2.18514e-08, 1.41421, -3.47406e-06, 2.25606e-08, 2.18514e-08, 2.18527e-08, 7.22172e-08, 2.32722e-08, 2.30884e-08, 2.74908e-08, 6.15709e-08, 2.21274e-08, 9.89532e-08, 2.19753e-08, 2.21309e-08, 2.18514e-08, 2.60751e-08, 2.18515e-08, 3.29218e-06, 2.18514e-08, 2.18514e-08, 2.26278e-08
0.544421, 0, 4.77659e-06, 4.77167e-08, 1.41421, -4.77659e-06, 4.92672e-08, 4.77167e-08, 4.77195e-08, 1.5783e-07, 5.08229e-08, 5.04212e-08, 6.07477e-08, 1.34554e-07, 4.83201e-08, 2.16282e-07, 4.79875e-08, 4.83278e-08, 4.77167e-08, 5.41545e-08, 4.77169e-08, 4.38106e-06, 4.77167e-08, 4.77167e-08, 4.94142e-08
0.552307, 0, 6.66488e-06, 1.01673e-07, 1.41421, -6.66488e-06, 1.0498e-07, 1.01673e-07, 1.01679e-07, 3.36541e-07, 1.08298e-07, 1.07442e-07, 1.38011e-07, 2.86895e-07, 1.0296e-07, 4.61217e-07, 1.02251e-07, 1.02976e-07, 1.01673e-07, 1.11409e-07, 1.01673e-07, 5.81668e-06, 1.01673e-07, 1.01673e-07, 1.05294e-07
0.560193, 0, 9.49276e-06, 2.11615e-07, 1.41421, -9.49276e-06, 2.18505e-07, 2.11615e-07, 2.11628e-07, 7.00933e-07, 2.25419e-07, 2.23634e-07, 2.98949e-07, 5.97502e-07, 2.14297e-07, 9.6068e-07, 2.12819e-07, 2.14331e-07, 2.11615e-07, 2.26222e-07, 2.11616e-07, 7.71968e-06, 2.11615e-07, 2.11615e-07, 2.19159e-07
0.56808, 0, 1.38885e-05, 4.30465e-07, 1.41421, -1.38885e-05, 4.44494e-07, 4.30465e-07, 4.30491e-07, 1.4268e-06, 4.58571e-07, 4.54936e-07, 6.27253e-07, 1.21619e-06, 4.35925e-07, 1.95569e-06, 4.32916e-07, 4.35995e-07, 4.30465e-07, 4.522e-07, 4.30467e-07, 1.02672e-05, 4.30465e-07, 4.30465e-07, 4.45825e-07
0.575966, 0, 2.09607e-05, 8.56078e-07, 1.41421, -2.09607e-05, 8.84006e-07, 8.56078e-07, 8.5613e-07, 2.83948e-06, 9.12029e-07, 9.04793e-07, 1.28275e-06, 2.42023e-06, 8.66947e-07, 3.89235e-06, 8.60957e-07, 8.67085e-07, 8.56078e-07, 8.88159e-07, 8.56082e-07, 1.37282e-05, 8.56078e-07, 8.56078e-07, 8.86654e-07
0.583852, 0, 3.26551e-05, 1.66483e-06, 1.41421, -3.26551e-05, 1.7192e-06, 1.66483e-06, 1.66493e-06, 5.52598e-06, 1.77375e-06, 1.75966e-06, 2.56403e-06, 4.70981e-06, 1.68599e-06, 7.57561e-06, 1.67433e-06, 1.68626e-06, 1.66483e-06, 1.7118e-06, 1.66484e-06, 1.85221e-05, 1.66483e-06, 1.66483e-06, 1.72435e-06
0.591738, 0, 5.2345e-05, 3.1665e-06, 1.41421, -5.2345e-05, 3.27002e-06, 3.1665e-06, 3.16669e-06, 1.05183e-05, 3.37389e-06, 3.34707e-06, 5.0202e-06, 8.96431e-06, 3.20678e-06, 1.44209e-05, 3.18458e-06, 3.2073e-06, 3.1665e-06, 3.23473e-06, 3.16651e-06, 2.53147e-05, 3.1665e-06, 3.1665e-06, 3.27983e-06
0.599624, 0, 8.57919e-05, 5.89125e-06, 1.41421, -8.57919e-05, 6.08407e-06, 5.89125e-06, 5.8916e-06, 1.95849e-05, 6.27754e-06, 6.22758e-06, 9.64774e-06, 1.66903e-05, 5.96629e-06, 2.68539e-05, 5.92493e-06, 5.96724e-06, 5.89125e-06, 5.98964e-06, 5.89128e-06, 3.517e-05, 5.89125e-06, 5.89125e-06, 6.10235e-06
0.607511, 0, 0.000142634, 1.07232e-05, 1.41421, -0.000142634, 1.10746e-05, 1.07232e-05, 1.07238e-05, 3.56781e-05, 1.14271e-05, 1.13361e-05, 1.8205e-05, 3.04031e-05, 1.08599e-05, 4.8925e-05, 1.07845e-05, 1.08617e-05, 1.07232e-05, 1.0864e-05, 1.07232e-05, 4.97846e-05, 1.07232e-05, 1.07232e-05, 1.11079e-05
0.615397, 0, 0.00023867, 1.90979e-05, 1.41421, -0.00023867, 1.97246e-05, 1.90979e-05, 1.90991e-05, 6.35991e-05, 2.03533e-05, 2.0191e-05, 3.37403e-05, 5.41925e-05, 1.93418e-05, 8.72219e-05, 1.92074e-05, 1.93449e-05, 1.90979e-05, 1.92983e-05, 1.9098e-05, 7.18452e-05, 1.90979e-05, 1.90979e-05, 1.9784e-05
0.623283, 0, 0.000399216, 3.32864e-05, 1.41421, -0.000399216, 3.438e-05, 3.32864e-05, 3.32884e-05, 0.000110953, 3.54774e-05, 3.5194e-05, 6.14373e-05, 9.45362e-05, 3.3712e-05, 0.000152182, 3.34775e-05, 3.37175e-05, 3.32864e-05, 3.35699e-05, 3.32866e-05, 0.00010553, 3.32864e-05, 3.32864e-05, 3.44837e-05
0.631169, 0, 0.000663937, 5.67845e-05, 1.41421, -0.000663937, 5.86528e-05, 5.67845e-05, 5.67879e-05, 0.000189469, 6.05275e-05, 6.00434e-05, 0.000109939, 0.000161422, 5.75116e-05, 0.000259902, 5.71109e-05, 5.75208e-05, 5.67845e-05, 5.71833e-05, 5.67848e-05, 0.000157236, 5.67845e-05, 5.67845e-05, 5.88299e-05
0.639055, 0, 0.00109355, 9.48289e-05, 1.41421, -0.00109355, 9.79536e-05, 9.48289e-05, 9.48346e-05, 0.000316744, 0.000101089, 0.000100279, 0.000193375, 0.000269836, 9.60449e-05, 0.000434545, 9.53748e-05, 9.60605e-05, 9.48289e-05, 9.53877e-05, 9.48293e-05, 0.000236548, 9.48289e-05, 9.48289e-05, 9.82499e-05
0.646942, 0, 0.00177883, 0.000155051, 1.41421, -0.00177883, 0.000160168, 0.000155051, 0.00015506, 0.00051848, 0.000165303, 0.000163977, 0.000334392, 0.000441659, 0.000157042, 0.000711402, 0.000155945, 0.000157068, 0.000155051, 0.000155831, 0.000155051, 0.00035751, 0.000155051, 0.000155051, 0.000160653
0.654828, 0, 0.00285234, 0.000248258, 1.41421, -0.00285234, 0.000256465, 0.000248258, 0.000248273, 0.00083116, 0.000264701, 0.000262574, 0.000568561, 0.000707946, 0.000251452, 0.00114059, 0.000249691, 0.000251493, 0.000248258, 0.000249343, 0.000248259, 0.000540197, 0.000248258, 0.000248258, 0.000257244
