   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_127.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.2421, 2, 1.12635, 1.01238, 2, 0.873653, 0, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.01238, 1.12635, 1.01238
14.25, 8, 1.11268, 1.0093, 3.16228, 6.88732, 0, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.0093, 1.11267, 1.0093
14.2579, 2, 1.09933, 1.00612, 2, 0.900669, 0, 1.00612, 1.00612, 1.00612, 1.00612, 1.00612, 1.00612, 1.00612, 1.00612, 1.00612, 1.00612, 1.00612, 1.00612, 1.00613, 1.00612, 1.00612, 1.09933, 1.00612
14.2658, 0, 1.08643, 1.0029, 1.41421, -1.08643, 0, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.0029, 1.08643, 1.0029
14.2737, 2, 1.07407, 0.999658, 2, 0.92593, 0, 0.999658, 0.999658, 0.999658, 0.999658, 0.999658, 0.999658, 0.999658, 0.999658, 0.999658, 0.999658, 0.999658, 0.999658, 0.999659, 0.999658, 0.999658, 1.07407, 0.999658
14.2816, 0, 1.06213, 0.996239, 1.41421, -1.06213, 0, 0.996239, 0.996239, 0.996239, 0.996239, 0.996239, 0.996239, 0.996239, 0.996239, 0.996239, 0.996239, 0.996239, 0.996239, 0.99624, 0.996239, 0.996239, 1.06213, 0.996239
14.2895, 4, 1.05057, 0.992577, 2.44949, 2.94943, 0, 0.992577, 0.992577, 0.992577, 0.992577, 0.992577, 0.992577, 0.992577, 0.992577, 0.992577, 0.992577, 0.992577, 0.992577, 0.992578, 0.992577, 0.992577, 1.05057, 0.992577
14.2974, 2, 1.03926, 0.988515, 2, 0.960744, 0, 0.988515, 0.988515, 0.988515, 0.988515, 0.988515, 0.988515, 0.988515, 0.988515, 0.988515, 0.988515, 0.988515, 0.988515, 0.988516, 0.988515, 0.988515, 1.03926, 0.988515
14.3053, 4, 1.02825, 0.984119, 2.44949, 2.97175, 0, 0.984119, 0.984119, 0.984119, 0.984119, 0.984119, 0.984119, 0.984119, 0.984119, 0.984119, 0.984119, 0.984119, 0.984119, 0.98412, 0.984119, 0.984119, 1.02825, 0.984119
14.3132, 0, 1.01745, 0.979302, 1.41421, -1.01745, 0, 0.979302, 0.979302, 0.979302, 0.979302, 0.979302, 0.979302, 0.979302, 0.979302, 0.979302, 0.979302, 0.979302, 0.979302, 0.979303, 0.979302, 0.979302, 1.01745, 0.979302
14.3211, 0, 1.00694, 0.974153, 1.41421, -1.00694, 0, 0.974153, 0.974153, 0.974153, 0.974153, 0.974153, 0.974153, 0.974153, 0.974153, 0.974153, 0.974153, 0.974153, 0.974153, 0.974154, 0.974153, 0.974153, 1.00694, 0.974153
14.329, 0, 0.996788, 0.968781, 1.41421, -0.996788, 0, 0.968781, 0.968781, 0.968781, 0.968781, 0.968781, 0.968781, 0.968781, 0.968781, 0.968781, 0.968781, 0.968781, 0.968781, 0.968782, 0.968781, 0.968781, 0.996787, 0.968781
14.3369, 4, 0.987058, 0.963275, 2.44949, 3.01294, 0, 0.963275, 0.963275, 0.963275, 0.963275, 0.963275, 0.963275, 0.963275, 0.963275, 0.963275, 0.963275, 0.963275, 0.963275, 0.963276, 0.963275, 0.963275, 0.987057, 0.963275
14.3448, 4, 0.977786, 0.957709, 2.44949, 3.02221, 0, 0.957709, 0.957709, 0.957709, 0.957709, 0.957709, 0.957709, 0.957709, 0.957709, 0.957709, 0.957709, 0.957709, 0.957709, 0.957711, 0.957709, 0.957709, 0.977785, 0.957709
14.3527, 2, 0.969008, 0.95216, 2, 1.03099, 0, 0.95216, 0.95216, 0.95216, 0.95216, 0.95216, 0.95216, 0.95216, 0.95216, 0.95216, 0.95216, 0.95216, 0.95216, 0.952161, 0.95216, 0.95216, 0.969007, 0.95216
14.3606, 0, 0.96111, 0.947055, 1.41421, -0.96111, 0, 0.947055, 0.947055, 0.947055, 0.947055, 0.947055, 0.947055, 0.947055, 0.947055, 0.947055, 0.947055, 0.947055, 0.947055, 0.947056, 0.947055, 0.947055, 0.961108, 0.947055
14.3685, 4, 0.952807, 0.941152, 2.44949, 3.04719, 0, 0.941152, 0.941152, 0.941152, 0.941152, 0.941152, 0.941152, 0.941152, 0.941152, 0.941152, 0.941152, 0.941152, 0.941152, 0.941153, 0.941152, 0.941152, 0.952806, 0.941152
14.3764, 0, 0.944168, 0.93456, 1.41421, -0.944168, 0, 0.93456, 0.93456, 0.93456, 0.93456, 0.93456, 0.93456, 0.93456, 0.93456, 0.93456, 0.93456, 0.93456, 0.93456, 0.934561, 0.93456, 0.93456, 0.944167, 0.93456
14.3843, 0, 0.935513, 0.927638, 1.41421, -0.935513, 0, 0.927638, 0.927638, 0.927638, 0.927638, 0.927638, 0.927638, 0.927638, 0.927638, 0.927638, 0.927638, 0.927638, 0.927638, 0.92764, 0.927638, 0.927638, 0.935512, 0.927638
14.3922, 4, 0.927158, 0.920743, 2.44949, 3.07284, 0, 0.920743, 0.920743, 0.920743, 0.920743, 0.920743, 0.920743, 0.920743, 0.920743, 0.920743, 0.920743, 0.920743, 0.920743, 0.920744, 0.920743, 0.920743, 0.927157, 0.920743
14.4001, 4, 0.921234, 0.916038, 2.44949, 3.07877, 0, 0.916038, 0.916038, 0.916038, 0.916038, 0.916038, 0.916038, 0.916038, 0.916038, 0.916038, 0.916038, 0.916038, 0.916038, 0.916039, 0.916038, 0.916038, 0.921233, 0.916038
14.408, 0, 0.914548, 0.910363, 1.41421, -0.914548, 0, 0.910363, 0.910363, 0.910363, 0.910363, 0.910363, 0.910363, 0.910363, 0.910363, 0.910363, 0.910363, 0.910363, 0.910363, 0.910365, 0.910363, 0.910363, 0.914546, 0.910363
14.4159, 0, 0.907151, 0.903802, 1.41421, -0.907151, 0, 0.903802, 0.903802, 0.903802, 0.903802, 0.903802, 0.903802, 0.903802, 0.903802, 0.903802, 0.903802, 0.903802, 0.903802, 0.903803, 0.903802, 0.903802, 0.90715, 0.903802
14.4238, 2, 0.899479, 0.896814, 2, 1.10052, 0, 0.896814, 0.896814, 0.896814, 0.896814, 0.896814, 0.896814, 0.896814, 0.896814, 0.896814, 0.896814, 0.896814, 0.896814, 0.896815, 0.896814, 0.896814, 0.899478, 0.896814
14.4317, 0, 0.891961, 0.889852, 1.41421, -0.891961, 0, 0.889852, 0.889852, 0.889852, 0.889852, 0.889852, 0.889852, 0.889852, 0.889852, 0.889852, 0.889852, 0.889852, 0.889852, 0.889854, 0.889852, 0.889852, 0.89196, 0.889852
14.4396, 2, 0.886607, 0.884948, 2, 1.11339, 0, 0.884948, 0.884948, 0.884948, 0.884948, 0.884948, 0.884948, 0.884948, 0.884948, 0.884948, 0.884948, 0.884948, 0.884948, 0.88495, 0.884948, 0.884948, 0.886606, 0.884948
14.4475, 4, 0.880491, 0.879193, 2.44949, 3.11951, 0, 0.879193, 0.879193, 0.879193, 0.879193, 0.879193, 0.879193, 0.879193, 0.879193, 0.879193, 0.879193, 0.879193, 0.879193, 0.879195, 0.879193, 0.879193, 0.880489, 0.879193
14.4554, 0, 0.873667, 0.872659, 1.41421, -0.873667, 0, 0.872659, 0.872659, 0.872659, 0.872659, 0.872659, 0.872659, 0.872659, 0.872659, 0.872659, 0.872659, 0.872659, 0.872659, 0.87266, 0.872659, 0.872659, 0.873666, 0.872659
14.4633, 2, 0.866531, 0.865751, 2, 1.13347, 0, 0.865751, 0.865751, 0.865751, 0.865751, 0.865751, 0.865751, 0.865751, 0.865751, 0.865751, 0.865751, 0.865751, 0.865751, 0.865752, 0.865751, 0.865751, 0.866529, 0.865751
14.4712, 2, 0.85947, 0.85887, 2, 1.14053, 0, 0.85887, 0.85887, 0.85887, 0.85887, 0.85887, 0.85887, 0.85887, 0.85887, 0.85887, 0.85887, 0.85887, 0.85887, 0.858872, 0.85887, 0.85887, 0.859469, 0.85887
14.4791, 2, 0.854347, 0.853889, 2, 1.14565, 0, 0.853889, 0.853889, 0.853889, 0.853889, 0.853889, 0.853889, 0.853889, 0.853889, 0.853889, 0.853889, 0.853889, 0.853889, 0.85389, 0.853889, 0.853889, 0.854346, 0.853889
14.487, 0, 0.848529, 0.848181, 1.41421, -0.848529, 0, 0.848181, 0.848181, 0.848181, 0.848181, 0.848181, 0.848181, 0.848181, 0.848181, 0.848181, 0.848181, 0.848181, 0.848181, 0.848182, 0.848181, 0.848181, 0.848528, 0.848181
14.4949, 4, 0.842066, 0.841803, 2.44949, 3.15793, 0, 0.841803, 0.841803, 0.841803, 0.841803, 0.841803, 0.841803, 0.841803, 0.841803, 0.841803, 0.841803, 0.841803, 0.841803, 0.841804, 0.841803, 0.841803, 0.842065, 0.841803
14.5028, 0, 0.835305, 0.835107, 1.41421, -0.835305, 0, 0.835107, 0.835107, 0.835107, 0.835107, 0.835107, 0.835107, 0.835107, 0.835107, 0.835107, 0.835107, 0.835107, 0.835107, 0.835108, 0.835107, 0.835107, 0.835303, 0.835107
14.5107, 2, 0.828585, 0.828437, 2, 1.17141, 0, 0.828437, 0.828437, 0.828437, 0.828437, 0.828437, 0.828437, 0.828437, 0.828437, 0.828437, 0.828437, 0.828437, 0.828437, 0.828438, 0.828437, 0.828437, 0.828584, 0.828437
14.5186, 4, 0.823354, 0.823244, 2.44949, 3.17665, 0, 0.823244, 0.823244, 0.823244, 0.823244, 0.823244, 0.823244, 0.823244, 0.823244, 0.823244, 0.823244, 0.823244, 0.823244, 0.823245, 0.823244, 0.823244, 0.823353, 0.823244
14.5265, 2, 0.817548, 0.817466, 2, 1.18245, 0, 0.817466, 0.817466, 0.817466, 0.817466, 0.817466, 0.817466, 0.817466, 0.817466, 0.817466, 0.817466, 0.817466, 0.817466, 0.817467, 0.817466, 0.817466, 0.817546, 0.817466
14.5344, 2, 0.81121, 0.811149, 2, 1.18879, 0, 0.811149, 0.811149, 0.811149, 0.811149, 0.811149, 0.811149, 0.811149, 0.811149, 0.811149, 0.811149, 0.811149, 0.811149, 0.811151, 0.811149, 0.811149, 0.811208, 0.811149
14.5423, 0, 0.804624, 0.804579, 1.41421, -0.804624, 0, 0.804579, 0.804579, 0.804579, 0.804579, 0.804579, 0.804579, 0.804579, 0.804579, 0.804579, 0.804579, 0.804579, 0.804579, 0.804581, 0.804579, 0.804579, 0.804622, 0.804579
14.5502, 4, 0.798068, 0.798036, 2.44949, 3.20193, 0, 0.798036, 0.798036, 0.798036, 0.798036, 0.798036, 0.798036, 0.798036, 0.798036, 0.798036, 0.798036, 0.798036, 0.798036, 0.798037, 0.798036, 0.798036, 0.798067, 0.798036
14.5581, 0, 0.792786, 0.792762, 1.41421, -0.792786, 0, 0.792762, 0.792762, 0.792762, 0.792762, 0.792762, 0.792762, 0.792762, 0.792762, 0.792762, 0.792762, 0.792762, 0.792762, 0.792763, 0.792762, 0.792762, 0.792785, 0.792762
14.566, 2, 0.787048, 0.787031, 2, 1.21295, 0, 0.787031, 0.787031, 0.787031, 0.787031, 0.787031, 0.787031, 0.787031, 0.787031, 0.787031, 0.787031, 0.787031, 0.787031, 0.787032, 0.787031, 0.787031, 0.787047, 0.787031
14.5739, 2, 0.78089, 0.780877, 2, 1.21911, 0, 0.780877, 0.780877, 0.780877, 0.780877, 0.780877, 0.780877, 0.780877, 0.780877, 0.780877, 0.780877, 0.780877, 0.780877, 0.780879, 0.780877, 0.780877, 0.780889, 0.780877
14.5818, 0, 0.774537, 0.774527, 1.41421, -0.774537, 0, 0.774527, 0.774527, 0.774527, 0.774527, 0.774527, 0.774527, 0.774527, 0.774527, 0.774527, 0.774527, 0.774527, 0.774527, 0.774529, 0.774527, 0.774527, 0.774536, 0.774527
14.5897, 0, 0.76821, 0.768203, 1.41421, -0.76821, 0, 0.768203, 0.768203, 0.768203, 0.768203, 0.768203, 0.768203, 0.768203, 0.768203, 0.768203, 0.768203, 0.768203, 0.768203, 0.768205, 0.768203, 0.768203, 0.768209, 0.768203
14.5976, 0, 0.762765, 0.762759, 1.41421, -0.762765, 0, 0.762759, 0.762759, 0.762759, 0.762759, 0.762759, 0.762759, 0.762759, 0.762759, 0.762759, 0.762759, 0.762759, 0.762759, 0.762761, 0.762759, 0.762759, 0.762763, 0.762759
14.6055, 2, 0.756995, 0.756991, 2, 1.243, 0, 0.756991, 0.756991, 0.756991, 0.756991, 0.756991, 0.756991, 0.756991, 0.756991, 0.756991, 0.756991, 0.756991, 0.756991, 0.756993, 0.756991, 0.756991, 0.756994, 0.756991
14.6134, 0, 0.750928, 0.750925, 1.41421, -0.750928, 0, 0.750925, 0.750925, 0.750925, 0.750925, 0.750925, 0.750925, 0.750925, 0.750925, 0.750925, 0.750925, 0.750925, 0.750925, 0.750926, 0.750925, 0.750925, 0.750926, 0.750925
14.6213, 4, 0.744725, 0.744723, 2.44949, 3.25527, 0, 0.744723, 0.744723, 0.744723, 0.744723, 0.744723, 0.744723, 0.744723, 0.744723, 0.744723, 0.744723, 0.744723, 0.744723, 0.744724, 0.744723, 0.744723, 0.744724, 0.744723
14.6292, 0, 0.738549, 0.738547, 1.41421, -0.738549, 0, 0.738547, 0.738547, 0.738547, 0.738547, 0.738547, 0.738547, 0.738547, 0.738547, 0.738547, 0.738547, 0.738547, 0.738547, 0.738548, 0.738547, 0.738547, 0.738548, 0.738547
14.6371, 0, 0.733032, 0.73303, 1.41421, -0.733032, 0, 0.73303, 0.73303, 0.73303, 0.73303, 0.73303, 0.73303, 0.73303, 0.73303, 0.73303, 0.73303, 0.73303, 0.73303, 0.733031, 0.73303, 0.73303, 0.733031, 0.73303
14.645, 0, 0.727315, 0.727313, 1.41421, -0.727315, 0, 0.727313, 0.727313, 0.727313, 0.727313, 0.727313, 0.727313, 0.727313, 0.727313, 0.727313, 0.727313, 0.727313, 0.727313, 0.727315, 0.727313, 0.727313, 0.727314, 0.727313
14.6529, 2, 0.721413, 0.721412, 2, 1.27859, 0, 0.721412, 0.721412, 0.721412, 0.721412, 0.721412, 0.721412, 0.721412, 0.721412, 0.721412, 0.721412, 0.721412, 0.721412, 0.721413, 0.721412, 0.721412, 0.721412, 0.721412
14.6608, 4, 0.715432, 0.71543, 2.44949, 3.28457, 0, 0.71543, 0.71543, 0.71543, 0.71543, 0.71543, 0.71543, 0.71543, 0.71543, 0.71543, 0.71543, 0.71543, 0.71543, 0.715432, 0.71543, 0.71543, 0.71543, 0.71543
14.6687, 2, 0.709456, 0.709454, 2, 1.29054, 0, 0.709454, 0.709454, 0.709454, 0.709454, 0.709454, 0.709454, 0.709454, 0.709454, 0.709454, 0.709454, 0.709454, 0.709454, 0.709456, 0.709454, 0.709454, 0.709454, 0.709454
14.6766, 4, 0.703462, 0.703461, 2.44949, 3.29654, 0, 0.703461, 0.703461, 0.703461, 0.703461, 0.703461, 0.703461, 0.703461, 0.703461, 0.703461, 0.703461, 0.703461, 0.703461, 0.703462, 0.703461, 0.703461, 0.703461, 0.703461
14.6845, 4, 0.697473, 0.697471, 2.44949, 3.30253, 0, 0.697471, 0.697471, 0.697471, 0.697471, 0.697471, 0.697471, 0.697471, 0.697471, 0.697471, 0.697471, 0.697471, 0.697471, 0.697472, 0.697471, 0.697471, 0.697471, 0.697471
14.6924, 2, 0.691399, 0.691397, 2, 1.3086, 0, 0.691397, 0.691397, 0.691397, 0.691397, 0.691397, 0.691397, 0.691397, 0.691397, 0.691397, 0.691397, 0.691397, 0.691397, 0.691399, 0.691397, 0.691397, 0.691397, 0.691397
14.7003, 0, 0.685248, 0.685246, 1.41421, -0.685248, 0, 0.685246, 0.685246, 0.685246, 0.685246, 0.685246, 0.685246, 0.685246, 0.685246, 0.685246, 0.685246, 0.685246, 0.685246, 0.685248, 0.685246, 0.685246, 0.685246, 0.685246
14.7083, 0, 0.679024, 0.679022, 1.41421, -0.679024, 0, 0.679022, 0.679022, 0.679022, 0.679022, 0.679022, 0.679022, 0.679022, 0.679022, 0.679022, 0.679022, 0.679022, 0.679022, 0.679024, 0.679022, 0.679022, 0.679022, 0.679022
14.7162, 0, 0.67272, 0.672719, 1.41421, -0.67272, 0, 0.672719, 0.672719, 0.672719, 0.672719, 0.672719, 0.672719, 0.672719, 0.672719, 0.672719, 0.672719, 0.672719, 0.672719, 0.67272, 0.672719, 0.672719, 0.672719, 0.672719
14.7241, 0, 0.666363, 0.666362, 1.41421, -0.666363, 0, 0.666362, 0.666362, 0.666362, 0.666362, 0.666362, 0.666362, 0.666362, 0.666362, 0.666362, 0.666362, 0.666362, 0.666362, 0.666363, 0.666362, 0.666362, 0.666362, 0.666362
14.732, 0, 0.659923, 0.659922, 1.41421, -0.659923, 0, 0.659922, 0.659922, 0.659922, 0.659922, 0.659922, 0.659922, 0.659922, 0.659922, 0.659922, 0.659922, 0.659922, 0.659922, 0.659923, 0.659922, 0.659922, 0.659922, 0.659922
14.7399, 2, 0.653422, 0.653421, 2, 1.34658, 0, 0.653421, 0.653421, 0.653421, 0.653421, 0.653421, 0.653421, 0.653421, 0.653421, 0.653421, 0.653421, 0.653421, 0.653421, 0.653422, 0.653421, 0.653421, 0.653421, 0.653421
14.7478, 4, 0.646907, 0.646906, 2.44949, 3.35309, 0, 0.646906, 0.646906, 0.646906, 0.646906, 0.646906, 0.646906, 0.646906, 0.646906, 0.646906, 0.646906, 0.646906, 0.646906, 0.646907, 0.646906, 0.646906, 0.646906, 0.646906
14.7557, 2, 0.640426, 0.640424, 2, 1.35957, 0, 0.640424, 0.640424, 0.640424, 0.640424, 0.640424, 0.640424, 0.640424, 0.640424, 0.640424, 0.640424, 0.640424, 0.640424, 0.640426, 0.640424, 0.640424, 0.640424, 0.640424
14.7636, 2, 0.634074, 0.634072, 2, 1.36593, 0, 0.634072, 0.634072, 0.634072, 0.634072, 0.634072, 0.634072, 0.634072, 0.634072, 0.634072, 0.634072, 0.634072, 0.634072, 0.634074, 0.634072, 0.634072, 0.634072, 0.634072
14.7715, 0, 0.627605, 0.627604, 1.41421, -0.627605, 0, 0.627604, 0.627604, 0.627604, 0.627604, 0.627604, 0.627604, 0.627604, 0.627604, 0.627604, 0.627604, 0.627604, 0.627604, 0.627605, 0.627604, 0.627604, 0.627604, 0.627604
14.7794, 0, 0.62105, 0.621048, 1.41421, -0.62105, 0, 0.621048, 0.621048, 0.621048, 0.621048, 0.621048, 0.621048, 0.621048, 0.621048, 0.621048, 0.621048, 0.621048, 0.621048, 0.62105, 0.621048, 0.621048, 0.621048, 0.621048
14.7873, 0, 0.614469, 0.614467, 1.41421, -0.614469, 0, 0.614467, 0.614467, 0.614467, 0.614467, 0.614467, 0.614467, 0.614467, 0.614467, 0.614467, 0.614467, 0.614467, 0.614467, 0.614469, 0.614467, 0.614467, 0.614467, 0.614467
14.7952, 0, 0.607922, 0.607921, 1.41421, -0.607922, 0, 0.607921, 0.607921, 0.607921, 0.607921, 0.607921, 0.607921, 0.607921, 0.607921, 0.607921, 0.607921, 0.607921, 0.607921, 0.607922, 0.607921, 0.607921, 0.607921, 0.607921
14.8031, 2, 0.601887, 0.601885, 2, 1.39811, 0, 0.601885, 0.601885, 0.601885, 0.601885, 0.601885, 0.601885, 0.601885, 0.601885, 0.601885, 0.601885, 0.601885, 0.601885, 0.601887, 0.601885, 0.601885, 0.601885, 0.601885
14.811, 2, 0.595637, 0.595636, 2, 1.40436, 0, 0.595636, 0.595636, 0.595636, 0.595636, 0.595636, 0.595636, 0.595636, 0.595636, 0.595636, 0.595636, 0.595636, 0.595636, 0.595637, 0.595636, 0.595636, 0.595636, 0.595636
14.8189, 2, 0.589214, 0.589212, 2, 1.41079, 0, 0.589212, 0.589212, 0.589212, 0.589212, 0.589212, 0.589212, 0.589212, 0.589212, 0.589212, 0.589212, 0.589212, 0.589212, 0.589214, 0.589212, 0.589212, 0.589212, 0.589212
14.8268, 2, 0.582722, 0.582721, 2, 1.41728, 0, 0.582721, 0.582721, 0.582721, 0.582721, 0.582721, 0.582721, 0.582721, 0.582721, 0.582721, 0.582721, 0.582721, 0.582721, 0.582722, 0.582721, 0.582721, 0.582721, 0.582721
14.8347, 0, 0.576266, 0.576265, 1.41421, -0.576266, 0, 0.576265, 0.576265, 0.576265, 0.576265, 0.576265, 0.576265, 0.576265, 0.576265, 0.576265, 0.576265, 0.576265, 0.576265, 0.576266, 0.576265, 0.576265, 0.576265, 0.576265
14.8426, 0, 0.570571, 0.570569, 1.41421, -0.570571, 0, 0.570569, 0.570569, 0.570569, 0.570569, 0.570569, 0.570569, 0.570569, 0.570569, 0.570569, 0.570569, 0.570569, 0.570569, 0.570571, 0.570569, 0.570569, 0.570569, 0.570569
14.8505, 0, 0.564554, 0.564553, 1.41421, -0.564554, 0, 0.564553, 0.564553, 0.564553, 0.564553, 0.564553, 0.564553, 0.564553, 0.564553, 0.564553, 0.564553, 0.564553, 0.564553, 0.564554, 0.564553, 0.564553, 0.564553, 0.564553
14.8584, 2, 0.558256, 0.558255, 2, 1.44174, 0, 0.558255, 0.558255, 0.558255, 0.558255, 0.558255, 0.558255, 0.558255, 0.558255, 0.558255, 0.558255, 0.558255, 0.558255, 0.558256, 0.558255, 0.558255, 0.558255, 0.558255
14.8663, 2, 0.551837, 0.551836, 2, 1.44816, 0, 0.551836, 0.551836, 0.551836, 0.551836, 0.551836, 0.551836, 0.551836, 0.551836, 0.551836, 0.551836, 0.551836, 0.551836, 0.551837, 0.551836, 0.551836, 0.551836, 0.551836
14.8742, 0, 0.545456, 0.545455, 1.41421, -0.545456, 0, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545456, 0.545455, 0.545455, 0.545455, 0.545455
14.8821, 0, 0.545181, 0.545179, 1.41421, -0.545181, 0, 0.545179, 0.545179, 0.545179, 0.545179, 0.545179, 0.545179, 0.545179, 0.545179, 0.545179, 0.545179, 0.545179, 0.545179, 0.545181, 0.545179, 0.545179, 0.545179, 0.545179
14.89, 0, 0.544882, 0.544881, 1.41421, -0.544882, 0, 0.544881, 0.544881, 0.544881, 0.544881, 0.544881, 0.544881, 0.544881, 0.544881, 0.544881, 0.544881, 0.544881, 0.544881, 0.544882, 0.544881, 0.544881, 0.544881, 0.544881
14.8979, 0, 0.544584, 0.544582, 1.41421, -0.544584, 0, 0.544582, 0.544582, 0.544582, 0.544582, 0.544582, 0.544582, 0.544582, 0.544582, 0.544582, 0.544582, 0.544582, 0.544582, 0.544584, 0.544582, 0.544582, 0.544582, 0.544582
14.9058, 2, 0.544293, 0.544292, 2, 1.45571, 0, 0.544292, 0.544292, 0.544292, 0.544292, 0.544292, 0.544292, 0.544292, 0.544292, 0.544292, 0.544292, 0.544292, 0.544292, 0.544293, 0.544292, 0.544292, 0.544292, 0.544292
14.9137, 0, 0.543985, 0.543984, 1.41421, -0.543985, 0, 0.543984, 0.543984, 0.543984, 0.543984, 0.543984, 0.543984, 0.543984, 0.543984, 0.543984, 0.543984, 0.543984, 0.543984, 0.543985, 0.543984, 0.543984, 0.543984, 0.543984
14.9216, 0, 0.543659, 0.543657, 1.41421, -0.543659, 0, 0.543657, 0.543657, 0.543657, 0.543657, 0.543657, 0.543657, 0.543657, 0.543657, 0.543657, 0.543657, 0.543657, 0.543657, 0.543659, 0.543657, 0.543657, 0.543657, 0.543657
14.9295, 0, 0.543324, 0.543322, 1.41421, -0.543324, 0, 0.543322, 0.543322, 0.543322, 0.543322, 0.543322, 0.543322, 0.543322, 0.543322, 0.543322, 0.543322, 0.543322, 0.543322, 0.543324, 0.543322, 0.543322, 0.543322, 0.543322
14.9374, 2, 0.542988, 0.542987, 2, 1.45701, 0, 0.542987, 0.542987, 0.542987, 0.542987, 0.542987, 0.542987, 0.542987, 0.542987, 0.542987, 0.542987, 0.542987, 0.542987, 0.542988, 0.542987, 0.542987, 0.542987, 0.542987
14.9453, 0, 0.542655, 0.542653, 1.41421, -0.542655, 0, 0.542653, 0.542653, 0.542653, 0.542653, 0.542653, 0.542653, 0.542653, 0.542653, 0.542653, 0.542653, 0.542653, 0.542653, 0.542655, 0.542653, 0.542653, 0.542653, 0.542653
14.9532, 4, 0.542309, 0.542308, 2.44949, 3.45769, 0, 0.542308, 0.542308, 0.542308, 0.542308, 0.542308, 0.542308, 0.542308, 0.542308, 0.542308, 0.542308, 0.542308, 0.542308, 0.542309, 0.542308, 0.542308, 0.542308, 0.542308
14.9611, 2, 0.541957, 0.541955, 2, 1.45804, 0, 0.541955, 0.541955, 0.541955, 0.541955, 0.541955, 0.541955, 0.541955, 0.541955, 0.541955, 0.541955, 0.541955, 0.541955, 0.541957, 0.541955, 0.541955, 0.541955, 0.541955
14.969, 0, 0.5416, 0.541599, 1.41421, -0.5416, 0, 0.541599, 0.541599, 0.541599, 0.541599, 0.541599, 0.541599, 0.541599, 0.541599, 0.541599, 0.541599, 0.541599, 0.541599, 0.5416, 0.541599, 0.541599, 0.541599, 0.541599
14.9769, 0, 0.541221, 0.541219, 1.41421, -0.541221, 0, 0.541219, 0.541219, 0.541219, 0.541219, 0.541219, 0.541219, 0.541219, 0.541219, 0.541219, 0.541219, 0.541219, 0.541219, 0.541221, 0.541219, 0.541219, 0.541219, 0.541219
14.9848, 0, 0.540804, 0.540802, 1.41421, -0.540804, 0, 0.540802, 0.540802, 0.540802, 0.540802, 0.540802, 0.540802, 0.540802, 0.540802, 0.540802, 0.540802, 0.540802, 0.540802, 0.540804, 0.540802, 0.540802, 0.540802, 0.540802
14.9927, 2, 0.540368, 0.540366, 2, 1.45963, 0, 0.540366, 0.540366, 0.540366, 0.540366, 0.540366, 0.540366, 0.540366, 0.540366, 0.540366, 0.540366, 0.540366, 0.540366, 0.540368, 0.540366, 0.540366, 0.540366, 0.540366
15.0006, 0, 0.539932, 0.539931, 1.41421, -0.539932, 0, 0.539931, 0.539931, 0.539931, 0.539931, 0.539931, 0.539931, 0.539931, 0.539931, 0.539931, 0.539931, 0.539931, 0.539931, 0.539932, 0.539931, 0.539931, 0.539931, 0.539931
15.0085, 4, 0.53964, 0.539639, 2.44949, 3.46036, 0, 0.539639, 0.539639, 0.539639, 0.539639, 0.539639, 0.539639, 0.539639, 0.539639, 0.539639, 0.539639, 0.539639, 0.539639, 0.53964, 0.539639, 0.539639, 0.539639, 0.539639
15.0164, 2, 0.53928, 0.539279, 2, 1.46072, 0, 0.539279, 0.539279, 0.539279, 0.539279, 0.539279, 0.539279, 0.539279, 0.539279, 0.539279, 0.539279, 0.539279, 0.539279, 0.53928, 0.539279, 0.539279, 0.539279, 0.539279
15.0243, 2, 0.538844, 0.538843, 2, 1.46116, 0, 0.538843, 0.538843, 0.538843, 0.538843, 0.538843, 0.538843, 0.538843, 0.538843, 0.538843, 0.538843, 0.538843, 0.538843, 0.538844, 0.538843, 0.538843, 0.538843, 0.538843
15.0322, 0, 0.53837, 0.538369, 1.41421, -0.53837, 0, 0.538369, 0.538369, 0.538369, 0.538369, 0.538369, 0.538369, 0.538369, 0.538369, 0.538369, 0.538369, 0.538369, 0.538369, 0.53837, 0.538369, 0.538369, 0.538369, 0.538369
