   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_294.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0553911, 0, 8.98247e-22, 0, 1.41421, -8.98247e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5593e-25, 0, 8.97591e-22, 0, 0, 0
0.0632743, 0, 2.17439e-21, 0, 1.41421, -2.17439e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62057e-24, 0, 2.17276e-21, 0, 0, 0
0.0711575, 0, 5.17456e-21, 0, 1.41421, -5.17456e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93289e-24, 0, 5.17063e-21, 0, 0, 0
0.0790407, 0, 1.2117e-20, 0, 1.41421, -1.2117e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.38517e-24, 0, 1.21076e-20, 0, 0, 0
0.0869239, 0, 2.7941e-20, 0, 1.41421, -2.7941e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20423e-23, 0, 2.79189e-20, 0, 0, 0
0.0948071, 0, 6.34895e-20, 0, 1.41421, -6.34895e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.09908e-23, 0, 6.34385e-20, 0, 0, 0
0.10269, 0, 1.42244e-19, 0, 1.41421, -1.42244e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16265e-22, 0, 1.42128e-19, 0, 0, 0
0.110574, 0, 3.14388e-19, 0, 1.41421, -3.14388e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6145e-22, 0, 3.14126e-19, 0, 0, 0
0.118457, 0, 6.85801e-19, 0, 1.41421, -6.85801e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.80161e-22, 0, 6.85221e-19, 0, 0, 0
0.12634, 0, 1.47712e-18, 0, 1.41421, -1.47712e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27098e-21, 0, 1.47584e-18, 0, 0, 0
0.134223, 0, 3.14252e-18, 0, 1.41421, -3.14252e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75015e-21, 0, 3.13977e-18, 0, 0, 0
0.142106, 0, 6.60598e-18, 0, 1.41421, -6.60598e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.87995e-21, 0, 6.6001e-18, 0, 0, 0
0.14999, 0, 1.37255e-17, 0, 1.41421, -1.37255e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24266e-20, 0, 1.3713e-17, 0, 0, 0
0.157873, 0, 2.81951e-17, 0, 1.41421, -2.81951e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59682e-20, 0, 2.81692e-17, 0, 0, 0
0.165756, 0, 5.72783e-17, 0, 1.41421, -5.72783e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36762e-20, 0, 5.72246e-17, 0, 0, 0
0.173639, 0, 1.15102e-16, 0, 1.41421, -1.15102e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09775e-19, 0, 1.14992e-16, 0, 0, 0
0.181522, 0, 2.28847e-16, 0, 1.41421, -2.28847e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22189e-19, 0, 2.28625e-16, 0, 0, 0
0.189406, 0, 4.50266e-16, 0, 1.41421, -4.50266e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.452e-19, 0, 4.4982e-16, 0, 0, 0
0.197289, 0, 8.76867e-16, 0, 1.41421, -8.76867e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.83295e-19, 0, 8.75984e-16, 0, 0, 0
0.205172, 0, 1.6905e-15, 0, 1.41421, -1.6905e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73569e-18, 0, 1.68877e-15, 0, 0, 0
0.213055, 0, 3.22687e-15, 0, 1.41421, -3.22687e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37867e-18, 0, 3.22349e-15, 0, 0, 0
0.220939, 0, 6.09952e-15, 0, 1.41421, -6.09952e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.51649e-18, 0, 6.093e-15, 0, 0, 0
0.228822, 0, 1.14186e-14, 0, 1.41421, -1.14186e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24554e-17, 0, 1.14062e-14, 0, 0, 0
0.236705, 0, 2.11733e-14, 0, 1.41421, -2.11733e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35971e-17, 0, 2.11497e-14, 0, 0, 0
0.244588, 0, 3.88925e-14, 0, 1.41421, -3.88925e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43183e-17, 0, 3.88482e-14, 0, 0, 0
0.252471, 0, 7.07772e-14, 0, 1.41421, -7.07772e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.25292e-17, 0, 7.06947e-14, 0, 0, 0
0.260355, 0, 1.27617e-13, 0, 1.41421, -1.27617e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52404e-16, 0, 1.27464e-13, 0, 0, 0
0.268238, 0, 2.28004e-13, 0, 1.41421, -2.28004e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79138e-16, 0, 2.27725e-13, 0, 0, 0
0.276121, 0, 4.03679e-13, 0, 1.41421, -4.03679e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07191e-16, 0, 4.03172e-13, 0, 0, 0
0.284004, 0, 7.08301e-13, 0, 1.41421, -7.08301e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.14358e-16, 0, 7.07387e-13, 0, 0, 0
0.291887, 0, 1.23173e-12, 0, 1.41421, -1.23173e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63579e-15, 0, 1.2301e-12, 0, 0, 0
0.299771, 0, 2.12304e-12, 0, 1.41421, -2.12304e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90462e-15, 0, 2.12014e-12, 0, 0, 0
0.307654, 0, 3.62718e-12, 0, 1.41421, -3.62718e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12024e-15, 0, 3.62206e-12, 0, 0, 0
0.315537, 0, 6.14292e-12, 0, 1.41421, -6.14292e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.96261e-15, 0, 6.13396e-12, 0, 0, 0
0.32342, 0, 1.03133e-11, 0, 1.41421, -1.03133e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55822e-14, 0, 1.02977e-11, 0, 0, 0
0.331304, 0, 1.71656e-11, 1.91978e-43, 1.41421, -1.71656e-11, 0, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 2.69154e-14, 1.91978e-43, 1.71387e-11, 1.91978e-43, 1.91978e-43, 1.91978e-43
0.339187, 0, 2.83335e-11, 1.98242e-41, 1.41421, -2.83335e-11, 0, 1.98242e-41, 1.98242e-41, 1.98242e-41, 1.98242e-41, 1.98242e-41, 1.98242e-41, 1.98242e-41, 1.98242e-41, 1.98242e-41, 1.98242e-41, 1.98242e-41, 1.98242e-41, 4.62846e-14, 1.98242e-41, 2.82873e-11, 1.98242e-41, 1.98242e-41, 1.98242e-41
0.34707, 0, 4.63542e-11, 2.58761e-40, 1.41421, -4.63542e-11, 0, 2.58761e-40, 2.58761e-40, 2.58761e-40, 2.58761e-40, 2.58761e-40, 2.58761e-40, 2.58761e-40, 2.58761e-40, 2.58761e-40, 2.58761e-40, 2.58761e-40, 2.58761e-40, 7.89951e-14, 2.58761e-40, 4.62752e-11, 2.58761e-40, 2.58761e-40, 2.58761e-40
0.354953, 0, 7.51943e-11, 3.01814e-39, 1.41421, -7.51943e-11, 0, 3.01814e-39, 3.01814e-39, 3.01814e-39, 3.01814e-39, 3.01814e-39, 3.01814e-39, 3.01814e-39, 3.01814e-39, 3.01814e-39, 3.01814e-39, 3.01814e-39, 3.01814e-39, 1.34095e-13, 3.01814e-39, 7.50602e-11, 3.01814e-39, 3.01814e-39, 3.01814e-39
0.362836, 0, 1.20951e-10, 3.17703e-38, 1.41421, -1.20951e-10, 0, 3.17703e-38, 3.17703e-38, 3.17703e-38, 3.17703e-38, 3.17703e-38, 3.17703e-38, 3.17703e-38, 3.17703e-38, 3.17703e-38, 3.17703e-38, 3.17703e-38, 3.17703e-38, 2.26497e-13, 3.17703e-38, 1.20725e-10, 3.17703e-38, 3.17703e-38, 3.17703e-38
0.37072, 0, 1.92925e-10, 3.03356e-37, 1.41421, -1.92925e-10, 0, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.03356e-37, 3.80851e-13, 3.03356e-37, 1.92544e-10, 3.03356e-37, 3.03356e-37, 3.03356e-37
0.378603, 0, 3.05168e-10, 2.64596e-36, 1.41421, -3.05168e-10, 0, 2.64596e-36, 2.64596e-36, 2.64596e-36, 2.64596e-36, 2.64596e-36, 2.64596e-36, 2.64596e-36, 2.64596e-36, 2.64596e-36, 2.64596e-36, 2.64596e-36, 2.64596e-36, 6.37834e-13, 2.64596e-36, 3.04531e-10, 2.64596e-36, 2.64596e-36, 2.64596e-36
0.386486, 0, 4.78726e-10, 2.11667e-35, 1.41421, -4.78726e-10, 0, 2.11667e-35, 2.11667e-35, 2.11667e-35, 2.11667e-35, 2.11667e-35, 2.11667e-35, 2.11667e-35, 2.11667e-35, 2.11667e-35, 2.11667e-35, 2.11667e-35, 2.11667e-35, 1.06451e-12, 2.11667e-35, 4.77662e-10, 2.11667e-35, 2.11667e-35, 2.11667e-35
0.394369, 0, 7.44827e-10, 1.55983e-34, 1.41421, -7.44827e-10, 0, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.55983e-34, 1.77139e-12, 1.55983e-34, 7.43056e-10, 1.55983e-34, 1.55983e-34, 1.55983e-34
0.402252, 0, 1.1494e-09, 1.08049e-33, 1.41421, -1.1494e-09, 0, 1.08049e-33, 1.08049e-33, 1.08049e-33, 1.08049e-33, 1.08049e-33, 1.08049e-33, 1.08049e-33, 1.08049e-33, 1.08049e-33, 1.08049e-33, 1.08049e-33, 1.08049e-33, 2.9406e-12, 1.08049e-33, 1.14646e-09, 1.08049e-33, 1.08049e-33, 1.08049e-33
0.410136, 0, 1.75937e-09, 6.35943e-33, 1.41421, -1.75937e-09, 0, 6.35943e-33, 6.35943e-33, 6.35943e-33, 6.35943e-33, 6.35943e-33, 6.35943e-33, 6.35943e-33, 6.35943e-33, 6.35943e-33, 6.35943e-33, 6.35943e-33, 6.35943e-33, 4.87223e-12, 6.35943e-33, 1.75449e-09, 6.35943e-33, 6.35943e-33, 6.35943e-33
0.418019, 0, 2.67143e-09, 3.80454e-32, 1.41421, -2.67143e-09, 0, 3.80454e-32, 3.80454e-32, 3.80454e-32, 3.80454e-32, 3.80454e-32, 3.80454e-32, 3.80454e-32, 3.80454e-32, 3.80454e-32, 3.80454e-32, 3.80454e-32, 3.80454e-32, 8.061e-12, 3.80454e-32, 2.66337e-09, 3.80454e-32, 3.80454e-32, 3.80454e-32
0.425902, 0, 4.02403e-09, 2.03429e-31, 1.41421, -4.02403e-09, 0, 2.03429e-31, 2.03429e-31, 2.03429e-31, 2.03429e-31, 2.03429e-31, 2.03429e-31, 2.03429e-31, 2.03429e-31, 2.03429e-31, 2.03429e-31, 2.03429e-31, 2.03429e-31, 1.33222e-11, 2.03429e-31, 4.01071e-09, 2.03429e-31, 2.03429e-31, 2.03429e-31
0.433785, 0, 6.0137e-09, 1.06654e-30, 1.41421, -6.0137e-09, 0, 1.06654e-30, 1.06654e-30, 1.06654e-30, 1.06654e-30, 1.06654e-30, 1.06654e-30, 1.06654e-30, 1.06654e-30, 1.06654e-30, 1.06654e-30, 1.06654e-30, 1.06654e-30, 2.19989e-11, 1.06654e-30, 5.9917e-09, 1.06654e-30, 1.06654e-30, 1.06654e-30
0.441668, 0, 8.917e-09, 5.34413e-30, 1.41421, -8.917e-09, 0, 5.34413e-30, 5.34413e-30, 5.34413e-30, 5.34413e-30, 5.34413e-30, 5.34413e-30, 5.34413e-30, 5.34413e-30, 5.34413e-30, 5.34413e-30, 5.34413e-30, 5.34413e-30, 3.63015e-11, 5.34413e-30, 8.8807e-09, 5.34413e-30, 5.34413e-30, 5.34413e-30
0.449552, 0, 1.31198e-08, 2.53647e-29, 1.41421, -1.31198e-08, 0, 2.53647e-29, 2.53647e-29, 2.53647e-29, 2.53647e-29, 2.53647e-29, 2.53647e-29, 2.53647e-29, 2.53647e-29, 2.53647e-29, 2.53647e-29, 2.53647e-29, 2.53647e-29, 5.98595e-11, 2.53647e-29, 1.30599e-08, 2.53647e-29, 2.53647e-29, 2.53647e-29
0.457435, 0, 1.91562e-08, 1.16348e-28, 1.41421, -1.91562e-08, 0, 1.16348e-28, 1.16348e-28, 1.16348e-28, 1.16348e-28, 1.16348e-28, 1.16348e-28, 1.16348e-28, 1.16348e-28, 1.16348e-28, 1.16348e-28, 1.16348e-28, 1.16348e-28, 9.86183e-11, 1.16348e-28, 1.90576e-08, 1.16348e-28, 1.16348e-28, 1.16348e-28
0.465318, 0, 2.77589e-08, 5.12096e-28, 1.41421, -2.77589e-08, 0, 5.12096e-28, 5.12096e-28, 5.12096e-28, 5.12096e-28, 5.12096e-28, 5.12096e-28, 5.12096e-28, 5.12096e-28, 5.12096e-28, 5.12096e-28, 5.12096e-28, 5.12096e-28, 1.62277e-10, 5.12096e-28, 2.75966e-08, 5.12096e-28, 5.12096e-28, 5.12096e-28
0.473201, 0, 3.99257e-08, 2.15227e-27, 1.41421, -3.99257e-08, 0, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.15227e-27, 2.66585e-10, 2.15227e-27, 3.96592e-08, 2.15227e-27, 2.15227e-27, 2.15227e-27
0.481084, 0, 5.70042e-08, 8.63758e-27, 1.41421, -5.70042e-08, 0, 8.63758e-27, 8.63758e-27, 8.63758e-27, 8.63758e-27, 8.63758e-27, 8.63758e-27, 8.63758e-27, 8.63758e-27, 8.63758e-27, 8.63758e-27, 8.63758e-27, 8.63758e-27, 4.36965e-10, 8.63758e-27, 5.65673e-08, 8.63758e-27, 8.63758e-27, 8.63758e-27
0.488968, 0, 8.08019e-08, 3.31309e-26, 1.41421, -8.08019e-08, 0, 3.31309e-26, 3.31309e-26, 3.31309e-26, 3.31309e-26, 3.31309e-26, 1.4769e-12, 3.31309e-26, 3.31309e-26, 3.31309e-26, 3.31309e-26, 3.31309e-26, 3.31309e-26, 7.14176e-10, 3.31309e-26, 8.00863e-08, 3.31309e-26, 3.31309e-26, 3.31309e-26
0.496851, 0, 1.13722e-07, 1.2165e-25, 1.41421, -1.13722e-07, 0, 1.2165e-25, 1.2165e-25, 1.2165e-25, 1.2165e-25, 1.2165e-25, 5.17278e-12, 1.2165e-25, 1.2165e-25, 1.2165e-25, 1.2165e-25, 1.2165e-25, 1.2165e-25, 1.16306e-09, 1.2165e-25, 1.12554e-07, 1.2165e-25, 1.2165e-25, 1.2165e-25
0.504734, 0, 1.58939e-07, 4.31067e-25, 1.41421, -1.58939e-07, 0, 4.31067e-25, 4.31067e-25, 4.31067e-25, 4.31067e-25, 4.31067e-25, 1.41126e-11, 4.31067e-25, 4.31067e-25, 4.31067e-25, 4.31067e-25, 4.31067e-25, 4.31067e-25, 1.88589e-09, 4.31067e-25, 1.57039e-07, 4.31067e-25, 4.31067e-25, 4.31067e-25
0.512617, 0, 2.22683e-07, 1.25007e-10, 1.41421, -2.22683e-07, 1.25007e-10, 1.25111e-10, 8.48e-10, 1.43811e-10, 1.27582e-10, 1.51394e-10, 2.29611e-10, 2.61134e-10, 1.29411e-10, 1.02942e-09, 1.27014e-10, 1.28519e-10, 1.25007e-10, 3.16746e-09, 1.25008e-10, 2.17695e-07, 1.25007e-10, 1.25007e-10, 1.44753e-10
0.5205, 0, 3.11384e-07, 4.40323e-10, 1.41421, -3.11384e-07, 4.40323e-10, 4.40684e-10, 2.95859e-09, 5.05819e-10, 4.49292e-10, 5.32231e-10, 7.65498e-10, 9.14469e-10, 4.55661e-10, 3.59049e-09, 4.47312e-10, 4.52554e-10, 4.40323e-10, 5.3203e-09, 4.40327e-10, 2.99766e-07, 4.40323e-10, 4.40323e-10, 5.09101e-10
0.528384, 0, 4.36292e-07, 1.20429e-09, 1.41421, -4.36292e-07, 1.20429e-09, 1.20527e-09, 8.04078e-09, 1.38209e-09, 1.22864e-09, 1.45379e-09, 2.05146e-09, 2.49148e-09, 1.24593e-09, 9.75623e-09, 1.22326e-09, 1.23749e-09, 1.20429e-09, 8.98096e-09, 1.2043e-09, 4.10259e-07, 1.20429e-09, 1.20429e-09, 1.391e-09
0.536267, 0, 6.15808e-07, 2.99754e-09, 1.41421, -6.15808e-07, 2.99754e-09, 2.99996e-09, 1.99322e-08, 3.43798e-09, 3.05785e-09, 3.61559e-09, 5.04743e-09, 6.18604e-09, 3.10068e-09, 2.41816e-08, 3.04453e-09, 3.07979e-09, 2.99754e-09, 1.53026e-08, 2.99756e-09, 5.5833e-07, 2.99754e-09, 2.99754e-09, 3.46005e-09
0.54415, 0, 8.82017e-07, 7.09011e-09, 1.41421, -8.82017e-07, 7.09011e-09, 7.09583e-09, 4.70176e-08, 8.12856e-09, 7.23232e-09, 8.54732e-09, 1.18392e-08, 1.46078e-08, 7.33329e-09, 5.70364e-08, 7.20092e-09, 7.28404e-09, 7.09011e-09, 2.64114e-08, 7.09017e-09, 7.56273e-07, 7.09011e-09, 7.09011e-09, 8.18059e-09
0.552033, 0, 1.29347e-06, 1.61857e-08, 1.41421, -1.29347e-06, 1.61857e-08, 1.61987e-08, 1.07123e-07, 1.85508e-08, 1.65096e-08, 1.95046e-08, 2.69911e-08, 3.33075e-08, 1.67395e-08, 1.29941e-07, 1.6438e-08, 1.66274e-08, 1.61857e-08, 4.63186e-08, 1.61858e-08, 1.02097e-06, 1.61857e-08, 1.61857e-08, 1.86693e-08
0.559917, 0, 1.96057e-06, 3.5884e-08, 1.41421, -1.96057e-06, 3.5884e-08, 3.59129e-08, 2.37116e-07, 4.11178e-08, 3.66008e-08, 4.32283e-08, 6.11007e-08, 7.37725e-08, 3.71097e-08, 2.8761e-07, 3.64425e-08, 3.68614e-08, 3.5884e-08, 8.24452e-08, 3.58844e-08, 1.37636e-06, 3.5884e-08, 3.5884e-08, 4.138e-08
0.5678, 0, 3.10402e-06, 7.74715e-08, 1.41421, -3.10402e-06, 7.74715e-08, 7.75337e-08, 5.11196e-07, 8.8752e-08, 7.90163e-08, 9.33009e-08, 1.47834e-07, 1.59134e-07, 8.01132e-08, 6.20028e-07, 7.86752e-08, 7.95782e-08, 7.74715e-08, 1.48798e-07, 7.74722e-08, 1.85788e-06, 7.74715e-08, 7.74715e-08, 8.93172e-08
0.575683, 0, 5.11959e-06, 1.63079e-07, 1.41421, -5.11959e-06, 1.63079e-07, 1.63209e-07, 1.07462e-06, 1.86786e-07, 1.66325e-07, 1.96347e-07, 3.33046e-07, 3.34706e-07, 1.6863e-07, 1.30335e-06, 1.65608e-07, 1.67506e-07, 1.63079e-07, 2.71384e-07, 1.6308e-07, 2.52011e-06, 1.63079e-07, 1.63079e-07, 1.87974e-07
0.583566, 0, 8.75842e-06, 3.34931e-07, 1.41421, -8.75842e-06, 3.34931e-07, 3.35199e-07, 2.20408e-06, 3.83544e-07, 3.41588e-07, 4.03148e-07, 7.20352e-07, 6.86858e-07, 3.46315e-07, 2.67309e-06, 3.40118e-07, 3.44009e-07, 3.34931e-07, 4.97941e-07, 3.34934e-07, 3.45029e-06, 3.34931e-07, 3.34931e-07, 3.8598e-07
0.591449, 0, 1.54011e-05, 6.71398e-07, 1.41421, -1.54011e-05, 6.71398e-07, 6.71934e-07, 4.41215e-06, 7.68689e-07, 6.84721e-07, 8.07922e-07, 1.51254e-06, 1.37572e-06, 6.94181e-07, 5.3508e-06, 6.81779e-07, 6.89567e-07, 6.71398e-07, 9.14609e-07, 6.71404e-07, 4.79113e-06, 6.71398e-07, 6.71398e-07, 7.73563e-07
0.599333, 0, 2.75349e-05, 1.31401e-06, 1.41421, -2.75349e-05, 1.31401e-06, 1.31505e-06, 8.62264e-06, 1.50409e-06, 1.34004e-06, 1.58075e-06, 3.09849e-06, 2.69009e-06, 1.35852e-06, 1.04566e-05, 1.33429e-06, 1.34951e-06, 1.31401e-06, 1.6738e-06, 1.31402e-06, 6.7795e-06, 1.31401e-06, 1.31401e-06, 1.51362e-06
0.607216, 0, 4.95447e-05, 2.51133e-06, 1.41421, -4.95447e-05, 2.51133e-06, 2.51332e-06, 1.64545e-05, 2.87397e-06, 2.56099e-06, 3.0202e-06, 6.21362e-06, 5.13659e-06, 2.59625e-06, 1.99533e-05, 2.55002e-06, 2.57905e-06, 2.51133e-06, 3.03928e-06, 2.51135e-06, 9.80867e-06, 2.51133e-06, 2.51133e-06, 2.89214e-06
0.615099, 0, 8.89962e-05, 4.68794e-06, 1.41421, -8.89962e-05, 4.68794e-06, 4.69166e-06, 3.06667e-05, 5.36361e-06, 4.78047e-06, 5.63607e-06, 1.22345e-05, 9.57929e-06, 4.84617e-06, 3.71855e-05, 4.76003e-06, 4.81412e-06, 4.68794e-06, 5.45677e-06, 4.68798e-06, 1.4527e-05, 4.68794e-06, 4.68794e-06, 5.39746e-06
0.622982, 0, 0.000158608, 8.54912e-06, 1.41421, -0.000158608, 8.54912e-06, 8.55589e-06, 5.583e-05, 9.77882e-06, 8.71752e-06, 1.02747e-05, 2.36582e-05, 1.74513e-05, 8.83709e-06, 6.7694e-05, 8.68033e-06, 8.77876e-06, 8.54912e-06, 9.66096e-06, 8.54919e-06, 2.19882e-05, 8.54912e-06, 8.54912e-06, 9.84043e-06
0.630865, 0, 0.000279261, 1.52339e-05, 1.41421, -0.000279261, 1.52339e-05, 1.52459e-05, 9.93049e-05, 1.74204e-05, 1.55333e-05, 1.83022e-05, 4.49376e-05, 3.1063e-05, 1.57459e-05, 0.0001204, 1.54672e-05, 1.56422e-05, 1.52339e-05, 1.68318e-05, 1.5234e-05, 3.38762e-05, 1.52339e-05, 1.52339e-05, 1.753e-05
0.638749, 0, 0.000484389, 2.65294e-05, 1.41421, -0.000484389, 2.65294e-05, 2.65503e-05, 0.000172605, 3.03286e-05, 2.70497e-05, 3.18606e-05, 8.38512e-05, 5.40328e-05, 2.74191e-05, 0.000209259, 2.69348e-05, 2.72389e-05, 2.65294e-05, 2.88137e-05, 2.65296e-05, 5.2809e-05, 2.65294e-05, 2.65294e-05, 3.05189e-05
0.646632, 0, 0.000826258, 4.51611e-05, 1.41421, -0.000826258, 4.51611e-05, 4.51967e-05, 0.000293224, 5.16129e-05, 4.60447e-05, 5.42145e-05, 0.000153706, 9.18671e-05, 4.6672e-05, 0.00035547, 4.58496e-05, 4.6366e-05, 4.51611e-05, 4.84117e-05, 4.51615e-05, 8.27804e-05, 4.51611e-05, 4.51611e-05, 5.19361e-05
0.654515, 0, 0.00138458, 7.51655e-05, 1.41421, -0.00138458, 7.51655e-05, 7.52245e-05, 0.000486971, 8.58759e-05, 7.66322e-05, 9.01949e-05, 0.000276785, 0.000152701, 7.76736e-05, 0.000590304, 7.63083e-05, 7.71657e-05, 7.51655e-05, 7.97732e-05, 7.51661e-05, 0.000129713, 7.51655e-05, 7.51655e-05, 8.64125e-05
0.662398, 0, 0.00227801, 0.000122344, 1.41421, -0.00227801, 0.000122344, 0.000122439, 0.000790771, 0.000139728, 0.000124724, 0.000146739, 0.000489566, 0.000248197, 0.000126415, 0.000958496, 0.000124199, 0.00012559, 0.000122344, 0.000128854, 0.000122345, 0.000202157, 0.000122344, 0.000122344, 0.0001406
