   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_74.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
23.1621, 0, 0.00243174, 0, 1.41421, -0.00243174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00242148, 0, 1.02644e-05, 0
23.17, 0, 0.0024299, 0, 1.41421, -0.0024299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00242046, 0, 9.43963e-06, 0
23.1779, 0, 0.00241901, 0, 1.41421, -0.00241901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00241035, 0, 8.65817e-06, 0
23.1858, 0, 0.00239896, 0, 1.41421, -0.00239896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00239104, 0, 7.9197e-06, 0
23.1937, 0, 0.00236981, 0, 1.41421, -0.00236981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00236259, 0, 7.22428e-06, 0
23.2016, 0, 0.00233176, 0, 1.41421, -0.00233176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00232519, 0, 6.57155e-06, 0
23.2095, 0, 0.00228515, 0, 1.41421, -0.00228515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00227919, 0, 5.96106e-06, 0
23.2174, 0, 0.00223042, 0, 1.41421, -0.00223042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00222503, 0, 5.3917e-06, 0
23.2252, 0, 0.00216815, 0, 1.41421, -0.00216815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00216328, 0, 4.86263e-06, 0
23.2331, 0, 0.00209901, 0, 1.41421, -0.00209901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00209464, 0, 4.37278e-06, 0
23.241, 0, 0.00202372, 0, 1.41421, -0.00202372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0020198, 0, 3.92058e-06, 0
23.2489, 0, 0.00194309, 0, 1.41421, -0.00194309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00193958, 0, 3.50467e-06, 0
23.2568, 0, 0.00185796, 0, 1.41421, -0.00185796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00185484, 0, 3.12348e-06, 0
23.2647, 0, 0.00176923, 0, 1.41421, -0.00176923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00176646, 0, 2.77541e-06, 0
23.2726, 0, 0.00167772, 0, 1.41421, -0.00167772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00167526, 0, 2.45845e-06, 0
23.2805, 0, 0.00158436, 0, 1.41421, -0.00158436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00158219, 0, 2.17107e-06, 0
23.2884, 0, 0.00149001, 0, 1.41421, -0.00149001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0014881, 0, 1.91141e-06, 0
23.2963, 0, 0.00139544, 0, 1.41421, -0.00139544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00139377, 0, 1.67751e-06, 0
23.3042, 0, 0.00130145, 0, 1.41421, -0.00130145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00129998, 0, 1.46762e-06, 0
23.3121, 0, 0.00120875, 0, 1.41421, -0.00120875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00120747, 0, 1.27995e-06, 0
23.32, 0, 0.00111802, 0, 1.41421, -0.00111802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0011169, 0, 1.11278e-06, 0
23.3279, 0, 0.00102978, 0, 1.41421, -0.00102978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00102882, 0, 9.64335e-07, 0
23.3358, 0, 0.000944582, 0, 1.41421, -0.000944582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000943749, 0, 8.33017e-07, 0
23.3437, 0, 0.000862859, 0, 1.41421, -0.000862859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000862142, 0, 7.17295e-07, 0
23.3516, 0, 0.000784925, 0, 1.41421, -0.000784925, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00078431, 0, 6.15633e-07, 0
23.3595, 0, 0.000711076, 0, 1.41421, -0.000711076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000710549, 0, 5.26667e-07, 0
23.3674, 0, 0.000641511, 0, 1.41421, -0.000641511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000641061, 0, 4.49092e-07, 0
23.3753, 0, 0.000576376, 0, 1.41421, -0.000576376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000575994, 0, 3.81708e-07, 0
23.3832, 0, 0.000515689, 0, 1.41421, -0.000515689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000515366, 0, 3.23345e-07, 0
23.3911, 0, 0.000459502, 0, 1.41421, -0.000459502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000459229, 0, 2.73016e-07, 0
23.399, 0, 0.000407761, 0, 1.41421, -0.000407761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000407532, 0, 2.29769e-07, 0
23.4069, 0, 0.000360347, 0, 1.41421, -0.000360347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000360154, 0, 1.92725e-07, 0
23.4148, 0, 0.000317137, 0, 1.41421, -0.000317137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000316976, 0, 1.61117e-07, 0
23.4227, 2, 0.000277962, 0, 2, 1.99972, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000277827, 0, 1.34244e-07, 0
23.4306, 0, 0.000242634, 0, 1.41421, -0.000242634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000242523, 0, 1.11485e-07, 0
23.4385, 0, 0.000210921, 0, 1.41421, -0.000210921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000210829, 0, 9.22701e-08, 0
23.4464, 0, 0.000182603, 0, 1.41421, -0.000182603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000182527, 0, 7.61106e-08, 0
23.4543, 0, 0.000157446, 0, 1.41421, -0.000157446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000157383, 0, 6.2573e-08, 0
23.4622, 0, 0.000135195, 0, 1.41421, -0.000135195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000135143, 0, 5.12672e-08, 0
23.4701, 0, 0.000115615, 0, 1.41421, -0.000115615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000115573, 0, 4.18622e-08, 0
23.478, 0, 9.84674e-05, 0, 1.41421, -9.84674e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.84333e-05, 0, 3.40666e-08, 0
23.4859, 0, 8.35253e-05, 0, 1.41421, -8.35253e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.34976e-05, 0, 2.763e-08, 0
23.4938, 2, 7.05566e-05, 0, 2, 1.99993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.05342e-05, 0, 2.23309e-08, 0
23.5017, 0, 5.93618e-05, 0, 1.41421, -5.93618e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.93438e-05, 0, 1.79875e-08, 0
23.5096, 0, 4.97428e-05, 0, 1.41421, -4.97428e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.97284e-05, 0, 1.44401e-08, 0
23.5175, 0, 4.15117e-05, 0, 1.41421, -4.15117e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15002e-05, 0, 1.1552e-08, 0
23.5254, 0, 3.45025e-05, 0, 1.41421, -3.45025e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44933e-05, 0, 9.20979e-09, 0
23.5333, 0, 2.85608e-05, 0, 1.41421, -2.85608e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85535e-05, 0, 7.3172e-09, 0
23.5412, 0, 2.35481e-05, 0, 1.41421, -2.35481e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35423e-05, 0, 5.79384e-09, 0
23.5491, 0, 1.93359e-05, 0, 1.41421, -1.93359e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93313e-05, 0, 4.57153e-09, 0
23.557, 0, 1.58132e-05, 0, 1.41421, -1.58132e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58096e-05, 0, 3.59459e-09, 0
23.5649, 0, 1.2881e-05, 0, 1.41421, -1.2881e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28782e-05, 0, 2.81681e-09, 0
23.5728, 0, 1.04498e-05, 0, 1.41421, -1.04498e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04476e-05, 0, 2.19951e-09, 0
23.5807, 0, 8.44347e-06, 0, 1.41421, -8.44347e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44176e-06, 0, 1.71152e-09, 0
23.5886, 0, 6.79501e-06, 0, 1.41421, -6.79501e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79368e-06, 0, 1.32715e-09, 0
23.5965, 0, 5.44681e-06, 0, 1.41421, -5.44681e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44578e-06, 0, 1.02557e-09, 0
23.6044, 0, 4.34818e-06, 0, 1.41421, -4.34818e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34739e-06, 0, 7.89639e-10, 0
23.6123, 0, 3.45748e-06, 0, 1.41421, -3.45748e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45688e-06, 0, 6.05889e-10, 0
23.6201, 0, 2.73845e-06, 0, 1.41421, -2.73845e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73798e-06, 0, 4.63294e-10, 0
23.628, 0, 2.16019e-06, 0, 1.41421, -2.16019e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15984e-06, 0, 3.52983e-10, 0
23.6359, 0, 1.69727e-06, 0, 1.41421, -1.69727e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.697e-06, 0, 2.67984e-10, 0
23.6438, 0, 1.32826e-06, 0, 1.41421, -1.32826e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32805e-06, 0, 2.0273e-10, 0
23.6517, 0, 1.03542e-06, 0, 1.41421, -1.03542e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03527e-06, 0, 1.52827e-10, 0
23.6596, 0, 8.03901e-07, 0, 1.41421, -8.03901e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03787e-07, 0, 1.14786e-10, 0
23.6675, 0, 6.21683e-07, 0, 1.41421, -6.21683e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.21597e-07, 0, 8.59011e-11, 0
23.6754, 0, 4.78902e-07, 0, 1.41421, -4.78902e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78838e-07, 0, 6.40542e-11, 0
23.6833, 0, 3.67436e-07, 0, 1.41421, -3.67436e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67389e-07, 0, 4.75835e-11, 0
23.6912, 0, 2.80806e-07, 0, 1.41421, -2.80806e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80771e-07, 0, 3.52148e-11, 0
23.6991, 0, 2.13757e-07, 0, 1.41421, -2.13757e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13731e-07, 0, 2.59607e-11, 0
23.707, 0, 1.6209e-07, 0, 1.41421, -1.6209e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62071e-07, 0, 1.9064e-11, 0
23.7149, 0, 1.22414e-07, 0, 1.41421, -1.22414e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.224e-07, 0, 1.39397e-11, 0
23.7228, 0, 9.20941e-08, 0, 1.41421, -9.20941e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20839e-08, 0, 1.01501e-11, 0
23.7307, 0, 6.90185e-08, 0, 1.41421, -6.90185e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.90112e-08, 0, 7.35739e-12, 0
23.7386, 0, 5.15195e-08, 0, 1.41421, -5.15195e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.15142e-08, 0, 5.30583e-12, 0
23.7465, 0, 3.83076e-08, 0, 1.41421, -3.83076e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83038e-08, 0, 3.80489e-12, 0
23.7544, 0, 2.8373e-08, 0, 1.41421, -2.8373e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83703e-08, 0, 2.71093e-12, 0
23.7623, 0, 2.0935e-08, 0, 1.41421, -2.0935e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0933e-08, 0, 1.91682e-12, 0
23.7702, 0, 1.53857e-08, 0, 1.41421, -1.53857e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53844e-08, 0, 1.34238e-12, 0
23.7781, 0, 1.12638e-08, 0, 1.41421, -1.12638e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12628e-08, 0, 9.59197e-13, 0
23.786, 0, 8.21487e-09, 0, 1.41421, -8.21487e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.21421e-09, 0, 6.61896e-13, 0
23.7939, 0, 5.9677e-09, 0, 1.41421, -5.9677e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96724e-09, 0, 4.61977e-13, 0
23.8018, 0, 4.31857e-09, 0, 1.41421, -4.31857e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.31825e-09, 0, 3.19194e-13, 0
23.8097, 0, 3.11305e-09, 0, 1.41421, -3.11305e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11283e-09, 0, 2.17648e-13, 0
23.8176, 0, 2.2354e-09, 0, 1.41421, -2.2354e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23525e-09, 0, 1.45917e-13, 0
23.8255, 0, 1.59897e-09, 0, 1.41421, -1.59897e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59888e-09, 0, 9.53734e-14, 0
23.8334, 0, 1.13929e-09, 0, 1.41421, -1.13929e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13923e-09, 0, 5.99386e-14, 0
23.8413, 0, 8.08615e-10, 0, 1.41421, -8.08615e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08575e-10, 0, 3.97131e-14, 0
23.8492, 0, 5.71506e-10, 0, 1.41421, -5.71506e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.71481e-10, 0, 2.55523e-14, 0
23.8571, 0, 4.02086e-10, 0, 1.41421, -4.02086e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0207e-10, 0, 1.56952e-14, 0
23.865, 0, 2.81218e-10, 0, 1.41421, -2.81218e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81209e-10, 0, 8.87677e-15, 0
23.8729, 0, 1.94432e-10, 0, 1.41421, -1.94432e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94428e-10, 0, 4.19755e-15, 0
23.8808, 0, 1.27304e-10, 0, 1.41421, -1.27304e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27303e-10, 0, 1.01243e-15, 0
23.8887, 0, 4.53465e-11, 0, 1.41421, -4.53465e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53459e-11, 0, 6.39384e-16, 0
23.8966, 0, 2.49235e-11, 0, 1.41421, -2.49235e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49231e-11, 0, 4.18641e-16, 0
23.9045, 0, 1.54047e-11, 0, 1.41421, -1.54047e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54045e-11, 0, 2.64621e-16, 0
23.9124, 0, 9.80605e-12, 0, 1.41421, -9.80605e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.80589e-12, 0, 1.57817e-16, 0
23.9203, 0, 6.2692e-12, 0, 1.41421, -6.2692e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26912e-12, 0, 8.42552e-17, 0
23.9282, 0, 3.94156e-12, 0, 1.41421, -3.94156e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94153e-12, 0, 3.39967e-17, 0
23.9361, 0, 1.99009e-12, 0, 1.41421, -1.99009e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99009e-12, 0, 0, 0
23.944, 0, 9.81889e-13, 0, 1.41421, -9.81889e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.81889e-13, 0, 0, 0
23.9519, 0, 4.95107e-13, 0, 1.41421, -4.95107e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95107e-13, 0, 0, 0
23.9598, 0, 2.11859e-13, 0, 1.41421, -2.11859e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11859e-13, 0, 0, 0
23.9677, 0, 4.4781e-14, 0, 1.41421, -4.4781e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4781e-14, 0, 0, 0
23.9756, 0, 2.53958e-14, 0, 1.41421, -2.53958e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53958e-14, 0, 0, 0
23.9835, 0, 1.37118e-14, 0, 1.41421, -1.37118e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37118e-14, 0, 0, 0
23.9914, 0, 6.65812e-15, 0, 1.41421, -6.65812e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65812e-15, 0, 0, 0
23.9993, 0, 2.44909e-15, 0, 1.41421, -2.44909e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44909e-15, 0, 0, 0
24.0072, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.015, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0229, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0308, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0387, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0466, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0545, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0624, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0703, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0782, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.0861, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.094, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1019, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1098, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1177, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1256, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1335, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1414, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1493, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1572, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1651, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.173, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1809, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1888, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.1967, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2046, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2125, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2204, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2283, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2362, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2441, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.252, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2599, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2678, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2757, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2836, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2915, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.2994, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.3073, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.3152, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.3231, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.331, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
24.3389, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
