   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_76.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
8.1553, 10, 10.7555, 8.69633, 3.4641, -0.755527, 8.69633, 0, 8.69633, 8.69648, 8.7206, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 8.69633, 10.7311, 8.69633
8.16319, 8, 10.7192, 8.69412, 3.16228, -2.71921, 8.69412, 0, 8.69412, 8.69427, 8.72162, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 8.69412, 10.6916, 8.69412
8.17109, 16, 10.6659, 8.69202, 4.24264, 5.3341, 8.69202, 0, 8.69202, 8.69217, 8.72291, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 8.69202, 10.6349, 8.69202
8.17899, 8, 10.5968, 8.68982, 3.16228, -2.59681, 8.68982, 0, 8.68982, 8.68997, 8.72418, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 8.68982, 10.5623, 8.68982
8.18688, 16, 10.5138, 8.68754, 4.24264, 5.4862, 8.68754, 0, 8.68754, 8.68769, 8.72541, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 8.68754, 10.4758, 8.68754
8.19478, 6, 10.4188, 8.68506, 2.82843, -4.41881, 8.68506, 0, 8.68507, 8.68522, 8.72641, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 8.68506, 10.3773, 8.68506
8.20268, 24, 10.3143, 8.68249, 5.09902, 13.6857, 8.68249, 0, 8.68249, 8.68265, 8.72722, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 8.68249, 10.2694, 8.68249
8.21057, 16, 10.2026, 8.67992, 4.24264, 5.79736, 8.67992, 0, 8.67992, 8.68008, 8.72786, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 8.67992, 10.1545, 8.67992
8.21847, 12, 10.0863, 8.67738, 3.74166, 1.91365, 8.67738, 0, 8.67739, 8.67755, 8.72828, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 8.67738, 10.0353, 8.67738
8.22637, 10, 9.96754, 8.67466, 3.4641, 0.0324602, 8.67466, 0, 8.67467, 8.67484, 8.72822, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 8.67466, 9.9138, 8.67466
8.23426, 20, 9.84829, 8.67167, 4.69042, 10.1517, 8.67167, 0, 8.67167, 8.67186, 8.72749, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 8.67167, 9.79228, 8.67167
8.24216, 8, 9.73039, 8.6682, 3.16228, -1.73039, 8.6682, 0, 8.66821, 8.66841, 8.72585, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 8.6682, 9.67253, 8.6682
8.25006, 12, 9.61551, 8.66422, 3.74166, 2.38449, 8.66422, 0, 8.66423, 8.66445, 8.72322, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 8.66422, 9.55627, 8.66422
8.25795, 10, 9.50503, 8.65969, 3.4641, 0.494967, 8.65969, 0, 8.65969, 8.65995, 8.71951, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 8.65969, 9.44494, 8.65969
8.26585, 8, 9.40001, 8.6545, 3.16228, -1.40001, 8.6545, 0, 8.6545, 8.65481, 8.7146, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 8.6545, 9.33959, 8.6545
8.27375, 6, 9.30108, 8.64846, 2.82843, -3.30108, 8.64846, 0, 8.64846, 8.64885, 8.7083, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 8.64846, 9.24085, 8.64846
8.28164, 10, 9.2088, 8.64157, 3.4641, 0.791197, 8.64157, 0, 8.64157, 8.64206, 8.7006, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 8.64157, 9.14928, 8.64157
8.28954, 10, 9.12331, 8.63366, 3.4641, 0.876694, 8.63366, 0, 8.63366, 8.6343, 8.69137, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 8.63366, 9.06496, 8.63366
8.29743, 16, 9.04469, 8.62476, 4.24264, 6.95531, 8.62476, 0, 8.62477, 8.62561, 8.68066, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.62476, 8.98793, 8.62476
8.30533, 10, 8.97286, 8.6149, 3.4641, 1.02714, 8.6149, 0, 8.61491, 8.61605, 8.66857, 8.6149, 8.6149, 8.6149, 8.6149, 8.6149, 8.6149, 8.6149, 8.6149, 8.6149, 8.6149, 8.6149, 8.6149, 8.6149, 8.61491, 8.6149, 8.6149, 8.91805, 8.6149
8.31323, 14, 8.90769, 8.60423, 4, 5.09231, 8.60423, 0, 8.60423, 8.60578, 8.65528, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.60423, 8.85508, 8.60423
8.32112, 10, 8.84883, 8.59276, 3.4641, 1.15117, 8.59276, 0, 8.59277, 8.59489, 8.64089, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.59276, 8.79857, 8.59276
8.32902, 8, 8.79593, 8.58062, 3.16228, -0.795932, 8.58062, 0, 8.58062, 8.58352, 8.62558, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.58062, 8.74805, 8.58062
8.33692, 18, 8.74859, 8.56786, 4.47214, 9.25141, 8.56786, 0, 8.56787, 8.57184, 8.6095, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.56786, 8.70298, 8.56786
8.34481, 4, 8.70632, 8.55451, 2.44949, -4.70632, 8.55451, 0, 8.55451, 8.55993, 8.59271, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.55451, 8.66268, 8.55451
8.35271, 8, 8.66866, 8.54058, 3.16228, -0.668658, 8.54058, 0, 8.54058, 8.54793, 8.57532, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.54058, 8.62655, 8.54058
8.36061, 20, 8.63529, 8.52615, 4.69042, 11.3647, 8.52615, 0, 8.52616, 8.53608, 8.55747, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.52615, 8.59403, 8.52615
8.3685, 4, 8.60581, 8.51121, 2.44949, -4.60581, 8.51121, 0, 8.51121, 8.52451, 8.53919, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.51121, 8.56451, 8.51121
8.3764, 8, 8.57998, 8.49578, 3.16228, -0.579981, 8.49578, 0, 8.49578, 8.51348, 8.52056, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.49578, 8.5375, 8.49578
8.3843, 18, 8.5577, 8.47996, 4.47214, 9.4423, 8.47996, 0, 8.47996, 8.50332, 8.5017, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.47996, 8.51258, 8.47996
8.39219, 14, 8.53896, 8.46383, 4, 5.46104, 8.46383, 0, 8.46384, 8.49444, 8.48275, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.46383, 8.48944, 8.46383
8.40009, 6, 8.52388, 8.44752, 2.82843, -2.52388, 8.44752, 0, 8.44752, 8.48726, 8.46383, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.44752, 8.46781, 8.44752
8.40799, 8, 8.51253, 8.43102, 3.16228, -0.512533, 8.43102, 0, 8.43102, 8.4822, 8.44496, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.43102, 8.44741, 8.43102
8.41588, 6, 8.5051, 8.41431, 2.82843, -2.5051, 8.41431, 0, 8.41432, 8.47965, 8.42613, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.41431, 8.42794, 8.41431
8.42378, 10, 8.50189, 8.39746, 3.4641, 1.49811, 8.39746, 0, 8.39746, 8.48015, 8.40738, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.39746, 8.40928, 8.39746
8.43167, 4, 8.50333, 8.38054, 2.44949, -4.50333, 8.38054, 0, 8.38054, 8.48427, 8.3888, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.38054, 8.39134, 8.38054
8.43957, 20, 8.5099, 8.36364, 4.69042, 11.4901, 8.36364, 0, 8.36364, 8.49261, 8.37045, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.37409, 8.36364
8.44747, 6, 8.53889, 8.36364, 2.82843, -2.53889, 8.36364, 0, 8.36364, 8.52258, 8.36922, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.37436, 8.36364
8.45537, 14, 8.57387, 8.36364, 4, 5.42613, 8.36364, 0, 8.36364, 8.55778, 8.36816, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.3752, 8.36364
8.46326, 2, 8.61525, 8.36364, 2, -6.61525, 8.36364, 0, 8.36364, 8.59865, 8.36728, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.3766, 8.36364
8.47116, 10, 8.66343, 8.36364, 3.4641, 1.33657, 8.36364, 0, 8.36364, 8.64558, 8.36654, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.37858, 8.36364
8.47905, 6, 8.71875, 8.36364, 2.82843, -2.71875, 8.36364, 0, 8.36364, 8.69887, 8.36593, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.38122, 8.36364
8.48695, 6, 8.78142, 8.36364, 2.82843, -2.78142, 8.36364, 0, 8.36364, 8.75867, 8.36543, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.38458, 8.36364
8.49485, 8, 8.85154, 8.36364, 3.16228, -0.851543, 8.36364, 0, 8.36364, 8.82499, 8.36503, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.38878, 8.36364
8.50274, 12, 8.92903, 8.36364, 3.74166, 3.07097, 8.36364, 0, 8.36364, 8.89763, 8.36471, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.36364, 8.39395, 8.36364
8.51064, 8, 9.05043, 8.40045, 3.16228, -1.05043, 8.40045, 0, 8.40045, 9.013, 8.40127, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.40045, 8.43705, 8.40045
8.51854, 14, 9.17771, 8.4365, 4, 4.82229, 8.4365, 0, 8.43651, 9.1329, 8.43713, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.4365, 8.48069, 8.4365
8.52643, 6, 9.30976, 8.47137, 2.82843, -3.30976, 8.47137, 0, 8.47137, 9.25604, 8.47184, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.47137, 8.52462, 8.47137
8.53433, 10, 9.44556, 8.50496, 3.4641, 0.554439, 8.50496, 0, 8.50496, 9.38122, 8.50531, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.50496, 8.56894, 8.50496
8.54223, 10, 9.58404, 8.53734, 3.4641, 0.415964, 8.53734, 0, 8.53735, 9.50719, 8.5376, 8.53734, 8.53734, 8.53734, 8.53734, 8.53734, 8.53734, 8.53734, 8.53734, 8.53734, 8.53734, 8.53734, 8.53734, 8.53734, 8.53735, 8.53734, 8.53734, 8.61393, 8.53734
8.55012, 10, 9.72377, 8.56841, 3.4641, 0.27623, 8.56841, 0, 8.56841, 9.63232, 8.5686, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.56841, 8.65966, 8.56841
8.55802, 4, 9.86329, 8.59825, 2.44949, -5.86329, 8.59825, 0, 8.59825, 9.75499, 8.59838, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.59825, 8.7064, 8.59825
8.56592, 16, 10.0008, 8.62672, 4.24264, 5.99917, 8.62672, 0, 8.62672, 9.87327, 8.62682, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.62672, 8.75418, 8.62672
8.57381, 14, 10.1347, 8.6539, 4, 3.8653, 8.6539, 0, 8.65391, 9.98535, 8.65398, 8.6539, 8.6539, 8.6539, 8.6539, 8.6539, 8.6539, 8.6539, 8.6539, 8.6539, 8.6539, 8.6539, 8.6539, 8.6539, 8.65391, 8.6539, 8.6539, 8.80317, 8.6539
8.58171, 8, 10.2633, 8.68003, 3.16228, -2.26333, 8.68003, 0, 8.68003, 10.0896, 8.68008, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.68003, 8.8537, 8.68003
8.58961, 16, 10.3848, 8.70496, 4.24264, 5.61519, 8.70496, 0, 8.70496, 10.1841, 8.70499, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.70496, 8.90563, 8.70496
8.5975, 16, 10.4975, 8.72872, 4.24264, 5.50254, 8.72872, 0, 8.72872, 10.2672, 8.72874, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.72872, 8.95897, 8.72872
8.6054, 22, 10.5996, 8.75118, 4.89898, 11.4004, 8.75118, 0, 8.75118, 10.3373, 8.75119, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 8.75118, 9.01346, 8.75118
8.61329, 14, 10.6899, 8.7724, 4, 3.31013, 8.7724, 0, 8.77241, 10.3933, 8.77241, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 8.7724, 9.06897, 8.7724
8.62119, 4, 10.7675, 8.79273, 2.44949, -6.76748, 8.79273, 0, 8.79273, 10.4346, 8.79274, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 8.79273, 9.12557, 8.79273
8.62909, 10, 10.8319, 8.81254, 3.4641, -0.83194, 8.81254, 0, 8.81255, 10.4612, 8.81255, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 8.81254, 9.18329, 8.81254
8.63698, 16, 10.8824, 8.83154, 4.24264, 5.11765, 8.83154, 0, 8.83154, 10.4725, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 8.83154, 9.2414, 8.83154
8.64488, 10, 10.9186, 8.84985, 3.4641, -0.918573, 8.84985, 0, 8.84986, 10.4689, 8.84986, 8.84985, 8.84985, 8.84985, 8.84985, 8.84985, 8.84985, 8.84985, 8.84985, 8.84985, 8.84985, 8.84985, 8.84985, 8.84985, 8.84986, 8.84985, 8.84985, 9.29952, 8.84985
8.65278, 8, 10.941, 8.86783, 3.16228, -2.94098, 8.86783, 0, 8.86784, 10.4514, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 8.86783, 9.35744, 8.86783
8.66068, 4, 10.9494, 8.88498, 2.44949, -6.94939, 8.88498, 0, 8.88498, 10.4203, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 8.88498, 9.41407, 8.88498
8.66857, 12, 10.9445, 8.90138, 3.74166, 1.05551, 8.90138, 0, 8.90138, 10.377, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 8.90138, 9.46883, 8.90138
8.67647, 14, 10.9275, 8.91741, 4, 3.0725, 8.91741, 0, 8.91742, 10.3234, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 8.91741, 9.52147, 8.91741
8.68436, 12, 10.8998, 8.93346, 3.74166, 1.10021, 8.93346, 0, 8.93347, 10.2615, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 8.93346, 9.57171, 8.93346
8.69226, 20, 10.8626, 8.94956, 4.69042, 9.1374, 8.94956, 0, 8.94957, 10.1932, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 8.94956, 9.61898, 8.94956
8.70016, 18, 10.8169, 8.96538, 4.47214, 7.18315, 8.96538, 0, 8.96539, 10.1199, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96538, 8.96539, 8.96538, 8.96538, 9.66238, 8.96538
8.70805, 18, 10.7634, 8.98044, 4.47214, 7.23661, 8.98044, 0, 8.98044, 10.0429, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 8.98044, 9.7009, 8.98044
8.71595, 8, 10.7033, 8.99453, 3.16228, -2.70332, 8.99453, 0, 8.99453, 9.96393, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 8.99453, 9.73391, 8.99453
8.72385, 12, 10.6385, 9.00813, 3.74166, 1.36153, 9.00813, 0, 9.00814, 9.88502, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.00813, 9.76158, 9.00813
8.73174, 18, 10.5706, 9.02175, 4.47214, 7.42944, 9.02175, 0, 9.02175, 9.80815, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.02175, 9.78415, 9.02175
8.73964, 20, 10.5009, 9.03555, 4.69042, 9.49908, 9.03555, 0, 9.03556, 9.73478, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03555, 9.03556, 9.03555, 9.03555, 9.80169, 9.03555
8.74753, 20, 10.43, 9.04896, 4.69042, 9.57, 9.04896, 0, 9.04896, 9.66535, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.04896, 9.8136, 9.04896
8.75543, 12, 10.3582, 9.06146, 3.74166, 1.64177, 9.06146, 0, 9.06146, 9.60019, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.06146, 9.8195, 9.06146
8.76333, 18, 10.2861, 9.07275, 4.47214, 7.71388, 9.07275, 0, 9.07275, 9.53959, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.07275, 9.81927, 9.07275
8.77123, 16, 10.215, 9.08344, 4.24264, 5.78504, 9.08344, 0, 9.08344, 9.48453, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.08344, 9.81386, 9.08344
8.77912, 22, 10.146, 9.09413, 4.89898, 11.854, 9.09413, 0, 9.09413, 9.43582, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.09413, 9.80429, 9.09413
8.78702, 16, 10.0799, 9.10505, 4.24264, 5.92013, 9.10505, 0, 9.10505, 9.39366, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.10505, 9.79125, 9.10505
8.79492, 10, 10.0163, 9.1155, 3.4641, -0.0163345, 9.1155, 0, 9.1155, 9.35721, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.1155, 9.77462, 9.1155
