   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_261.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
21.4648, 0, 0.0149177, 0, 1.41421, -0.0149177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.53003e-07, 0, 0.0149169, 0, 0
21.4727, 0, 0.0146187, 0, 1.41421, -0.0146187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4532e-07, 0, 0.0146179, 0, 0
21.4805, 0, 0.0143245, 0, 1.41421, -0.0143245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.36238e-07, 0, 0.0143238, 0, 0
21.4884, 0, 0.0140356, 0, 1.41421, -0.0140356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25846e-07, 0, 0.0140348, 0, 0
21.4963, 0, 0.0137519, 0, 1.41421, -0.0137519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.14244e-07, 0, 0.0137512, 0, 0
21.5042, 0, 0.0134735, 0, 1.41421, -0.0134735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.01542e-07, 0, 0.0134728, 0, 0
21.5121, 0, 0.0132004, 0, 1.41421, -0.0132004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.87865e-07, 0, 0.0131997, 0, 0
21.5199, 0, 0.0129327, 0, 1.41421, -0.0129327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.73352e-07, 0, 0.012932, 0, 0
21.5278, 0, 0.0126703, 0, 1.41421, -0.0126703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58134e-07, 0, 0.0126697, 0, 0
21.5357, 0, 0.0124135, 0, 1.41421, -0.0124135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42361e-07, 0, 0.0124128, 0, 0
21.5436, 0, 0.012162, 0, 1.41421, -0.012162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26169e-07, 0, 0.0121613, 0, 0
21.5515, 0, 0.0119158, 0, 1.41421, -0.0119158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.09705e-07, 0, 0.0119152, 0, 0
21.5594, 0, 0.0116751, 0, 1.41421, -0.0116751, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9311e-07, 0, 0.0116745, 0, 0
21.5672, 0, 0.0114397, 0, 1.41421, -0.0114397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.76511e-07, 0, 0.0114391, 0, 0
21.5751, 0, 0.0112096, 0, 1.41421, -0.0112096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60035e-07, 0, 0.011209, 0, 0
21.583, 0, 0.0109847, 0, 1.41421, -0.0109847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43805e-07, 0, 0.0109841, 0, 0
21.5909, 0, 0.0107648, 0, 1.41421, -0.0107648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27913e-07, 0, 0.0107643, 0, 0
21.5988, 0, 0.0105501, 0, 1.41421, -0.0105501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12469e-07, 0, 0.0105496, 0, 0
21.6067, 0, 0.0103404, 0, 1.41421, -0.0103404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.97554e-07, 0, 0.0103399, 0, 0
21.6145, 0, 0.0101356, 0, 1.41421, -0.0101356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.83233e-07, 0, 0.0101351, 0, 0
21.6224, 0, 0.00993553, 0, 1.41421, -0.00993553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6957e-07, 0, 0.00993506, 0, 0
21.6303, 0, 0.00974023, 0, 1.41421, -0.00974023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56613e-07, 0, 0.00973977, 0, 0
21.6382, 0, 0.00954946, 0, 1.41421, -0.00954946, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44391e-07, 0, 0.00954902, 0, 0
21.6461, 0, 0.00936323, 0, 1.41421, -0.00936323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32933e-07, 0, 0.0093628, 0, 0
21.6539, 0, 0.00918132, 0, 1.41421, -0.00918132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22247e-07, 0, 0.0091809, 0, 0
21.6618, 0, 0.00900367, 0, 1.41421, -0.00900367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12339e-07, 0, 0.00900326, 0, 0
21.6697, 0, 0.00883022, 0, 1.41421, -0.00883022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03204e-07, 0, 0.00882981, 0, 0
21.6776, 0, 0.00866075, 0, 1.41421, -0.00866075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94824e-07, 0, 0.00866035, 0, 0
21.6855, 0, 0.0084952, 0, 1.41421, -0.0084952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8718e-07, 0, 0.00849482, 0, 0
21.6934, 0, 0.00833351, 0, 1.41421, -0.00833351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80248e-07, 0, 0.00833313, 0, 0
21.7012, 0, 0.00817544, 0, 1.41421, -0.00817544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7399e-07, 0, 0.00817506, 0, 0
21.7091, 0, 0.00802099, 0, 1.41421, -0.00802099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68377e-07, 0, 0.00802062, 0, 0
21.717, 0, 0.00787005, 0, 1.41421, -0.00787005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63369e-07, 0, 0.00786969, 0, 0
21.7249, 0, 0.00772245, 0, 1.41421, -0.00772245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58925e-07, 0, 0.00772209, 0, 0
21.7328, 2, 0.00757813, 0, 2, 1.99242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55006e-07, 0, 0.00757778, 0, 0
21.7406, 0, 0.00743694, 0, 1.41421, -0.00743694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51568e-07, 0, 0.00743659, 0, 0
21.7485, 0, 0.0072988, 0, 1.41421, -0.0072988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48572e-07, 0, 0.00729846, 0, 0
21.7564, 0, 0.00716365, 0, 1.41421, -0.00716365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45978e-07, 0, 0.0071633, 0, 0
21.7643, 0, 0.00703132, 0, 1.41421, -0.00703132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43746e-07, 0, 0.00703098, 0, 0
21.7722, 0, 0.00690175, 0, 1.41421, -0.00690175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4184e-07, 0, 0.00690141, 0, 0
21.7801, 0, 0.00677488, 0, 1.41421, -0.00677488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40226e-07, 0, 0.00677453, 0, 0
21.7879, 0, 0.00665055, 0, 1.41421, -0.00665055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38869e-07, 0, 0.00665021, 0, 0
21.7958, 0, 0.00652871, 0, 1.41421, -0.00652871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37741e-07, 0, 0.00652837, 0, 0
21.8037, 2, 0.00640929, 0, 2, 1.99359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36813e-07, 0, 0.00640896, 0, 0
21.8116, 0, 0.00629214, 0, 1.41421, -0.00629214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3606e-07, 0, 0.00629181, 0, 0
21.8195, 0, 0.00617725, 0, 1.41421, -0.00617725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35459e-07, 0, 0.00617692, 0, 0
21.8274, 0, 0.00606456, 0, 1.41421, -0.00606456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34989e-07, 0, 0.00606422, 0, 0
21.8352, 2, 0.00595391, 0, 2, 1.99405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34631e-07, 0, 0.00595358, 0, 0
21.8431, 0, 0.00584531, 0, 1.41421, -0.00584531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3437e-07, 0, 0.00584497, 0, 0
21.851, 0, 0.00573861, 0, 1.41421, -0.00573861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3419e-07, 0, 0.00573828, 0, 0
21.8589, 0, 0.00563379, 0, 1.41421, -0.00563379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34079e-07, 0, 0.00563345, 0, 0
21.8668, 0, 0.00553078, 0, 1.41421, -0.00553078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34027e-07, 0, 0.00553045, 0, 0
21.8746, 0, 0.00542949, 0, 1.41421, -0.00542949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34023e-07, 0, 0.00542916, 0, 0
21.8825, 0, 0.00532986, 0, 1.41421, -0.00532986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34059e-07, 0, 0.00532953, 0, 0
21.8904, 0, 0.00523187, 0, 1.41421, -0.00523187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34129e-07, 0, 0.00523153, 0, 0
21.8983, 0, 0.00513539, 0, 1.41421, -0.00513539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34227e-07, 0, 0.00513505, 0, 0
21.9062, 0, 0.00504039, 0, 1.41421, -0.00504039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34347e-07, 0, 0.00504006, 0, 0
21.9141, 0, 0.00494682, 0, 1.41421, -0.00494682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34485e-07, 0, 0.00494649, 0, 0
21.9219, 0, 0.00485462, 0, 1.41421, -0.00485462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34639e-07, 0, 0.00485428, 0, 0
21.9298, 0, 0.00476371, 0, 1.41421, -0.00476371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34804e-07, 0, 0.00476338, 0, 0
21.9377, 0, 0.00467408, 0, 1.41421, -0.00467408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34979e-07, 0, 0.00467375, 0, 0
21.9456, 0, 0.00458563, 0, 1.41421, -0.00458563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35162e-07, 0, 0.00458529, 0, 0
21.9535, 0, 0.00449832, 0, 1.41421, -0.00449832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3535e-07, 0, 0.00449799, 0, 0
21.9614, 0, 0.00441209, 0, 1.41421, -0.00441209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35544e-07, 0, 0.00441175, 0, 0
21.9692, 0, 0.00432689, 0, 1.41421, -0.00432689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35743e-07, 0, 0.00432655, 0, 0
21.9771, 0, 0.00424268, 0, 1.41421, -0.00424268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35947e-07, 0, 0.00424235, 0, 0
21.985, 0, 0.0041594, 0, 1.41421, -0.0041594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36158e-07, 0, 0.00415906, 0, 0
21.9929, 0, 0.004077, 0, 1.41421, -0.004077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36377e-07, 0, 0.00407666, 0, 0
22.0008, 0, 0.00399546, 0, 1.41421, -0.00399546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3661e-07, 0, 0.00399512, 0, 0
22.0086, 0, 0.00391471, 0, 1.41421, -0.00391471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36866e-07, 0, 0.00391437, 0, 0
22.0165, 0, 0.00383472, 0, 1.41421, -0.00383472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37176e-07, 0, 0.00383438, 0, 0
22.0244, 0, 0.00375546, 0, 1.41421, -0.00375546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37741e-07, 0, 0.00375512, 0, 0
22.0323, 0, 0.0036769, 0, 1.41421, -0.0036769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3855e-07, 0, 0.00367657, 0, 0
22.0402, 0, 0.00359903, 0, 1.41421, -0.00359903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39421e-07, 0, 0.00359869, 0, 0
22.0481, 0, 0.00352183, 0, 1.41421, -0.00352183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40807e-07, 0, 0.00352149, 0, 0
22.0559, 2, 0.00344526, 0, 2, 1.99655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43195e-07, 0, 0.00344492, 0, 0
22.0638, 0, 0.00336936, 0, 1.41421, -0.00336936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45883e-07, 0, 0.00336901, 0, 0
22.0717, 0, 0.00329407, 0, 1.41421, -0.00329407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49581e-07, 0, 0.00329372, 0, 0
22.0796, 0, 0.00321943, 0, 1.41421, -0.00321943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54754e-07, 0, 0.00321908, 0, 0
22.0875, 0, 0.00314547, 0, 1.41421, -0.00314547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62007e-07, 0, 0.00314511, 0, 0
22.0954, 0, 0.00307218, 0, 1.41421, -0.00307218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72174e-07, 0, 0.00307181, 0, 0
22.1032, 0, 0.0029996, 0, 1.41421, -0.0029996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86391e-07, 0, 0.00299921, 0, 0
22.1111, 0, 0.00292778, 0, 1.41421, -0.00292778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0621e-07, 0, 0.00292738, 0, 0
22.119, 0, 0.00285674, 0, 1.41421, -0.00285674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33751e-07, 0, 0.0028563, 0, 0
22.1269, 0, 0.00278653, 0, 1.41421, -0.00278653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.71867e-07, 0, 0.00278605, 0, 0
22.1348, 0, 0.0027172, 0, 1.41421, -0.0027172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24396e-07, 0, 0.00271668, 0, 0
22.1426, 0, 0.00264883, 0, 1.41421, -0.00264883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96473e-07, 0, 0.00264824, 0, 0
22.1505, 0, 0.00258148, 0, 1.41421, -0.00258148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94931e-07, 0, 0.00258078, 0, 0
22.1584, 0, 0.00251522, 0, 1.41421, -0.00251522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.28773e-07, 0, 0.00251439, 0, 0
22.1663, 0, 0.0024501, 0, 1.41421, -0.0024501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00996e-06, 0, 0.00244909, 0, 0
22.1742, 0, 0.00238624, 0, 1.41421, -0.00238624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25398e-06, 0, 0.00238498, 0, 0
22.1821, 0, 0.00232367, 0, 1.41421, -0.00232367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58123e-06, 0, 0.00232209, 0, 0
22.1899, 0, 0.0022625, 0, 1.41421, -0.0022625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01792e-06, 0, 0.00226048, 0, 0
22.1978, 0, 0.00220284, 0, 1.41421, -0.00220284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59772e-06, 0, 0.00220024, 0, 0
22.2057, 0, 0.00214475, 0, 1.41421, -0.00214475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36426e-06, 0, 0.00214139, 0, 0
22.2136, 0, 0.00208835, 0, 1.41421, -0.00208835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3726e-06, 0, 0.00208398, 0, 0
22.2215, 0, 0.00203376, 0, 1.41421, -0.00203376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69229e-06, 0, 0.00202806, 0, 0
22.2293, 0, 0.00198107, 0, 1.41421, -0.00198107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.41205e-06, 0, 0.00197366, 0, 0
22.2372, 0, 0.00193045, 0, 1.41421, -0.00193045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.64188e-06, 0, 0.0019208, 0, 0
22.2451, 0, 0.00188203, 0, 1.41421, -0.00188203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25191e-05, 0, 0.00186951, 0, 0
22.253, 0, 0.00183601, 0, 1.41421, -0.00183601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62138e-05, 0, 0.0018198, 0, 0
22.2609, 0, 0.00179261, 0, 1.41421, -0.00179261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0934e-05, 0, 0.00177167, 0, 0
22.2688, 0, 0.00175204, 0, 1.41421, -0.00175204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69381e-05, 0, 0.0017251, 0, 0
22.2766, 0, 0.00171463, 0, 1.41421, -0.00171463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45366e-05, 0, 0.00168009, 0, 0
22.2845, 0, 0.00168072, 0, 1.41421, -0.00168072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41036e-05, 0, 0.00163662, 0, 0
22.2924, 0, 0.00165073, 0, 1.41421, -0.00165073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60962e-05, 0, 0.00159463, 0, 0
22.3003, 0, 0.00162516, 0, 1.41421, -0.00162516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10527e-05, 0, 0.00155411, 0, 0
22.3082, 0, 0.00160462, 0, 1.41421, -0.00160462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.96095e-05, 0, 0.00151501, 0, 0
22.3161, 0, 0.00158979, 0, 1.41421, -0.00158979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000112532, 0, 0.00147726, 0, 0
22.3239, 0, 0.00158152, 0, 1.41421, -0.00158152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000140701, 0, 0.00144081, 0, 0
22.3318, 0, 0.00158075, 0, 1.41421, -0.00158075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000175138, 0, 0.00140562, 0, 0
22.3397, 0, 0.00158863, 0, 1.41421, -0.00158863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00021705, 0, 0.00137158, 0, 0
22.3476, 0, 0.00160645, 0, 1.41421, -0.00160645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000267797, 0, 0.00133866, 0, 0
22.3555, 0, 0.00163569, 0, 1.41421, -0.00163569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000328935, 0, 0.00130676, 0, 0
22.3633, 0, 0.00167804, 0, 1.41421, -0.00167804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000402224, 0, 0.00127582, 0, 0
22.3712, 0, 0.00173539, 0, 1.41421, -0.00173539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000489615, 0, 0.00124577, 0, 0
22.3791, 0, 0.00180987, 0, 1.41421, -0.00180987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00059335, 0, 0.00121652, 0, 0
22.387, 0, 0.00190385, 0, 1.41421, -0.00190385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000715838, 0, 0.00118801, 0, 0
22.3949, 0, 0.00201986, 0, 1.41421, -0.00201986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000859695, 0, 0.00116016, 0, 0
22.4028, 0, 0.00216078, 0, 1.41421, -0.00216078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00102787, 0, 0.00113291, 0, 0
22.4106, 0, 0.0023296, 0, 1.41421, -0.0023296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00122343, 0, 0.00110617, 0, 0
22.4185, 0, 0.0025295, 0, 1.41421, -0.0025295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0014496, 0, 0.0010799, 0, 0
22.4264, 0, 0.00276396, 0, 1.41421, -0.00276396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00170994, 0, 0.00105402, 0, 0
22.4343, 0, 0.00303646, 0, 1.41421, -0.00303646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00200798, 0, 0.00102848, 0, 0
22.4422, 0, 0.00335054, 0, 1.41421, -0.00335054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00234731, 0, 0.00100323, 0, 0
22.4501, 0, 0.00370999, 0, 1.41421, -0.00370999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00273178, 0, 0.000978215, 0, 0
22.4579, 0, 0.00411837, 0, 1.41421, -0.00411837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00316498, 0, 0.000953394, 0, 0
22.4658, 0, 0.00457917, 0, 1.41421, -0.00457917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00365044, 0, 0.000928729, 0, 0
22.4737, 0, 0.00509571, 0, 1.41421, -0.00509571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00419153, 0, 0.000904187, 0, 0
22.4816, 0, 0.00567087, 0, 1.41421, -0.00567087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00479112, 0, 0.000879747, 0, 0
22.4895, 0, 0.00630757, 0, 1.41421, -0.00630757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00545219, 0, 0.000855376, 0, 0
22.4973, 0, 0.00700781, 0, 1.41421, -0.00700781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00617675, 0, 0.000831061, 0, 0
22.5052, 0, 0.00777295, 0, 1.41421, -0.00777295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00696615, 0, 0.0008068, 0, 0
