   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_72.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
5.85746, 184, 173.836, 31.1043, 13.6382, 10.164, 31.1043, 0, 31.1043, 31.1044, 31.1047, 32.5484, 172.391, 31.1043, 31.1043, 31.1043, 31.1043, 31.1043, 31.1043, 31.1043, 31.1043, 31.1043, 31.1043, 31.1043, 31.1043, 31.1043, 31.1044
5.86536, 156, 181.063, 31.1399, 12.5698, -25.0634, 31.1399, 0, 31.1399, 31.14, 31.1402, 32.5978, 179.605, 31.1399, 31.1399, 31.1399, 31.1399, 31.1399, 31.1399, 31.1399, 31.1399, 31.1399, 31.1399, 31.1399, 31.1399, 31.1399, 31.14
5.87325, 194, 186.889, 31.175, 14, 7.11107, 31.175, 0, 31.175, 31.1751, 31.1753, 32.6467, 185.417, 31.175, 31.175, 31.175, 31.175, 31.175, 31.175, 31.175, 31.175, 31.175, 31.175, 31.175, 31.175, 31.175, 31.1751
5.88115, 220, 191.129, 31.2098, 14.8997, 28.8709, 31.2098, 0, 31.2098, 31.2098, 31.21, 32.6954, 189.643, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098, 31.2098
5.88904, 194, 193.647, 31.2442, 14, 0.352722, 31.2442, 0, 31.2442, 31.2442, 31.2444, 32.7438, 192.147, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442, 31.2442
5.89694, 206, 194.364, 31.2784, 14.4222, 11.6357, 31.2784, 0, 31.2784, 31.2784, 31.2785, 32.792, 192.851, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784, 31.2784
5.90483, 178, 193.261, 31.3125, 13.4164, -15.261, 31.3125, 0, 31.3125, 31.3126, 31.3127, 32.8402, 191.733, 31.3125, 31.3125, 31.3125, 31.3125, 31.3125, 31.3125, 31.3125, 31.3125, 31.3125, 31.3125, 31.3125, 31.3125, 31.3125, 31.3126
5.91273, 194, 190.38, 31.3467, 14, 3.62012, 31.3467, 0, 31.3467, 31.3468, 31.3468, 32.8886, 188.838, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467, 31.3467
5.92063, 240, 185.822, 31.381, 15.5563, 54.1779, 31.381, 0, 31.381, 31.3811, 31.3811, 32.9372, 184.266, 31.381, 31.381, 31.381, 31.381, 31.381, 31.381, 31.381, 31.381, 31.381, 31.381, 31.381, 31.381, 31.381, 31.381
5.92852, 228, 179.74, 31.4156, 15.1658, 48.2596, 31.4156, 0, 31.4156, 31.4157, 31.4157, 32.9861, 178.17, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156, 31.4156
5.93642, 162, 172.335, 31.4507, 12.8062, -10.3345, 31.4507, 0, 31.4507, 31.4507, 31.4507, 33.0356, 170.75, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507, 31.4507
5.94431, 176, 163.837, 31.4862, 13.3417, 12.163, 31.4862, 0, 31.4862, 31.4863, 31.4863, 33.0857, 162.237, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862, 31.4862
5.95221, 176, 154.501, 31.5225, 13.3417, 21.4992, 31.5225, 0, 31.5225, 31.5225, 31.5225, 33.1366, 152.887, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225, 31.5225
5.96011, 166, 144.59, 31.5596, 12.9615, 21.4101, 31.5596, 0, 31.5596, 31.5596, 31.5596, 33.1886, 142.961, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596, 31.5596
5.968, 142, 134.368, 31.5975, 12, 7.6324, 31.5975, 0, 31.5975, 31.5976, 31.5976, 33.2417, 132.723, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975, 31.5975
5.9759, 110, 124.08, 31.6365, 10.583, -14.08, 31.6365, 0, 31.6365, 31.6366, 31.6365, 33.2963, 122.42, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365, 31.6365
5.98379, 126, 113.953, 31.6766, 11.3137, 12.0473, 31.6766, 0, 31.6766, 31.6766, 31.6766, 33.3524, 112.277, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766, 31.6766
5.99169, 120, 104.183, 31.7178, 11.0454, 15.8167, 31.7178, 0, 31.7178, 31.7178, 31.7178, 33.4105, 102.491, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178, 31.7178
5.99959, 126, 94.9317, 31.7602, 11.3137, 31.0683, 31.7602, 0, 31.7602, 31.7602, 31.7602, 33.471, 93.2208, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602, 31.7602
6.00748, 78, 86.3235, 31.8038, 8.94427, -8.32352, 31.8038, 0, 31.8038, 31.8038, 31.8038, 33.5346, 84.5927, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038, 31.8038
6.01538, 68, 78.4472, 31.8486, 8.3666, -10.4472, 31.8486, 0, 31.8486, 31.8486, 31.8486, 33.6025, 76.6933, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486, 31.8486
6.02327, 56, 71.3566, 31.8945, 7.61577, -15.3566, 31.8945, 0, 31.8945, 31.8945, 31.8945, 33.6763, 69.5747, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945, 31.8945
6.03117, 82, 65.0744, 31.9415, 9.16515, 16.9256, 31.9415, 0, 31.9415, 31.9416, 31.9416, 33.7589, 63.2569, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415, 31.9415
6.03907, 48, 59.5973, 31.9896, 7.07107, -11.5973, 31.9896, 0, 31.9896, 31.9896, 31.9896, 33.8545, 57.7324, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896, 31.9896
6.04696, 60, 54.9019, 32.0386, 7.87401, 5.09806, 32.0386, 0, 32.0386, 32.0386, 32.0386, 33.9696, 52.9709, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386, 32.0386
6.05486, 54, 50.951, 32.0884, 7.48331, 3.04903, 32.0884, 0, 32.0884, 32.0885, 32.0884, 34.1144, 48.9249, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884, 32.0884
6.06275, 36, 47.7005, 32.139, 6.16441, -11.7005, 32.139, 0, 32.139, 32.139, 32.139, 34.3044, 45.535, 32.139, 32.139, 32.139, 32.139, 32.139, 32.139, 32.139, 32.139, 32.139, 32.139, 32.139, 32.139, 32.139, 32.139
6.07065, 48, 45.1062, 32.1901, 7.07107, 2.8938, 32.1901, 0, 32.1901, 32.1901, 32.1901, 34.5625, 42.7337, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901, 32.1901
6.07855, 30, 43.1327, 32.2416, 5.65685, -13.1327, 32.2416, 0, 32.2417, 32.2417, 32.2417, 34.9232, 40.4511, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416, 32.2416
6.08644, 42, 41.7602, 32.2935, 6.63325, 0.239754, 32.2935, 0, 32.2936, 32.2936, 32.2936, 35.4364, 38.6173, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935, 32.2935
6.09434, 44, 40.9939, 32.3456, 6.78233, 3.00608, 32.3456, 0, 32.3457, 32.3457, 32.3457, 36.1747, 37.1648, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456, 32.3456
6.10223, 56, 40.8749, 32.3978, 7.61577, 15.1251, 32.3978, 0, 32.3978, 32.3978, 32.3978, 37.2413, 36.0314, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978, 32.3978
6.11013, 32, 41.492, 32.4499, 5.83095, -9.49204, 32.4499, 0, 32.4499, 32.4499, 32.4499, 38.7811, 35.1608, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499, 32.4499
6.11803, 42, 42.9968, 32.5018, 6.63325, -0.996803, 32.5018, 0, 32.5019, 32.5019, 32.5019, 40.9955, 34.5031, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018, 32.5018
6.12592, 74, 45.6213, 32.5535, 8.7178, 28.3787, 32.5535, 0, 32.5535, 32.5536, 32.5536, 44.1591, 34.0157, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535, 32.5535
6.13382, 80, 49.6985, 32.6048, 9.05539, 30.3015, 32.6048, 0, 32.6049, 32.6049, 32.6049, 48.6409, 33.6624, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048, 32.6048
6.14171, 78, 55.6886, 32.6557, 8.94427, 22.3114, 32.6557, 0, 32.6557, 32.6558, 32.6557, 54.9311, 33.4131, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557, 32.6557
6.14961, 96, 64.2066, 32.7061, 9.8995, 31.7934, 32.7061, 0, 32.7061, 32.7061, 32.7061, 63.6691, 33.2435, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061, 32.7061
6.15751, 114, 76.0509, 32.7559, 10.7703, 37.9491, 32.7559, 0, 32.7559, 32.7559, 32.7559, 75.6725, 33.1342, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559, 32.7559
6.1654, 108, 92.2429, 32.8051, 10.4881, 15.7571, 32.8051, 0, 32.8051, 32.8051, 32.8051, 91.9781, 33.0698, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051, 32.8051
6.1733, 148, 114.053, 32.8535, 12.2474, 33.9467, 32.8535, 0, 32.8536, 32.8536, 32.8536, 113.868, 33.0385, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535, 32.8535
6.18119, 208, 143.036, 32.9014, 14.4914, 64.9642, 32.9014, 0, 32.9014, 32.9014, 32.9014, 142.906, 33.0314, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014, 32.9014
6.18909, 244, 181.05, 32.9484, 15.6844, 62.9501, 32.9484, 0, 32.9484, 32.9484, 32.9484, 180.956, 33.042, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484, 32.9484
6.19699, 276, 230.275, 32.9947, 16.6733, 45.7247, 32.9947, 0, 32.9947, 32.9948, 32.9948, 230.204, 33.0655, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947, 32.9947
6.20488, 358, 293.209, 33.0403, 18.9737, 64.7912, 33.0403, 0, 33.0403, 33.0403, 33.0403, 293.15, 33.099, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403, 33.0403
6.21278, 486, 372.642, 33.085, 22.0907, 113.358, 33.085, 0, 33.085, 33.085, 33.085, 372.586, 33.1404, 33.085, 33.085, 33.085, 33.085, 33.085, 33.085, 33.085, 33.085, 33.085, 33.085, 33.085, 33.085, 33.085, 33.085
6.22067, 598, 471.612, 33.1289, 24.4949, 126.388, 33.1289, 0, 33.1289, 33.129, 33.129, 471.552, 33.1891, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289, 33.1289
6.22857, 672, 593.316, 33.1721, 25.9615, 78.6838, 33.1721, 0, 33.1721, 33.1721, 33.1721, 593.243, 33.2451, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721, 33.1721
6.23647, 836, 741.038, 33.2144, 28.9482, 94.9624, 33.2144, 0, 33.2144, 33.2144, 33.2144, 740.943, 33.3094, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144, 33.2144
6.24436, 996, 917.918, 33.2559, 31.5911, 78.0825, 33.2559, 0, 33.2559, 33.2559, 33.2559, 917.789, 33.384, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559, 33.2559
6.25226, 1260, 1126.84, 33.2965, 35.5246, 133.158, 33.2965, 0, 33.2965, 33.2965, 33.2965, 1126.67, 33.4714, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965, 33.2965
6.26015, 1600, 1370.26, 33.3363, 40.025, 229.738, 33.3363, 0, 33.3364, 33.3364, 33.3364, 1370.02, 33.5756, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363, 33.3363
6.26805, 1784, 1649.83, 33.3753, 42.2611, 134.17, 33.3753, 0, 33.3753, 33.3753, 33.3753, 1649.5, 33.701, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753, 33.3753
6.27595, 2062, 1966.29, 33.4134, 45.4313, 95.7137, 33.4134, 0, 33.4134, 33.4135, 33.4135, 1965.85, 33.8534, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134, 33.4134
6.28384, 2298, 2319.23, 33.4507, 47.9583, -21.2327, 33.4507, 0, 33.4507, 33.4508, 33.4507, 2318.64, 34.0396, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507, 33.4507
6.29174, 2876, 2706.86, 33.4871, 53.647, 169.144, 33.4871, 0, 33.4871, 33.4872, 33.4872, 2706.08, 34.2675, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871, 33.4871
6.29963, 3150, 3125.71, 33.5226, 56.1427, 24.2856, 33.5226, 0, 33.5226, 33.5227, 33.5227, 3124.69, 34.546, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226, 33.5226
6.30753, 3576, 3570.87, 33.5572, 59.8164, 5.12842, 33.5572, 0, 33.5572, 33.5573, 33.5573, 3569.54, 34.8849, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572, 33.5572
6.31543, 4076, 4035.66, 33.5909, 63.8592, 40.3357, 33.5909, 0, 33.5909, 33.5909, 33.5909, 4033.96, 35.2948, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909, 33.5909
6.32332, 4394, 4511.76, 33.6235, 66.3023, -117.761, 33.6235, 0, 33.6235, 33.6236, 33.6236, 4509.6, 35.7862, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235, 33.6235
6.33122, 4884, 4989.6, 33.6551, 69.8999, -105.604, 33.6551, 0, 33.6551, 33.6552, 33.6552, 4986.89, 36.3701, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551, 33.6551
6.33911, 5642, 5458.41, 33.6856, 75.1266, 183.594, 33.6856, 0, 33.6856, 33.6857, 33.6857, 5455.04, 37.0563, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856, 33.6856
6.34701, 5966, 5906.67, 33.7149, 77.2528, 59.3301, 33.7149, 0, 33.7149, 33.7149, 33.715, 5902.53, 37.8534, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149, 33.7149
6.35491, 6218, 6322.61, 33.7429, 78.867, -104.611, 33.7429, 0, 33.7429, 33.7429, 33.743, 6317.59, 38.7681, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429, 33.7429
6.3628, 6686, 6694.68, 33.7695, 81.7802, -8.67822, 33.7695, 0, 33.7695, 33.7695, 33.7695, 6688.64, 39.804, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695, 33.7695
6.3707, 7030, 7012.07, 33.7945, 83.857, 17.9346, 33.7945, 0, 33.7945, 33.7945, 33.7945, 7004.9, 40.9611, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945, 33.7945
6.37859, 7396, 7265.25, 33.8177, 86.0116, 130.749, 33.8177, 0, 33.8177, 33.8178, 33.8178, 7256.83, 42.2349, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177, 33.8177
6.38649, 7304, 7446.47, 33.8391, 85.4751, -142.467, 33.8391, 0, 33.8391, 33.8391, 33.8391, 7436.69, 43.6162, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391, 33.8391
6.39439, 7502, 7550.09, 33.8583, 86.6256, -48.0928, 33.8583, 0, 33.8583, 33.8583, 33.8583, 7538.86, 45.0902, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583, 33.8583
6.40228, 7646, 7572.95, 33.8751, 87.4528, 73.0493, 33.8751, 0, 33.8751, 33.8751, 33.8752, 7560.19, 46.6365, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751, 33.8751
6.41018, 7646, 7514.47, 33.8893, 87.4528, 131.533, 33.8893, 0, 33.8893, 33.8894, 33.8894, 7500.13, 48.2296, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893, 33.8893
6.41807, 7186, 7376.7, 33.9007, 84.7821, -190.7, 33.9007, 0, 33.9007, 33.9008, 33.9008, 7360.76, 49.8386, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007, 33.9007
6.42597, 7148, 7164.18, 33.9091, 84.5577, -16.1772, 33.9091, 0, 33.9091, 33.9091, 33.9092, 7146.66, 51.4291, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091, 33.9091
6.43387, 6908, 6883.75, 33.9141, 83.1264, 24.2549, 33.9141, 0, 33.9141, 33.9141, 33.9142, 6864.7, 52.9631, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141, 33.9141
6.44176, 6512, 6544.12, 33.9156, 80.7094, -32.124, 33.9156, 0, 33.9156, 33.9156, 33.9157, 6523.64, 54.4014, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156, 33.9156
6.44966, 6108, 6155.4, 33.9133, 78.1665, -47.4033, 33.9133, 0, 33.9133, 33.9133, 33.9134, 6133.61, 55.7049, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133, 33.9133
6.45755, 5920, 5728.75, 33.9072, 76.9545, 191.245, 33.9072, 0, 33.9072, 33.9073, 33.9074, 5705.83, 56.8362, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072, 33.9072
6.46545, 5334, 5275.72, 33.8972, 73.0479, 58.2808, 33.8972, 0, 33.8972, 33.8972, 33.8974, 5251.85, 57.7614, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972, 33.8972
6.47334, 4784, 4807.69, 33.8832, 69.1809, -23.6885, 33.8832, 0, 33.8833, 33.8833, 33.8834, 4783.12, 58.4524, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832, 33.8832
6.48124, 4408, 4335.6, 33.8654, 66.4078, 72.4004, 33.8654, 0, 33.8654, 33.8654, 33.8655, 4310.58, 58.8873, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654, 33.8654
6.48914, 3816, 3869.43, 33.8437, 61.79, -53.4307, 33.8437, 0, 33.8437, 33.8438, 33.8439, 3844.22, 59.0522, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437, 33.8437
6.49703, 3384, 3417.91, 33.8185, 58.1893, -33.9128, 33.8185, 0, 33.8185, 33.8186, 33.8187, 3392.79, 58.9419, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185, 33.8185
6.50493, 3132, 2988.33, 33.79, 55.9821, 143.675, 33.79, 0, 33.79, 33.79, 33.7902, 2963.56, 58.5598, 33.79, 33.79, 33.79, 33.79, 33.79, 33.79, 33.79, 33.79, 33.79, 33.79, 33.79, 33.79, 33.79, 33.79
6.51282, 2602, 2586.38, 33.7586, 51.0294, 15.6191, 33.7586, 0, 33.7586, 33.7586, 33.7588, 2562.22, 57.9182, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586, 33.7586
6.52072, 2318, 2216.2, 33.7246, 48.1664, 101.798, 33.7246, 0, 33.7247, 33.7247, 33.7248, 2192.89, 57.0371, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246, 33.7246
6.52862, 1964, 1880.4, 33.6887, 44.3396, 83.5975, 33.6887, 0, 33.6887, 33.6887, 33.6889, 1858.15, 55.9438, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887, 33.6887
6.53651, 1600, 1580.11, 33.6512, 40.025, 19.8871, 33.6512, 0, 33.6512, 33.6513, 33.6514, 1559.09, 54.6706, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512, 33.6512
6.54441, 1352, 1315.35, 33.6128, 36.7967, 36.6464, 33.6128, 0, 33.6128, 33.6128, 33.613, 1295.71, 53.254, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128, 33.6128
6.5523, 1184, 1085.06, 33.5739, 34.4384, 98.9398, 33.5739, 0, 33.574, 33.574, 33.5741, 1066.9, 51.7328, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739, 33.5739
6.5602, 932, 887.33, 33.5352, 30.5614, 44.6701, 33.5352, 0, 33.5352, 33.5353, 33.5354, 870.719, 50.1456, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352, 33.5352
