   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_338.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.69612, 68, 47.9932, 15.7251, 8.3666, 20.0068, 0, 15.7251, 15.9253, 15.7289, 15.7934, 47.7133, 15.7251, 15.7251, 15.7251, 15.7251, 15.7251, 15.7251, 15.7251, 15.7251, 15.7316, 15.7251, 15.7264, 15.7251
3.70401, 66, 47.5503, 15.8297, 8.24621, 18.4497, 0, 15.8297, 16.0299, 15.8335, 15.8947, 47.2753, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.8297, 15.835, 15.8297, 15.8306, 15.8297
3.71189, 84, 46.6641, 15.9347, 9.27362, 37.3359, 0, 15.9347, 16.1348, 15.9384, 15.9956, 46.3944, 15.9347, 15.9347, 15.9347, 15.9347, 15.9347, 15.9347, 15.9347, 15.9347, 15.9389, 15.9347, 15.9352, 15.9347
3.71977, 76, 45.3781, 16.0399, 8.83176, 30.6219, 0, 16.0399, 16.24, 16.0436, 16.0963, 45.114, 16.0399, 16.0399, 16.0399, 16.0399, 16.0399, 16.0399, 16.0399, 16.0399, 16.0433, 16.0399, 16.0402, 16.0399
3.72766, 66, 43.7513, 16.1454, 8.24621, 22.2487, 0, 16.1454, 16.3456, 16.1492, 16.1969, 43.4929, 16.1454, 16.1454, 16.1454, 16.1454, 16.1454, 16.1454, 16.1454, 16.1454, 16.1481, 16.1454, 16.1457, 16.1454
3.73554, 46, 41.854, 16.2513, 6.9282, 4.14595, 0, 16.2513, 16.4514, 16.255, 16.2977, 41.6014, 16.2513, 16.2513, 16.2513, 16.2513, 16.2513, 16.2513, 16.2513, 16.2513, 16.2534, 16.2513, 16.2514, 16.2513
3.74343, 62, 39.7629, 16.3574, 8, 22.2371, 0, 16.3575, 16.5576, 16.3612, 16.3987, 39.516, 16.3574, 16.3574, 16.3574, 16.3574, 16.3574, 16.3574, 16.3574, 16.3574, 16.3592, 16.3574, 16.3575, 16.3574
3.75131, 40, 37.5567, 16.4639, 6.48074, 2.44328, 0, 16.464, 16.6641, 16.4677, 16.5001, 37.3152, 16.4639, 16.4639, 16.4639, 16.4639, 16.4639, 16.4639, 16.4639, 16.4639, 16.4653, 16.4639, 16.464, 16.4639
3.7592, 52, 35.3112, 16.5708, 7.34847, 16.6888, 0, 16.5708, 16.7709, 16.5745, 16.602, 35.0749, 16.5708, 16.5708, 16.5708, 16.5708, 16.5708, 16.5708, 16.5708, 16.5708, 16.5718, 16.5708, 16.5708, 16.5708
3.76708, 26, 33.0958, 16.6779, 5.2915, -7.09576, 0, 16.6779, 16.8781, 16.6817, 16.7046, 32.8643, 16.6779, 16.6779, 16.6779, 16.6779, 16.6779, 16.6779, 16.6779, 16.6779, 16.6787, 16.6779, 16.6779, 16.6779
3.77496, 38, 30.97, 16.7854, 6.32456, 7.02996, 0, 16.7854, 16.9855, 16.7892, 16.8079, 30.7429, 16.7854, 16.7854, 16.7854, 16.7854, 16.7854, 16.7854, 16.7854, 16.7854, 16.786, 16.7854, 16.7854, 16.7854
3.78285, 24, 28.9824, 16.8932, 5.09902, -4.98236, 0, 16.8932, 17.0934, 16.897, 16.912, 28.7592, 16.8932, 16.8932, 16.8932, 16.8932, 16.8932, 16.8932, 16.8932, 16.8932, 16.8937, 16.8932, 16.8932, 16.8932
3.79073, 32, 27.1686, 17.0014, 5.83095, 4.83144, 0, 17.0014, 17.2015, 17.0052, 17.0168, 26.9488, 17.0014, 17.0014, 17.0014, 17.0014, 17.0014, 17.0014, 17.0014, 17.0014, 17.0018, 17.0014, 17.0014, 17.0014
3.79862, 24, 25.5522, 17.1099, 5.09902, -1.55223, 0, 17.1099, 17.31, 17.1137, 17.1225, 25.3354, 17.1099, 17.1099, 17.1099, 17.1099, 17.1099, 17.1099, 17.1099, 17.1099, 17.1102, 17.1099, 17.1099, 17.1099
3.8065, 24, 24.1457, 17.2188, 5.09902, -0.145685, 0, 17.2188, 17.4189, 17.2225, 17.2289, 23.9314, 17.2188, 17.2188, 17.2188, 17.2188, 17.2188, 17.2188, 17.2188, 17.2188, 17.219, 17.2188, 17.2188, 17.2188
3.81439, 8, 22.9512, 17.328, 3.16228, -14.9512, 0, 17.328, 17.5281, 17.3317, 17.336, 22.739, 17.328, 17.328, 17.328, 17.328, 17.328, 17.328, 17.328, 17.328, 17.3281, 17.328, 17.328, 17.328
3.82227, 16, 21.9633, 17.4375, 4.24264, -5.9633, 0, 17.4375, 17.6377, 17.4413, 17.4439, 21.7528, 17.4375, 17.4375, 17.4375, 17.4375, 17.4375, 17.4375, 17.4375, 17.4375, 17.4376, 17.4375, 17.4375, 17.4375
3.83015, 16, 21.1704, 17.5474, 4.24264, -5.17043, 0, 17.5474, 17.7475, 17.5512, 17.5524, 20.9613, 17.5474, 17.5474, 17.5474, 17.5474, 17.5474, 17.5474, 17.5474, 17.5474, 17.5475, 17.5474, 17.5475, 17.5474
3.83804, 14, 20.5573, 17.6576, 4, -6.55727, 0, 17.6577, 17.8578, 17.6615, 17.6616, 20.3492, 17.6576, 17.6576, 17.6576, 17.6576, 17.6576, 17.6576, 17.6576, 17.6576, 17.6577, 17.6576, 17.6577, 17.6576
3.84592, 12, 20.1065, 17.7682, 3.74166, -8.10646, 0, 17.7682, 17.9683, 17.7721, 17.7713, 19.8992, 17.7682, 17.7682, 17.7682, 17.7682, 17.7682, 17.7682, 17.7682, 17.7682, 17.7683, 17.7682, 17.7683, 17.7682
3.85381, 18, 19.8001, 17.8791, 4.47214, -1.8001, 0, 17.8791, 18.0792, 17.883, 17.8815, 19.5934, 17.8791, 17.8791, 17.8791, 17.8791, 17.8791, 17.8791, 17.8791, 17.8791, 17.8791, 17.8791, 17.8793, 17.8791
3.86169, 6, 19.621, 17.9903, 2.82843, -13.621, 0, 17.9903, 18.1904, 17.9942, 17.9922, 19.4146, 17.9903, 17.9903, 17.9903, 17.9903, 17.9903, 17.9903, 17.9903, 17.9903, 17.9903, 17.9903, 17.9905, 17.9903
3.86958, 4, 19.5532, 18.1017, 2.44949, -15.5532, 0, 18.1018, 18.3019, 18.1058, 18.1033, 19.347, 18.1017, 18.1017, 18.1017, 18.1017, 18.1017, 18.1017, 18.1017, 18.1017, 18.1018, 18.1017, 18.1021, 18.1017
3.87746, 0, 19.5827, 18.2134, 1.41421, -19.5827, 0, 18.2134, 18.4136, 18.2176, 18.2147, 19.3766, 18.2134, 18.2134, 18.2134, 18.2134, 18.2134, 18.2134, 18.2134, 18.2134, 18.2134, 18.2134, 18.2139, 18.2134
3.88534, 10, 19.6974, 18.3253, 3.4641, -9.69744, 0, 18.3253, 18.5255, 18.3297, 18.3264, 19.4911, 18.3253, 18.3253, 18.3253, 18.3253, 18.3253, 18.3253, 18.3253, 18.3253, 18.3253, 18.3253, 18.326, 18.3253
3.89323, 10, 19.8868, 18.4374, 3.4641, -9.88683, 0, 18.4374, 18.6375, 18.442, 18.4383, 19.6802, 18.4374, 18.4374, 18.4374, 18.4374, 18.4374, 18.4374, 18.4374, 18.4374, 18.4374, 18.4374, 18.4383, 18.4374
3.90111, 10, 20.1418, 18.5495, 3.4641, -10.1418, 0, 18.5495, 18.7496, 18.5544, 18.5503, 19.9345, 18.5495, 18.5495, 18.5495, 18.5495, 18.5495, 18.5495, 18.5495, 18.5495, 18.5495, 18.5495, 18.5508, 18.5495
3.909, 12, 20.4538, 18.6616, 3.74166, -8.45382, 0, 18.6616, 18.8617, 18.6669, 18.6623, 20.2458, 18.6616, 18.6616, 18.6616, 18.6616, 18.6616, 18.6616, 18.6616, 18.6616, 18.6616, 18.6616, 18.6633, 18.6616
3.91688, 8, 20.815, 18.7736, 3.16228, -12.815, 0, 18.7736, 18.9738, 18.7796, 18.7743, 20.6059, 18.7736, 18.7736, 18.7736, 18.7736, 18.7736, 18.7736, 18.7736, 18.7736, 18.7736, 18.7736, 18.7759, 18.7736
3.92477, 8, 21.2169, 18.8855, 3.16228, -13.2169, 0, 18.8855, 19.0856, 18.8922, 18.8862, 21.0064, 18.8855, 18.8855, 18.8855, 18.8855, 18.8855, 18.8855, 18.8855, 18.8855, 18.8855, 18.8855, 18.8884, 18.8855
3.93265, 6, 21.6507, 18.9971, 2.82843, -15.6507, 0, 18.9971, 19.1972, 19.0049, 18.9978, 21.4384, 18.9971, 18.9971, 18.9971, 18.9971, 18.9971, 18.9971, 18.9971, 18.9971, 18.9971, 18.9971, 19.0008, 18.9971
3.94053, 14, 22.1064, 19.1084, 4, -8.10641, 0, 19.1084, 19.3085, 19.1175, 19.109, 21.8918, 19.1084, 19.1084, 19.1084, 19.1084, 19.1084, 19.1084, 19.1084, 19.1084, 19.1084, 19.1084, 19.113, 19.1084
3.94842, 12, 22.5733, 19.2191, 3.74166, -10.5733, 0, 19.2192, 19.4193, 19.2301, 19.2198, 22.3559, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2191, 19.2248, 19.2191
3.9563, 8, 23.0397, 19.3294, 3.16228, -15.0397, 0, 19.3294, 19.5295, 19.3427, 19.33, 22.8188, 19.3294, 19.3294, 19.3294, 19.3294, 19.3294, 19.3294, 19.3294, 19.3294, 19.3294, 19.3294, 19.3363, 19.3294
3.96419, 16, 23.4934, 19.439, 4.24264, -7.49337, 0, 19.439, 19.6391, 19.4553, 19.4397, 23.268, 19.439, 19.439, 19.439, 19.439, 19.439, 19.439, 19.439, 19.439, 19.439, 19.439, 19.4473, 19.439
3.97207, 10, 23.9218, 19.5479, 3.4641, -13.9218, 0, 19.5479, 19.7481, 19.568, 19.5486, 23.6912, 19.5479, 19.5479, 19.5479, 19.5479, 19.5479, 19.5479, 19.5479, 19.5479, 19.5479, 19.5479, 19.5577, 19.5479
3.97996, 16, 24.3132, 19.6561, 4.24264, -8.31318, 0, 19.6561, 19.8562, 19.681, 19.6567, 24.0761, 19.6561, 19.6561, 19.6561, 19.6561, 19.6561, 19.6561, 19.6561, 19.6561, 19.6561, 19.6561, 19.6674, 19.6561
3.98784, 12, 24.6565, 19.7634, 3.74166, -12.6565, 0, 19.7634, 19.9636, 19.7943, 19.7641, 24.4118, 19.7634, 19.7634, 19.7634, 19.7634, 19.7634, 19.7634, 19.7634, 19.7634, 19.7634, 19.7634, 19.7764, 19.7634
3.99572, 22, 24.9428, 19.87, 4.89898, -2.94276, 0, 19.87, 20.0701, 19.9084, 19.8707, 24.6889, 19.87, 19.87, 19.87, 19.87, 19.87, 19.87, 19.87, 19.87, 19.87, 19.87, 19.8846, 19.87
4.00361, 14, 25.165, 19.9758, 4, -11.165, 0, 19.9758, 20.176, 20.0233, 19.9766, 24.9002, 19.9758, 19.9758, 19.9758, 19.9758, 19.9758, 19.9758, 19.9758, 19.9758, 19.9758, 19.9758, 19.9921, 19.9758
4.01149, 16, 25.3189, 20.0809, 4.24264, -9.31893, 0, 20.0809, 20.281, 20.1394, 20.0817, 25.0416, 20.0809, 20.0809, 20.0809, 20.0809, 20.0809, 20.0809, 20.0809, 20.0809, 20.0809, 20.0809, 20.0987, 20.0809
4.01938, 16, 25.4035, 20.1853, 4.24264, -9.40351, 0, 20.1853, 20.3855, 20.2569, 20.1862, 25.1116, 20.1853, 20.1853, 20.1853, 20.1853, 20.1853, 20.1853, 20.1853, 20.1853, 20.1853, 20.1853, 20.2046, 20.1853
4.02726, 18, 25.4205, 20.2892, 4.47214, -7.42051, 0, 20.2892, 20.4893, 20.3761, 20.2902, 25.1119, 20.2892, 20.2892, 20.2892, 20.2892, 20.2892, 20.2892, 20.2892, 20.2892, 20.2892, 20.2892, 20.3097, 20.2892
4.03515, 20, 25.3746, 20.3926, 4.69042, -5.37464, 0, 20.3926, 20.5928, 20.4973, 20.3938, 25.0472, 20.3926, 20.3926, 20.3926, 20.3926, 20.3926, 20.3926, 20.3926, 20.3926, 20.3926, 20.3926, 20.4141, 20.3926
4.04303, 10, 25.2731, 20.4957, 3.4641, -15.2731, 0, 20.4957, 20.6959, 20.6206, 20.497, 24.9246, 20.4957, 20.4957, 20.4957, 20.4957, 20.4957, 20.4957, 20.4957, 20.4957, 20.4957, 20.4957, 20.518, 20.4957
4.05092, 18, 25.1251, 20.5987, 4.47214, -7.12514, 0, 20.5987, 20.7988, 20.746, 20.6001, 24.7535, 20.5987, 20.5987, 20.5987, 20.5987, 20.5987, 20.5987, 20.5987, 20.5987, 20.5987, 20.5987, 20.6213, 20.5987
4.0588, 8, 24.9413, 20.7016, 3.16228, -16.9413, 0, 20.7016, 20.9017, 20.8737, 20.7032, 24.5445, 20.7016, 20.7016, 20.7016, 20.7016, 20.7016, 20.7016, 20.7016, 20.7016, 20.7016, 20.7016, 20.7243, 20.7016
4.06668, 12, 24.7328, 20.8045, 3.74166, -12.7328, 0, 20.8046, 21.0047, 21.0034, 20.8065, 24.3093, 20.8045, 20.8045, 20.8045, 20.8045, 20.8045, 20.8045, 20.8045, 20.8045, 20.8045, 20.8045, 20.8271, 20.8045
4.07457, 18, 24.5109, 20.9077, 4.47214, -6.51087, 0, 20.9077, 21.1079, 21.1347, 20.91, 24.0594, 20.9077, 20.9077, 20.9077, 20.9077, 20.9077, 20.9077, 20.9077, 20.9077, 20.9077, 20.9077, 20.9298, 20.9077
4.08245, 22, 24.286, 21.0113, 4.89898, -2.28601, 0, 21.0113, 21.2114, 21.2673, 21.0139, 23.806, 21.0113, 21.0113, 21.0113, 21.0113, 21.0113, 21.0113, 21.0113, 21.0113, 21.0113, 21.0113, 21.0325, 21.0113
4.09034, 14, 24.0676, 21.1152, 4, -10.0676, 0, 21.1153, 21.3154, 21.4006, 21.1183, 23.5589, 21.1152, 21.1152, 21.1152, 21.1152, 21.1152, 21.1152, 21.1152, 21.1152, 21.1152, 21.1152, 21.1354, 21.1152
4.09822, 12, 23.8635, 21.2197, 3.74166, -11.8635, 0, 21.2197, 21.4199, 21.5338, 21.2232, 23.3269, 21.2197, 21.2197, 21.2197, 21.2197, 21.2197, 21.2197, 21.2197, 21.2197, 21.2197, 21.2197, 21.2386, 21.2197
4.1061, 10, 23.6796, 21.3248, 3.4641, -13.6796, 0, 21.3248, 21.5249, 21.6661, 21.3288, 23.1167, 21.3248, 21.3248, 21.3248, 21.3248, 21.3248, 21.3248, 21.3248, 21.3248, 21.3248, 21.3248, 21.3422, 21.3248
4.11399, 2, 23.5201, 21.4305, 2, -21.5201, 0, 21.4305, 21.6306, 21.7967, 21.435, 22.9333, 21.4305, 21.4305, 21.4305, 21.4305, 21.4305, 21.4305, 21.4305, 21.4305, 21.4305, 21.4305, 21.4464, 21.4305
4.12187, 12, 23.3874, 21.5368, 3.74166, -11.3874, 0, 21.5368, 21.737, 21.9248, 21.542, 22.7798, 21.5368, 21.5368, 21.5368, 21.5368, 21.5368, 21.5368, 21.5368, 21.5368, 21.5368, 21.5368, 21.5511, 21.5368
4.12976, 14, 23.2822, 21.6438, 4, -9.28216, 0, 21.6438, 21.844, 22.0496, 21.6496, 22.6578, 21.6438, 21.6438, 21.6438, 21.6438, 21.6438, 21.6438, 21.6438, 21.6438, 21.6438, 21.6438, 21.6565, 21.6438
4.13764, 8, 23.2039, 21.7515, 3.16228, -15.2039, 0, 21.7515, 21.9516, 22.1703, 21.7579, 22.5674, 21.7515, 21.7515, 21.7515, 21.7515, 21.7515, 21.7515, 21.7515, 21.7515, 21.7515, 21.7515, 21.7626, 21.7515
4.14553, 16, 23.1509, 21.8598, 4.24264, -7.15088, 0, 21.8598, 22.0599, 22.2865, 21.8668, 22.5073, 21.8598, 21.8598, 21.8598, 21.8598, 21.8598, 21.8598, 21.8598, 21.8598, 21.8598, 21.8598, 21.8694, 21.8598
4.15341, 6, 23.1209, 21.9687, 2.82843, -17.1209, 0, 21.9687, 22.1689, 22.3978, 21.9764, 22.4756, 21.9687, 21.9687, 21.9687, 21.9687, 21.9687, 21.9687, 21.9687, 21.9687, 21.9687, 21.9687, 21.977, 21.9687
4.1613, 4, 23.1112, 22.0782, 2.44949, -19.1112, 0, 22.0782, 22.2784, 22.5041, 22.0865, 22.4697, 22.0782, 22.0782, 22.0782, 22.0782, 22.0782, 22.0782, 22.0782, 22.0782, 22.0782, 22.0782, 22.0854, 22.0782
4.16918, 8, 23.1189, 22.1883, 3.16228, -15.1189, 0, 22.1883, 22.3884, 22.6055, 22.1971, 22.4865, 22.1883, 22.1883, 22.1883, 22.1883, 22.1883, 22.1883, 22.1883, 22.1883, 22.1883, 22.1883, 22.1945, 22.1883
4.17706, 6, 23.1412, 22.2989, 2.82843, -17.1412, 0, 22.2989, 22.4991, 22.7023, 22.3082, 22.523, 22.2989, 22.2989, 22.2989, 22.2989, 22.2989, 22.2989, 22.2989, 22.2989, 22.2989, 22.2989, 22.3043, 22.2989
4.18495, 20, 23.1758, 22.41, 4.69042, -3.17579, 0, 22.4101, 22.6102, 22.7949, 22.4197, 22.5762, 22.41, 22.41, 22.41, 22.41, 22.41, 22.41, 22.41, 22.41, 22.41, 22.41, 22.4149, 22.41
4.19283, 16, 23.2204, 22.5216, 4.24264, -7.22037, 0, 22.5217, 22.7218, 22.8842, 22.5316, 22.6432, 22.5216, 22.5216, 22.5216, 22.5216, 22.5216, 22.5216, 22.5216, 22.5216, 22.5216, 22.5216, 22.5262, 22.5216
4.20072, 10, 23.2732, 22.6337, 3.4641, -13.2732, 0, 22.6337, 22.8339, 22.9707, 22.6438, 22.7214, 22.6337, 22.6337, 22.6337, 22.6337, 22.6337, 22.6337, 22.6337, 22.6337, 22.6337, 22.6337, 22.6383, 22.6337
4.2086, 10, 23.333, 22.7462, 3.4641, -13.333, 0, 22.7462, 22.9463, 23.0555, 22.7563, 22.8086, 22.7462, 22.7462, 22.7462, 22.7462, 22.7462, 22.7462, 22.7462, 22.7462, 22.7462, 22.7462, 22.751, 22.7462
4.21649, 4, 23.3987, 22.8591, 2.44949, -19.3987, 0, 22.8591, 23.0592, 23.1392, 22.8692, 22.9029, 22.8591, 22.8591, 22.8591, 22.8591, 22.8591, 22.8591, 22.8591, 22.8591, 22.8591, 22.8591, 22.8644, 22.8591
4.22437, 12, 23.4696, 22.9724, 3.74166, -11.4696, 0, 22.9724, 23.1725, 23.2229, 22.9823, 23.0028, 22.9724, 22.9724, 22.9724, 22.9724, 22.9724, 22.9724, 22.9724, 22.9724, 22.9724, 22.9724, 22.9786, 22.9724
4.23225, 14, 23.5452, 23.086, 4, -9.54523, 0, 23.0861, 23.2862, 23.3073, 23.0956, 23.1068, 23.086, 23.086, 23.086, 23.086, 23.086, 23.086, 23.086, 23.086, 23.086, 23.086, 23.0934, 23.086
4.24014, 10, 23.6253, 23.2001, 3.4641, -13.6253, 0, 23.2001, 23.4002, 23.393, 23.2093, 23.2141, 23.2001, 23.2001, 23.2001, 23.2001, 23.2001, 23.2001, 23.2001, 23.2001, 23.2001, 23.2001, 23.209, 23.2001
4.24802, 8, 23.7097, 23.3145, 3.16228, -15.7097, 0, 23.3145, 23.5147, 23.4806, 23.3232, 23.3238, 23.3145, 23.3145, 23.3145, 23.3145, 23.3145, 23.3145, 23.3145, 23.3145, 23.3145, 23.3145, 23.3253, 23.3145
4.25591, 14, 23.7982, 23.4293, 4, -9.79815, 0, 23.4293, 23.6295, 23.5706, 23.4374, 23.4354, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4293, 23.4423, 23.4293
4.26379, 18, 23.8906, 23.5443, 4.47214, -5.89062, 0, 23.5444, 23.7446, 23.6631, 23.552, 23.5483, 23.5443, 23.5443, 23.5443, 23.5443, 23.5443, 23.5443, 23.5443, 23.5443, 23.5443, 23.5443, 23.56, 23.5443
4.27168, 10, 23.987, 23.6598, 3.4641, -13.987, 0, 23.6598, 23.8601, 23.7585, 23.6668, 23.6624, 23.6598, 23.6598, 23.6598, 23.6598, 23.6598, 23.6598, 23.6598, 23.6598, 23.6598, 23.6598, 23.6784, 23.6598
4.27956, 12, 24.087, 23.7756, 3.74166, -12.087, 0, 23.7756, 23.976, 23.8567, 23.782, 23.7772, 23.7756, 23.7756, 23.7756, 23.7756, 23.7756, 23.7756, 23.7756, 23.7756, 23.7756, 23.7756, 23.7975, 23.7756
4.28744, 4, 24.1905, 23.8917, 2.44949, -20.1905, 0, 23.8917, 24.0922, 23.9577, 23.8975, 23.8927, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.9172, 23.8917
4.29533, 10, 24.2972, 24.0082, 3.4641, -14.2972, 0, 24.0082, 24.2088, 24.0613, 24.0134, 24.0088, 24.0082, 24.0082, 24.0082, 24.0082, 24.0082, 24.0082, 24.0082, 24.0082, 24.0082, 24.0082, 24.0376, 24.0082
4.30321, 8, 24.4069, 24.125, 3.16228, -16.4069, 0, 24.125, 24.3258, 24.1674, 24.1296, 24.1253, 24.125, 24.125, 24.125, 24.125, 24.125, 24.125, 24.125, 24.125, 24.125, 24.125, 24.1585, 24.125
4.3111, 14, 24.5193, 24.2421, 4, -10.5193, 0, 24.2421, 24.4433, 24.2758, 24.2462, 24.2423, 24.2421, 24.2421, 24.2421, 24.2421, 24.2421, 24.2421, 24.2421, 24.2421, 24.2421, 24.2421, 24.2799, 24.2421
4.31898, 6, 24.634, 24.3595, 2.82843, -18.634, 0, 24.3595, 24.5613, 24.3861, 24.3632, 24.3596, 24.3595, 24.3595, 24.3595, 24.3595, 24.3595, 24.3595, 24.3595, 24.3595, 24.3595, 24.3595, 24.4018, 24.3595
4.32687, 20, 24.7509, 24.4772, 4.69042, -4.75091, 0, 24.4772, 24.6798, 24.4982, 24.4805, 24.4773, 24.4772, 24.4772, 24.4772, 24.4772, 24.4772, 24.4772, 24.4772, 24.4772, 24.4772, 24.4772, 24.524, 24.4772
4.33475, 16, 24.8697, 24.5953, 4.24264, -8.86974, 0, 24.5953, 24.799, 24.6119, 24.5982, 24.5954, 24.5953, 24.5953, 24.5953, 24.5953, 24.5953, 24.5953, 24.5953, 24.5953, 24.5953, 24.5953, 24.6465, 24.5953
4.34263, 18, 24.9903, 24.7137, 4.47214, -6.9903, 0, 24.7137, 24.919, 24.7268, 24.7163, 24.7137, 24.7137, 24.7137, 24.7137, 24.7137, 24.7137, 24.7137, 24.7137, 24.7137, 24.7137, 24.7137, 24.7692, 24.7137
4.35052, 14, 25.1126, 24.8323, 4, -11.1126, 0, 24.8323, 25.0399, 24.8429, 24.8347, 24.8323, 24.8323, 24.8323, 24.8323, 24.8323, 24.8323, 24.8323, 24.8323, 24.8323, 24.8323, 24.8323, 24.892, 24.8323
4.3584, 10, 25.2365, 24.9513, 3.4641, -15.2365, 0, 24.9513, 25.1622, 24.9599, 24.9535, 24.9513, 24.9513, 24.9513, 24.9513, 24.9513, 24.9513, 24.9513, 24.9513, 24.9513, 24.9513, 24.9513, 25.0148, 24.9513
4.36629, 16, 25.3623, 25.0706, 4.24264, -9.36227, 0, 25.0706, 25.286, 25.0777, 25.0726, 25.0706, 25.0706, 25.0706, 25.0706, 25.0706, 25.0706, 25.0706, 25.0706, 25.0706, 25.0706, 25.0706, 25.1376, 25.0706
4.37417, 10, 25.4902, 25.1902, 3.4641, -15.4902, 0, 25.1902, 25.4119, 25.1963, 25.1921, 25.1902, 25.1902, 25.1902, 25.1902, 25.1902, 25.1902, 25.1902, 25.1902, 25.1902, 25.1902, 25.1902, 25.2604, 25.1902
4.38206, 16, 25.6206, 25.31, 4.24264, -9.62062, 0, 25.31, 25.5406, 25.3154, 25.3118, 25.31, 25.31, 25.31, 25.31, 25.31, 25.31, 25.31, 25.31, 25.31, 25.31, 25.31, 25.3829, 25.31
4.38994, 18, 25.7544, 25.4302, 4.47214, -7.75436, 0, 25.4302, 25.6727, 25.435, 25.4319, 25.4302, 25.4302, 25.4302, 25.4302, 25.4302, 25.4302, 25.4302, 25.4302, 25.4302, 25.4302, 25.4302, 25.5053, 25.4302
4.39782, 18, 25.8923, 25.5507, 4.47214, -7.89233, 0, 25.5507, 25.8094, 25.5551, 25.5524, 25.5507, 25.5507, 25.5507, 25.5507, 25.5507, 25.5507, 25.5507, 25.5507, 25.5507, 25.5507, 25.5507, 25.6274, 25.5507
4.40571, 14, 26.0359, 25.6714, 4, -12.0359, 0, 25.6715, 25.9522, 25.6756, 25.6731, 25.6714, 25.6714, 25.6714, 25.6714, 25.6714, 25.6714, 25.6714, 25.6714, 25.6714, 25.6714, 25.6714, 25.7493, 25.6714
4.41359, 22, 26.1867, 25.7925, 4.89898, -4.1867, 0, 25.7925, 26.1027, 25.7965, 25.7941, 25.7925, 25.7925, 25.7925, 25.7925, 25.7925, 25.7925, 25.7925, 25.7925, 25.7925, 25.7925, 25.7925, 25.8708, 25.7925
4.42148, 34, 26.3471, 25.9138, 6, 7.65294, 0, 25.9139, 26.2632, 25.9177, 25.9155, 25.9138, 25.9138, 25.9138, 25.9138, 25.9138, 25.9138, 25.9138, 25.9138, 25.9138, 25.9138, 25.9138, 25.9921, 25.9138
4.42936, 20, 26.5198, 26.0355, 4.69042, -6.5198, 0, 26.0355, 26.4367, 26.0393, 26.0371, 26.0355, 26.0355, 26.0355, 26.0355, 26.0355, 26.0355, 26.0355, 26.0355, 26.0355, 26.0355, 26.0355, 26.1131, 26.0355
4.43725, 14, 26.7085, 26.1574, 4, -12.7085, 0, 26.1574, 26.6266, 26.1612, 26.1591, 26.1574, 26.1574, 26.1574, 26.1574, 26.1574, 26.1574, 26.1574, 26.1574, 26.1574, 26.1574, 26.1574, 26.2339, 26.1574
4.44513, 24, 26.9176, 26.2796, 5.09902, -2.91764, 0, 26.2796, 26.8373, 26.2834, 26.2813, 26.2796, 26.2796, 26.2796, 26.2796, 26.2796, 26.2796, 26.2796, 26.2796, 26.2796, 26.2796, 26.2796, 26.3544, 26.2796
4.45302, 38, 27.1525, 26.4021, 6.32456, 10.8475, 0, 26.4021, 27.0742, 26.406, 26.4039, 26.4021, 26.4021, 26.4021, 26.4021, 26.4021, 26.4021, 26.4021, 26.4021, 26.4021, 26.4021, 26.4021, 26.4748, 26.4021
4.4609, 32, 27.4195, 26.5249, 5.83095, 4.58046, 0, 26.5249, 27.3436, 26.5288, 26.5267, 26.5249, 26.5249, 26.5249, 26.5249, 26.5249, 26.5249, 26.5249, 26.5249, 26.5249, 26.5249, 26.5249, 26.5952, 26.5249
4.46878, 30, 27.7263, 26.6479, 5.65685, 2.27373, 0, 26.648, 27.653, 26.6519, 26.6497, 26.6479, 26.6479, 26.6479, 26.6479, 26.6479, 26.6479, 26.6479, 26.6479, 26.6479, 26.6479, 26.6479, 26.7155, 26.6479
4.47667, 38, 28.0813, 26.7713, 6.32456, 9.91867, 0, 26.7713, 28.0109, 26.7753, 26.7731, 26.7713, 26.7713, 26.7713, 26.7713, 26.7713, 26.7713, 26.7713, 26.7713, 26.7713, 26.7713, 26.7713, 26.8359, 26.7713
4.48455, 30, 28.4943, 26.8949, 5.65685, 1.50571, 0, 26.8949, 28.4267, 26.8989, 26.8967, 26.8949, 26.8949, 26.8949, 26.8949, 26.8949, 26.8949, 26.8949, 26.8949, 26.8949, 26.8949, 26.8949, 26.9565, 26.8949
4.49244, 32, 28.9756, 27.0187, 5.83095, 3.02435, 0, 27.0187, 28.911, 27.0229, 27.0206, 27.0187, 27.0187, 27.0187, 27.0187, 27.0187, 27.0187, 27.0187, 27.0187, 27.0187, 27.0187, 27.0187, 27.0773, 27.0187
