   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_185.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.09345, 20, 23.2502, 18.9944, 4.69042, -3.25018, 0, 18.9944, 18.9944, 19.1987, 19.4698, 22.4759, 18.9944, 18.9944, 18.9944, 18.9944, 18.9944, 18.9944, 18.9944, 18.9944, 18.9944, 18.9944, 18.9944, 18.9944, 19.0891, 18.9944
4.10134, 0, 22.9011, 19.0855, 1.41421, -22.9011, 0, 19.0855, 19.0855, 19.2897, 19.6064, 22.0891, 19.0855, 19.0855, 19.0855, 19.0855, 19.0855, 19.0855, 19.0855, 19.0855, 19.0855, 19.0855, 19.0855, 19.0855, 19.1722, 19.0855
4.10922, 14, 22.5799, 19.1772, 4, -8.57985, 0, 19.1772, 19.1772, 19.3814, 19.7412, 21.7332, 19.1772, 19.1772, 19.1772, 19.1772, 19.1772, 19.1772, 19.1772, 19.1772, 19.1772, 19.1772, 19.1772, 19.1772, 19.2556, 19.1772
4.1171, 16, 22.2923, 19.2697, 4.24264, -6.2923, 0, 19.2697, 19.2697, 19.4739, 19.8727, 21.4152, 19.2697, 19.2697, 19.2697, 19.2697, 19.2697, 19.2697, 19.2697, 19.2697, 19.2697, 19.2697, 19.2697, 19.2697, 19.3396, 19.2697
4.12498, 18, 22.0417, 19.3629, 4.47214, -4.04174, 0, 19.3629, 19.3629, 19.5672, 19.9996, 21.1394, 19.3629, 19.3629, 19.3629, 19.3629, 19.3629, 19.3629, 19.3629, 19.3629, 19.3629, 19.3629, 19.3629, 19.3629, 19.4244, 19.3629
4.13286, 6, 21.8292, 19.4569, 2.82843, -15.8292, 0, 19.4569, 19.457, 19.6612, 20.1206, 20.908, 19.4569, 19.4569, 19.4569, 19.4569, 19.4569, 19.4569, 19.4569, 19.4569, 19.4569, 19.457, 19.4569, 19.4569, 19.5102, 19.4569
4.14074, 10, 21.6539, 19.5517, 3.4641, -11.6539, 0, 19.5517, 19.5517, 19.7559, 20.2349, 20.7209, 19.5517, 19.5517, 19.5517, 19.5517, 19.5517, 19.5517, 19.5517, 19.5517, 19.5517, 19.5517, 19.5517, 19.5517, 19.5973, 19.5517
4.14862, 14, 21.5137, 19.6472, 4, -7.51366, 0, 19.6472, 19.6472, 19.8514, 20.3415, 20.5767, 19.6472, 19.6472, 19.6472, 19.6472, 19.6472, 19.6472, 19.6472, 19.6472, 19.6472, 19.6472, 19.6472, 19.6472, 19.6857, 19.6472
4.15651, 14, 21.4052, 19.7434, 4, -7.40522, 0, 19.7434, 19.7434, 19.9476, 20.44, 20.4723, 19.7434, 19.7434, 19.7434, 19.7434, 19.7434, 19.7434, 19.7434, 19.7434, 19.7434, 19.7434, 19.7434, 19.7434, 19.7755, 19.7434
4.16439, 18, 21.3249, 19.8403, 4.47214, -3.32487, 0, 19.8403, 19.8403, 20.0445, 20.5303, 20.4042, 19.8403, 19.8403, 19.8403, 19.8403, 19.8403, 19.8403, 19.8403, 19.8403, 19.8403, 19.8403, 19.8403, 19.8403, 19.8666, 19.8403
4.17227, 10, 21.2687, 19.9377, 3.4641, -11.2687, 0, 19.9377, 19.9377, 20.1419, 20.6125, 20.3683, 19.9377, 19.9377, 19.9377, 19.9377, 19.9377, 19.9377, 19.9377, 19.9377, 19.9377, 19.9377, 19.9377, 19.9377, 19.9592, 19.9377
4.18015, 20, 21.233, 20.0357, 4.69042, -1.23295, 0, 20.0357, 20.0357, 20.2399, 20.6872, 20.36, 20.0357, 20.0357, 20.0357, 20.0357, 20.0357, 20.0357, 20.0357, 20.0357, 20.0357, 20.0357, 20.0357, 20.0357, 20.053, 20.0357
4.18803, 14, 21.2142, 20.1342, 4, -7.21418, 0, 20.1342, 20.1343, 20.3385, 20.7551, 20.3753, 20.1342, 20.1342, 20.1342, 20.1342, 20.1342, 20.1342, 20.1342, 20.1342, 20.1342, 20.1342, 20.1342, 20.1342, 20.148, 20.1342
4.19591, 16, 21.2094, 20.2332, 4.24264, -5.20945, 0, 20.2332, 20.2333, 20.4375, 20.8175, 20.41, 20.2332, 20.2332, 20.2332, 20.2332, 20.2332, 20.2332, 20.2332, 20.2332, 20.2332, 20.2332, 20.2332, 20.2332, 20.2442, 20.2332
4.2038, 12, 21.2164, 20.3327, 3.74166, -9.21636, 0, 20.3327, 20.3327, 20.5369, 20.8755, 20.4606, 20.3327, 20.3327, 20.3327, 20.3327, 20.3327, 20.3327, 20.3327, 20.3327, 20.3327, 20.3327, 20.3327, 20.3327, 20.3414, 20.3327
4.21168, 20, 21.2331, 20.4326, 4.69042, -1.23307, 0, 20.4326, 20.4326, 20.6368, 20.9304, 20.5239, 20.4326, 20.4326, 20.4326, 20.4326, 20.4326, 20.4326, 20.4326, 20.4326, 20.4326, 20.4326, 20.4326, 20.4326, 20.4396, 20.4326
4.21956, 14, 21.2582, 20.5328, 4, -7.25821, 0, 20.5328, 20.5328, 20.737, 20.9838, 20.5972, 20.5328, 20.5328, 20.5328, 20.5328, 20.5328, 20.5328, 20.5328, 20.5328, 20.5328, 20.5328, 20.5328, 20.5328, 20.5386, 20.5328
4.22744, 10, 21.2908, 20.6334, 3.4641, -11.2908, 0, 20.6334, 20.6334, 20.8377, 21.0368, 20.6782, 20.6334, 20.6334, 20.6334, 20.6334, 20.6334, 20.6334, 20.6334, 20.6334, 20.6334, 20.6334, 20.6334, 20.6334, 20.6384, 20.6334
4.23532, 26, 21.3302, 20.7344, 5.2915, 4.66976, 0, 20.7344, 20.7344, 20.9386, 21.0906, 20.7651, 20.7344, 20.7344, 20.7344, 20.7344, 20.7344, 20.7344, 20.7344, 20.7344, 20.7344, 20.7344, 20.7344, 20.7344, 20.739, 20.7344
4.2432, 10, 21.3761, 20.8356, 3.4641, -11.3761, 0, 20.8356, 20.8357, 21.0399, 21.1465, 20.8565, 20.8356, 20.8356, 20.8356, 20.8356, 20.8356, 20.8356, 20.8356, 20.8356, 20.8356, 20.8357, 20.8356, 20.8356, 20.8402, 20.8356
4.25108, 10, 21.4281, 20.9372, 3.4641, -11.4281, 0, 20.9372, 20.9373, 21.1415, 21.2052, 20.9512, 20.9372, 20.9372, 20.9372, 20.9372, 20.9372, 20.9372, 20.9372, 20.9372, 20.9372, 20.9372, 20.9372, 20.9372, 20.942, 20.9372
4.25897, 12, 21.486, 21.0392, 3.74166, -9.48604, 0, 21.0392, 21.0392, 21.2435, 21.2673, 21.0484, 21.0392, 21.0392, 21.0392, 21.0392, 21.0392, 21.0392, 21.0392, 21.0392, 21.0392, 21.0392, 21.0392, 21.0392, 21.0444, 21.0392
4.26685, 12, 21.5497, 21.1414, 3.74166, -9.54971, 0, 21.1414, 21.1414, 21.3457, 21.3334, 21.1474, 21.1414, 21.1414, 21.1414, 21.1414, 21.1414, 21.1414, 21.1414, 21.1414, 21.1414, 21.1414, 21.1414, 21.1414, 21.1473, 21.1414
4.27473, 10, 21.6189, 21.2439, 3.4641, -11.6189, 0, 21.2439, 21.2439, 21.4483, 21.4037, 21.2477, 21.2439, 21.2439, 21.2439, 21.2439, 21.2439, 21.2439, 21.2439, 21.2439, 21.2439, 21.2439, 21.2439, 21.2439, 21.2508, 21.2439
4.28261, 24, 21.6933, 21.3467, 5.09902, 2.30669, 0, 21.3467, 21.3467, 21.5512, 21.4782, 21.3491, 21.3467, 21.3467, 21.3467, 21.3467, 21.3467, 21.3467, 21.3467, 21.3467, 21.3467, 21.3467, 21.3467, 21.3467, 21.3547, 21.3467
4.29049, 10, 21.7727, 21.4497, 3.4641, -11.7727, 0, 21.4497, 21.4498, 21.6545, 21.557, 21.4513, 21.4497, 21.4497, 21.4497, 21.4497, 21.4497, 21.4497, 21.4497, 21.4497, 21.4497, 21.4497, 21.4497, 21.4497, 21.4592, 21.4497
4.29837, 14, 21.8566, 21.5531, 4, -7.85658, 0, 21.5531, 21.5531, 21.758, 21.6397, 21.554, 21.5531, 21.5531, 21.5531, 21.5531, 21.5531, 21.5531, 21.5531, 21.5531, 21.5531, 21.5531, 21.5531, 21.5531, 21.5641, 21.5531
4.30626, 6, 21.9447, 21.6567, 2.82843, -15.9447, 0, 21.6567, 21.6567, 21.862, 21.7261, 21.6573, 21.6567, 21.6567, 21.6567, 21.6567, 21.6567, 21.6567, 21.6567, 21.6567, 21.6567, 21.6567, 21.6567, 21.6567, 21.6694, 21.6567
4.31414, 24, 22.0366, 21.7606, 5.09902, 1.96342, 0, 21.7606, 21.7606, 21.9665, 21.8158, 21.761, 21.7606, 21.7606, 21.7606, 21.7606, 21.7606, 21.7606, 21.7606, 21.7606, 21.7606, 21.7606, 21.7606, 21.7606, 21.7752, 21.7606
4.32202, 24, 22.1319, 21.8648, 5.09902, 1.86813, 0, 21.8648, 21.8648, 22.0714, 21.9085, 21.865, 21.8648, 21.8648, 21.8648, 21.8648, 21.8648, 21.8648, 21.8648, 21.8648, 21.8648, 21.8648, 21.8648, 21.8648, 21.8814, 21.8648
4.3299, 10, 22.2302, 21.9692, 3.4641, -12.2302, 0, 21.9692, 21.9692, 22.1769, 22.0037, 21.9693, 21.9692, 21.9692, 21.9692, 21.9692, 21.9692, 21.9692, 21.9692, 21.9692, 21.9692, 21.9692, 21.9692, 21.9692, 21.9879, 21.9692
4.33778, 16, 22.3313, 22.0739, 4.24264, -6.33135, 0, 22.0739, 22.0739, 22.2832, 22.1012, 22.074, 22.0739, 22.0739, 22.0739, 22.0739, 22.0739, 22.0739, 22.0739, 22.0739, 22.0739, 22.0739, 22.0739, 22.0739, 22.0947, 22.0739
4.34566, 14, 22.435, 22.1789, 4, -8.43502, 0, 22.1789, 22.1789, 22.3903, 22.2006, 22.1789, 22.1789, 22.1789, 22.1789, 22.1789, 22.1789, 22.1789, 22.1789, 22.1789, 22.1789, 22.1789, 22.1789, 22.1789, 22.2018, 22.1789
4.35355, 10, 22.5411, 22.2841, 3.4641, -12.5411, 0, 22.2841, 22.2841, 22.4986, 22.3015, 22.2841, 22.2841, 22.2841, 22.2841, 22.2841, 22.2841, 22.2841, 22.2841, 22.2841, 22.2841, 22.2841, 22.2841, 22.2841, 22.3091, 22.2841
4.36143, 26, 22.6497, 22.3895, 5.2915, 3.35033, 0, 22.3895, 22.3895, 22.6083, 22.4038, 22.3895, 22.3895, 22.3895, 22.3895, 22.3895, 22.3895, 22.3895, 22.3895, 22.3895, 22.3895, 22.3895, 22.3895, 22.3895, 22.4166, 22.3895
4.36931, 22, 22.7608, 22.4952, 4.89898, -0.760799, 0, 22.4952, 22.4953, 22.7199, 22.5071, 22.4953, 22.4952, 22.4952, 22.4952, 22.4952, 22.4952, 22.4952, 22.4952, 22.4952, 22.4952, 22.4952, 22.4952, 22.4952, 22.5242, 22.4952
4.37719, 20, 22.8748, 22.6012, 4.69042, -2.87482, 0, 22.6012, 22.6012, 22.834, 22.6113, 22.6012, 22.6012, 22.6012, 22.6012, 22.6012, 22.6012, 22.6012, 22.6012, 22.6012, 22.6012, 22.6012, 22.6012, 22.6012, 22.6319, 22.6012
4.38507, 12, 22.9923, 22.7074, 3.74166, -10.9923, 0, 22.7074, 22.7074, 22.9511, 22.7163, 22.7074, 22.7074, 22.7074, 22.7074, 22.7074, 22.7074, 22.7074, 22.7074, 22.7074, 22.7074, 22.7074, 22.7074, 22.7074, 22.7397, 22.7074
4.39295, 24, 23.1139, 22.8139, 5.09902, 0.886103, 0, 22.8139, 22.8139, 23.0724, 22.8218, 22.8139, 22.8139, 22.8139, 22.8139, 22.8139, 22.8139, 22.8139, 22.8139, 22.8139, 22.8139, 22.8139, 22.8139, 22.8139, 22.8474, 22.8139
4.40084, 26, 23.2408, 22.9206, 5.2915, 2.75919, 0, 22.9206, 22.9206, 23.1988, 22.9279, 22.9206, 22.9206, 22.9206, 22.9206, 22.9206, 22.9206, 22.9206, 22.9206, 22.9206, 22.9206, 22.9206, 22.9206, 22.9206, 22.9552, 22.9206
4.40872, 26, 23.3745, 23.0275, 5.2915, 2.62553, 0, 23.0275, 23.0275, 23.3322, 23.0344, 23.0275, 23.0275, 23.0275, 23.0275, 23.0275, 23.0275, 23.0275, 23.0275, 23.0275, 23.0275, 23.0275, 23.0275, 23.0275, 23.0629, 23.0275
4.4166, 24, 23.5168, 23.1347, 5.09902, 0.483206, 0, 23.1347, 23.1347, 23.4742, 23.1414, 23.1347, 23.1347, 23.1347, 23.1347, 23.1347, 23.1347, 23.1347, 23.1347, 23.1347, 23.1347, 23.1347, 23.1347, 23.1347, 23.1706, 23.1347
4.42448, 18, 23.6702, 23.2421, 4.47214, -5.67021, 0, 23.2421, 23.2422, 23.6275, 23.2486, 23.2421, 23.2421, 23.2421, 23.2421, 23.2421, 23.2421, 23.2421, 23.2421, 23.2421, 23.2421, 23.2422, 23.2421, 23.2421, 23.2784, 23.2421
4.43236, 28, 23.8379, 23.3498, 5.47723, 4.16212, 0, 23.3498, 23.3498, 23.7952, 23.3562, 23.3498, 23.3498, 23.3498, 23.3498, 23.3498, 23.3498, 23.3498, 23.3498, 23.3498, 23.3498, 23.3498, 23.3498, 23.3498, 23.3861, 23.3498
4.44024, 30, 24.0237, 23.4577, 5.65685, 5.97633, 0, 23.4577, 23.4578, 23.9811, 23.4641, 23.4577, 23.4577, 23.4577, 23.4577, 23.4577, 23.4577, 23.4577, 23.4577, 23.4577, 23.4577, 23.4578, 23.4577, 23.4577, 23.494, 23.4577
4.44812, 32, 24.2323, 23.5659, 5.83095, 7.76765, 0, 23.5659, 23.5659, 24.1899, 23.5722, 23.5659, 23.5659, 23.5659, 23.5659, 23.5659, 23.5659, 23.5659, 23.5659, 23.5659, 23.5659, 23.5659, 23.5659, 23.5659, 23.602, 23.5659
4.45601, 26, 24.4697, 23.6743, 5.2915, 1.53032, 0, 23.6743, 23.6743, 24.4273, 23.6806, 23.6743, 23.6743, 23.6743, 23.6743, 23.6743, 23.6743, 23.6743, 23.6743, 23.6743, 23.6743, 23.6743, 23.6743, 23.6743, 23.7103, 23.6743
4.46389, 38, 24.7425, 23.7829, 6.32456, 13.2575, 0, 23.7829, 23.7829, 24.7002, 23.7893, 23.7829, 23.7829, 23.7829, 23.7829, 23.7829, 23.7829, 23.7829, 23.7829, 23.7829, 23.7829, 23.7829, 23.7829, 23.7829, 23.8189, 23.7829
4.47177, 28, 25.0588, 23.8917, 5.47723, 2.9412, 0, 23.8917, 23.8917, 25.0162, 23.8982, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.8917, 23.9278, 23.8917
4.47965, 28, 25.4277, 24.0008, 5.47723, 2.57232, 0, 24.0008, 24.0008, 25.3846, 24.0074, 24.0008, 24.0008, 24.0008, 24.0008, 24.0008, 24.0008, 24.0008, 24.0008, 24.0008, 24.0008, 24.0008, 24.0008, 24.0008, 24.0373, 24.0008
4.48753, 46, 25.8592, 24.1101, 6.9282, 20.1408, 0, 24.1101, 24.1101, 25.8152, 24.1168, 24.1101, 24.1101, 24.1101, 24.1101, 24.1101, 24.1101, 24.1101, 24.1101, 24.1101, 24.1101, 24.1101, 24.1101, 24.1101, 24.1474, 24.1101
4.49541, 42, 26.3641, 24.2196, 6.63325, 15.6359, 0, 24.2196, 24.2196, 26.3187, 24.2265, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2581, 24.2196
4.5033, 34, 26.9538, 24.3293, 6, 7.04617, 0, 24.3293, 24.3293, 26.9066, 24.3364, 24.3293, 24.3293, 24.3293, 24.3293, 24.3293, 24.3293, 24.3293, 24.3293, 24.3293, 24.3293, 24.3293, 24.3293, 24.3293, 24.3695, 24.3293
4.51118, 32, 27.6394, 24.4393, 5.83095, 4.36059, 0, 24.4393, 24.4393, 27.5897, 24.4466, 24.4393, 24.4393, 24.4393, 24.4393, 24.4393, 24.4393, 24.4393, 24.4393, 24.4393, 24.4393, 24.4393, 24.4393, 24.4393, 24.4816, 24.4393
4.51906, 30, 28.4313, 24.5494, 5.65685, 1.56866, 0, 24.5494, 24.5494, 28.3787, 24.557, 24.5494, 24.5494, 24.5494, 24.5494, 24.5494, 24.5494, 24.5494, 24.5494, 24.5494, 24.5494, 24.5494, 24.5494, 24.5494, 24.5944, 24.5494
4.52694, 30, 29.3386, 24.6597, 5.65685, 0.661415, 0, 24.6597, 24.6597, 29.2825, 24.6677, 24.6597, 24.6597, 24.6597, 24.6597, 24.6597, 24.6597, 24.6597, 24.6597, 24.6597, 24.6597, 24.6597, 24.6597, 24.6597, 24.7079, 24.6597
4.53482, 36, 30.3676, 24.7702, 6.16441, 5.63245, 0, 24.7702, 24.7702, 30.3075, 24.7786, 24.7702, 24.7702, 24.7702, 24.7702, 24.7702, 24.7702, 24.7702, 24.7702, 24.7702, 24.7702, 24.7702, 24.7702, 24.7702, 24.8219, 24.7702
4.5427, 26, 31.5212, 24.8809, 5.2915, -5.52124, 0, 24.8809, 24.8809, 31.4568, 24.8898, 24.8809, 24.8809, 24.8809, 24.8809, 24.8809, 24.8809, 24.8809, 24.8809, 24.8809, 24.8809, 24.8809, 24.8809, 24.8809, 24.9364, 24.8809
4.55058, 16, 32.7983, 24.9918, 4.24264, -16.7983, 0, 24.9918, 24.9918, 32.7293, 25.0013, 24.9918, 24.9918, 24.9918, 24.9918, 24.9918, 24.9918, 24.9918, 24.9918, 24.9918, 24.9918, 24.9918, 24.9918, 24.9918, 25.0513, 24.9918
4.55847, 40, 34.1922, 25.1028, 6.48074, 5.80776, 0, 25.1028, 25.1028, 34.1185, 25.1131, 25.1028, 25.1028, 25.1028, 25.1028, 25.1028, 25.1028, 25.1028, 25.1028, 25.1028, 25.1028, 25.1028, 25.1028, 25.1028, 25.1663, 25.1028
4.56635, 36, 35.6902, 25.2141, 6.16441, 0.309792, 0, 25.2141, 25.2141, 35.6117, 25.2253, 25.2141, 25.2141, 25.2141, 25.2141, 25.2141, 25.2141, 25.2141, 25.2141, 25.2141, 25.2141, 25.2141, 25.2141, 25.2141, 25.2814, 25.2141
4.57423, 40, 37.2732, 25.3254, 6.48074, 2.72676, 0, 25.3254, 25.3255, 37.19, 25.3378, 25.3254, 25.3254, 25.3254, 25.3254, 25.3254, 25.3254, 25.3254, 25.3254, 25.3254, 25.3254, 25.3254, 25.3254, 25.3254, 25.3963, 25.3254
4.58211, 48, 38.9159, 25.437, 7.07107, 9.08413, 0, 25.437, 25.437, 38.8282, 25.4507, 25.437, 25.437, 25.437, 25.437, 25.437, 25.437, 25.437, 25.437, 25.437, 25.437, 25.437, 25.437, 25.437, 25.5109, 25.437
4.58999, 46, 40.5863, 25.5487, 6.9282, 5.41372, 0, 25.5487, 25.5487, 40.4946, 25.5641, 25.5487, 25.5487, 25.5487, 25.5487, 25.5487, 25.5487, 25.5487, 25.5487, 25.5487, 25.5487, 25.5487, 25.5487, 25.5487, 25.625, 25.5487
4.59787, 58, 42.2474, 25.6606, 7.74597, 15.7526, 0, 25.6606, 25.6606, 42.152, 25.6779, 25.6606, 25.6606, 25.6606, 25.6606, 25.6606, 25.6606, 25.6606, 25.6606, 25.6606, 25.6606, 25.6606, 25.6606, 25.6606, 25.7386, 25.6606
4.60576, 42, 43.8581, 25.7726, 6.63325, -1.85811, 0, 25.7726, 25.7726, 43.7596, 25.7922, 25.7726, 25.7726, 25.7726, 25.7726, 25.7726, 25.7726, 25.7726, 25.7726, 25.7726, 25.7726, 25.7726, 25.7726, 25.7726, 25.8515, 25.7726
4.61364, 40, 45.3753, 25.8848, 6.48074, -5.37527, 0, 25.8848, 25.8848, 45.2741, 25.9071, 25.8848, 25.8848, 25.8848, 25.8848, 25.8848, 25.8848, 25.8848, 25.8848, 25.8848, 25.8848, 25.8848, 25.8848, 25.8848, 25.9636, 25.8848
4.62152, 34, 46.755, 25.9971, 6, -12.755, 0, 25.9971, 25.9971, 46.6517, 26.0226, 25.9971, 25.9971, 25.9971, 25.9971, 25.9971, 25.9971, 25.9971, 25.9971, 25.9971, 25.9971, 25.9971, 25.9971, 25.9971, 26.0749, 25.9971
4.6294, 40, 47.9556, 26.1096, 6.48074, -7.95555, 0, 26.1096, 26.1096, 47.8506, 26.1386, 26.1096, 26.1096, 26.1096, 26.1096, 26.1096, 26.1096, 26.1096, 26.1096, 26.1096, 26.1096, 26.1096, 26.1096, 26.1096, 26.1855, 26.1096
4.63728, 40, 48.9396, 26.2222, 6.48074, -8.9396, 0, 26.2222, 26.2222, 48.8334, 26.2552, 26.2222, 26.2222, 26.2222, 26.2222, 26.2222, 26.2222, 26.2222, 26.2222, 26.2222, 26.2222, 26.2222, 26.2222, 26.2222, 26.2953, 26.2222
4.64516, 52, 49.6759, 26.3349, 7.34847, 2.32408, 0, 26.3349, 26.3349, 49.5687, 26.3725, 26.3349, 26.3349, 26.3349, 26.3349, 26.3349, 26.3349, 26.3349, 26.3349, 26.3349, 26.3349, 26.3349, 26.3349, 26.3349, 26.4046, 26.3349
4.65304, 40, 50.1416, 26.4478, 6.48074, -10.1416, 0, 26.4478, 26.4478, 50.0337, 26.4902, 26.4478, 26.4478, 26.4478, 26.4478, 26.4478, 26.4478, 26.4478, 26.4478, 26.4478, 26.4478, 26.4478, 26.4478, 26.4478, 26.5133, 26.4478
4.66093, 56, 50.3234, 26.5608, 7.61577, 5.67656, 0, 26.5608, 26.5608, 50.215, 26.6085, 26.5608, 26.5608, 26.5608, 26.5608, 26.5608, 26.5608, 26.5608, 26.5608, 26.5608, 26.5608, 26.5608, 26.5608, 26.5608, 26.6216, 26.5608
4.66881, 50, 50.2186, 26.674, 7.2111, -0.218597, 0, 26.674, 26.674, 50.1096, 26.7273, 26.674, 26.674, 26.674, 26.674, 26.674, 26.674, 26.674, 26.674, 26.674, 26.674, 26.674, 26.674, 26.674, 26.7297, 26.674
4.67669, 32, 49.8348, 26.7872, 5.83095, -17.8348, 0, 26.7872, 26.7872, 49.7253, 26.8463, 26.7872, 26.7872, 26.7872, 26.7872, 26.7872, 26.7872, 26.7872, 26.7872, 26.7872, 26.7872, 26.7872, 26.7872, 26.7872, 26.8377, 26.7872
4.68457, 46, 49.19, 26.9006, 6.9282, -3.19002, 0, 26.9006, 26.9006, 49.08, 26.9655, 26.9006, 26.9006, 26.9006, 26.9006, 26.9006, 26.9006, 26.9006, 26.9006, 26.9006, 26.9006, 26.9006, 26.9006, 26.9006, 26.9457, 26.9006
4.69245, 38, 48.311, 27.0141, 6.32456, -10.311, 0, 27.0141, 27.0141, 48.2004, 27.0849, 27.0141, 27.0141, 27.0141, 27.0141, 27.0141, 27.0141, 27.0141, 27.0141, 27.0141, 27.0141, 27.0141, 27.0141, 27.0141, 27.054, 27.0141
4.70033, 40, 47.2323, 27.1277, 6.48074, -7.2323, 0, 27.1277, 27.1277, 47.1211, 27.2041, 27.1277, 27.1277, 27.1277, 27.1277, 27.1277, 27.1277, 27.1277, 27.1277, 27.1277, 27.1277, 27.1277, 27.1277, 27.1277, 27.1625, 27.1277
4.70822, 44, 45.9936, 27.2414, 6.78233, -1.99357, 0, 27.2414, 27.2414, 45.8819, 27.3231, 27.2414, 27.2414, 27.2414, 27.2414, 27.2414, 27.2414, 27.2414, 27.2414, 27.2414, 27.2414, 27.2414, 27.2414, 27.2414, 27.2713, 27.2414
4.7161, 32, 44.6377, 27.3552, 5.83095, -12.6377, 0, 27.3552, 27.3552, 44.5257, 27.4417, 27.3552, 27.3552, 27.3552, 27.3552, 27.3552, 27.3552, 27.3552, 27.3552, 27.3552, 27.3552, 27.3552, 27.3552, 27.3552, 27.3807, 27.3552
4.72398, 28, 43.2086, 27.4691, 5.47723, -15.2086, 0, 27.4691, 27.4691, 43.0965, 27.5597, 27.4691, 27.4691, 27.4691, 27.4691, 27.4691, 27.4691, 27.4691, 27.4691, 27.4691, 27.4691, 27.4691, 27.4691, 27.4691, 27.4905, 27.4691
4.73186, 24, 41.749, 27.583, 5.09902, -17.749, 0, 27.583, 27.583, 41.6371, 27.677, 27.583, 27.583, 27.583, 27.583, 27.583, 27.583, 27.583, 27.583, 27.583, 27.583, 27.583, 27.583, 27.583, 27.6009, 27.583
4.73974, 38, 40.2983, 27.697, 6.32456, -2.29834, 0, 27.697, 27.6971, 40.1871, 27.7935, 27.697, 27.697, 27.697, 27.697, 27.697, 27.697, 27.697, 27.697, 27.697, 27.697, 27.6971, 27.697, 27.697, 27.7118, 27.697
4.74762, 42, 38.8915, 27.8112, 6.63325, 3.10846, 0, 27.8112, 27.8112, 38.7815, 27.9091, 27.8112, 27.8112, 27.8112, 27.8112, 27.8112, 27.8112, 27.8112, 27.8112, 27.8112, 27.8112, 27.8112, 27.8112, 27.8112, 27.8232, 27.8112
4.75551, 20, 37.5582, 27.9253, 4.69042, -17.5582, 0, 27.9253, 27.9253, 37.4499, 28.0237, 27.9253, 27.9253, 27.9253, 27.9253, 27.9253, 27.9253, 27.9253, 27.9253, 27.9253, 27.9253, 27.9253, 27.9253, 27.9253, 27.9352, 27.9253
4.76339, 18, 36.321, 28.0395, 4.47214, -18.321, 0, 28.0395, 28.0395, 36.2151, 28.1373, 28.0395, 28.0395, 28.0395, 28.0395, 28.0395, 28.0395, 28.0395, 28.0395, 28.0395, 28.0395, 28.0395, 28.0395, 28.0395, 28.0476, 28.0395
4.77127, 10, 35.1965, 28.1538, 3.4641, -25.1965, 0, 28.1538, 28.1538, 35.0936, 28.25, 28.1538, 28.1538, 28.1538, 28.1538, 28.1538, 28.1538, 28.1538, 28.1538, 28.1538, 28.1538, 28.1538, 28.1538, 28.1538, 28.1605, 28.1538
4.77915, 34, 34.1948, 28.2681, 6, -0.19482, 0, 28.2681, 28.2681, 34.0954, 28.3618, 28.2681, 28.2681, 28.2681, 28.2681, 28.2681, 28.2681, 28.2681, 28.2681, 28.2681, 28.2681, 28.2681, 28.2681, 28.2681, 28.2738, 28.2681
4.78703, 42, 33.3205, 28.3825, 6.63325, 8.67952, 0, 28.3825, 28.3825, 33.2251, 28.4728, 28.3825, 28.3825, 28.3825, 28.3825, 28.3825, 28.3825, 28.3825, 28.3825, 28.3825, 28.3825, 28.3825, 28.3825, 28.3825, 28.3875, 28.3825
4.79491, 18, 32.5729, 28.4969, 4.47214, -14.5729, 0, 28.4969, 28.4969, 32.482, 28.5831, 28.4969, 28.4969, 28.4969, 28.4969, 28.4969, 28.4969, 28.4969, 28.4969, 28.4969, 28.4969, 28.4969, 28.4969, 28.4969, 28.5015, 28.4969
4.80279, 12, 31.9473, 28.6113, 3.74166, -19.9473, 0, 28.6113, 28.6113, 31.8611, 28.6929, 28.6113, 28.6113, 28.6113, 28.6113, 28.6113, 28.6113, 28.6113, 28.6113, 28.6113, 28.6113, 28.6113, 28.6113, 28.6113, 28.6159, 28.6113
4.81068, 28, 31.4361, 28.7257, 5.47723, -3.43613, 0, 28.7257, 28.7258, 31.3548, 28.8022, 28.7257, 28.7257, 28.7257, 28.7257, 28.7257, 28.7257, 28.7257, 28.7257, 28.7257, 28.7257, 28.7257, 28.7257, 28.7257, 28.7305, 28.7257
4.81856, 18, 31.0295, 28.8402, 4.47214, -13.0295, 0, 28.8402, 28.8402, 30.9531, 28.9113, 28.8402, 28.8402, 28.8402, 28.8402, 28.8402, 28.8402, 28.8402, 28.8402, 28.8402, 28.8402, 28.8402, 28.8402, 28.8402, 28.8455, 28.8402
