   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_324.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.203028, 0, 9.65289e-15, 0, 1.41421, -9.65289e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14427e-16, 0, 1.1179e-19, 0, 3.36362e-18, 0, 9.33499e-15, 0, 0, 0
0.210914, 0, 1.86398e-14, 0, 1.41421, -1.86398e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07155e-16, 0, 2.19609e-19, 0, 6.62582e-18, 0, 1.80258e-14, 0, 0, 0
0.218799, 0, 3.56365e-14, 0, 1.41421, -3.56365e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16078e-15, 0, 4.27316e-19, 0, 1.29286e-17, 0, 3.44624e-14, 0, 0, 0
0.226684, 0, 6.7464e-14, 0, 1.41421, -6.7464e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19746e-15, 0, 8.23725e-19, 0, 2.4993e-17, 0, 6.52407e-14, 0, 0, 0
0.234569, 0, 1.2648e-13, 0, 1.41421, -1.2648e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11969e-15, 0, 1.57329e-18, 0, 4.78757e-17, 0, 1.22311e-13, 0, 0, 0
0.242454, 0, 2.34849e-13, 0, 1.41421, -2.34849e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.64939e-15, 0, 2.97776e-18, 0, 9.08888e-17, 0, 2.27105e-13, 0, 0, 0
0.250339, 0, 4.31932e-13, 0, 1.41421, -4.31932e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40686e-14, 0, 5.58589e-18, 0, 1.7103e-16, 0, 4.17687e-13, 0, 0, 0
0.258224, 0, 7.86944e-13, 0, 1.41421, -7.86944e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56315e-14, 0, 1.03868e-17, 0, 3.19059e-16, 0, 7.60983e-13, 0, 0, 0
0.266109, 0, 1.42039e-12, 0, 1.41421, -1.42039e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6263e-14, 0, 1.91481e-17, 0, 5.90161e-16, 0, 1.37351e-12, 0, 0, 0
0.273995, 0, 2.54005e-12, 0, 1.41421, -2.54005e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.27308e-14, 0, 3.50026e-17, 0, 1.08256e-15, 0, 2.4562e-12, 0, 0, 0
0.28188, 0, 4.50067e-12, 0, 1.41421, -4.50067e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4659e-13, 0, 6.3458e-17, 0, 1.96963e-15, 0, 4.35205e-12, 0, 0, 0
0.289765, 0, 7.90217e-12, 0, 1.41421, -7.90217e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57381e-13, 0, 1.14124e-16, 0, 3.55502e-15, 0, 7.64112e-12, 0, 0, 0
0.29765, 0, 1.37491e-11, 0, 1.41421, -1.37491e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47832e-13, 0, 2.03641e-16, 0, 6.36651e-15, 0, 1.32947e-11, 0, 0, 0
0.305535, 0, 2.37079e-11, 0, 1.41421, -2.37079e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.7223e-13, 0, 3.60636e-16, 0, 1.13149e-14, 0, 2.29239e-11, 0, 0, 0
0.31342, 0, 4.05156e-11, 0, 1.41421, -4.05156e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31977e-12, 0, 6.34049e-16, 0, 1.99608e-14, 0, 3.91752e-11, 0, 0, 0
0.321305, 0, 6.8626e-11, 0, 1.41421, -6.8626e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23563e-12, 0, 1.10704e-15, 0, 3.49613e-14, 0, 6.63543e-11, 0, 0, 0
0.32919, 0, 1.15217e-10, 1.31722e-43, 1.41421, -1.15217e-10, 0, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 1.31722e-43, 3.75385e-12, 1.31722e-43, 1.92026e-15, 1.31722e-43, 6.08128e-14, 1.31722e-43, 1.11401e-10, 1.31722e-43, 1.31722e-43, 1.31722e-43
0.337076, 0, 1.91748e-10, 2.42985e-42, 1.41421, -1.91748e-10, 0, 2.42985e-42, 2.42985e-42, 2.42985e-42, 2.42985e-42, 2.42985e-42, 2.42985e-42, 2.42985e-42, 2.42985e-42, 2.42985e-42, 6.2482e-12, 2.42985e-42, 3.31044e-15, 2.42985e-42, 1.05081e-13, 2.42985e-42, 1.85392e-10, 2.42985e-42, 2.42985e-42, 2.42985e-42
0.344961, 0, 3.16338e-10, 3.70489e-41, 1.41421, -3.16338e-10, 0, 3.70489e-41, 3.70489e-41, 3.70489e-41, 3.70489e-41, 3.70489e-41, 3.70489e-41, 3.70489e-41, 3.70489e-41, 3.70489e-41, 1.03101e-11, 3.70489e-41, 5.67471e-15, 3.70489e-41, 1.80434e-13, 3.70489e-41, 3.05842e-10, 3.70489e-41, 3.70489e-41, 3.70489e-41
0.352846, 0, 5.17371e-10, 4.96985e-40, 1.41421, -5.17371e-10, 0, 4.96985e-40, 4.96985e-40, 4.96985e-40, 4.96985e-40, 4.96985e-40, 4.96985e-40, 4.96985e-40, 4.96985e-40, 4.96985e-40, 1.68665e-11, 4.96985e-40, 9.67736e-15, 4.96985e-40, 3.07989e-13, 4.96985e-40, 5.00187e-10, 4.96985e-40, 4.96985e-40, 4.96985e-40
0.360731, 0, 8.3889e-10, 5.96066e-39, 1.41421, -8.3889e-10, 0, 5.96066e-39, 5.96066e-39, 5.96066e-39, 5.96066e-39, 5.96066e-39, 5.96066e-39, 5.96066e-39, 5.96066e-39, 5.96066e-39, 2.73574e-11, 5.96066e-39, 1.64271e-14, 5.96066e-39, 5.22818e-13, 5.96066e-39, 8.10993e-10, 5.96066e-39, 5.96066e-39, 5.96066e-39
0.368616, 0, 1.3486e-09, 6.44442e-38, 1.41421, -1.3486e-09, 0, 6.44442e-38, 6.44442e-38, 6.44442e-38, 6.44442e-38, 6.44442e-38, 6.44442e-38, 6.44442e-38, 6.44442e-38, 6.44442e-38, 4.39988e-11, 6.44442e-38, 2.77723e-14, 6.44442e-38, 8.82996e-13, 6.44442e-38, 1.30369e-09, 6.44442e-38, 6.44442e-38, 6.44442e-38
0.376501, 0, 2.14959e-09, 6.31083e-37, 1.41421, -2.14959e-09, 0, 6.31083e-37, 6.31083e-37, 6.31083e-37, 6.31083e-37, 6.31083e-37, 6.31083e-37, 6.31083e-37, 6.31083e-37, 6.31083e-37, 7.01703e-11, 6.31083e-37, 4.67917e-14, 6.31083e-37, 1.48446e-12, 6.31083e-37, 2.07789e-09, 6.31083e-37, 6.31083e-37, 6.31083e-37
0.384386, 0, 3.39743e-09, 5.63246e-36, 1.41421, -3.39743e-09, 0, 5.63246e-36, 5.63246e-36, 5.63246e-36, 5.63246e-36, 5.63246e-36, 5.63246e-36, 5.63246e-36, 5.63246e-36, 5.63246e-36, 1.10981e-10, 5.63246e-36, 7.86131e-14, 5.63246e-36, 2.48547e-12, 5.63246e-36, 3.28389e-09, 5.63246e-36, 5.63246e-36, 5.63246e-36
0.392272, 0, 5.32466e-09, 4.6046e-35, 1.41421, -5.32466e-09, 0, 4.6046e-35, 4.6046e-35, 4.6046e-35, 4.6046e-35, 4.6046e-35, 4.6046e-35, 4.6046e-35, 4.6046e-35, 4.6046e-35, 1.74084e-10, 4.6046e-35, 1.31779e-13, 4.6046e-35, 4.14684e-12, 4.6046e-35, 5.14629e-09, 4.6046e-35, 4.6046e-35, 4.6046e-35
0.400157, 0, 8.27564e-09, 3.46342e-34, 1.41421, -8.27564e-09, 0, 3.46342e-34, 3.46342e-34, 3.46342e-34, 3.46342e-34, 3.46342e-34, 3.46342e-34, 3.46342e-34, 3.46342e-34, 3.46342e-34, 2.7085e-10, 3.46342e-34, 2.20525e-13, 3.46342e-34, 6.89819e-12, 3.46342e-34, 7.99767e-09, 3.46342e-34, 3.46342e-34, 3.46342e-34
0.408042, 0, 1.27558e-08, 2.40733e-33, 1.41421, -1.27558e-08, 0, 2.40733e-33, 2.40733e-33, 2.40733e-33, 2.40733e-33, 2.40733e-33, 2.40733e-33, 2.40733e-33, 2.40733e-33, 2.40733e-33, 4.18017e-10, 2.40733e-33, 3.68577e-13, 2.40733e-33, 1.14473e-11, 2.40733e-33, 1.23259e-08, 2.40733e-33, 2.40733e-33, 2.40733e-33
0.415927, 0, 1.95001e-08, 1.39829e-32, 1.41421, -1.95001e-08, 0, 1.39829e-32, 1.39829e-32, 1.39829e-32, 1.39829e-32, 1.39829e-32, 1.39829e-32, 1.39829e-32, 1.39829e-32, 1.39829e-32, 6.40037e-10, 1.39829e-32, 6.15489e-13, 1.39829e-32, 1.89604e-11, 1.39829e-32, 1.88405e-08, 1.39829e-32, 1.39829e-32, 1.39829e-32
0.423812, 0, 2.95688e-08, 1.8016e-31, 1.41421, -2.95688e-08, 0, 1.8016e-31, 1.8016e-31, 1.8016e-31, 1.8016e-31, 1.8016e-31, 1.8016e-31, 1.8016e-31, 1.8016e-31, 1.8016e-31, 9.72367e-10, 1.8016e-31, 1.02851e-12, 1.8016e-31, 3.13998e-11, 1.8016e-31, 2.8564e-08, 1.8016e-31, 1.8016e-31, 1.8016e-31
0.431697, 0, 4.44729e-08, 9.52834e-31, 1.41421, -4.44729e-08, 0, 9.52834e-31, 9.52834e-31, 9.52834e-31, 9.52834e-31, 9.52834e-31, 9.52834e-31, 9.52834e-31, 9.52834e-31, 9.52834e-31, 1.4658e-09, 9.52834e-31, 1.71533e-12, 9.52834e-31, 5.1875e-11, 9.52834e-31, 4.29535e-08, 9.52834e-31, 9.52834e-31, 9.52834e-31
0.439582, 0, 6.6355e-08, 4.8281e-30, 1.41421, -6.6355e-08, 0, 4.8281e-30, 4.8281e-30, 4.8281e-30, 4.8281e-30, 4.8281e-30, 4.8281e-30, 4.8281e-30, 4.8281e-30, 4.8281e-30, 2.19292e-09, 4.8281e-30, 2.85905e-12, 4.8281e-30, 8.56351e-11, 4.8281e-30, 6.40736e-08, 4.8281e-30, 4.8281e-30, 4.8281e-30
0.447467, 0, 9.82202e-08, 2.31891e-29, 1.41421, -9.82202e-08, 0, 2.31891e-29, 2.31891e-29, 2.31891e-29, 2.31891e-29, 2.31891e-29, 2.31891e-29, 2.31891e-29, 2.31891e-29, 2.31891e-29, 3.25635e-09, 2.31891e-29, 4.76157e-12, 2.31891e-29, 1.41275e-10, 2.31891e-29, 9.48178e-08, 2.31891e-29, 2.31891e-29, 2.31891e-29
0.455353, 0, 1.44249e-07, 1.07121e-28, 1.41421, -1.44249e-07, 0, 1.07121e-28, 1.07121e-28, 1.07121e-28, 1.07121e-28, 1.07121e-28, 1.07121e-28, 1.07121e-28, 1.07121e-28, 1.07121e-28, 4.80024e-09, 1.07121e-28, 7.92116e-12, 1.07121e-28, 2.32917e-10, 1.07121e-28, 1.39208e-07, 1.07121e-28, 1.07121e-28, 1.07121e-28
0.463238, 0, 2.10208e-07, 4.76818e-28, 1.41421, -2.10208e-07, 0, 4.76818e-28, 4.76818e-28, 4.76818e-28, 4.76818e-28, 4.76818e-28, 4.76818e-28, 4.76818e-28, 4.76818e-28, 4.76818e-28, 7.02561e-09, 4.76818e-28, 1.31567e-11, 4.76818e-28, 3.83689e-10, 4.76818e-28, 2.02786e-07, 4.76818e-28, 4.76818e-28, 4.76818e-28
0.471123, 0, 3.03983e-07, 2.03083e-27, 1.41421, -3.03983e-07, 0, 2.03083e-27, 2.03083e-27, 2.03083e-27, 2.03083e-27, 2.03083e-27, 2.03083e-27, 2.03083e-27, 2.03083e-27, 2.03083e-27, 1.02109e-08, 2.03083e-27, 2.18071e-11, 2.03083e-27, 6.31342e-10, 2.03083e-27, 2.93119e-07, 2.03083e-27, 2.03083e-27, 2.03083e-27
0.479008, 0, 4.36268e-07, 8.2637e-27, 1.41421, -4.36268e-07, 0, 8.2637e-27, 8.2637e-27, 8.2637e-27, 8.2637e-27, 8.2637e-27, 8.2637e-27, 8.2637e-27, 8.2637e-27, 8.2637e-27, 1.47392e-08, 8.2637e-27, 3.60486e-11, 8.2637e-27, 1.03717e-09, 8.2637e-27, 4.20456e-07, 8.2637e-27, 8.2637e-27, 8.2637e-27
0.486893, 0, 6.21456e-07, 3.21387e-26, 1.41421, -6.21456e-07, 0, 3.21387e-26, 3.21387e-26, 3.21387e-26, 3.21387e-26, 3.21387e-26, 3.21387e-26, 6.95415e-12, 3.21387e-26, 3.21387e-26, 2.11337e-08, 3.21387e-26, 5.93963e-11, 3.21387e-26, 1.70015e-09, 3.21387e-26, 5.98556e-07, 3.21387e-26, 3.21387e-26, 3.21387e-26
0.494778, 0, 8.78745e-07, 1.19631e-25, 1.41421, -8.78745e-07, 0, 1.19631e-25, 1.19631e-25, 1.19631e-25, 1.19631e-25, 1.19631e-25, 1.19631e-25, 2.46363e-11, 1.19631e-25, 1.19631e-25, 3.01056e-08, 1.19631e-25, 9.74871e-11, 1.19631e-25, 2.77894e-09, 1.19631e-25, 8.45738e-07, 1.19631e-25, 1.19631e-25, 1.19631e-25
0.502663, 0, 1.23356e-06, 4.28344e-25, 1.41421, -1.23356e-06, 0, 4.28344e-25, 4.28344e-25, 4.28344e-25, 4.28344e-25, 4.28344e-25, 4.28344e-25, 6.80658e-11, 4.28344e-25, 4.28344e-25, 4.26138e-08, 4.28344e-25, 1.59293e-10, 4.28344e-25, 4.52596e-09, 4.28344e-25, 1.18619e-06, 4.28344e-25, 4.28344e-25, 4.28344e-25
0.510548, 0, 1.72174e-06, 1.84949e-10, 1.41421, -1.72174e-06, 1.84949e-10, 1.8509e-10, 1.85014e-10, 1.85193e-10, 7.4517e-10, 1.92361e-10, 3.63742e-10, 6.82341e-10, 7.04873e-10, 6.31046e-10, 6.01306e-08, 1.86253e-10, 4.43933e-10, 1.84949e-10, 7.52412e-09, 1.8495e-10, 1.65196e-06, 1.84949e-10, 1.84949e-10, 2.03781e-10
0.518434, 0, 2.3881e-06, 6.44979e-10, 1.41421, -2.3881e-06, 6.44979e-10, 6.45475e-10, 6.45208e-10, 6.45839e-10, 2.61853e-09, 6.7109e-10, 1.27483e-09, 2.20443e-09, 2.47657e-09, 2.21649e-09, 8.44601e-08, 6.49573e-10, 1.06377e-09, 6.44979e-10, 1.24853e-08, 6.44984e-10, 2.28436e-06, 6.44979e-10, 6.44979e-10, 7.11319e-10
0.526319, 0, 3.29424e-06, 1.76276e-09, 1.41421, -3.29424e-06, 1.76276e-09, 1.76412e-09, 1.76339e-09, 1.76512e-09, 7.18789e-09, 1.83454e-09, 3.49418e-09, 5.87179e-09, 6.79766e-09, 6.08272e-09, 1.18256e-07, 1.77539e-09, 2.43596e-09, 1.76276e-09, 2.07532e-08, 1.76277e-09, 3.13719e-06, 1.76276e-09, 1.76276e-09, 1.94512e-09
0.534204, 0, 4.52484e-06, 4.40848e-09, 1.41421, -4.52484e-06, 4.40848e-09, 4.4119e-09, 4.41006e-09, 4.41441e-09, 1.80245e-08, 4.58862e-09, 8.75402e-09, 1.44739e-08, 1.70451e-08, 1.52508e-08, 1.65375e-07, 4.44017e-09, 5.48379e-09, 4.40848e-09, 3.46675e-08, 4.40851e-09, 4.28035e-06, 4.40848e-09, 4.40848e-09, 4.86617e-09
0.542089, 0, 6.19882e-06, 1.05077e-08, 1.41421, -6.19882e-06, 1.05077e-08, 1.05159e-08, 1.05115e-08, 1.05219e-08, 4.30412e-08, 1.09381e-08, 2.08907e-08, 3.41223e-08, 4.0701e-08, 3.64137e-08, 2.3165e-07, 1.05834e-08, 1.22139e-08, 1.05077e-08, 5.83813e-08, 1.05078e-08, 5.80384e-06, 1.05077e-08, 1.05077e-08, 1.16013e-08
0.549974, 0, 8.49097e-06, 2.42084e-08, 1.41421, -8.49097e-06, 2.42084e-08, 2.42273e-08, 2.42172e-08, 2.42411e-08, 9.92906e-08, 2.52018e-08, 4.81707e-08, 7.78842e-08, 9.38899e-08, 8.39954e-08, 3.26303e-07, 2.43832e-08, 2.68969e-08, 2.42084e-08, 9.9434e-08, 2.42086e-08, 7.82502e-06, 2.42084e-08, 2.42084e-08, 2.67323e-08
0.557859, 0, 1.16774e-05, 5.41941e-08, 1.41421, -1.16774e-05, 5.41941e-08, 5.42364e-08, 5.42136e-08, 5.42674e-08, 2.22508e-07, 5.64209e-08, 1.07911e-07, 1.80529e-07, 2.10401e-07, 1.8822e-07, 4.64567e-07, 5.45859e-08, 5.84e-08, 5.41941e-08, 1.71405e-07, 5.41945e-08, 1.04986e-05, 5.41941e-08, 5.41941e-08, 5.98519e-08
0.565744, 0, 1.62425e-05, 1.18142e-07, 1.41421, -1.62425e-05, 1.18142e-07, 1.18234e-07, 1.18184e-07, 1.18302e-07, 4.85513e-07, 1.23002e-07, 2.35388e-07, 4.49821e-07, 4.59088e-07, 4.10675e-07, 6.72521e-07, 1.18997e-07, 1.24673e-07, 1.18142e-07, 2.99221e-07, 1.18143e-07, 1.40323e-05, 1.18142e-07, 1.18142e-07, 1.30491e-07
0.573629, 0, 2.29653e-05, 2.51044e-07, 1.41421, -2.29653e-05, 2.51044e-07, 2.5124e-07, 2.51135e-07, 2.51384e-07, 1.03261e-06, 2.61384e-07, 5.0048e-07, 1.05239e-06, 9.76393e-07, 8.73396e-07, 9.9587e-07, 2.52863e-07, 2.61112e-07, 2.51044e-07, 5.28392e-07, 2.51046e-07, 1.87139e-05, 2.51044e-07, 2.51044e-07, 2.77316e-07
0.581515, 0, 3.32232e-05, 5.2025e-07, 1.41421, -3.32232e-05, 5.2025e-07, 5.20658e-07, 5.20439e-07, 5.20957e-07, 2.14186e-06, 5.41705e-07, 1.03778e-06, 2.34062e-06, 2.02522e-06, 1.81152e-06, 1.51555e-06, 5.24025e-07, 5.35659e-07, 5.2025e-07, 9.4137e-07, 5.20255e-07, 2.49546e-05, 5.2025e-07, 5.2025e-07, 5.7476e-07
0.5894, 0, 4.94799e-05, 1.05176e-06, 1.41421, -4.94799e-05, 1.05176e-06, 1.05259e-06, 1.05214e-06, 1.05319e-06, 4.33411e-06, 1.09519e-06, 2.09932e-06, 5.03413e-06, 4.09801e-06, 3.66546e-06, 2.37472e-06, 1.0594e-06, 1.07516e-06, 1.05176e-06, 1.68566e-06, 1.05177e-06, 3.33634e-05, 1.05176e-06, 1.05176e-06, 1.1621e-06
0.597285, 0, 7.61601e-05, 2.07477e-06, 1.41421, -7.61601e-05, 2.07477e-06, 2.0764e-06, 2.07552e-06, 2.07759e-06, 8.55804e-06, 2.16054e-06, 4.14389e-06, 1.05777e-05, 8.0917e-06, 7.23731e-06, 3.82416e-06, 2.08986e-06, 2.11004e-06, 2.07477e-06, 3.02089e-06, 2.07478e-06, 4.48704e-05, 2.07477e-06, 2.07477e-06, 2.2927e-06
0.60517, 0, 0.000121061, 3.99443e-06, 1.41421, -0.000121061, 3.99443e-06, 3.99757e-06, 3.99588e-06, 3.99988e-06, 1.64931e-05, 4.15979e-06, 7.98337e-06, 2.17062e-05, 1.55941e-05, 1.3947e-05, 6.29615e-06, 4.02352e-06, 4.0472e-06, 3.99443e-06, 5.39511e-06, 3.99446e-06, 6.09292e-05, 3.99443e-06, 3.99443e-06, 4.41457e-06
0.613055, 0, 0.000198013, 7.50663e-06, 1.41421, -0.000198013, 7.50663e-06, 7.51255e-06, 7.50937e-06, 7.51688e-06, 3.10286e-05, 7.81784e-06, 1.50136e-05, 4.37676e-05, 2.93366e-05, 2.62369e-05, 1.05206e-05, 7.56139e-06, 7.58501e-06, 7.50663e-06, 9.56439e-06, 7.50669e-06, 8.38371e-05, 7.50663e-06, 7.50663e-06, 8.29731e-06
0.62094, 0, 0.000330942, 1.37729e-05, 1.41421, -0.000330942, 1.37729e-05, 1.37838e-05, 1.37779e-05, 1.37917e-05, 5.69951e-05, 1.43448e-05, 2.75672e-05, 8.67257e-05, 5.38861e-05, 4.81902e-05, 1.77017e-05, 1.38735e-05, 1.38885e-05, 1.37729e-05, 1.67748e-05, 1.3773e-05, 0.000117236, 1.37729e-05, 1.37729e-05, 1.52258e-05
