   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_174.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.47585, 22, 9.45445, 9.44883, 4.89898, 12.5455, 0, 9.4489, 9.44952, 9.44883, 9.44883, 9.44883, 9.44883, 9.44883, 9.44883, 9.44883, 9.44883, 9.44883, 9.44883, 9.44883, 9.44883, 9.45368, 9.44883
7.48374, 20, 9.43132, 9.42497, 4.69042, 10.5687, 0, 9.42505, 9.42539, 9.42497, 9.42497, 9.42497, 9.42497, 9.42497, 9.42497, 9.42497, 9.42497, 9.42497, 9.42498, 9.42497, 9.42497, 9.43082, 9.42497
7.49163, 24, 9.40753, 9.40021, 5.09902, 14.5925, 0, 9.40029, 9.40045, 9.40021, 9.40021, 9.40021, 9.40021, 9.40021, 9.40021, 9.40021, 9.40021, 9.40021, 9.40021, 9.40021, 9.40021, 9.4072, 9.40021
7.49951, 16, 9.38263, 9.37411, 4.24264, 6.61737, 0, 9.37419, 9.37425, 9.37411, 9.37411, 9.37411, 9.37411, 9.37411, 9.37411, 9.37411, 9.37411, 9.37411, 9.37411, 9.37411, 9.37411, 9.38241, 9.37411
7.5074, 12, 9.35649, 9.34655, 3.74166, 2.64351, 0, 9.34663, 9.34663, 9.34655, 9.34655, 9.34655, 9.34655, 9.34655, 9.34655, 9.34655, 9.34655, 9.34655, 9.34655, 9.34655, 9.34655, 9.35632, 9.34655
7.51529, 14, 9.32942, 9.31788, 4, 4.67058, 0, 9.31796, 9.31792, 9.31788, 9.31788, 9.31788, 9.31788, 9.31788, 9.31788, 9.31788, 9.31788, 9.31788, 9.31788, 9.31788, 9.31788, 9.32928, 9.31788
7.52317, 12, 9.30198, 9.28868, 3.74166, 2.69802, 0, 9.28876, 9.2887, 9.28868, 9.28868, 9.28868, 9.28868, 9.28868, 9.28868, 9.28868, 9.28868, 9.28868, 9.28868, 9.28868, 9.28868, 9.30187, 9.28868
7.53106, 10, 9.27425, 9.25905, 3.4641, 0.725749, 0, 9.25914, 9.25906, 9.25905, 9.25905, 9.25905, 9.25905, 9.25905, 9.25905, 9.25905, 9.25905, 9.25905, 9.25905, 9.25905, 9.25905, 9.27416, 9.25905
7.53894, 12, 9.24627, 9.22905, 3.74166, 2.75373, 0, 9.22913, 9.22905, 9.22905, 9.22905, 9.22905, 9.22905, 9.22905, 9.22905, 9.22905, 9.22905, 9.22905, 9.22905, 9.22905, 9.22905, 9.24619, 9.22905
7.54683, 24, 9.21822, 9.19888, 5.09902, 14.7818, 0, 9.19896, 9.19888, 9.19888, 9.19888, 9.19888, 9.19888, 9.19888, 9.19888, 9.19888, 9.19888, 9.19888, 9.19888, 9.19888, 9.19888, 9.21813, 9.19888
7.55472, 10, 9.19027, 9.16876, 3.4641, 0.80973, 0, 9.16884, 9.16876, 9.16876, 9.16876, 9.16876, 9.16876, 9.16876, 9.16876, 9.16876, 9.16876, 9.16876, 9.16876, 9.16876, 9.16876, 9.19018, 9.16876
7.5626, 12, 9.16236, 9.13867, 3.74166, 2.83764, 0, 9.13876, 9.13867, 9.13867, 9.13867, 9.13867, 9.13867, 9.13867, 9.13867, 9.13867, 9.13867, 9.13867, 9.13867, 9.13867, 9.13867, 9.16227, 9.13867
7.57049, 10, 9.13436, 9.10853, 3.4641, 0.865636, 0, 9.10862, 9.10853, 9.10853, 9.10853, 9.10853, 9.10853, 9.10853, 9.10853, 9.10853, 9.10853, 9.10853, 9.10853, 9.10853, 9.10853, 9.13427, 9.10853
7.57838, 4, 9.10633, 9.07843, 2.44949, -5.10633, 0, 9.07853, 9.07843, 9.07843, 9.07843, 9.07843, 9.07843, 9.07843, 9.07843, 9.07843, 9.07843, 9.07843, 9.07843, 9.07843, 9.07843, 9.10624, 9.07843
7.58626, 18, 9.07831, 9.04848, 4.47214, 8.92169, 0, 9.04858, 9.04848, 9.04848, 9.04848, 9.04848, 9.04848, 9.04848, 9.04848, 9.04848, 9.04848, 9.04848, 9.04848, 9.04848, 9.04848, 9.07821, 9.04848
7.59415, 16, 9.05004, 9.01847, 4.24264, 6.94996, 0, 9.01856, 9.01847, 9.01847, 9.01847, 9.01847, 9.01847, 9.01847, 9.01847, 9.01847, 9.01847, 9.01847, 9.01847, 9.01847, 9.01847, 9.04994, 9.01847
7.60203, 16, 9.0216, 8.9885, 4.24264, 6.9784, 0, 8.9886, 8.9885, 8.9885, 8.9885, 8.9885, 8.9885, 8.9885, 8.9885, 8.9885, 8.9885, 8.9885, 8.9885, 8.9885, 8.9885, 9.0215, 8.9885
7.60992, 6, 8.99305, 8.95871, 2.82843, -2.99305, 0, 8.95881, 8.95871, 8.95871, 8.95871, 8.95871, 8.95871, 8.95871, 8.95871, 8.95871, 8.95871, 8.95871, 8.95871, 8.95871, 8.95871, 8.99295, 8.95871
7.61781, 10, 8.96413, 8.92884, 3.4641, 1.03587, 0, 8.92895, 8.92884, 8.92884, 8.92884, 8.92884, 8.92884, 8.92884, 8.92884, 8.92884, 8.92884, 8.92884, 8.92884, 8.92884, 8.92884, 8.96403, 8.92884
7.62569, 14, 8.93493, 8.89902, 4, 5.06507, 0, 8.89913, 8.89902, 8.89902, 8.89902, 8.89902, 8.89902, 8.89902, 8.89902, 8.89902, 8.89902, 8.89902, 8.89902, 8.89902, 8.89902, 8.93482, 8.89902
7.63358, 14, 8.90555, 8.86937, 4, 5.09445, 0, 8.86949, 8.86937, 8.86937, 8.86937, 8.86937, 8.86937, 8.86937, 8.86937, 8.86937, 8.86937, 8.86937, 8.86937, 8.86937, 8.86937, 8.90544, 8.86937
7.64147, 18, 8.87574, 8.83964, 4.47214, 9.12426, 0, 8.83976, 8.83964, 8.83964, 8.83964, 8.83964, 8.83964, 8.83964, 8.83964, 8.83964, 8.83964, 8.83964, 8.83964, 8.83964, 8.83964, 8.87561, 8.83964
7.64935, 14, 8.84562, 8.80996, 4, 5.15438, 0, 8.81009, 8.80996, 8.80996, 8.80996, 8.80996, 8.80996, 8.80996, 8.80996, 8.80996, 8.80996, 8.80996, 8.80996, 8.80996, 8.80996, 8.84549, 8.80996
7.65724, 10, 8.81535, 8.78046, 3.4641, 1.18465, 0, 8.7806, 8.78046, 8.78046, 8.78046, 8.78046, 8.78046, 8.78046, 8.78046, 8.78046, 8.78046, 8.78046, 8.78046, 8.78046, 8.78046, 8.81521, 8.78046
7.66512, 10, 8.78468, 8.75088, 3.4641, 1.21532, 0, 8.75103, 8.75088, 8.75088, 8.75088, 8.75088, 8.75088, 8.75088, 8.75088, 8.75088, 8.75088, 8.75088, 8.75088, 8.75088, 8.75088, 8.78453, 8.75088
7.67301, 16, 8.75377, 8.72134, 4.24264, 7.24623, 0, 8.7215, 8.72134, 8.72134, 8.72134, 8.72134, 8.72134, 8.72134, 8.72134, 8.72134, 8.72134, 8.72134, 8.72134, 8.72134, 8.72134, 8.75361, 8.72134
7.6809, 8, 8.72282, 8.692, 3.16228, -0.722819, 0, 8.69217, 8.692, 8.692, 8.692, 8.692, 8.692, 8.692, 8.692, 8.692, 8.692, 8.692, 8.692, 8.692, 8.692, 8.72265, 8.692
7.68878, 10, 8.69156, 8.66256, 3.4641, 1.30844, 0, 8.66275, 8.66256, 8.66256, 8.66256, 8.66256, 8.66256, 8.66256, 8.66256, 8.66256, 8.66256, 8.66256, 8.66256, 8.66256, 8.66256, 8.69138, 8.66256
7.69667, 10, 8.66021, 8.63317, 3.4641, 1.33979, 0, 8.63337, 8.63317, 8.63317, 8.63317, 8.63317, 8.63317, 8.63317, 8.63317, 8.63317, 8.63317, 8.63317, 8.63317, 8.63317, 8.63317, 8.66001, 8.63317
7.70456, 8, 8.62895, 8.60399, 3.16228, -0.628951, 0, 8.60421, 8.60399, 8.60399, 8.60399, 8.60399, 8.60399, 8.60399, 8.60399, 8.60399, 8.60399, 8.60399, 8.60399, 8.60399, 8.60399, 8.62873, 8.60399
7.71244, 8, 8.59753, 8.5747, 3.16228, -0.597529, 0, 8.57493, 8.5747, 8.5747, 8.5747, 8.5747, 8.5747, 8.5747, 8.5747, 8.5747, 8.5747, 8.5747, 8.5747, 8.5747, 8.5747, 8.59729, 8.5747
7.72033, 8, 8.56614, 8.54545, 3.16228, -0.566144, 0, 8.54571, 8.54545, 8.54545, 8.54545, 8.54545, 8.54545, 8.54545, 8.54545, 8.54545, 8.54545, 8.54545, 8.54545, 8.54545, 8.54545, 8.56589, 8.54545
7.72822, 4, 8.60364, 8.58506, 2.44949, -4.60364, 0, 8.58534, 8.58506, 8.58506, 8.58506, 8.58506, 8.58506, 8.58506, 8.58506, 8.58506, 8.58506, 8.58506, 8.58506, 8.58506, 8.58506, 8.60337, 8.58506
7.7361, 14, 8.64123, 8.6247, 4, 5.35877, 0, 8.62499, 8.6247, 8.6247, 8.6247, 8.6247, 8.6247, 8.6247, 8.6247, 8.6247, 8.6247, 8.6247, 8.6247, 8.6247, 8.6247, 8.64094, 8.6247
7.74399, 10, 8.67901, 8.66443, 3.4641, 1.32099, 0, 8.66474, 8.66443, 8.66443, 8.66443, 8.66443, 8.66443, 8.66443, 8.66443, 8.66443, 8.66443, 8.66443, 8.66443, 8.66443, 8.66443, 8.6787, 8.66443
7.75187, 8, 8.71706, 8.7043, 3.16228, -0.717056, 0, 8.70463, 8.7043, 8.7043, 8.7043, 8.7043, 8.7043, 8.7043, 8.7043, 8.7043, 8.7043, 8.7043, 8.7043, 8.7043, 8.7043, 8.71672, 8.7043
7.75976, 6, 8.7552, 8.74414, 2.82843, -2.7552, 0, 8.74449, 8.74414, 8.74414, 8.74414, 8.74414, 8.74414, 8.74414, 8.74414, 8.74414, 8.74414, 8.74414, 8.74414, 8.74414, 8.74414, 8.75485, 8.74414
7.76765, 12, 8.79332, 8.78379, 3.74166, 3.20668, 0, 8.78416, 8.78379, 8.78379, 8.78379, 8.78379, 8.78379, 8.78379, 8.78379, 8.78379, 8.78379, 8.78379, 8.78379, 8.78379, 8.78379, 8.79295, 8.78379
7.77553, 8, 8.83146, 8.82331, 3.16228, -0.831463, 0, 8.82369, 8.82331, 8.82331, 8.82331, 8.82331, 8.82331, 8.82331, 8.82331, 8.82331, 8.82331, 8.82331, 8.82331, 8.82331, 8.82331, 8.83107, 8.82331
7.78342, 16, 8.86974, 8.86279, 4.24264, 7.13026, 0, 8.86319, 8.86279, 8.86279, 8.86279, 8.86279, 8.86279, 8.86279, 8.86279, 8.86279, 8.86279, 8.86279, 8.86279, 8.86279, 8.86279, 8.86933, 8.86279
7.79131, 16, 8.90826, 8.90235, 4.24264, 7.09174, 0, 8.90277, 8.90235, 8.90235, 8.90235, 8.90235, 8.90235, 8.90235, 8.90235, 8.90235, 8.90235, 8.90235, 8.90235, 8.90235, 8.90235, 8.90784, 8.90235
7.79919, 10, 8.94697, 8.94193, 3.4641, 1.05303, 0, 8.94236, 8.94193, 8.94193, 8.94193, 8.94193, 8.94193, 8.94193, 8.94193, 8.94193, 8.94193, 8.94193, 8.94193, 8.94193, 8.94193, 8.94654, 8.94193
7.80708, 8, 8.98567, 8.98132, 3.16228, -0.985667, 0, 8.98176, 8.98132, 8.98132, 8.98132, 8.98132, 8.98132, 8.98132, 8.98132, 8.98132, 8.98132, 8.98132, 8.98132, 8.98132, 8.98132, 8.98522, 8.98132
7.81496, 12, 9.02429, 9.02047, 3.74166, 2.97571, 0, 9.02092, 9.02047, 9.02047, 9.02047, 9.02047, 9.02047, 9.02047, 9.02047, 9.02047, 9.02047, 9.02047, 9.02047, 9.02047, 9.02047, 9.02384, 9.02047
7.82285, 10, 9.06291, 9.05942, 3.4641, 0.937089, 0, 9.05988, 9.05942, 9.05942, 9.05942, 9.05942, 9.05942, 9.05942, 9.05942, 9.05942, 9.05942, 9.05942, 9.05943, 9.05942, 9.05942, 9.06246, 9.05942
7.83074, 18, 9.10168, 9.09833, 4.47214, 8.89832, 0, 9.09878, 9.09833, 9.09833, 9.09833, 9.09833, 9.09833, 9.09833, 9.09833, 9.09833, 9.09833, 9.09833, 9.09833, 9.09833, 9.09833, 9.10123, 9.09833
7.83862, 16, 9.14066, 9.13719, 4.24264, 6.85934, 0, 9.13764, 9.13719, 9.13719, 9.13719, 9.13719, 9.13719, 9.13719, 9.13719, 9.13719, 9.13719, 9.13719, 9.13719, 9.13719, 9.13719, 9.1402, 9.13719
7.84651, 10, 9.17979, 9.17593, 3.4641, 0.820214, 0, 9.17637, 9.17593, 9.17593, 9.17593, 9.17593, 9.17593, 9.17593, 9.17593, 9.17593, 9.17593, 9.17593, 9.17593, 9.17593, 9.17593, 9.17934, 9.17593
7.8544, 12, 9.21903, 9.21443, 3.74166, 2.78097, 0, 9.21486, 9.21443, 9.21443, 9.21443, 9.21443, 9.21443, 9.21443, 9.21443, 9.21443, 9.21443, 9.21443, 9.21443, 9.21443, 9.21443, 9.21859, 9.21443
7.86228, 12, 9.25845, 9.25267, 3.74166, 2.74155, 0, 9.2531, 9.25267, 9.25267, 9.25267, 9.25267, 9.25267, 9.25267, 9.25267, 9.25267, 9.25267, 9.25267, 9.25267, 9.25267, 9.25267, 9.25802, 9.25267
7.87017, 10, 9.29826, 9.29073, 3.4641, 0.701736, 0, 9.29114, 9.29073, 9.29073, 9.29073, 9.29073, 9.29073, 9.29073, 9.29073, 9.29073, 9.29073, 9.29073, 9.29073, 9.29073, 9.29073, 9.29785, 9.29073
7.87806, 10, 9.33871, 9.3287, 3.4641, 0.661288, 0, 9.32911, 9.3287, 9.3287, 9.3287, 9.3287, 9.3287, 9.3287, 9.3287, 9.3287, 9.3287, 9.3287, 9.3287, 9.3287, 9.3287, 9.33831, 9.3287
7.88594, 6, 9.37989, 9.36648, 2.82843, -3.37989, 0, 9.36687, 9.36648, 9.36648, 9.36648, 9.36648, 9.36648, 9.36648, 9.36648, 9.36648, 9.36648, 9.36648, 9.36648, 9.36648, 9.36648, 9.3795, 9.36648
7.89383, 14, 9.42198, 9.40401, 4, 4.57802, 0, 9.40438, 9.40401, 9.40401, 9.40401, 9.40401, 9.40401, 9.40401, 9.40401, 9.40401, 9.40401, 9.40401, 9.40401, 9.40401, 9.40401, 9.42162, 9.40401
7.90171, 12, 9.46528, 9.44124, 3.74166, 2.53472, 0, 9.44159, 9.44124, 9.44124, 9.44124, 9.44124, 9.44124, 9.44124, 9.44124, 9.44124, 9.44124, 9.44124, 9.44124, 9.44124, 9.44124, 9.46492, 9.44124
7.9096, 8, 9.51015, 9.47821, 3.16228, -1.51015, 0, 9.47854, 9.47821, 9.47821, 9.47821, 9.47821, 9.47821, 9.47821, 9.47821, 9.47821, 9.47821, 9.47821, 9.47821, 9.47821, 9.47821, 9.50982, 9.47821
7.91749, 12, 9.55713, 9.51499, 3.74166, 2.44287, 0, 9.5153, 9.51499, 9.51499, 9.51499, 9.51499, 9.51499, 9.51499, 9.51499, 9.51499, 9.51499, 9.51499, 9.51499, 9.51499, 9.51499, 9.55681, 9.51499
7.92537, 10, 9.60673, 9.55161, 3.4641, 0.39327, 0, 9.55191, 9.55161, 9.55161, 9.55161, 9.55161, 9.55161, 9.55161, 9.55161, 9.55161, 9.55161, 9.55161, 9.55161, 9.55161, 9.55161, 9.60643, 9.55161
7.93326, 10, 9.65938, 9.58792, 3.4641, 0.34062, 0, 9.5882, 9.58792, 9.58792, 9.58792, 9.58792, 9.58792, 9.58792, 9.58792, 9.58792, 9.58792, 9.58792, 9.58793, 9.58792, 9.58792, 9.6591, 9.58792
7.94115, 10, 9.71565, 9.62388, 3.4641, 0.284347, 0, 9.62414, 9.62388, 9.62388, 9.62388, 9.62388, 9.62388, 9.62388, 9.62388, 9.62388, 9.62388, 9.62388, 9.62388, 9.62388, 9.62388, 9.71539, 9.62388
7.94903, 10, 9.77624, 9.6595, 3.4641, 0.223761, 0, 9.65974, 9.6595, 9.6595, 9.6595, 9.6595, 9.6595, 9.6595, 9.6595, 9.6595, 9.6595, 9.6595, 9.6595, 9.6595, 9.6595, 9.776, 9.6595
7.95692, 6, 9.84191, 9.69483, 2.82843, -3.84191, 0, 9.69506, 9.69483, 9.69483, 9.69483, 9.69483, 9.69483, 9.69483, 9.69483, 9.69483, 9.69483, 9.69483, 9.69483, 9.69483, 9.69483, 9.84168, 9.69483
7.9648, 12, 9.91341, 9.72991, 3.74166, 2.08659, 0, 9.73012, 9.72991, 9.72991, 9.72991, 9.72991, 9.72991, 9.72991, 9.72991, 9.72991, 9.72991, 9.72991, 9.72991, 9.72991, 9.72991, 9.91319, 9.72991
7.97269, 10, 9.99148, 9.76477, 3.4641, 0.00851822, 0, 9.76497, 9.76477, 9.76477, 9.76477, 9.76477, 9.76477, 9.76477, 9.76477, 9.76477, 9.76477, 9.76477, 9.76477, 9.76477, 9.76477, 9.99128, 9.76477
7.98058, 12, 10.0766, 9.79926, 3.74166, 1.92338, 0, 9.79945, 9.79926, 9.79926, 9.79926, 9.79926, 9.79926, 9.79926, 9.79926, 9.79926, 9.79926, 9.79926, 9.79926, 9.79926, 9.79926, 10.0764, 9.79926
7.98846, 18, 10.1693, 9.83332, 4.47214, 7.83066, 0, 9.8335, 9.83332, 9.83332, 9.83332, 9.83332, 9.83332, 9.83332, 9.83332, 9.83332, 9.83332, 9.83332, 9.83332, 9.83332, 9.83332, 10.1692, 9.83332
7.99635, 16, 10.2701, 9.867, 4.24264, 5.72991, 0, 9.86717, 9.867, 9.867, 9.867, 9.867, 9.867, 9.867, 9.867, 9.867, 9.867, 9.867, 9.867, 9.867, 9.867, 10.2699, 9.867
8.00424, 6, 10.3792, 9.90038, 2.82843, -4.37923, 0, 9.90055, 9.90038, 9.90038, 9.90038, 9.90038, 9.90038, 9.90038, 9.90038, 9.90038, 9.90038, 9.90038, 9.90038, 9.90038, 9.90038, 10.3791, 9.90038
8.01212, 16, 10.4967, 9.93344, 4.24264, 5.50326, 0, 9.9336, 9.93344, 9.93344, 9.93344, 9.93344, 9.93344, 9.93344, 9.93344, 9.93344, 9.93344, 9.93344, 9.93344, 9.93344, 9.93344, 10.4966, 9.93344
8.02001, 12, 10.6224, 9.9662, 3.74166, 1.37763, 0, 9.96635, 9.9662, 9.9662, 9.9662, 9.9662, 9.9662, 9.9662, 9.9662, 9.9662, 9.9662, 9.9662, 9.9662, 9.9662, 9.9662, 10.6222, 9.9662
8.02789, 20, 10.7554, 9.99852, 4.69042, 9.24456, 0, 9.99867, 9.99852, 9.99852, 9.99852, 9.99852, 9.99852, 9.99852, 9.99852, 9.99852, 9.99852, 9.99852, 9.99852, 9.99852, 9.99852, 10.7553, 9.99852
8.03578, 12, 10.895, 10.0304, 3.74166, 1.10496, 0, 10.0305, 10.0304, 10.0304, 10.0304, 10.0304, 10.0304, 10.0304, 10.0304, 10.0304, 10.0304, 10.0304, 10.0304, 10.0304, 10.0304, 10.8949, 10.0304
8.04367, 16, 11.04, 10.0618, 4.24264, 4.96002, 0, 10.0619, 10.0618, 10.0618, 10.0618, 10.0618, 10.0618, 10.0618, 10.0618, 10.0618, 10.0618, 10.0618, 10.0618, 10.0618, 10.0618, 11.0398, 10.0618
8.05155, 12, 11.1888, 10.0929, 3.74166, 0.811188, 0, 10.0931, 10.0929, 10.0929, 10.0929, 10.0929, 10.0929, 10.0929, 10.0929, 10.0929, 10.0929, 10.0929, 10.0929, 10.0929, 10.0929, 11.1887, 10.0929
8.05944, 16, 11.3396, 10.1237, 4.24264, 4.66043, 0, 10.1238, 10.1237, 10.1237, 10.1237, 10.1237, 10.1237, 10.1237, 10.1237, 10.1237, 10.1237, 10.1237, 10.1237, 10.1237, 10.1237, 11.3394, 10.1237
8.06733, 18, 11.4901, 10.1541, 4.47214, 6.50995, 0, 10.1542, 10.1541, 10.1541, 10.1541, 10.1541, 10.1541, 10.1541, 10.1541, 10.1541, 10.1541, 10.1541, 10.1541, 10.1541, 10.1541, 11.4899, 10.1541
8.07521, 12, 11.6378, 10.184, 3.74166, 0.362239, 0, 10.1841, 10.184, 10.184, 10.184, 10.184, 10.184, 10.184, 10.184, 10.184, 10.184, 10.184, 10.184, 10.184, 10.184, 11.6376, 10.184
8.0831, 22, 11.7801, 10.2133, 4.89898, 10.2199, 0, 10.2135, 10.2133, 10.2133, 10.2133, 10.2133, 10.2133, 10.2133, 10.2133, 10.2133, 10.2133, 10.2133, 10.2133, 10.2133, 10.2133, 11.78, 10.2133
8.09099, 16, 11.9147, 10.2422, 4.24264, 4.08534, 0, 10.2424, 10.2422, 10.2422, 10.2422, 10.2422, 10.2422, 10.2422, 10.2422, 10.2422, 10.2422, 10.2422, 10.2422, 10.2422, 10.2422, 11.9145, 10.2422
8.09887, 16, 12.0388, 10.2708, 4.24264, 3.96117, 0, 10.271, 10.2708, 10.2708, 10.2708, 10.2708, 10.2708, 10.2708, 10.2708, 10.2708, 10.2708, 10.2708, 10.2708, 10.2708, 10.2708, 12.0387, 10.2708
8.10676, 18, 12.1501, 10.2989, 4.47214, 5.84986, 0, 10.2991, 10.2989, 10.2989, 10.2989, 10.2989, 10.2989, 10.2989, 10.2989, 10.2989, 10.2989, 10.2989, 10.2989, 10.2989, 10.2989, 12.15, 10.2989
8.11465, 12, 12.2463, 10.3265, 3.74166, -0.246334, 0, 10.3267, 10.3265, 10.3265, 10.3265, 10.3265, 10.3265, 10.3265, 10.3265, 10.3265, 10.3265, 10.3265, 10.3265, 10.3265, 10.3265, 12.2462, 10.3265
8.12253, 16, 12.3255, 10.3536, 4.24264, 3.67446, 0, 10.3537, 10.3536, 10.3536, 10.3536, 10.3536, 10.3536, 10.3536, 10.3536, 10.3536, 10.3536, 10.3536, 10.3536, 10.3536, 10.3536, 12.3254, 10.3536
8.13042, 22, 12.3863, 10.38, 4.89898, 9.61369, 0, 10.3802, 10.38, 10.38, 10.38, 10.38, 10.38, 10.38, 10.38, 10.38, 10.38, 10.38, 10.38, 10.38, 10.38, 12.3862, 10.38
8.1383, 22, 12.4276, 10.4058, 4.89898, 9.57237, 0, 10.406, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 10.4058, 12.4275, 10.4058
8.14619, 22, 12.4492, 10.4311, 4.89898, 9.55084, 0, 10.4312, 10.4311, 10.4311, 10.4311, 10.4311, 10.4311, 10.4311, 10.4311, 10.4311, 10.4311, 10.4311, 10.4311, 10.4311, 10.4311, 12.449, 10.4311
8.15408, 12, 12.4509, 10.4555, 3.74166, -0.45088, 0, 10.4556, 10.4555, 10.4555, 10.4555, 10.4555, 10.4555, 10.4555, 10.4555, 10.4555, 10.4555, 10.4555, 10.4555, 10.4555, 10.4555, 12.4507, 10.4555
8.16196, 20, 12.4335, 10.4792, 4.69042, 7.56654, 0, 10.4793, 10.4792, 10.4792, 10.4792, 10.4792, 10.4792, 10.4792, 10.4792, 10.4792, 10.4792, 10.4792, 10.4792, 10.4792, 10.4792, 12.4333, 10.4792
8.16985, 14, 12.3981, 10.5021, 4, 1.60191, 0, 10.5023, 10.5021, 10.5021, 10.5021, 10.5021, 10.5021, 10.5021, 10.5021, 10.5021, 10.5021, 10.5021, 10.5021, 10.5021, 10.5021, 12.3979, 10.5021
8.17774, 12, 12.3465, 10.5244, 3.74166, -0.34649, 0, 10.5246, 10.5244, 10.5244, 10.5244, 10.5244, 10.5244, 10.5244, 10.5244, 10.5244, 10.5244, 10.5244, 10.5244, 10.5244, 10.5244, 12.3463, 10.5244
8.18562, 14, 12.2804, 10.5458, 4, 1.71957, 0, 10.546, 10.5458, 10.5458, 10.5458, 10.5458, 10.5458, 10.5458, 10.5458, 10.5458, 10.5458, 10.5458, 10.5458, 10.5458, 10.5458, 12.2803, 10.5458
8.19351, 16, 12.2021, 10.5663, 4.24264, 3.79785, 0, 10.5665, 10.5663, 10.5663, 10.5663, 10.5663, 10.5663, 10.5663, 10.5663, 10.5663, 10.5663, 10.5663, 10.5663, 10.5663, 10.5663, 12.202, 10.5663
8.20139, 10, 12.114, 10.5857, 3.4641, -2.11401, 0, 10.5859, 10.5857, 10.5857, 10.5857, 10.5857, 10.5857, 10.5857, 10.5857, 10.5857, 10.5857, 10.5857, 10.5857, 10.5857, 10.5857, 12.1139, 10.5857
8.20928, 8, 12.0186, 10.6042, 3.16228, -4.01861, 0, 10.6043, 10.6042, 10.6042, 10.6042, 10.6042, 10.6042, 10.6042, 10.6042, 10.6042, 10.6042, 10.6042, 10.6042, 10.6042, 10.6042, 12.0184, 10.6042
8.21717, 18, 11.9186, 10.6218, 4.47214, 6.08139, 0, 10.6219, 10.6218, 10.6218, 10.6218, 10.6218, 10.6218, 10.6218, 10.6218, 10.6218, 10.6218, 10.6218, 10.6218, 10.6218, 10.6218, 11.9184, 10.6218
8.22505, 8, 11.8166, 10.6386, 3.16228, -3.81656, 0, 10.6387, 10.6386, 10.6386, 10.6386, 10.6386, 10.6386, 10.6386, 10.6386, 10.6386, 10.6386, 10.6386, 10.6386, 10.6386, 10.6386, 11.8164, 10.6386
8.23294, 20, 11.7144, 10.6543, 4.69042, 8.28561, 0, 10.6545, 10.6543, 10.6543, 10.6543, 10.6543, 10.6543, 10.6543, 10.6543, 10.6543, 10.6543, 10.6543, 10.6543, 10.6543, 10.6543, 11.7142, 10.6543
8.24082, 14, 11.614, 10.6689, 4, 2.386, 0, 10.6691, 10.6689, 10.6689, 10.6689, 10.6689, 10.6689, 10.6689, 10.6689, 10.6689, 10.6689, 10.6689, 10.6689, 10.6689, 10.6689, 11.6138, 10.6689
8.24871, 10, 11.5169, 10.6821, 3.4641, -1.51695, 0, 10.6823, 10.6821, 10.6821, 10.6821, 10.6821, 10.6821, 10.6821, 10.6821, 10.6821, 10.6821, 10.6821, 10.6821, 10.6821, 10.6821, 11.5167, 10.6821
8.2566, 18, 11.4248, 10.6941, 4.47214, 6.57524, 0, 10.6944, 10.6941, 10.6941, 10.6941, 10.6941, 10.6941, 10.6941, 10.6941, 10.6941, 10.6941, 10.6941, 10.6941, 10.6941, 10.6941, 11.4245, 10.6941
8.26448, 0, 11.3387, 10.7052, 1.41421, -11.3387, 0, 10.7055, 10.7052, 10.7052, 10.7052, 10.7052, 10.7052, 10.7052, 10.7052, 10.7052, 10.7052, 10.7052, 10.7052, 10.7052, 10.7052, 11.3384, 10.7052
8.27237, 16, 11.2596, 10.7153, 4.24264, 4.74035, 0, 10.7157, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 10.7153, 11.2593, 10.7153
8.28026, 8, 11.1881, 10.7246, 3.16228, -3.18806, 0, 10.725, 10.7246, 10.7246, 10.7246, 10.7246, 10.7246, 10.7246, 10.7246, 10.7246, 10.7246, 10.7246, 10.7246, 10.7246, 10.7246, 11.1876, 10.7246
8.28814, 26, 11.124, 10.7329, 5.2915, 14.876, 0, 10.7335, 10.7329, 10.7329, 10.7329, 10.7329, 10.7329, 10.7329, 10.7329, 10.7329, 10.7329, 10.7329, 10.7329, 10.7329, 10.7329, 11.1234, 10.7329
8.29603, 12, 11.0671, 10.7401, 3.74166, 0.932884, 0, 10.7408, 10.7401, 10.7401, 10.7401, 10.7401, 10.7401, 10.7401, 10.7401, 10.7401, 10.7401, 10.7401, 10.7401, 10.7401, 10.7401, 11.0664, 10.7401
8.30392, 10, 11.0173, 10.7462, 3.4641, -1.01734, 0, 10.7471, 10.7462, 10.7462, 10.7462, 10.7462, 10.7462, 10.7462, 10.7462, 10.7462, 10.7462, 10.7462, 10.7462, 10.7462, 10.7462, 11.0164, 10.7462
