   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_96.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
19.4676, 1.99739, 0.145041, 0.0947459, 1.99935, 1.85235, 0, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947459, 0.0947483, 0.0947459, 0.145039, 0.0947459
19.4754, 0.766485, 0.143613, 0.0943561, 1.66328, 0.622872, 0, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943561, 0.0943584, 0.0943561, 0.143611, 0.0943561
19.4833, 0, 0.141674, 0.0934438, 1.41421, -0.141674, 0, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934438, 0.0934461, 0.0934438, 0.141672, 0.0934438
19.4912, 1, 0.13949, 0.0922761, 1.73205, 0.86051, 0, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922761, 0.0922785, 0.0922761, 0.139488, 0.0922761
19.4991, 0, 0.137325, 0.0911158, 1.41421, -0.137325, 0, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911158, 0.0911182, 0.0911158, 0.137322, 0.0911158
19.507, 0, 0.136363, 0.0911484, 1.41421, -0.136363, 0, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911484, 0.0911508, 0.0911484, 0.13636, 0.0911484
19.5148, 0, 0.134891, 0.0906611, 1.41421, -0.134891, 0, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906611, 0.0906635, 0.0906611, 0.134888, 0.0906611
19.5227, 0.217047, 0.132952, 0.0896958, 1.48897, 0.0840949, 0, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896958, 0.0896983, 0.0896958, 0.132949, 0.0896958
19.5306, 0.997328, 0.130791, 0.0884978, 1.73128, 0.866537, 0, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0884978, 0.0885003, 0.0884978, 0.130788, 0.0884978
19.5385, 0.785626, 0.128649, 0.0873078, 1.66902, 0.656977, 0, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873078, 0.0873104, 0.0873078, 0.128646, 0.0873078
19.5464, 0, 0.127699, 0.0872981, 1.41421, -0.127699, 0, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0872981, 0.0873007, 0.0872981, 0.127696, 0.0872981
19.5542, 0.206991, 0.126278, 0.0868073, 1.48559, 0.0807122, 0, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868073, 0.0868101, 0.0868073, 0.126276, 0.0868073
19.5621, 0.793009, 0.124425, 0.0858731, 1.67123, 0.668584, 0, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858731, 0.0858761, 0.0858731, 0.124422, 0.0858731
19.57, 0.202281, 0.122368, 0.0847233, 1.48401, 0.0799131, 0, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847233, 0.0847265, 0.0847233, 0.122364, 0.0847233
19.5779, 0.797719, 0.120327, 0.0835811, 1.67264, 0.677392, 0, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835811, 0.0835848, 0.0835811, 0.120324, 0.0835811
19.5858, 0, 0.119288, 0.0834316, 1.41421, -0.119288, 0, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834316, 0.0834357, 0.0834316, 0.119284, 0.0834316
19.5936, 0, 0.117821, 0.082845, 1.41421, -0.117821, 0, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.082845, 0.0828498, 0.082845, 0.117816, 0.082845
19.6015, 0, 0.115961, 0.0818579, 1.41421, -0.115961, 0, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818579, 0.0818636, 0.0818579, 0.115955, 0.0818579
19.6094, 0, 0.113914, 0.080677, 1.41421, -0.113914, 0, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.080677, 0.0806839, 0.080677, 0.113907, 0.080677
19.6173, 1.1879, 0.111882, 0.0795046, 1.78547, 1.07602, 0, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795046, 0.0795131, 0.0795046, 0.111873, 0.0795046
19.6252, 0.812097, 0.110847, 0.0793223, 1.67693, 0.70125, 0, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793223, 0.0793328, 0.0793223, 0.110836, 0.0793223
19.6331, 0, 0.109417, 0.0787383, 1.41421, -0.109417, 0, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787383, 0.0787514, 0.0787383, 0.109404, 0.0787383
19.6409, 1, 0.107626, 0.0777851, 1.73205, 0.892374, 0, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0777851, 0.0778013, 0.0777851, 0.10761, 0.0777851
19.6488, 0, 0.105665, 0.0766534, 1.41421, -0.105665, 0, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766534, 0.0766735, 0.0766534, 0.105645, 0.0766534
19.6567, 0, 0.103725, 0.07553, 1.41421, -0.103725, 0, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.07553, 0.0755549, 0.07553, 0.1037, 0.07553
19.6646, 0, 0.102609, 0.0752187, 1.41421, -0.102609, 0, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752187, 0.0752492, 0.0752187, 0.102579, 0.0752187
19.6725, 0, 0.101149, 0.074546, 1.41421, -0.101149, 0, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.074546, 0.0745832, 0.074546, 0.101111, 0.074546
19.6803, 0.168484, 0.0993772, 0.0735433, 1.47258, 0.0691065, 0, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735433, 0.0735883, 0.0735433, 0.0993322, 0.0735433
19.6882, 0.831516, 0.0974694, 0.0723823, 1.68271, 0.734047, 0, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0723823, 0.0724363, 0.0723823, 0.0974154, 0.0723823
19.6961, 0, 0.0955957, 0.0712306, 1.41421, -0.0955957, 0, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712306, 0.0712946, 0.0712306, 0.0955317, 0.0712306
19.704, 0, 0.094569, 0.0708979, 1.41421, -0.094569, 0, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.0708979, 0.070973, 0.0708979, 0.0944938, 0.0708979
19.7119, 0, 0.0932424, 0.070235, 1.41421, -0.0932424, 0, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.070235, 0.0703223, 0.070235, 0.0931552, 0.070235
19.7197, 0.156668, 0.091645, 0.0692693, 1.46856, 0.0650233, 0, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0692693, 0.0693697, 0.0692693, 0.0915447, 0.0692693
19.7276, 0.843332, 0.0899364, 0.0681587, 1.68622, 0.753395, 0, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0681587, 0.0682729, 0.0681587, 0.0898222, 0.0681587
19.7355, 0, 0.0882713, 0.0670571, 1.41421, -0.0882713, 0, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0670571, 0.0671858, 0.0670571, 0.0881427, 0.0670571
19.7434, 0.149653, 0.0872961, 0.0666107, 1.46617, 0.062357, 0, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0666107, 0.0667543, 0.0666107, 0.0871525, 0.0666107
19.7513, 1.85035, 0.0860613, 0.0658702, 1.96223, 1.76429, 0, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0658702, 0.0660292, 0.0658702, 0.0859024, 0.0658702
19.7591, 0.144486, 0.084593, 0.0648624, 1.46441, 0.0598928, 0, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0648624, 0.0650372, 0.0648624, 0.0844182, 0.0648624
19.767, 0.855514, 0.0830307, 0.0637279, 1.68983, 0.772484, 0, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0637279, 0.0639191, 0.0637279, 0.0828394, 0.0637279
19.7749, 0, 0.0815099, 0.0626034, 1.41421, -0.0815099, 0, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0626034, 0.0628124, 0.0626034, 0.081301, 0.0626034
19.7828, 0, 0.0806882, 0.0621473, 1.41421, -0.0806882, 0, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0621473, 0.0623762, 0.0621473, 0.0804593, 0.0621473
19.7907, 0, 0.0796293, 0.0614243, 1.41421, -0.0796293, 0, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.0614243, 0.061677, 0.0614243, 0.0793766, 0.0614243
19.7986, 0, 0.0783566, 0.0604573, 1.41421, -0.0783566, 0, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0604573, 0.0607403, 0.0604573, 0.0780736, 0.0604573
19.8064, 0, 0.0769998, 0.0593751, 1.41421, -0.0769998, 0, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0593751, 0.0596985, 0.0593751, 0.0766764, 0.0593751
19.8143, 0.127849, 0.0756866, 0.0583027, 1.45871, 0.0521628, 0, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0583027, 0.0586821, 0.0583027, 0.0753072, 0.0583027
19.8222, 0.872151, 0.0749335, 0.0577517, 1.69474, 0.797217, 0, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0577517, 0.0582098, 0.0577517, 0.0744754, 0.0577517
19.8301, 0, 0.0739916, 0.0569657, 1.41421, -0.0739916, 0, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0569657, 0.0575352, 0.0569657, 0.073422, 0.0569657
19.838, 1, 0.0728938, 0.0559672, 1.73205, 0.927106, 0, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0559672, 0.0566938, 0.0559672, 0.0721671, 0.0559672
19.8458, 0, 0.0717685, 0.0548696, 1.41421, -0.0717685, 0, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.0548696, 0.055816, 0.0548696, 0.0708221, 0.0548696
19.8537, 0, 0.0707448, 0.053783, 1.41421, -0.0707448, 0, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.053783, 0.0550329, 0.053783, 0.0694949, 0.053783
19.8616, 0, 0.0703745, 0.0532341, 1.41421, -0.0703745, 0, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0532341, 0.0548981, 0.0532341, 0.0687106, 0.0532341
19.8695, 0, 0.0699387, 0.0524734, 1.41421, -0.0699387, 0, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0524734, 0.0546943, 0.0524734, 0.0677178, 0.0524734
19.8774, 0, 0.0694942, 0.0515201, 1.41421, -0.0694942, 0, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0515201, 0.0544798, 0.0515201, 0.0665344, 0.0515201
19.8852, 1, 0.0691878, 0.0504775, 1.73205, 0.930812, 0, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0504775, 0.0544027, 0.0504775, 0.0652626, 0.0504775
19.8931, 0, 0.0691705, 0.0494456, 1.41421, -0.0691705, 0, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0494456, 0.0546149, 0.0494456, 0.0640012, 0.0494456
19.901, 0, 0.0698981, 0.0488232, 1.41421, -0.0698981, 0, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0488232, 0.0555732, 0.0488232, 0.0631482, 0.0488232
19.9089, 0, 0.070838, 0.0480169, 1.41421, -0.070838, 0, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0480169, 0.0567453, 0.0480169, 0.0621096, 0.0480169
19.9168, 0, 0.0720727, 0.0470453, 1.41421, -0.0720727, 0, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0470453, 0.0582142, 0.0470453, 0.0609038, 0.0470453
19.9247, 0, 0.0737589, 0.0459987, 1.41421, -0.0737589, 0, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0459987, 0.0601371, 0.0459987, 0.0596205, 0.0459987
19.9325, 0, 0.0760433, 0.0449638, 1.41421, -0.0760433, 0, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0449638, 0.0626603, 0.0449638, 0.0583469, 0.0449638
19.9404, 0, 0.0793945, 0.044355, 1.41421, -0.0793945, 0, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.044355, 0.0662522, 0.044355, 0.0574972, 0.044355
19.9483, 0, 0.0832687, 0.0435818, 1.41421, -0.0832687, 0, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0435818, 0.0703691, 0.0435818, 0.0564814, 0.0435818
19.9562, 0, 0.0877065, 0.0426602, 1.41421, -0.0877065, 0, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0426602, 0.0750509, 0.0426602, 0.0553158, 0.0426602
19.9641, 1, 0.0927984, 0.0416718, 1.73205, 0.907202, 0, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0416718, 0.0803877, 0.0416718, 0.0540825, 0.0416718
19.9719, 0, 0.0986071, 0.0406949, 1.41421, -0.0986071, 0, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0406949, 0.0864416, 0.0406949, 0.0528604, 0.0406949
19.9798, 0, 0.105397, 0.0400355, 1.41421, -0.105397, 0, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0400355, 0.0934762, 0.0400355, 0.0519558, 0.0400355
19.9877, 0, 0.11264, 0.0392357, 1.41421, -0.11264, 0, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.0392357, 0.100964, 0.0392357, 0.0509114, 0.0392357
19.9956, 0, 0.120259, 0.0383109, 1.41421, -0.120259, 0, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.0383109, 0.108827, 0.0383109, 0.0497428, 0.0383109
20.0035, 0, 0.1282, 0.0373314, 1.41421, -0.1282, 0, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.0373314, 0.117011, 0.0373314, 0.0485206, 0.0373314
20.0113, 0, 0.1364, 0.0363647, 1.41421, -0.1364, 0, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.0363647, 0.125452, 0.0363647, 0.0473123, 0.0363647
20.0192, 0, 0.145031, 0.0357296, 1.41421, -0.145031, 0, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.0357296, 0.134324, 0.0357296, 0.0464368, 0.0357296
20.0271, 0.062469, 0.153484, 0.0349707, 1.43613, -0.091015, 0, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.0349707, 0.143016, 0.0349707, 0.0454386, 0.0349707
20.035, 1.93753, 0.161638, 0.0341008, 1.98432, 1.77589, 0, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.0341008, 0.151409, 0.0341008, 0.0443303, 0.0341008
20.0429, 0, 0.169437, 0.0331831, 1.41421, -0.169437, 0, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.0331831, 0.159445, 0.0331831, 0.0431751, 0.0331831
20.0507, 0, 0.176845, 0.032278, 1.41421, -0.176845, 0, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.032278, 0.167089, 0.032278, 0.0420332, 0.032278
20.0586, 1, 0.184035, 0.0316153, 1.73205, 0.815965, 0, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.0316153, 0.174516, 0.0316153, 0.0411349, 0.0316153
20.0665, 0, 0.190654, 0.0308493, 1.41421, -0.190654, 0, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.0308493, 0.181368, 0.0308493, 0.0401343, 0.0308493
20.0744, 1, 0.196733, 0.0299922, 1.73205, 0.803267, 0, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.0299922, 0.18768, 0.0299922, 0.0390445, 0.0299922
