   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_192.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.256481, 0, 5.12472e-10, 0, 1.41421, -5.12472e-10, 0, 0, 0, 0, 0, 0, 0, 7.61614e-13, 0, 0, 6.82239e-15, 1.01778e-13, 0, 5.11602e-10, 0, 0
0.263909, 0, 8.02642e-10, 0, 1.41421, -8.02642e-10, 0, 0, 0, 0, 0, 0, 0, 1.19301e-12, 0, 0, 1.10158e-14, 1.66516e-13, 0, 8.01272e-10, 0, 0
0.271337, 0, 1.24786e-09, 0, 1.41421, -1.24786e-09, 0, 0, 0, 0, 0, 0, 0, 1.85507e-12, 0, 0, 1.76827e-14, 2.7083e-13, 0, 1.24572e-09, 0, 0
0.278765, 0, 1.9259e-09, 0, 1.41421, -1.9259e-09, 0, 0, 0, 0, 0, 0, 0, 2.86365e-12, 0, 0, 2.82274e-14, 4.37967e-13, 0, 1.92257e-09, 0, 0
0.286193, 0, 2.95091e-09, 0, 1.41421, -2.95091e-09, 0, 0, 0, 0, 0, 0, 0, 4.38891e-12, 0, 0, 4.48256e-14, 7.04308e-13, 0, 2.94577e-09, 0, 0
0.29362, 0, 4.48912e-09, 1.48538e-43, 1.41421, -4.48912e-09, 0, 1.48538e-43, 1.48538e-43, 1.48538e-43, 1.48538e-43, 1.48538e-43, 1.48538e-43, 6.67891e-12, 1.48538e-43, 1.48538e-43, 7.08396e-14, 1.12653e-12, 1.48538e-43, 4.48124e-09, 1.48538e-43, 1.48538e-43
0.301048, 0, 6.78077e-09, 2.71572e-42, 1.41421, -6.78077e-09, 0, 2.71572e-42, 2.71572e-42, 2.71572e-42, 2.71572e-42, 2.71572e-42, 2.71572e-42, 1.00925e-11, 2.71572e-42, 2.71572e-42, 1.11453e-13, 1.79251e-12, 2.71572e-42, 6.76877e-09, 2.71572e-42, 2.71572e-42
0.308476, 0, 1.01705e-08, 3.6707e-41, 1.41421, -1.01705e-08, 0, 3.6707e-41, 3.6707e-41, 3.6707e-41, 3.6707e-41, 3.6707e-41, 3.6707e-41, 1.51454e-11, 3.6707e-41, 3.6707e-41, 1.74648e-13, 2.83799e-12, 3.6707e-41, 1.01523e-08, 3.6707e-41, 3.6707e-41
0.315904, 0, 1.51487e-08, 4.55824e-40, 1.41421, -1.51487e-08, 0, 4.55824e-40, 4.55824e-40, 4.55824e-40, 4.55824e-40, 4.55824e-40, 4.55824e-40, 2.25724e-11, 4.55824e-40, 4.55824e-40, 2.727e-13, 4.4718e-12, 4.55824e-40, 1.51214e-08, 4.55824e-40, 4.55824e-40
0.323332, 0, 2.24102e-08, 2.33674e-38, 1.41421, -2.24102e-08, 0, 2.33674e-38, 2.33674e-38, 2.33674e-38, 2.33674e-38, 2.33674e-38, 2.33674e-38, 3.34181e-11, 2.33674e-38, 2.33674e-38, 4.25123e-13, 7.02202e-12, 2.33674e-38, 2.23694e-08, 2.33674e-38, 2.33674e-38
0.33076, 0, 3.29239e-08, 2.19333e-37, 1.41421, -3.29239e-08, 0, 2.19333e-37, 2.19333e-37, 2.19333e-37, 2.19333e-37, 2.19333e-37, 2.19333e-37, 4.91397e-11, 2.19333e-37, 2.19333e-37, 6.60042e-13, 1.09666e-11, 2.19333e-37, 3.28631e-08, 2.19333e-37, 2.19333e-37
0.338188, 0, 4.80439e-08, 1.88793e-36, 1.41421, -4.80439e-08, 0, 1.88793e-36, 1.88793e-36, 1.88793e-36, 1.88793e-36, 1.88793e-36, 1.88793e-36, 7.17832e-11, 1.88793e-36, 1.88793e-36, 1.02257e-12, 1.70573e-11, 1.88793e-36, 4.7954e-08, 1.88793e-36, 1.88793e-36
0.345615, 0, 6.96401e-08, 1.49682e-35, 1.41421, -6.96401e-08, 0, 1.49682e-35, 1.49682e-35, 1.49682e-35, 1.49682e-35, 1.49682e-35, 1.49682e-35, 1.04183e-10, 1.49682e-35, 1.49682e-35, 1.58155e-12, 2.64286e-11, 1.49682e-35, 6.95079e-08, 1.49682e-35, 1.49682e-35
0.353043, 0, 1.00277e-07, 1.09782e-34, 1.41421, -1.00277e-07, 0, 1.09782e-34, 1.09782e-34, 1.09782e-34, 1.09782e-34, 1.09782e-34, 1.09782e-34, 1.50242e-10, 1.09782e-34, 1.09782e-34, 2.44294e-12, 4.08005e-11, 1.09782e-34, 1.00084e-07, 1.09782e-34, 1.09782e-34
0.360471, 0, 1.43449e-07, 7.47789e-34, 1.41421, -1.43449e-07, 0, 7.47789e-34, 7.47789e-34, 7.47789e-34, 7.47789e-34, 7.47789e-34, 7.47789e-34, 2.15308e-10, 7.47789e-34, 7.47789e-34, 3.77004e-12, 6.27744e-11, 7.47789e-34, 1.43168e-07, 7.47789e-34, 7.47789e-34
0.367899, 0, 2.03883e-07, 4.79872e-33, 1.41421, -2.03883e-07, 0, 4.79872e-33, 4.79872e-33, 4.79872e-33, 4.79872e-33, 4.79872e-33, 4.79872e-33, 3.06653e-10, 4.79872e-33, 4.79872e-33, 5.81447e-12, 9.62752e-11, 4.79872e-33, 2.03475e-07, 4.79872e-33, 4.79872e-33
0.375327, 0, 2.87927e-07, 3.06791e-32, 1.41421, -2.87927e-07, 0, 3.06791e-32, 3.06791e-32, 3.06791e-32, 3.06791e-32, 3.06791e-32, 3.06791e-32, 4.34113e-10, 3.06791e-32, 3.06791e-32, 8.96386e-12, 1.47211e-10, 3.06791e-32, 2.87336e-07, 3.06791e-32, 3.06791e-32
0.382755, 0, 4.04046e-07, 1.86941e-31, 1.41421, -4.04046e-07, 0, 1.86941e-31, 1.86941e-31, 1.86941e-31, 1.86941e-31, 1.86941e-31, 1.86941e-31, 6.10909e-10, 1.86941e-31, 1.86941e-31, 1.38149e-11, 2.24451e-10, 1.86941e-31, 4.03197e-07, 1.86941e-31, 1.86941e-31
0.390183, 0, 5.63458e-07, 1.07297e-30, 1.41421, -5.63458e-07, 0, 1.07297e-30, 1.07297e-30, 1.07297e-30, 1.07297e-30, 1.07297e-30, 1.07297e-30, 8.54717e-10, 1.07297e-30, 1.07297e-30, 2.12851e-11, 3.41281e-10, 1.07297e-30, 5.62241e-07, 1.07297e-30, 1.07297e-30
0.39761, 0, 7.80924e-07, 5.79219e-30, 1.41421, -7.80924e-07, 0, 5.79219e-30, 5.79219e-30, 5.79219e-30, 5.79219e-30, 5.79219e-30, 5.79219e-30, 1.18904e-09, 5.79219e-30, 5.79219e-30, 3.27823e-11, 5.17534e-10, 5.79219e-30, 7.79185e-07, 5.79219e-30, 5.79219e-30
0.405038, 0, 1.07574e-06, 2.94579e-29, 1.41421, -1.07574e-06, 0, 2.94579e-29, 2.94579e-29, 2.94579e-29, 2.94579e-29, 2.94579e-29, 2.94579e-29, 1.64495e-09, 2.94579e-29, 2.94579e-29, 5.04607e-11, 7.82726e-10, 2.94579e-29, 1.07326e-06, 2.94579e-29, 2.94579e-29
0.412466, 0, 1.47295e-06, 1.41485e-28, 1.41421, -1.47295e-06, 0, 1.41485e-28, 1.41485e-28, 1.41485e-28, 1.41485e-28, 1.41485e-28, 1.41485e-28, 2.26334e-09, 1.41485e-28, 1.41485e-28, 7.76071e-11, 1.18063e-09, 1.41485e-28, 1.46942e-06, 1.41485e-28, 1.41485e-28
0.419894, 0, 2.00489e-06, 1.27604e-27, 1.41421, -2.00489e-06, 0, 1.27604e-27, 1.27604e-27, 1.27604e-27, 1.27604e-27, 1.27604e-27, 1.27604e-27, 3.09778e-09, 1.27604e-27, 1.27604e-27, 1.1929e-10, 1.77638e-09, 1.27604e-27, 1.9999e-06, 1.27604e-27, 1.27604e-27
0.427322, 0, 2.71298e-06, 5.26777e-27, 1.41421, -2.71298e-06, 0, 5.26777e-27, 5.26777e-27, 5.26777e-27, 5.26777e-27, 5.26777e-27, 5.26777e-27, 4.21793e-09, 5.26777e-27, 5.26777e-27, 1.82943e-10, 2.66412e-09, 5.26777e-27, 2.70591e-06, 5.26777e-27, 5.26777e-27
0.43475, 0, 3.65e-06, 2.07497e-26, 1.41421, -3.65e-06, 0, 2.07497e-26, 2.07497e-26, 2.07497e-26, 2.07497e-26, 2.07497e-26, 2.07497e-26, 5.71427e-09, 2.07497e-26, 2.07497e-26, 2.7999e-10, 3.98322e-09, 2.07497e-26, 3.64002e-06, 2.07497e-26, 2.07497e-26
0.442178, 0, 4.88277e-06, 7.81622e-26, 1.41421, -4.88277e-06, 0, 7.81622e-26, 7.81622e-26, 7.81622e-26, 7.81622e-26, 7.81622e-26, 7.81622e-26, 7.70354e-09, 7.81622e-26, 7.81622e-26, 4.27455e-10, 5.93583e-09, 7.81622e-26, 4.8687e-06, 7.81622e-26, 7.81622e-26
0.449605, 0, 6.49535e-06, 2.82171e-25, 1.41421, -6.49535e-06, 0, 2.82171e-25, 2.82171e-25, 2.82171e-25, 2.82171e-25, 2.82171e-25, 2.82171e-25, 1.03358e-08, 2.82171e-25, 2.82171e-25, 6.50664e-10, 8.81426e-09, 2.82171e-25, 6.47555e-06, 2.82171e-25, 2.82171e-25
0.457033, 0, 8.59291e-06, 9.78231e-25, 1.41421, -8.59291e-06, 0, 9.78231e-25, 9.78231e-25, 9.78231e-25, 9.78231e-25, 9.78231e-25, 9.78231e-25, 1.38029e-08, 9.78231e-25, 9.78231e-25, 9.87063e-10, 1.30385e-08, 9.78231e-25, 8.56508e-06, 9.78231e-25, 9.78231e-25
0.464461, 0, 1.13062e-05, 3.29038e-24, 1.41421, -1.13062e-05, 0, 3.29038e-24, 3.29038e-24, 3.29038e-24, 3.29038e-24, 3.29038e-24, 3.29038e-24, 1.83493e-08, 3.29038e-24, 3.29038e-24, 1.49165e-09, 1.92077e-08, 3.29038e-24, 1.12671e-05, 3.29038e-24, 3.29038e-24
0.471889, 0, 1.48104e-05, 1.15819e-08, 1.41421, -1.48104e-05, 1.15819e-08, 1.15821e-08, 1.15826e-08, 1.1583e-08, 1.16581e-08, 1.15891e-08, 1.18184e-08, 3.58674e-08, 1.15908e-08, 1.15826e-08, 1.38266e-08, 3.97527e-08, 1.15819e-08, 1.4755e-05, 1.15819e-08, 1.19583e-08
0.479317, 0, 1.93071e-05, 3.72216e-08, 1.41421, -1.93071e-05, 3.72216e-08, 3.72222e-08, 3.72239e-08, 3.7225e-08, 3.74676e-08, 3.72449e-08, 3.79849e-08, 6.92241e-08, 3.72503e-08, 3.72239e-08, 4.05841e-08, 7.83429e-08, 3.72216e-08, 1.92283e-05, 3.72216e-08, 3.84363e-08
0.486745, 0, 2.50603e-05, 9.21609e-08, 1.41421, -2.50603e-05, 9.21609e-08, 9.21623e-08, 9.21666e-08, 9.21692e-08, 9.27718e-08, 9.22188e-08, 9.40566e-08, 1.34153e-07, 9.22322e-08, 9.21665e-08, 9.71729e-08, 1.51884e-07, 9.21609e-08, 2.49479e-05, 9.21609e-08, 9.51777e-08
0.494172, 0, 3.24016e-05, 2.06795e-07, 1.41421, -3.24016e-05, 2.06795e-07, 2.06798e-07, 2.06808e-07, 2.06814e-07, 2.08169e-07, 2.06925e-07, 2.11059e-07, 2.61664e-07, 2.06955e-07, 2.06808e-07, 2.14227e-07, 2.93072e-07, 2.06795e-07, 3.22402e-05, 2.06795e-07, 2.13581e-07
0.5016, 0, 4.17619e-05, 4.40645e-07, 1.41421, -4.17619e-05, 4.40645e-07, 4.40652e-07, 4.40672e-07, 4.40685e-07, 4.43578e-07, 4.40923e-07, 4.49748e-07, 5.12045e-07, 4.40987e-07, 4.40672e-07, 4.51605e-07, 5.64596e-07, 4.40645e-07, 4.15283e-05, 4.40645e-07, 4.55131e-07
0.509028, 0, 5.37131e-05, 9.07506e-07, 1.41421, -5.37131e-05, 9.07506e-07, 9.0752e-07, 9.07563e-07, 9.07588e-07, 9.13555e-07, 9.08079e-07, 9.26277e-07, 1.00004e-06, 9.08212e-07, 9.07562e-07, 9.23577e-07, 1.08469e-06, 9.07506e-07, 5.33711e-05, 9.07506e-07, 9.37378e-07
0.516456, 0, 6.90468e-05, 1.82743e-06, 1.41421, -6.90468e-05, 1.82743e-06, 1.82745e-06, 1.82754e-06, 1.82759e-06, 1.83962e-06, 1.82858e-06, 1.86528e-06, 1.94686e-06, 1.82885e-06, 1.82754e-06, 1.85086e-06, 2.07912e-06, 1.82743e-06, 6.8539e-05, 1.82743e-06, 1.88766e-06
0.523884, 0, 8.88458e-05, 3.57663e-06, 1.41421, -8.88458e-05, 3.57663e-06, 3.57669e-06, 3.57686e-06, 3.57696e-06, 3.60052e-06, 3.5789e-06, 3.65077e-06, 3.73019e-06, 3.57942e-06, 3.57686e-06, 3.61059e-06, 3.93194e-06, 3.57664e-06, 8.80811e-05, 3.57663e-06, 3.69461e-06
0.531312, 0, 0.000114732, 6.86145e-06, 1.41421, -0.000114732, 6.86145e-06, 6.86156e-06, 6.86188e-06, 6.86208e-06, 6.90731e-06, 6.8658e-06, 7.00376e-06, 7.05808e-06, 6.8668e-06, 6.86188e-06, 6.91037e-06, 7.35995e-06, 6.86145e-06, 0.000113562, 6.86145e-06, 7.08792e-06
0.53874, 0, 0.00014912, 1.29095e-05, 1.41421, -0.00014912, 1.29095e-05, 1.29097e-05, 1.29103e-05, 1.29107e-05, 1.29958e-05, 1.29177e-05, 1.31774e-05, 1.31603e-05, 1.29196e-05, 1.29103e-05, 1.29795e-05, 1.36045e-05, 1.29095e-05, 0.000147302, 1.29095e-05, 1.33359e-05
0.546167, 0, 0.000195708, 2.38304e-05, 1.41421, -0.000195708, 2.38304e-05, 2.38308e-05, 2.38319e-05, 2.38326e-05, 2.39899e-05, 2.38455e-05, 2.43253e-05, 2.41491e-05, 2.3849e-05, 2.38319e-05, 2.39301e-05, 2.47935e-05, 2.38304e-05, 0.000192845, 2.38304e-05, 2.4618e-05
0.553595, 0, 0.000260222, 4.31734e-05, 1.41421, -0.000260222, 4.31734e-05, 4.31741e-05, 4.31761e-05, 4.31774e-05, 4.34626e-05, 4.32008e-05, 4.40707e-05, 4.35768e-05, 4.32072e-05, 4.31761e-05, 4.33144e-05, 4.44999e-05, 4.31735e-05, 0.000255666, 4.31734e-05, 4.46013e-05
0.561023, 0, 0.00035156, 7.67861e-05, 1.41421, -0.00035156, 7.67861e-05, 7.67873e-05, 7.67909e-05, 7.67931e-05, 7.73007e-05, 7.68349e-05, 7.8383e-05, 7.72948e-05, 7.68462e-05, 7.67909e-05, 7.69843e-05, 7.86021e-05, 7.67861e-05, 0.000344258, 7.67861e-05, 7.93273e-05
0.568451, 0, 0.000483518, 0.000134102, 1.41421, -0.000483518, 0.000134102, 0.000134104, 0.00013411, 0.000134114, 0.000135001, 0.000134187, 0.000136893, 0.000134741, 0.000134207, 0.00013411, 0.000134379, 0.000136574, 0.000134102, 0.000471777, 0.000134102, 0.000138543
0.575879, 0, 0.000677289, 0.000230021, 1.41421, -0.000677289, 0.000230021, 0.000230024, 0.000230035, 0.000230042, 0.000231564, 0.000230167, 0.000234811, 0.000230821, 0.000230201, 0.000230035, 0.000230406, 0.000233368, 0.000230021, 0.00065842, 0.000230021, 0.000237644
0.583307, 0, 0.000965186, 0.0003876, 1.41421, -0.000965186, 0.0003876, 0.000387606, 0.000387625, 0.000387636, 0.000390203, 0.000387847, 0.000395679, 0.000388599, 0.000387904, 0.000387624, 0.000388133, 0.000392109, 0.0003876, 0.000934968, 0.0003876, 0.000400457
0.590735, 0, 0.00139542, 0.00064176, 1.41421, -0.00139542, 0.00064176, 0.00064177, 0.000641801, 0.000641819, 0.000646074, 0.000642169, 0.000655148, 0.000643002, 0.000642264, 0.0006418, 0.000642492, 0.000647806, 0.00064176, 0.00134733, 0.00064176, 0.000663065
0.598162, 0, 0.00203913, 0.00104431, 1.41421, -0.00203913, 0.00104431, 0.00104433, 0.00104438, 0.00104441, 0.00105134, 0.00104498, 0.00106612, 0.00104585, 0.00104513, 0.00104438, 0.00104532, 0.00105239, 0.00104431, 0.00196326, 0.00104431, 0.00107901
0.60559, 0, 0.00299931, 0.00167052, 1.41421, -0.00299931, 0.00167052, 0.00167054, 0.00167062, 0.00167067, 0.00168177, 0.00167158, 0.00170543, 0.00167242, 0.00167183, 0.00167062, 0.00167188, 0.00168126, 0.00167052, 0.00288082, 0.00167052, 0.00172607
0.613018, 0, 0.00442249, 0.00262742, 1.41421, -0.00442249, 0.00262742, 0.00262746, 0.00262758, 0.00262766, 0.00264513, 0.00262909, 0.00268238, 0.00262976, 0.00262948, 0.00262758, 0.00262927, 0.00264166, 0.00262742, 0.00423956, 0.00262742, 0.00271488
0.620446, 0, 0.00651261, 0.004064, 1.41421, -0.00651261, 0.004064, 0.00406406, 0.00406425, 0.00406437, 0.00409142, 0.0040666, 0.0041491, 0.00406689, 0.0040672, 0.00406425, 0.0040665, 0.00408283, 0.004064, 0.0062337, 0.004064, 0.00419942
0.627874, 0, 0.00954897, 0.00618331, 1.41421, -0.00954897, 0.00618331, 0.0061834, 0.0061837, 0.00618387, 0.00622507, 0.00618726, 0.00631292, 0.00618686, 0.00618818, 0.00618369, 0.00618667, 0.00620816, 0.00618331, 0.00912929, 0.00618331, 0.00638958
0.635302, 0, 0.0139057, 0.00925603, 1.41421, -0.0139057, 0.00925603, 0.00925617, 0.00925661, 0.00925688, 0.00931862, 0.00926196, 0.00945028, 0.00926037, 0.00926333, 0.00925661, 0.00926053, 0.00928875, 0.00925603, 0.0132827, 0.00925603, 0.00956516
0.64273, 0, 0.0200742, 0.0136352, 1.41421, -0.0200742, 0.0136352, 0.0136354, 0.013636, 0.0136364, 0.0137275, 0.0136439, 0.0139217, 0.0136405, 0.0136459, 0.013636, 0.0136412, 0.0136782, 0.0136352, 0.0191624, 0.0136352, 0.0140911
0.650157, 0, 0.0286868, 0.0197707, 1.41421, -0.0286868, 0.0197707, 0.019771, 0.0197719, 0.0197725, 0.0199047, 0.0197834, 0.0201866, 0.0197772, 0.0197863, 0.0197719, 0.0197787, 0.019827, 0.0197707, 0.027371, 0.0197707, 0.0204326
0.657585, 0, 0.0405404, 0.028223, 1.41421, -0.0405404, 0.028223, 0.0282235, 0.0282248, 0.0282256, 0.0284146, 0.0282412, 0.0288176, 0.028231, 0.0282454, 0.0282248, 0.0282337, 0.0282967, 0.0282231, 0.0386686, 0.028223, 0.0291693
0.665013, 0, 0.0566189, 0.0396739, 1.41421, -0.0566189, 0.0396739, 0.0396745, 0.0396764, 0.0396776, 0.0399436, 0.0396995, 0.0405109, 0.0396835, 0.0397054, 0.0396764, 0.039688, 0.03977, 0.0396739, 0.0539939, 0.0396739, 0.0410061
0.672441, 0, 0.0781115, 0.0549317, 1.41421, -0.0781115, 0.0549317, 0.0549326, 0.0549352, 0.0549368, 0.0553057, 0.0549672, 0.0560924, 0.0549434, 0.0549754, 0.0549352, 0.0549504, 0.0550565, 0.0549317, 0.0744824, 0.0549317, 0.0567792
0.679869, 0, 0.106427, 0.0749306, 1.41421, -0.106427, 0.0749306, 0.0749318, 0.0749354, 0.0749376, 0.0754416, 0.074979, 0.0765164, 0.0749447, 0.0749902, 0.0749354, 0.0749551, 0.0750921, 0.0749306, 0.10148, 0.0749306, 0.0774549
0.687297, 0, 0.143199, 0.100719, 1.41421, -0.143199, 0.100719, 0.100721, 0.100725, 0.100728, 0.101407, 0.100784, 0.102854, 0.100736, 0.100799, 0.100725, 0.100751, 0.100927, 0.100719, 0.136551, 0.100719, 0.104118
0.694725, 0, 0.190286, 0.133439, 1.41421, -0.190286, 0.133439, 0.133441, 0.133448, 0.133452, 0.134353, 0.133526, 0.136273, 0.13346, 0.133546, 0.133448, 0.133481, 0.133705, 0.133439, 0.181474, 0.133439, 0.137952
0.702152, 0, 0.24976, 0.174294, 1.41421, -0.24976, 0.174294, 0.174296, 0.174305, 0.17431, 0.175489, 0.174407, 0.178003, 0.174318, 0.174433, 0.174305, 0.174348, 0.174631, 0.174294, 0.238239, 0.174294, 0.1802
0.70958, 0, 0.323894, 0.224498, 1.41421, -0.323894, 0.224498, 0.224501, 0.224512, 0.224519, 0.22604, 0.224644, 0.229285, 0.224527, 0.224678, 0.224512, 0.224569, 0.224923, 0.224498, 0.309033, 0.224498, 0.232124
0.717008, 0, 0.415135, 0.285223, 1.41421, -0.415135, 0.285223, 0.285227, 0.285241, 0.285249, 0.287187, 0.285409, 0.291318, 0.285257, 0.285452, 0.285241, 0.285314, 0.285754, 0.285223, 0.39622, 0.285223, 0.294936
0.724436, 0.985982, 0.526092, 0.357528, 1.728, 0.459891, 0.357528, 0.357534, 0.357551, 0.357562, 0.359996, 0.357762, 0.365187, 0.357569, 0.357816, 0.357551, 0.357646, 0.358186, 0.357528, 0.50233, 0.357528, 0.369738
0.731864, 0.0140178, 0.659515, 0.442289, 1.41916, -0.645497, 0.442289, 0.442296, 0.442318, 0.442331, 0.44535, 0.442579, 0.451788, 0.442337, 0.442646, 0.442318, 0.442439, 0.443096, 0.442289, 0.630045, 0.442289, 0.457441
0.739292, 0.981157, 0.818297, 0.540123, 1.7266, 0.16286, 0.540123, 0.540131, 0.540158, 0.540174, 0.543871, 0.540478, 0.551754, 0.540178, 0.540559, 0.540158, 0.540314, 0.541102, 0.540123, 0.782201, 0.540123, 0.558692
0.746719, 0.0188425, 1.00547, 0.651313, 1.42086, -0.986632, 0.651313, 0.651323, 0.651355, 0.651375, 0.655846, 0.651742, 0.66538, 0.651377, 0.65184, 0.651356, 0.651555, 0.652488, 0.651313, 0.961798, 0.651313, 0.673793
0.754147, 0, 1.22427, 0.775758, 1.41421, -1.22427, 0.775758, 0.77577, 0.775808, 0.775831, 0.781174, 0.776271, 0.792565, 0.775832, 0.776387, 0.77581, 0.776062, 0.777153, 0.775758, 1.17204, 0.775758, 0.802654
0.761575, 0, 1.47811, 0.91292, 1.41421, -1.47811, 0.91292, 0.912935, 0.91298, 0.913007, 0.919315, 0.913526, 0.932765, 0.913005, 0.913663, 0.912983, 0.9133, 0.914557, 0.912921, 1.41639, 0.91292, 0.944735
0.769003, 0, 1.77073, 1.06181, 1.41421, -1.77073, 1.06181, 1.06183, 1.06188, 1.06191, 1.06927, 1.06252, 1.08497, 1.06191, 1.06268, 1.06189, 1.06228, 1.06371, 1.06181, 1.69858, 1.06181, 1.09904
0.776431, 0, 2.10618, 1.22098, 1.41421, -2.10618, 1.22098, 1.221, 1.22106, 1.2211, 1.2296, 1.2218, 1.24772, 1.22109, 1.22198, 1.22107, 1.22157, 1.22315, 1.22098, 2.02274, 1.22098, 1.26408
0.783859, 1, 2.48889, 1.38856, 1.73205, -1.48889, 1.38856, 1.38858, 1.38865, 1.38869, 1.3984, 1.38949, 1.41909, 1.38868, 1.3897, 1.38867, 1.38928, 1.39102, 1.38856, 2.39338, 1.38856, 1.43798
