   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_116.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.28797, 2.99517, 4.37551, 3.63872, 2.23499, -1.38035, 3.93699, 0, 3.63873, 3.63872, 3.64292, 3.63881, 3.63907, 3.63872, 3.63872, 3.63872, 3.63872, 3.63872, 3.63872, 3.63872, 3.63872, 3.63872, 3.63872, 3.63872, 4.06999, 3.63872, 3.64129, 3.63872
3.29586, 3.99518, 4.32141, 3.66423, 2.44851, -0.326235, 3.90947, 0, 3.66424, 3.66423, 3.66844, 3.66432, 3.66459, 3.66423, 3.66423, 3.66423, 3.66423, 3.66423, 3.66423, 3.66423, 3.66423, 3.66423, 3.66423, 3.66423, 4.06768, 3.66423, 3.66806, 3.66423
3.30374, 3.81685, 4.27686, 3.6896, 2.41182, -0.460003, 3.88822, 0, 3.68961, 3.6896, 3.6938, 3.68969, 3.68996, 3.6896, 3.6896, 3.6896, 3.6896, 3.6896, 3.6896, 3.6896, 3.6896, 3.6896, 3.6896, 3.6896, 4.06797, 3.6896, 3.69519, 3.6896
3.31163, 3.17359, 4.24169, 3.71458, 2.27455, -1.0681, 3.87305, 0, 3.7146, 3.71459, 3.71879, 3.71468, 3.71494, 3.71458, 3.71458, 3.71458, 3.71458, 3.71458, 3.71458, 3.71458, 3.71458, 3.71458, 3.71458, 3.71459, 4.07051, 3.71458, 3.72263, 3.71458
3.31951, 3.16861, 4.21552, 3.73898, 2.27346, -1.0469, 3.86352, 0, 3.73899, 3.73898, 3.74318, 3.73907, 3.73934, 3.73898, 3.73898, 3.73898, 3.73898, 3.73898, 3.73898, 3.73898, 3.73898, 3.73898, 3.73898, 3.73898, 4.07491, 3.73898, 3.75037, 3.73898
3.3274, 4.82161, 4.19774, 3.76259, 2.61182, 0.623869, 3.85902, 0, 3.7626, 3.7626, 3.7668, 3.76269, 3.76295, 3.76259, 3.76259, 3.76259, 3.76259, 3.76259, 3.76259, 3.76259, 3.76259, 3.76259, 3.76259, 3.7626, 4.08076, 3.76259, 3.77847, 3.76259
3.33529, 2.82657, 4.18767, 3.78528, 2.19695, -1.3611, 3.85883, 0, 3.78529, 3.78528, 3.78949, 3.78537, 3.78564, 3.78528, 3.78528, 3.78528, 3.78528, 3.78528, 3.78528, 3.78528, 3.78528, 3.78528, 3.78528, 3.78528, 4.08766, 3.78528, 3.80707, 3.78528
3.34317, 3.99755, 4.1846, 3.80692, 2.44899, -0.187044, 3.8622, 0, 3.80694, 3.80693, 3.81113, 3.80702, 3.80729, 3.80692, 3.80692, 3.80692, 3.80692, 3.80692, 3.80692, 3.80692, 3.80692, 3.80692, 3.80692, 3.80693, 4.09522, 3.80692, 3.83635, 3.80692
3.35106, 5.16144, 4.18784, 3.82745, 2.67609, 0.973596, 3.86838, 0, 3.82746, 3.82746, 3.83166, 3.82755, 3.82782, 3.82745, 3.82745, 3.82745, 3.82745, 3.82745, 3.82745, 3.82745, 3.82745, 3.82745, 3.82745, 3.82746, 4.10312, 3.82745, 3.86658, 3.82745
3.35894, 3.6723, 4.19678, 3.84684, 2.38166, -0.524477, 3.87669, 0, 3.84685, 3.84684, 3.85104, 3.84693, 3.8472, 3.84684, 3.84684, 3.84684, 3.84684, 3.84684, 3.84684, 3.84684, 3.84684, 3.84684, 3.84684, 3.84684, 4.11105, 3.84684, 3.89804, 3.84684
3.36683, 5.31808, 4.21089, 3.8651, 2.7052, 1.10719, 3.88655, 0, 3.86511, 3.8651, 3.86931, 3.86519, 3.86547, 3.8651, 3.8651, 3.8651, 3.8651, 3.8651, 3.8651, 3.8651, 3.8651, 3.8651, 3.8651, 3.8651, 4.11878, 3.8651, 3.93108, 3.8651
3.37471, 4.83857, 4.22971, 3.88231, 2.61507, 0.608861, 3.8975, 0, 3.88232, 3.88231, 3.88652, 3.8824, 3.88268, 3.88231, 3.88231, 3.88231, 3.88231, 3.88231, 3.88231, 3.88231, 3.88231, 3.88231, 3.88231, 3.88231, 4.12614, 3.88231, 3.96601, 3.88231
3.3826, 2.99756, 4.25287, 3.89858, 2.23552, -1.25531, 3.90918, 0, 3.89859, 3.89858, 3.90279, 3.89867, 3.89896, 3.89858, 3.89858, 3.89858, 3.89858, 3.89858, 3.89858, 3.89858, 3.89858, 3.89858, 3.89858, 3.89858, 4.13305, 3.89858, 4.00311, 3.89858
3.39049, 1.99758, 4.28, 3.91408, 1.99939, -2.28242, 3.92136, 0, 3.91409, 3.91408, 3.91828, 3.91417, 3.91446, 3.91408, 3.91408, 3.91408, 3.91408, 3.91408, 3.91408, 3.91408, 3.91408, 3.91408, 3.91408, 3.91408, 4.13949, 3.91408, 4.0426, 3.91408
3.39837, 0.848208, 4.31074, 3.92898, 1.68766, -3.46253, 3.93392, 0, 3.92899, 3.92898, 3.93319, 3.92908, 3.92938, 3.92898, 3.92898, 3.92898, 3.92898, 3.92898, 3.92898, 3.92898, 3.92898, 3.92898, 3.92898, 3.92899, 4.1455, 3.92898, 4.08458, 3.92898
3.40626, 2.44089, 4.34468, 3.94353, 2.10734, -1.90379, 3.94683, 0, 3.94354, 3.94353, 3.94774, 3.94362, 3.94395, 3.94353, 3.94353, 3.94353, 3.94353, 3.94353, 3.94353, 3.94353, 3.94353, 3.94353, 3.94353, 3.94353, 4.1512, 3.94353, 4.12899, 3.94353
3.41414, 4.99284, 4.38133, 3.95796, 2.6444, 0.611516, 3.96013, 0, 3.95797, 3.95796, 3.96217, 3.95805, 3.9584, 3.95796, 3.95796, 3.95796, 3.95796, 3.95796, 3.95796, 3.95796, 3.95796, 3.95796, 3.95796, 3.95796, 4.15674, 3.95796, 4.17563, 3.95796
3.42203, 5.56626, 4.42005, 3.97252, 2.75068, 1.14621, 3.97392, 0, 3.97253, 3.97252, 3.97672, 3.97261, 3.97299, 3.97252, 3.97252, 3.97252, 3.97252, 3.97252, 3.97252, 3.97252, 3.97252, 3.97252, 3.97252, 3.97252, 4.16232, 3.97252, 4.22407, 3.97252
3.42991, 1.27943, 4.46011, 3.98745, 1.81092, -3.18068, 3.98835, 0, 3.98746, 3.98745, 3.99165, 3.98754, 3.98796, 3.98745, 3.98745, 3.98745, 3.98745, 3.98745, 3.98745, 3.98745, 3.98745, 3.98745, 3.98745, 3.98745, 4.16815, 3.98745, 4.2737, 3.98745
3.4378, 2.72057, 4.50065, 4.00298, 2.17269, -1.78008, 4.00354, 0, 4.00299, 4.00298, 4.00718, 4.00307, 4.00354, 4.00298, 4.00298, 4.00298, 4.00298, 4.00298, 4.00298, 4.00298, 4.00298, 4.00298, 4.00298, 4.00298, 4.17445, 4.00298, 4.32374, 4.00298
3.44569, 4.40482, 4.54068, 4.01931, 2.53077, -0.135862, 4.01966, 0, 4.01932, 4.01931, 4.02351, 4.0194, 4.01994, 4.01931, 4.01931, 4.01931, 4.01931, 4.01931, 4.01931, 4.01931, 4.01931, 4.01931, 4.01931, 4.01931, 4.18145, 4.01931, 4.37325, 4.01931
3.45357, 4.12515, 4.57919, 4.03661, 2.4749, -0.454036, 4.03682, 0, 4.03662, 4.03661, 4.04081, 4.0367, 4.03734, 4.03661, 4.03661, 4.03661, 4.03661, 4.03661, 4.03661, 4.03661, 4.03661, 4.03661, 4.03661, 4.03661, 4.18934, 4.03661, 4.4212, 4.03661
3.46146, 4.73025, 4.61514, 4.055, 2.59427, 0.115113, 4.05513, 0, 4.05502, 4.05501, 4.05921, 4.0551, 4.05586, 4.055, 4.055, 4.055, 4.055, 4.055, 4.055, 4.055, 4.055, 4.055, 4.055, 4.05501, 4.19829, 4.055, 4.46656, 4.055
3.46934, 5.99517, 4.64757, 4.07459, 2.82757, 1.3476, 4.07466, 0, 4.0746, 4.07459, 4.07879, 4.07468, 4.07561, 4.07459, 4.07459, 4.07459, 4.07459, 4.07459, 4.07459, 4.07459, 4.07459, 4.07459, 4.07459, 4.07459, 4.20845, 4.07459, 4.5083, 4.07459
3.47723, 3.86991, 4.67564, 4.0954, 2.42279, -0.805724, 4.09545, 0, 4.09541, 4.0954, 4.09961, 4.09549, 4.09664, 4.0954, 4.0954, 4.0954, 4.0954, 4.0954, 4.0954, 4.0954, 4.0954, 4.0954, 4.0954, 4.0954, 4.21991, 4.0954, 4.54554, 4.0954
3.48511, 4.12042, 4.69871, 4.11746, 2.47395, -0.578286, 4.11748, 0, 4.11747, 4.11746, 4.12166, 4.11755, 4.11897, 4.11746, 4.11746, 4.11746, 4.11746, 4.11746, 4.11746, 4.11746, 4.11746, 4.11746, 4.11746, 4.11746, 4.23275, 4.11746, 4.57757, 4.11746
3.493, 5.87472, 4.71639, 4.14073, 2.80619, 1.15833, 4.14074, 0, 4.14074, 4.14073, 4.14493, 4.14082, 4.14259, 4.14073, 4.14073, 4.14073, 4.14073, 4.14073, 4.14073, 4.14073, 4.14073, 4.14073, 4.14073, 4.14073, 4.247, 4.14073, 4.60393, 4.14073
3.50088, 2.35191, 4.72857, 4.16516, 2.08612, -2.37666, 4.16517, 0, 4.16517, 4.16516, 4.16936, 4.16525, 4.16746, 4.16516, 4.16516, 4.16516, 4.16516, 4.16516, 4.16516, 4.16516, 4.16516, 4.16516, 4.16516, 4.16516, 4.26267, 4.16516, 4.62444, 4.16516
3.50877, 3.87457, 4.73542, 4.19067, 2.42375, -0.860848, 4.19067, 0, 4.19068, 4.19067, 4.19487, 4.19076, 4.19353, 4.19067, 4.19067, 4.19067, 4.19067, 4.19067, 4.19067, 4.19067, 4.19067, 4.19067, 4.19067, 4.19067, 4.27971, 4.19067, 4.6392, 4.19067
3.51666, 6.65308, 4.73741, 4.21717, 2.94161, 1.91567, 4.21717, 0, 4.21718, 4.21717, 4.22137, 4.21726, 4.22071, 4.21717, 4.21717, 4.21717, 4.21717, 4.21717, 4.21717, 4.21717, 4.21717, 4.21717, 4.21717, 4.21717, 4.2981, 4.21717, 4.64862, 4.21717
3.52454, 5.55421, 4.73525, 4.24455, 2.74849, 0.818958, 4.24455, 0, 4.24456, 4.24455, 4.24875, 4.24464, 4.24894, 4.24455, 4.24455, 4.24455, 4.24455, 4.24455, 4.24455, 4.24455, 4.24455, 4.24455, 4.24455, 4.24455, 4.31775, 4.24455, 4.65335, 4.24455
3.53243, 5.87947, 4.72987, 4.27271, 2.80704, 1.1496, 4.27271, 0, 4.27272, 4.27272, 4.27692, 4.27281, 4.27813, 4.27271, 4.27271, 4.27271, 4.27271, 4.27271, 4.27271, 4.27271, 4.27271, 4.27271, 4.27271, 4.27272, 4.33861, 4.27271, 4.65424, 4.27271
3.54031, 9.52013, 4.72229, 4.30156, 3.39413, 4.79784, 4.30156, 0, 4.30157, 4.30156, 4.30576, 4.30165, 4.30819, 4.30156, 4.30156, 4.30156, 4.30156, 4.30156, 4.30156, 4.30156, 4.30156, 4.30156, 4.30156, 4.30156, 4.36059, 4.30156, 4.65231, 4.30156
3.5482, 10.2534, 4.71364, 4.33098, 3.50048, 5.53974, 4.33098, 0, 4.33099, 4.33098, 4.33518, 4.33107, 4.33905, 4.33098, 4.33098, 4.33098, 4.33098, 4.33098, 4.33098, 4.33098, 4.33098, 4.33098, 4.33098, 4.33098, 4.38361, 4.33098, 4.64863, 4.33098
3.55608, 4.29868, 4.70501, 4.36089, 2.50972, -0.406328, 4.36089, 0, 4.3609, 4.36089, 4.3651, 4.36098, 4.37062, 4.36089, 4.36089, 4.36089, 4.36089, 4.36089, 4.36089, 4.36089, 4.36089, 4.36089, 4.36089, 4.36089, 4.40758, 4.36089, 4.64428, 4.36089
3.56397, 6.88928, 4.69743, 4.39122, 2.98149, 2.19185, 4.39122, 0, 4.39123, 4.39122, 4.39542, 4.39131, 4.40284, 4.39122, 4.39122, 4.39122, 4.39122, 4.39122, 4.39122, 4.39122, 4.39122, 4.39122, 4.39122, 4.39122, 4.43244, 4.39122, 4.64027, 4.39122
3.57186, 9.79753, 4.6918, 4.42188, 3.43475, 5.10574, 4.42188, 0, 4.4219, 4.42189, 4.42609, 4.42198, 4.43563, 4.42188, 4.42188, 4.42188, 4.42188, 4.42188, 4.42188, 4.42188, 4.42188, 4.42188, 4.42188, 4.42189, 4.4581, 4.42188, 4.63751, 4.42188
3.57974, 5.0891, 4.68883, 4.45284, 2.66254, 0.400267, 4.45284, 0, 4.45285, 4.45284, 4.45705, 4.45293, 4.46892, 4.45284, 4.45284, 4.45284, 4.45284, 4.45284, 4.45284, 4.45284, 4.45284, 4.45284, 4.45284, 4.45284, 4.48451, 4.45284, 4.63677, 4.45284
3.58763, 3.17606, 4.68906, 4.48404, 2.27509, -1.513, 4.48404, 0, 4.48405, 4.48404, 4.48824, 4.48413, 4.50263, 4.48404, 4.48404, 4.48404, 4.48404, 4.48404, 4.48404, 4.48404, 4.48404, 4.48404, 4.48404, 4.48404, 4.51159, 4.48404, 4.6386, 4.48404
3.59551, 7.98764, 4.69282, 4.51543, 3.16032, 3.29482, 4.51543, 0, 4.51545, 4.51544, 4.51964, 4.51553, 4.53668, 4.51543, 4.51543, 4.51543, 4.51543, 4.51543, 4.51543, 4.51543, 4.51543, 4.51543, 4.51543, 4.51544, 4.53929, 4.51543, 4.6434, 4.51543
3.6034, 7.98807, 4.70023, 4.547, 3.16039, 3.28784, 4.547, 0, 4.54702, 4.54701, 4.55121, 4.5471, 4.57098, 4.547, 4.547, 4.547, 4.547, 4.547, 4.547, 4.547, 4.547, 4.547, 4.547, 4.54701, 4.56756, 4.547, 4.65139, 4.547
3.61128, 6.81942, 4.71127, 4.57872, 2.96975, 2.10814, 4.57872, 0, 4.57874, 4.57873, 4.58293, 4.57882, 4.60544, 4.57872, 4.57872, 4.57872, 4.57872, 4.57872, 4.57872, 4.57872, 4.57872, 4.57872, 4.57872, 4.57873, 4.59635, 4.57872, 4.66262, 4.57872
3.61917, 7.48391, 4.72575, 4.61058, 3.0796, 2.75815, 4.61058, 0, 4.61059, 4.61058, 4.61478, 4.61067, 4.63997, 4.61058, 4.61058, 4.61058, 4.61058, 4.61058, 4.61058, 4.61058, 4.61058, 4.61058, 4.61058, 4.61058, 4.62562, 4.61058, 4.67701, 4.61058
3.62706, 9.58109, 4.74338, 4.64256, 3.4031, 4.83772, 4.64256, 0, 4.64257, 4.64256, 4.64676, 4.64265, 4.67446, 4.64256, 4.64256, 4.64256, 4.64256, 4.64256, 4.64256, 4.64256, 4.64256, 4.64256, 4.64256, 4.64256, 4.65533, 4.64256, 4.69439, 4.64256
3.63494, 4.99033, 4.76377, 4.67464, 2.64392, 0.226561, 4.67464, 0, 4.67465, 4.67464, 4.67885, 4.67474, 4.70882, 4.67464, 4.67464, 4.67464, 4.67464, 4.67464, 4.67464, 4.67464, 4.67464, 4.67464, 4.67464, 4.67465, 4.68544, 4.67464, 4.7145, 4.67464
3.64283, 8.84101, 4.78653, 4.70684, 3.29257, 4.05448, 4.70684, 0, 4.70685, 4.70684, 4.71104, 4.70693, 4.74295, 4.70684, 4.70684, 4.70684, 4.70684, 4.70684, 4.70684, 4.70684, 4.70684, 4.70684, 4.70684, 4.70684, 4.71591, 4.70684, 4.73703, 4.70684
3.65071, 5.21191, 4.81123, 4.73914, 2.6855, 0.400673, 4.73914, 0, 4.73915, 4.73914, 4.74334, 4.73923, 4.77678, 4.73914, 4.73914, 4.73914, 4.73914, 4.73914, 4.73914, 4.73914, 4.73914, 4.73914, 4.73914, 4.73914, 4.74673, 4.73914, 4.76167, 4.73914
3.6586, 5.84827, 4.83747, 4.77154, 2.80148, 1.01079, 4.77154, 0, 4.77155, 4.77154, 4.77574, 4.77163, 4.81026, 4.77154, 4.77154, 4.77154, 4.77154, 4.77154, 4.77154, 4.77154, 4.77154, 4.77154, 4.77154, 4.77154, 4.77786, 4.77154, 4.78812, 4.77154
3.66648, 3.99284, 4.86489, 4.80404, 2.44803, -0.872049, 4.80404, 0, 4.80405, 4.80404, 4.80824, 4.80413, 4.84331, 4.80404, 4.80404, 4.80404, 4.80404, 4.80404, 4.80404, 4.80404, 4.80404, 4.80404, 4.80404, 4.80404, 4.80928, 4.80404, 4.81606, 4.80404
3.67437, 9.18782, 4.89315, 4.83664, 3.34482, 4.29467, 4.83664, 0, 4.83665, 4.83664, 4.84085, 4.83673, 4.87593, 4.83664, 4.83664, 4.83664, 4.83664, 4.83664, 4.83664, 4.83664, 4.83664, 4.83664, 4.83664, 4.83664, 4.84097, 4.83664, 4.84523, 4.83664
3.68226, 11.9853, 4.92202, 4.86935, 3.7397, 7.06331, 4.86935, 0, 4.86936, 4.86935, 4.87355, 4.86944, 4.90811, 4.86935, 4.86935, 4.86935, 4.86935, 4.86935, 4.86935, 4.86935, 4.86935, 4.86935, 4.86935, 4.86935, 4.8729, 4.86935, 4.87539, 4.86935
3.69014, 10.745, 4.95128, 4.90215, 3.57001, 5.7937, 4.90215, 0, 4.90216, 4.90215, 4.90636, 4.90224, 4.93987, 4.90215, 4.90215, 4.90215, 4.90215, 4.90215, 4.90215, 4.90215, 4.90215, 4.90215, 4.90215, 4.90215, 4.90505, 4.90215, 4.90635, 4.90215
3.69803, 1.99511, 4.9808, 4.93507, 1.99878, -2.9857, 4.93507, 0, 4.93508, 4.93507, 4.93927, 4.93516, 4.97126, 4.93507, 4.93507, 4.93507, 4.93507, 4.93507, 4.93507, 4.93507, 4.93507, 4.93507, 4.93507, 4.93507, 4.93742, 4.93507, 4.93793, 4.93507
3.70591, 8.99511, 5.0105, 4.96808, 3.31589, 3.98461, 4.96808, 0, 4.96809, 4.96808, 4.97229, 4.96817, 5.00234, 4.96808, 4.96808, 4.96808, 4.96808, 4.96808, 4.96808, 4.96808, 4.96808, 4.96808, 4.96808, 4.96809, 4.96999, 4.96808, 4.97002, 4.96808
3.7138, 6.04827, 5.04032, 5.00121, 2.83695, 1.00794, 5.00121, 0, 5.00122, 5.00121, 5.00542, 5.0013, 5.03319, 5.00121, 5.00121, 5.00121, 5.00121, 5.00121, 5.00121, 5.00121, 5.00121, 5.00121, 5.00121, 5.00121, 5.00275, 5.00121, 5.0025, 5.00121
3.72168, 8.94219, 5.07027, 5.03445, 3.3079, 3.87192, 5.03445, 0, 5.03446, 5.03445, 5.03866, 5.03454, 5.06389, 5.03445, 5.03445, 5.03445, 5.03445, 5.03445, 5.03445, 5.03445, 5.03445, 5.03445, 5.03445, 5.03445, 5.03568, 5.03445, 5.03529, 5.03445
3.72957, 5.09145, 5.10037, 5.0678, 2.66298, -0.00892115, 5.0678, 0, 5.06781, 5.0678, 5.072, 5.06789, 5.09453, 5.0678, 5.0678, 5.0678, 5.0678, 5.0678, 5.0678, 5.0678, 5.0678, 5.0678, 5.0678, 5.0678, 5.06878, 5.0678, 5.06834, 5.0678
3.73746, 10.8989, 5.13064, 5.10126, 3.5915, 5.76825, 5.10126, 0, 5.10127, 5.10126, 5.10547, 5.10135, 5.12521, 5.10126, 5.10126, 5.10126, 5.10126, 5.10126, 5.10126, 5.10126, 5.10126, 5.10126, 5.10126, 5.10126, 5.10204, 5.10126, 5.10161, 5.10126
3.74534, 2.99516, 5.16114, 5.13484, 2.23499, -2.16598, 5.13484, 0, 5.13485, 5.13484, 5.13905, 5.13493, 5.156, 5.13484, 5.13484, 5.13484, 5.13484, 5.13484, 5.13484, 5.13484, 5.13484, 5.13484, 5.13484, 5.13484, 5.13546, 5.13484, 5.13506, 5.13484
3.75323, 3.03615, 5.19191, 5.16854, 2.24414, -2.15576, 5.16854, 0, 5.16855, 5.16854, 5.17274, 5.16863, 5.18698, 5.16854, 5.16854, 5.16854, 5.16854, 5.16854, 5.16854, 5.16854, 5.16854, 5.16854, 5.16854, 5.16854, 5.16902, 5.16854, 5.16867, 5.16854
3.76111, 5.14656, 5.22299, 5.20235, 2.67331, -0.076426, 5.20235, 0, 5.20237, 5.20236, 5.20656, 5.20245, 5.21822, 5.20235, 5.20235, 5.20235, 5.20235, 5.20235, 5.20235, 5.20235, 5.20235, 5.20235, 5.20235, 5.20236, 5.20273, 5.20235, 5.20244, 5.20235
3.769, 8.80279, 5.25442, 5.23629, 3.28676, 3.54837, 5.23629, 0, 5.2363, 5.23629, 5.2405, 5.23638, 5.24976, 5.23629, 5.23629, 5.23629, 5.23629, 5.23629, 5.23629, 5.23629, 5.23629, 5.23629, 5.23629, 5.23629, 5.23659, 5.23629, 5.23634, 5.23629
3.77688, 2.99529, 5.28621, 5.27035, 2.23501, -2.29092, 5.27035, 0, 5.27036, 5.27035, 5.27455, 5.27044, 5.28164, 5.27035, 5.27035, 5.27035, 5.27035, 5.27035, 5.27035, 5.27035, 5.27035, 5.27035, 5.27035, 5.27035, 5.27058, 5.27035, 5.27038, 5.27035
3.78477, 2.05762, 5.31838, 5.30453, 2.01435, -3.26076, 5.30453, 0, 5.30454, 5.30453, 5.30874, 5.30462, 5.31388, 5.30453, 5.30453, 5.30453, 5.30453, 5.30453, 5.30453, 5.30453, 5.30453, 5.30453, 5.30453, 5.30453, 5.30471, 5.30453, 5.30455, 5.30453
3.79266, 6.04802, 5.35094, 5.33884, 2.8369, 0.697081, 5.33884, 0, 5.33885, 5.33884, 5.34304, 5.33893, 5.34648, 5.33884, 5.33884, 5.33884, 5.33884, 5.33884, 5.33884, 5.33884, 5.33884, 5.33884, 5.33884, 5.33884, 5.33897, 5.33884, 5.33885, 5.33884
3.80054, 8.82695, 5.38388, 5.37327, 3.29043, 3.44308, 5.37327, 0, 5.37328, 5.37327, 5.37747, 5.37336, 5.37945, 5.37327, 5.37327, 5.37327, 5.37327, 5.37327, 5.37327, 5.37327, 5.37327, 5.37327, 5.37327, 5.37327, 5.37337, 5.37327, 5.37328, 5.37327
3.80843, 2, 5.41718, 5.40783, 2, -3.41718, 5.40783, 0, 5.40784, 5.40783, 5.41203, 5.40792, 5.41278, 5.40783, 5.40783, 5.40783, 5.40783, 5.40783, 5.40783, 5.40783, 5.40783, 5.40783, 5.40783, 5.40783, 5.40791, 5.40783, 5.40784, 5.40783
3.81631, 2.06487, 5.45082, 5.44251, 2.01615, -3.38595, 5.44251, 0, 5.44252, 5.44251, 5.44672, 5.4426, 5.44644, 5.44251, 5.44251, 5.44251, 5.44251, 5.44251, 5.44251, 5.44251, 5.44251, 5.44251, 5.44251, 5.44251, 5.44257, 5.44251, 5.44252, 5.44251
3.8242, 8.03117, 5.48479, 5.47733, 3.1672, 2.54637, 5.47733, 0, 5.47734, 5.47733, 5.48153, 5.47742, 5.48042, 5.47733, 5.47733, 5.47733, 5.47733, 5.47733, 5.47733, 5.47733, 5.47733, 5.47733, 5.47733, 5.47733, 5.47737, 5.47733, 5.47734, 5.47733
3.83208, 9.90396, 5.51906, 5.51227, 3.45021, 4.3849, 5.51227, 0, 5.51228, 5.51227, 5.51648, 5.51236, 5.5147, 5.51227, 5.51227, 5.51227, 5.51227, 5.51227, 5.51227, 5.51227, 5.51227, 5.51227, 5.51227, 5.51227, 5.51231, 5.51227, 5.51229, 5.51227
3.83997, 0.057619, 5.55361, 5.54734, 1.43444, -5.49599, 5.54734, 0, 5.54736, 5.54735, 5.55155, 5.54744, 5.54924, 5.54734, 5.54734, 5.54734, 5.54734, 5.54734, 5.54734, 5.54734, 5.54734, 5.54734, 5.54734, 5.54735, 5.54737, 5.54734, 5.54737, 5.54734
3.84786, 4.94238, 5.58841, 5.58254, 2.63484, -0.646024, 5.58254, 0, 5.58255, 5.58255, 5.58675, 5.58264, 5.58403, 5.58254, 5.58254, 5.58254, 5.58254, 5.58254, 5.58254, 5.58254, 5.58254, 5.58254, 5.58254, 5.58255, 5.58256, 5.58254, 5.58259, 5.58254
3.85574, 1.00957, 5.62343, 5.61787, 1.73481, -4.61386, 5.61787, 0, 5.61788, 5.61787, 5.62208, 5.61796, 5.61905, 5.61787, 5.61787, 5.61787, 5.61787, 5.61787, 5.61787, 5.61787, 5.61787, 5.61787, 5.61787, 5.61787, 5.61789, 5.61787, 5.61793, 5.61787
3.86363, 3.99043, 5.65867, 5.65332, 2.44754, -1.66824, 5.65332, 0, 5.65334, 5.65333, 5.65753, 5.65342, 5.65426, 5.65332, 5.65332, 5.65332, 5.65332, 5.65332, 5.65332, 5.65332, 5.65332, 5.65332, 5.65332, 5.65333, 5.65333, 5.65332, 5.65341, 5.65332
3.87151, 1.00471, 5.6941, 5.6889, 1.73341, -4.68939, 5.6889, 0, 5.68891, 5.6889, 5.6931, 5.68899, 5.68966, 5.6889, 5.6889, 5.6889, 5.6889, 5.6889, 5.6889, 5.6889, 5.6889, 5.6889, 5.6889, 5.6889, 5.68891, 5.6889, 5.68902, 5.6889
3.8794, 4, 5.72971, 5.72459, 2.44949, -1.72971, 5.72459, 0, 5.7246, 5.72459, 5.7288, 5.72468, 5.72522, 5.72459, 5.72459, 5.72459, 5.72459, 5.72459, 5.72459, 5.72459, 5.72459, 5.72459, 5.72459, 5.72459, 5.7246, 5.72459, 5.72476, 5.72459
3.88728, 3.99517, 5.76548, 5.76039, 2.4485, -1.77031, 5.76039, 0, 5.7604, 5.7604, 5.7646, 5.76049, 5.76093, 5.76039, 5.76039, 5.76039, 5.76039, 5.76039, 5.76039, 5.76039, 5.76039, 5.76039, 5.76039, 5.7604, 5.7604, 5.76039, 5.76063, 5.76039
3.89517, 3.9925, 5.8014, 5.7963, 2.44796, -1.80889, 5.7963, 0, 5.79631, 5.7963, 5.8005, 5.79639, 5.79677, 5.7963, 5.7963, 5.7963, 5.7963, 5.7963, 5.7963, 5.7963, 5.7963, 5.7963, 5.7963, 5.7963, 5.7963, 5.7963, 5.79661, 5.7963
3.90305, 2.99783, 5.83745, 5.8323, 2.23558, -2.83962, 5.8323, 0, 5.83231, 5.8323, 5.83651, 5.83239, 5.83273, 5.8323, 5.8323, 5.8323, 5.8323, 5.8323, 5.8323, 5.8323, 5.8323, 5.8323, 5.8323, 5.8323, 5.8323, 5.8323, 5.83271, 5.8323
3.91094, 4.98055, 5.87362, 5.86838, 2.64207, -0.893078, 5.86838, 0, 5.8684, 5.86839, 5.87259, 5.86848, 5.86878, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86838, 5.86839, 5.86839, 5.86838, 5.86891, 5.86838
3.91883, 3.00979, 5.90991, 5.90454, 2.23826, -2.90012, 5.90454, 0, 5.90455, 5.90454, 5.90875, 5.90463, 5.90491, 5.90454, 5.90454, 5.90454, 5.90454, 5.90454, 5.90454, 5.90454, 5.90454, 5.90454, 5.90454, 5.90454, 5.90454, 5.90454, 5.90522, 5.90454
3.92671, 4.99517, 5.94627, 5.94075, 2.64484, -0.951107, 5.94075, 0, 5.94076, 5.94075, 5.94495, 5.94084, 5.94111, 5.94075, 5.94075, 5.94075, 5.94075, 5.94075, 5.94075, 5.94075, 5.94075, 5.94075, 5.94075, 5.94075, 5.94075, 5.94075, 5.9416, 5.94075
3.9346, 3.99517, 5.98272, 5.977, 2.4485, -1.98755, 5.977, 0, 5.97701, 5.977, 5.9812, 5.97709, 5.97735, 5.977, 5.977, 5.977, 5.977, 5.977, 5.977, 5.977, 5.977, 5.977, 5.977, 5.977, 5.977, 5.977, 5.97806, 5.977
3.94248, 2.97838, 6.01922, 6.01327, 2.23123, -3.04085, 6.01327, 0, 6.01328, 6.01327, 6.01747, 6.01336, 6.01362, 6.01327, 6.01327, 6.01327, 6.01327, 6.01327, 6.01327, 6.01327, 6.01327, 6.01327, 6.01327, 6.01327, 6.01327, 6.01327, 6.01456, 6.01327
