   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_132.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
12.253, 3.44213, 3.14994, 3.14994, 2.33284, 0.29219, 3.14994, 0, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994, 3.14994
12.2609, 2.99504, 3.14334, 3.14334, 2.23496, -0.148301, 3.14334, 0, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334, 3.14334
12.2687, 5.99554, 3.13675, 3.13675, 2.82764, 2.85879, 3.13675, 0, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675, 3.13675
12.2766, 3.99494, 3.13448, 3.13448, 2.44846, 0.860454, 3.13448, 0, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448, 3.13448
12.2845, 2.56021, 3.13048, 3.13048, 2.13546, -0.57027, 3.13048, 0, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048, 3.13048
12.2924, 2.29517, 3.12489, 3.12489, 2.07248, -0.829721, 3.12489, 0, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489, 3.12489
12.3003, 5.5601, 3.11851, 3.11851, 2.74956, 2.44159, 3.11851, 0, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851, 3.11851
12.3082, 3.42007, 3.11214, 3.11214, 2.32811, 0.307933, 3.11214, 0, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214, 3.11214
12.3161, 2.71524, 3.1088, 3.1088, 2.17146, -0.393556, 3.1088, 0, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088, 3.1088
12.324, 5.84312, 3.104, 3.104, 2.80056, 2.73912, 3.104, 0, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104, 3.104
12.3319, 9.57224, 3.09787, 3.09786, 3.4018, 6.47438, 3.09786, 0, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09786, 3.09787, 3.09786, 3.09786, 3.09786
12.3398, 3.99544, 3.09107, 3.09107, 2.44856, 0.904366, 3.09107, 0, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107, 3.09107
12.3477, 3.9949, 3.08428, 3.08428, 2.44845, 0.910619, 3.08428, 0, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428, 3.08428
12.3556, 2.58203, 3.08068, 3.08067, 2.14057, -0.498643, 3.08067, 0, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08067, 3.08068, 3.08067, 3.08067, 3.08067
12.3635, 2.81933, 3.07582, 3.07582, 2.1953, -0.256492, 3.07582, 0, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582, 3.07582
12.3713, 3.17596, 3.06979, 3.06978, 2.27507, 0.106174, 3.06978, 0, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06978, 3.06979, 3.06978, 3.06978, 3.06978
12.3792, 2.40335, 3.06316, 3.06316, 2.09842, -0.659816, 3.06316, 0, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316, 3.06316
12.3871, 3.99544, 3.05654, 3.05654, 2.44856, 0.938895, 3.05654, 0, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654, 3.05654
12.395, 5.19291, 3.05189, 3.05189, 2.68196, 2.14102, 3.05189, 0, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189, 3.05189
12.4029, 2.99318, 3.04623, 3.04623, 2.23454, -0.0530472, 3.04623, 0, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623, 3.04623
12.4108, 4.19566, 3.0396, 3.0396, 2.48911, 1.15606, 3.0396, 0, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396, 3.0396
12.4187, 4.38637, 3.0325, 3.03249, 2.52713, 1.35387, 3.03249, 0, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.03249, 3.0325, 3.03249, 3.03249, 3.03249
12.4266, 6.20768, 3.0254, 3.0254, 2.86491, 3.18229, 3.0254, 0, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254, 3.0254
12.4345, 3.94077, 3.02031, 3.02031, 2.43737, 0.92046, 3.02031, 0, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031
12.4424, 8.66295, 3.0145, 3.0145, 3.26542, 5.64845, 3.0145, 0, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145, 3.0145
12.4503, 6.61338, 3.00802, 3.00802, 2.93486, 3.60536, 3.00802, 0, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802, 3.00802
12.4582, 2.90892, 3.00121, 3.00121, 2.21561, -0.0922918, 3.00121, 0, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121, 3.00121
12.4661, 6.84969, 2.99441, 2.99441, 2.97484, 3.85528, 2.99441, 0, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441, 2.99441
12.4739, 6.24139, 2.98833, 2.98832, 2.87078, 3.25306, 2.98832, 0, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98832, 2.98833, 2.98832, 2.98832, 2.98832
12.4818, 3.3746, 2.98173, 2.98173, 2.31832, 0.392869, 2.98173, 0, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173, 2.98173
12.4897, 2.74176, 2.97464, 2.97464, 2.17756, -0.232878, 2.97464, 0, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464, 2.97464
12.4976, 3.73224, 2.96731, 2.9673, 2.39421, 0.764931, 2.9673, 0, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.9673, 2.96731, 2.9673, 2.9673, 2.9673
12.5055, 6.25326, 2.95998, 2.95998, 2.87285, 3.29328, 2.95998, 0, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998, 2.95998
12.5134, 6.26295, 2.95347, 2.95347, 2.87453, 3.30948, 2.95347, 0, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347, 2.95347
12.5213, 1.63519, 2.94673, 2.94672, 1.90662, -1.31153, 2.94672, 0, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94672, 2.94673, 2.94672, 2.94672, 2.94672
12.5292, 3.7202, 2.93979, 2.93979, 2.39169, 0.780405, 2.93979, 0, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979, 2.93979
12.5371, 8.35266, 2.93266, 2.93266, 3.21756, 5.42, 2.93266, 0, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266, 2.93266
12.545, 5.3487, 2.92539, 2.92539, 2.71085, 2.42331, 2.92539, 0, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539, 2.92539
12.5529, 8.343, 2.91802, 2.91802, 3.21605, 5.42498, 2.91802, 0, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802, 2.91802
12.5608, 7.28661, 2.91053, 2.91053, 3.04739, 4.37608, 2.91053, 0, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053, 2.91053
12.5687, 5.99307, 2.90278, 2.90278, 2.8272, 3.09029, 2.90278, 0, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278, 2.90278
12.5765, 7.99257, 2.89478, 2.89478, 3.1611, 5.09778, 2.89478, 0, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478, 2.89478
12.5844, 6.36506, 2.88659, 2.88659, 2.89224, 3.47846, 2.88659, 0, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659, 2.88659
12.5923, 6.62082, 2.87825, 2.87825, 2.93612, 3.74257, 2.87825, 0, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825, 2.87825
12.6002, 6.33098, 2.86978, 2.86977, 2.88634, 3.4612, 2.86977, 0, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86977, 2.86978, 2.86977, 2.86977, 2.86977
12.6081, 5.31813, 2.86117, 2.86117, 2.7052, 2.45697, 2.86117, 0, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117, 2.86117
12.616, 4.99537, 2.85246, 2.85245, 2.64488, 2.14292, 2.85245, 0, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85245, 2.85246, 2.85245, 2.85245, 2.85245
12.6239, 4.66394, 2.84369, 2.84369, 2.58146, 1.82025, 2.84369, 0, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369, 2.84369
12.6318, 2.32615, 2.83456, 2.83455, 2.07994, -0.508409, 2.83455, 0, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83455, 2.83456, 2.83455, 2.83455, 2.83455
12.6397, 8.66914, 2.82507, 2.82507, 3.26637, 5.84407, 2.82507, 0, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507, 2.82507
12.6476, 1.99752, 2.81534, 2.81534, 1.99938, -0.817818, 2.81534, 0, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534, 2.81534
12.6555, 3.64077, 2.80545, 2.80545, 2.37503, 0.835321, 2.80545, 0, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545, 2.80545
12.6634, 5.31214, 2.79548, 2.79548, 2.7041, 2.51666, 2.79548, 0, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548, 2.79548
12.6713, 8.98993, 2.78554, 2.78554, 3.31511, 6.20439, 2.78554, 0, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554, 2.78554
12.6791, 8.36174, 2.77644, 2.77644, 3.21897, 5.5853, 2.77644, 0, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644, 2.77644
12.687, 2.99529, 2.76687, 2.76686, 2.23501, 0.228426, 2.76686, 0, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76686, 2.76687, 2.76686, 2.76686, 2.76686
12.6949, 4.61388, 2.75688, 2.75687, 2.57175, 1.857, 2.75687, 0, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75687, 2.75688, 2.75687, 2.75687, 2.75687
12.7028, 6.37646, 2.74669, 2.74669, 2.89421, 3.62977, 2.74669, 0, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669, 2.74669
12.7107, 4.3, 2.73652, 2.73652, 2.50998, 1.56348, 2.73652, 0, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652, 2.73652
12.7186, 3.38807, 2.72775, 2.72775, 2.32122, 0.660315, 2.72775, 0, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775, 2.72775
12.7265, 4.99756, 2.71833, 2.71833, 2.64529, 2.27923, 2.71833, 0, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833, 2.71833
12.7344, 1.59244, 2.70837, 2.70837, 1.89537, -1.11593, 2.70837, 0, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837, 2.70837
12.7423, 6.28748, 2.69815, 2.69815, 2.8788, 3.58934, 2.69815, 0, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815, 2.69815
12.7502, 5.40545, 2.68795, 2.68794, 2.7213, 2.71751, 2.68794, 0, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68794, 2.68795, 2.68794, 2.68794, 2.68794
12.7581, 4.41487, 2.67943, 2.67943, 2.53276, 1.73544, 2.67943, 0, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943, 2.67943
12.766, 3.28773, 2.67016, 2.67016, 2.29951, 0.617573, 2.67016, 0, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016, 2.67016
12.7739, 0.997769, 2.66024, 2.66024, 1.73141, -1.66247, 2.66024, 0, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024, 2.66024
12.7817, 5.7145, 2.65001, 2.65001, 2.7775, 3.06449, 2.65001, 0, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001, 2.65001
12.7896, 1.56084, 2.6398, 2.6398, 1.88702, -1.07896, 2.6398, 0, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398, 2.6398
12.7975, 6.43916, 2.6316, 2.6316, 2.90502, 3.80756, 2.6316, 0, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316, 2.6316
12.8054, 1.27571, 2.62249, 2.62249, 1.80989, -1.34678, 2.62249, 0, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249, 2.62249
12.8133, 3.99752, 2.61261, 2.6126, 2.44898, 1.38492, 2.6126, 0, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.6126, 2.61261, 2.6126, 2.6126, 2.6126
12.8212, 1.99774, 2.60234, 2.60234, 1.99943, -0.604604, 2.60234, 0, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234, 2.60234
12.8291, 0.997431, 2.59209, 2.59209, 1.73131, -1.59466, 2.59209, 0, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209, 2.59209
12.837, 3.7316, 2.58529, 2.58529, 2.39408, 1.1463, 2.58529, 0, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529, 2.58529
12.8449, 2, 2.57757, 2.57757, 2, -0.577571, 2.57757, 0, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757, 2.57757
12.8528, 3.52243, 2.56901, 2.569, 2.34998, 0.953424, 2.569, 0, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.569, 2.56901, 2.569, 2.569, 2.569
12.8607, 1.47757, 2.56003, 2.56003, 1.86482, -1.08246, 2.56003, 0, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003, 2.56003
12.8686, 1.51301, 2.55107, 2.55106, 1.8743, -1.03805, 2.55106, 0, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55106, 2.55107, 2.55106, 2.55106, 2.55106
12.8765, 3.5031, 2.54384, 2.54384, 2.34587, 0.959259, 2.54384, 0, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384, 2.54384
12.8843, 4.98389, 2.53601, 2.53601, 2.64271, 2.44788, 2.53601, 0, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601, 2.53601
12.8922, 5.49839, 2.52763, 2.52763, 2.73832, 2.97076, 2.52763, 0, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763, 2.52763
12.9001, 3.99504, 2.51899, 2.51899, 2.44848, 1.47605, 2.51899, 0, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899, 2.51899
12.908, 2.99529, 2.51037, 2.51036, 2.23501, 0.484926, 2.51036, 0, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51036, 2.51037, 2.51036, 2.51036, 2.51036
12.9159, 4.2373, 2.50289, 2.50289, 2.49746, 1.73441, 2.50289, 0, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289, 2.50289
12.9238, 3.27398, 2.49502, 2.49501, 2.29651, 0.778962, 2.49501, 0, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49501, 2.49502, 2.49501, 2.49501, 2.49501
12.9317, 3, 2.48679, 2.48678, 2.23607, 0.513215, 2.48678, 0, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48679, 2.48678, 2.48678, 2.48678
