   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_27.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.1357, 0, 1.88044e-24, 0, 1.41421, -1.88044e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95556e-26, 0, 0, 1.4728e-29, 1.41929e-28, 0, 1.86073e-24, 0, 0, 0
0.14359, 0, 6.51546e-24, 0, 1.41421, -6.51546e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77569e-26, 0, 0, 5.12012e-29, 5.18104e-28, 0, 6.44713e-24, 0, 0, 0
0.151481, 0, 2.17358e-23, 0, 1.41421, -2.17358e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26039e-25, 0, 0, 1.71431e-28, 1.81005e-27, 0, 2.15078e-23, 0, 0, 0
0.159371, 0, 7.00876e-23, 0, 1.41421, -7.00876e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.28865e-25, 0, 0, 5.5495e-28, 6.08407e-27, 0, 6.93521e-23, 0, 0, 0
0.167262, 0, 2.19117e-22, 0, 1.41421, -2.19117e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27866e-24, 0, 0, 1.74222e-27, 1.97559e-26, 0, 2.16817e-22, 0, 0, 0
0.175153, 0, 6.6582e-22, 0, 1.41421, -6.6582e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.92404e-24, 0, 0, 5.31757e-27, 6.21704e-26, 0, 6.58828e-22, 0, 0, 0
0.183043, 0, 1.97049e-21, 0, 1.41421, -1.97049e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04916e-23, 0, 0, 1.58116e-26, 1.90098e-25, 0, 1.94979e-21, 0, 0, 0
0.190934, 0, 5.68942e-21, 0, 1.41421, -5.68942e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91654e-23, 0, 0, 4.5881e-26, 5.65973e-25, 0, 5.62964e-21, 0, 0, 0
0.198824, 0, 1.60497e-20, 0, 1.41421, -1.60497e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66904e-22, 0, 0, 1.30112e-25, 1.64365e-24, 0, 1.5881e-20, 0, 0, 0
0.206715, 0, 4.42901e-20, 0, 1.41421, -4.42901e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60579e-22, 0, 0, 3.6105e-25, 4.66305e-24, 0, 4.38245e-20, 0, 0, 0
0.214605, 0, 1.19688e-19, 0, 1.41421, -1.19688e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24465e-21, 0, 0, 9.81411e-25, 1.294e-23, 0, 1.18429e-19, 0, 0, 0
0.222496, 0, 3.17027e-19, 0, 1.41421, -3.17027e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29679e-21, 0, 0, 2.6156e-24, 3.51623e-23, 0, 3.13692e-19, 0, 0, 0
0.230387, 0, 8.23749e-19, 0, 1.41421, -8.23749e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.56621e-21, 0, 0, 6.84047e-24, 9.36521e-23, 0, 8.15082e-19, 0, 0, 0
0.238277, 0, 2.10113e-18, 0, 1.41421, -2.10113e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18497e-20, 0, 0, 1.75674e-23, 2.44691e-22, 0, 2.07901e-18, 0, 0, 0
0.246168, 0, 5.26427e-18, 0, 1.41421, -5.26427e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47432e-20, 0, 0, 4.43313e-23, 6.27625e-22, 0, 5.20886e-18, 0, 0, 0
0.254058, 0, 1.29627e-17, 0, 1.41421, -1.29627e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34798e-19, 0, 0, 1.09989e-22, 1.58142e-21, 0, 1.28262e-17, 0, 0, 0
0.261949, 0, 3.18528e-17, 0, 1.41421, -3.18528e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31235e-19, 0, 0, 2.72933e-22, 3.9916e-21, 0, 3.15173e-17, 0, 0, 0
0.269839, 0, 7.57073e-17, 0, 1.41421, -7.57073e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.87272e-19, 0, 0, 6.54104e-22, 9.69726e-21, 0, 7.49097e-17, 0, 0, 0
0.27773, 0, 1.77129e-16, 0, 1.41421, -1.77129e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84194e-18, 0, 0, 1.5438e-21, 2.31867e-20, 0, 1.75263e-16, 0, 0, 0
0.285621, 0, 4.08079e-16, 0, 1.41421, -4.08079e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24352e-18, 0, 0, 3.58953e-21, 5.45861e-20, 0, 4.03777e-16, 0, 0, 0
0.293511, 0, 9.26027e-16, 0, 1.41421, -9.26027e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6295e-18, 0, 0, 8.2248e-21, 1.2657e-19, 0, 9.16263e-16, 0, 0, 0
0.301402, 0, 2.07035e-15, 0, 1.41421, -2.07035e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15288e-17, 0, 0, 1.85771e-20, 2.89154e-19, 0, 2.04851e-15, 0, 0, 0
0.309292, 0, 4.56149e-15, 0, 1.41421, -4.56149e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74329e-17, 0, 0, 4.13729e-20, 6.51032e-19, 0, 4.51336e-15, 0, 0, 0
0.317183, 0, 9.90614e-15, 0, 1.41421, -9.90614e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03009e-16, 0, 0, 9.08769e-20, 1.44501e-18, 0, 9.8016e-15, 0, 0, 0
0.325073, 0, 2.12092e-14, 0, 1.41421, -2.12092e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20541e-16, 0, 0, 1.96926e-19, 3.16261e-18, 0, 2.09853e-14, 0, 0, 0
0.332964, 0, 4.47753e-14, 0, 1.41421, -4.47753e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.65587e-16, 0, 0, 4.21084e-19, 6.82703e-18, 0, 4.43025e-14, 0, 0, 0
0.340854, 0, 9.32225e-14, 0, 1.41421, -9.32225e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.69348e-16, 0, 0, 8.88704e-19, 1.45388e-17, 0, 9.22377e-14, 0, 0, 0
0.348745, 0, 1.9144e-13, 0, 1.41421, -1.9144e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99063e-15, 0, 0, 1.85174e-18, 3.05512e-17, 0, 1.89417e-13, 0, 0, 0
0.356636, 0, 3.87826e-13, 0, 1.41421, -3.87826e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03269e-15, 0, 0, 3.81026e-18, 6.33616e-17, 0, 3.83726e-13, 0, 0, 0
0.364526, 0, 7.75149e-13, 0, 1.41421, -7.75149e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.06022e-15, 0, 0, 7.74483e-18, 1.29722e-16, 0, 7.66951e-13, 0, 0, 0
0.372417, 0, 1.52873e-12, 0, 1.41421, -1.52873e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58965e-14, 0, 0, 1.55561e-17, 2.62241e-16, 0, 1.51255e-12, 0, 0, 0
0.380307, 0, 2.97522e-12, 7.28675e-44, 1.41421, -2.97522e-12, 0, 7.28675e-44, 7.28675e-44, 7.28675e-44, 7.28675e-44, 7.28675e-44, 7.28675e-44, 7.28675e-44, 7.28675e-44, 7.28675e-44, 7.28675e-44, 3.09391e-14, 7.28675e-44, 7.28675e-44, 3.0888e-17, 5.23577e-16, 7.28675e-44, 2.94372e-12, 7.28675e-44, 7.28675e-44, 7.28675e-44
0.388198, 0, 5.71475e-12, 1.31862e-42, 1.41421, -5.71475e-12, 0, 1.31862e-42, 1.31862e-42, 1.31862e-42, 1.31862e-42, 1.31862e-42, 1.31862e-42, 1.31862e-42, 1.31862e-42, 1.31862e-42, 1.31862e-42, 5.94315e-14, 1.31862e-42, 1.31862e-42, 6.06566e-17, 1.03268e-15, 1.31862e-42, 5.65423e-12, 1.31862e-42, 1.31862e-42, 1.31862e-42
0.396088, 0, 1.08345e-11, 1.94066e-41, 1.41421, -1.08345e-11, 0, 1.94066e-41, 1.94066e-41, 1.94066e-41, 1.94066e-41, 1.94066e-41, 1.94066e-41, 1.94066e-41, 1.94066e-41, 1.94066e-41, 1.94066e-41, 1.12687e-13, 1.94066e-41, 1.94066e-41, 1.17868e-16, 2.01271e-15, 1.94066e-41, 1.07197e-11, 1.94066e-41, 1.94066e-41, 1.94066e-41
0.403979, 0, 2.02766e-11, 2.51442e-40, 1.41421, -2.02766e-11, 0, 2.51442e-40, 2.51442e-40, 2.51442e-40, 2.51442e-40, 2.51442e-40, 2.51442e-40, 2.51442e-40, 2.51442e-40, 2.51442e-40, 2.51442e-40, 2.10925e-13, 2.51442e-40, 2.51442e-40, 2.26785e-16, 3.87763e-15, 2.51442e-40, 2.00616e-11, 2.51442e-40, 2.51442e-40, 2.51442e-40
0.41187, 0, 3.74625e-11, 2.92104e-39, 1.41421, -3.74625e-11, 0, 2.92104e-39, 2.92104e-39, 2.92104e-39, 2.92104e-39, 2.92104e-39, 2.92104e-39, 2.92104e-39, 2.92104e-39, 2.92104e-39, 2.92104e-39, 3.89785e-13, 2.92104e-39, 2.92104e-39, 4.32364e-16, 7.3873e-15, 2.92104e-39, 3.70649e-11, 2.92104e-39, 2.92104e-39, 2.92104e-39
0.41976, 0, 6.83367e-11, 3.0655e-38, 1.41421, -6.83367e-11, 0, 3.0655e-38, 3.0655e-38, 3.0655e-38, 3.0655e-38, 3.0655e-38, 3.0655e-38, 3.0655e-38, 3.0655e-38, 3.0655e-38, 3.0655e-38, 7.11239e-13, 3.0655e-38, 3.0655e-38, 8.17457e-16, 1.39231e-14, 3.0655e-38, 6.76107e-11, 3.0655e-38, 3.0655e-38, 3.0655e-38
0.427651, 0, 1.23085e-10, 2.9231e-37, 1.41421, -1.23085e-10, 0, 2.9231e-37, 2.9231e-37, 2.9231e-37, 2.9231e-37, 2.9231e-37, 2.9231e-37, 2.9231e-37, 2.9231e-37, 2.9231e-37, 2.9231e-37, 1.2816e-12, 2.9231e-37, 2.9231e-37, 1.53416e-15, 2.5975e-14, 2.9231e-37, 1.21776e-10, 2.9231e-37, 2.9231e-37, 2.9231e-37
0.435541, 0, 2.18923e-10, 2.54655e-36, 1.41421, -2.18923e-10, 0, 2.54655e-36, 2.54655e-36, 2.54655e-36, 2.54655e-36, 2.54655e-36, 2.54655e-36, 2.54655e-36, 2.54655e-36, 2.54655e-36, 2.54655e-36, 2.28079e-12, 2.54655e-36, 2.54655e-36, 2.86104e-15, 4.79982e-14, 2.54655e-36, 2.16592e-10, 2.54655e-36, 2.54655e-36, 2.54655e-36
0.443432, 0, 3.84551e-10, 2.03721e-35, 1.41421, -3.84551e-10, 0, 2.03721e-35, 2.03721e-35, 2.03721e-35, 2.03721e-35, 2.03721e-35, 2.03721e-35, 2.03721e-35, 2.03721e-35, 2.03721e-35, 2.03721e-35, 4.00938e-12, 2.03721e-35, 2.03721e-35, 5.30774e-15, 8.792e-14, 2.03721e-35, 3.80448e-10, 2.03721e-35, 2.03721e-35, 2.03721e-35
0.451322, 0, 6.67165e-10, 1.50352e-34, 1.41421, -6.67165e-10, 0, 1.50352e-34, 1.50352e-34, 1.50352e-34, 1.50352e-34, 1.50352e-34, 1.50352e-34, 1.50352e-34, 1.50352e-34, 1.50352e-34, 1.50352e-34, 6.96286e-12, 1.50352e-34, 1.50352e-34, 9.80688e-15, 1.5979e-13, 1.50352e-34, 6.60032e-10, 1.50352e-34, 1.50352e-34, 1.50352e-34
0.459213, 0, 1.14333e-09, 1.06266e-33, 1.41421, -1.14333e-09, 0, 1.06266e-33, 1.06266e-33, 1.06266e-33, 1.06266e-33, 1.06266e-33, 1.06266e-33, 1.06266e-33, 1.06266e-33, 1.06266e-33, 1.06266e-33, 1.19477e-11, 1.06266e-33, 1.06266e-33, 1.80665e-14, 2.88464e-13, 1.06266e-33, 1.13108e-09, 1.06266e-33, 1.06266e-33, 1.06266e-33
0.467104, 0, 1.9356e-09, 7.29392e-33, 1.41421, -1.9356e-09, 0, 7.29392e-33, 7.29392e-33, 7.29392e-33, 7.29392e-33, 7.29392e-33, 7.29392e-33, 7.29392e-33, 7.29392e-33, 7.29392e-33, 7.29392e-33, 2.02603e-11, 7.29392e-33, 7.29392e-33, 3.32188e-14, 5.17925e-13, 7.29392e-33, 1.91479e-09, 7.29392e-33, 7.29392e-33, 7.29392e-33
0.474994, 0, 3.2375e-09, 4.73341e-32, 1.41421, -3.2375e-09, 0, 4.73341e-32, 4.73341e-32, 4.73341e-32, 4.73341e-32, 4.73341e-32, 4.73341e-32, 4.73341e-32, 4.73341e-32, 4.73341e-32, 4.73341e-32, 3.39587e-11, 4.73341e-32, 4.73341e-32, 6.10122e-14, 9.26178e-13, 4.73341e-32, 3.20255e-09, 4.73341e-32, 4.73341e-32, 4.73341e-32
0.482885, 0, 5.35063e-09, 2.88046e-31, 1.41421, -5.35063e-09, 0, 2.88046e-31, 2.88046e-31, 2.88046e-31, 2.88046e-31, 2.88046e-31, 2.88046e-31, 2.88046e-31, 2.88046e-31, 2.88046e-31, 2.88046e-31, 5.62717e-11, 2.88046e-31, 2.88046e-31, 1.11998e-13, 1.65211e-12, 2.88046e-31, 5.2926e-09, 2.88046e-31, 2.88046e-31, 2.88046e-31
0.490775, 0, 8.7388e-09, 1.64316e-30, 1.41421, -8.7388e-09, 0, 1.64316e-30, 1.64316e-30, 1.64316e-30, 1.64316e-30, 1.64316e-30, 1.64316e-30, 1.64316e-30, 1.64316e-30, 1.64316e-30, 1.64316e-30, 9.22057e-11, 1.64316e-30, 1.64316e-30, 2.05524e-13, 2.94427e-12, 1.64316e-30, 8.64345e-09, 1.64316e-30, 1.64316e-30, 1.64316e-30
0.498666, 0, 1.41061e-08, 8.8039e-30, 1.41421, -1.41061e-08, 0, 8.8039e-30, 8.8039e-30, 8.8039e-30, 8.8039e-30, 8.8039e-30, 8.8039e-30, 8.8039e-30, 8.8039e-30, 8.8039e-30, 8.8039e-30, 1.49439e-10, 8.8039e-30, 8.8039e-30, 3.76973e-13, 5.24993e-12, 8.8039e-30, 1.3951e-08, 8.8039e-30, 8.8039e-30, 8.8039e-30
0.506556, 0, 2.25074e-08, 4.44271e-29, 1.41421, -2.25074e-08, 0, 4.44271e-29, 4.44271e-29, 4.44271e-29, 4.44271e-29, 4.44271e-29, 4.44271e-29, 4.44271e-29, 4.44271e-29, 4.44271e-29, 4.44271e-29, 2.39616e-10, 4.44271e-29, 4.44271e-29, 6.90772e-13, 9.37801e-12, 4.44271e-29, 2.22577e-08, 4.44271e-29, 4.44271e-29, 4.44271e-29
0.514447, 0, 3.5504e-08, 3.27739e-28, 1.41421, -3.5504e-08, 0, 3.27739e-28, 3.27739e-28, 3.27739e-28, 3.27739e-28, 3.27739e-28, 3.27739e-28, 3.27739e-28, 3.27739e-28, 3.27739e-28, 3.27739e-28, 3.80232e-10, 3.27739e-28, 3.27739e-28, 1.26438e-12, 1.6814e-11, 3.27739e-28, 3.51057e-08, 3.27739e-28, 3.27739e-28, 3.27739e-28
0.522338, 0, 5.53754e-08, 1.41806e-27, 1.41421, -5.53754e-08, 0, 1.41806e-27, 1.41806e-27, 1.41806e-27, 1.41806e-27, 1.41806e-27, 1.41806e-27, 1.41806e-27, 1.41806e-27, 1.41806e-27, 1.41806e-27, 5.97262e-10, 1.41806e-27, 1.41806e-27, 2.30618e-12, 3.02052e-11, 1.41806e-27, 5.47456e-08, 1.41806e-27, 1.41806e-27, 1.41806e-27
0.530228, 0, 8.54109e-08, 5.85009e-27, 1.41421, -8.54109e-08, 0, 5.85009e-27, 5.85009e-27, 5.85009e-27, 5.85009e-27, 5.85009e-27, 5.85009e-27, 5.85009e-27, 5.85009e-27, 5.85009e-27, 5.85009e-27, 9.28973e-10, 5.85009e-27, 5.85009e-27, 4.18989e-12, 5.44194e-11, 5.85009e-27, 8.44233e-08, 5.85009e-27, 5.85009e-27, 5.85009e-27
0.538119, 0, 1.30299e-07, 2.30715e-26, 1.41421, -1.30299e-07, 0, 2.30715e-26, 2.30715e-26, 2.30715e-26, 2.30715e-26, 2.30715e-26, 2.30715e-26, 1.26457e-13, 2.30715e-26, 2.30715e-26, 2.30715e-26, 1.43117e-09, 2.30715e-26, 2.30715e-26, 7.57342e-12, 9.82593e-11, 2.30715e-26, 1.28762e-07, 2.30715e-26, 2.30715e-26, 2.30715e-26
0.546009, 0, 1.96641e-07, 8.72004e-26, 1.41421, -1.96641e-07, 0, 8.72004e-26, 8.72004e-26, 8.72004e-26, 8.72004e-26, 8.72004e-26, 8.72004e-26, 5.18026e-13, 8.72004e-26, 8.72004e-26, 8.72004e-26, 2.18453e-09, 8.72004e-26, 8.72004e-26, 1.36037e-11, 1.77585e-10, 8.72004e-26, 1.94265e-07, 8.72004e-26, 8.72004e-26, 8.72004e-26
0.5539, 0, 2.94865e-07, 3.18511e-25, 1.41421, -2.94865e-07, 0, 1.89876e-14, 2.38351e-14, 6.01473e-14, 7.51473e-13, 2.91397e-13, 1.25031e-12, 7.624e-12, 9.10395e-12, 6.10163e-12, 1.17849e-09, 3.30466e-09, 1.53893e-12, 5.84946e-14, 2.42568e-11, 3.20735e-10, 1.01645e-15, 2.89997e-07, 3.18511e-25, 3.18511e-25, 1.25178e-11
0.56179, 0, 4.39285e-07, 3.51906e-10, 1.41421, -4.39285e-07, 3.51906e-10, 3.51984e-10, 3.52003e-10, 3.52151e-10, 3.54967e-10, 3.53093e-10, 3.56999e-10, 3.81085e-10, 3.88985e-10, 3.76757e-10, 5.15164e-09, 5.30759e-09, 3.58174e-10, 3.52145e-10, 3.94806e-10, 9.29743e-10, 3.51911e-10, 4.28751e-07, 3.51906e-10, 3.51906e-10, 4.02889e-10
0.569681, 0, 6.52256e-07, 1.42863e-09, 1.41421, -6.52256e-07, 1.42863e-09, 1.42888e-09, 1.42894e-09, 1.42942e-09, 1.43847e-09, 1.43244e-09, 1.44499e-09, 1.52035e-09, 1.54778e-09, 1.50848e-09, 1.68517e-08, 8.7972e-09, 1.44877e-09, 1.4294e-09, 1.50382e-09, 2.46507e-09, 1.42864e-09, 6.27846e-07, 1.42863e-09, 1.42863e-09, 1.59245e-09
0.577572, 0, 9.71233e-07, 4.5774e-09, 1.41421, -9.71233e-07, 4.5774e-09, 4.57814e-09, 4.57832e-09, 4.57972e-09, 4.60632e-09, 4.58862e-09, 4.62551e-09, 4.84347e-09, 4.92766e-09, 4.81215e-09, 4.99175e-08, 1.54429e-08, 4.63661e-09, 4.57966e-09, 4.70793e-09, 6.42472e-09, 4.57744e-09, 9.11563e-07, 4.5774e-09, 4.5774e-09, 5.059e-09
0.585462, 0, 1.46415e-06, 1.34195e-08, 1.41421, -1.46415e-06, 1.34195e-08, 1.34216e-08, 1.34221e-08, 1.3426e-08, 1.35001e-08, 1.34508e-08, 1.35536e-08, 1.41534e-08, 1.43957e-08, 1.40738e-08, 1.39789e-07, 2.93111e-08, 1.35845e-08, 1.34258e-08, 1.36438e-08, 1.66858e-08, 1.34196e-08, 1.31426e-06, 1.34195e-08, 1.34195e-08, 1.47618e-08
0.593353, 0, 2.26441e-06, 3.731e-08, 1.41421, -2.26441e-06, 3.731e-08, 3.73154e-08, 3.73168e-08, 3.73272e-08, 3.75252e-08, 3.73934e-08, 3.76682e-08, 3.92529e-08, 3.9918e-08, 3.90579e-08, 3.7492e-07, 6.03663e-08, 3.77508e-08, 3.73267e-08, 3.76914e-08, 4.30302e-08, 3.73103e-08, 1.88661e-06, 3.731e-08, 3.731e-08, 4.0896e-08
0.601243, 0, 3.64774e-06, 9.94485e-08, 1.41421, -3.64774e-06, 9.94485e-08, 9.94625e-08, 9.9466e-08, 9.94928e-08, 1.00002e-07, 9.96631e-08, 1.00369e-07, 1.04471e-07, 1.06153e-07, 1.03942e-07, 9.6733e-07, 1.32635e-07, 1.00582e-07, 9.94916e-08, 1.0009e-07, 1.0937e-07, 9.94492e-08, 2.70773e-06, 9.94485e-08, 9.94485e-08, 1.08667e-07
0.609134, 0, 6.19581e-06, 2.55091e-07, 1.41421, -6.19581e-06, 2.55091e-07, 2.55125e-07, 2.55134e-07, 2.552e-07, 2.56462e-07, 2.55622e-07, 2.57372e-07, 2.67614e-07, 2.717e-07, 2.66222e-07, 2.40511e-06, 3.02484e-07, 2.57898e-07, 2.55197e-07, 2.5616e-07, 2.72088e-07, 2.55092e-07, 3.90994e-06, 2.55091e-07, 2.55091e-07, 2.77928e-07
0.617024, 0, 1.11335e-05, 6.30613e-07, 1.41421, -1.11335e-05, 6.30613e-07, 6.30696e-07, 6.30717e-07, 6.30875e-07, 6.33889e-07, 6.31883e-07, 6.36063e-07, 6.62243e-07, 6.70295e-07, 6.57208e-07, 5.76734e-06, 6.97775e-07, 6.37321e-07, 6.30868e-07, 6.32375e-07, 6.59374e-07, 6.30617e-07, 5.7292e-06, 6.30613e-07, 6.30613e-07, 6.85175e-07
0.624915, 0, 2.09866e-05, 1.50357e-06, 1.41421, -2.09866e-05, 1.50357e-06, 1.50376e-06, 1.50381e-06, 1.50417e-06, 1.51112e-06, 1.50649e-06, 1.51613e-06, 1.57954e-06, 1.59504e-06, 1.56487e-06, 1.33449e-05, 1.59802e-06, 1.51903e-06, 1.50415e-06, 1.50644e-06, 1.55162e-06, 1.50358e-06, 8.60528e-06, 1.50357e-06, 1.50357e-06, 1.62934e-06
0.632805, 0, 4.08237e-05, 3.45921e-06, 1.41421, -4.08237e-05, 3.45921e-06, 3.45963e-06, 3.45974e-06, 3.46055e-06, 3.47601e-06, 3.46572e-06, 3.48716e-06, 3.63531e-06, 3.66275e-06, 3.59562e-06, 2.98073e-05, 3.59108e-06, 3.49361e-06, 3.46051e-06, 3.46385e-06, 3.53846e-06, 3.45923e-06, 1.33746e-05, 3.45921e-06, 3.45921e-06, 3.73907e-06
0.640696, 0, 8.04746e-05, 7.68222e-06, 1.41421, -8.04746e-05, 7.68222e-06, 7.68313e-06, 7.68337e-06, 7.68511e-06, 7.71832e-06, 7.69622e-06, 7.74228e-06, 8.07874e-06, 8.11953e-06, 7.97531e-06, 6.42911e-05, 7.86507e-06, 7.75614e-06, 7.68503e-06, 7.68965e-06, 7.8113e-06, 7.68227e-06, 2.16263e-05, 7.68222e-06, 7.68222e-06, 8.28351e-06
0.648587, 0, 0.00015831, 1.64741e-05, 1.41421, -0.00015831, 1.64741e-05, 1.6476e-05, 1.64765e-05, 1.64801e-05, 1.65491e-05, 1.65032e-05, 1.65988e-05, 1.73433e-05, 1.73817e-05, 1.70824e-05, 0.000133952, 1.6726e-05, 1.66276e-05, 1.648e-05, 1.64859e-05, 1.66819e-05, 1.64743e-05, 3.633e-05, 1.64741e-05, 1.64741e-05, 1.7722e-05
