   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_94.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.140765, 0, 1.8579e-24, 0, 1.41421, -1.8579e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02184e-26, 0, 0, 3.27769e-29, 0, 1.03271e-28, 0, 1.84755e-24, 0, 0, 0
0.148656, 0, 6.42957e-24, 0, 1.41421, -6.42957e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53621e-26, 0, 0, 1.1419e-28, 0, 3.72326e-28, 0, 6.39372e-24, 0, 0, 0
0.156548, 0, 2.14237e-23, 0, 1.41421, -2.14237e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17829e-25, 0, 0, 3.83156e-28, 0, 1.28637e-27, 0, 2.13042e-23, 0, 0, 0
0.16444, 0, 6.90005e-23, 0, 1.41421, -6.90005e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79496e-25, 0, 0, 1.24307e-27, 0, 4.28038e-27, 0, 6.86155e-23, 0, 0, 0
0.172331, 0, 2.1547e-22, 0, 1.41421, -2.1547e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18506e-24, 0, 0, 3.91125e-27, 0, 1.37704e-26, 0, 2.14267e-22, 0, 0, 0
0.180223, 0, 6.53997e-22, 0, 1.41421, -6.53997e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59691e-24, 0, 0, 1.19651e-26, 0, 4.29617e-26, 0, 6.50345e-22, 0, 0, 0
0.188114, 0, 1.93335e-21, 0, 1.41421, -1.93335e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06331e-23, 0, 0, 3.56604e-26, 0, 1.30306e-25, 0, 1.92255e-21, 0, 0, 0
0.196006, 0, 5.57605e-21, 0, 1.41421, -5.57605e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06675e-23, 0, 0, 1.03722e-25, 0, 3.85013e-25, 0, 5.54489e-21, 0, 0, 0
0.203897, 0, 1.57129e-20, 0, 1.41421, -1.57129e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.64184e-23, 0, 0, 2.94848e-25, 0, 1.11009e-24, 0, 1.56251e-20, 0, 0, 0
0.211789, 0, 4.33145e-20, 0, 1.41421, -4.33145e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38223e-22, 0, 0, 8.20188e-25, 0, 3.12783e-24, 0, 4.30724e-20, 0, 0, 0
0.219681, 0, 1.16929e-19, 0, 1.41421, -1.16929e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4309e-22, 0, 0, 2.23502e-24, 0, 8.62312e-24, 0, 1.16275e-19, 0, 0, 0
0.227572, 0, 3.094e-19, 0, 1.41421, -3.094e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70165e-21, 0, 0, 5.97185e-24, 0, 2.32856e-23, 0, 3.07669e-19, 0, 0, 0
0.235464, 0, 8.0312e-19, 0, 1.41421, -8.0312e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41701e-21, 0, 0, 1.56586e-23, 0, 6.16476e-23, 0, 7.98625e-19, 0, 0, 0
0.243355, 0, 2.04646e-18, 0, 1.41421, -2.04646e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12551e-20, 0, 0, 4.03202e-23, 0, 1.60141e-22, 0, 2.03501e-18, 0, 0, 0
0.251247, 0, 5.1223e-18, 0, 1.41421, -5.1223e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81716e-20, 0, 0, 1.02024e-22, 0, 4.08467e-22, 0, 5.09362e-18, 0, 0, 0
0.259138, 0, 1.26009e-17, 0, 1.41421, -1.26009e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93024e-20, 0, 0, 2.53825e-22, 0, 1.02367e-21, 0, 1.25304e-17, 0, 0, 0
0.26703, 0, 3.09358e-17, 0, 1.41421, -3.09358e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70139e-19, 0, 0, 6.32151e-22, 0, 2.56854e-21, 0, 3.07625e-17, 0, 0, 0
0.274921, 0, 7.34595e-17, 0, 1.41421, -7.34595e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04007e-19, 0, 0, 1.51925e-21, 0, 6.2092e-21, 0, 7.30478e-17, 0, 0, 0
0.282813, 0, 1.71713e-16, 0, 1.41421, -1.71713e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44368e-19, 0, 0, 3.59596e-21, 0, 1.47753e-20, 0, 1.7075e-16, 0, 0, 0
0.290705, 0, 3.95246e-16, 0, 1.41421, -3.95246e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17371e-18, 0, 0, 8.3855e-21, 0, 3.46216e-20, 0, 3.9303e-16, 0, 0, 0
0.298596, 0, 8.96118e-16, 0, 1.41421, -8.96118e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92827e-18, 0, 0, 1.92712e-20, 0, 7.99135e-20, 0, 8.9109e-16, 0, 0, 0
0.306488, 0, 2.00176e-15, 0, 1.41421, -2.00176e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10087e-17, 0, 0, 4.36596e-20, 0, 1.81759e-19, 0, 1.99052e-15, 0, 0, 0
0.314379, 0, 4.40664e-15, 0, 1.41421, -4.40664e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4234e-17, 0, 0, 9.75341e-20, 0, 4.07475e-19, 0, 4.3819e-15, 0, 0, 0
0.322271, 0, 9.56197e-15, 0, 1.41421, -9.56197e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.25843e-17, 0, 0, 2.14916e-19, 0, 9.00644e-19, 0, 9.50827e-15, 0, 0, 0
0.330162, 0, 2.04558e-14, 0, 1.41421, -2.04558e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1249e-16, 0, 0, 4.67224e-19, 0, 1.9632e-18, 0, 2.03409e-14, 0, 0, 0
0.338054, 0, 4.31507e-14, 0, 1.41421, -4.31507e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37289e-16, 0, 0, 1.00238e-18, 0, 4.22118e-18, 0, 4.29082e-14, 0, 0, 0
0.345946, 0, 8.97705e-14, 0, 1.41421, -8.97705e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93642e-16, 0, 0, 2.12278e-18, 0, 8.95498e-18, 0, 8.92658e-14, 0, 0, 0
0.353837, 0, 1.84212e-13, 0, 1.41421, -1.84212e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01294e-15, 0, 0, 4.43877e-18, 0, 1.87479e-17, 0, 1.83176e-13, 0, 0, 0
0.361729, 0, 3.72908e-13, 0, 1.41421, -3.72908e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0505e-15, 0, 0, 9.16722e-18, 0, 3.87429e-17, 0, 3.7081e-13, 0, 0, 0
0.36962, 0, 7.44799e-13, 0, 1.41421, -7.44799e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09531e-15, 0, 0, 1.87058e-17, 0, 7.90488e-17, 0, 7.40606e-13, 0, 0, 0
0.377512, 0, 1.46785e-12, 2.66247e-44, 1.41421, -1.46785e-12, 2.66247e-44, 0, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 8.07093e-15, 2.66247e-44, 2.66247e-44, 3.77267e-17, 2.66247e-44, 1.5928e-16, 2.66247e-44, 1.45958e-12, 2.66247e-44, 2.66247e-44, 2.66247e-44
0.385403, 0, 2.85479e-12, 4.91856e-43, 1.41421, -2.85479e-12, 4.91856e-43, 0, 4.91856e-43, 4.91856e-43, 4.91856e-43, 4.91856e-43, 4.91856e-43, 4.91856e-43, 4.91856e-43, 4.91856e-43, 4.91856e-43, 4.91856e-43, 4.91856e-43, 4.91856e-43, 1.5697e-14, 4.91856e-43, 4.91856e-43, 7.52398e-17, 4.91856e-43, 3.1703e-16, 4.91856e-43, 2.8387e-12, 4.91856e-43, 4.91856e-43, 4.91856e-43
0.393295, 0, 5.4798e-12, 7.53899e-42, 1.41421, -5.4798e-12, 7.53899e-42, 0, 7.53899e-42, 7.53899e-42, 7.53899e-42, 7.53899e-42, 7.53899e-42, 7.53899e-42, 7.53899e-42, 7.53899e-42, 7.53899e-42, 7.53899e-42, 7.53899e-42, 7.53899e-42, 3.01313e-14, 7.53899e-42, 7.53899e-42, 1.48457e-16, 7.53899e-42, 6.23504e-16, 7.53899e-42, 5.4489e-12, 7.53899e-42, 7.53899e-42, 7.53899e-42
0.401187, 0, 1.03824e-11, 1.01576e-40, 1.41421, -1.03824e-11, 1.01576e-40, 0, 1.01576e-40, 1.01576e-40, 1.01576e-40, 1.01576e-40, 1.01576e-40, 1.01576e-40, 1.01576e-40, 1.01576e-40, 1.01576e-40, 1.01576e-40, 1.01576e-40, 1.01576e-40, 5.70917e-14, 1.01576e-40, 1.01576e-40, 2.89985e-16, 1.01576e-40, 1.21205e-15, 1.01576e-40, 1.03238e-11, 1.01576e-40, 1.01576e-40, 1.01576e-40
0.409078, 0, 1.94183e-11, 1.22419e-39, 1.41421, -1.94183e-11, 1.22419e-39, 0, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.22419e-39, 1.06789e-13, 1.22419e-39, 1.22419e-39, 5.61152e-16, 1.22419e-39, 2.32974e-15, 1.22419e-39, 1.93086e-11, 1.22419e-39, 1.22419e-39, 1.22419e-39
0.41697, 0, 3.58551e-11, 1.33057e-38, 1.41421, -3.58551e-11, 1.33057e-38, 0, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.33057e-38, 1.97212e-13, 1.33057e-38, 1.33057e-38, 1.07663e-15, 1.33057e-38, 4.42999e-15, 1.33057e-38, 3.56523e-11, 1.33057e-38, 1.33057e-38, 1.33057e-38
0.424861, 0, 6.53662e-11, 1.3115e-37, 1.41421, -6.53662e-11, 1.3115e-37, 0, 1.3115e-37, 1.3115e-37, 1.3115e-37, 1.3115e-37, 1.3115e-37, 1.3115e-37, 1.3115e-37, 1.3115e-37, 1.3115e-37, 1.3115e-37, 1.3115e-37, 1.3115e-37, 3.59614e-13, 1.3115e-37, 1.3115e-37, 2.04992e-15, 1.3115e-37, 8.33758e-15, 1.3115e-37, 6.49962e-11, 1.3115e-37, 1.3115e-37, 1.3115e-37
0.432753, 0, 1.17668e-10, 1.17884e-36, 1.41421, -1.17668e-10, 1.17884e-36, 0, 1.17884e-36, 1.17884e-36, 1.17884e-36, 1.17884e-36, 1.17884e-36, 1.17884e-36, 1.17884e-36, 1.17884e-36, 1.17884e-36, 1.17884e-36, 1.17884e-36, 1.17884e-36, 6.4757e-13, 1.17884e-36, 1.17884e-36, 3.87726e-15, 1.17884e-36, 1.55419e-14, 1.17884e-36, 1.17001e-10, 1.17884e-36, 1.17884e-36, 1.17884e-36
0.440644, 0, 2.09174e-10, 9.71337e-36, 1.41421, -2.09174e-10, 9.71337e-36, 0, 9.71337e-36, 9.71337e-36, 9.71337e-36, 9.71337e-36, 9.71337e-36, 9.71337e-36, 9.71337e-36, 9.71337e-36, 9.71337e-36, 9.71337e-36, 9.71337e-36, 9.71337e-36, 1.1517e-12, 9.71337e-36, 9.71337e-36, 7.29292e-15, 9.71337e-36, 2.87169e-14, 9.71337e-36, 2.07987e-10, 9.71337e-36, 9.71337e-36, 9.71337e-36
0.448536, 0, 3.67232e-10, 7.37174e-35, 1.41421, -3.67232e-10, 7.37174e-35, 0, 7.37174e-35, 7.37174e-35, 7.37174e-35, 7.37174e-35, 7.37174e-35, 7.37174e-35, 7.37174e-35, 7.37174e-35, 7.37174e-35, 7.37174e-35, 7.37174e-35, 7.37174e-35, 2.02325e-12, 7.37174e-35, 7.37174e-35, 1.36567e-14, 7.37174e-35, 5.26432e-14, 7.37174e-35, 3.65143e-10, 7.37174e-35, 7.37174e-35, 7.37174e-35
0.456427, 0, 6.3679e-10, 5.22548e-34, 1.41421, -6.3679e-10, 5.22548e-34, 0, 5.22548e-34, 5.22548e-34, 5.22548e-34, 5.22548e-34, 5.22548e-34, 5.22548e-34, 5.22548e-34, 5.22548e-34, 5.22548e-34, 5.22548e-34, 5.22548e-34, 5.22548e-34, 3.51138e-12, 5.22548e-34, 5.22548e-34, 2.54876e-14, 5.22548e-34, 9.585e-14, 5.22548e-34, 6.33157e-10, 5.22548e-34, 5.22548e-34, 5.22548e-34
0.464319, 0, 1.09073e-09, 3.65062e-33, 1.41421, -1.09073e-09, 3.65062e-33, 0, 3.65062e-33, 3.65062e-33, 3.65062e-33, 3.65062e-33, 3.65062e-33, 3.65062e-33, 3.65062e-33, 3.65062e-33, 3.65062e-33, 3.65062e-33, 3.65062e-33, 3.65062e-33, 6.02133e-12, 3.65062e-33, 3.65062e-33, 4.74535e-14, 3.65062e-33, 1.73553e-13, 3.65062e-33, 1.08449e-09, 3.65062e-33, 3.65062e-33, 3.65062e-33
0.472211, 0, 1.84567e-09, 2.42299e-32, 1.41421, -1.84567e-09, 2.42299e-32, 0, 2.42299e-32, 2.42299e-32, 2.42299e-32, 2.42299e-32, 2.42299e-32, 2.42299e-32, 2.42299e-32, 2.42299e-32, 2.42299e-32, 2.42299e-32, 2.42299e-32, 2.42299e-32, 1.02039e-11, 2.42299e-32, 2.42299e-32, 8.82085e-14, 2.42299e-32, 3.12944e-13, 2.42299e-32, 1.83506e-09, 2.42299e-32, 2.42299e-32, 2.42299e-32
0.480102, 0, 3.08563e-09, 1.50945e-31, 1.41421, -3.08563e-09, 1.50945e-31, 0, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.50945e-31, 1.70913e-11, 1.50945e-31, 1.50945e-31, 1.63789e-13, 1.50945e-31, 5.62782e-13, 1.50945e-31, 3.06781e-09, 1.50945e-31, 1.50945e-31, 1.50945e-31
0.487994, 0, 5.09728e-09, 8.81001e-31, 1.41421, -5.09728e-09, 8.81001e-31, 0, 8.81001e-31, 8.81001e-31, 8.81001e-31, 8.81001e-31, 8.81001e-31, 8.81001e-31, 8.81001e-31, 8.81001e-31, 8.81001e-31, 8.81001e-31, 8.81001e-31, 8.81001e-31, 2.83016e-11, 8.81001e-31, 8.81001e-31, 3.03865e-13, 8.81001e-31, 1.01088e-12, 8.81001e-31, 5.06767e-09, 8.81001e-31, 8.81001e-31, 8.81001e-31
0.495885, 0, 8.3213e-09, 4.825e-30, 1.41421, -8.3213e-09, 4.825e-30, 0, 4.825e-30, 4.825e-30, 4.825e-30, 4.825e-30, 4.825e-30, 4.825e-30, 4.825e-30, 4.825e-30, 4.825e-30, 4.825e-30, 4.825e-30, 4.825e-30, 4.63408e-11, 4.825e-30, 4.825e-30, 5.63178e-13, 4.825e-30, 1.81619e-12, 4.825e-30, 8.27258e-09, 4.825e-30, 4.825e-30, 4.825e-30
0.503777, 0, 1.34261e-08, 2.4861e-29, 1.41421, -1.34261e-08, 2.4861e-29, 0, 2.4861e-29, 2.4861e-29, 2.4861e-29, 2.4861e-29, 2.4861e-29, 2.4861e-29, 2.4861e-29, 2.4861e-29, 2.4861e-29, 2.4861e-29, 2.4861e-29, 2.4861e-29, 7.50473e-11, 2.4861e-29, 2.4861e-29, 1.04224e-12, 2.4861e-29, 3.26756e-12, 2.4861e-29, 1.33468e-08, 2.4861e-29, 2.4861e-29, 2.4861e-29
0.511669, 0, 2.14135e-08, 1.90033e-28, 1.41421, -2.14135e-08, 1.90033e-28, 0, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.90033e-28, 1.20241e-10, 1.90033e-28, 1.90033e-28, 1.92592e-12, 1.90033e-28, 5.89796e-12, 1.90033e-28, 2.12855e-08, 1.90033e-28, 1.90033e-28, 1.90033e-28
0.51956, 0, 3.37631e-08, 8.36708e-28, 1.41421, -3.37631e-08, 8.36708e-28, 0, 8.36708e-28, 8.36708e-28, 8.36708e-28, 8.36708e-28, 8.36708e-28, 8.36708e-28, 8.36708e-28, 8.36708e-28, 8.36708e-28, 8.36708e-28, 8.36708e-28, 8.36708e-28, 1.90632e-10, 8.36708e-28, 8.36708e-28, 3.54449e-12, 8.36708e-28, 1.06602e-11, 8.36708e-28, 3.35583e-08, 8.36708e-28, 8.36708e-28, 8.36708e-28
0.527452, 0, 5.26369e-08, 3.50916e-27, 1.41421, -5.26369e-08, 3.50916e-27, 0, 3.50916e-27, 3.50916e-27, 3.50916e-27, 3.50916e-27, 3.50916e-27, 3.50916e-27, 3.50916e-27, 3.50916e-27, 3.50916e-27, 3.50916e-27, 3.50916e-27, 3.50916e-27, 2.99166e-10, 3.50916e-27, 3.50916e-27, 6.49527e-12, 3.50916e-27, 1.93124e-11, 3.50916e-27, 5.23119e-08, 3.50916e-27, 3.50916e-27, 3.50916e-27
0.535343, 0, 8.11512e-08, 1.40567e-26, 1.41421, -8.11512e-08, 1.40567e-26, 0, 1.40567e-26, 1.40567e-26, 1.40567e-26, 1.40567e-26, 1.40567e-26, 1.40567e-26, 1.40567e-26, 1.40567e-26, 1.29077e-13, 1.40567e-26, 1.40567e-26, 1.40567e-26, 4.64855e-10, 1.40567e-26, 1.40567e-26, 1.18375e-11, 1.40567e-26, 3.50423e-11, 1.40567e-26, 8.06394e-08, 1.40567e-26, 1.40567e-26, 1.40567e-26
0.543235, 0, 1.23745e-07, 5.39159e-26, 1.41421, -1.23745e-07, 5.39159e-26, 0, 5.39159e-26, 5.39159e-26, 5.39159e-26, 5.39159e-26, 5.39159e-26, 5.39159e-26, 5.39159e-26, 5.39159e-26, 5.29198e-13, 5.39159e-26, 5.39159e-26, 5.39159e-26, 7.15386e-10, 5.39159e-26, 5.39159e-26, 2.14313e-11, 5.39159e-26, 6.36077e-11, 5.39159e-26, 1.22944e-07, 5.39159e-26, 5.39159e-26, 5.39159e-26
0.551126, 0, 1.86664e-07, 1.99211e-25, 1.41421, -1.86664e-07, 1.99211e-25, 0, 1.99211e-25, 1.99211e-25, 1.99211e-25, 1.99211e-25, 1.99211e-25, 1.99211e-25, 1.99211e-25, 1.99211e-25, 1.71092e-12, 1.99211e-25, 1.99211e-25, 1.99211e-25, 1.0907e-09, 1.99211e-25, 1.99211e-25, 3.85044e-11, 1.99211e-25, 1.15321e-10, 1.99211e-25, 1.85418e-07, 1.99211e-25, 1.99211e-25, 1.99211e-25
0.559018, 0, 2.80227e-07, 3.74713e-10, 1.41421, -2.80227e-07, 3.7482e-10, 3.74713e-10, 3.74722e-10, 3.74766e-10, 3.74739e-10, 3.754e-10, 3.74817e-10, 3.75306e-10, 3.7581e-10, 3.74945e-10, 3.86057e-10, 3.8526e-10, 3.78931e-10, 1.57007e-09, 2.02261e-09, 3.75909e-10, 3.74735e-10, 4.43299e-10, 3.74724e-10, 5.83169e-10, 3.74714e-10, 2.77063e-07, 3.74713e-10, 3.74713e-10, 3.87879e-10
0.566909, 0, 4.18109e-07, 1.52066e-09, 1.41421, -4.18109e-07, 1.5211e-09, 1.52066e-09, 1.5207e-09, 1.52088e-09, 1.52077e-09, 1.52346e-09, 1.52109e-09, 1.52307e-09, 1.52513e-09, 1.52161e-09, 1.56042e-09, 1.56358e-09, 1.53782e-09, 6.38464e-09, 3.98856e-09, 1.52553e-09, 1.52075e-09, 1.64171e-09, 1.52092e-09, 1.89567e-09, 1.52067e-09, 4.1011e-07, 1.52066e-09, 1.52066e-09, 1.57424e-09
0.574801, 0, 6.22875e-07, 4.87596e-09, 1.41421, -6.22875e-07, 4.87737e-09, 4.87596e-09, 4.87608e-09, 4.87666e-09, 4.8763e-09, 4.88493e-09, 4.87733e-09, 4.8837e-09, 4.89029e-09, 4.87899e-09, 4.99614e-09, 5.01372e-09, 4.93105e-09, 2.04897e-08, 8.54021e-09, 4.89159e-09, 4.87625e-09, 5.08747e-09, 4.87701e-09, 5.54612e-09, 4.87598e-09, 6.02175e-07, 4.87596e-09, 4.87596e-09, 5.04794e-09
0.582693, 0, 9.33308e-07, 1.4311e-08, 1.41421, -9.33308e-07, 1.43152e-08, 1.4311e-08, 1.43114e-08, 1.43131e-08, 1.4312e-08, 1.43374e-08, 1.43151e-08, 1.43338e-08, 1.43531e-08, 1.43199e-08, 1.46505e-08, 1.47156e-08, 1.44728e-08, 6.01646e-08, 1.97061e-08, 1.43569e-08, 1.43119e-08, 1.46768e-08, 1.43145e-08, 1.54988e-08, 1.43111e-08, 8.78933e-07, 1.4311e-08, 1.4311e-08, 1.48161e-08
0.590584, 0, 1.42237e-06, 3.98298e-08, 1.41421, -1.42237e-06, 3.98413e-08, 3.98298e-08, 3.98309e-08, 3.98356e-08, 3.98326e-08, 3.99032e-08, 3.9841e-08, 3.98932e-08, 3.9947e-08, 3.98546e-08, 4.07459e-08, 4.09563e-08, 4.02803e-08, 1.67499e-07, 4.77078e-08, 3.99577e-08, 3.98322e-08, 4.04556e-08, 3.984e-08, 4.19146e-08, 3.983e-08, 1.27977e-06, 3.98298e-08, 3.98298e-08, 4.1236e-08
