   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_119.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.50552, 10.444, 10.1947, 0.0667869, 3.5276, 0.249282, 0.0724624, 0.0267599, 0.0667892, 0.0667954, 0.0700088, 0.0669001, 0.0672099, 0.066997, 0.068804, 0.0704787, 0.0685831, 6.00779, 0.182175, 4.09489, 0.0669119, 0.0667869, 0.0667869, 0.0667869, 0.0667873, 0.0881741, 0.0667869, 0.0667869, 0.0715412
1.5134, 12.532, 10.5707, 0.0692948, 3.81209, 1.96132, 0.0744012, 0.025273, 0.0692971, 0.0693032, 0.0724707, 0.0694065, 0.0697127, 0.0695023, 0.0712848, 0.0729362, 0.071174, 6.57949, 0.180161, 3.90769, 0.0693647, 0.0692948, 0.0692948, 0.0692948, 0.0692952, 0.0899246, 0.0692948, 0.0692948, 0.0739848
1.52129, 9.60387, 11.0659, 0.0721829, 3.40644, -1.46201, 0.0767295, 0.0238484, 0.0721852, 0.0721912, 0.0753155, 0.0722932, 0.072596, 0.072388, 0.0741474, 0.075777, 0.0741636, 7.32618, 0.177282, 3.66624, 0.0722214, 0.072183, 0.0721829, 0.0721829, 0.0721833, 0.092103, 0.0721829, 0.0721829, 0.0768126
1.52917, 11.8135, 11.7836, 0.0754731, 3.71666, 0.0299406, 0.0794849, 0.022488, 0.0754753, 0.0754813, 0.0785658, 0.0755821, 0.0758817, 0.0756759, 0.0774141, 0.0790236, 0.0775751, 8.33889, 0.173837, 3.38254, 0.0754939, 0.0754732, 0.0754731, 0.0754731, 0.0754735, 0.0947362, 0.0754731, 0.0754731, 0.0800472
1.53706, 6.82801, 12.869, 0.0791867, 2.9712, -6.04103, 0.0827011, 0.0211923, 0.0791888, 0.0791947, 0.0822431, 0.0792945, 0.0795911, 0.0793874, 0.0811063, 0.0826975, 0.0814307, 9.74923, 0.170145, 3.06987, 0.0791977, 0.0791867, 0.0791867, 0.0791867, 0.0791871, 0.0978489, 0.0791867, 0.0791867, 0.0837102
1.54495, 22.15, 14.5219, 0.0833448, 4.91426, 7.62811, 0.0864081, 0.0199604, 0.083347, 0.0833528, 0.0863689, 0.0834516, 0.0837457, 0.0835437, 0.0852454, 0.0868203, 0.0857527, 11.7431, 0.166519, 2.7417, 0.0833506, 0.0833448, 0.0833448, 0.0833448, 0.0833452, 0.101464, 0.0833448, 0.0833448, 0.0878232
1.55283, 19.6849, 17.0104, 0.0879683, 4.65671, 2.67453, 0.0906317, 0.0187903, 0.0879704, 0.0879762, 0.0909638, 0.0880741, 0.088366, 0.0881656, 0.0898521, 0.0914128, 0.0905622, 14.5759, 0.163249, 2.41085, 0.0879713, 0.0879683, 0.0879683, 0.0879683, 0.0879687, 0.105601, 0.0879683, 0.0879683, 0.092407
1.56072, 21.8031, 20.688, 0.0930784, 4.87884, 1.11506, 0.0953953, 0.0176791, 0.0930804, 0.0930861, 0.096049, 0.0931834, 0.0934732, 0.0932742, 0.0949475, 0.096496, 0.0958807, 18.5892, 0.160588, 2.08866, 0.0930799, 0.0930784, 0.0930784, 0.0930784, 0.0930787, 0.110281, 0.0930784, 0.0930784, 0.0974824
1.5686, 22.537, 26.0075, 0.0986959, 4.95349, -3.47045, 0.100719, 0.0166236, 0.098698, 0.0987036, 0.101645, 0.0988002, 0.0990884, 0.0988906, 0.100552, 0.102091, 0.101729, 24.2265, 0.158747, 1.78451, 0.0986967, 0.0986959, 0.0986959, 0.0986959, 0.0986963, 0.11552, 0.0986959, 0.0986959, 0.10307
1.57649, 33.2603, 33.5352, 0.104843, 5.93804, -0.274841, 0.106621, 0.0156202, 0.104845, 0.10485, 0.107773, 0.104947, 0.105233, 0.105036, 0.106688, 0.108218, 0.108129, 32.0468, 0.157888, 1.50545, 0.104843, 0.104843, 0.104843, 0.104843, 0.104843, 0.121335, 0.104843, 0.104843, 0.109191
1.58437, 42.7357, 43.9568, 0.111541, 6.68848, -1.22104, 0.11312, 0.0146659, 0.111543, 0.111549, 0.114455, 0.111644, 0.11193, 0.111734, 0.113377, 0.1149, 0.115101, 42.7311, 0.158125, 1.2562, 0.111541, 0.111541, 0.111541, 0.111541, 0.111542, 0.127744, 0.111541, 0.111541, 0.115867
1.59226, 55.836, 58.075, 0.118814, 7.605, -2.23908, 0.120234, 0.013758, 0.118816, 0.118821, 0.121713, 0.118917, 0.119201, 0.119006, 0.120641, 0.122158, 0.122669, 57.0796, 0.15953, 1.03921, 0.118814, 0.118814, 0.118814, 0.118814, 0.118814, 0.134761, 0.118814, 0.118814, 0.123119
1.60015, 89.444, 76.7927, 0.126684, 9.56264, 12.6513, 0.127978, 0.0128944, 0.126686, 0.126691, 0.129569, 0.126786, 0.127069, 0.126875, 0.128503, 0.130016, 0.130854, 75.9947, 0.162141, 0.854998, 0.126684, 0.126684, 0.126684, 0.126684, 0.126684, 0.142404, 0.126684, 0.126684, 0.13097
1.60803, 104.804, 101.078, 0.135174, 10.3346, 3.72546, 0.13637, 0.0120738, 0.135176, 0.135182, 0.138046, 0.135276, 0.135558, 0.135364, 0.136985, 0.138495, 0.139678, 100.446, 0.165965, 0.702473, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.150689, 0.135174, 0.135174, 0.139441
1.61592, 138.406, 131.91, 0.144307, 11.8493, 6.49675, 0.145428, 0.0112954, 0.144309, 0.144315, 0.147165, 0.144408, 0.144689, 0.144497, 0.14611, 0.147618, 0.149163, 131.414, 0.170993, 0.579397, 0.144307, 0.144307, 0.144307, 0.144307, 0.144307, 0.15963, 0.144307, 0.144307, 0.148555
1.6238, 162.174, 170.201, 0.154105, 12.813, -8.02739, 0.155169, 0.0105589, 0.154107, 0.154112, 0.156947, 0.154206, 0.154485, 0.154294, 0.155899, 0.157407, 0.159329, 169.815, 0.177199, 0.482764, 0.154105, 0.154105, 0.154105, 0.154105, 0.154105, 0.169243, 0.154105, 0.154105, 0.158331
1.63169, 220.839, 216.701, 0.164586, 14.9278, 4.13858, 0.165606, 0.00986452, 0.164588, 0.164593, 0.16741, 0.164686, 0.164964, 0.164774, 0.166369, 0.167879, 0.170195, 216.402, 0.18455, 0.40919, 0.164586, 0.164586, 0.164586, 0.164586, 0.164586, 0.179541, 0.164586, 0.164586, 0.168787
1.63957, 269.99, 271.889, 0.175767, 16.4921, -1.89865, 0.176752, 0.00921242, 0.175769, 0.175774, 0.17857, 0.175866, 0.176143, 0.175954, 0.177537, 0.179052, 0.181775, 271.658, 0.19301, 0.355189, 0.175767, 0.175767, 0.175767, 0.175767, 0.175767, 0.190533, 0.175767, 0.175767, 0.179939
1.64746, 326.411, 335.852, 0.187657, 18.1221, -9.44177, 0.188615, 0.00860291, 0.187659, 0.187664, 0.190436, 0.187756, 0.18803, 0.187844, 0.189413, 0.190936, 0.194079, 335.673, 0.202539, 0.317422, 0.187657, 0.187657, 0.187657, 0.187657, 0.187657, 0.202224, 0.187657, 0.187657, 0.191796
1.65535, 431.99, 408.191, 0.200261, 20.8324, 23.7997, 0.201197, 0.00803601, 0.200263, 0.200268, 0.203011, 0.200359, 0.200631, 0.200447, 0.202, 0.203535, 0.20711, 408.051, 0.213094, 0.29283, 0.200261, 0.200261, 0.200261, 0.200261, 0.200261, 0.214615, 0.200261, 0.200261, 0.20436
1.66323, 488.913, 487.914, 0.213572, 22.1566, 0.999176, 0.214487, 0.00751153, 0.213573, 0.213579, 0.216289, 0.213668, 0.213938, 0.213757, 0.215291, 0.216844, 0.220859, 487.803, 0.224627, 0.278733, 0.213572, 0.213572, 0.213572, 0.213572, 0.213572, 0.227694, 0.213572, 0.213572, 0.217624
1.67112, 566.752, 573.412, 0.22757, 23.8485, -6.66046, 0.228467, 0.00702884, 0.227572, 0.227577, 0.23025, 0.227665, 0.227932, 0.227755, 0.229266, 0.230846, 0.235308, 573.322, 0.237086, 0.272849, 0.22757, 0.22757, 0.22757, 0.22757, 0.22757, 0.241442, 0.22757, 0.22757, 0.231569
1.679, 674.189, 662.444, 0.24222, 26.0036, 11.7451, 0.243099, 0.00658688, 0.242222, 0.242227, 0.244858, 0.242314, 0.242578, 0.242406, 0.243891, 0.245506, 0.25042, 662.37, 0.250402, 0.273292, 0.24222, 0.24222, 0.24222, 0.24222, 0.242221, 0.255821, 0.24222, 0.24222, 0.246159
1.68689, 771.799, 752.207, 0.257467, 27.8172, 19.5919, 0.258328, 0.00618415, 0.257469, 0.257474, 0.260059, 0.25756, 0.257819, 0.257653, 0.259109, 0.260772, 0.266139, 752.144, 0.264496, 0.278532, 0.257467, 0.257467, 0.257467, 0.257467, 0.257467, 0.270776, 0.257467, 0.257467, 0.261339
1.69477, 851.194, 839.462, 0.27323, 29.2095, 11.7316, 0.274072, 0.0058187, 0.273232, 0.273236, 0.275774, 0.273321, 0.273576, 0.273419, 0.27484, 0.276567, 0.282385, 839.407, 0.279264, 0.287344, 0.27323, 0.27323, 0.27323, 0.27323, 0.27323, 0.286228, 0.27323, 0.27323, 0.277029
1.70266, 893.791, 920.718, 0.289401, 29.9298, -26.9269, 0.290224, 0.00548818, 0.289403, 0.289408, 0.291895, 0.28949, 0.289742, 0.289595, 0.290978, 0.292787, 0.299051, 920.668, 0.294581, 0.298751, 0.289401, 0.289401, 0.289401, 0.289401, 0.289401, 0.302074, 0.289401, 0.289401, 0.293122
1.71055, 970.981, 992.457, 0.305841, 31.1926, -21.4767, 0.306646, 0.00518991, 0.305843, 0.305848, 0.308284, 0.305929, 0.306176, 0.306043, 0.307383, 0.309295, 0.315997, 992.412, 0.310288, 0.311966, 0.305841, 0.305841, 0.305841, 0.305841, 0.305842, 0.318177, 0.305841, 0.305841, 0.30948
1.71843, 1057.1, 1051.4, 0.322379, 32.5439, 5.70337, 0.323164, 0.0049209, 0.322381, 0.322385, 0.324773, 0.322465, 0.322708, 0.322592, 0.323884, 0.325925, 0.333053, 1051.36, 0.3262, 0.326348, 0.322379, 0.322379, 0.322379, 0.322379, 0.32238, 0.334372, 0.322379, 0.322379, 0.325934
1.72632, 1090.69, 1094.75, 0.338808, 33.0559, -4.05237, 0.339574, 0.00467797, 0.33881, 0.338814, 0.341157, 0.338893, 0.339131, 0.339038, 0.340277, 0.342473, 0.350017, 1094.71, 0.342097, 0.341352, 0.338808, 0.338808, 0.338808, 0.338808, 0.338809, 0.350458, 0.338808, 0.338808, 0.342279
1.7342, 1070.43, 1120.41, 0.354893, 32.748, -49.9805, 0.355641, 0.00445775, 0.354895, 0.354899, 0.357203, 0.354976, 0.355211, 0.355146, 0.356326, 0.358711, 0.366656, 1120.37, 0.357732, 0.356506, 0.354893, 0.354893, 0.354893, 0.354893, 0.354893, 0.366206, 0.354893, 0.354893, 0.358281
1.74209, 1116.57, 1127.18, 0.37037, 33.445, -10.6105, 0.3711, 0.00425685, 0.370371, 0.370376, 0.372648, 0.370452, 0.370683, 0.370656, 0.371768, 0.374376, 0.382714, 1127.14, 0.372828, 0.371382, 0.37037, 0.37037, 0.37037, 0.37037, 0.37037, 0.381359, 0.37037, 0.37037, 0.373679
1.74997, 1132.2, 1114.83, 0.384958, 33.6778, 17.3666, 0.385673, 0.00407181, 0.38496, 0.384964, 0.387216, 0.385039, 0.385267, 0.385289, 0.386324, 0.389193, 0.397924, 1114.79, 0.387097, 0.385586, 0.384958, 0.384958, 0.384958, 0.384958, 0.384958, 0.395643, 0.384958, 0.384958, 0.388195
1.75786, 1108.82, 1084.12, 0.398371, 33.3289, 24.6932, 0.399072, 0.00389927, 0.398373, 0.398377, 0.40062, 0.398452, 0.398678, 0.398763, 0.399708, 0.402878, 0.412019, 1084.09, 0.400242, 0.398757, 0.398371, 0.398371, 0.398371, 0.398371, 0.398371, 0.408777, 0.398371, 0.398371, 0.401544
1.76575, 1062.26, 1036.74, 0.410329, 32.623, 25.5155, 0.411018, 0.00373597, 0.410331, 0.410335, 0.412584, 0.41041, 0.410635, 0.410802, 0.411641, 0.415155, 0.424752, 1036.7, 0.411974, 0.410563, 0.410329, 0.410329, 0.410329, 0.410329, 0.410329, 0.420486, 0.410329, 0.410329, 0.413446
1.77363, 987.333, 975.133, 0.420577, 31.4537, 12.1993, 0.421257, 0.00357888, 0.420579, 0.420583, 0.422854, 0.420658, 0.420883, 0.421157, 0.421868, 0.425769, 0.43592, 975.093, 0.422034, 0.420718, 0.420577, 0.420577, 0.420577, 0.420577, 0.420578, 0.430521, 0.420577, 0.420577, 0.42365
1.78152, 901.656, 902.304, 0.428903, 30.0609, -0.648132, 0.429576, 0.00342523, 0.428905, 0.428909, 0.431216, 0.428984, 0.42921, 0.429623, 0.430177, 0.434511, 0.445389, 902.263, 0.4302, 0.428986, 0.428903, 0.428903, 0.428903, 0.428903, 0.428903, 0.43867, 0.428903, 0.428903, 0.431942
1.7894, 773.845, 821.583, 0.435151, 27.854, -47.7377, 0.43582, 0.00327263, 0.435153, 0.435157, 0.437517, 0.435234, 0.435461, 0.436052, 0.436413, 0.441225, 0.453126, 821.539, 0.436313, 0.4352, 0.435151, 0.435151, 0.435151, 0.435151, 0.435151, 0.444781, 0.435151, 0.435151, 0.438167
1.79729, 733.996, 736.362, 0.439241, 27.1292, -2.36688, 0.439908, 0.00311908, 0.439243, 0.439247, 0.441676, 0.439326, 0.439555, 0.440374, 0.440497, 0.445832, 0.459227, 736.316, 0.440289, 0.439269, 0.439241, 0.439241, 0.439241, 0.439241, 0.439241, 0.448774, 0.439241, 0.439241, 0.442247
1.80517, 667.095, 649.879, 0.441178, 25.8669, 17.2159, 0.441847, 0.00296309, 0.44118, 0.441185, 0.443697, 0.441265, 0.441498, 0.442605, 0.442432, 0.448335, 0.463952, 649.83, 0.442128, 0.441195, 0.441178, 0.441178, 0.441178, 0.441178, 0.441179, 0.450652, 0.441178, 0.441178, 0.444185
1.81306, 578.984, 565.01, 0.44106, 24.1036, 13.9736, 0.441732, 0.00280363, 0.441062, 0.441067, 0.443674, 0.44115, 0.441387, 0.442855, 0.442316, 0.448832, 0.467756, 564.956, 0.441925, 0.441069, 0.44106, 0.44106, 0.44106, 0.44106, 0.441061, 0.45051, 0.44106, 0.44106, 0.444078
1.82095, 462.359, 484.153, 0.439075, 21.549, -21.7935, 0.439752, 0.00264028, 0.439077, 0.439083, 0.441795, 0.439167, 0.43941, 0.441322, 0.440336, 0.447509, 0.471315, 484.091, 0.439865, 0.43908, 0.439075, 0.439075, 0.439075, 0.439075, 0.439076, 0.448535, 0.439075, 0.439075, 0.442112
1.82883, 398.057, 409.126, 0.435497, 20.0014, -11.0689, 0.436181, 0.00247308, 0.4355, 0.435505, 0.43833, 0.435592, 0.43584, 0.438295, 0.436767, 0.444638, 0.475554, 409.055, 0.43622, 0.4355, 0.435497, 0.435497, 0.435497, 0.435497, 0.435498, 0.444996, 0.435497, 0.435497, 0.43856
1.83672, 342.696, 341.171, 0.430675, 18.566, 1.52576, 0.431367, 0.00230263, 0.430677, 0.430683, 0.433627, 0.430773, 0.431027, 0.43413, 0.431957, 0.440565, 0.481661, 341.088, 0.431338, 0.430676, 0.430675, 0.430675, 0.430675, 0.430675, 0.430675, 0.440237, 0.430675, 0.430675, 0.43377
1.8446, 319.056, 280.963, 0.425011, 17.918, 38.0927, 0.425712, 0.00212992, 0.425014, 0.425019, 0.428083, 0.425113, 0.425372, 0.429238, 0.426307, 0.435692, 0.491093, 280.863, 0.42562, 0.425012, 0.425011, 0.425011, 0.425011, 0.425011, 0.425012, 0.434658, 0.425011, 0.425011, 0.428142
1.85249, 238.503, 228.695, 0.418942, 15.5082, 9.80791, 0.419653, 0.00195634, 0.418945, 0.418951, 0.422134, 0.419047, 0.419313, 0.424057, 0.420254, 0.430452, 0.505567, 228.573, 0.419502, 0.418942, 0.418942, 0.418942, 0.418942, 0.418942, 0.418943, 0.428689, 0.418942, 0.418942, 0.422112
1.86037, 166.14, 184.161, 0.412914, 12.9669, -18.0208, 0.413635, 0.00178354, 0.412918, 0.412924, 0.416223, 0.413023, 0.413295, 0.419032, 0.414245, 0.42529, 0.527027, 184.009, 0.413428, 0.412915, 0.412914, 0.412914, 0.412914, 0.412914, 0.412915, 0.422774, 0.412914, 0.412914, 0.416124
1.86826, 150.572, 146.862, 0.40736, 12.352, 3.71016, 0.40809, 0.0016133, 0.407363, 0.407369, 0.410779, 0.407471, 0.407749, 0.414583, 0.408709, 0.420635, 0.557591, 146.671, 0.40783, 0.40736, 0.40736, 0.40736, 0.40736, 0.40736, 0.407361, 0.417341, 0.40736, 0.40736, 0.410608
1.87615, 121.063, 116.107, 0.402673, 11.0934, 4.95596, 0.403413, 0.00144748, 0.402677, 0.402683, 0.406196, 0.402788, 0.40307, 0.411088, 0.404044, 0.416881, 0.599462, 115.868, 0.403103, 0.402673, 0.402673, 0.402673, 0.402673, 0.402673, 0.402674, 0.412781, 0.402673, 0.402673, 0.405959
1.88403, 83.6516, 91.1047, 0.399198, 9.25481, -7.45314, 0.399946, 0.00128784, 0.399201, 0.399208, 0.402815, 0.399315, 0.399602, 0.408864, 0.40059, 0.414369, 0.654812, 90.804, 0.39959, 0.399198, 0.399198, 0.399198, 0.399198, 0.399198, 0.399199, 0.409436, 0.399198, 0.399198, 0.402518
1.89192, 73.0752, 71.0343, 0.397207, 8.66459, 2.04089, 0.397963, 0.001136, 0.397211, 0.397218, 0.40091, 0.397327, 0.397619, 0.40815, 0.398625, 0.413371, 0.725623, 70.6583, 0.397564, 0.397207, 0.397207, 0.397207, 0.397207, 0.397207, 0.397208, 0.407578, 0.397207, 0.397207, 0.400559
1.8998, 47.0107, 55.1042, 0.396903, 7.00076, -8.09348, 0.397666, 0.00099333, 0.396907, 0.396914, 0.400681, 0.397025, 0.397321, 0.409107, 0.398348, 0.414087, 0.813508, 54.6375, 0.397226, 0.396903, 0.396903, 0.396903, 0.396903, 0.396903, 0.396904, 0.407407, 0.396903, 0.396903, 0.400284
1.90769, 54.5664, 42.5862, 0.398412, 7.52106, 11.9802, 0.39918, 0.000860914, 0.398416, 0.398423, 0.402254, 0.398535, 0.398834, 0.411816, 0.399887, 0.416643, 0.919511, 42.0125, 0.398703, 0.398412, 0.398412, 0.398412, 0.398412, 0.398412, 0.398413, 0.409052, 0.398412, 0.398412, 0.401817
1.91557, 36.5352, 32.8387, 0.401787, 6.20767, 3.69648, 0.40256, 0.000739512, 0.401791, 0.401798, 0.405684, 0.401911, 0.402214, 0.416283, 0.403297, 0.421091, 1.04389, 32.1416, 0.402049, 0.401787, 0.401787, 0.401787, 0.401787, 0.401787, 0.401788, 0.412566, 0.401787, 0.401787, 0.405213
1.92346, 25.1801, 25.3113, 0.40702, 5.21345, -0.131227, 0.407798, 0.000629541, 0.407024, 0.407031, 0.410963, 0.407146, 0.40745, 0.422453, 0.408571, 0.427423, 1.18593, 24.4751, 0.407255, 0.40702, 0.40702, 0.40702, 0.40702, 0.40702, 0.407021, 0.417943, 0.40702, 0.40702, 0.410464
1.93135, 28.5857, 19.5452, 0.414048, 5.53044, 9.04054, 0.414829, 0.000531115, 0.414052, 0.414059, 0.418029, 0.414175, 0.414482, 0.430221, 0.415646, 0.435574, 1.3438, 18.5561, 0.414257, 0.414048, 0.414048, 0.414048, 0.414048, 0.414048, 0.414049, 0.425123, 0.414048, 0.414048, 0.417507
1.93923, 16.7947, 15.164, 0.42277, 4.33528, 1.63074, 0.423554, 0.000444045, 0.422774, 0.422782, 0.426782, 0.422898, 0.423206, 0.43945, 0.424424, 0.445444, 1.51448, 14.011, 0.422956, 0.42277, 0.42277, 0.42277, 0.42277, 0.42277, 0.422771, 0.434007, 0.42277, 0.42277, 0.426241
1.94712, 9.21135, 11.8637, 0.433057, 3.34834, -2.65234, 0.433843, 0.000367906, 0.433061, 0.433068, 0.437093, 0.433185, 0.433495, 0.449987, 0.434774, 0.456901, 1.69374, 10.5401, 0.433221, 0.433057, 0.433057, 0.433057, 0.433057, 0.433057, 0.433058, 0.444472, 0.433057, 0.433057, 0.436538
1.955, 6.76937, 9.40095, 0.444763, 2.96131, -2.63158, 0.445552, 0.000302073, 0.444767, 0.444775, 0.448818, 0.444892, 0.445203, 0.461673, 0.446556, 0.469802, 1.87629, 7.90501, 0.444908, 0.444763, 0.444763, 0.444763, 0.444763, 0.444763, 0.444765, 0.456376, 0.444763, 0.444763, 0.448252
1.96289, 5.81398, 7.58179, 0.457741, 2.79535, -1.76781, 0.458531, 0.000245778, 0.457745, 0.457753, 0.461811, 0.457871, 0.458182, 0.474361, 0.45962, 0.483997, 2.05599, 5.91788, 0.457867, 0.457741, 0.457741, 0.457741, 0.457741, 0.457741, 0.457742, 0.469576, 0.457741, 0.457741, 0.461237
1.97078, 6.16669, 6.25208, 0.471845, 2.85774, -0.0853953, 0.472636, 0.000198159, 0.471849, 0.471857, 0.475925, 0.471975, 0.472287, 0.487919, 0.473823, 0.49934, 2.22622, 4.431, 0.471955, 0.471845, 0.471845, 0.471845, 0.471845, 0.471845, 0.471846, 0.483933, 0.471845, 0.471845, 0.475345
1.97866, 8.57377, 5.28957, 0.486939, 3.25173, 3.2842, 0.487731, 0.000158308, 0.486943, 0.486951, 0.491027, 0.487069, 0.487381, 0.502237, 0.48903, 0.515696, 2.38024, 3.32868, 0.487034, 0.486939, 0.486939, 0.486939, 0.486939, 0.486939, 0.48694, 0.499316, 0.486939, 0.486939, 0.490444
1.98655, 3.08318, 4.59747, 0.502903, 2.25459, -1.51429, 0.503695, 0.000125306, 0.502907, 0.502915, 0.506997, 0.503033, 0.503346, 0.517231, 0.505121, 0.532944, 2.51173, 2.52027, 0.502985, 0.502903, 0.502903, 0.502903, 0.502903, 0.502903, 0.502904, 0.515612, 0.502903, 0.502903, 0.506412
1.99443, 5.15709, 4.09972, 0.519631, 2.67527, 1.05738, 0.520424, 9.82616e-05, 0.519635, 0.519643, 0.523729, 0.519761, 0.520074, 0.532838, 0.521992, 0.55098, 2.61522, 1.93506, 0.519701, 0.519631, 0.519631, 0.519631, 0.519631, 0.519631, 0.519632, 0.532722, 0.519631, 0.519631, 0.523145
2.00232, 5.57129, 3.7371, 0.537036, 2.7516, 1.83419, 0.537829, 7.63259e-05, 0.53704, 0.537048, 0.541137, 0.537166, 0.537479, 0.549018, 0.539555, 0.569718, 2.68651, 1.51784, 0.537095, 0.537036, 0.537036, 0.537036, 0.537036, 0.537036, 0.537037, 0.550564, 0.537036, 0.537036, 0.540555
2.0102, 4.99278, 3.46443, 0.555044, 2.64439, 1.52835, 0.555837, 5.87187e-05, 0.555048, 0.555056, 0.559147, 0.555174, 0.555488, 0.565744, 0.557738, 0.589088, 2.72306, 1.22588, 0.555095, 0.555044, 0.555044, 0.555044, 0.555044, 0.555044, 0.555045, 0.569071, 0.555044, 0.555044, 0.55857
2.01809, 1.27884, 3.24816, 0.573599, 1.81076, -1.96933, 0.574392, 4.47314e-05, 0.573603, 0.573611, 0.577704, 0.573729, 0.574043, 0.583006, 0.576485, 0.609041, 2.72412, 1.02625, 0.573642, 0.573599, 0.573599, 0.573599, 0.573599, 0.573599, 0.5736, 0.588194, 0.573599, 0.573599, 0.577135
2.02598, 3.13782, 3.06445, 0.592655, 2.26668, 0.0733693, 0.593449, 3.37362e-05, 0.59266, 0.592667, 0.596761, 0.592786, 0.593099, 0.6008, 0.595749, 0.629544, 2.69084, 0.893828, 0.592691, 0.592655, 0.592655, 0.592655, 0.592655, 0.592655, 0.592657, 0.607891, 0.592655, 0.592655, 0.596203
2.03386, 3.42867, 2.89737, 0.612178, 2.32995, 0.531301, 0.612972, 2.51845e-05, 0.612183, 0.61219, 0.616285, 0.612309, 0.612622, 0.619124, 0.615496, 0.650583, 2.62614, 0.809706, 0.612208, 0.612178, 0.612178, 0.612178, 0.612178, 0.612178, 0.61218, 0.628134, 0.612178, 0.612178, 0.615742
2.04175, 4.43351, 2.73736, 0.632143, 2.53644, 1.69614, 0.632937, 1.86045e-05, 0.632147, 0.632155, 0.63625, 0.632274, 0.632587, 0.63798, 0.635701, 0.67217, 2.53442, 0.759801, 0.632168, 0.632143, 0.632143, 0.632143, 0.632143, 0.632143, 0.632144, 0.648902, 0.632143, 0.632143, 0.635728
2.04963, 2.12332, 2.57978, 0.65253, 2.0306, -0.456456, 0.653323, 1.35971e-05, 0.652534, 0.652542, 0.656637, 0.65266, 0.652974, 0.657367, 0.656344, 0.694348, 2.42126, 0.733809, 0.65255, 0.65253, 0.65253, 0.65253, 0.65253, 0.65253, 0.652531, 0.670178, 0.65253, 0.65253, 0.656142
2.05752, 2.43592, 2.42356, 0.673323, 2.10616, 0.0123587, 0.674117, 9.82918e-06, 0.673328, 0.673335, 0.67743, 0.673454, 0.673767, 0.677279, 0.67741, 0.7172, 2.29289, 0.724295, 0.67334, 0.673323, 0.673323, 0.673323, 0.673323, 0.673323, 0.673325, 0.69195, 0.673323, 0.673323, 0.676971
2.0654, 1.55439, 2.27006, 0.694516, 1.88531, -0.715678, 0.69531, 7.02597e-06, 0.69452, 0.694528, 0.698623, 0.694646, 0.69496, 0.697713, 0.69889, 0.740878, 2.15575, 0.725994, 0.69453, 0.694516, 0.694516, 0.694516, 0.694516, 0.694516, 0.694517, 0.714214, 0.694516, 0.694516, 0.69821
2.07329, 2.44083, 2.12209, 0.716098, 2.10733, 0.318737, 0.716893, 4.96502e-06, 0.716103, 0.71611, 0.720206, 0.716229, 0.716542, 0.718657, 0.720775, 0.765618, 2.01608, 0.735241, 0.71611, 0.716098, 0.716098, 0.716098, 0.716098, 0.716098, 0.7161, 0.736961, 0.716098, 0.716098, 0.71985
2.08118, 1.99755, 1.9831, 0.738065, 1.99939, 0.0144492, 0.738859, 3.4678e-06, 0.738069, 0.738077, 0.742172, 0.738195, 0.738509, 0.740097, 0.743059, 0.791787, 1.87944, 0.749525, 0.738074, 0.738065, 0.738065, 0.738065, 0.738065, 0.738065, 0.738066, 0.760187, 0.738065, 0.738065, 0.741888
2.08906, 1.99756, 1.85662, 0.760411, 1.99939, 0.140932, 0.761206, 2.39336e-06, 0.760415, 0.760423, 0.764518, 0.760541, 0.760855, 0.762022, 0.765737, 0.819936, 1.75052, 0.767166, 0.760418, 0.760411, 0.760411, 0.760411, 0.760411, 0.760411, 0.760412, 0.783888, 0.760411, 0.760411, 0.764322
2.09695, 0.997646, 1.74591, 0.783134, 1.73137, -0.748266, 0.78393, 1.63185e-06, 0.783138, 0.783146, 0.787242, 0.783265, 0.783578, 0.784415, 0.788806, 0.850865, 1.63286, 0.787051, 0.78314, 0.783134, 0.783134, 0.783134, 0.783134, 0.783134, 0.783135, 0.808066, 0.783134, 0.783134, 0.787152
2.10483, 2.99757, 1.6538, 0.806233, 2.23552, 1.34377, 0.80703, 1.09896e-06, 0.806237, 0.806245, 0.81034, 0.806363, 0.806677, 0.807264, 0.812264, 0.885708, 1.52889, 0.80847, 0.806237, 0.806233, 0.806233, 0.806233, 0.806233, 0.806233, 0.806234, 0.832721, 0.806233, 0.806233, 0.810379
2.11272, 1.99758, 1.58268, 0.829702, 1.9994, 0.414905, 0.830502, 7.30861e-07, 0.829707, 0.829714, 0.83381, 0.829833, 0.830146, 0.830554, 0.836106, 0.92603, 1.43989, 0.830955, 0.829706, 0.829702, 0.829702, 0.829702, 0.829702, 0.829702, 0.829704, 0.857855, 0.829702, 0.829702, 0.834001
